model	E_kin	D	U	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	mu	sb1_1	sb2_1	sb3_1	sb4_1	sb5_1	sb6_1	sb7_1	sb8_1	t	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	tp	ave_D	ave_mu	ave_t	ave_tp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_sb1_1	ave_sb2_1	ave_sb3_1	ave_sb4_1	ave_sb5_1	ave_sb6_1	ave_sb7_1	ave_sb8_1	ave_t_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	ave_tb5_1	ave_tb6_1	ave_tb7_1	ave_tb8_1	ave_tp_1	E0_1	sector_1	n_1	githash	version	GS_consistency	iterations	dist_function	convergence	script	time	
2x2_2C_8b_C2v_L	-1.003255	0	8	0.2199826	0.26674064	0.78469875	0.26419423	0.26420643	0.7847771	0.76958242	0.26497973	1.8	0.00048769628	-0.21179498	0.072263392	0.20145456	-0.20145956	-0.072266734	-7.5985188e-06	-0.22739352	1	-0.187715	-0.00047944046	0.33250968	-0.14887103	-0.14887167	0.33252191	0.46277554	-8.9187797e-06	-0.3	-0.005476688	0.90552624	-0.9779439	0.084370477	0.033793699	0.21636973	0.050738913	0.09980887	0.34594909	0.34595119	0.099802589	0.039038503	0.083315733	0.8983836	-0.00098557481	0.39363309	0.032999317	-1.2652091	1.2652365	-0.032985948	3.001294e-05	0.94223933	-0.56841673	1.6468681	0.0039388741	-1.0434049	1.1486012	1.1485863	-1.0433819	-0.40170126	8.7761576e-06	-0.016849716	-9.5212688	R0:S0:1	0.8983836	817c5bc	v2.2.6	Y	3	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2023-12-05@09:43
2x2_2C_8b_C2v_L	-1.0032029	0	8.001	0.21995107	0.2667304	0.78460766	0.26421444	0.2642036	0.78471719	0.76949808	0.2649586	1.8	0.00036941367	-0.21178932	0.072261722	0.20146	-0.20145891	-0.072274102	4.6940647e-06	-0.22738719	1	-0.18770846	-0.00036215827	0.3324953	-0.148869	-0.14887909	0.33250356	0.4627487	5.6036604e-06	-0.3	-0.0054745476	0.90551546	-0.97789201	0.084369603	0.033785432	0.21638804	0.050743453	0.099808155	0.34592942	0.3459501	0.099797492	0.039039177	0.083317385	0.89837394	-0.00074450402	0.39364708	0.033012587	-1.2651513	1.2651658	-0.032955945	-1.07787e-05	0.94219421	-0.56838079	1.6468697	0.002977483	-1.0433781	1.1485313	1.1485953	-1.0433415	-0.40171794	-7.7956793e-06	-0.016849069	-9.5211028	R0:S0:1	0.89837394	817c5bc	v2.2.6	Y	3	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2023-12-05@09:47
2x2_2C_8b_C2v_L	-1.004891	0	8	0.22050909	0.26729642	0.78541804	0.26432308	0.26435098	0.78549314	0.77038574	0.26486872	1.8	0.00034754413	-0.2120852	0.072215495	0.20159771	-0.20159774	-0.072241691	-2.2645259e-08	-0.22741924	1.001	-0.18811202	-0.00033949591	0.3330303	-0.1489642	-0.14899459	0.33302399	0.46338025	8.6055363e-07	-0.3	-0.0055568713	0.90540464	-0.97867522	0.084123737	0.033841704	0.21657166	0.050740418	0.10003812	0.34644374	0.34646418	0.10002303	0.039074343	0.083338108	0.89824946	-0.00070547021	0.39389263	0.033590505	-1.2668304	1.266808	-0.033498205	4.0115113e-06	0.94261437	-0.56873471	1.6483935	0.0027823024	-1.0445697	1.1494528	1.1495903	-1.0445064	-0.40159596	-2.0780358e-06	-0.016893329	-9.5258503	R0:S0:1	0.89824946	817c5bc	v2.2.6	Y	8	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2023-12-05@09:57
2x2_2C_8b_C2v_L	-1.0031305	0	8	0.21985673	0.26672223	0.78475037	0.26425818	0.26427736	0.78479625	0.76960342	0.26501562	1.801	0.0003949626	-0.21183068	0.07224365	0.20150781	-0.20150371	-0.072283116	-1.5494585e-05	-0.2274287	1	-0.18760555	-0.00038410325	0.33243688	-0.14884131	-0.14887689	0.33242251	0.46267264	-2.2076787e-05	-0.3	-0.005441334	0.90563414	-0.97780442	0.084420167	0.033803472	0.21616467	0.050736005	0.099721305	0.3456671	0.34569834	0.099704375	0.039010429	0.083281334	0.89849703	-0.00080510936	0.39346782	0.033015683	-1.2647292	1.2646997	-0.032879428	4.9621232e-05	0.94204319	-0.56842911	1.6458838	0.0031478379	-1.0430082	1.1480632	1.1482395	-1.042931	-0.40160488	2.8104368e-05	-0.016846609	-9.524574	R0:S0:1	0.89849703	817c5bc	v2.2.6	Y	5	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2023-12-05@10:04
2x2_2C_8b_C2v_L	-1.0032653	0	8	0.21991929	0.26749749	0.78410507	0.26443757	0.26447934	0.78427353	0.76935262	0.26498968	1.8	-0.00020685803	-0.21225748	0.072376161	0.20158194	-0.20158717	-0.072413459	1.1381771e-05	-0.22730191	1	-0.18778679	0.00020051338	0.33221995	-0.1489102	-0.14894366	0.33222575	0.46244689	1.0818497e-05	-0.299	-0.005468606	0.90545936	-0.97819606	0.083843691	0.033796101	0.21639418	0.0508365	0.099725135	0.34615485	0.34617746	0.099699872	0.038997428	0.083285363	0.89833216	0.00042302981	0.39402212	0.032689487	-1.2660679	1.2660725	-0.03255832	-3.6546262e-05	0.94225131	-0.56851406	1.6468679	-0.0016400115	-1.0428767	1.1491138	1.1492392	-1.0427688	-0.40139321	-1.3724664e-05	-0.01694418	-9.5211625	R0:S0:1	0.89833216	817c5bc	v2.2.6	Y	7	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2023-12-05@10:13
2x2_2C_8b_C2v_L	-1.0041698	0	8.0005	0.22032862	0.26741822	0.78462949	0.26429437	0.2643176	0.78472608	0.76972798	0.26481423	1.799	2.1915126e-05	-0.21213384	0.072284643	0.20153196	-0.20153404	-0.072316704	-3.9700644e-06	-0.22729884	1.0005	-0.18806285	-2.2227654e-05	0.33271337	-0.14893773	-0.1489675	0.33271077	0.4629919	-4.5743156e-06	-0.2995	-0.0055475363	0.90531722	-0.97854412	0.083927844	0.033804578	0.21670097	0.050792341	0.099990989	0.34653764	0.34656292	0.09997299	0.039067249	0.083345373	0.8981731	-4.0946121e-05	0.39413205	0.033222385	-1.2668604	1.2668545	-0.033108028	1.3657515e-05	0.94255947	-0.56859349	1.6486362	0.00018590256	-1.0442163	1.1496359	1.1497675	-1.04414	-0.40160407	4.5031509e-06	-0.016919216	-9.5201061	R0:S0:1	0.8981731	817c5bc	v2.2.6	Y	3	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2023-12-05@10:16
2x2_2C_8b_C2v_L	-1.004495	0	8.00075	0.22047765	0.26663266	0.78542865	0.26403216	0.26410588	0.7856147	0.77033373	0.26485211	1.7995	0.00062452348	-0.21165742	0.072088091	0.20143903	-0.20145042	-0.072148885	1.448425e-06	-0.22745908	1.00075	-0.18801519	-0.00061343568	0.33316059	-0.1488635	-0.14892163	0.33315225	0.46351916	5.45457e-07	-0.30075	-0.0055574519	0.90542358	-0.97833132	0.084555116	0.033816588	0.21662095	0.050670451	0.1001323	0.34623973	0.34627716	0.10008862	0.039111026	0.083373222	0.89825815	-0.0012638299	0.39363325	0.033903828	-1.2659446	1.2659648	-0.033682646	2.4032407e-06	0.94257482	-0.56854666	1.6485274	0.0050386524	-1.0450714	1.1488384	1.14903	-1.0448656	-0.40191854	-2.4452925e-06	-0.016811006	-9.5230065	R0:S0:1	0.89825815	817c5bc	v2.2.6	Y	3	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2023-12-05@10:20
2x2_2C_8b_C2v_L	-1.0051169	0	8.001125	0.22072694	0.26615745	0.78623666	0.26388721	0.26387384	0.78629288	0.77077316	0.26483416	1.79925	0.00093738871	-0.21134435	0.072006244	0.20137067	-0.2013701	-0.072004262	3.4893188e-06	-0.22755447	1.001125	-0.18812056	-0.00091391318	0.33360443	-0.14890641	-0.1488979	0.3336212	0.46405032	5.5932516e-06	-0.301625	-0.0056040132	0.90540676	-0.9784047	0.084911569	0.033827019	0.21674551	0.050595168	0.10028617	0.34634534	0.34635059	0.10029	0.039168543	0.083422841	0.8982194	-0.0019067504	0.39345338	0.034275498	-1.2659343	1.2659494	-0.034284925	-3.5457126e-06	0.94278179	-0.56856179	1.649354	0.0075029685	-1.0459198	1.1489523	1.1489407	-1.0459531	-0.40218459	-7.0003913e-06	-0.016744962	-9.5239398	R0:S0:1	0.8982194	817c5bc	v2.2.6	Y	3	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2023-12-05@10:24
2x2_2C_8b_C2v_L	-1.0055099	0	7.9998125	0.22082583	0.26706582	0.78593687	0.26414578	0.26416135	0.78599683	0.77073512	0.26478162	1.799125	0.00045739785	-0.2118894	0.072106826	0.20152532	-0.20152142	-0.072141529	-6.8385452e-06	-0.22744314	1.0013125	-0.18829003	-0.00044461009	0.333451	-0.14895501	-0.14898685	0.33343094	0.46383799	-4.5361193e-06	-0.3005625	-0.0056161994	0.90531274	-0.9788882	0.084298406	0.033848097	0.21679337	0.050687782	0.10025991	0.34668877	0.34671239	0.10023178	0.039132748	0.083389473	0.89814136	-0.0009326729	0.39389654	0.034108541	-1.2672601	1.2672625	-0.033969072	2.4029058e-05	0.94287938	-0.56877531	1.6497112	0.0036416646	-1.0457233	1.1497317	1.1498459	-1.0455753	-0.40181323	6.1261803e-06	-0.016856003	-9.5244538	R0:S0:1	0.89814136	817c5bc	v2.2.6	Y	3	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2023-12-05@10:28
2x2_2C_8b_C2v_L	-1.0066669	0	7.9992188	0.2212871	0.26731492	0.78651577	0.26414493	0.26412019	0.78655092	0.77136167	0.26469725	1.7986875	0.00038865687	-0.21196069	0.072032264	0.20156023	-0.20155153	-0.072050021	5.5717541e-06	-0.22746926	1.0019688	-0.18859335	-0.00038298164	0.3339139	-0.14900522	-0.14902403	0.33390093	0.46439134	4.8733105e-06	-0.30084375	-0.0056878492	0.90521337	-0.97938892	0.084262432	0.033879428	0.21699561	0.050653952	0.10048509	0.34704351	0.3470736	0.100473	0.039180698	0.083424155	0.89802451	-0.0007797848	0.39401952	0.034655535	-1.2682886	1.2682788	-0.034571953	-1.4935658e-05	0.94321649	-0.56897081	1.6511751	0.0031483266	-1.0468705	1.1503038	1.1504239	-1.0468153	-0.40186593	-5.7281368e-06	-0.016857822	-9.5261477	R0:S0:1	0.89802451	817c5bc	v2.2.6	Y	3	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2023-12-05@10:32
