model	E_kin	D	U	e	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	mu	sb1_1	sb2_1	sb3_1	sb4_1	sb5_1	sb6_1	sb7_1	sb8_1	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	tpd	tpp	tppp	ave_D	ave_e	ave_mu	ave_tpd	ave_tpp	ave_tppp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_sb1_1	ave_sb2_1	ave_sb3_1	ave_sb4_1	ave_sb5_1	ave_sb6_1	ave_sb7_1	ave_sb8_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	ave_tb5_1	ave_tb6_1	ave_tb7_1	ave_tb8_1	ave_e_2	ave_mu_2	ave_tpp_2	ave_tppp_2	E0_1	sector_1	n_1	E0_2	sector_2	n_2	githash	version	GS_consistency	method	iterations	dist_function	convergence	script	time	
2x2_2C_8b_C2v_L	3.8524318	0	14	1.9906	-0.0092337495	-3.4875228	-4.0912758	-0.074055039	-4.0911293	-0.074058754	0.10763883	-3.7178566	9.31	3.8001049e-05	-5.408817e-06	0.0075551858	-0.1431612	0.00755369	-0.14314714	-1.5290313e-05	2.3794446e-06	-0.10495043	-1.0934811	1.6939166	0.042810761	-1.6938843	-0.042838922	0.20082249	-2.2293392	2.0219	1	0.2194	0.012150644	1.2695629	1.6284875	-0.54244238	-0.1610219	0.067174587	0.11953721	0.24822208	1.9479754	1.8378203	1.5682296	1.8378079	1.5682886	0.017652962	1.6249873	1.0961496	-0.00054701206	-5.29472e-06	0.07687824	1.0589597	0.076888597	1.0586561	0.00012203575	1.3334606e-05	1.0597981	0.71189012	-1.431935	-0.51939971	1.4320162	0.51958337	-0.28298184	2.3350071	2	2	0	0	-73.581761	R0:S0:1	1.0961496	-117.1104	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	7	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-09@16:14
2x2_2C_8b_C2v_L	3.852593	0	14.001	1.9906	-0.0092209723	-3.4879971	-4.0908626	-0.07402932	-4.0911354	-0.074052203	0.10764963	-3.7178003	9.31	-7.1443338e-06	-3.1235706e-07	0.0075438287	-0.14314027	0.0075504414	-0.14315688	6.748448e-06	2.5650829e-07	-0.10495111	-1.0935548	1.6938347	0.042783608	-1.6938956	-0.04278981	0.20082567	-2.2293289	2.0219	1	0.2194	0.012146022	1.2695664	1.6284827	-0.54242271	-0.16101407	0.067171283	0.11951621	0.24834159	1.9479756	1.8378252	1.5681274	1.8378305	1.5681476	0.017661447	1.6250082	1.096127	0.00010342838	4.5442838e-06	0.076872248	1.0588457	0.076865934	1.0589105	-5.4168655e-05	-8.8219241e-06	1.0598276	0.71192434	-1.4319007	-0.51932019	1.4318879	0.5193243	-0.28302551	2.3348773	2	2	0	0	-73.581191	R0:S0:1	1.096127	-117.1104	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	4	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-09@16:41
2x2_2C_8b_C2v_L	3.8546402	0	14	1.9916	-0.0091502157	-3.4866533	-4.0905011	-0.074139583	-4.0903152	-0.074121211	0.1078073	-3.7172021	9.31	1.4417072e-05	2.7851103e-06	0.0075494326	-0.14326095	0.0075506856	-0.14325305	3.9973026e-06	3.0526627e-06	-0.1049775	-1.0934166	1.6938577	0.042766906	-1.6938197	-0.042756243	0.20099364	-2.2293322	2.0219	1	0.2194	0.012153415	1.26952	1.6284303	-0.54261416	-0.16113171	0.067216672	0.11954561	0.24856541	1.947942	1.8377148	1.5676886	1.8377126	1.5676685	0.017686033	1.6247424	1.0961285	-0.00019575631	-5.3281207e-06	0.076957249	1.0597582	0.076957083	1.0597644	-1.6944406e-05	6.9133853e-07	1.0604108	0.71206194	-1.4323338	-0.51956701	1.4323317	0.51952143	-0.28320805	2.3356377	2	2	0	0	-73.576281	R0:S0:1	1.0961285	-117.0944	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	8	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-09@17:29
2x2_2C_8b_C2v_L	3.8448259	0	14	1.9906	-0.0089663729	-3.4848442	-4.0904967	-0.074572688	-4.090232	-0.074565508	0.10838867	-3.7181917	9.31	-9.3438425e-06	2.4546101e-06	0.0075753574	-0.14362251	0.0075788538	-0.14361884	2.0255883e-06	8.8265694e-07	-0.10507487	-1.0935561	1.6944373	0.042718007	-1.6943823	-0.042729909	0.20147785	-2.2303209	2.0229	1	0.2194	0.012172467	1.2694107	1.6282867	-0.54310729	-0.16139939	0.067323791	0.11960244	0.24869503	1.9478752	1.8373947	1.5676662	1.837393	1.5676621	0.017725398	1.6241491	1.0960986	0.00013677243	2.4300234e-06	0.077264923	1.0614687	0.077259919	1.0614697	-2.4586578e-05	-6.4745475e-06	1.0617329	0.71222438	-1.4336015	-0.51999529	1.4335849	0.52004692	-0.28355694	2.3375103	2	2	0	0	-73.580538	R0:S0:1	1.0960986	-117.1104	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	14	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-09@18:44
2x2_2C_8b_C2v_L	3.8540939	0	14	1.9906	-0.0093453084	-3.4886546	-4.0916563	-0.073883768	-4.0919634	-0.07388644	0.10741088	-3.7185397	9.311	-1.4281275e-05	1.8265485e-06	0.0075457281	-0.14299209	0.0075503948	-0.1429922	6.970767e-07	-2.1675109e-06	-0.10492413	-1.0935938	1.6938924	0.042886647	-1.6939514	-0.042900341	0.20061372	-2.229364	2.0219	1	0.2194	0.012148477	1.2696073	1.6285569	-0.54226347	-0.16090818	0.067130336	0.11954861	0.24794323	1.9480029	1.8379217	1.568539	1.8379203	1.5685466	0.017620596	1.6252332	1.0962009	0.00019357348	-2.629313e-06	0.076790998	1.0579003	0.076781909	1.0578051	-5.0795782e-06	2.6762977e-06	1.0591846	0.71178247	-1.4315679	-0.5194419	1.4316071	0.51952709	-0.28273939	2.3343872	2	2	0	0	-73.591027	R0:S0:1	1.0962009	-117.1264	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	7	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-09@22:16
2x2_2C_8b_C2v_L	3.8494532	0	14.0004	1.991	-0.0090812354	-3.4859218	-4.0902182	-0.074385256	-4.0899883	-0.074366528	0.10814449	-3.7169135	9.3104	-2.952782e-05	-1.5507033e-06	0.007564941	-0.14344355	0.0075633859	-0.14343133	-8.7229068e-06	3.3135725e-06	-0.10501214	-1.0934074	1.6940561	0.042731991	-1.6940095	-0.04274754	0.2012888	-2.2296678	2.0223	1	0.2184	0.012160202	1.269468	1.6283644	-0.54284315	-0.16126178	0.067279205	0.11957354	0.24857597	1.947922	1.8375675	1.5679401	1.8375602	1.567917	0.017706974	1.6244412	1.0961192	0.00040963227	1.3182187e-05	0.077111519	1.0604197	0.077106508	1.0603341	4.0732588e-05	-7.4296378e-06	1.0609067	0.71205701	-1.4329106	-0.51962072	1.4329341	0.51972048	-0.28340655	2.336544	2	2	0	0	-73.577388	R0:S0:1	1.0961192	-117.1104	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	5	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-09@22:25
2x2_2C_8b_C2v_L	3.8495835	0	13.99916	1.99116	-0.0090917694	-3.4857223	-4.090483	-0.074379867	-4.0903395	-0.074363138	0.10811544	-3.7175936	9.31056	2.0480964e-05	-4.2635893e-07	0.0075712819	-0.14344762	0.0075691259	-0.14343045	2.3679601e-06	-1.2425647e-06	-0.10502805	-1.0934582	1.6941602	0.0427922	-1.6941297	-0.042782548	0.20125049	-2.2298517	2.02246	1	0.219	0.012167901	1.2694611	1.6283674	-0.54288565	-0.16127533	0.067278904	0.11960618	0.24847758	1.9479124	1.8375366	1.5678978	1.8375289	1.5678984	0.01769465	1.6244095	1.096151	-0.00028911569	-7.1472555e-06	0.077129854	1.0605002	0.077137399	1.0603743	2.6936761e-06	8.5293174e-06	1.0610113	0.71208492	-1.4330522	-0.51994803	1.4330943	0.51994728	-0.2833266	2.3367579	2	2	0	0	-73.581365	R0:S0:1	1.096151	-117.1104	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	6	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-09@22:36
2x2_2C_8b_C2v_L	3.8462538	0	13.999824	1.991384	-0.0088561279	-3.4839512	-4.0890858	-0.074708143	-4.0889085	-0.074701431	0.10862293	-3.7166466	9.309384	-9.0886203e-05	-5.6015984e-07	0.0075712196	-0.14377021	0.0075785685	-0.14376551	-8.23838e-06	-6.1558246e-07	-0.1050967	-1.0933865	1.6941836	0.042613992	-1.6941531	-0.042646601	0.20172061	-2.2300619	2.022684	1	0.21884	0.01217248	1.2693611	1.6282159	-0.54329646	-0.16152913	0.067379441	0.11959694	0.24909882	1.9478471	1.8372868	1.5671738	1.8372808	1.5671416	0.017767895	1.6238585	1.0960571	0.0012509078	2.7362927e-05	0.077361251	1.0625476	0.077340303	1.0625138	1.8286293e-06	-2.0156469e-05	1.0623874	0.71236217	-1.4339675	-0.51986233	1.4339766	0.52003702	-0.2838623	2.3381961	2	2	0	0	-73.567932	R0:S0:1	1.0960571	-117.088	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	5	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-09@22:45
2x2_2C_8b_C2v_L	3.8424528	0	13.999736	1.991776	-0.0086162423	-3.4811727	-4.0878542	-0.075127212	-4.0876882	-0.075120622	0.10924874	-3.715733	9.308576	1.8797416e-05	-3.5038025e-06	0.0075857043	-0.14415623	0.0075835962	-0.14414918	-4.9377137e-06	3.038308e-06	-0.10517754	-1.0932216	1.6943495	0.042494571	-1.6943135	-0.042494208	0.20227411	-2.2304255	2.023076	1	0.21856	0.012183256	1.2692414	1.6280504	-0.54380043	-0.16183024	0.067500685	0.11962232	0.2495666	1.9477733	1.8369738	1.5666655	1.8369708	1.5666696	0.017836069	1.6231961	1.0959895	-0.00025618233	3.0103988e-06	0.077635266	1.0647084	0.077640243	1.0646591	3.9719366e-05	1.6170462e-06	1.0638616	0.71260403	-1.4351443	-0.52008738	1.4351522	0.52009603	-0.28439542	2.3400515	2	2	0	0	-73.556395	R0:S0:1	1.0959895	-117.0688	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	8	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-09@22:59
2x2_2C_8b_C2v_L	3.8440699	0	13.999718	1.9918544	-0.0087175842	-3.4822019	-4.088648	-0.074999674	-4.08849	-0.074974532	0.10904176	-3.7163927	9.3098144	4.2354369e-05	-7.8137944e-06	0.007590165	-0.14402164	0.0075827304	-0.14401008	7.1860268e-06	-3.4603227e-06	-0.10515257	-1.0933403	1.6944468	0.042592113	-1.6944145	-0.042568979	0.20209476	-2.2304965	2.0231544	1	0.218504	0.012183644	1.2692809	1.6281168	-0.54364554	-0.16172788	0.067461973	0.11964356	0.24919785	1.9478015	1.8370645	1.567073	1.837061	1.5670492	0.017800624	1.6234142	1.096049	-0.00057408767	5.4128708e-06	0.077548603	1.063735	0.077556021	1.0637211	-1.7737841e-05	1.0957822e-05	1.0632251	0.71246915	-1.4348337	-0.52021459	1.434846	0.52011772	-0.28415016	2.3395338	2	2	0	0	-73.567695	R0:S0:1	1.096049	-117.08736	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	5	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-09@23:08
