model	E_kin	D	U	e	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	mu	sb1_1	sb2_1	sb3_1	sb4_1	sb5_1	sb6_1	sb7_1	sb8_1	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	tpd	tpp	tppp	ave_D	ave_e	ave_mu	ave_tpd	ave_tpp	ave_tppp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_sb1_1	ave_sb2_1	ave_sb3_1	ave_sb4_1	ave_sb5_1	ave_sb6_1	ave_sb7_1	ave_sb8_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	ave_tb5_1	ave_tb6_1	ave_tb7_1	ave_tb8_1	ave_e_2	ave_mu_2	ave_tpp_2	ave_tppp_2	E0_1	sector_1	n_1	E0_2	sector_2	n_2	githash	version	GS_consistency	method	iterations	dist_function	convergence	script	time	
2x2_2C_8b_C2v_L	3.2391214	0	11.290651	2.7864482	0.024201017	-2.8376904	-4.8284561	-0.19036296	-4.8289887	-0.19036805	0.26416903	-5.4228505	11.227906	3.6316819e-05	-1.8298235e-07	0.024693054	-0.24516603	0.024700581	-0.24516977	7.3284155e-06	1.3055187e-07	0.15536421	-1.3498697	2.2304339	0.12492116	-2.2305462	-0.12493323	0.2657612	-3.086099	2.8959662	1	1.2667569	0.035167386	1.217916	1.6194984	-0.74442117	-0.28026774	0.096414284	0.29697778	0.18083178	1.9003141	1.6465067	1.4025064	1.6465206	1.4025081	0.0075422628	1.3276088	1.2635973	-0.00024085339	-1.2865857e-05	0.24690725	1.6676151	0.24688613	1.6676019	-3.0963591e-05	2.9596558e-06	-1.3821762	0.6756015	-2.016888	-1.1686723	2.0168952	1.1687374	-0.21577199	3.3477687	2	2	0	0	-93.968985	R0:S0:1	1.2635973	-135.06332	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	2	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-13@09:12
2x2_2C_8b_C2v_L	3.2392441	0	11.291651	2.7864482	0.024201455	-2.8377335	-4.8285407	-0.19036188	-4.829128	-0.19040006	0.26415489	-5.4228955	11.227906	3.1829958e-05	-8.6458086e-06	0.024692454	-0.24516256	0.024705851	-0.2451844	1.0196906e-06	7.794984e-07	0.15536259	-1.3498744	2.2304546	0.12490574	-2.2305872	-0.12492602	0.26575488	-3.0861129	2.8959662	1	1.2667569	0.03516652	1.2179211	1.6194858	-0.74441576	-0.28025061	0.096409492	0.29692846	0.1808487	1.900311	1.646521	1.4025926	1.6465402	1.4025952	0.0075435837	1.3276654	1.2635448	-0.0002090458	1.8078813e-05	0.24689744	1.667425	0.2468698	1.667437	-3.2796028e-06	-8.256833e-07	-1.3821918	0.67567305	-2.0169136	-1.1685452	2.0169057	1.1686154	-0.21577647	3.3476299	2	2	0	0	-93.968512	R0:S0:1	1.2635448	-135.06332	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	1	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-13@09:16
2x2_2C_8b_C2v_L	3.2414544	0	11.290651	2.7874482	0.024242124	-2.8371475	-4.8278612	-0.19036539	-4.8281313	-0.19037964	0.26414744	-5.4222045	11.227906	1.0459826e-05	-2.4463046e-06	0.024694972	-0.24523555	0.024701077	-0.24524446	-1.4096435e-06	2.2315088e-06	0.15540738	-1.3498241	2.2304094	0.12487377	-2.2304709	-0.12487836	0.26582447	-3.0861107	2.8959662	1	1.2667569	0.035163217	1.2178841	1.6194612	-0.74452519	-0.28033791	0.096430212	0.29699365	0.18100724	1.900256	1.6464172	1.4021397	1.6464263	1.4021373	0.0075450834	1.3274876	1.2635988	-6.8950661e-05	4.7293867e-06	0.24691952	1.6682538	0.24690729	1.6682729	6.9826102e-06	-2.0362316e-06	-1.3827729	0.67577541	-2.0171342	-1.168661	2.0171281	1.1686743	-0.21581075	3.3480239	2	2	0	0	-93.964718	R0:S0:1	1.2635988	-135.04732	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	4	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-13@09:24
2x2_2C_8b_C2v_L	3.2323172	0	11.290651	2.7864482	0.02436642	-2.8365686	-4.827556	-0.19045122	-4.827826	-0.19047198	0.26410385	-5.4221888	11.227906	2.3357457e-05	-1.9574252e-06	0.024701496	-0.24544055	0.024712546	-0.2454589	-1.9174202e-06	4.139525e-06	0.15553471	-1.3500362	2.230893	0.1247798	-2.2309578	-0.12478391	0.2659846	-3.0868553	2.8969662	1	1.2667569	0.035162665	1.2178147	1.6193559	-0.74480106	-0.28048464	0.09647433	0.29701386	0.18142762	1.9001184	1.6461471	1.4012758	1.6461614	1.4012664	0.0075498026	1.3271847	1.2635656	-0.00015362926	1.4354787e-06	0.24703926	1.6698167	0.24701884	1.6698794	1.006474e-05	-2.5109549e-06	-1.3843041	0.67615464	-2.0179401	-1.1687877	2.0179115	1.168771	-0.21586112	3.3487535	2	2	0	0	-93.9681	R0:S0:1	1.2635656	-135.06332	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	5	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-13@09:34
2x2_2C_8b_C2v_L	3.2401198	0	11.290651	2.7864482	0.024161101	-2.8380534	-4.8290261	-0.19030791	-4.8296553	-0.19033592	0.26402917	-5.4236133	11.227906	3.8804939e-05	-3.7032337e-06	0.024687667	-0.24512646	0.024700723	-0.24514091	5.6380629e-06	-1.1315689e-06	0.15534327	-1.3499874	2.2305023	0.12493079	-2.2306472	-0.12494879	0.26563218	-3.0861079	2.8959662	1	1.2677569	0.035160231	1.217933	1.6195159	-0.74435578	-0.28022547	0.09638067	0.2969612	0.18080527	1.9003165	1.6465789	1.4025878	1.6465892	1.4025931	0.0075391109	1.3277136	1.2635887	-0.00025757719	-4.4450999e-06	0.24683945	1.6674325	0.24681508	1.667398	-2.2191285e-05	4.708997e-06	-1.382004	0.6756523	-2.0166731	-1.1685987	2.016712	1.1686903	-0.21570011	3.3475482	2	2	0	0	-93.972921	R0:S0:1	1.2635887	-135.06332	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	2	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-13@09:39
