model	E_kin	D	U	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	mu	sb1_1	sb2_1	sb3_1	sb4_1	sb5_1	sb6_1	sb7_1	sb8_1	t	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	tp	ave_D	ave_mu	ave_t	ave_tp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_sb1_1	ave_sb2_1	ave_sb3_1	ave_sb4_1	ave_sb5_1	ave_sb6_1	ave_sb7_1	ave_sb8_1	ave_t_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	ave_tb5_1	ave_tb6_1	ave_tb7_1	ave_tb8_1	ave_tp_1	E0_1	sector_1	n_1	githash	version	GS_consistency	method	iterations	dist_function	convergence	script	time	
2x2_2C_8b_C2v_L	-0.98240415	0	10	-0.22704205	0.31063026	0.68404334	-0.25482339	0.25479638	0.68388835	0.66730832	-0.26970862	2	-0.00026300305	0.00020030785	0.087642613	-0.15360522	0.196026	0.087673626	4.9090488e-06	1.981077e-05	1	-0.11092721	0.16393527	-0.3660252	0.19600475	-0.15361306	0.36600526	-0.54033885	-0.27337545	-0.7	0.0061705439	0.90748366	-0.77975903	0.28949302	0.022540423	1.9861931	0.21552781	0.11635753	1.6718016	0.32833661	0.11643202	0.068124246	1.8854934	0.90139895	0.0031079669	-0.00022249534	-0.043299289	0.96870157	-1.0403954	-0.043368325	2.865605e-05	-6.939901e-05	-0.46195993	0.2319029	-1.5719956	1.0791797	-1.0403558	0.96910254	-1.0796073	0.59434997	0.95203773	0.024191446	-11.623474	R0:S0:1	0.90139895	b8cfe21	v2.4.3	Y	fixed_point	2	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-12@15:45
2x2_2C_8b_C2v_L	-0.98236812	0	10.001	-0.22702447	0.31058671	0.68400131	-0.25480506	0.25480317	0.68385133	0.66726601	-0.26969852	2	-0.00019742251	0.00014705195	0.087635804	-0.15359803	0.19602568	0.087684516	1.677149e-06	1.7916817e-05	1	-0.11091935	0.16392846	-0.36601759	0.19600056	-0.15362032	0.36599124	-0.54032482	-0.27337514	-0.7	0.0061700987	0.90747495	-0.77972401	0.28949158	0.022535467	1.9861929	0.21555544	0.1163648	1.6717832	0.32834691	0.11642181	0.068127872	1.8854817	0.90139123	0.0023514013	-0.00013975364	-0.043279063	0.968704	-1.0403744	-0.04339926	3.4404291e-05	-6.296959e-05	-0.4619288	0.23190509	-1.5720096	1.0792059	-1.0403292	0.96909452	-1.0795378	0.59437893	0.95204503	0.024195963	-11.623269	R0:S0:1	0.90139123	b8cfe21	v2.4.3	Y	fixed_point	2	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-12@15:59
2x2_2C_8b_C2v_L	-0.98232781	0	10	-0.22666805	0.31015027	0.68393041	-0.25487304	0.25486982	0.68400679	0.66725407	-0.26978941	2.001	0.00013399525	-0.0001009832	0.087727454	-0.15369206	0.19601911	0.087688007	7.1334269e-06	1.2304414e-06	1	-0.11089343	0.16384243	-0.36588952	0.19604691	-0.1536702	0.3659027	-0.5402268	-0.27342797	-0.7	0.0061628897	0.90757581	-0.77972035	0.28943924	0.022546651	1.9861796	0.21552364	0.11629484	1.6717935	0.3281009	0.11625478	0.068073938	1.8855123	0.9014783	-0.0016039774	8.8386615e-05	-0.043541803	0.96908015	-1.0400593	-0.043439322	-4.7446875e-05	2.5910335e-05	-0.4619612	0.23192015	-1.5716389	1.0789826	-1.0401134	0.96876961	-1.0787317	0.59418287	0.95196527	0.024187303	-11.626407	R0:S0:1	0.9014783	b8cfe21	v2.4.3	Y	fixed_point	13	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-12@16:45
2x2_2C_8b_C2v_L	-0.98201114	0	10	-0.22518342	0.30955865	0.68426403	-0.25460048	0.25461216	0.68434817	0.66728168	-0.26999363	2	0.00013036941	-9.733638e-05	0.087654956	-0.15375473	0.19582534	0.087634904	4.3890507e-07	-4.297134e-06	1	-0.11065081	0.16388909	-0.36579406	0.1958443	-0.15375374	0.36579917	-0.54000884	-0.27334938	-0.699	0.0061629075	0.90753182	-0.78007696	0.2888901	0.022537439	1.9861694	0.21572314	0.11621214	1.671628	0.32829177	0.11617007	0.067969925	1.8855913	0.90141534	-0.0015548214	9.4831415e-05	-0.043300923	0.96990516	-1.040071	-0.043257329	-2.4828852e-05	2.9416692e-05	-0.46205742	0.23182872	-1.5723412	1.0787501	-1.040117	0.96970222	-1.0785062	0.59376084	0.9519068	0.024105324	-11.61914	R0:S0:1	0.90141534	b8cfe21	v2.4.3	Y	fixed_point	10	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-12@17:04
2x2_2C_8b_C2v_L	-0.98219874	0	10.000667	-0.22623216	0.31033414	0.68420696	-0.25462049	0.25464923	0.68411539	0.66730654	-0.26978827	1.999	-0.00019927449	0.00015323865	0.087589144	-0.15363125	0.1958948	0.087622992	2.6342052e-06	1.0734771e-05	1	-0.11077746	0.16399084	-0.3659822	0.1958723	-0.15364682	0.36596859	-0.5402101	-0.27329885	-0.69933333	0.0061719761	0.90742042	-0.77999126	0.28914319	0.02252901	1.9861911	0.21569469	0.11635625	1.6716196	0.32845222	0.11639312	0.068072423	1.8855306	0.90132554	0.0023293616	-0.00020340504	-0.043117477	0.96935906	-1.0404661	-0.043187642	1.7928948e-05	-4.0114378e-05	-0.46200407	0.23184031	-1.572635	1.079283	-1.0404371	0.96959463	-1.0794966	0.59413271	0.95202453	0.024141894	-11.617609	R0:S0:1	0.90132554	b8cfe21	v2.4.3	Y	fixed_point	5	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-12@17:14
2x2_2C_8b_C2v_L	-0.98217032	0	10.000833	-0.22610009	0.31032213	0.68428006	-0.25457379	0.25456349	0.684185	0.66732848	-0.26982283	1.9985	-0.00021299685	0.00016481833	0.087567035	-0.15362269	0.19585351	0.087603707	6.7648343e-06	1.8930421e-05	1	-0.11074806	0.16401554	-0.36600902	0.19583439	-0.15363574	0.36599635	-0.54021482	-0.27327451	-0.69916667	0.006175034	0.90738054	-0.78005876	0.28907493	0.022524457	1.9861906	0.21576254	0.11637328	1.671553	0.32856116	0.11642922	0.068073546	1.8855329	0.90128529	0.0025154073	-0.00019145915	-0.043040019	0.96946593	-1.0405773	-0.043124375	1.4067043e-05	-5.8991753e-05	-0.46200953	0.23184594	-1.5729066	1.0793683	-1.0405466	0.96981417	-1.0797017	0.59412931	0.95206008	0.024134649	-11.61548	R0:S0:1	0.90128529	b8cfe21	v2.4.3	Y	fixed_point	5	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-12@17:25
2x2_2C_8b_C2v_L	-0.98260972	0	10.001222	-0.22827572	0.31154488	0.68383885	-0.25483858	0.25483895	0.6835463	0.66731564	-0.26946675	1.999	-0.00052988216	0.00040753945	0.087577764	-0.15345515	0.19610818	0.087643387	2.2995595e-06	3.4160082e-05	1	-0.11108057	0.16403644	-0.36622232	0.19605638	-0.1534726	0.36619161	-0.54056867	-0.27333193	-0.70044444	0.0061801188	0.90735998	-0.779613	0.2898113	0.022529558	1.9862152	0.21546256	0.11653802	1.6717661	0.32847239	0.11668473	0.068246616	1.8854154	0.90130425	0.0062253777	-0.00048640285	-0.043129922	0.9680533	-1.040791	-0.043248427	7.540345e-05	-0.00012855032	-0.46188031	0.23191489	-1.572174	1.0798412	-1.0407283	0.96880354	-1.0806794	0.59480683	0.9521754	0.024237002	-11.622232	R0:S0:1	0.90130425	b8cfe21	v2.4.3	Y	fixed_point	5	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-12@17:35
2x2_2C_8b_C2v_L	-0.98276181	0	10.001528	-0.228913	0.31200687	0.68369198	-0.25490043	0.25488923	0.68338917	0.66731822	-0.26937541	1.99875	-0.00043861624	0.00033831677	0.087565977	-0.15337641	0.19616499	0.08764979	-1.7506522e-06	2.3333826e-05	1	-0.11116529	0.16406396	-0.36632742	0.19612199	-0.15341146	0.36628085	-0.54070918	-0.27333608	-0.70080556	0.0061842344	0.90731868	-0.77949768	0.29004354	0.022527511	1.9862279	0.21540382	0.11664834	1.6717521	0.32849194	0.11677836	0.068314496	1.8853742	0.90127658	0.0051699548	-0.00038142445	-0.043094718	0.96771095	-1.040955	-0.043281395	7.5477222e-05	-0.00010322513	-0.46183505	0.23193054	-1.5721247	1.0802816	-1.0409116	0.96849836	-1.0810239	0.59506641	0.95224686	0.024270718	-11.622806	R0:S0:1	0.90127658	b8cfe21	v2.4.3	Y	fixed_point	7	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-12@17:49
2x2_2C_8b_C2v_L	-0.98253035	0	10.000574	-0.22773879	0.31134866	0.68411524	-0.25472337	0.25468935	0.68373507	0.66739469	-0.26953541	1.9981667	-0.00059562275	0.00045608757	0.087527609	-0.15346943	0.19601922	0.087609817	-2.4874538e-06	2.6881593e-05	1	-0.11097542	0.16408452	-0.36623153	0.19595781	-0.15348407	0.36619589	-0.54051898	-0.27327543	-0.69998148	0.00618417	0.90731352	-0.77982285	0.2895898	0.022525959	1.9862125	0.21560672	0.11651577	1.6716588	0.32865584	0.11670616	0.068213868	1.8854404	0.90124666	0.0070355047	-0.00050714536	-0.042956117	0.96841732	-1.0409734	-0.043111812	0.00010420286	-0.00013459661	-0.46193577	0.23188573	-1.5727564	1.0798078	-1.0408886	0.96936681	-1.0808921	0.59465097	0.95221536	0.024207564	-11.617953	R0:S0:1	0.90124666	b8cfe21	v2.4.3	Y	fixed_point	2	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-12@17:55
2x2_2C_8b_C2v_L	-0.98256813	0	10.001957	-0.22815119	0.31187195	0.68400093	-0.25463795	0.25464192	0.68367104	0.66740031	-0.269449	1.9969444	-0.00064192118	0.00049419144	0.087466077	-0.15336755	0.19600017	0.087575363	1.5225612e-05	5.2336676e-05	1	-0.11100313	0.1641836	-0.36636099	0.19594057	-0.15342101	0.36630196	-0.54063114	-0.27322086	-0.69996914	0.0061915434	0.90718953	-0.77982639	0.28964383	0.022511707	1.9862282	0.215637	0.11668074	1.6715082	0.32880495	0.11682677	0.068277864	1.8854042	0.90114	0.0075419951	-0.00059465961	-0.042753704	0.96837243	-1.0412914	-0.043013664	5.2109176e-05	-0.0001664747	-0.46189528	0.23186148	-1.5731795	1.0805271	-1.0412021	0.96935139	-1.081383	0.59488617	0.95231933	0.024214651	-11.614088	R0:S0:1	0.90114	b8cfe21	v2.4.3	Y	fixed_point	3	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-12@18:02
