model	E_kin	D	U	e	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	mu	sb1_1	sb2_1	sb3_1	sb4_1	sb5_1	sb6_1	sb7_1	sb8_1	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	tpd	tpp	tppp	ave_D	ave_e	ave_mu	ave_tpd	ave_tpp	ave_tppp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_sb1_1	ave_sb2_1	ave_sb3_1	ave_sb4_1	ave_sb5_1	ave_sb6_1	ave_sb7_1	ave_sb8_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	ave_tb5_1	ave_tb6_1	ave_tb7_1	ave_tb8_1	ave_e_2	ave_mu_2	ave_tpp_2	ave_tppp_2	E0_1	sector_1	n_1	E0_2	sector_2	n_2	githash	version	GS_consistency	method	iterations	dist_function	convergence	script	time	
2x2_2C_8b_C2v_L	-7.0544743	0	11.507347	0.26837061	0.033268525	-3.0910006	-5.6696576	-0.19908785	-5.6694963	-0.19908955	0.26249342	-6.9824843	10.509142	3.7011809e-06	-1.4736482e-06	0.025362232	-0.25879297	0.025361284	-0.25879274	-3.4907097e-06	3.4261011e-06	-0.17033237	-1.486275	2.5245875	0.11222401	-2.5245526	-0.11222326	0.26351384	-3.5692568	3.4013318	1	1.6963384	0.035061566	1.2250189	1.596613	-0.75576421	-0.25653084	0.086589554	0.24361125	0.25913436	1.8775046	1.6349865	1.3453023	1.6349838	1.3453027	0.0087994734	1.3886439	1.1882853	-2.7838429e-05	9.2530606e-06	0.24959869	1.7274367	0.24960377	1.7274444	1.3772855e-05	-6.0126359e-06	1.6188534	0.79288483	-2.1463931	-1.1845665	2.1463855	1.184559	-0.19788473	3.2968675	2	2	0	0	-98.56023	R0:S0:1	1.1882853	-163.85234	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	2	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-13@09:31
2x2_2C_8b_C2v_L	-7.0544045	0	11.508347	0.26837061	0.033273497	-3.0911472	-5.6698204	-0.19909124	-5.6696069	-0.19910298	0.26249623	-6.9826282	10.509142	1.8193547e-05	1.6773904e-06	0.025368493	-0.25879742	0.02536963	-0.25879422	-8.8940668e-07	-3.3589786e-06	-0.17033589	-1.486305	2.5246285	0.11220981	-2.5245815	-0.11221652	0.26351217	-3.5692956	3.4013318	1	1.6963384	0.035058779	1.225022	1.5966039	-0.75575907	-0.25652113	0.086586769	0.24357526	0.25916621	1.8775013	1.635003	1.3453129	1.6349943	1.3453362	0.0088007042	1.3886795	1.1882434	-0.00012835175	-1.2258465e-06	0.24956894	1.7273948	0.24957896	1.7273323	2.6726141e-06	1.4396549e-06	1.6189104	0.79295	-2.1463812	-1.1844698	2.1463975	1.1845176	-0.19789011	3.2967708	2	2	0	0	-98.560488	R0:S0:1	1.1882434	-163.85234	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	2	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-13@09:54
2x2_2C_8b_C2v_L	-7.0518912	0	11.507347	0.26937061	0.033293456	-3.0906349	-5.6688077	-0.19909251	-5.6687204	-0.19906752	0.26247029	-6.9815783	10.509142	8.063905e-06	-4.2266184e-06	0.025364315	-0.25884209	0.025359929	-0.25883116	4.6393748e-06	-2.2408482e-06	-0.17035969	-1.4862637	2.5245071	0.11218621	-2.5244834	-0.11218578	0.26354337	-3.5691973	3.4013318	1	1.6963384	0.035055321	1.2249929	1.5965785	-0.75585947	-0.25658517	0.086602142	0.24361896	0.25932154	1.8774396	1.6348869	1.344961	1.6348824	1.3449503	0.008799965	1.3885304	1.1882739	-6.1585636e-05	2.4185071e-05	0.24960663	1.7278965	0.24959762	1.7278855	-2.3069997e-05	-8.7057281e-07	1.619339	0.79309812	-2.1466837	-1.1845685	2.1466939	1.1845721	-0.19788385	3.2971389	2	2	0	0	-98.555183	R0:S0:1	1.1882739	-163.83634	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	2	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-13@10:18
2x2_2C_8b_C2v_L	-7.0610635	0	11.507347	0.26837061	0.03336641	-3.0898912	-5.6679444	-0.19920612	-5.6686178	-0.19924479	0.26244044	-6.9812839	10.509142	-2.5512461e-05	-8.4452572e-07	0.025348919	-0.25901097	0.025360061	-0.25903261	6.3411589e-06	-9.2373578e-07	-0.17046065	-1.4864047	2.5248486	0.1120523	-2.5249966	-0.11205892	0.26365276	-3.5698628	3.4023318	1	1.6963384	0.035055825	1.2249268	1.5964617	-0.75615306	-0.25671516	0.08664343	0.24362887	0.25979561	1.8772677	1.6345751	1.3443204	1.6345988	1.3443274	0.0088000475	1.3882367	1.1882112	0.00018493497	-1.5420306e-05	0.2498099	1.7289051	0.24979903	1.7289433	-2.7707655e-05	2.1166352e-06	1.6206823	0.79358594	-2.1476835	-1.1844563	2.1476542	1.1844754	-0.19785095	3.297957	2	2	0	0	-98.556834	R0:S0:1	1.1882112	-163.85234	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	6	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-13@11:12
2x2_2C_8b_C2v_L	-7.0537095	0	11.507347	0.26837061	0.03325582	-3.091304	-5.6695411	-0.19900758	-5.6699557	-0.1990327	0.26238514	-6.9834248	10.509142	-7.9147652e-06	1.1159784e-06	0.0253528	-0.25875959	0.0253627	-0.25876936	1.0751912e-05	-6.3849825e-06	-0.17032414	-1.48638	2.5245183	0.11222087	-2.5246083	-0.11223225	0.26342356	-3.5693201	3.4013318	1	1.6973384	0.035053598	1.2250306	1.596628	-0.75571039	-0.25650354	0.086562935	0.24360384	0.25913971	1.877503	1.6350254	1.3452405	1.6350357	1.3452587	0.0087980725	1.3887228	1.1882853	5.9144454e-05	-1.3416929e-05	0.24952925	1.7274869	0.24951896	1.7274534	-4.867234e-05	6.6225437e-06	1.6188066	0.79294078	-2.1462229	-1.1844748	2.1462272	1.184535	-0.1978498	3.2966932	2	2	0	0	-98.562629	R0:S0:1	1.1882853	-163.85234	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	5	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-13@11:57
2x2_2C_8b_C2v_L	-7.0530552	0	11.507347	0.26837061	0.033242553	-3.0913775	-5.6705843	0.19906891	-5.670531	0.19906438	0.26243122	-6.9825618	10.510142	2.1394267e-05	1.8672801e-06	0.025370731	-0.11228549	0.025368607	-0.11229253	5.4908856e-06	-4.0430221e-06	-0.17030132	-1.4863069	2.5246962	-0.25873965	-2.524684	0.25873389	0.26343977	-3.5691135	3.4013318	1	1.6963384	0.035066523	1.2250483	1.5966728	-0.75563776	-0.25647378	0.086576588	0.24364532	0.25886815	1.8775886	1.6351141	0.6543588	1.6351072	0.65434577	0.0087959374	1.3887188	1.1883594	-0.00015225471	2.4704719e-06	0.24953813	1.1845738	0.24953893	1.1846209	-2.7447466e-05	1.1147125e-06	1.6181441	0.792575	-2.1459395	1.7270134	2.1459665	-1.7269521	-0.19786853	3.2966204	2	2	0	0	-97.772647	R0:S0:1	1.1883594	-163.86834	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	12	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-13@13:24
2x2_2C_8b_C2v_L	-7.0562689	0	11.507747	0.26877061	0.03332694	-3.0903218	-5.6687542	-0.19919213	-5.6687125	-0.19918992	0.26252699	-6.9808209	10.509542	-9.3952157e-06	-6.6354572e-06	-0.025362405	-0.25890706	-0.025360188	-0.25890825	1.1618167e-05	-7.7329282e-06	-0.17039465	-1.4862427	2.5246928	-0.11215217	-2.5246871	0.11215059	0.26363902	-3.5693748	3.4017318	1	1.6953384	-0.035065577	1.2249725	1.5965431	-0.7559613	-0.25662776	0.086637027	0.24362925	0.25938486	1.8774152	1.6347841	1.3449417	1.6347822	1.3449406	0.008800499	1.3883998	1.1882646	6.3896075e-05	1.9539936e-05	-0.2497355	1.7280059	-0.24974184	1.7280098	-5.4888877e-05	3.429044e-06	1.6195963	0.79310776	-2.1470362	1.1845507	2.1470404	-1.1845377	-0.19789971	3.2974564	2	2	0	0	-98.556889	R0:S0:1	1.1882646	-163.85234	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	10	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-13@14:39
2x2_2C_8b_C2v_L	-7.0598582	0	11.507907	0.26753061	0.033299283	-3.0907422	-5.6701036	-0.19917047	-5.669671	-0.19915329	0.26247208	-6.9821125	10.509702	-5.0514603e-06	-1.8189301e-06	-0.025366775	-0.25886576	-0.025364698	-0.25885511	6.348178e-07	-3.5671608e-08	-0.17036849	-1.4863264	2.5249199	-0.11220082	-2.5248239	0.1121958	0.26355968	-3.5695128	3.4018918	1	1.6959384	-0.035066326	1.2250015	1.5965786	-0.75585443	-0.25656507	0.086611982	0.24361798	0.2592405	1.877463	1.6348967	1.3451677	1.6348849	1.3451634	0.0087986375	1.3885239	1.1882704	3.7276131e-05	-3.6268837e-07	-0.24967342	1.7276806	-0.24967921	1.7276757	-2.0595044e-06	3.4721596e-07	1.6191809	0.79297026	-2.1467174	1.1846001	2.1467203	-1.1845791	-0.19787311	3.2971653	2	2	0	0	-98.564968	R0:S0:1	1.1882704	-163.87474	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	13	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-13@16:13
2x2_2C_8b_C2v_L	-7.0502369	0	11.508131	0.26819461	0.033208274	-3.0920809	-5.6714699	0.19902426	-5.6710634	0.19900007	0.2624294	-6.9821304	10.509926	-1.5820447e-05	-4.0637247e-07	0.025380844	-0.11239764	0.025376208	-0.11238244	-1.2982791e-06	3.0297635e-06	-0.1702386	-1.486213	2.5245279	-0.25861956	-2.5244436	0.25860965	0.26336302	-3.5685409	3.4007158	1	1.6957784	0.035070335	1.2250969	1.5967399	-0.75544372	-0.25637561	0.0865571	0.24360261	0.25854357	1.8777172	1.6353245	0.65381268	1.6353115	0.65382907	0.0087951717	1.3889132	1.1883564	0.00011084681	-1.9828981e-07	0.24943475	1.1847928	0.2494435	1.1847231	6.4860186e-06	-2.0035075e-06	1.6172591	0.79224107	-2.1453429	1.7260874	2.1453541	-1.7261087	-0.19788873	3.2960428	2	2	0	0	-97.770834	R0:S0:1	1.1883564	-163.8677	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	11	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-13@17:35
2x2_2C_8b_C2v_L	-7.0449098	0	11.508523	0.26810661	0.033111074	-3.0931413	-5.67203	0.1988835	-5.6723072	0.19887668	0.26236055	-6.9827603	10.510318	-3.677086e-05	-3.6932233e-06	0.025375706	-0.11248081	0.025368515	-0.11246726	1.1878011e-05	-4.6480314e-06	-0.17012112	-1.4860851	2.5241024	-0.25841935	-2.5241672	0.25842085	0.26322449	-3.5679147	3.3999078	1	1.6954984	0.035077043	1.2251812	1.5968715	-0.75509782	-0.25620378	0.086513967	0.24359269	0.25792436	1.877942	1.6356713	0.65293468	1.635676	0.6529454	0.0087954549	1.3892717	1.1884365	0.00026227861	-7.8228725e-06	0.24925552	1.1844951	0.2492623	1.1844368	-5.2108622e-05	5.1625884e-06	1.6155259	0.79157032	-2.1441797	1.7248055	2.1441893	-1.7248364	-0.19792312	3.2950478	2	2	0	0	-97.773974	R0:S0:1	1.1884365	-163.87538	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	11	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-13@18:53
