model	E_kin	D	U	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	mu	sb1_1	sb2_1	sb3_1	sb4_1	sb5_1	sb6_1	sb7_1	sb8_1	t	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	tp	ave_D	ave_mu	ave_t	ave_tp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_sb1_1	ave_sb2_1	ave_sb3_1	ave_sb4_1	ave_sb5_1	ave_sb6_1	ave_sb7_1	ave_sb8_1	ave_t_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	ave_tb5_1	ave_tb6_1	ave_tb7_1	ave_tb8_1	ave_tp_1	E0_1	sector_1	n_1	githash	version	GS_consistency	iterations	dist_function	convergence	script	time	
2x2_2C_8b_C2v_L	-1.003255	0	8	0.2199826	0.26674064	0.78469875	0.26419423	0.26420643	0.7847771	0.76958242	0.26497973	1.8	0.00048769628	-0.21179498	0.072263392	0.20145456	-0.20145956	-0.072266734	-7.5985188e-06	-0.22739352	1	-0.187715	-0.00047944046	0.33250968	-0.14887103	-0.14887167	0.33252191	0.46277554	-8.9187797e-06	-0.3	-0.005476688	0.90552624	-0.9779439	0.084370477	0.033793699	0.21636973	0.050738913	0.09980887	0.34594909	0.34595119	0.099802589	0.039038503	0.083315733	0.8983836	-0.00098557481	0.39363309	0.032999317	-1.2652091	1.2652365	-0.032985948	3.001294e-05	0.94223933	-0.56841673	1.6468681	0.0039388741	-1.0434049	1.1486012	1.1485863	-1.0433819	-0.40170126	8.7761576e-06	-0.016849716	-9.5212688	R0:S0:1	0.8983836	817c5bc	v2.2.6	Y	3	sharp_wc_2.0_b_50	self-energy/D	test.py	2023-11-26@20:51
2x2_2C_8b_C2v_L	-1.0027354	0	8.01	0.21965491	0.26658604	0.78376298	0.26409013	0.26411089	0.78392609	0.76878469	0.26494751	1.8	0.00032634744	-0.21172746	0.0723139	0.20142451	-0.201422	-0.072353607	-2.8163295e-06	-0.2273957	1	-0.18766506	-0.00032115567	0.33232588	-0.14885238	-0.14889489	0.33232196	0.46254834	-4.9331625e-06	-0.3	-0.0054573685	0.90541629	-0.97742415	0.084370872	0.033709885	0.21660323	0.050799402	0.099798845	0.34597263	0.34601091	0.09977231	0.039050971	0.083355413	0.89828167	-0.00065735684	0.3938353	0.032722493	-1.2646473	1.26463	-0.032570826	1.2661014e-05	0.94197944	-0.56803594	1.647	0.0026416829	-1.043125	1.1482447	1.1484495	-1.0430153	-0.40191718	4.7064534e-06	-0.016835352	-9.519595	R0:S0:1	0.89828167	817c5bc	v2.2.6	Y	5	sharp_wc_2.0_b_50	self-energy/D	test.py	2023-11-26@20:55
2x2_2C_8b_C2v_L	-1.004891	0	8	0.22050909	0.26729642	0.78541804	0.26432308	0.26435098	0.78549314	0.77038574	0.26486872	1.8	0.00034754413	-0.2120852	0.072215495	0.20159771	-0.20159774	-0.072241691	-2.2645259e-08	-0.22741924	1.001	-0.18811202	-0.00033949591	0.3330303	-0.1489642	-0.14899459	0.33302399	0.46338025	8.6055363e-07	-0.3	-0.0055568713	0.90540464	-0.97867522	0.084123737	0.033841704	0.21657166	0.050740418	0.10003812	0.34644374	0.34646418	0.10002303	0.039074343	0.083338108	0.89824946	-0.00070547021	0.39389263	0.033590505	-1.2668304	1.266808	-0.033498205	4.0115113e-06	0.94261437	-0.56873471	1.6483935	0.0027823024	-1.0445697	1.1494528	1.1495903	-1.0445064	-0.40159596	-2.0780358e-06	-0.016893329	-9.5258503	R0:S0:1	0.89824946	817c5bc	v2.2.6	Y	8	sharp_wc_2.0_b_50	self-energy/D	test.py	2023-11-26@21:01
2x2_2C_8b_C2v_L	-1.0031305	0	8	0.21985673	0.26672223	0.78475037	0.26425818	0.26427736	0.78479625	0.76960342	0.26501562	1.801	0.0003949626	-0.21183068	0.07224365	0.20150781	-0.20150371	-0.072283116	-1.5494585e-05	-0.2274287	1	-0.18760555	-0.00038410325	0.33243688	-0.14884131	-0.14887689	0.33242251	0.46267264	-2.2076787e-05	-0.3	-0.005441334	0.90563414	-0.97780442	0.084420167	0.033803472	0.21616467	0.050736005	0.099721305	0.3456671	0.34569834	0.099704375	0.039010429	0.083281334	0.89849703	-0.00080510936	0.39346782	0.033015683	-1.2647292	1.2646997	-0.032879428	4.9621232e-05	0.94204319	-0.56842911	1.6458838	0.0031478379	-1.0430082	1.1480632	1.1482395	-1.042931	-0.40160488	2.8104368e-05	-0.016846609	-9.524574	R0:S0:1	0.89849703	817c5bc	v2.2.6	Y	5	sharp_wc_2.0_b_50	self-energy/D	test.py	2023-11-26@21:05
2x2_2C_8b_C2v_L	-1.0032653	0	8	0.21991929	0.26749749	0.78410507	0.26443757	0.26447934	0.78427353	0.76935262	0.26498968	1.8	-0.00020685803	-0.21225748	0.072376161	0.20158194	-0.20158717	-0.072413459	1.1381771e-05	-0.22730191	1	-0.18778679	0.00020051338	0.33221995	-0.1489102	-0.14894366	0.33222575	0.46244689	1.0818497e-05	-0.299	-0.005468606	0.90545936	-0.97819606	0.083843691	0.033796101	0.21639418	0.0508365	0.099725135	0.34615485	0.34617746	0.099699872	0.038997428	0.083285363	0.89833216	0.00042302981	0.39402212	0.032689487	-1.2660679	1.2660725	-0.03255832	-3.6546262e-05	0.94225131	-0.56851406	1.6468679	-0.0016400115	-1.0428767	1.1491138	1.1492392	-1.0427688	-0.40139321	-1.3724664e-05	-0.01694418	-9.5211625	R0:S0:1	0.89833216	817c5bc	v2.2.6	Y	7	sharp_wc_2.0_b_50	self-energy/D	test.py	2023-11-26@21:10
2x2_2C_8b_C2v_L	-1.0039373	0	8.005	0.22015764	0.26734635	0.78428262	0.26423672	0.26425655	0.78420745	0.76934674	0.26479594	1.799	1.7082022e-05	-0.21209703	0.072323757	0.20151556	-0.20152069	-0.072313314	5.8748751e-06	-0.22730064	1.0005	-0.18803225	-1.3877149e-05	0.33262844	-0.14894571	-0.14893987	0.33262216	0.46288281	7.7409165e-06	-0.2995	-0.0055392062	0.90526799	-0.97831124	0.083929721	0.033766733	0.21680733	0.05082088	0.099976457	0.34658523	0.34656632	0.099981227	0.039072923	0.083365699	0.89812691	-4.3771097e-05	0.3942214	0.033036871	-1.2666227	1.2666234	-0.033080588	-1.9270028e-05	0.94245156	-0.56842215	1.6486791	0.00010439297	-1.0440543	1.1496007	1.1495361	-1.0440631	-0.40170075	-8.2703636e-06	-0.016913354	-9.519333	R0:S0:1	0.89812691	817c5bc	v2.2.6	Y	3	sharp_wc_2.0_b_50	self-energy/D	test.py	2023-11-26@21:12
2x2_2C_8b_C2v_L	-1.0049355	0	7.9925	0.22065808	0.26789235	0.78551288	0.26453656	0.26451578	0.78544989	0.77056611	0.26486775	1.7995	-3.5747298e-05	-0.21240211	0.072296204	0.20164712	-0.20165081	-0.072277561	-1.2386046e-06	-0.22730756	1.00075	-0.18816277	3.3183887e-05	0.33286147	-0.14901478	-0.14899017	0.33286992	0.46320031	-3.5916063e-06	-0.29925	-0.0055638456	0.90541237	-0.97913624	0.08375924	0.033889443	0.21645525	0.050762658	0.099963567	0.3465859	0.34657403	0.099977606	0.039040849	0.083292715	0.89826575	7.6077739e-05	0.39403485	0.033355603	-1.2676731	1.2677009	-0.033424683	3.2165013e-06	0.94277646	-0.56900883	1.6483917	-0.00026810578	-1.0442672	1.1501792	1.1500703	-1.0443315	-0.40128086	4.6180692e-06	-0.016965138	-9.5242181	R0:S0:1	0.89826575	817c5bc	v2.2.6	Y	3	sharp_wc_2.0_b_50	self-energy/D	test.py	2023-11-26@21:15
2x2_2C_8b_C2v_L	-1.0060452	0	7.98375	0.22111893	0.26852892	0.78629955	0.26474311	0.26471269	0.78625039	0.77144421	0.26481292	1.79925	-0.00017098579	-0.21273251	0.072280572	0.20175996	-0.20176185	-0.072239675	-1.7801e-07	-0.22726177	1.001125	-0.18840779	0.0001658652	0.33312034	-0.14908531	-0.14904346	0.33314857	0.46352362	7.1945226e-07	-0.298875	-0.0056190357	0.90541126	-0.97999955	0.083456698	0.033979559	0.2164049	0.050753268	0.10005006	0.3469082	0.34688296	0.10008306	0.039036752	0.083267633	0.89825602	0.00035013471	0.39416275	0.033694207	-1.2692523	1.2692568	-0.03385663	1.389396e-06	0.9431993	-0.56949305	1.6491235	-0.0013533108	-1.0448389	1.1511035	1.1509619	-1.045016	-0.40096473	-2.6324222e-06	-0.017027959	-9.5265371	R0:S0:1	0.89825602	817c5bc	v2.2.6	Y	3	sharp_wc_2.0_b_50	self-energy/D	test.py	2023-11-26@21:17
2x2_2C_8b_C2v_L	-1.005799	0	7.994375	0.22093529	0.26747144	0.78623475	0.26433521	0.26432399	0.78621658	0.77109269	0.26479122	1.799125	0.00048524611	-0.21210658	0.072160243	0.20159069	-0.20159047	-0.07214113	-5.562777e-06	-0.22740464	1.0013125	-0.18833656	-0.00047594863	0.33342292	-0.14901968	-0.14899914	0.33342947	0.46384357	-4.8587002e-06	-0.3001875	-0.0056247582	0.9053475	-0.97926776	0.084100535	0.033894771	0.21669229	0.050698407	0.10021434	0.34676833	0.34675223	0.10021978	0.039111723	0.083359932	0.89817665	-0.00098353519	0.39395903	0.034006465	-1.2678706	1.2678971	-0.034069544	2.2344023e-05	0.94303441	-0.5690173	1.6496617	0.0039015144	-1.0455753	1.150251	1.1501433	-1.0455936	-0.40158547	5.0066346e-06	-0.016898038	-9.5253374	R0:S0:1	0.89817665	817c5bc	v2.2.6	Y	3	sharp_wc_2.0_b_50	self-energy/D	test.py	2023-11-26@21:19
2x2_2C_8b_C2v_L	-1.0070663	0	7.9915625	0.22149909	0.26749171	0.78719818	0.26422799	0.26419793	0.78714074	0.77197278	0.26471204	1.7986875	0.00068279024	-0.21203872	0.072011233	0.20158585	-0.20158122	-0.071987627	-2.064713e-05	-0.22745666	1.0019688	-0.18862817	-0.00066674642	0.3340355	-0.14903242	-0.14901334	0.33403348	0.46455238	-2.4992331e-05	-0.30078125	-0.0057045597	0.9052914	-0.97980291	0.084228578	0.033943942	0.21682857	0.05061875	0.10048501	0.3470652	0.34705407	0.10049381	0.039169618	0.083393844	0.89809872	-0.001387541	0.39390129	0.034805698	-1.2687921	1.2688019	-0.034876799	6.8397194e-05	0.94341765	-0.56926672	1.6510742	0.0054613472	-1.0470397	1.1506693	1.1505915	-1.0470729	-0.40168738	3.1382978e-05	-0.016873727	-9.5274274	R0:S0:1	0.89809872	817c5bc	v2.2.6	Y	3	sharp_wc_2.0_b_50	self-energy/D	test.py	2023-11-26@21:22
