model	E_kin	D	U	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	mu	sb1_1	sb2_1	sb3_1	sb4_1	sb5_1	sb6_1	sb7_1	sb8_1	t	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	tp	ave_D	ave_mu	ave_t	ave_tp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_sb1_1	ave_sb2_1	ave_sb3_1	ave_sb4_1	ave_sb5_1	ave_sb6_1	ave_sb7_1	ave_sb8_1	ave_t_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	ave_tb5_1	ave_tb6_1	ave_tb7_1	ave_tb8_1	ave_tp_1	E0_1	sector_1	n_1	githash	version	GS_consistency	iterations	dist_function	convergence	script	time	
2x2_2C_8b_C2v_L	-0.98240924	0	10	-0.22711213	0.31058881	0.68406311	-0.25481878	0.25479665	0.68390168	0.66731416	-0.26970382	2	-0.00023942554	0.00018644906	0.087641525	-0.15360507	0.19602794	0.087672691	1.6543246e-06	1.5676042e-05	1	-0.1109356	0.16392906	-0.36602707	0.19600193	-0.15361237	0.36600965	-0.54033771	-0.27337579	-0.7	0.00617121	0.90748404	-0.77976084	0.28949771	0.022540319	1.9861921	0.21555	0.11635717	1.671784	0.32834592	0.11643148	0.068124553	1.8854876	0.90139745	0.0028277819	-0.00021171718	-0.043291526	0.96873039	-1.0404155	-0.043357328	3.323679e-05	-5.9723228e-05	-0.46195636	0.23191749	-1.5720319	1.0791853	-1.0403734	0.96911042	-1.0796086	0.59435065	0.95205758	0.024195017	-11.623598	R0:S0:1	0.90139745	817c5bc	v2.2.6	Y	3	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2023-12-05@09:45
2x2_2C_8b_C2v_L	-0.98236734	0	10.001	-0.22717143	0.31062887	0.68394202	-0.25483	0.25479835	0.6838524	0.66727565	-0.26970275	2	-0.00012381451	9.5532082e-05	0.087658544	-0.15361273	0.19602041	0.087660004	3.0361003e-06	7.4550012e-06	1	-0.11094646	0.16393905	-0.36599872	0.19601374	-0.1535998	0.36599325	-0.54032315	-0.27337814	-0.7	0.0061687023	0.90747667	-0.77972585	0.28948784	0.022535628	1.9861937	0.21554223	0.11637913	1.6717663	0.32828287	0.11640835	0.068126549	1.885486	0.90139251	0.0014511854	-0.00011999039	-0.043339285	0.96882849	-1.0403515	-0.043341945	5.4343124e-06	-2.4705172e-05	-0.46193164	0.23191239	-1.5720135	1.07929	-1.0403117	0.96890027	-1.0794417	0.59437385	0.95203731	0.024193604	-11.623618	R0:S0:1	0.90139251	817c5bc	v2.2.6	Y	4	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2023-12-05@09:51
2x2_2C_8b_C2v_L	-0.9836718	0	10	-0.22639711	0.31088041	0.68509957	-0.25462291	0.25459916	0.68514845	0.66824751	-0.26966107	2	5.6908251e-05	-3.821781e-05	0.087516346	-0.15367563	0.19598155	0.087497466	9.2184682e-06	7.6197678e-06	1.001	-0.11085868	0.16419673	-0.36651679	0.19598868	-0.1536588	0.36652844	-0.54088645	-0.27336213	-0.7	0.0062017633	0.90743061	-0.78040629	0.28926443	0.022570665	1.9861991	0.21569035	0.1165261	1.6713172	0.32864485	0.11649843	0.068090389	1.8855523	0.9013182	-0.00068566587	2.4095551e-05	-0.0425533	0.96987765	-1.0412527	-0.042522	-4.1323585e-05	4.6311257e-06	-0.46228959	0.231841	-1.5730731	1.0802771	-1.0412249	0.96967608	-1.080116	0.5939719	0.95205613	0.024149867	-11.625134	R0:S0:1	0.9013182	817c5bc	v2.2.6	Y	14	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2023-12-05@10:12
2x2_2C_8b_C2v_L	-0.98231649	0	10	-0.22669071	0.31027376	0.68392998	-0.25484083	0.25484246	0.68397007	0.66726867	-0.26980243	2.001	9.850583e-05	-7.8295332e-05	0.087697821	-0.15366151	0.19602204	0.087696916	-2.4254279e-06	-6.4602015e-06	1	-0.11090478	0.16386392	-0.3659028	0.19603185	-0.1536707	0.36589842	-0.54023717	-0.27343184	-0.7	0.0061619645	0.90757335	-0.7797141	0.28943198	0.022546731	1.9861827	0.21547506	0.11629309	1.6718442	0.3281314	0.11626882	0.068074423	1.8855214	0.90148044	-0.0011452264	0.00011126379	-0.043469547	0.96888942	-1.0400582	-0.043482065	-3.723231e-06	1.9649217e-05	-0.46196547	0.23190307	-1.5715671	1.0789459	-1.0400788	0.96883846	-1.0788123	0.59418893	0.9519396	0.02418162	-11.626422	R0:S0:1	0.90148044	817c5bc	v2.2.6	Y	9	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2023-12-05@10:25
2x2_2C_8b_C2v_L	-0.98201771	0	10	-0.22534301	0.30955253	0.68431155	-0.25461984	0.2545815	0.68431583	0.66728225	-0.26998144	2	8.4540031e-05	-6.0745885e-05	0.087652333	-0.15375494	0.19583021	0.087618605	3.4331835e-06	2.0609891e-06	1	-0.11068215	0.16389648	-0.36580594	0.1958472	-0.15372351	0.36581569	-0.54001101	-0.27334984	-0.699	0.0061627607	0.90753174	-0.78008033	0.28889467	0.022537475	1.9861668	0.21574862	0.11621311	1.6716382	0.32830175	0.11619023	0.067972819	1.885584	0.90141277	-0.0010106915	5.3888396e-05	-0.043283382	0.96989987	-1.0401184	-0.043205502	-2.9058129e-05	1.593245e-05	-0.46205331	0.23186706	-1.5724163	1.0787582	-1.040113	0.96962689	-1.0785972	0.59376792	0.95193205	0.024109495	-11.619505	R0:S0:1	0.90141277	817c5bc	v2.2.6	Y	12	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2023-12-05@10:42
2x2_2C_8b_C2v_L	-0.98290272	0	10.0005	-0.22616069	0.31063474	0.68472615	-0.25457908	0.25454472	0.68470058	0.66779749	-0.26972549	1.999	-3.6670402e-05	2.8129545e-05	0.087533679	-0.15364287	0.19589912	0.087539126	8.9199424e-06	1.3506605e-05	1.0005	-0.11078411	0.16412305	-0.36627277	0.19589845	-0.15364186	0.36627078	-0.54054787	-0.27329743	-0.6995	0.0061887926	0.90738657	-0.78026528	0.28913125	0.022545357	1.9861973	0.2157356	0.11645331	1.6714094	0.32864164	0.11647835	0.068082101	1.8855451	0.90128371	0.00045557968	-7.2427029e-06	-0.042769397	0.96970212	-1.0409516	-0.042787824	-1.3554496e-05	-2.9482968e-05	-0.46215616	0.23182543	-1.5730814	1.0798436	-1.0409448	0.96984149	-1.0799947	0.59404565	0.95205425	0.024134948	-11.619123	R0:S0:1	0.90128371	817c5bc	v2.2.6	Y	4	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2023-12-05@10:48
2x2_2C_8b_C2v_L	-0.98366097	0	10.00075	-0.22807927	0.31184655	0.68456035	-0.25477487	0.25479251	0.68445847	0.66800913	-0.26940435	1.9995	-0.00023129971	0.00017754053	0.087496756	-0.15348418	0.19614179	0.087560667	1.5550833e-06	1.6627465e-05	1.00075	-0.11108229	0.16420658	-0.3666157	0.19610838	-0.15352372	0.36659289	-0.54103063	-0.27335914	-0.70075	0.0062028722	0.90735457	-0.77999913	0.28979927	0.022558702	1.9862237	0.21551254	0.1166661	1.6714925	0.32866033	0.11673019	0.068240849	1.8854454	0.9012811	0.0027415588	-0.00018486833	-0.042613639	0.96859429	-1.0414008	-0.042769155	3.8943292e-05	-6.5690251e-05	-0.46211351	0.23188526	-1.5727053	1.0806262	-1.0413656	0.9691169	-1.0810271	0.59460271	0.95219321	0.024228197	-11.626176	R0:S0:1	0.9012811	817c5bc	v2.2.6	Y	3	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2023-12-05@10:53
2x2_2C_8b_C2v_L	-0.9844864	0	10.001125	-0.22951388	0.31299263	0.68468594	-0.25488104	0.25485272	0.68455488	0.66839115	-0.26910582	1.99925	-0.00010469069	7.9339226e-05	0.087479756	-0.15338944	0.19627608	0.087489459	-1.8706309e-06	6.1848544e-06	1.001125	-0.11130369	0.16436346	-0.36700044	0.19625766	-0.15338165	0.36699464	-0.54154407	-0.27336354	-0.701625	0.0062225729	0.90726698	-0.779958	0.29025611	0.022569216	1.9862493	0.21540517	0.11691178	1.6713152	0.32876757	0.1169728	0.068377056	1.8853707	0.90121452	0.0012607603	-5.6785049e-05	-0.042449236	0.96830084	-1.0420434	-0.042456769	3.0393181e-05	-3.3410424e-05	-0.46214003	0.23192965	-1.572868	1.0817155	-1.0420135	0.96852455	-1.0820511	0.59502732	0.95233874	0.024290122	-11.629685	R0:S0:1	0.90121452	817c5bc	v2.2.6	Y	11	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2023-12-05@11:09
2x2_2C_8b_C2v_L	-0.98437126	0	9.9998125	-0.2274876	0.31190091	0.68533009	-0.25461754	0.25457096	0.6852339	0.66859274	-0.26937338	1.999125	-0.00015056331	0.00011201236	0.087406227	-0.15353028	0.19607066	0.087429199	6.1318863e-06	1.8667349e-05	1.0013125	-0.11100137	0.16436984	-0.36691745	0.19605949	-0.15353028	0.36691265	-0.54133721	-0.2733145	-0.7005625	0.006223935	0.90730677	-0.78047048	0.28959074	0.022577008	1.9862251	0.21566893	0.11673844	1.6711763	0.32895271	0.11681762	0.068213023	1.8854861	0.90121252	0.0018210107	-7.4501748e-05	-0.042132489	0.96933975	-1.0419952	-0.04217476	2.0726318e-05	-6.2529402e-05	-0.46233595	0.2318521	-1.5735648	1.0811562	-1.041988	0.96974119	-1.0816215	0.59433109	0.95222689	0.024194872	-11.625242	R0:S0:1	0.90121252	817c5bc	v2.2.6	Y	3	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2023-12-05@11:13
2x2_2C_8b_C2v_L	-0.98537484	0	9.9992188	-0.22770778	0.31253445	0.68600576	-0.25448831	0.25448768	0.68592585	0.66928523	-0.26921628	1.9986875	-0.00017923395	0.00013047242	0.087280393	-0.15349247	0.19609058	0.087317132	2.368906e-06	1.4789814e-05	1.0019688	-0.11103548	0.1645879	-0.36736465	0.19607653	-0.15351019	0.36734541	-0.54184329	-0.27328645	-0.70084375	0.0062514287	0.90722587	-0.78084499	0.28964025	0.022597571	1.9862417	0.21573369	0.11694107	1.6708502	0.32924859	0.11697529	0.068251953	1.8854879	0.90112398	0.0021217103	-0.00013366482	-0.041517952	0.96976994	-1.0428213	-0.041615167	2.5267333e-05	-5.140074e-05	-0.4625382	0.23181665	-1.5743543	1.0822408	-1.0427822	0.97005151	-1.0824501	0.59429767	0.95232434	0.024195517	-11.626118	R0:S0:1	0.90112398	817c5bc	v2.2.6	Y	6	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2023-12-05@11:22
