model	E_kin	D	U	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	mu	sb1_1	sb2_1	sb3_1	sb4_1	sb5_1	sb6_1	sb7_1	sb8_1	t	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	tp	tpp	ave_D	ave_mu	ave_t	ave_tp	ave_tpp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_sb1_1	ave_sb2_1	ave_sb3_1	ave_sb4_1	ave_sb5_1	ave_sb6_1	ave_sb7_1	ave_sb8_1	ave_t_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	ave_tb5_1	ave_tb6_1	ave_tb7_1	ave_tb8_1	ave_tp_1	E0_1	sector_1	n_1	githash	version	GS_consistency	method	iterations	dist_function	convergence	script	time	
2x2_2C_8b_C2v_L	-1.071909	0	7.5	0.34311215	0.16403943	0.84969178	0.17006966	0.17007758	0.849637	0.80659875	0.1893173	1.3	3.632328e-05	0.14319521	-0.043091633	-0.15528854	-0.15528781	-0.043075268	-4.1103779e-06	0.19931062	1	0.22440595	-4.0323852e-05	-0.41317657	0.12589906	-0.12590049	0.41316602	0.54468908	1.5754501e-05	-0.4	1e-09	-0.020661087	0.86267039	-1.0258722	0.11509191	-0.24774205	0.032143731	0.27985432	0.029345488	0.17360539	0.47269931	0.47267263	0.17361487	0.058535435	0.094216884	0.85323207	-4.8816008e-05	-0.35516492	-0.13892731	1.4198722	1.4198264	-0.13899793	8.5830568e-06	-0.97344429	-0.57009179	-2.0164513	0.0005186504	1.3540962	-1.2734809	1.273473	-1.3541186	-0.45897653	-2.7971481e-05	-0.0081461675	-7.934132	R0:S0:1	0.85323207	b8cfe21	v2.4.3	Y	Broyden	1	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-14@18:55
2x2_2C_8b_C2v_L	-1.071852	0	7.501	0.34311667	0.164	0.84964595	0.17005623	0.17007838	0.84964039	0.80655745	0.18932401	1.3	3.6405705e-05	0.14318862	-0.043084423	-0.15528647	-0.15529346	-0.043080164	-1.940436e-06	0.19931146	1	0.22440494	-3.6824322e-05	-0.41316864	0.12588741	-0.12589081	0.41316909	0.54467118	1.2678831e-05	-0.4	1e-09	-0.020657299	0.86265552	-1.0258165	0.11508868	-0.24772406	0.032134856	0.27985862	0.029345181	0.17360346	0.47267617	0.47266184	0.17360336	0.058536197	0.094216703	0.85322024	-6.0168065e-05	-0.35516089	-0.1389357	1.4197995	1.4198	-0.13896346	3.8298965e-06	-0.97341167	-0.57005748	-2.0164132	0.00046446053	1.3540655	-1.2733675	1.2733509	-1.3540626	-0.45900116	-2.1530405e-05	-0.008146577	-7.9339783	R0:S0:1	0.85322024	b8cfe21	v2.4.3	Y	Broyden	1	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-14@18:57
2x2_2C_8b_C2v_L	-1.0718716	0	7.5	0.34290191	0.16412049	0.8496502	0.17022666	0.17018943	0.84959875	0.80660304	0.18949292	1.301	1.0477651e-05	0.14323825	-0.043116697	-0.15536324	-0.15535809	-0.043081261	2.4220793e-06	0.19940315	1	0.22433983	-9.8011988e-06	-0.41308999	0.12595628	-0.12592719	0.4131035	0.54463382	2.6625533e-06	-0.4	1e-09	-0.020646115	0.8627884	-1.0258084	0.11515814	-0.24761181	0.032157067	0.27973171	0.029362098	0.17347881	0.47242409	0.47240191	0.17352092	0.058509415	0.094221358	0.85334508	-2.3358622e-05	-0.35517047	-0.1388985	1.4195882	1.4195665	-0.13903747	-8.9157539e-06	-0.97355176	-0.57009921	-2.0158759	0.00011704764	1.3536581	-1.2732957	1.273204	-1.3538286	-0.45894811	-4.8351308e-06	-0.0081410822	-7.9375248	R0:S0:1	0.85334508	b8cfe21	v2.4.3	Y	Broyden	3	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-14@19:02
2x2_2C_8b_C2v_L	-1.0718858	0	7.5	0.34260418	0.1650268	0.84905315	0.17032099	0.17030436	0.84928356	0.80644493	0.1893873	1.3	4.5075125e-05	0.14372254	-0.043126002	-0.15545382	-0.1554446	-0.043142477	-1.4170268e-05	0.19928528	1	0.2244637	-5.0645986e-05	-0.4129079	0.12589092	-0.12589197	0.41295031	0.5443607	6.7166112e-06	-0.399	1e-09	-0.020667547	0.86260148	-1.0262395	0.11440177	-0.24736433	0.032144755	0.28001992	0.029518513	0.1735557	0.47267154	0.47270198	0.17354172	0.058474301	0.094205066	0.85316102	-8.6345903e-05	-0.35616451	-0.13902127	1.4208101	1.4208161	-0.13894272	5.5015561e-05	-0.97364254	-0.57021204	-2.0167321	0.00062406764	1.3537531	-1.2734019	1.2734995	-1.3537638	-0.45861587	-5.182927e-06	-0.0082735946	-7.9341215	R0:S0:1	0.85316102	b8cfe21	v2.4.3	Y	Broyden	5	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-14@19:09
2x2_2C_8b_C2v_L	-1.0723992	0	7.5	0.34312698	0.16416166	0.84929893	0.16967643	0.16964198	0.84926308	0.80580889	0.18884175	1.3	2.5108489e-05	0.1434502	-0.043016701	-0.15518754	-0.15517918	-0.043031574	-3.2532709e-06	0.19906183	1	0.22470328	-3.7208715e-05	-0.41343493	0.12591826	-0.12592456	0.41342438	0.54440109	-4.1398622e-06	-0.4	0.001000001	-0.020703246	0.86251906	-1.0259493	0.11550182	-0.24918861	0.032155029	0.2806802	0.02947485	0.17403916	0.47381978	0.47384976	0.17404288	0.058536182	0.094172345	0.85311494	-3.2429391e-05	-0.35619142	-0.13921203	1.4208665	1.4208306	-0.13913586	7.8203895e-06	-0.97312709	-0.5700358	-2.0187207	0.00047549757	1.3556214	-1.2748756	1.2749695	-1.355641	-0.4586847	3.3210684e-06	-0.0079956622	-7.9355311	R0:S0:1	0.85311494	b8cfe21	v2.4.3	Y	Broyden	4	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-14@19:15
2x2_2C_8b_C2v_L	-1.0721546	0	7.5005	0.34308768	0.1645072	0.84917737	0.16982973	0.16987587	0.84921967	0.80607617	0.18891787	1.299	4.4228803e-05	0.14353434	-0.043045543	-0.15524179	-0.15525222	-0.043065445	-1.4516248e-05	0.19908505	1	0.22464658	-5.2982726e-05	-0.41325095	0.12584098	-0.12586795	0.4132465	0.5444182	1.6270999e-05	-0.3995	0.000500001	-0.020698793	0.86243891	-1.0261365	0.11487823	-0.24838167	0.032132315	0.28046225	0.029475356	0.17392483	0.47350413	0.47350378	0.17390196	0.05853353	0.094191622	0.85301939	-5.8259311e-05	-0.35614144	-0.13914623	1.4210799	1.421065	-0.13908229	4.9255785e-05	-0.97328758	-0.57010208	-2.0182603	0.00068084014	1.3551095	-1.2742708	1.2743612	-1.3550294	-0.45869456	-2.459128e-05	-0.0081435056	-7.931351	R0:S0:1	0.85301939	b8cfe21	v2.4.3	Y	Broyden	0	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-14@19:16
2x2_2C_8b_C2v_L	-1.0723242	0	7.49925	0.34289328	0.16490278	0.8490042	0.16987842	0.16989091	0.8490509	0.80589229	0.18891964	1.2995	4.639046e-05	0.14377018	-0.043070435	-0.15529451	-0.15529736	-0.043064909	-2.1421586e-05	0.19906164	1	0.22471487	-5.0683622e-05	-0.41322535	0.12589503	-0.1258948	0.41323162	0.5442555	3.2973677e-05	-0.39925	0.000750001	-0.020708302	0.86246155	-1.0262873	0.1148414	-0.2486025	0.032153488	0.2806379	0.029558175	0.17396097	0.47368963	0.47367314	0.17394926	0.058501212	0.094171156	0.8530435	-7.1022568e-05	-0.35665354	-0.13915291	1.421482	1.4215029	-0.13917503	7.0616661e-05	-0.97332498	-0.57016698	-2.0186708	0.00064312302	1.355253	-1.2747369	1.2746942	-1.3552034	-0.45847367	-4.9992371e-05	-0.0081344757	-7.9336171	R0:S0:1	0.8530435	b8cfe21	v2.4.3	Y	Broyden	0	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-14@19:18
2x2_2C_8b_C2v_L	-1.0725592	0	7.498375	0.34283859	0.165314	0.84869575	0.16980393	0.16982521	0.84878204	0.8055977	0.18872927	1.29925	6.8764269e-05	0.14405884	-0.043070291	-0.15530402	-0.15531156	-0.043062738	-2.698882e-05	0.19894082	1	0.22487813	-7.4887024e-05	-0.41325157	0.12590582	-0.12590145	0.4132654	0.54405548	4.1178947e-05	-0.398875	0.001125001	-0.020733448	0.86236409	-1.0265221	0.11471506	-0.24904112	0.032163201	0.28100265	0.029661345	0.1741337	0.47418041	0.47415471	0.17411036	0.058481168	0.09414381	0.85295648	-0.00010547381	-0.357375	-0.13924182	1.4223081	1.4223755	-0.13927159	8.9501857e-05	-0.97327402	-0.57022698	-2.0197623	0.0009489108	1.3558287	-1.2754396	1.2753303	-1.3557283	-0.45820377	-6.2562438e-05	-0.0081334748	-7.9334552	R0:S0:1	0.85295648	b8cfe21	v2.4.3	Y	Broyden	0	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-14@19:19
2x2_2C_8b_C2v_L	-1.0725995	0	7.4994375	0.34271334	0.16546027	0.8485752	0.16978166	0.16975949	0.8485215	0.80541592	0.18859201	1.299125	4.7362904e-05	0.14419077	-0.043062303	-0.15532131	-0.15531005	-0.043069805	-1.5239067e-05	0.19887158	1	0.22494305	-5.3045631e-05	-0.41326422	0.1258955	-0.12589478	0.41325226	0.54393568	1.2357162e-05	-0.3986875	0.001312501	-0.020739183	0.86229721	-1.0265589	0.11465995	-0.24923647	0.032154045	0.28123535	0.029721914	0.17418737	0.47440307	0.47441318	0.17419515	0.0584765	0.094141377	0.85289277	-8.4406469e-05	-0.3577836	-0.13929147	1.4227364	1.422694	-0.13926075	5.2926278e-05	-0.97322709	-0.57019667	-2.0203067	0.00065950385	1.3559624	-1.2755633	1.2756081	-1.3559842	-0.45811924	-1.7698466e-05	-0.0081268643	-7.9331169	R0:S0:1	0.85289277	b8cfe21	v2.4.3	Y	Broyden	1	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-14@19:21
2x2_2C_8b_C2v_L	-1.0729417	0	7.4991563	0.34262279	0.16621156	0.84801947	0.16963177	0.16962064	0.84795046	0.80476124	0.18821745	1.2986875	3.9730293e-05	0.14469823	-0.043066238	-0.1553323	-0.15533057	-0.043046143	2.9233117e-07	0.19864227	1	0.2252371	-3.9520055e-05	-0.41331219	0.12589565	-0.12588373	0.41330437	0.54354005	4.6425291e-06	-0.39803125	0.001968751	-0.020778675	0.86210887	-1.0269016	0.1144331	-0.2499765	0.032159853	0.28189033	0.029900806	0.1744816	0.47524001	0.4752187	0.17449423	0.058444826	0.094092195	0.85272487	-7.2468485e-05	-0.35904302	-0.13940502	1.4241062	1.4241039	-0.13948162	-2.1830633e-06	-0.97305545	-0.57025858	-2.0222165	0.00048854889	1.3569145	-1.2766218	1.276543	-1.3569403	-0.45767325	-9.0388136e-06	-0.0081217229	-7.9326335	R0:S0:1	0.85272487	b8cfe21	v2.4.3	Y	Broyden	2	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-14@19:25
