model	E_kin	D	U	e	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	mu	sb1_1	sb2_1	sb3_1	sb4_1	sb5_1	sb6_1	sb7_1	sb8_1	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	tpd	tpp	tppp	ave_D	ave_e	ave_mu	ave_tpd	ave_tpp	ave_tppp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_sb1_1	ave_sb2_1	ave_sb3_1	ave_sb4_1	ave_sb5_1	ave_sb6_1	ave_sb7_1	ave_sb8_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	ave_tb5_1	ave_tb6_1	ave_tb7_1	ave_tb8_1	ave_e_2	ave_mu_2	ave_tpp_2	ave_tppp_2	E0_1	sector_1	n_1	E0_2	sector_2	n_2	githash	version	GS_consistency	method	iterations	dist_function	convergence	script	time	
2x2_2C_8b_C2v_L	3.4555254	0	14	2.0097	-0.0060107596	-3.3993223	-4.2253027	-0.10085615	-4.2253746	-0.10086892	0.1383057	-3.9277146	9.54	6.4393256e-05	-4.283632e-06	0.011455432	-0.16204007	0.011457189	-0.16204854	6.1393916e-07	7.602226e-07	-0.11313367	-1.1233785	1.776456	0.056366594	-1.7764747	-0.056362534	0.22215502	-2.349249	2.1394	1	0.2577	0.014929564	1.2629407	1.622801	-0.57431304	-0.17645828	0.073160676	0.12980813	0.22870278	1.9432324	1.8148967	1.5818983	1.8148992	1.5819107	0.016603569	1.5883617	1.1023039	-0.00076022171	-3.9361156e-08	0.099530998	1.1255252	0.099534328	1.1255475	7.4127676e-06	3.6541917e-06	1.1324872	0.71887506	-1.5275966	-0.61315902	1.527592	0.61312439	-0.28152374	2.4710839	2	2	0	0	-75.956744	R0:S0:1	1.1023039	-120.4848	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	7	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-09@16:06
2x2_2C_8b_C2v_L	3.4556632	0	14.001	2.0097	-0.0060118847	-3.3996913	-4.2253124	-0.10084718	-4.2253608	-0.10085858	0.13827364	-3.9275722	9.54	0.00010896504	-2.95266e-06	0.01145307	-0.16204884	0.011456768	-0.16204497	-9.0094944e-06	4.9056665e-06	-0.11313732	-1.1234346	1.7764698	0.056339304	-1.7764769	-0.056345606	0.22214178	-2.3492122	2.1394	1	0.2577	0.014925658	1.2629434	1.622796	-0.57429647	-0.17645269	0.073158278	0.12978584	0.22883286	1.943231	1.8149134	1.5817597	1.8149084	1.581812	0.016609351	1.5883702	1.1022782	-0.0012915686	-1.2913075e-05	0.099511158	1.1257212	0.099519358	1.1255514	7.6073449e-05	1.1790938e-05	1.132575	0.71891912	-1.5275026	-0.61305404	1.5275508	0.61309897	-0.28154336	2.4709853	2	2	0	0	-75.956632	R0:S0:1	1.1022782	-120.4848	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	12	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-09@17:02
2x2_2C_8b_C2v_L	3.4579564	0	14	2.0107	-0.0059278583	-3.3988734	-4.224524	-0.10098098	-4.2248803	-0.10099532	0.13842001	-3.9267729	9.54	-0.00020337982	1.2662251e-05	0.011451039	-0.16215462	0.011460711	-0.16217226	3.9411546e-06	1.2714239e-06	-0.11315775	-1.1233738	1.7764032	0.056297684	-1.776478	-0.056306011	0.22227431	-2.3491503	2.1394	1	0.2577	0.01492996	1.2629053	1.6227539	-0.57445514	-0.17654424	0.073194013	0.12981759	0.22880932	1.9432119	1.8147982	1.5818321	1.8148101	1.58178	0.016613732	1.5881723	1.1022913	0.0023972094	5.2681161e-06	0.0996241	1.1259493	0.099599033	1.1261446	-6.7112367e-05	-2.3069345e-05	1.1328559	0.71895155	-1.527966	-0.61303463	1.5279137	0.61304376	-0.28161553	2.4715557	2	2	0	0	-75.952372	R0:S0:1	1.1022913	-120.4688	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	5	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-09@17:27
2x2_2C_8b_C2v_L	3.4479635	0	14	2.0097	-0.0057629488	-3.3969786	-4.2250209	-0.10140032	-4.2249243	-0.10137568	0.13893469	-3.9277321	9.54	-0.00012786664	5.1116228e-06	0.011484494	-0.16250741	0.011480186	-0.1624985	3.1316192e-06	-2.3548642e-07	-0.1132528	-1.1234666	1.7770658	0.056298956	-1.7770519	-0.05629356	0.22269316	-2.3501324	2.1404	1	0.2577	0.014955124	1.2627955	1.6226097	-0.57493943	-0.17680785	0.073299749	0.12986869	0.22912956	1.9431305	1.8144696	1.5812587	1.8144654	1.5812166	0.01664703	1.5875687	1.102249	0.0014998151	8.881618e-06	0.099951292	1.1278637	0.099945559	1.1278987	-4.0111373e-05	-1.2046681e-05	1.1343412	0.71918459	-1.529234	-0.61383396	1.5292403	0.61383246	-0.28189552	2.4733892	2	2	0	0	-75.957777	R0:S0:1	1.102249	-120.4848	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	17	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-09@18:39
2x2_2C_8b_C2v_L	3.4571845	0	14	2.0097	-0.0060650412	-3.4000414	-4.2258812	-0.10076612	-4.2263193	-0.10076599	0.13810585	-3.9285517	9.54	-2.8277203e-05	-1.4229253e-06	0.011458052	-0.1619528	0.011458502	-0.16194323	-1.1715944e-05	1.3034861e-06	-0.11312157	-1.1235203	1.7765061	0.056384709	-1.7765852	-0.056407831	0.22194703	-2.3492565	2.1394	1	0.2587	0.014924865	1.2629784	1.6228491	-0.57416304	-0.17636249	0.073111894	0.12979855	0.22852659	1.9432507	1.8150026	1.5821885	1.8149969	1.5822231	0.01658024	1.5885885	1.1023208	0.00032628551	-3.3142355e-07	0.099436121	1.1250176	0.099428198	1.1247652	7.4386437e-05	7.4015308e-06	1.1320659	0.71882835	-1.5271832	-0.61290858	1.5272703	0.61305662	-0.28133437	2.470494	2	2	0	0	-75.962062	R0:S0:1	1.1023208	-120.4848	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	5	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-09@18:56
2x2_2C_8b_C2v_L	3.4572493	0	14	2.0097	-0.006102444	-3.4004615	-4.2262438	-0.10076943	-4.2262457	-0.10073906	0.13811871	-3.928175	9.541	3.937902e-06	1.8901817e-06	0.011464258	-0.16192186	0.011455385	-0.16190906	3.3019654e-06	-1.3524091e-06	-0.11310875	-1.1234987	1.776546	0.056457314	-1.7765411	-0.05644861	0.22197789	-2.3492065	2.1394	1	0.2577	0.014928711	1.2629855	1.6228715	-0.57413364	-0.1763464	0.07311764	0.12982156	0.2283662	1.9432686	1.8150203	1.5823909	1.8150172	1.5823755	0.016573277	1.5886013	1.1023592	-4.6810438e-05	-5.1818799e-06	0.099432451	1.1245869	0.099435088	1.1245456	-9.1348757e-06	6.2956138e-06	1.1317984	0.71872076	-1.5271633	-0.61311914	1.5271834	0.61310179	-0.28131655	2.4704735	2	2	0	0	-75.967029	R0:S0:1	1.1023592	-120.5008	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	5	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-09@19:13
2x2_2C_8b_C2v_L	3.4526367	0	14.0004	2.0101	-0.0058494122	-3.3981692	-4.2246007	-0.10120476	-4.2244561	-0.10118647	0.13871253	-3.9265125	9.5404	-0.00010749332	6.4063687e-06	0.011473368	-0.16233487	0.01146799	-0.16232721	-4.1912802e-06	3.3943693e-06	-0.11319164	-1.1233558	1.776664	0.056300147	-1.7766262	-0.05629549	0.22254653	-2.3494845	2.1398	1	0.2567	0.014940521	1.262852	1.6226854	-0.5746849	-0.17667438	0.073257751	0.1298425	0.22891872	1.9431848	1.8146435	1.581621	1.814646	1.581581	0.016634173	1.58786	1.1022752	0.0012643581	3.67932e-06	0.099768242	1.1268032	0.099766262	1.126895	1.4108774e-06	-1.2306955e-05	1.1334473	0.71899604	-1.5285691	-0.61337667	1.5285309	0.6133601	-0.28180438	2.4724483	2	2	0	0	-75.954072	R0:S0:1	1.1022752	-120.4848	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	6	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-09@19:33
2x2_2C_8b_C2v_L	3.4527695	0	13.99916	2.01026	-0.0058735855	-3.3977769	-4.225097	-0.10122305	-4.2250067	-0.10120281	0.13871139	-3.9272389	9.54056	-0.00021945555	7.1124215e-06	0.011481703	-0.16233025	0.011484988	-0.16232397	5.0472742e-06	-2.0320479e-06	-0.11320729	-1.1233854	1.7768123	0.056364923	-1.7767985	-0.05637617	0.22250845	-2.3496951	2.13996	1	0.2573	0.01495021	1.2628452	1.6226909	-0.57472277	-0.17668924	0.073256991	0.12987713	0.22886058	1.9431726	1.814618	1.5816478	1.8146151	1.5815921	0.016622677	1.5878253	1.1023086	0.0025837033	2.0734303e-05	0.099814256	1.1268187	0.099792674	1.1268796	-7.3360101e-05	-2.270274e-05	1.1335685	0.71902228	-1.5286919	-0.61370488	1.5286843	0.61377226	-0.28172595	2.4726698	2	2	0	0	-75.958889	R0:S0:1	1.1023086	-120.4848	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	6	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-09@19:52
2x2_2C_8b_C2v_L	3.4495345	0	13.999824	2.010484	-0.0056403458	-3.3959498	-4.2233988	-0.10149238	-4.2237489	-0.10149727	0.13912271	-3.9262766	9.539384	0.00011600701	-1.4714264e-06	0.011472943	-0.1626375	0.011466632	-0.16264627	-5.2871178e-06	1.6230828e-06	-0.1132669	-1.1232753	1.7767727	0.056181683	-1.7768437	-0.056163788	0.22291321	-2.349887	2.140184	1	0.25714	0.01495197	1.2627514	1.6225442	-0.57510929	-0.17691766	0.073348239	0.12986378	0.22933809	1.9431081	1.8143564	1.580912	1.8143623	1.5809201	0.016676213	1.587336	1.1022141	-0.0013580858	-1.7857701e-05	0.10002312	1.1286679	0.10003302	1.1286862	6.1059045e-05	1.8058433e-05	1.1347802	0.7192658	-1.5296069	-0.61362882	1.5296149	0.61353403	-0.28212842	2.4739334	2	2	0	0	-75.944805	R0:S0:1	1.1022141	-120.4624	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	6	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-09@20:12
2x2_2C_8b_C2v_L	3.4487454	0	13.999754	2.0107976	-0.0056212495	-3.3953669	-4.2239823	-0.10165045	-4.2235063	-0.10160125	0.1392813	-3.9263603	9.5401376	-7.7159694e-05	3.5542645e-06	0.011493568	-0.16274326	0.011487909	-0.1627174	3.6633682e-06	-2.500983e-07	-0.11329438	-1.1232987	1.7770781	0.056236568	-1.776978	-0.056217896	0.22303827	-2.350174	2.1404976	1	0.256916	0.014963395	1.2627169	1.6225112	-0.57525814	-0.17700134	0.07338433	0.12990017	0.22936788	1.9430852	1.8142562	1.5808461	1.8142481	1.5807977	0.016679408	1.5871308	1.1022287	0.00090336504	6.7338574e-06	0.10013209	1.1290753	0.10013268	1.1290982	-3.2583157e-05	-6.4491749e-06	1.1351756	0.7193128	-1.5300376	-0.61405363	1.530032	0.61401168	-0.28217552	2.474567	2	2	0	0	-75.949918	R0:S0:1	1.1022287	-120.46944	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	5	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-09@20:29
