model	E_kin	D	U	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	mu	sb1_1	sb2_1	sb3_1	sb4_1	sb5_1	sb6_1	sb7_1	sb8_1	t	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	tp	tpp	ave_D	ave_mu	ave_t	ave_tp	ave_tpp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_sb1_1	ave_sb2_1	ave_sb3_1	ave_sb4_1	ave_sb5_1	ave_sb6_1	ave_sb7_1	ave_sb8_1	ave_t_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	ave_tb5_1	ave_tb6_1	ave_tb7_1	ave_tb8_1	ave_tp_1	E0_1	sector_1	n_1	githash	version	GS_consistency	method	iterations	dist_function	convergence	script	time	
2x2_2C_8b_C2v_L	-0.95988716	0	8.5	0.19153103	-0.20000444	0.78219805	0.25566252	0.78269882	0.25565281	0.2775331	0.75414905	2	-0.17306386	-0.15690013	-0.068080126	0.20134882	-0.068167843	0.20133284	-0.24683243	-7.9885951e-05	1	0.032651622	0.036725446	-0.3277428	-0.14150184	0.32774472	0.14158452	-9.0207716e-05	0.45991365	-0.4	0.001000001	0.00087969896	0.92589815	-0.90444545	0.13824692	-0.14294032	0.031520905	0.049314767	1.823027	0.087951615	0.28257013	0.087877821	0.2826386	0.080798565	0.037521222	0.91847025	0.32642461	1.4302502	-0.023922415	-1.0816365	-0.023592081	-1.0816644	0.89434187	0.00025190914	-0.54396814	-0.30236286	-0.067834088	0.98266191	0.99943117	-0.98231349	-0.99977089	0.00013408832	-0.41835908	-0.0082085315	-10.52689	R0:S0:1	0.91847025	b8cfe21	v2.4.3	Y	Broyden	9	sharp_wc_2.0_b_35	self-energy/D	run_optim.py	2024-06-11@10:12
2x2_2C_8b_C2v_L	-0.95983358	0	8.501	0.19147354	-0.20004864	0.78221503	0.25563956	0.78257794	0.25565941	0.27750547	0.7540596	2	-0.17357803	-0.15739107	-0.068088188	0.2013402	-0.06815743	0.20133846	-0.24682805	-6.7866696e-05	1	0.030304104	0.034082247	-0.32771799	-0.14151268	0.3277326	0.14156837	-8.1227159e-05	0.45988184	-0.4	0.001000001	0.00088243526	0.92588837	-0.90439448	0.13824041	-0.14293132	0.031513714	0.048436166	1.8221827	0.08793332	0.2825751	0.087883566	0.28261491	0.080795542	0.0375201	0.91846419	0.32735309	1.4346428	-0.023874896	-1.0815679	-0.02363803	-1.0815993	0.89428502	0.00021341335	-0.54393685	-0.28067941	-0.062912903	0.98255529	0.99946341	-0.98232457	-0.99967048	0.0001248821	-0.41836562	-0.0082098863	-10.526819	R0:S0:1	0.91846419	b8cfe21	v2.4.3	Y	Broyden	10	sharp_wc_2.0_b_35	self-energy/D	run_optim.py	2024-06-11@10:42
2x2_2C_8b_C2v_L	-0.9597513	0	8.5	0.19158781	-0.20005321	0.78266018	0.25582356	0.78294812	0.2558153	0.27763276	0.7543307	2.001	-0.1737508	-0.15738051	-0.068129092	0.20141858	-0.068179767	0.20141141	-0.24689377	-5.3054911e-05	1	0.029869577	0.033618634	-0.32764747	-0.14153464	0.32765199	0.14157613	-6.5930359e-05	0.4598004	-0.4	0.001000001	0.00091606831	0.92600107	-0.90431331	0.13823799	-0.14278843	0.031530726	0.048241629	1.8223072	0.08780426	0.28229081	0.087758015	0.28232146	0.080730344	0.037479627	0.91857849	0.3272793	1.4343099	-0.023709623	-1.0810866	-0.023517886	-1.081123	0.89406263	0.00016818343	-0.54400151	-0.27655635	-0.061994367	0.98195279	0.99913543	-0.98172165	-0.99927679	0.00010847345	-0.4181815	-0.0082237518	-10.530393	R0:S0:1	0.91857849	b8cfe21	v2.4.3	Y	Broyden	7	sharp_wc_2.0_b_35	self-energy/D	run_optim.py	2024-06-11@11:03
2x2_2C_8b_C2v_L	-0.95974513	0	8.5	0.19210154	-0.19978834	0.78202829	0.25585448	0.78239964	0.25584485	0.27751835	0.75399339	2	-0.17335443	-0.15682345	-0.068171128	0.20143105	-0.068220088	0.2014332	-0.24673127	-7.0275633e-05	1	0.0330546	0.037188837	-0.32748189	-0.14154751	0.32751214	0.1415827	-8.4040447e-05	0.45957383	-0.399	0.001000001	0.00090804455	0.92588049	-0.9046253	0.1377873	-0.14269616	0.031522716	0.049523725	1.8231435	0.087845654	0.28260295	0.087805639	0.28264138	0.080744849	0.037471409	0.91846256	0.32658715	1.4292742	-0.023678735	-1.0819046	-0.023499484	-1.0819636	0.89416999	0.00022168207	-0.54405889	-0.30558889	-0.068737242	0.98208496	0.99984564	-0.98191427	-0.99998509	0.00012550619	-0.41801303	-0.0082868316	-10.526101	R0:S0:1	0.91846256	b8cfe21	v2.4.3	Y	Broyden	8	sharp_wc_2.0_b_35	self-energy/D	run_optim.py	2024-06-11@11:28
2x2_2C_8b_C2v_L	-0.96035915	0	8.5	0.19186925	-0.19947791	0.78178225	0.2556905	0.78226379	0.25575544	0.27754404	0.75336319	2	-0.17383884	-0.1576688	-0.068096734	0.20134167	-0.068233563	0.20133828	-0.24670487	-8.5189565e-05	1	0.030434333	0.034143274	-0.32801995	-0.14168057	0.32800061	0.14180378	-9.6618194e-05	0.45978189	-0.4	0.002000001	0.00080074298	0.9257568	-0.90467242	0.1384971	-0.14394415	0.031525388	0.048740576	1.8211531	0.088158591	0.28303135	0.088067342	0.283113	0.080879737	0.037540998	0.918333	0.32872264	1.437774	-0.024070521	-1.0826465	-0.023604402	-1.0826673	0.89480335	0.00026010952	-0.54390759	-0.28149257	-0.063346277	0.98371588	1.0003854	-0.98326786	-1.0008388	0.00013977871	-0.4182688	-0.0081039617	-10.527269	R0:S0:1	0.918333	b8cfe21	v2.4.3	Y	Broyden	6	sharp_wc_2.0_b_35	self-energy/D	run_optim.py	2024-06-11@11:46
2x2_2C_8b_C2v_L	-0.95924408	0	8.5005	0.19147315	-0.20054389	0.78293087	0.25583642	0.78302777	0.25575047	0.27752878	0.75488865	2.0005	-0.17324922	-0.15679328	-0.068115698	0.20143583	-0.06811985	0.20141687	-0.24692985	-0.00010567615	1	0.031573607	0.035621123	-0.32731926	-0.14135856	0.32731304	0.14136214	-0.0001275059	0.45979997	-0.3995	1e-09	0.00099357793	0.92607943	-0.90421291	0.1377501	-0.14172163	0.031518914	0.048645008	1.8238573	0.087615549	0.28193251	0.087591994	0.28194837	0.080645364	0.037453771	0.91865753	0.32545015	1.4282565	-0.02361228	-1.0803867	-0.023552357	-1.0804198	0.89357748	0.00031852153	-0.54408083	-0.292506	-0.065423236	0.98097811	0.99846938	-0.98084272	-0.9984935	0.00018579779	-0.41818056	-0.0083628577	-10.528003	R0:S0:1	0.91865753	b8cfe21	v2.4.3	Y	Broyden	6	sharp_wc_2.0_b_35	self-energy/D	run_optim.py	2024-06-11@12:05
2x2_2C_8b_C2v_L	-0.95869118	0	8.50075	0.19141781	-0.20102239	0.7831508	0.25583794	0.78355891	0.25579716	0.27745325	0.75560491	2.00075	-0.17317568	-0.15651473	-0.068064136	0.20147546	-0.06809692	0.20146152	-0.24702192	-9.2178868e-05	1	0.031316027	0.03542365	-0.32694929	-0.14114376	0.3269762	0.14117333	-0.00010753286	0.45980366	-0.39925	-0.000999999	0.0010895667	0.92623998	-0.9039827	0.13738033	-0.14061763	0.031515373	0.048287794	1.8248758	0.087383178	0.28136086	0.087340036	0.28139225	0.080533062	0.037414362	0.9188183	0.32418785	1.4250842	-0.023574954	-1.079266	-0.02342848	-1.0793047	0.89295244	0.00028696662	-0.54416315	-0.2902679	-0.064760404	0.97976793	0.99732113	-0.9795752	-0.99745314	0.00015877888	-0.41814981	-0.0084884902	-10.528246	R0:S0:1	0.9188183	b8cfe21	v2.4.3	Y	Broyden	10	sharp_wc_2.0_b_35	self-energy/D	run_optim.py	2024-06-11@12:34
2x2_2C_8b_C2v_L	-0.95912888	0	8.500875	0.19180159	-0.20033938	0.78263643	0.25585742	0.78296095	0.25587539	0.27752132	0.75478531	2.000875	-0.1737538	-0.15702851	-0.068113213	0.2014814	-0.068173472	0.20147402	-0.24690662	-8.2331771e-05	1	0.030158038	0.034021938	-0.32716436	-0.14132516	0.32716524	0.14137733	-9.4372913e-05	0.45961204	-0.399125	1e-09	0.0010159612	0.92610589	-0.90421568	0.13758396	-0.14158453	0.031519821	0.048147935	1.8233739	0.087566347	0.28186329	0.087511408	0.28188925	0.080616668	0.037425337	0.91868808	0.32613156	1.4304706	-0.023604361	-1.0803338	-0.023384814	-1.0803618	0.89344123	0.00025050678	-0.54410394	-0.27914526	-0.062500906	0.98068965	0.99834225	-0.98040891	-0.99850171	0.00014338878	-0.41801275	-0.0083912928	-10.528642	R0:S0:1	0.91868808	b8cfe21	v2.4.3	Y	Broyden	11	sharp_wc_2.0_b_35	self-energy/D	run_optim.py	2024-06-11@13:05
2x2_2C_8b_C2v_L	-0.95882674	0	8.4998125	0.19196205	-0.20054474	0.78297399	0.25600077	0.78324211	0.25600218	0.2775664	0.75527923	2.0013125	-0.17343874	-0.15647702	-0.068133727	0.20155799	-0.068198275	0.20155811	-0.24695806	-6.1031326e-05	1	0.031892624	0.036051545	-0.32690302	-0.14123232	0.32689486	0.14128909	-7.4324396e-05	0.45950506	-0.3986875	-0.000499999	0.0010830803	0.92622298	-0.90417363	0.13725932	-0.14092818	0.031530625	0.048654311	1.824662	0.087378105	0.28149848	0.087322862	0.28154115	0.080521144	0.037375582	0.91880979	0.32474599	1.4249309	-0.023451933	-1.0797661	-0.023208519	-1.0798226	0.89305446	0.00019394974	-0.54422646	-0.29509295	-0.066081652	0.97974436	0.99779396	-0.97945871	-0.99797413	0.00011899792	-0.4178144	-0.0084863435	-10.529823	R0:S0:1	0.91880979	b8cfe21	v2.4.3	Y	Broyden	4	sharp_wc_2.0_b_35	self-energy/D	run_optim.py	2024-06-11@13:18
2x2_2C_8b_C2v_L	-0.95845284	0	8.5007187	0.19122624	-0.20129677	0.78375687	0.25592666	0.78411615	0.25592674	0.27756358	0.75605826	2.0019687	-0.17358161	-0.15678371	-0.068043297	0.20154751	-0.068123003	0.20153527	-0.2471549	-0.00010640827	1	0.02899132	0.032843874	-0.32686655	-0.14105946	0.32685508	0.14113698	-0.00012960232	0.45978516	-0.39953125	-0.001249999	0.0011468266	0.92640434	-0.90371742	0.13743792	-0.14026086	0.03152623	0.047317675	1.8246947	0.087218734	0.28088309	0.087154273	0.28093644	0.080443481	0.037372419	0.9189864	0.32430717	1.427085	-0.023517657	-1.0783331	-0.023223519	-1.0783474	0.89254072	0.00031985098	-0.54419618	-0.2688858	-0.059844731	0.97898107	0.99637858	-0.97865853	-0.99667545	0.00018973104	-0.41804757	-0.0085121849	-10.532694	R0:S0:1	0.9189864	b8cfe21	v2.4.3	Y	Broyden	6	sharp_wc_2.0_b_35	self-energy/D	run_optim.py	2024-06-11@13:37
