model	E_kin	D	U	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	mu	sb1_1	sb2_1	sb3_1	sb4_1	sb5_1	sb6_1	sb7_1	sb8_1	t	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	tp	ave_D	ave_mu	ave_t	ave_tp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_sb1_1	ave_sb2_1	ave_sb3_1	ave_sb4_1	ave_sb5_1	ave_sb6_1	ave_sb7_1	ave_sb8_1	ave_t_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	ave_tb5_1	ave_tb6_1	ave_tb7_1	ave_tb8_1	ave_tp_1	E0_1	sector_1	n_1	githash	version	GS_consistency	iterations	dist_function	convergence	script	time	
2x2_2C_8b_C2v_L	-1.6887304	0	7.8166925	0.36889304	0.421413	0.88746747	0.30077498	0.30078456	0.88748159	0.9591092	0.17176219	1.3374075	-0.0014039178	-0.34577592	0.066982864	0.27084661	-0.27084838	-0.066975371	2.880005e-06	-0.2299311	1.371862	-0.33386917	0.0014530261	0.50042109	-0.14031194	-0.14030155	0.50043106	0.65251162	8.9668921e-06	-0.24314454	-0.029943363	0.8241256	-1.2530195	-0.12436839	0.04673076	0.34735787	0.085852143	0.21484415	0.65099874	0.65097857	0.2148485	0.059135694	0.10791349	0.80697323	0.0026482568	0.60962605	0.18372225	-2.1647345	2.1647367	-0.18377833	-9.6368141e-06	1.1021659	-0.6703878	2.2438772	-0.0092730151	-1.4441327	1.3221374	1.3220872	-1.4441468	-0.35035855	-1.5208906e-05	-0.059973894	-9.8701497	R0:S0:1	0.80697323	817c5bc	v2.2.6	Y	3	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2023-12-17@12:38
2x2_2C_8b_C2v_L	-1.6886638	0	7.8176925	0.36884725	0.42142466	0.88747002	0.30077066	0.30081833	0.88746302	0.95904939	0.17174389	1.3374075	-0.0012789674	-0.34577371	0.066973966	0.27084564	-0.27085508	-0.066998853	5.1964368e-06	-0.22991918	1.371862	-0.33385448	0.0013259714	0.5004238	-0.14030099	-0.14032663	0.50041362	0.65248934	1.2072122e-05	-0.24314454	-0.029944208	0.82410758	-1.2529726	-0.12437737	0.046719398	0.34737739	0.085856996	0.21483472	0.6509709	0.65096084	0.21481447	0.059135502	0.10790972	0.80695466	0.002406544	0.60965225	0.18374939	-2.1646924	2.1646743	-0.18367899	-1.7117036e-05	1.1021064	-0.67036017	2.2438665	-0.0084681153	-1.4440732	1.3220284	1.3221103	-1.443997	-0.3503661	-1.9107055e-05	-0.059977147	-9.8699179	R0:S0:1	0.80695466	817c5bc	v2.2.6	Y	3	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2023-12-17@12:42
2x2_2C_8b_C2v_L	-1.6886212	0	7.8176925	0.36881041	0.42152382	0.8875124	0.30081237	0.30079053	0.88750537	0.95907741	0.17189168	1.3384075	-0.0010336744	-0.34578774	0.067024178	0.27084509	-0.27084486	-0.066990647	-2.5979141e-06	-0.22997647	1.371862	-0.33383529	0.001063804	0.50036385	-0.14040797	-0.14037589	0.50037386	0.65246491	-3.5947007e-06	-0.24314454	-0.029941769	0.82421489	-1.2529084	-0.12419046	0.04673797	0.34726352	0.085829385	0.21477584	0.65082535	0.65079838	0.21479113	0.059119905	0.10789908	0.80708256	0.0019636637	0.60948045	0.18361439	-2.1640365	2.1640679	-0.1837504	6.4748077e-06	1.1021385	-0.67035581	2.2435059	-0.0067740174	-1.4440202	1.3225741	1.3224171	-1.4440641	-0.35038799	3.7535149e-06	-0.05991982	-9.8731545	R0:S0:1	0.80708256	817c5bc	v2.2.6	Y	3	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2023-12-17@12:45
2x2_2C_8b_C2v_L	-1.6890217	0	7.8176925	0.36853751	0.42205296	0.88646516	0.30135321	0.30131634	0.88642617	0.95847192	0.17173895	1.3374075	-0.0011906347	-0.34634442	0.067093786	0.27127426	-0.27126677	-0.067074626	8.2747142e-06	-0.22995673	1.371862	-0.3338822	0.001233262	0.50006855	-0.14019656	-0.14017033	0.50007398	0.65205063	1.3812365e-05	-0.24214454	-0.02994179	0.82390844	-1.2533148	-0.12535202	0.046707557	0.34749842	0.08607562	0.21451309	0.65156923	0.65156797	0.21454169	0.059150145	0.10803897	0.80673704	0.0022490379	0.61032744	0.18313111	-2.1680554	2.1680484	-0.18321476	-3.0378932e-05	1.1029246	-0.67048904	2.2436902	-0.0078607862	-1.4425571	1.3206056	1.3205301	-1.4426563	-0.35027486	-1.9183523e-05	-0.060240351	-9.8707154	R0:S0:1	0.80673704	817c5bc	v2.2.6	Y	5	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2023-12-17@12:51
2x2_2C_8b_C2v_L	-1.688432	0	7.8179313	0.36909772	0.42086887	0.88809724	0.3003886	0.30044523	0.8881407	0.95944867	0.17170304	1.3367179	-0.0014378543	-0.34535255	0.06689424	0.27055562	-0.27057132	-0.066911945	7.090025e-06	-0.22987203	1.371862	-0.33385475	0.0014849205	0.50067676	-0.14034179	-0.14035754	0.50068119	0.65280959	1.345669e-05	-0.24382821	-0.029948248	0.82416432	-1.2527704	-0.12384189	0.04671184	0.34736643	0.085720904	0.21506227	0.65066453	0.65064362	0.21503227	0.059131586	0.10782606	0.80701046	0.0027166333	0.60928475	0.18412632	-2.1627948	2.1628256	-0.18407894	-2.2617317e-05	1.1015459	-0.67026926	2.2442256	-0.0094801293	-1.4450189	1.3227885	1.3227854	-1.4449084	-0.35041073	-2.1521918e-05	-0.059840886	-9.8670778	R0:S0:1	0.80701046	817c5bc	v2.2.6	Y	3	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2023-12-17@12:55
2x2_2C_8b_C2v_L	-1.688239	0	7.8181386	0.3692946	0.42038075	0.88863319	0.30003587	0.30007658	0.88866332	0.9597868	0.17163952	1.3359401	-0.0015356622	-0.34498676	0.066792702	0.27030597	-0.27032011	-0.066796632	-1.943756e-06	-0.22982615	1.371862	-0.33384666	0.0015905591	0.50092438	-0.14033056	-0.14032834	0.50093205	0.65309585	-7.4471678e-07	-0.24442156	-0.029950377	0.82419452	-1.2526069	-0.12341303	0.046701819	0.34738376	0.085612006	0.21528832	0.65042674	0.65039657	0.21526544	0.059134388	0.10776286	0.80703573	0.002892554	0.60901258	0.18457643	-2.1613122	2.1613652	-0.18457825	3.4792243e-06	1.1010845	-0.67018883	2.2445935	-0.010170805	-1.4459059	1.3232266	1.3231321	-1.4458114	-0.35045862	-6.6566762e-07	-0.059733312	-9.8640224	R0:S0:1	0.80703573	817c5bc	v2.2.6	Y	3	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2023-12-17@12:58
2x2_2C_8b_C2v_L	-1.6878994	0	7.8186391	0.36949588	0.41983602	0.88948588	0.29959097	0.29960949	0.88950204	0.9602823	0.17167589	1.3361158	-0.0014147924	-0.34448878	0.066702463	0.26996138	-0.26996387	-0.066713632	-1.8899175e-06	-0.22980656	1.371862	-0.33380884	0.0014702921	0.50121006	-0.14043564	-0.1404464	0.50120923	0.65346192	6.176271e-06	-0.2452693	-0.029949685	0.82437119	-1.2522824	-0.1225562	0.046709121	0.34727807	0.085427192	0.21551761	0.6498841	0.64987667	0.21550808	0.059119221	0.10765441	0.80722972	0.0026568956	0.60842956	0.18505154	-2.1584389	2.1584251	-0.18502535	6.4958441e-06	1.1004048	-0.67006432	2.2446787	-0.0094163396	-1.4470314	1.3243921	1.3244366	-1.4470007	-0.35054763	-1.2142757e-05	-0.059505109	-9.8638112	R0:S0:1	0.80722972	817c5bc	v2.2.6	Y	3	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2023-12-17@13:02
2x2_2C_8b_C2v_L	-1.6882994	0	7.8185712	0.36921421	0.42050004	0.88841821	0.30018239	0.30017678	0.88836585	0.95960254	0.17162045	1.3358714	-0.0014201951	-0.3451183	0.06681421	0.27041671	-0.27041147	-0.066803757	3.2552469e-06	-0.22982489	1.371862	-0.33385227	0.0014613571	0.50085713	-0.14028371	-0.14027419	0.50084849	0.65297806	2.6345122e-06	-0.24418042	-0.02994983	0.82413229	-1.2526738	-0.12366302	0.046692787	0.34742912	0.085668621	0.21520416	0.6505638	0.65054785	0.21521732	0.059139164	0.10779268	0.80696684	0.0026960775	0.60919983	0.18444919	-2.1621921	2.162169	-0.18451023	-1.3710618e-05	1.1012475	-0.6702085	2.2445721	-0.0093228056	-1.4454924	1.322718	1.3226888	-1.445525	-0.35043773	-4.5091975e-06	-0.059801685	-9.8638865	R0:S0:1	0.80696684	817c5bc	v2.2.6	Y	3	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2023-12-17@13:05
2x2_2C_8b_C2v_L	-1.6882446	0	7.8176885	0.36940009	0.42014532	0.88883227	0.29991599	0.29995316	0.88881827	0.9598437	0.17151271	1.3350657	-0.0017360203	-0.34486552	0.066746163	0.27023568	-0.2702513	-0.0667301	4.2666551e-06	-0.22976695	1.371862	-0.33386617	0.001802633	0.50104604	-0.14026886	-0.14025211	0.50105776	0.65319101	7.7201793e-06	-0.24460254	-0.029951087	0.82414572	-1.2526235	-0.12339146	0.046692793	0.347455	0.085596305	0.21538035	0.65047415	0.65042591	0.21538424	0.059145363	0.1077483	0.80697048	0.0032585066	0.6090337	0.1847294	-2.1613474	2.1613704	-0.18484368	-1.6791907e-05	1.1009116	-0.67018327	2.2449472	-0.011542656	-1.4461803	1.3230702	1.3229376	-1.4461792	-0.35044583	-1.2129639e-05	-0.059734046	-9.8611529	R0:S0:1	0.80697048	817c5bc	v2.2.6	Y	3	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2023-12-17@13:09
2x2_2C_8b_C2v_L	-1.6883202	0	7.816695	0.36939519	0.42015142	0.88883174	0.29994616	0.29996745	0.88885723	0.95986012	0.17148405	1.334953	-0.0019228252	-0.34487591	0.066728727	0.2702563	-0.2702579	-0.066744692	2.7831884e-06	-0.22976038	1.371862	-0.33386264	0.0019845877	0.50106796	-0.14024438	-0.1402619	0.50106506	0.65320249	4.0687526e-06	-0.24458808	-0.029951145	0.82414906	-1.2526817	-0.12341664	0.046701913	0.34745571	0.085605553	0.21540246	0.65047957	0.6504782	0.21538867	0.059149602	0.1077552	0.80697201	0.0036381885	0.60905674	0.18484022	-2.1615236	2.1615055	-0.18479215	-1.2577082e-05	1.1009527	-0.67021457	2.2449742	-0.012679961	-1.44626	1.3229662	1.323046	-1.4462174	-0.350435	-7.480653e-06	-0.059740685	-9.8610245	R0:S0:1	0.80697201	817c5bc	v2.2.6	Y	3	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2023-12-17@13:12
