model	E_kin	D	U	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	mu	sb1_1	sb2_1	sb3_1	sb4_1	sb5_1	sb6_1	sb7_1	sb8_1	t	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	tp	tpp	ave_D	ave_mu	ave_t	ave_tp	ave_tpp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_sb1_1	ave_sb2_1	ave_sb3_1	ave_sb4_1	ave_sb5_1	ave_sb6_1	ave_sb7_1	ave_sb8_1	ave_t_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	ave_tb5_1	ave_tb6_1	ave_tb7_1	ave_tb8_1	ave_tp_1	E0_1	sector_1	n_1	githash	version	GS_consistency	method	iterations	dist_function	convergence	script	time	
2x2_2C_8b_C2v_L	-0.96016322	0	8.5	0.1889433	-0.19164928	0.8061324	0.26081848	0.80628977	0.26086585	0.28604292	0.76806212	2	-0.17159254	-0.15576097	-0.070988902	0.20204935	-0.071029717	0.20205638	-0.24963729	-2.3507626e-05	1	0.030517503	0.033854846	-0.32918416	-0.14576372	0.32919128	0.14580306	-2.4687179e-05	0.46381856	-0.4	1e-09	0.00064720566	0.92567394	-0.90491174	0.1381287	-0.14258486	0.031562984	0.049529761	1.8194163	0.085300098	0.28572309	0.08528452	0.28575393	0.081474304	0.037383491	0.91820562	0.32966748	1.4367479	-0.016556095	-1.0868917	-0.016438302	-1.0868916	0.90101312	8.798969e-05	-0.54360263	-0.2828851	-0.06463504	0.97103069	1.0162562	-0.97097764	-1.0164295	2.4042456e-05	-0.41928552	-0.0082239298	-10.517548	R0:S0:1	0.91820562	b8cfe21	v2.4.3	Y	Broyden	0	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-14@18:57
2x2_2C_8b_C2v_L	-0.9601156	0	8.501	0.18890728	-0.1916385	0.80612132	0.26081983	0.80615761	0.2608127	0.28603717	0.76798228	2	-0.17156685	-0.15576359	-0.071006603	0.20204751	-0.07101531	0.20204894	-0.24963897	-3.136722e-05	1	0.03054207	0.033877123	-0.32917557	-0.14577519	0.32918082	0.14578277	-2.8805055e-05	0.4637992	-0.4	1e-09	0.00064761322	0.9256626	-0.9048649	0.13812675	-0.14257872	0.031555571	0.049540622	1.8194029	0.085294389	0.28574891	0.085293789	0.28576787	0.081481376	0.037384738	0.91819551	0.32965825	1.4367581	-0.016500912	-1.0868619	-0.016473694	-1.086875	0.90100261	0.00010975121	-0.54356407	-0.28312251	-0.064682246	0.9709896	1.0162995	-0.97100243	-1.0163622	2.9253694e-05	-0.41930753	-0.0082212517	-10.517394	R0:S0:1	0.91819551	b8cfe21	v2.4.3	Y	Broyden	1	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-14@19:00
2x2_2C_8b_C2v_L	-0.96002845	0	8.5	0.18895227	-0.19167076	0.806347	0.26091899	0.80651362	0.26095144	0.28617705	0.7682612	2.001	-0.17159266	-0.15561853	-0.071011852	0.20211343	-0.071061775	0.20211906	-0.24970622	-3.7378002e-05	1	0.030748866	0.034144074	-0.32908291	-0.1457465	0.32908414	0.14578651	-4.0107035e-05	0.46371462	-0.4	1e-09	0.00068352394	0.92577523	-0.90477779	0.13812665	-0.14244353	0.031572277	0.049578728	1.8197799	0.08519112	0.28545725	0.085166695	0.28549494	0.081412177	0.03734433	0.91831291	0.3293127	1.4351577	-0.016423511	-1.0863749	-0.01626714	-1.0864007	0.90076202	0.00012593685	-0.54363007	-0.28497972	-0.065116688	0.97048191	1.0158095	-0.9703722	-1.015971	4.308998e-05	-0.41912545	-0.0082374943	-10.520949	R0:S0:1	0.91831291	b8cfe21	v2.4.3	Y	Broyden	5	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-14@19:06
2x2_2C_8b_C2v_L	-0.96002741	0	8.5	0.18956735	-0.1916442	0.80587369	0.26098037	0.80598744	0.26098577	0.28607479	0.76783587	2	-0.17204457	-0.15584049	-0.071063647	0.2021504	-0.07111727	0.20213466	-0.24955497	-2.5947851e-05	1	0.030320575	0.033653786	-0.32894196	-0.14577194	0.32892518	0.14581313	-2.302416e-05	0.46346209	-0.399	1e-09	0.00067461446	0.92564925	-0.90509847	0.13766652	-0.14236416	0.031565571	0.049488325	1.8193966	0.085219491	0.28579182	0.085195086	0.28583008	0.08141525	0.037334623	0.91819611	0.32999191	1.4368461	-0.016368234	-1.0872881	-0.016200002	-1.0872663	0.90086425	8.9064552e-05	-0.54370076	-0.28060847	-0.064242831	0.97057254	1.0165743	-0.97045096	-1.0167794	2.3539837e-05	-0.41893739	-0.0083088161	-10.517203	R0:S0:1	0.91819611	b8cfe21	v2.4.3	Y	Broyden	4	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-14@19:11
2x2_2C_8b_C2v_L	-0.96064604	0	8.5	0.18942545	-0.1909915	0.80573994	0.26089836	0.80569657	0.26081746	0.28609603	0.76721421	2	-0.1717826	-0.15597568	-0.071127035	0.20203081	-0.071079838	0.20202795	-0.24951977	-1.7201389e-05	1	0.030938363	0.0342146	-0.32940849	-0.14604317	0.32944389	0.14599105	-1.6405783e-05	0.46369361	-0.4	0.001000001	0.00056235464	0.92553054	-0.90514502	0.13839355	-0.14359942	0.031566818	0.049940697	1.8184138	0.085456596	0.28631983	0.085489843	0.28631609	0.081575461	0.037408015	0.91806128	0.3309641	1.4394682	-0.016299194	-1.0879746	-0.016450074	-1.088001	0.90156549	6.3274933e-05	-0.54352593	-0.28632475	-0.065691828	0.97182227	1.0176261	-0.97202358	-1.0175048	1.4294222e-05	-0.41922529	-0.0081097763	-10.517671	R0:S0:1	0.91806128	b8cfe21	v2.4.3	Y	Broyden	5	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-14@19:17
2x2_2C_8b_C2v_L	-0.95952558	0	8.5005	0.18874682	-0.1922933	0.80644636	0.26085219	0.80677712	0.26094619	0.28598511	0.7688463	2.0005	-0.17160415	-0.15551981	-0.070912511	0.20213671	-0.07102328	0.20213606	-0.24973455	-4.7728717e-05	1	0.030147411	0.033570418	-0.3287688	-0.1454998	0.32874809	0.14560007	-5.4079967e-05	0.46370367	-0.3995	-0.000999999	0.00076060365	0.92584474	-0.90468167	0.13763529	-0.14139128	0.031560936	0.049140872	1.8205573	0.085043089	0.28507465	0.084982596	0.2851395	0.081328441	0.0373186	0.91839047	0.32836694	1.4333242	-0.016607472	-1.0857574	-0.016258976	-1.0857522	0.90028454	0.00015870009	-0.54371707	-0.27965429	-0.063706265	0.96969065	1.0149254	-0.9693909	-1.0153049	6.0406617e-05	-0.4191126	-0.008381692	-10.518845	R0:S0:1	0.91839047	b8cfe21	v2.4.3	Y	Broyden	0	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-14@19:19
2x2_2C_8b_C2v_L	-0.95896141	0	8.50075	0.18847167	-0.19311675	0.80711964	0.26096666	0.80730046	0.26095441	0.2859676	0.76966475	2.00075	-0.17150576	-0.15530127	-0.070925563	0.20219841	-0.070969039	0.20218673	-0.24983595	-5.3095914e-05	1	0.029844837	0.033349437	-0.32843489	-0.14533727	0.32843254	0.14536759	-5.6234152e-05	0.4637234	-0.39925	-0.001999999	0.00086060087	0.92600406	-0.90444621	0.13724673	-0.14027859	0.031558727	0.048733073	1.8217451	0.0847784	0.28447852	0.084751288	0.28451849	0.081183487	0.037273903	0.91855735	0.32691071	1.4299884	-0.016381433	-1.0845771	-0.016231756	-1.0846003	0.89956244	0.0001781368	-0.54382104	-0.27715261	-0.062877662	0.96833016	1.0138991	-0.96819938	-1.0140504	6.4504054e-05	-0.41905747	-0.0085226491	-10.519836	R0:S0:1	0.91855735	b8cfe21	v2.4.3	Y	Broyden	2	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-14@19:22
2x2_2C_8b_C2v_L	-0.95939726	0	8.500875	0.18902348	-0.19238704	0.80662617	0.26104038	0.80665605	0.26101994	0.28607682	0.76884663	2.000875	-0.17176843	-0.15549561	-0.071027676	0.20219973	-0.071054973	0.20219306	-0.24972727	-4.9611876e-05	1	0.030233568	0.033684344	-0.32861638	-0.14556534	0.32860925	0.14558137	-5.2476093e-05	0.46353376	-0.399125	-0.000999999	0.00078750715	0.92587164	-0.90467742	0.13745339	-0.14124571	0.031562951	0.049147729	1.8207595	0.084926265	0.28499363	0.08491673	0.28502407	0.081268619	0.037284346	0.91842763	0.32826288	1.4325747	-0.01623112	-1.0856086	-0.016142794	-1.0856221	0.90006299	0.00016127358	-0.54375625	-0.28025554	-0.063868685	0.96907231	1.0150473	-0.96902787	-1.0151506	5.9874361e-05	-0.41892531	-0.0084215359	-10.520124	R0:S0:1	0.91842763	b8cfe21	v2.4.3	Y	Broyden	2	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-14@19:25
2x2_2C_8b_C2v_L	-0.95909409	0	8.4998125	0.18908562	-0.19275583	0.80686477	0.26111732	0.80711492	0.26114165	0.28605733	0.76933839	2.0013125	-0.1718809	-0.15536812	-0.07099693	0.20227514	-0.071073261	0.2022692	-0.24976781	-6.1486093e-05	1	0.030034508	0.033540535	-0.32836184	-0.14542602	0.32834942	0.14549566	-6.505582e-05	0.46341639	-0.3986875	-0.001499999	0.00085447781	0.92598789	-0.90463594	0.1371225	-0.14058779	0.03157397	0.048936603	1.8214197	0.084761444	0.28461236	0.084721446	0.28467576	0.081166757	0.037234381	0.91855039	0.32758882	1.4305717	-0.016241205	-1.0850796	-0.015990932	-1.0850801	0.89964654	0.000198739	-0.54388698	-0.27839681	-0.063385742	0.96822217	1.0143406	-0.96803689	-1.0146549	7.2278221e-05	-0.41871571	-0.0085216249	-10.521631	R0:S0:1	0.91855039	b8cfe21	v2.4.3	Y	Broyden	0	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-14@19:26
2x2_2C_8b_C2v_L	-0.95872818	0	8.5007187	0.18821351	-0.19331694	0.80755639	0.26102671	0.80786677	0.26104128	0.28604513	0.77014059	2.0019687	-0.17135305	-0.15506343	-0.070901364	0.20225599	-0.070986772	0.20225597	-0.24997093	-6.6407725e-05	1	0.03002584	0.033616372	-0.32831604	-0.14525167	0.32831326	0.14531412	-7.3973705e-05	0.46371729	-0.39953125	-0.002249999	0.00091567358	0.92616936	-0.90418137	0.13731501	-0.13992439	0.031568944	0.048683099	1.8224057	0.084624376	0.28402912	0.084574851	0.28409923	0.081113039	0.037237112	0.91872284	0.32610413	1.4274813	-0.016335978	-1.0836632	-0.016049852	-1.0837259	0.89921572	0.00021964229	-0.54384486	-0.2789962	-0.06322299	0.96755505	1.0129959	-0.96731562	-1.0132521	8.3835377e-05	-0.41898198	-0.0085426785	-10.524098	R0:S0:1	0.91872284	b8cfe21	v2.4.3	Y	Broyden	1	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-14@19:28
