model	E_kin	D	U	e	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	mu	sb1_1	sb2_1	sb3_1	sb4_1	sb5_1	sb6_1	sb7_1	sb8_1	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	tpd	tpp	tppp	ave_D	ave_e	ave_mu	ave_tpd	ave_tpp	ave_tppp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_sb1_1	ave_sb2_1	ave_sb3_1	ave_sb4_1	ave_sb5_1	ave_sb6_1	ave_sb7_1	ave_sb8_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	ave_tb5_1	ave_tb6_1	ave_tb7_1	ave_tb8_1	ave_e_2	ave_mu_2	ave_tpp_2	ave_tppp_2	E0_1	sector_1	n_1	E0_2	sector_2	n_2	githash	version	GS_consistency	method	iterations	dist_function	convergence	script	time	
2x2_2C_8b_C2v_L	6.7613024	0	14.2	2.8413	-0.0021143924	-3.2423118	-3.8822073	-0.098899905	-3.8827294	-0.098925756	0.1370246	-3.4878	9.8	0.0018096387	-2.5873907e-05	0.0096812113	-0.16459118	0.009673874	-0.16458706	-1.3820886e-05	3.1863647e-06	-0.11147942	-1.0796767	1.6873436	0.046551332	-1.6874461	-0.046550028	0.22945978	-2.2250956	2.0159	1	0.2381	0.013369307	1.2603804	1.6216787	-0.5761549	-0.18390571	0.075703652	0.1300389	0.2503407	1.9425104	1.8139922	1.5679387	1.8139779	1.5681447	0.017981303	1.5748413	1.1049649	-0.019263651	-4.4588487e-05	0.096545721	1.1251297	0.096594764	1.1244999	0.00021653416	7.1910741e-05	1.1251594	0.72795149	-1.5195762	-0.56233531	1.5197802	0.56239122	-0.29229393	2.4684647	2	2	0	0	-74.13352	R0:S0:1	1.1049649	-111.3392	uncorrelated	2	b8cfe21	v2.4.3	YY	fixed_point	14	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-10@14:54
2x2_2C_8b_C2v_L	6.761462	0	14.201	2.8413	-0.0021023167	-3.2426344	-3.882025	-0.09886023	-3.8823061	-0.098893205	0.1370001	-3.4878171	9.8	0.0015256984	-2.5229773e-05	0.0096651544	-0.16458423	0.0096652865	-0.16458221	-1.2720885e-05	2.2152363e-06	-0.11148225	-1.0797224	1.6873126	0.046491912	-1.6873656	-0.04649191	0.22946139	-2.2251044	2.0159	1	0.2381	0.013362493	1.2603838	1.6216723	-0.57613694	-0.18389761	0.075700564	0.13001558	0.25034452	1.94251	1.8140022	1.5677854	1.8139909	1.5679657	0.017992833	1.574864	1.1049396	-0.016235853	-2.8718409e-05	0.096527121	1.1251807	0.096566777	1.1246843	0.00018113063	5.6258382e-05	1.1252256	0.72799051	-1.5195277	-0.56210037	1.5196762	0.56214739	-0.29234205	2.4683383	2	2	0	0	-74.132247	R0:S0:1	1.1049396	-111.3392	uncorrelated	2	b8cfe21	v2.4.3	YY	fixed_point	10	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-10@16:00
2x2_2C_8b_C2v_L	6.7634956	0	14.2	2.8423	-0.0020489781	-3.2416502	-3.8815803	-0.099011416	-3.8817169	-0.099027189	0.13716214	-3.4871602	9.8	0.0010065622	-1.6055496e-05	0.0096703377	-0.16469923	0.0096665585	-0.16469464	-8.5271982e-06	2.5999167e-06	-0.1115171	-1.0796346	1.6873169	0.046489005	-1.6873451	-0.046482536	0.22960728	-2.2250927	2.0159	1	0.2381	0.013368558	1.2603386	1.6216263	-0.576312	-0.18400886	0.075743195	0.13004982	0.25024018	1.9424813	1.8138825	1.5677346	1.8138727	1.5678463	0.018000911	1.5746171	1.1049521	-0.010697804	-1.9107318e-05	0.096654446	1.1256051	0.096685517	1.1252766	0.00011894142	3.5143166e-05	1.125767	0.72807159	-1.519994	-0.56231539	1.5200991	0.56232579	-0.2924373	2.4690148	2	2	0	0	-74.128581	R0:S0:1	1.1049521	-111.3232	uncorrelated	2	b8cfe21	v2.4.3	YY	fixed_point	12	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-10@16:54
2x2_2C_8b_C2v_L	6.7535178	0	14.2	2.8413	-0.0019111122	-3.2400729	-3.8820149	-0.09942875	-3.8821807	-0.09943901	0.13762215	-3.4880738	9.8	0.0016161687	-2.4805445e-05	0.009693337	-0.16503927	0.0096925292	-0.16503325	-1.5636616e-05	2.9268613e-06	-0.11160925	-1.0797863	1.6879809	0.04645766	-1.6880061	-0.04646126	0.23000251	-2.2260581	2.0169	1	0.2381	0.013382994	1.2602289	1.6214888	-0.57677888	-0.18426977	0.075847287	0.13010654	0.2507158	1.942403	1.8135562	1.5674382	1.8135454	1.5675813	0.018028813	1.5740254	1.104929	-0.017117017	-2.2116091e-05	0.096958085	1.1272187	0.096986872	1.1267706	0.00019606926	5.6967025e-05	1.1270546	0.72828468	-1.5212171	-0.56281678	1.5213482	0.56286532	-0.29268752	2.4707555	2	2	0	0	-74.13531	R0:S0:1	1.104929	-111.3392	uncorrelated	2	b8cfe21	v2.4.3	YY	fixed_point	9	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-10@17:35
2x2_2C_8b_C2v_L	6.7630206	0	14.2	2.8413	-0.0022057001	-3.2432915	-3.8829717	-0.098740629	-3.8832471	-0.098780931	0.13683204	-3.4884113	9.801	0.001238507	-2.1548446e-05	0.0096793234	-0.16444001	0.009681839	-0.16445014	-4.1635532e-06	-1.9307983e-06	-0.11146086	-1.0797687	1.687396	0.046636996	-1.6874521	-0.046643482	0.22927525	-2.2250992	2.0159	1	0.2381	0.013373316	1.2604255	1.6217477	-0.57598462	-0.18379422	0.075660866	0.13005165	0.24980676	1.9425426	1.8140976	1.5682386	1.8140929	1.5683923	0.017953527	1.5750769	1.1050127	-0.013211771	-2.2458433e-05	0.096461685	1.1242043	0.096490483	1.1238588	0.00011269359	4.6894138e-05	1.1246621	0.72782256	-1.5192515	-0.5624568	1.5193499	0.56249374	-0.29209228	2.4679167	2	2	0	0	-74.142538	R0:S0:1	1.1050127	-111.3552	uncorrelated	2	b8cfe21	v2.4.3	YY	fixed_point	14	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-11@01:30
2x2_2C_8b_C2v_L	6.7581065	0	14.2004	2.8417	-0.0019863858	-3.2409144	-3.8813393	-0.099206212	-3.881826	-0.099249389	0.13744635	-3.4869066	9.8004	0.0018273676	-2.3662136e-05	0.0096816499	-0.16486207	0.0096833219	-0.16486696	-1.2736582e-05	2.4856558e-06	-0.11154244	-1.0796055	1.687508	0.046467278	-1.687607	-0.046471993	0.22988664	-2.2254215	2.0163	1	0.2371	0.013373717	1.2602835	1.6215584	-0.5765395	-0.18414328	0.0758095	0.13007683	0.25068596	1.9424537	1.8137254	1.567559	1.8137144	1.567767	0.01802281	1.5742959	1.1049429	-0.01939186	-4.3096174e-05	0.096786605	1.1264494	0.09682822	1.1258872	0.00019684744	6.5786837e-05	1.1262234	0.72811409	-1.5205492	-0.56251027	1.5207255	0.56257544	-0.29263893	2.4698908	2	2	0	0	-74.130665	R0:S0:1	1.1049429	-111.3392	uncorrelated	2	b8cfe21	v2.4.3	YY	fixed_point	11	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-11@02:19
2x2_2C_8b_C2v_L	6.7582994	0	14.19916	2.84186	-0.0020064014	-3.240975	-3.8821353	-0.099250871	-3.8821045	-0.099258728	0.13743029	-3.4875162	9.80056	0.001311553	-1.8820449e-05	0.0096960027	-0.16487674	0.0096918938	-0.16486025	-6.9242332e-06	4.7875253e-07	-0.11156678	-1.0797063	1.6877291	0.046536016	-1.6877155	-0.046537633	0.22983311	-2.2255986	2.01646	1	0.2377	0.01338346	1.2602786	1.6215665	-0.57657265	-0.18415205	0.075805684	0.13011316	0.25032697	1.9424463	1.8137038	1.567718	1.8136864	1.5678678	0.018004795	1.5742756	1.1049801	-0.013923901	-2.6553511e-05	0.096824632	1.1263424	0.096863098	1.125854	0.00012881226	4.6376228e-05	1.1263856	0.72812332	-1.5206985	-0.56281063	1.5208406	0.56288189	-0.29253056	2.4700785	2	2	0	0	-74.136231	R0:S0:1	1.1049801	-111.3392	uncorrelated	2	b8cfe21	v2.4.3	YY	fixed_point	11	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-11@03:08
2x2_2C_8b_C2v_L	6.7567062	0	14.19824	2.84214	-0.0019492946	-3.2400196	-3.8820053	-0.099430113	-3.8819196	-0.099434536	0.13764126	-3.4874205	9.80084	0.0013077388	-1.8615431e-05	0.009705385	-0.16501173	0.0097093079	-0.16500147	-1.5369847e-05	3.0604528e-06	-0.11160329	-1.0796825	1.6879029	0.046546127	-1.6878767	-0.046558107	0.23001987	-2.2258608	2.01674	1	0.2375	0.013393537	1.2602257	1.621513	-0.5767919	-0.1842796	0.075858373	0.13016229	0.25033533	1.9424147	1.8135463	1.5676672	1.8135329	1.5677908	0.018011623	1.5739842	1.1050007	-0.013863398	-2.0349214e-05	0.096977466	1.1268964	0.096998399	1.1264868	0.00017372086	4.7179605e-05	1.1269132	0.72818274	-1.5213111	-0.56314195	1.5214225	0.56322728	-0.29262813	2.4709487	2	2	0	0	-74.13747	R0:S0:1	1.1050007	-111.3392	uncorrelated	2	b8cfe21	v2.4.3	YY	fixed_point	5	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-11@03:32
2x2_2C_8b_C2v_L	6.7535439	0	14.199456	2.840796	-0.002009806	-3.2412078	-3.8825427	-0.09925822	-3.882848	-0.099281124	0.13744812	-3.4882451	9.800896	0.0021453494	-2.8827207e-05	0.009700516	-0.16487907	0.0096976119	-0.16486977	-1.9892856e-05	1.3490082e-06	-0.11155875	-1.0798055	1.6879152	0.046561778	-1.6879708	-0.046567433	0.22984692	-2.2259057	2.016796	1	0.23746	0.013387932	1.2602785	1.6215669	-0.57659031	-0.18414949	0.075809342	0.13012398	0.25062939	1.9424479	1.8136852	1.5677305	1.8136659	1.567956	0.018000739	1.5742679	1.1049872	-0.02277672	-4.9017484e-05	0.096838419	1.1264498	0.096887481	1.1257402	0.00026663206	8.5220069e-05	1.1262214	0.72808638	-1.5207544	-0.56294097	1.5209725	0.56303233	-0.29250776	2.4701778	2	2	0	0	-74.142853	R0:S0:1	1.1049872	-111.3616	uncorrelated	2	b8cfe21	v2.4.3	YY	fixed_point	9	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-11@04:12
2x2_2C_8b_C2v_L	6.7526714	0	14.199238	2.8415944	-0.001911024	-3.2398324	-3.8818703	-0.099523714	-3.8824428	-0.099559088	0.13777384	-3.4877964	9.8012544	0.00190311	-2.7321882e-05	0.0097126961	-0.16509757	0.0097109712	-0.16510484	-1.5372014e-05	4.3075243e-06	-0.1116222	-1.0797725	1.6880775	0.046529681	-1.6881966	-0.046531651	0.23014959	-2.2262359	2.0171544	1	0.237204	0.013395404	1.2601969	1.6214719	-0.57691751	-0.18434772	0.075890054	0.13016975	0.25069847	1.9423956	1.8134534	1.567517	1.8134438	1.5677056	0.018023913	1.5738207	1.1049846	-0.020156625	-3.3683305e-05	0.097046449	1.1274131	0.097084782	1.1268826	0.00021384747	6.5177157e-05	1.1271781	0.72823366	-1.5216125	-0.56324717	1.5217892	0.56329092	-0.29271872	2.4714063	2	2	0	0	-74.142046	R0:S0:1	1.1049846	-111.35456	uncorrelated	2	b8cfe21	v2.4.3	YY	fixed_point	11	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-11@05:01
