model	E_kin	D	M	U	e	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	mu	sb1_1	sb2_1	sb3_1	sb4_1	sb5_1	sb6_1	sb7_1	sb8_1	tbA1_down_1	tbA1_up_1	tbA2_down_1	tbA2_up_1	tbA3_down_1	tbA3_up_1	tbA4_down_1	tbA4_up_1	tbA5_down_1	tbA5_up_1	tbA6_down_1	tbA6_up_1	tbA7_down_1	tbA7_up_1	tbA8_down_1	tbA8_up_1	tbB1_down_1	tbB1_up_1	tbB2_down_1	tbB2_up_1	tbB3_down_1	tbB3_up_1	tbB4_down_1	tbB4_up_1	tbB5_down_1	tbB5_up_1	tbB6_down_1	tbB6_up_1	tbB7_down_1	tbB7_up_1	tbB8_down_1	tbB8_up_1	tpd	tpp	tppp	trb1_1	trb2_1	trb3_1	trb4_1	trb5_1	trb6_1	trb7_1	trb8_1	ave_D	ave_M	ave_e	ave_mu	ave_tpd	ave_tpp	ave_tppp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_sb1_1	ave_sb2_1	ave_sb3_1	ave_sb4_1	ave_sb5_1	ave_sb6_1	ave_sb7_1	ave_sb8_1	ave_tbA1_down_1	ave_tbA1_up_1	ave_tbA2_down_1	ave_tbA2_up_1	ave_tbA3_down_1	ave_tbA3_up_1	ave_tbA4_down_1	ave_tbA4_up_1	ave_tbA5_down_1	ave_tbA5_up_1	ave_tbA6_down_1	ave_tbA6_up_1	ave_tbA7_down_1	ave_tbA7_up_1	ave_tbA8_down_1	ave_tbA8_up_1	ave_tbB1_down_1	ave_tbB1_up_1	ave_tbB2_down_1	ave_tbB2_up_1	ave_tbB3_down_1	ave_tbB3_up_1	ave_tbB4_down_1	ave_tbB4_up_1	ave_tbB5_down_1	ave_tbB5_up_1	ave_tbB6_down_1	ave_tbB6_up_1	ave_tbB7_down_1	ave_tbB7_up_1	ave_tbB8_down_1	ave_tbB8_up_1	ave_trb1_1	ave_trb2_1	ave_trb3_1	ave_trb4_1	ave_trb5_1	ave_trb6_1	ave_trb7_1	ave_trb8_1	ave_e_2	ave_mu_2	ave_tpp_2	ave_tppp_2	E0_1	sector_1	n_1	E0_2	sector_2	n_2	githash	version	GS_consistency	iterations	dist_function	convergence	script	time	
2x2_2C_8b_C2v_L	5.4709654	0	0	10.999094	2.5000884	-0.084087165	-3.8672887	-5.6113878	0.20857688	0.14675216	-5.213054	-0.12962619	-5.2147882	12.085208	-0.000174564	-0.0006582099	0.00019712424	-0.00013852233	-0.04611592	-0.013037672	-0.14558757	-0.010443821	0.15268598	-0.089081001	1.1829496	-0.87936551	2.2021385	-2.3374247	0.14540847	0.30879452	-0.09933797	-0.23010483	-1.9442119	-0.39575573	-0.081195305	-0.020236615	1.3723052	2.2783538	0.089206238	-0.15294252	-0.87868704	1.1822669	2.3377585	-2.2024816	0.30896956	0.14552191	0.23017854	0.099178973	1.3346336	2.3452845	-0.023598794	-0.077999747	1.8878958	0.40596307	2.1000006	1	0.20106456	-0.0012205526	0.00028572227	0.0001051055	-0.00076099845	0.00036243963	-0.002490268	0.00010854674	-0.0097990829	0.030056621	0.075438876	1.2632292	1.7112194	-0.55305379	-0.18875631	0.077786867	0.39061625	1.7563099	1.9402164	1.5346388	0.13755915	0.47525723	1.7768863	1.3873948	1.8719821	1.3843108	0.00017205999	0.0017537461	0.0020399307	0.00024219665	0.72428687	-0.22089288	1.9600646	-0.1272786	-0.45827445	0.2183501	-0.27646065	-0.029189084	-0.82845272	0.55008534	0.04439033	-0.31035703	0.39021326	0.56094453	0.51052397	0.041988281	0.43122295	0.062917774	-0.36328956	-0.26094988	-0.21808495	0.45845649	-0.029507964	-0.27593951	-0.54958403	0.8285168	-0.3103147	0.04427995	-0.55965956	-0.3892324	-0.14977017	-0.6196842	0.065411122	0.42813024	-0.2168918	-0.11041039	0.0071448799	-0.00011098455	-0.00012814569	0.00031040378	-0.0013292068	0.0097057206	0.0020359396	-0.030548871	2	2	0	0	-97.211733	R0:S0:1	1.3843108	-76.680957	uncorrelated	2	817c5bc	v2.2.6	YY	10	sharp_wc_2.0_b_50	self-energy/D/M	run_optim.py	2023-11-22@09:57
2x2_2C_8b_C2v_L	5.4707936	0	0	10.999194	2.5000884	-0.084193688	-3.8689339	-5.6114125	0.20860521	0.14684395	-5.2131222	-0.12974544	-5.2145014	12.085208	-0.00017413784	-0.00065668609	0.00019219063	-0.00013532554	-0.046070706	-0.01302625	-0.14560786	-0.010437897	0.15270483	-0.088983427	1.1834845	-0.87927189	2.2019654	-2.3375159	0.14535339	0.30889313	-0.09929737	-0.2302113	-1.9446669	-0.39567921	-0.081155064	-0.020202589	1.3717657	2.2782404	0.089113273	-0.15296753	-0.87851298	1.1827271	2.337881	-2.2023624	0.30905918	0.14546309	0.23030107	0.099146521	1.3340738	2.3453787	-0.02356979	-0.077983062	1.8881733	0.40590281	2.1000006	1	0.20106456	-0.0012219978	0.00025145939	8.4544332e-05	-0.00076329498	0.00036114604	-0.0024715819	0.00010469981	-0.0097985929	0.030063957	0.075566283	1.2632265	1.7111948	-0.55307781	-0.18875659	0.077787584	0.39055382	1.756555	1.9401528	1.5346717	0.13749374	0.47488573	1.7767622	1.3875777	1.8720527	1.3842474	0.00017135149	0.0017543564	0.0020463881	0.00023554838	0.72398968	-0.22117731	1.9594125	-0.12735327	-0.45826068	0.21812675	-0.27680939	-0.029330566	-0.82864794	0.54983198	0.044552247	-0.31044814	0.38999264	0.56076464	0.51092337	0.041937512	0.43141031	0.062792889	-0.3633637	-0.26070916	-0.21786434	0.45845332	-0.029675709	-0.27625101	-0.54933109	0.82872022	-0.31039204	0.04444868	-0.55951169	-0.3890324	-0.14956702	-0.62003325	0.065299959	0.42834652	-0.2167375	-0.11045705	0.0071453252	-8.9499687e-05	-0.00010857333	0.00031781957	-0.0013373535	0.0097036523	0.0020461671	-0.030598628	2	2	0	0	-97.215009	R0:S0:1	1.3842474	-76.680957	uncorrelated	2	817c5bc	v2.2.6	YY	9	sharp_wc_2.0_b_50	self-energy/D/M	run_optim.py	2023-11-22@10:22
2x2_2C_8b_C2v_L	5.4712504	0	0	10.999094	2.5001884	-0.084133478	-3.8682333	-5.6112929	0.20859123	0.14676196	-5.2127285	-0.12965254	-5.2139535	12.085208	-0.00017402521	-0.0006472462	0.00018855406	-0.00013639683	-0.046105233	-0.013035854	-0.14558864	-0.010434708	0.15269693	-0.089048688	1.1834982	-0.87922561	2.2018397	-2.3375466	0.14538292	0.30883835	-0.099318785	-0.23012225	-1.9445561	-0.39559366	-0.081169762	-0.02020289	1.3716884	2.2781874	0.089173806	-0.15296049	-0.87835826	1.1826438	2.3379674	-2.2023079	0.30900731	0.1455	0.23020858	0.099174289	1.3340731	2.3452653	-0.02358638	-0.078009539	1.8881104	0.40580125	2.1000006	1	0.20106456	-0.0012218849	0.00025359941	8.6303899e-05	-0.00076508927	0.00035995662	-0.0024823198	0.00010090401	-0.0098063131	0.030057652	0.075475798	1.2632271	1.7112127	-0.55306446	-0.18876031	0.077788519	0.3906051	1.7564002	1.9401698	1.5346615	0.13753594	0.47515939	1.7768225	1.3874518	1.8720059	1.3842993	0.00017068629	0.0017463814	0.0020470671	0.00023738411	0.7242416	-0.2209759	1.9598551	-0.12729324	-0.45825824	0.21828004	-0.27671534	-0.029282833	-0.82847771	0.55001208	0.044466303	-0.31040121	0.39014015	0.56086881	0.51073111	0.041961526	0.43124916	0.062851457	-0.3632317	-0.26088527	-0.21801116	0.45846012	-0.029660914	-0.27610687	-0.54951415	0.82856071	-0.31035448	0.044347347	-0.55962391	-0.38918873	-0.14967493	-0.61979516	0.065374829	0.42820764	-0.21687857	-0.11039434	0.0071454689	-9.0737248e-05	-0.00011026232	0.00032222201	-0.0013480881	0.0096913616	0.0020559565	-0.030546064	2	2	0	0	-97.211314	R0:S0:1	1.3842993	-76.680157	uncorrelated	2	817c5bc	v2.2.6	YY	8	sharp_wc_2.0_b_50	self-energy/D/M	run_optim.py	2023-11-22@10:44
2x2_2C_8b_C2v_L	5.4703228	0	0	10.999094	2.5000884	-0.08427987	-3.8697021	-5.6113215	0.20862458	0.14695295	-5.2135434	-0.12983066	-5.2147982	12.085208	-0.00017263571	-0.00062837896	0.00018028216	-0.00012874698	-0.046051017	-0.013027371	-0.14564713	-0.010431811	0.15275634	-0.088907861	1.1835106	-0.87956886	2.2021889	-2.337479	0.14533628	0.30897405	-0.099303079	-0.23032103	-1.944895	-0.39593962	-0.081124803	-0.020170555	1.3718836	2.2783332	0.089038608	-0.15302626	-0.8787623	1.1827253	2.3378619	-2.2026064	0.30912922	0.14544109	0.23041366	0.099161636	1.3341552	2.3455926	-0.023542698	-0.077959973	1.8882989	0.40617622	2.1001006	1	0.20106456	-0.0012199161	0.00023345909	7.794654e-05	-0.00076084907	0.0003580001	-0.0024829482	0.00010197168	-0.0098001179	0.030061769	0.075644698	1.2632195	1.71118	-0.55311106	-0.18877221	0.0777941	0.39054036	1.7566752	1.9401519	1.5346241	0.13747633	0.47468906	1.7767054	1.387637	1.8720872	1.3842323	0.00017172469	0.0017330543	0.0020554771	0.00022450258	0.72378517	-0.22132419	1.959292	-0.12740421	-0.45828288	0.21798486	-0.27686213	-0.029326729	-0.82884616	0.54969375	0.044646495	-0.31053843	0.38992944	0.56069436	0.51109219	0.041937725	0.43146362	0.062693545	-0.36347641	-0.26054335	-0.2177226	0.45849298	-0.029686601	-0.27629016	-0.54919687	0.82891993	-0.31046077	0.044551072	-0.55945209	-0.38898418	-0.14947238	-0.62021481	0.065202361	0.42841025	-0.21660531	-0.11055176	0.0071257098	-7.8334431e-05	-0.00010181339	0.00031454228	-0.001341722	0.0097358764	0.0020499745	-0.030623737	2	2	0	0	-97.219015	R0:S0:1	1.3842323	-76.680957	uncorrelated	2	817c5bc	v2.2.6	YY	9	sharp_wc_2.0_b_50	self-energy/D/M	run_optim.py	2023-11-22@11:09
2x2_2C_8b_C2v_L	5.4710081	0	0	10.999094	2.5000884	-0.084097676	-3.8680422	-5.6113243	0.20857463	0.14671331	-5.2126345	-0.12960351	-5.2139382	12.085208	-0.00017498999	-0.00065600701	0.00019339133	-0.00013088435	-0.046101222	-0.013033217	-0.14557371	-0.010433314	0.15268489	-0.089042076	1.1833999	-0.87928884	2.2018515	-2.3374853	0.14537649	0.30881056	-0.099308987	-0.23008081	-1.9444956	-0.39559856	-0.081162184	-0.020204799	1.3716894	2.2781631	0.089181107	-0.15294534	-0.87840104	1.1825277	2.3379195	-2.2023365	0.30897065	0.14549096	0.23016637	0.099173641	1.3340702	2.3452149	-0.023583053	-0.07799037	1.8880726	0.40580375	2.1000006	1	0.20116456	-0.0012226473	0.00025390654	8.8790509e-05	-0.00076504577	0.00035964026	-0.0024838575	0.00010355531	-0.0098025408	0.030053	0.075462338	1.26323	1.7112161	-0.55305322	-0.18875272	0.077784557	0.39060752	1.7563667	1.9401811	1.534664	0.13754869	0.47522225	1.7768327	1.3873841	1.8719989	1.3843023	0.00017465032	0.0017532119	0.0020438905	0.00022800224	0.72422356	-0.22090925	1.9599665	-0.12725782	-0.45825995	0.21829326	-0.27666249	-0.029243789	-0.82844593	0.55003851	0.044435422	-0.3103925	0.39017274	0.56087642	0.51069268	0.041968313	0.43119814	0.06286387	-0.3632124	-0.26091736	-0.21803875	0.45845084	-0.0296296	-0.27604911	-0.5495352	0.82853951	-0.31032961	0.044333366	-0.55962168	-0.38923614	-0.14969239	-0.61976738	0.06537559	0.4281424	-0.21689779	-0.11039138	0.0071531739	-9.1231156e-05	-0.00011208303	0.00032036307	-0.0013484517	0.0096901419	0.0020552414	-0.030534525	2	2	0	0	-97.2104	R0:S0:1	1.3843023	-76.680957	uncorrelated	2	817c5bc	v2.2.6	YY	6	sharp_wc_2.0_b_50	self-energy/D/M	run_optim.py	2023-11-22@11:27
2x2_2C_8b_C2v_L	5.4712174	0	0	10.999094	2.5000884	-0.083979169	-3.8668494	-5.6113243	0.20856182	0.14660843	-5.2119376	-0.12943975	-5.2133932	12.085308	-0.00017471018	-0.00064653078	0.00018881846	-0.00013722155	-0.04613961	-0.013038986	-0.14552194	-0.01044591	0.15264386	-0.089170112	1.1832502	-0.8790445	2.2017829	-2.3376141	0.14542955	0.3087503	-0.099331815	-0.22997653	-1.9441868	-0.39551584	-0.081205723	-0.020270994	1.3717348	2.2781217	0.089283456	-0.15290391	-0.87827942	1.1824939	2.3379895	-2.2021863	0.30890862	0.1455405	0.23005251	0.099182971	1.334175	2.3449947	-0.023633809	-0.078037934	1.8879148	0.40566116	2.1000006	1	0.20106456	-0.001222834	0.00028720498	0.00010624073	-0.00076234934	0.00036550137	-0.0024938144	0.00010370669	-0.0097973863	0.030047419	0.075314966	1.2632336	1.711246	-0.55302121	-0.18875137	0.077784064	0.39067457	1.7561144	1.9402077	1.5346635	0.13762431	0.47556826	1.776935	1.3871697	1.871916	1.3843704	0.0001734922	0.0017459141	0.0020458496	0.00024083319	0.72439181	-0.22062409	1.9604772	-0.12716215	-0.45825032	0.21854084	-0.27644469	-0.029206041	-0.82818048	0.55031588	0.044290306	-0.31033442	0.39031666	0.56108186	0.51035225	0.042001146	0.43107318	0.063039285	-0.3630572	-0.26120374	-0.21827189	0.45845097	-0.029553317	-0.27588949	-0.54982074	0.82825311	-0.31027033	0.044186038	-0.55981422	-0.38936474	-0.14986249	-0.61940462	0.065547482	0.4280236	-0.217133	-0.11030656	0.0071613687	-0.00011203744	-0.00012909537	0.00031170731	-0.0013585673	0.0096723672	0.0020443602	-0.030483423	2	2	0	0	-97.20539	R0:S0:1	1.3843704	-76.681757	uncorrelated	2	817c5bc	v2.2.6	YY	5	sharp_wc_2.0_b_50	self-energy/D/M	run_optim.py	2023-11-22@11:41
2x2_2C_8b_C2v_L	5.4702225	0	0	10.999134	2.5001284	-0.084750218	-3.8721878	-5.6107952	0.20850265	0.14735724	-5.2149497	-0.1301912	-5.2177844	12.085208	-0.00017923138	-0.00063434532	0.00018339207	-0.00013528802	-0.045916745	-0.012995824	-0.14572814	-0.010410996	0.15303573	-0.088581777	1.1801002	-0.88213989	2.2049533	-2.3358437	0.14519597	0.3091377	-0.099214212	-0.23080281	-1.9415752	-0.39535295	-0.081080047	-0.020030993	1.3775656	2.2788695	0.088657839	-0.15325205	-0.8828253	1.1807256	2.3354358	-2.2043128	0.30927804	0.14528928	0.23086429	0.099051687	1.3392723	2.3461569	-0.023423845	-0.077845076	1.8850668	0.4056912	2.1000406	1	0.20110456	-0.0012134374	0.00028469768	0.00010638082	-0.0007603713	0.00035931075	-0.0025024528	0.00011539264	-0.0098550303	0.030058103	0.076019041	1.2632139	1.7111308	-0.5531603	-0.18877508	0.07779425	0.3904165	1.757119	1.9404361	1.5343466	0.13739797	0.47355374	1.776669	1.3880321	1.8721405	1.3841065	0.00017864521	0.0017320641	0.0020542489	0.00023450664	0.72263344	-0.2219857	1.9580704	-0.12775953	-0.45858844	0.21737976	-0.27560224	-0.028801342	-0.8300724	0.54895134	0.044991804	-0.31081056	0.38937149	0.5604439	0.51080978	0.041727768	0.43212623	0.062265279	-0.36531169	-0.25975249	-0.21711568	0.45872486	-0.028695064	-0.27573918	-0.5484519	0.82995221	-0.31072629	0.044940384	-0.55912829	-0.38835846	-0.14958394	-0.62115038	0.064761513	0.42896309	-0.21553872	-0.11054044	0.0070741563	-0.00011108606	-0.00012927397	0.0003187688	-0.0013152663	0.0099704753	0.0020288133	-0.030983547	2	2	0	0	-97.23347	R0:S0:1	1.3841065	-76.680637	uncorrelated	2	817c5bc	v2.2.6	YY	8	sharp_wc_2.0_b_50	self-energy/D/M	run_optim.py	2023-11-22@12:04
2x2_2C_8b_C2v_L	5.4705684	0	0	10.99915	2.5001444	-0.08431696	-3.8696488	-5.611232	0.20859899	0.14699954	-5.2135008	-0.12985044	-5.2151033	12.085208	-0.00017490953	-0.0006460632	0.00018718074	-0.00012966173	-0.046034649	-0.013020219	-0.1456447	-0.010426036	0.15278338	-0.08889125	1.1829964	-0.87978795	2.2025148	-2.3372749	0.14531845	0.30898166	-0.099297107	-0.23038513	-1.9442256	-0.39567082	-0.081133222	-0.020151941	1.3728299	2.2784027	0.089012099	-0.15304266	-0.87923896	1.182439	2.3375292	-2.202763	0.30913643	0.14542727	0.23045902	0.099138528	1.3350229	2.3456168	-0.023528271	-0.077939588	1.8876842	0.40591369	2.1000566	1	0.20098056	-0.0012190976	0.00024358725	8.3011606e-05	-0.00076379627	0.00036047181	-0.0024781169	0.00011066116	-0.0098084082	0.030062918	0.075673421	1.2632192	1.7111757	-0.55311408	-0.188772	0.077794697	0.3905262	1.7566913	1.9401901	1.5345974	0.13747846	0.47457555	1.7767154	1.3876667	1.8720774	1.384218	0.00017457298	0.0017450194	0.0020497557	0.00022565606	0.72363214	-0.22138847	1.9591465	-0.12745073	-0.45832596	0.21794522	-0.27667017	-0.029262951	-0.82895946	0.54963267	0.044669892	-0.31055943	0.38986134	0.56070882	0.5109745	0.041895051	0.43155803	0.0626561	-0.36375061	-0.26048598	-0.21768076	0.45851989	-0.02954312	-0.27621299	-0.54913475	0.82900196	-0.31048662	0.04457394	-0.55942989	-0.3888712	-0.14953939	-0.62031195	0.065158687	0.42846251	-0.21648448	-0.1104953	0.0071222723	-8.4742406e-05	-0.00010671913	0.00032130741	-0.0013229364	0.009758999	0.0020311878	-0.03067984	2	2	0	0	-97.219155	R0:S0:1	1.384218	-76.680509	uncorrelated	2	817c5bc	v2.2.6	YY	3	sharp_wc_2.0_b_50	self-energy/D/M	run_optim.py	2023-11-22@12:12
2x2_2C_8b_C2v_L	5.4702582	0	0	10.999172	2.5001668	-0.084633268	-3.8717939	-5.6108856	0.20855061	0.14731901	-5.2152048	-0.13017478	-5.2175386	12.085208	-0.0001750435	-0.00067283865	0.00020750824	-0.00013487246	-0.045946995	-0.013005594	-0.145737	-0.010415559	0.15294601	-0.088649274	1.1813326	-0.88136507	2.2040608	-2.3363631	0.14521988	0.30912855	-0.099254842	-0.23073875	-1.9425666	-0.3958229	-0.081101621	-0.020053945	1.3762508	2.2788211	0.088755491	-0.15319185	-0.88148983	1.1814265	2.3362491	-2.2038134	0.30928126	0.14531551	0.2308024	0.099084315	1.3380951	2.3461471	-0.023445433	-0.077871367	1.8859836	0.40614282	2.100079	1	0.20104696	-0.0012174853	0.00026479281	9.1539297e-05	-0.00076793589	0.00035782435	-0.0024909547	0.00011444465	-0.0098610121	0.030064916	0.075944337	1.2632125	1.711135	-0.55316198	-0.18877966	0.077797171	0.39042966	1.7570708	1.940329	1.5344277	0.13740597	0.47378003	1.7766774	1.3880169	1.8721383	1.3841193	0.00017273457	0.0017594877	0.0020308516	0.00023378908	0.72290998	-0.22190387	1.9582678	-0.12772543	-0.45847344	0.21748619	-0.27611617	-0.028992464	-0.82976663	0.54910511	0.044955747	-0.31076452	0.38949331	0.5605022	0.51092331	0.041811329	0.43199239	0.062346311	-0.3648779	-0.25990612	-0.21722236	0.45864521	-0.029060272	-0.27598473	-0.54860914	0.8297164	-0.31068402	0.044883271	-0.55919667	-0.38846505	-0.14954305	-0.62093875	0.064844916	0.42884521	-0.21577419	-0.11062722	0.0070971741	-9.8782512e-05	-0.00011457973	0.00033997182	-0.0013010868	0.0099119309	0.0020224751	-0.030876457	2	2	0	0	-97.23281	R0:S0:1	1.3841193	-76.68033	uncorrelated	2	817c5bc	v2.2.6	YY	8	sharp_wc_2.0_b_50	self-energy/D/M	run_optim.py	2023-11-22@12:35
2x2_2C_8b_C2v_L	5.4698822	0	0	10.999212	2.500206	-0.084925886	-3.8737924	-5.6108446	0.20855222	0.14762185	-5.2164456	-0.13043701	-5.2192219	12.085208	-0.00017592948	-0.00067770489	0.00020548231	-0.00014216174	-0.045857274	-0.012984856	-0.14581228	-0.01039928	0.15310045	-0.088440376	1.1801787	-0.88247615	2.2052956	-2.3357859	0.14514344	0.30928813	-0.099228479	-0.23105481	-1.9411119	-0.39581303	-0.081045042	-0.019980402	1.3791781	2.2791319	0.088522977	-0.15333362	-0.88319608	1.1808283	2.3353673	-2.2046231	0.30943754	0.14523306	0.23111579	0.099046464	1.3407442	2.3466328	-0.023367492	-0.077778084	1.884442	0.40618868	2.1001182	1	0.20103816	-0.0012210417	0.00029628355	0.00011374515	-0.00077294669	0.00036964935	-0.0025219435	0.00011684777	-0.0098727063	0.030067916	0.07620105	1.2632039	1.711091	-0.55321908	-0.1887917	0.077802704	0.39033553	1.7574386	1.9404118	1.5343139	0.13732382	0.47303645	1.7766134	1.3882963	1.8721871	1.3840227	0.00017180759	0.0017628333	0.0020350516	0.00024673919	0.72214223	-0.2223915	1.9574697	-0.12798204	-0.45859743	0.21707031	-0.27579708	-0.028855232	-0.8304633	0.54860563	0.045222618	-0.31094841	0.38916281	0.56027656	0.51092615	0.041710617	0.43234924	0.062081142	-0.36590736	-0.25938049	-0.21679472	0.45875829	-0.028739251	-0.2759426	-0.54810996	0.83032817	-0.31086328	0.04515995	-0.55895164	-0.38812034	-0.14951993	-0.62157837	0.064566041	0.42914878	-0.21514142	-0.11072635	0.0071022208	-0.00011873535	-0.00013695779	0.00035185375	-0.0013185168	0.010072871	0.0020212132	-0.031099006	2	2	0	0	-97.244252	R0:S0:1	1.3840227	-76.680016	uncorrelated	2	817c5bc	v2.2.6	YY	9	sharp_wc_2.0_b_50	self-energy/D/M	run_optim.py	2023-11-22@13:00
