CDMFT_iterations	CDMFT_method	D	D_ave	E0_1	E_kin	GS_consistency	M	M_ave	U	U_1_ave	convergence	dist_function	eb1_1	eb1_1_ave	eb2_1_ave	eb3_1	eb3_1_ave	eb4_1_ave	eb5_1_ave	eb6_1_ave	eb7_1	eb7_1_ave	eb8_1_ave	githash	model	mu	mu_1_ave	mu_ave	n_1	sb1_1	sb1_1_ave	sb2_1	sb2_1_ave	sb3_1	sb3_1_ave	sb4_1	sb4_1_ave	sb5_1_ave	sb6_1_ave	sb7_1	sb7_1_ave	sb8_1	sb8_1_ave	script	sector_1	t	t_1_ave	t_ave	tbA1down_1	tbA1down_1_ave	tbA1up_1	tbA1up_1_ave	tbA2down_1_ave	tbA2up_1_ave	tbA3down_1	tbA3down_1_ave	tbA3up_1	tbA3up_1_ave	tbA4down_1_ave	tbA4up_1_ave	tbA5down_1_ave	tbA5up_1_ave	tbA6down_1_ave	tbA6up_1_ave	tbA7down_1	tbA7down_1_ave	tbA7up_1	tbA7up_1_ave	tbA8down_1_ave	tbA8up_1_ave	tbB1down_1	tbB1down_1_ave	tbB1up_1	tbB1up_1_ave	tbB2down_1_ave	tbB2up_1_ave	tbB3down_1	tbB3down_1_ave	tbB3up_1	tbB3up_1_ave	tbB4down_1_ave	tbB4up_1_ave	tbB5down_1_ave	tbB5up_1_ave	tbB6down_1_ave	tbB6up_1_ave	tbB7down_1	tbB7down_1_ave	tbB7up_1	tbB7up_1_ave	tbB8down_1_ave	tbB8up_1_ave	time	tp	tp_ave	trb1_1	trb1_1_ave	trb2_1	trb2_1_ave	trb3_1	trb3_1_ave	trb4_1	trb4_1_ave	trb5_1	trb5_1_ave	trb6_1	trb6_1_ave	trb7_1	trb7_1_ave	trb8_1	trb8_1_ave	version	
25	Broyden	0	-2.590212492e-06	-23.17422291	-1.275261592	Y	0	0.6348840744	4.840593742	0.105771429	self-energy	sharp_wc_2_b_35	2.194944491	0.09593518793	1.906066381	1.256882245	0.03659951075	1.969888911	0.02989439317	0.006016250057	1.282114856	0.2013845447	1.779897443	a248bdd	2x2_2C_8b_C2v_L	2.420296871	0.9945293277	0.9994267727	0.9999945464800536	0.3877329223	-0.2075504561	0.2274176429	-0.6228467529	-0.0001270783282	0.0004450811971	4.325779562e-05	-4.958262847e-05	-0.0003524672635	0.0001068158226	-1.39481113e-05	1.762102125e-05	-2.226724525e-05	9.647228663e-05	boucle_1bande_AF.py	R0:S0:1	1	-0.6612672772	-1.275261592	-0.08206982812	0.2141709103	0.7519868068	-0.4924157977	-0.4632031336	-0.1877488229	-0.042305214	0.09337722959	0.2452879554	-0.2143452797	-0.1883578654	-0.07249313543	-0.01027028694	0.2881962605	0.03824907434	-0.0540270314	-0.007221511435	-0.009219043589	0.6908059175	-0.8064307966	-0.8374890952	0.01180463684	-0.7519512178	0.4922776096	0.08250811849	-0.2142654759	0.1876695218	0.4632913338	-0.2453252881	0.2145455158	0.04180647156	-0.0932518104	0.07260795661	0.188202448	-0.2881372656	0.01034907484	0.05461492779	-0.03823351312	0.6907898921	-0.8064045967	-0.007268807462	-0.009208731704	0.01182184381	-0.8374631775	2025-01-22@15:08	0	0.0001027951756	8.645486967e-05	-5.008684104e-05	-4.147155934e-05	9.776379383e-05	0.1886172337	-0.677193365	-0.3856043052	0.2774306636	0.08883743247	-0.2425007675	0.06204707431	-0.1757967996	-0.007970307127	0.006914744988	0.005794998976	-0.02911849773	v2.7.1	
2	Broyden	0	-8.553296687e-07	-23.1405581	-1.277511242	Y	0	0.6334268434	4.820593742	0.1062095797	self-energy	sharp_wc_2_b_35	2.194755672	0.09608810308	1.905704623	1.255683264	0.03709795722	1.96963304	0.03029096676	0.006118954847	1.280263647	0.2024337277	1.778643345	a248bdd	2x2_2C_8b_C2v_L	2.410296871	0.9945112195	0.9994290407	0.9999975469681337	0.389736943	-0.2085269229	0.2291238664	-0.6285094895	-4.569887795e-05	0.0001614314887	-3.319414683e-06	-1.392092534e-06	-0.0001270205789	-1.520386186e-05	-2.552111297e-06	-1.504444697e-06	6.268665323e-07	1.34890325e-05	boucle_1bande_AF.py	R0:S0:1	1	-0.6621479035	-1.277511242	-0.08184033277	0.2145239562	0.7515185293	-0.4922446188	-0.4631940275	-0.1880435431	-0.04232964218	0.09399068114	0.2461861213	-0.2155103842	-0.1891528195	-0.07298747375	-0.01045265433	0.2898801893	0.03862615255	-0.05465005031	-0.00753311436	-0.009368059806	0.6908142064	-0.808359788	-0.8396812145	0.01199786577	-0.7515173459	0.4921953401	0.0820200584	-0.2145582674	0.1880083893	0.463237568	-0.2462374434	0.2156131219	0.04215024548	-0.09393171366	0.07301529991	0.1891281829	-0.2898170275	0.0104820644	0.05486362705	-0.03861419677	0.6908002681	-0.8083502295	-0.007549894144	-0.009365793743	0.01200385791	-0.8396602491	2025-01-22@15:11	0	9.94439247e-05	2.371851521e-05	-1.157990911e-05	-1.027375114e-05	2.389341794e-05	0.1896466981	-0.682487828	-0.386446885	0.2780427887	0.08950316936	-0.2449854251	0.06252626259	-0.1776859541	-0.008006035688	0.006900387276	0.005825045077	-0.02942054181	v2.7.1	
2	Broyden	0	-1.03463132e-06	-23.08776056	-1.279808418	Y	0	0.6317461653	4.800593742	0.1066653111	self-energy	sharp_wc_2_b_35	2.194053149	0.09617004156	1.905441398	1.252145818	0.03754151108	1.969324729	0.03081244124	0.00621319297	1.272917261	0.2037584575	1.777022357	a248bdd	2x2_2C_8b_C2v_L	2.400296871	0.9944944205	0.9994311787	1.0000033750539712	0.3915241963	-0.2093378134	0.2306000737	-0.6337210195	-2.687463289e-05	9.283762774e-05	-1.980050124e-05	1.738207485e-05	-7.434309559e-05	-6.076455596e-05	-1.370625334e-05	3.099095738e-05	-1.592623964e-05	6.099028178e-05	boucle_1bande_AF.py	R0:S0:1	1	-0.6631605862	-1.279808418	-0.08164946856	0.2148789967	0.7505726128	-0.491825115	-0.4628677038	-0.1883094052	-0.04166725755	0.09460349527	0.2473806657	-0.2168045245	-0.190573332	-0.07379144238	-0.010487295	0.2920356913	0.03916302694	-0.05433515732	-0.007031773843	-0.009474932018	0.6896499952	-0.810620024	-0.842295653	0.01205175379	-0.7507375508	0.4919420738	0.08157348123	-0.2148197627	0.1882759982	0.4629503018	-0.2473361537	0.2167558076	0.041700893	-0.09462596483	0.07379967851	0.190548355	-0.2920880195	0.01048321999	0.05429542006	-0.03916988074	0.6896330856	-0.810601897	-0.007041890618	-0.009474801503	0.01205470115	-0.8422845465	2025-01-22@15:14	0	9.482200546e-05	-8.626908157e-05	6.336781476e-05	4.283166788e-05	-0.0001165431601	0.1900888415	-0.6863451378	-0.386750353	0.2783137404	0.09024407136	-0.2479532427	0.06284860756	-0.1793308671	-0.008084322905	0.006980639178	0.0059362343	-0.03003463197	v2.7.1	
2	Broyden	0	-1.133329632e-06	-23.03221752	-1.28211507	Y	0	0.6300545387	4.780593742	0.1071237992	self-energy	sharp_wc_2_b_35	2.191743865	0.09638101033	1.905144583	1.248094832	0.03805396714	1.969023362	0.0312594269	0.006292422721	1.266121135	0.2051005533	1.775409098	a248bdd	2x2_2C_8b_C2v_L	2.390296871	0.9944703461	0.9994331268	1.0000040108483412	0.3932834894	-0.210222484	0.2320966961	-0.6392616499	-3.897458247e-05	0.000137322259	-1.543571095e-05	1.397550524e-05	-0.0001083786667	-4.936424465e-05	-1.589620138e-05	3.246504191e-05	-1.626372213e-05	6.584033483e-05	boucle_1bande_AF.py	R0:S0:1	1	-0.66412829	-1.28211507	-0.08194581698	0.2153599313	0.7496663127	-0.4917757667	-0.4625405878	-0.1885169825	-0.04129559849	0.0951519037	0.2481007122	-0.2177585604	-0.1916422043	-0.07438656896	-0.01053258821	0.293810426	0.03965056036	-0.05408290603	-0.00677020693	-0.009580545386	0.6886262122	-0.8129287785	-0.8449177413	0.01212312321	-0.7498831458	0.4919206137	0.08188019731	-0.2152890452	0.1884656578	0.4626559301	-0.2480388845	0.217705852	0.04129600139	-0.0951729896	0.07440933897	0.1915889638	-0.2938821887	0.01053314	0.05408248298	-0.03965958488	0.6886012995	-0.8129009708	-0.006785525998	-0.009579296787	0.01212806576	-0.8449016535	2025-01-22@15:17	0	9.239317049e-05	-0.0001013687231	7.604201578e-05	5.480747982e-05	-0.0001507955581	0.190985095	-0.6919533506	-0.3873197785	0.2789237979	0.09094657961	-0.2508877528	0.06296303226	-0.180428863	-0.008221245594	0.007202939827	0.006060759851	-0.03070276003	v2.7.1	
CDMFT_iterations	CDMFT_method	D	D_ave	E0_1	E_kin	GS_consistency	M	M_ave	U	U_1_ave	convergence	dist_function	eb1_1	eb1_1_ave	eb2_1_ave	eb3_1	eb3_1_ave	eb4_1_ave	eb5_1_ave	eb6_1_ave	eb7_1	eb7_1_ave	eb8_1_ave	githash	model	mu	mu_1_ave	mu_ave	n_1	sb1_1	sb1_1_ave	sb2_1	sb2_1_ave	sb3_1	sb3_1_ave	sb4_1	sb4_1_ave	sb5_1_ave	sb6_1_ave	sb7_1	sb7_1_ave	sb8_1	sb8_1_ave	script	sector_1	t	t_1_ave	t_ave	tbA1down_1	tbA1down_1_ave	tbA1up_1	tbA1up_1_ave	tbA2down_1_ave	tbA2up_1_ave	tbA3down_1	tbA3down_1_ave	tbA3up_1	tbA3up_1_ave	tbA4down_1_ave	tbA4up_1_ave	tbA5down_1_ave	tbA5up_1_ave	tbA6down_1_ave	tbA6up_1_ave	tbA7down_1	tbA7down_1_ave	tbA7up_1	tbA7up_1_ave	tbA8down_1_ave	tbA8up_1_ave	tbB1down_1	tbB1down_1_ave	tbB1up_1	tbB1up_1_ave	tbB2down_1_ave	tbB2up_1_ave	tbB3down_1	tbB3down_1_ave	tbB3up_1	tbB3up_1_ave	tbB4down_1_ave	tbB4up_1_ave	tbB5down_1_ave	tbB5up_1_ave	tbB6down_1_ave	tbB6up_1_ave	tbB7down_1	tbB7down_1_ave	tbB7up_1	tbB7up_1_ave	tbB8down_1_ave	tbB8up_1_ave	time	tp	tp_ave	trb1_1	trb1_1_ave	trb2_1	trb2_1_ave	trb3_1	trb3_1_ave	trb4_1	trb4_1_ave	trb5_1	trb5_1_ave	trb6_1	trb6_1_ave	trb7_1	trb7_1_ave	trb8_1	trb8_1_ave	version	
28	Broyden	0	7.774084435e-06	-220.1886537	-1.2312069	Y	0	0.7232479454	4.840593742	0.1023494062	self-energy	sharp_wc_2_b_35	38.03930241	0.1078018073	1.895053183	26.04004124	0.1494660151	1.962095499	0.0006091969499	0.0007330638335	28.80950111	0.110617787	1.889533602	a248bdd	2x2_2C_8b_C2v_L	2.420296871	0.9982534392	0.9999949927	0.9969290689165189	3.593487681	-0.2722102692	-3.370017588	0.947425071	-0.02321398088	0.01421048429	-0.009943151038	-0.006467254354	-0.005301023484	-0.001486616778	0.002893114731	-0.002529065441	0.002548341608	-0.002196445449	boucle_1bande_AF.py	R0:S0:1	1	-0.5284075543	-1.2312069	0.5572306375	0.005494775374	7.671164457	-0.7191865736	-0.4006239374	-0.024531408	-0.4756943685	0.02575386768	0.09819397369	-0.01349071688	-0.004877901032	-0.007454021539	4.683114277e-05	0.05689255203	0.0009218197399	-0.01599993364	0.02032139095	-0.0004533307022	2.678510659	-0.3096631166	-0.3098567677	0.0005942802029	-0.5881668765	0.02969045149	6.267607553	-0.288458125	0.1044698199	0.0579946224	-0.4516631053	0.06486024873	0.1225034604	-0.005058392502	0.001807420457	0.02972231138	-0.01207747921	0.0004426600856	0.06069180006	-0.0004459838644	2.71796051	-0.3135741702	0.01337529254	-0.0005960928563	0.0005336083458	-0.3141729405	2025-01-22@15:19	0	3.918479265e-05	3.492924302	-0.2644534495	3.439799537	-0.9662670419	-4.697278215	1.873040318	-4.837112278	0.5100124405	-0.1816173237	0.04945350961	-0.1938368355	0.05714377369	-4.879194962	1.12946797	4.854666965	-1.131441212	v2.7.1	
2	Broyden	0	-2.591348621e-06	-22.95568311	-1.284460523	Y	0	0.6282140424	4.760593742	0.1075968658	self-energy	sharp_wc_2_b_35	2.185115257	0.09664358657	1.904765292	1.240803939	0.03855912853	1.968787995	0.0316307699	0.006370009461	1.257252503	0.2066131978	1.773594	a248bdd	2x2_2C_8b_C2v_L	2.380296871	0.9944470251	0.9994347232	1.0000053428721905	0.3944381192	-0.2109515832	0.2332464768	-0.6445829306	-4.623848962e-05	0.0001577224419	-5.117867962e-05	4.416857775e-05	-0.0001307766999	-0.0001578881083	-1.464717653e-05	2.926411801e-05	-2.542005615e-05	0.0001032014554	boucle_1bande_AF.py	R0:S0:1	1	-0.6651888824	-1.284460523	-0.0820321726	0.2159249495	0.7483371012	-0.4918240907	-0.4624209844	-0.1888466081	-0.04153881204	0.09571006428	0.2480968185	-0.2185399164	-0.1920757793	-0.07466459967	-0.01073401638	0.2951576506	0.04014278612	-0.05469176189	-0.007094427694	-0.009706229693	0.6872075024	-0.8154711008	-0.8477886851	0.01232894411	-0.7485417393	0.4919690138	0.0819411563	-0.2158501136	0.1888033147	0.4625353952	-0.2480259991	0.2184775906	0.04154531211	-0.09573618592	0.07468867662	0.1920215484	-0.2952381584	0.01073783112	0.05468232157	-0.04015400351	0.6871949714	-0.8154502504	-0.007103638212	-0.009710810877	0.01232974207	-0.8477810684	2025-01-22@15:19	0	9.077618819e-05	-9.768430079e-05	6.462733322e-05	5.250269276e-05	-0.0001413640195	0.1916865485	-0.6976418287	-0.3874752662	0.2795355982	0.0913702429	-0.2535284995	0.06257090525	-0.1803442095	-0.008335503767	0.007530456395	0.006388794985	-0.03179176763	v2.7.1	
1	Broyden	0	7.708266874e-06	-220.2198883	-1.229314481	Y	0	0.7243357446	4.860593742	0.1021916725	self-energy	sharp_wc_2_b_35	38.03933848	0.1077800409	1.895062423	26.04005703	0.149322634	1.962011232	0.0006093107999	0.0007320573983	28.80949893	0.1105576143	1.889596602	a248bdd	2x2_2C_8b_C2v_L	2.430296871	0.9982539475	0.9999945855	0.996929156068118	3.593101141	-0.2727885108	-3.370307517	0.9467908738	-0.02329942056	0.01423693761	-0.01010779561	-0.006454931635	-0.005324110172	-0.001533903655	0.00287722647	-0.002516173168	0.002522739853	-0.002180712324	boucle_1bande_AF.py	R0:S0:1	1	-0.5275118075	-1.229314481	0.5572250801	0.005482544405	7.671021386	-0.7191028026	-0.4011253593	-0.02448446196	-0.4755579422	0.02570321792	0.09833004792	-0.01349385621	-0.004914790776	-0.007452042428	4.7939309e-05	0.05689586134	0.0009223724899	-0.01596578634	0.02025592813	-0.0004502216247	2.678047972	-0.3095399893	-0.3097334335	0.000591621032	-0.5881081133	0.02972596341	6.267712629	-0.2878505089	0.1043504598	0.05797700456	-0.4517982062	0.06484484228	0.1222753124	-0.005041937246	0.001820423169	0.02978263436	-0.01209310457	0.0004414098116	0.0606579043	-0.0004472424124	2.71734792	-0.3134354459	0.01344835119	-0.0005941846328	0.0005307767338	-0.3140340841	2025-01-22@15:22	0	3.964477879e-05	3.492649852	-0.2650073214	3.440001042	-0.9655778811	-4.697377158	1.871584992	-4.836871797	0.5111044295	-0.1816599656	0.04945312507	-0.1937317692	0.05709745989	-4.879132753	1.129237231	4.854599983	-1.131175463	v2.7.1	
2	Broyden	0	-2.32124287e-06	-22.79966065	-1.286795097	Y	0	0.626294738	4.740593742	0.1080558569	self-energy	sharp_wc_2_b_35	2.149852778	0.09700500143	1.904242045	1.222867588	0.03851699395	1.968623963	0.03196894383	0.006453257079	1.251962086	0.2079762614	1.771919545	a248bdd	2x2_2C_8b_C2v_L	2.370296871	0.9944450863	0.9994309481	1.0000056712378238	0.3901471266	-0.2100718105	0.2294303452	-0.6406775253	-4.315441461e-05	0.0001478378305	-5.193941238e-05	4.53597105e-05	-0.0001219545208	-0.0001610561418	-1.549245359e-05	3.167719731e-05	-2.239353886e-05	9.518247239e-05	boucle_1bande_AF.py	R0:S0:1	1	-0.6666761835	-1.286795097	-0.07969755127	0.2165539055	0.7435866565	-0.4922797446	-0.4638825589	-0.1899991134	-0.04230983181	0.09638707734	0.2472213041	-0.2194438531	-0.19223993	-0.07472373242	-0.01103482775	0.2966830418	0.04058656106	-0.05612565695	-0.007583993686	-0.009799572507	0.6865288325	-0.8177880139	-0.8504651808	0.01261129982	-0.743785137	0.4924211343	0.07961169242	-0.216480925	0.1899563966	0.4639952375	-0.247150882	0.2193820156	0.04231610979	-0.09641324283	0.07474804846	0.1921851497	-0.2967632524	0.01103841791	0.05611670175	-0.04059821587	0.6865186079	-0.8177693452	-0.007592638527	-0.009804133188	0.01261189859	-0.8504597047	2025-01-22@15:22	0	8.580882383e-05	-9.45498178e-05	6.309073715e-05	5.000514874e-05	-0.0001355627423	0.1889912276	-0.6933914499	-0.3850289149	0.2793425005	0.09058550208	-0.2538456669	0.06163985896	-0.1795017309	-0.008396923167	0.007747270707	0.006534904076	-0.03231583176	v2.7.1	
1	Broyden	0	7.424637207e-06	-220.2398677	-1.227375665	Y	0	0.7254103117	4.880593742	0.1019997253	self-energy	sharp_wc_2_b_35	38.03991881	0.1077318948	1.89511056	26.04062149	0.1490875841	1.961952688	0.0006128036968	0.0007264337159	28.80973702	0.1104081526	1.889751372	a248bdd	2x2_2C_8b_C2v_L	2.440296871	0.9982458021	0.9999945381	0.9969365782032062	3.592159056	-0.2732858101	-3.370239169	0.9460779213	-0.02418551937	0.01449094663	-0.01099871361	-0.006340116663	-0.005574390299	-0.001789303644	0.002721776605	-0.002436975436	0.002357009079	-0.002092031925	boucle_1bande_AF.py	R0:S0:1	1	-0.5266763571	-1.227375665	0.5569781974	0.005463836051	7.669432161	-0.718926268	-0.401536051	-0.02441868584	-0.4742875668	0.02567852766	0.0993172014	-0.01351594397	-0.005072486592	-0.007517496239	5.645282199e-05	0.05705941072	0.0009293968401	-0.01575241747	0.01972547152	-0.0004445712505	2.675315758	-0.3091740349	-0.3093633936	0.0005859110992	-0.5875721627	0.02975936809	6.267602909	-0.287218878	0.1042206776	0.05794028217	-0.4531334126	0.06489397873	0.1206851454	-0.005032292213	0.001885651551	0.029979724	-0.01222611233	0.0004287053173	0.06047467486	-0.0004562329429	2.713429621	-0.312944191	0.01401913001	-0.0005910870382	0.0005253670836	-0.313540134	2025-01-22@15:25	0	4.015571314e-05	3.492638004	-0.2655848343	3.439303591	-0.9647030394	-4.695816266	1.869612254	-4.834921593	0.5119779386	-0.1819308608	0.0495205143	-0.1928845193	0.05683771895	-4.877619405	1.128776898	4.853075862	-1.130659219	v2.7.1	
