CDMFT_iterations	CDMFT_method	D	D_ave	E0_1	E_kin	GS_consistency	M	M_ave	U	U_1_ave	convergence	dist_function	eb1_1	eb1_1_ave	eb2_1	eb2_1_ave	eb3_1	eb3_1_ave	eb4_1	eb4_1_ave	eb5_1	eb5_1_ave	eb6_1	eb6_1_ave	eb7_1	eb7_1_ave	eb8_1	eb8_1_ave	githash	model	mu	mu_1_ave	mu_ave	n_1	sb1_1	sb1_1_ave	sb2_1	sb2_1_ave	sb3_1	sb3_1_ave	sb4_1	sb4_1_ave	sb5_1	sb5_1_ave	sb6_1	sb6_1_ave	sb7_1	sb7_1_ave	sb8_1	sb8_1_ave	script	sector_1	t	t_1_ave	t_ave	tbA1down_1	tbA1down_1_ave	tbA1up_1	tbA1up_1_ave	tbA2down_1	tbA2down_1_ave	tbA2up_1	tbA2up_1_ave	tbA3down_1	tbA3down_1_ave	tbA3up_1	tbA3up_1_ave	tbA4down_1	tbA4down_1_ave	tbA4up_1	tbA4up_1_ave	tbA5down_1	tbA5down_1_ave	tbA5up_1	tbA5up_1_ave	tbA6down_1	tbA6down_1_ave	tbA6up_1	tbA6up_1_ave	tbA7down_1	tbA7down_1_ave	tbA7up_1	tbA7up_1_ave	tbA8down_1	tbA8down_1_ave	tbA8up_1	tbA8up_1_ave	tbB1down_1	tbB1down_1_ave	tbB1up_1	tbB1up_1_ave	tbB2down_1	tbB2down_1_ave	tbB2up_1	tbB2up_1_ave	tbB3down_1	tbB3down_1_ave	tbB3up_1	tbB3up_1_ave	tbB4down_1	tbB4down_1_ave	tbB4up_1	tbB4up_1_ave	tbB5down_1	tbB5down_1_ave	tbB5up_1	tbB5up_1_ave	tbB6down_1	tbB6down_1_ave	tbB6up_1	tbB6up_1_ave	tbB7down_1	tbB7down_1_ave	tbB7up_1	tbB7up_1_ave	tbB8down_1	tbB8down_1_ave	tbB8up_1	tbB8up_1_ave	time	tp	tp_1_ave	tp_ave	trb1_1	trb1_1_ave	trb2_1	trb2_1_ave	trb3_1	trb3_1_ave	trb4_1	trb4_1_ave	trb5_1	trb5_1_ave	trb6_1	trb6_1_ave	trb7_1	trb7_1_ave	trb8_1	trb8_1_ave	version	
0	Broyden	0	-0.1884846581	-11.7363607	-1.406543999	Y	0	-0.0002888093213	4.000593742	0.1448075636	self-energy	sharp_wc_2_b_35	0.5906714225	0.09588654426	0.5874107279	0.09523322173	0.1893572333	0.2284878577	0.1913163768	0.2280203016	0.3912143903	0.7633882411	0.6225225183	0.1060405456	0.6224831571	0.1060437628	0.391186693	0.7633971149	a248bdd	2x2_2C_8b_C2v_L	2.000296871	1.000645785	1.000690558	1.0000045677150708	0.06465024168	-0.07890451326	0.4029731651	-0.4944649016	-0.2119897329	1.70541045	0.05542450732	-0.4448402001	0.2362419038	-2.173884895	-0.224576707	0.7734250019	-0.2245386042	0.773274045	0.236259174	-2.174056602	boucle_1bande_AF.py	R0:S0:1	1	-0.7561375637	-1.406537375	0.4061266709	-0.1241495769	0.4050843851	-0.1237889396	-0.06151674721	0.01892254579	-0.06812176311	0.02093220275	0.04981820654	-0.1003883324	0.06054921737	-0.1220664681	0.2137883017	-0.4297998451	0.2108191989	-0.4240062356	-0.2347560241	0.5441600751	-0.2342777454	0.5434918991	-0.2295410289	0.2033416804	-0.2301827755	0.2043093091	0.2290599949	-0.2027484478	0.2296449096	-0.2036297663	0.2343454889	-0.5434487336	0.2338367934	-0.5427326695	-0.4062175867	0.1242088619	-0.4051397163	0.123946085	0.06151708737	-0.01890679227	0.068120536	-0.02093657173	0.04977002932	-0.1003539455	0.06057646133	-0.1220962605	0.213565482	-0.4296404448	0.2109043474	-0.4240971488	0.2343340825	-0.5432341416	0.2339039923	-0.5430331823	0.2290015361	-0.2024783455	0.2296536113	-0.2038064753	0.2295298436	-0.2031750133	0.2302283837	-0.204552142	0.2346774899	-0.5438498923	0.2342842816	-0.5437120493	2025-01-16@11:48	-0.002272954803	0.0007239228762	0.002914414867	-0.003291308056	0.004041333012	0.0005199369398	-0.00063955349	-0.001412526877	0.01134887579	-0.005409175664	0.0434080637	-0.0002263647254	0.0008229028472	-0.0003312657121	0.002302828486	-0.0003287468416	0.00227632643	-0.0002041898182	0.0007912565335	v2.7.1	
0	Broyden	0	-0.1884846581	-11.7363607	-1.406543999	Y	0	-0.0002888093214	4.000593742	0.1448075636	self-energy	sharp_wc_2_b_35	0.5906714225	0.09588654426	0.5874107279	0.09523322173	0.1893572333	0.2284878577	0.1913163768	0.2280203016	0.3912143903	0.7633882411	0.6225225183	0.1060405456	0.6224831571	0.1060437628	0.391186693	0.7633971149	a248bdd	2x2_2C_8b_C2v_L	2.000296871	1.000645785	1.000690558	1.0000045677150564	0.06465024168	-0.07890451326	0.4029731651	-0.4944649016	-0.2119897329	1.70541045	0.05542450732	-0.4448402001	0.2362419038	-2.173884895	-0.224576707	0.7734250019	-0.2245386042	0.773274045	0.236259174	-2.174056602	boucle_1bande_AF.py	R0:S0:1	1	-0.7561375637	-1.406537375	0.4061266709	-0.1241495769	0.4050843851	-0.1237889396	-0.06151674721	0.01892254579	-0.06812176311	0.02093220275	0.04981820654	-0.1003883324	0.06054921737	-0.1220664681	0.2137883017	-0.4297998451	0.2108191989	-0.4240062356	-0.2347560241	0.5441600751	-0.2342777454	0.5434918991	-0.2295410289	0.2033416804	-0.2301827755	0.2043093091	0.2290599949	-0.2027484478	0.2296449096	-0.2036297663	0.2343454889	-0.5434487336	0.2338367934	-0.5427326695	-0.4062175867	0.1242088619	-0.4051397163	0.123946085	0.06151708737	-0.01890679227	0.068120536	-0.02093657173	0.04977002932	-0.1003539455	0.06057646133	-0.1220962605	0.213565482	-0.4296404448	0.2109043474	-0.4240971488	0.2343340825	-0.5432341416	0.2339039923	-0.5430331823	0.2290015361	-0.2024783455	0.2296536113	-0.2038064753	0.2295298436	-0.2031750133	0.2302283837	-0.204552142	0.2346774899	-0.5438498923	0.2342842816	-0.5437120493	2025-01-16@11:49	-0.002272954803	0.0007239228762	0.002914414867	-0.003291308056	0.004041333012	0.0005199369398	-0.00063955349	-0.001412526877	0.01134887579	-0.005409175664	0.0434080637	-0.0002263647254	0.0008229028472	-0.0003312657121	0.002302828486	-0.0003287468416	0.00227632643	-0.0002041898182	0.0007912565335	v2.7.1	
1	Broyden	0	-0.1884780457	-11.69626373	-1.406537133	Y	0	-0.002543017422	4.000593742	0.1439567246	self-energy	sharp_wc_2_b_35	0.5909261326	0.09548424703	0.5871584543	0.09569140758	0.1894042769	0.2274787258	0.1908621272	0.2290701439	0.3911465378	0.7634920297	0.6225426605	0.1060326094	0.6225034743	0.1060355333	0.3911187178	0.7635007175	a248bdd	2x2_2C_8b_C2v_L	1.990296871	0.9989438494	0.9991254242	1.0000029899336629	0.06465457294	-0.07928369287	0.4029274949	-0.4965931574	-0.2116979836	1.701311441	0.05528180901	-0.4434834463	0.2362575738	-2.177436775	-0.2245366218	0.775682858	-0.2244980762	0.7755316796	0.2362756525	-2.177613418	boucle_1bande_AF.py	R0:S0:1	1	-0.7561466853	-1.4065368	0.4063745243	-0.1242814205	0.4048539035	-0.1226343653	-0.06154020274	0.0189307465	-0.06807763406	0.02073195987	0.04989763288	-0.1006120147	0.06054383602	-0.1222163724	0.2141923799	-0.4311150306	0.2107634046	-0.4246904669	-0.2348715803	0.5443194817	-0.2341167298	0.5416546656	-0.2297094038	0.2036128265	-0.2300867063	0.2028985682	0.2292285016	-0.2030174735	0.2295461966	-0.2022184603	0.2344590503	-0.5436061539	0.233676241	-0.5408974447	-0.4059879673	0.1230555542	-0.4053860855	0.1240743115	0.06146765565	-0.01871879565	0.06815614057	-0.02095160718	0.04974443127	-0.1004341645	0.06069967309	-0.1224211985	0.2135120764	-0.4303393944	0.2113005534	-0.4253898509	0.2341729187	-0.5413960598	0.2340174183	-0.5431920422	0.228903921	-0.2010707761	0.2298220858	-0.2040778399	0.2294350259	-0.201767363	0.2303962156	-0.2048242741	0.2345165313	-0.5420086871	0.2343997124	-0.5438700234	2025-01-16@11:51	-0.002272954803	-0.0001220005627	0.0001466433684	-0.003297613596	0.004060158649	0.0005207114311	-0.0006402770468	-0.001410606474	0.01132527131	-0.005407023797	0.04336976528	-0.0002274616456	0.0008282259323	-0.0003317428056	0.002311816312	-0.0003276964333	0.00227933448	-0.0002127020295	0.0008013363875	v2.7.1	
1	Broyden	0	-0.1883842963	-11.77609511	-1.40656253	Y	0	-0.002581012376	4.000593742	0.1456568654	self-energy	sharp_wc_2_b_35	0.5897162365	0.09660388141	0.5883944587	0.0947729259	0.1878176042	0.2298120706	0.1916587053	0.2269925788	0.3909646557	0.7637037692	0.6226393351	0.1061086271	0.6226000317	0.1061116903	0.390937466	0.7637127683	a248bdd	2x2_2C_8b_C2v_L	2.010296871	1.002332741	1.002274486	1.0000030140257543	0.06458185153	-0.07839757874	0.4031605427	-0.4923484076	-0.2118215898	1.708958925	0.05553353426	-0.4459569109	0.2360858678	-2.170169088	-0.2247857297	0.7724514877	-0.224747366	0.7723019859	0.2361040793	-2.170347935	boucle_1bande_AF.py	R0:S0:1	1	-0.7561376669	-1.406549517	0.4061691759	-0.1254813303	0.404624457	-0.1238050923	-0.06149202906	0.01913209783	-0.06806511991	0.02094746978	0.04964479956	-0.1000943779	0.06032986637	-0.1217765417	0.2138599942	-0.4291822492	0.210404832	-0.4227255326	-0.2349589622	0.5461506178	-0.2341994028	0.5434773758	-0.229538393	0.2046130796	-0.2299039883	0.2038597924	0.2290518953	-0.2040050528	0.2293606587	-0.2031719192	0.23454303	-0.5454307349	0.2337570437	-0.5427134658	-0.4057647705	0.1242251217	-0.4051752527	0.1252762598	0.06141724179	-0.01891673169	0.06814669387	-0.02117217492	0.04949006643	-0.09991508287	0.06048699295	-0.1219826892	0.2131739717	-0.4284008092	0.2109457535	-0.423429088	0.234255451	-0.5432169726	0.2340994015	-0.5450121655	0.2287119784	-0.2020103138	0.2296516102	-0.2050798012	0.2292478199	-0.2027164837	0.2302300631	-0.2058363888	0.2346019181	-0.5438363687	0.2344842583	-0.545695353	2025-01-16@11:51	-0.002272954803	0.001586069266	0.005724854413	-0.003308056998	0.004063692764	0.0005212678299	-0.0006486069556	-0.001424620727	0.01148290257	-0.005476679909	0.043974068	-0.0002284572629	0.0008292014928	-0.0003335531161	0.002316636086	-0.0003313257867	0.002293749819	-0.0002143790881	0.0008045982811	v2.7.1	
3	Broyden	0	-0.1883617477	-11.81624854	-1.406593153	Y	0	-0.001010793228	4.000593742	0.1465229466	self-energy	sharp_wc_2_b_35	0.5892788885	0.09706190757	0.5887302248	0.09430380041	0.1875983297	0.2308708471	0.1920534641	0.2259064558	0.3909642483	0.7637564728	0.6226303472	0.1061288344	0.6225901139	0.106132805	0.3909369973	0.7637667001	a248bdd	2x2_2C_8b_C2v_L	2.020296871	1.004037398	1.00383641	1.0000029987583707	0.0645557732	-0.0779851926	0.4032056849	-0.4901438364	-0.2120567011	1.713042558	0.05563147223	-0.447009949	0.2360397259	-2.166645271	-0.2248688281	0.7705130078	-0.2248320672	0.7703750821	0.2360577459	-2.166828907	boucle_1bande_AF.py	R0:S0:1	1	-0.7561514371	-1.406573871	0.4059921391	-0.1256215177	0.404715681	-0.1247457515	-0.06145743329	0.01915549099	-0.06808784833	0.02110918437	0.04949750974	-0.09976021679	0.0602885106	-0.1215645347	0.2134457014	-0.4279226385	0.2103697881	-0.421923235	-0.2349120417	0.5463714975	-0.2343445448	0.5450802751	-0.2293756063	0.2045419268	-0.2299352281	0.2049811736	0.2288885168	-0.2039321905	0.2293905167	-0.2042877089	0.234494902	-0.5456470556	0.2339021869	-0.5443108939	-0.4058575947	0.1251647844	-0.4049958827	0.1254170553	0.06142662556	-0.01906608417	0.06812447707	-0.02120119623	0.04942759541	-0.09968571651	0.0603367213	-0.121638425	0.2131437715	-0.427599835	0.2105309182	-0.4221739933	0.2344004242	-0.5448184149	0.2340513931	-0.5452296902	0.2287395313	-0.2031210905	0.2294884088	-0.2050098028	0.2292781921	-0.2038314951	0.2300677721	-0.2057652238	0.2347468313	-0.5454402206	0.2344371254	-0.545914498	2025-01-16@11:55	-0.002272954803	0.002423745423	0.008483075288	-0.003311678914	0.004057693524	0.0005220719559	-0.0006526195256	-0.001430705947	0.01154412683	-0.005501634424	0.04419990766	-0.0002294879959	0.0008290814013	-0.0003341936152	0.002317579157	-0.0003311808633	0.002288378376	-0.0002141048926	0.0008027291146	v2.7.1	
1	Broyden	0	-0.1881069632	-11.85647897	-1.406623575	Y	0	-0.01070023112	4.000593742	0.1473800314	self-energy	sharp_wc_2_b_35	0.5872426285	0.09780560376	0.5907207469	0.0936802909	0.1864199156	0.2321801933	0.1929577345	0.224765732	0.3909854447	0.7637319839	0.6225871224	0.1061783593	0.6225475766	0.1061823888	0.3909591727	0.7637423516	a248bdd	2x2_2C_8b_C2v_L	2.030296871	1.005715013	1.005406622	1.0000029913438746	0.06440702894	-0.07739925448	0.4036434238	-0.4877829333	-0.2119999241	1.716690027	0.05572122611	-0.4476544093	0.2357041644	-2.161604339	-0.2253611234	0.7714169613	-0.2253238663	0.7712744399	0.2357221453	-2.161786029	boucle_1bande_AF.py	R0:S0:1	1	-0.7561380971	-1.406598008	0.4064931958	-0.1289292882	0.4033185439	-0.1228083081	-0.06151879879	0.01964145173	-0.06790299011	0.02077439149	0.04951639527	-0.09963527022	0.0598234791	-0.120928646	0.2146311206	-0.4285197034	0.2092849356	-0.4197246608	-0.2358668003	0.5518039361	-0.2340769492	0.5420903999	-0.2294973428	0.2080781101	-0.228890869	0.201197061	0.229003441	-0.2074538141	0.2283433781	-0.2005038662	0.2354437697	-0.5510640455	0.2336322302	-0.5413210732	-0.4044662616	0.1232213844	-0.4054892851	0.1287210571	0.06119923299	-0.0187567397	0.06825702921	-0.02174376879	0.04892680106	-0.09892075173	0.06051257805	-0.1217901665	0.21207563	-0.4254355617	0.211665984	-0.4226965605	0.2341319513	-0.5418219431	0.2349964665	-0.5506357804	0.2276859073	-0.1993319922	0.2296128294	-0.2085557379	0.228230018	-0.2000467356	0.2301969022	-0.2093252775	0.2344821882	-0.542448521	0.2353863687	-0.5513354836	2025-01-16@11:57	-0.002272954803	0.003305872572	0.01124838668	-0.003329306573	0.004086588319	0.0005237198532	-0.0006596294842	-0.001444800994	0.01168931843	-0.005582929426	0.04484650288	-0.0002320398127	0.0008404139975	-0.0003368644532	0.002331687309	-0.0003335244424	0.002305528273	-0.000216978874	0.0008078021724	v2.7.1	
3	Broyden	0	-0.1878407966	-11.8962865	-1.406651442	Y	0	0.01413013811	4.000593742	0.1482469716	self-energy	sharp_wc_2_b_35	0.5856979959	0.09845758372	0.5912467863	0.09325314535	0.185746769	0.2334228626	0.1931715332	0.223744324	0.390881575	0.7638004677	0.6218248177	0.1062943134	0.6217868063	0.1062966401	0.3908548472	0.7638096395	a248bdd	2x2_2C_8b_C2v_L	2.040296871	1.007410111	1.006947938	1.0000044997597128	0.06425560875	-0.07689317445	0.4037303829	-0.4857059627	-0.2121659145	1.721117703	0.05549982278	-0.4462332605	0.2350693073	-2.155272015	-0.2261238167	0.7747634873	-0.2260856434	0.7746149424	0.2350878799	-2.155455154	boucle_1bande_AF.py	R0:S0:1	1	-0.7561536587	-1.406619756	0.4041157352	-0.123360451	0.4050827222	-0.1296343854	-0.06106534763	0.01876693468	-0.06820918983	0.02191017882	0.04831479538	-0.09779761187	0.06037196838	-0.1212607304	0.2113318366	-0.4240300915	0.2121719703	-0.4224265678	-0.2349564389	0.5425713373	-0.2360741684	0.5543002515	-0.2269415011	0.197771402	-0.2297407601	0.2103060037	0.2264450929	-0.1971559679	0.229184149	-0.2095887883	0.2345322027	-0.5418353514	0.235619541	-0.5534977818	-0.4062514431	0.1300661959	-0.4031043313	0.1231726936	0.061380156	-0.0197567758	0.06785998033	-0.02079915823	0.04916630311	-0.09877079556	0.05929443087	-0.1200539831	0.2150309663	-0.428231645	0.2083829347	-0.4182127451	0.2361302354	-0.5540268478	0.2340818746	-0.5414209487	0.2285132575	-0.2083699227	0.2270621737	-0.1982534903	0.2290663055	-0.2091098473	0.2276488033	-0.1990120811	0.2364890625	-0.5546821067	0.2344742183	-0.5421199603	2025-01-16@12:00	-0.002272954803	0.004150418825	0.01394037744	-0.003369105214	0.004133394184	0.0005297499882	-0.0006689741209	-0.001464102275	0.01185408483	-0.005679466888	0.04565911166	-0.0002357616948	0.000847258061	-0.0003405758979	0.002364169159	-0.0003361246882	0.002321270423	-0.0002220378431	0.000832253097	v2.7.1	
4	Broyden	0	-0.1880961746	-11.93712096	-1.406745088	Y	0	-0.007780261067	4.000593742	0.1491408423	self-energy	sharp_wc_2_b_35	0.5854791488	0.09894193527	0.5932145719	0.09254808875	0.185165567	0.234583059	0.1943142177	0.2225264369	0.3908659303	0.7642339642	0.622235296	0.1061349459	0.6221953562	0.1061382466	0.3908381869	0.7642446949	a248bdd	2x2_2C_8b_C2v_L	2.050296871	1.009113215	1.008519494	1.0000029165040756	0.0640743466	-0.07616614422	0.404164971	-0.483165214	-0.212477785	1.726618926	0.05503466393	-0.4423317468	0.2341950503	-2.14837539	-0.2273435395	0.779950664	-0.2273053871	0.7798057482	0.2342135793	-2.148559617	boucle_1bande_AF.py	R0:S0:1	1	-0.7561268129	-1.406707176	0.4059653308	-0.129415977	0.4032167467	-0.124749267	-0.06110764033	0.01961127256	-0.06784379077	0.02106711528	0.04803287991	-0.09671482489	0.05906870688	-0.1192042387	0.2142285694	-0.4267219087	0.2097835986	-0.4187921148	-0.2371039872	0.5541281166	-0.2358263898	0.5470939077	-0.2273667405	0.2050143556	-0.2268665173	0.1999939992	0.2268489999	-0.2043588302	0.2263046858	-0.1992804416	0.2366618357	-0.5533496752	0.235365272	-0.546288526	-0.4044071288	0.1251737833	-0.4049243457	0.1292065234	0.06085948755	-0.0189524078	0.06812205238	-0.02179324386	0.04768462313	-0.09624749763	0.05946687013	-0.1197692286	0.2126584769	-0.424647187	0.2111869492	-0.4207646275	0.2358760161	-0.5467984926	0.2362041509	-0.5529152936	0.2256135839	-0.1980475213	0.227490779	-0.2055144393	0.2261795821	-0.1987942081	0.22809048	-0.2063053309	0.2362476376	-0.5474685414	0.2366088325	-0.5536475862	2025-01-16@12:05	-0.002272954803	0.005019704828	0.01667922243	-0.003454242707	0.004234683862	0.0005412077373	-0.000688952824	-0.001487979782	0.01207941118	-0.005873859533	0.04720247681	-0.0002418851301	0.0008777328663	-0.0003464669308	0.002400513106	-0.0003429578798	0.002375551605	-0.0002290166872	0.0008509207535	v2.7.1	
4	Broyden	0	-0.1881277707	-11.97822553	-1.406818902	Y	0	0.001672853601	4.000593742	0.1500368515	self-energy	sharp_wc_2_b_35	0.5847781932	0.09944474931	0.5944758123	0.09198721711	0.1851227714	0.2358227506	0.1952338982	0.2214712759	0.3911773521	0.7641522331	0.6220152289	0.106135147	0.6219757105	0.1061379304	0.3911499788	0.7641627775	a248bdd	2x2_2C_8b_C2v_L	2.060296871	1.01081796	1.010084648	1.0000065424412043	0.06385229371	-0.07550930519	0.4045044113	-0.4809999066	-0.2130272994	1.732750677	0.05447964264	-0.4378201217	0.2336314846	-2.142139948	-0.2282080915	0.782966864	-0.2281703918	0.7828240284	0.2336497183	-2.142321826	boucle_1bande_AF.py	R0:S0:1	1	-0.7560636519	-1.406774777	0.4049760596	-0.1274455476	0.4040905343	-0.1279302469	-0.06070917538	0.01923390758	-0.06791963742	0.02156505857	0.04694146588	-0.09457432574	0.05874476763	-0.1182419777	0.213456319	-0.42501999	0.2109407782	-0.4195724249	-0.2372511415	0.5516990709	-0.2370043656	0.5527117558	-0.225860393	0.2004738225	-0.2267829886	0.2030228705	0.2253316841	-0.1998082037	0.226215103	-0.2022991094	0.2368009397	-0.5509065842	0.2365348154	-0.551880878	-0.4053087286	0.1283569729	-0.4039153045	0.1272531352	0.0607489317	-0.01934857531	0.06787608187	-0.02142631303	0.04703156219	-0.09468380194	0.05859686719	-0.1180906054	0.2138605992	-0.4255005493	0.2103934984	-0.4190238513	0.2370488568	-0.5523999182	0.2363417632	-0.5504778785	0.2255105911	-0.2010327925	0.2259856293	-0.2009786606	0.2260866938	-0.2017953838	0.2265906261	-0.2017709365	0.2374325237	-0.5531007942	0.236752494	-0.5512219446	2025-01-16@12:09	-0.002272954803	0.005870764584	0.01941325704	-0.003532024214	0.004325694645	0.0005517393446	-0.0007034272456	-0.001518978224	0.01230885405	-0.006036820541	0.04851493172	-0.0002457567249	0.0008873260871	-0.0003483102541	0.002416816554	-0.0003455363252	0.002394408141	-0.0002378867652	0.0008744845401	v2.7.1	
1	Broyden	0	-0.1874354053	-12.01837535	-1.406856349	Y	0	0.017845661	4.000593742	0.1509109295	self-energy	sharp_wc_2_b_35	0.5837325642	0.1000616204	0.5950272673	0.09155770749	0.1843125623	0.2369710229	0.1955316236	0.2204280461	0.3910915467	0.7640851912	0.6219356252	0.1063205727	0.6218960079	0.1063229109	0.3910643759	0.7640954823	a248bdd	2x2_2C_8b_C2v_L	2.070296871	1.012494794	1.011593087	1.0000023712971886	0.06374956142	-0.07505722743	0.4045653494	-0.4789563202	-0.2130422331	1.736510183	0.05443456493	-0.4377448935	0.2334491077	-2.137732182	-0.2284666417	0.7825981132	-0.2284290676	0.7824557479	0.2334673181	-2.137914151	boucle_1bande_AF.py	R0:S0:1	1	-0.7560880136	-1.406806134	0.4033542522	-0.1239847328	0.4052543888	-0.1325943528	-0.06041557135	0.01869942244	-0.06811034061	0.02233389105	0.04622381671	-0.09349056417	0.0590438041	-0.11838737	0.2112879343	-0.4217540344	0.212727818	-0.420938134	-0.2364108543	0.5456839679	-0.2380402328	0.5604769112	-0.2244870724	0.1944090585	-0.2277922297	0.2099280687	0.2239584633	-0.1937469649	0.2272208112	-0.2091872304	0.235961678	-0.5449029019	0.2375673727	-0.5596330101	-0.4064810449	0.1330469868	-0.4022940573	0.1237927807	0.0608815488	-0.02003281973	0.06759152687	-0.02083306196	0.04718733558	-0.09463276956	0.05779974483	-0.116941222	0.2156809454	-0.4268995418	0.2082481497	-0.4157913073	0.2380836645	-0.5601675951	0.2355056166	-0.5444877113	0.2265122768	-0.207898468	0.2246123041	-0.1949053131	0.2270931106	-0.2086803539	0.2252158456	-0.1956902271	0.2384707472	-0.5608799501	0.2359153015	-0.5452212502	2025-01-16@12:11	-0.002272954803	0.006727938408	0.02209238633	-0.003544154312	0.004336503402	0.0005528653129	-0.0007097746588	-0.001511741361	0.0123093102	-0.006083417659	0.04891246147	-0.0002468476267	0.000883126109	-0.0003483236361	0.002420171014	-0.0003445526172	0.002385110329	-0.0002407788575	0.0008829567091	v2.7.1	
