1	Broyden	0	-2.995194728e-13	-202.459022	-194.4	3.999999967	YY	9	0.9999299461	self-energy/D	sharp_wc_2_b_50	1	2	1.333333333	-1.149624765	1.999999714	-8.086142253	1.999999988	-13.82370646	1.999999894	3.483774185	9.68517479e-07	-13.89252172	1.99999974	3.523884762	1.776145564e-06	9.152065513	3.51794733e-05	-29.67319266	1.999751975	a248bdd	2x2_2C_8b_C2v_L	13.15	1.999929939	2	1.999999991	0.9999999999137831	1.0000000000000004	-0.0009120206911	0.002966035068	-2.667748792e-06	-0.0001162935082	0.00180862481	-0.00157003676	-0.3250261867	7.693011807e-07	0.002562165703	-0.002567625225	-0.3299595521	-4.386678461e-07	-1.649144015	9.422379692e-05	-0.1855030076	0.08874977022	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	4.341546977e-05	-2.888827498e-07	-0.9367479763	2.344486019e-07	1.529176052	-5.958867469e-07	-0.002349102959	0.00540137091	-1.530365813	1.728708939e-06	0.003284912185	-0.007317493971	-0.02510660136	0.0309832246	-0.7132449948	7.99341299e-05	2024-10-21@18:27	1.5	-6.568903017e-09	1	-3.582476422e-17	-8.048854047e-10	1.5	1.931945595e-16	6.33177647e-11	v2.7.1	
1	Broyden	0	-1.339582914e-12	-202.4420932	-178.4	7.999999958	YY	9	0.9999302935	self-energy/D	sharp_wc_2_b_50	2	2	1.333333333	-1.149624836	1.999999868	-8.082959559	1.999999994	-13.8210851	1.999999877	3.476962386	8.482984866e-07	-13.88995227	1.999999731	3.516903903	1.337597164e-06	9.137493085	3.349017567e-05	-29.6730994	1.999750475	a248bdd	2x2_2C_8b_C2v_L	13.15	1.999930286	2	1.999999992	0.9999999999285779	1.0	-0.0006124396989	0.00200883703	5.549995731e-07	-0.0001263883873	0.002012459068	-0.001765735372	-0.4002768551	7.537176829e-07	0.002685752951	-0.002693249195	-0.4057079823	-3.480496661e-07	-1.733682374	9.95557705e-05	-0.1858348481	0.08898505558	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	7.614882213e-05	-1.946894814e-07	-0.9867601847	1.201361834e-07	1.550601536	-5.256297373e-07	-0.002157416789	0.005014437628	-1.551126901	1.482585812e-06	0.002826572255	-0.006300424399	-0.02412353662	0.0299292511	-0.7179946531	7.893277036e-05	2024-10-21@18:28	1.5	-8.126025838e-09	1	-3.204859759e-16	-1.299357669e-09	1.5	2.137642308e-16	1.364491141e-10	v2.7.1	
1	Broyden	0	1.233404958e-11	-202.2167643	-162.4	11.99999996	YY	9	0.9993068596	self-energy/D	sharp_wc_2_b_50	3	2	1.333333333	-1.149575967	1.999297019	-7.944449047	1.999964528	-13.81599657	1.999999325	3.492922117	2.702738995e-06	-13.88574973	1.999995719	3.525475775	1.723021317e-05	8.325631136	2.18685711e-05	-29.6759916	1.99790159	a248bdd	2x2_2C_8b_C2v_L	13.15	1.999306772	2	1.999999992	0.9999999999601321	1.0000000000000002	-0.04411296958	0.1461250455	-0.003346026086	0.004610889763	-0.004420366724	0.004333743321	-0.4858121714	9.375889234e-08	-0.01166594253	0.01095168706	-0.5086417877	7.361269238e-06	-1.812559453	0.000794962559	-0.5406700164	0.2578262734	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	0.01858334681	-5.820677972e-05	-1.038426772	0.0006102877286	1.568417629	-2.976040758e-06	0.003922216136	-0.00886276541	-1.547367462	1.561704564e-05	-0.009801328636	0.02233239252	-0.006629208669	0.009030913016	-0.07546327234	4.559890484e-05	2024-10-21@18:29	1.5	-7.171773451e-09	1	-5.712027895e-16	-1.313241568e-09	1.5	3.081866343e-16	5.690968263e-10	v2.7.1	
2	Broyden	0	-1.47928665e-12	-202.3825622	-146.4	15.99999999	YY	9	0.9982822674	self-energy/D	sharp_wc_2_b_50	4	2	1.333333333	-1.210323639	1.999999973	-7.897335933	1.999999997	-13.81377318	1.999999857	3.485105277	4.637458027e-07	-13.88348977	1.99999997	3.518068307	6.642234451e-08	7.814572255	7.409679275e-05	-29.67067203	1.993059132	a248bdd	2x2_2C_8b_C2v_L	13.15	1.998281691	2	1.999999991	0.9999999999552095	0.9999999999999999	0.0002733923125	-0.0008872033407	0.0001121564902	-0.0002159851525	0.002198859001	-0.002028904454	-0.6075351738	3.700532069e-07	0.0009257030614	-0.0009464735608	-0.6136057624	-3.918630996e-08	-1.910988388	0.002794721224	-0.9849844233	0.4680498041	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	0.1349254427	2.168208343e-08	-1.063849315	3.565407131e-08	1.543422066	-3.842114073e-07	-0.001542295277	0.003606543331	-1.542078472	1.283140236e-07	0.0006305647774	-0.001366473989	-0.006535853146	0.009058264362	-0.0468483243	0.0001423107552	2024-10-21@18:31	1.5	-3.096070049e-09	1	-5.153829365e-16	-3.010498983e-10	1.5	3.939689952e-17	3.865299479e-10	v2.7.1	
3	Broyden	0	-0.04918076825	-89.29186301	-144.8	2.388331929	YY	10.25	0.3561194745	self-energy/D	sharp_wc_2_b_50	2	2	1.239744461	-0.2532995437	1.955516756	-4.069951961	1.962186248	-4.643536223	1.759538996	0.2405490994	0.3599695715	-4.638836224	1.7599914	0.2468789357	0.3581915096	-0.3601713828	1.993848868	-3.812854867	1.300267391	a248bdd	2x2_2C_8b_C2v_L	11.05	1.344763263	2	1.678285176	0.9999999997696065	1.0	-0.1423222	0.8271421462	0.0003863565317	-0.0003046318882	-0.02431685162	-0.280685255	-0.1229881716	1.135607937	-0.02477593448	-0.2808140028	-0.1239076177	1.130926378	-0.3202295297	0.2814724907	-0.0002588775014	-0.0006051125044	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	-0.0009726252284	0.001725247558	-1.122844697	0.4030759586	1.718931442	-1.582807996	0.1879937262	-1.371570342	-1.718333677	1.580236389	-0.1898263598	1.372568447	0.0009594879944	-0.00647266997	-2.18087481	3.327233202	2024-10-21@18:31	2.125	-0.6387749493	1	-2.403261195e-16	-0.2399447087	-0.75	2.92150931e-16	0.1147157362	v2.7.1	
2	Broyden	0	-8.844502778e-11	-204.0438697	-210.4	-1.481762788	YY	9	0.9870017388	self-energy/D	sharp_wc_2_b_50	0	1.309655845	-1.25251805	1.999999998	-7.902700696	1.999999998	-13.82630906	1.999999987	3.554535841	6.894325844e-09	-13.89662893	1.999999996	3.564633038	1.930733229e-09	4.814022361	0.0009386319413	-29.62995535	1.946939139	a248bdd	2x2_2C_8b_C2v_L	13.15	1.986968368	2	1.939198847	0.9999999998183532	1.0	5.262209069e-05	-0.0002411507521	4.273831269e-05	5.876273104e-05	0.0005488970512	-0.000601297386	-1.18121324	1.410956932e-07	-0.0002323041133	0.0003004768909	-1.191133336	1.523269063e-07	-2.369239021	0.02794811985	-2.790492036	1.274205163	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	0.2429205859	-5.268539077e-08	-1.224357625	1.579404817e-07	1.299717646	-2.06501915e-07	-0.0002360615992	0.0003495440461	-1.273532325	1.712796873e-07	-0.0001345337089	0.0001079368661	-0.001196694404	0.006355654725	-0.003723585835	-0.0006703455324	2024-10-21@18:33	2.125	-0.1617669255	1	-1.587997831e-16	-0.08800126992	-1.5	1.533359638e-16	0.04144329528	v2.7.1	
2	Broyden	0	-6.937826657e-11	-204.3401653	-194.4	1.722417391	YY	9	0.9843365695	self-energy/D	sharp_wc_2_b_50	1	2	1.296377885	-1.201864945	1.999999985	-7.904099243	1.999999992	-13.83293856	1.999999999	3.267273291	5.573463614e-09	-13.90271172	1.999999998	3.285715409	3.345322944e-09	4.262148754	0.001148094969	-29.61408226	1.936009092	a248bdd	2x2_2C_8b_C2v_L	13.15	1.984287952	2	1.911508061	0.9999999997691125	1.0000000000000004	0.000208253127	-0.0006043282067	0.0001401254797	-0.0004038537433	0.0001528367061	-1.502391236e-05	-1.250965607	2.773124553e-07	5.55264672e-05	-0.0001769200197	-1.257032384	2.618652036e-07	-2.361867097	0.0339450284	-3.089999627	1.395174803	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	0.2965393936	2.751244958e-10	-1.236369872	2.861219728e-07	1.080324875	-1.781214227e-07	6.597793765e-05	0.0002600077615	-1.06910637	2.005463236e-07	0.0001124719165	0.0001471088627	-8.210462419e-05	-0.006243198471	-0.002532728661	0.001281240507	2024-10-21@18:35	2.125	-0.2342056065	1	-1.210004843e-16	-0.1325932854	-1.5	-3.535478782e-16	0.0613057038	v2.7.1	
4	Broyden	0	-0.04573918107	-80.97159931	-128.8	5.228871464	YY	10.25	0.3925262087	self-energy/D	sharp_wc_2_b_50	3	2	1.216329733	-0.05195263267	1.939863993	-2.63657839	1.956007481	-3.566985292	1.680200235	0.2034302244	0.5295954215	-3.573500912	1.680712677	0.2042749202	0.5294133078	-0.3386060247	1.989430185	-3.056454237	1.173928341	a248bdd	2x2_2C_8b_C2v_L	11.05	1.377254197	2	1.660066262	0.9999999997511997	1.0	-0.1131188119	0.9235319301	0.0002147201232	-0.000581706986	-0.02568411695	-0.2966318102	-0.1297140472	1.261897874	-0.02581941168	-0.2963459444	-0.1298008793	1.260803085	-0.3705472355	0.3706896487	0.0002005009589	0.0002943469618	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	-0.0006994385	0.002167917122	-0.9736491812	0.3822585984	1.620545529	-1.78504747	0.2038732283	-1.685011503	-1.622038816	1.783742797	-0.204327923	1.686635755	-0.000560342022	0.003435711995	-2.138589115	3.501005052	2024-10-21@18:36	2.125	-0.7077656442	1	5.398224498e-16	-0.2954592341	-0.75	-1.421631505e-16	0.1420944213	v2.7.1	
11	Broyden	0	-0.03995345263	-107.6818034	-162.4	2.915202412	YY	12.75	0.3210499248	self-energy/D	sharp_wc_2_b_50	3	2	1.220383716	0.03909828161	0.1196391118	-3.033417053	1.918554774	-5.467900303	1.637972333	0.2372843628	0.5168044958	-5.477461386	1.638148317	0.2376669181	0.5167677464	-0.3288191165	1.992796945	-5.873916051	1.29433535	a248bdd	2x2_2C_8b_C2v_L	13.15	1.291979484	2	1.628221036	0.9999999997652084	1.0	0.004536499731	-0.019355178	0.001175584237	-0.00216473319	-0.03266793181	-0.2652767215	-0.1592929778	1.213063226	-0.0328459656	-0.2648252042	-0.1595610901	1.214130295	-0.3219013699	0.2248818151	-0.0002622877998	-8.013445947e-06	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	-0.1622143001	1.165549976	-1.472308277	0.5661906958	2.545922128	-2.019347853	0.2639700179	-1.543369245	-2.548002502	2.019747212	-0.2641430495	1.543064597	0.0006211691909	-0.002826538878	-3.458021559	3.40459332	2024-10-21@18:40	3.375	-0.7398613826	1	-9.525821924e-17	-0.2747925519	0.75	1.437834205e-16	0.1098769437	v2.7.1	
5	Broyden	0	-0.03197432311	-76.86660942	-112.8	7.605031762	YY	10.25	0.4111924308	self-energy/D	sharp_wc_2_b_50	4	2	1.182656052	-0.0236894788	1.886498298	-2.185854194	1.940776221	-2.862624807	1.548686472	0.1804376653	0.7339065221	-2.862865958	1.548763507	0.18054492	0.7338761379	-0.3265543575	1.983386976	-2.419995213	1.033349945	a248bdd	2x2_2C_8b_C2v_L	11.05	1.389653375	2	1.626116538	0.9999999998318934	0.9999999999999997	-0.1359365463	1.245841869	-4.805614061e-05	9.394083014e-05	-0.02960893701	-0.2879099014	-0.121830029	1.353561251	-0.0296451247	-0.287963399	-0.1218003726	1.353219763	-0.4414329573	0.4875679558	-0.0001550691005	0.0005287272644	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	0.0001575695641	-0.0009839200548	-0.9444753708	0.4099796656	1.576213058	-2.117095447	0.2234846877	-1.905609188	-1.576299636	2.116857797	-0.2235437251	1.905952269	-2.125962807e-05	0.0004200093124	-2.112328316	3.623964223	2024-10-21@18:42	2.125	-0.7987935869	1	-4.172167433e-16	-0.3625979811	-0.75	1.327945141e-16	0.1807723574	v2.7.1	
20	Broyden	0	-0.005427558754	-102.2632429	-161.6	1.630398563	YY	11.5	0.3083460613	self-energy/D	sharp_wc_2_b_50	2	2	1.24715499	-0.4071285312	1.992208614	-4.053184611	1.95450829	-5.350143075	1.724943186	0.6762865863	0.0234475267	-5.343530536	1.724686677	0.6869988018	0.0234732353	-1.093057431	1.997832918	-4.95477048	1.377130651	a248bdd	2x2_2C_8b_C2v_L	12.1	1.298568813	2	1.664838342	0.9999999999034147	0.9999999999999998	-0.09272577392	0.3770936708	-0.001291890895	0.001166873536	-0.02122293752	-0.01716616889	-0.09914970759	0.2819641401	-0.02204236303	-0.01615494985	-0.1030268965	0.2905810482	-0.2254288026	0.1572821283	0.0001180925289	0.001601085779	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	0.005000210195	-0.004070904054	-1.375581136	0.4680350413	2.163164224	-1.781475346	0.1636031166	-0.4068820791	-2.161009919	1.782479	-0.1624528745	0.4016090327	-0.008764073188	0.02306052301	-2.761943999	3.198687999	2024-10-21@18:43	2.75	-0.6324545008	1	-1.125605249e-17	-0.2115939152	0	0.09474038744	v2.7.1	
6	Broyden	0	-0.0369035528	-102.4953344	-146.4	5.270163229	YY	12.75	0.3330191501	self-energy/D	sharp_wc_2_b_50	4	2	1.193950765	0.05799567742	0.2358350972	-2.556662123	1.87078316	-4.65716686	1.529089876	0.2493768599	0.6948894296	-4.657282727	1.529143954	0.2494742695	0.6949854982	-0.2857971468	1.992236367	-5.031487474	1.184664367	a248bdd	2x2_2C_8b_C2v_L	13.15	1.294191757	2	1.59605299	0.9999999998160762	1.0	7.604653566e-05	-0.0004167130631	-3.851209475e-05	0.0001820533134	-0.03154657041	-0.3168694729	-0.1237549169	1.231610305	-0.03161188767	-0.3168507318	-0.1236768603	1.231212858	-0.347459165	0.2440502298	-2.459631229e-05	4.379981556e-05	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	-0.1978822417	1.56706328	-1.424564087	0.6907122645	2.467701079	-2.299713912	0.3025958813	-1.798853809	-2.467766632	2.299516381	-0.3026564912	1.799288486	-3.96448756e-05	0.0001808447947	-3.380675914	3.581304052	2024-10-21@18:46	3.375	-0.8257984859	1	-2.67202951e-17	-0.3289138049	0.75	-3.658396773e-17	0.1292022823	v2.7.1	
9	Broyden	0	-0.05047393802	-98.76802901	-176.8	-3.707719172	YY	10.25	0.2954383509	self-energy/D	sharp_wc_2_b_50	0	1.276735025	0.01541769801	0.008833523855	-4.610082649	1.958567214	-5.923059362	1.836908322	0.1478008672	0.3643782384	-5.925018269	1.837327453	0.1494501692	0.3621634289	-0.3064506307	1.993413619	-6.793712256	1.587114175	a248bdd	2x2_2C_8b_C2v_L	11.05	1.289075889	2	1.699887584	0.9999999996859079	0.9999999999999998	0.06583901744	-0.1631606604	-0.0001681448733	-0.000518678269	-0.009978299693	-0.2451930292	-0.06482513803	1.042761562	-0.01008768026	-0.2450272841	-0.06489224201	1.037456658	-0.2236943019	0.1795776507	-0.000288086429	0.001524608028	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	0.001427907745	-0.01982008196	-1.030274069	0.4933391185	1.657969604	-1.31981962	0.1259182673	-1.321168136	-1.658448886	1.317168184	-0.1264128249	1.318787878	0.0001124181871	0.001231393214	-2.365964126	2.716966961	2024-10-21@18:54	2.125	-0.5126040015	1	-4.300218082e-16	-0.1466228877	0	0.06448051755	v2.7.1	
