CDMFT_iterations	CDMFT_method	D	D_ave	E0_1	E0_2	E_kin	GS_consistency	U	U_1_ave	convergence	dist_function	e	e_2_ave	e_ave	eb1_1	eb1_1_ave	eb2_1	eb2_1_ave	eb3_1	eb3_1_ave	eb4_1	eb4_1_ave	eb5_1	eb5_1_ave	eb6_1	eb6_1_ave	eb7_1	eb7_1_ave	eb8_1	eb8_1_ave	githash	model	mu	mu_1_ave	mu_2_ave	mu_ave	n_1	n_2	sb1_1	sb1_1_ave	sb2_1	sb2_1_ave	sb3_1	sb3_1_ave	sb4_1	sb4_1_ave	sb5_1	sb5_1_ave	sb6_1	sb6_1_ave	sb7_1	sb7_1_ave	sb8_1	sb8_1_ave	script	sector_1	sector_2	tb1_1	tb1_1_ave	tb2_1	tb2_1_ave	tb3_1	tb3_1_ave	tb4_1	tb4_1_ave	tb5_1	tb5_1_ave	tb6_1	tb6_1_ave	tb7_1	tb7_1_ave	tb8_1	tb8_1_ave	time	tpd	tpd_ave	tpp	tpp_2_ave	tpp_ave	tppp	tppp_ave	version	
7	Broyden	0	0.002191061953	-125.4833393	-129.6	11.92652066	YY	11.5	0.2899335954	self-energy/D	sharp_wc_2_b_50	4	2	1.259313665	-13.53049785	1.949568184	15.75256534	0.03791376549	5.888830768	0.1079731578	-8.700776287	1.86626572	5.7424372	0.07835508439	-8.596846065	1.84525284	-2.983614984	1.460750841	-0.03989399344	0.299553129	a248bdd	2x2_2C_8b_C2v_L	12.1	1.276240432	2	1.731415583	0.9999999998508969	0.9999999999999998	-1.38499277	0.9684399771	-1.929185307	0.3073473325	0.9865701221	-1.001187103	-0.7162265107	0.4106766753	-0.759878884	0.7407605116	-0.5556747852	0.3802346048	-0.002094284174	0.01316582842	0.1930196507	-1.909406315	sol_cdmft_3bandes_grille_patch_gen.py	R0:S0:1	uncorrelated	1.412672013	-0.2600263494	1.179476579	-0.7267909212	0.9079217485	-0.673430442	-1.814601379	1.269237431	-0.9709139964	0.705798306	-1.950940621	1.385300072	1.501127711	-2.661094202	0.01327045928	-0.1896261837	2024-10-31@21:31	1.5	-0.5238870022	1	6.981395657e-16	-0.2037200681	-0.75	-1.600835659e-16	0.09626293551	v2.7.1	
4	Broyden	0	0.0006803583928	-406.6676986	-193.584	-1.513507449	YY	11.5	0.5359311997	self-energy/D	sharp_wc_2_b_50	0.001	2	1.310263441	-26.51596061	1.956521972	41.96626374	0.0028922393	85.35475408	0.0008512967992	-63.19038784	1.997742089	97.84671952	0.03286962417	-55.28175459	1.945828353	60.19926958	0.03456169092	-25.13048149	1.780657123	a248bdd	2x2_2C_8b_C2v_L	12.1	1.525563931	2	1.826941878	0.9999999999690572	1.0	-2.182805748	1.139057696	3.432483558	-0.04137310113	-0.1883558711	0.002033261778	-0.03876071412	0.01309995125	-7.188250698	0.1060312193	4.848106088	-1.161244388	3.553678671	-0.6716951049	-1.936356039	0.1783190388	sol_cdmft_3bandes_grille_patch_gen.py	R0:S0:1	uncorrelated	0.623600593	-0.006548596734	-0.6261726039	0.2175719104	-0.950147141	0.1573559398	-3.73758316	0.07732238603	-6.560630487	0.9177034827	5.498550467	-0.1245665259	6.600987745	-0.3732271727	-5.066195877	2.178682547	2024-10-31@21:37	1.5	-0.2888731802	1	1.035655817e-16	-0.07250297619	0	0.03105861704	v2.7.1	
7	Broyden	0	-1.158458308e-05	-410.6010592	-177.6	1.914979193	YY	11.5	0.5517849463	self-energy/D	sharp_wc_2_b_50	1	2	1.300659618	-29.76276384	1.941267404	42.11367649	0.001730944842	85.38921799	0.001368466576	-63.20960447	1.999799495	97.99512194	0.0001612101417	-56.00023514	1.998117638	60.10094638	0.0572023165	-25.25433121	1.780957222	a248bdd	2x2_2C_8b_C2v_L	12.1	1.543542544	2	1.780377514	0.9999999999401308	0.9999999999999998	-2.827000778	1.324018809	-4.011683945	0.0463539996	4.27184358	-0.05531918274	-0.222359852	0.05163591382	-1.665158234	0.01844484603	-0.03091599266	0.01436186563	5.232041126	-1.001247083	2.917191601	-0.2282647759	sol_cdmft_3bandes_grille_patch_gen.py	R0:S0:1	uncorrelated	-0.1470916646	0.004932850552	-0.145391612	0.04628084879	0.0612154365	-0.005139019105	-0.9014382373	0.0160843362	-0.09855953751	0.0126378621	-3.325577043	0.06440877381	6.757795398	-0.3760065898	5.10309404	-2.15009763	2024-10-31@21:45	1.5	-0.3763915857	1	-5.005502198e-16	-0.09774584218	0	0.04065063315	v2.7.1	
3	Broyden	0	3.885813291e-05	-144.5479404	-161.6	5.759141624	YY	11.5	0.1686676609	self-energy/D	sharp_wc_2_b_50	2	2	1.29706954	-15.81369389	1.981149872	15.72706932	0.03159399345	5.026546723	0.1519167416	-9.838840182	1.995564389	4.892197691	0.1280017028	-9.688379827	1.983008105	-4.804717857	1.655081727	-5.457520813	1.999750455	a248bdd	2x2_2C_8b_C2v_L	12.1	1.164805767	2	1.742441905	0.9999999999466	0.9999999999999998	-1.316635362	0.6272263028	-1.897745008	0.5593805471	1.111760281	-1.438145117	0.01255542773	-0.006226727297	-1.006950619	1.309490585	0.003044437341	-0.001680018033	-0.001065699343	0.0008967589621	0.03614442498	-0.01774416592	sol_cdmft_3bandes_grille_patch_gen.py	R0:S0:1	uncorrelated	-0.04183100749	0.01235212735	-0.02908832966	0.01378869594	0.002112197309	-0.001726930997	0.3639194612	-0.2462274921	-0.001064714847	0.0004523190154	0.7091667504	-0.4782828154	1.49776662	-2.361831019	0.04348278255	-0.06081803028	2024-10-31@21:49	1.5	-0.3839787427	1	-1.125605249e-17	-0.09845709015	0	0.04196150515	v2.7.1	
7	Broyden	0	-0.00706937079	-133.8387663	-145.6	8.761405076	YY	11.5	0.5509652809	self-energy/D	sharp_wc_2_b_50	3	2	1.279153135	-15.46716197	1.930419774	15.28973501	0.005223471307	5.212643028	0.04825001603	-9.272715589	1.974481451	3.437389976	0.137209399	-9.188888697	1.979375373	-5.137443456	1.588705422	-0.2538529731	1.994289501	a248bdd	2x2_2C_8b_C2v_L	12.1	1.546322134	2	1.721605723	0.9999999998505389	0.9999999999999998	-1.704086249	1.406200061	-2.209369184	0.09969496459	1.126788228	-0.2828345321	0.645701473	-0.7409558198	0.1991023494	-0.1770089063	0.1561343844	-0.06663220498	-6.899782069e-05	-0.008107278169	0.1864930828	-0.1503847784	sol_cdmft_3bandes_grille_patch_gen.py	R0:S0:1	uncorrelated	0.05927775029	-0.004867619977	0.04517603708	-0.03476298921	0.3245217944	-0.8261505867	0.9778598156	-0.08540679998	-0.5730507081	1.766208435	-1.803482621	0.2659627096	1.668219908	-2.870265071	0.0002640753227	-0.01915626847	2024-10-31@21:58	1.5	-0.5105185194	1	-8.873010643e-17	-0.1512132671	0	0.06277087045	v2.7.1	
4	Broyden	0	0.007697936108	-291.6256986	-129.6	12.68444466	YY	11.5	0.2715699593	self-energy/D	sharp_wc_2_b_50	4	2	1.274770249	-13.71210281	1.953082669	15.34530254	0.02874595169	-9.968146438	1.800611616	-36.34968478	1.970849559	-12.9325831	1.808824194	-38.18495642	1.960299741	-0.0513020512	0.315011693	-4.161406754	1.59635968	a248bdd	2x2_2C_8b_C2v_L	12.1	1.256358151	2	1.746292526	0.9999999998595714	0.9999999999999999	-1.582689414	1.048930371	-2.268088142	0.4345592158	-0.03834602015	0.1217298223	3.59066402	-0.7312731077	0.2383315032	-0.1901820873	4.427505837	-0.8411554321	-0.1609294897	2.071989774	0.0002396642886	0.006381027471	sol_cdmft_3bandes_grille_patch_gen.py	R0:S0:1	uncorrelated	-0.136899981	0.02833363404	-0.1071171102	0.06583326508	2.590431917	-1.588283479	0.09823369151	0.02031671649	3.269915472	-1.558853716	-0.5144004614	0.04844113026	-0.0009675172202	0.02677896037	-1.626295531	2.368088832	2024-10-31@22:05	1.5	-0.4713530172	1	-2.130060247e-16	-0.1639032497	0	0.06903575206	v2.7.1	
3	Broyden	0	0.000938076146	-402.8470602	-193.584	-1.360328368	YY	11.5	0.5197737619	self-energy/D	sharp_wc_2_b_50	0.001	2	1.313379511	-26.26850785	1.965426678	41.98654405	0.002323300471	85.53008812	8.671326888e-05	-63.35358718	1.997635922	97.86775235	0.03266873733	-55.19139475	1.947512422	60.14519567	0.02163959661	-25.20676092	1.854605279	a248bdd	2x2_2C_8b_C2v_L	12.1	1.511620645	2	1.820943542	0.9999999999638378	1.0	-1.926560876	1.016370813	3.192718343	-0.03863343377	0.1396445527	-0.002678319774	0.002782675014	0.002571345969	-7.049975417	0.1158417689	4.766673439	-1.128077685	2.908278464	-0.5571269608	-1.442923843	0.1475923249	sol_cdmft_3bandes_grille_patch_gen.py	R0:S0:1	uncorrelated	0.5491429609	-0.00764906423	-0.5291773181	0.1828080472	-0.3024824747	0.0493904663	-3.564357327	0.08503439472	-6.535110004	0.9065252902	5.453640636	-0.1352057576	4.775470771	-0.2708184123	-4.046046754	1.802842631	2024-10-31@22:09	1.5	-0.2747298599	1	8.046614105e-16	-0.06164061861	0.75	5.151386556e-16	0.02530565293	v2.7.1	
3	Broyden	0	-5.745652282e-05	-407.7560342	-177.6	2.171736666	YY	11.5	0.5347526747	self-energy/D	sharp_wc_2_b_50	1	2	1.305581985	-29.4267723	1.944723646	42.08269952	0.001768130949	85.50257301	0.001573504404	-63.35277838	1.999917558	97.85313112	0.01005200594	-55.53660631	1.994240911	60.15939379	0.04441331561	-25.32660915	1.839208032	a248bdd	2x2_2C_8b_C2v_L	12.1	1.527476446	2	1.781201283	0.9999999999576376	0.9999999999999998	-2.718410285	1.28335573	-3.920423232	0.04810927412	4.248422908	-0.06401569508	0.163569926	-0.0361102206	-2.053896888	0.02484585536	-1.00772292	0.2551379062	4.70831731	-0.906470783	2.506465018	-0.2239709899	sol_cdmft_3bandes_grille_patch_gen.py	R0:S0:1	uncorrelated	-0.09643822643	0.006046288666	-0.09426603234	0.02715932638	-0.01947782684	0.004491168386	-0.4890099731	0.009843606153	-3.696645963	0.5347601489	-4.27459059	0.09516129662	5.382785802	-0.2961627757	4.267866465	-1.86257894	2024-10-31@22:13	1.5	-0.3490169741	1	-1.525002419e-16	-0.08227784052	0.75	1.49206408e-16	0.03217805106	v2.7.1	
4	Broyden	0	-0.001896617932	-196.8377839	-161.6	5.724017562	YY	11.5	0.555943412	self-energy/D	sharp_wc_2_b_50	2	2	1.297581191	-24.78576517	1.948367039	20.48764583	0.003102832867	16.97151798	0.008490486021	4.745005091	0.02810619697	17.41918681	0.02328282443	-18.45196958	1.925216385	-5.07835354	1.698453283	-22.15699015	1.980839941	a248bdd	2x2_2C_8b_C2v_L	12.1	1.550953506	2	1.752687178	0.9999999999192792	1.0	-2.246611384	1.235297603	-2.581759749	0.06531282104	-1.181651262	0.07891030793	0.9410978454	-0.2152916691	2.778661904	-0.2047657533	2.092573281	-1.40684417	0.1216777945	-0.0621213315	-0.4957134549	0.08534178116	sol_cdmft_3bandes_grille_patch_gen.py	R0:S0:1	uncorrelated	-0.01279441407	0.009076848359	-0.007915842814	-0.007042216026	0.5574762166	-0.4076001947	0.2047166273	-0.5258224231	0.7342595147	-0.51117755	1.033442476	-0.07915977073	1.323833311	-2.514052745	1.342794888	-0.6242896006	2024-10-31@22:18	1.5	-0.4096091226	1	2.916454861e-16	-0.1023546111	0.75	3.612740936e-17	0.03948235692	v2.7.1	
5	Broyden	0	0.002279911052	-146.8439087	-145.6	9.570033376	YY	11.5	0.1591900873	self-energy/D	sharp_wc_2_b_50	3	2	1.293814262	-5.439951432	1.995477872	-7.431940645	1.95775535	-6.67683764	1.899540872	-3.202599754	1.952885778	-6.578888101	1.999976833	-5.572338809	1.854432228	-5.490536143	1.744293631	-6.599857816	1.958480226	a248bdd	2x2_2C_8b_C2v_L	12.1	1.157011702	2	1.720267811	0.9999999999722741	0.9999999999999996	0.3295932489	-0.2947386354	0.01468415246	-0.01186919901	-0.01080157896	0.003013450758	0.0165874205	-0.01634891461	-0.01977007581	0.01224321424	-5.294555192e-05	-0.004993566792	-0.03003598616	0.01555891554	0.07430955273	-0.03296648301	sol_cdmft_3bandes_grille_patch_gen.py	R0:S0:1	uncorrelated	-0.03555988397	0.02819592096	1.074437151	-0.6555880079	-1.200837406	1.170752786	-0.4108021452	0.7980838907	-0.01406858284	0.01389784363	1.220899063	-1.405023512	1.464504678	-2.046692867	0.7013358316	-0.8241264729	2024-10-31@22:23	1.5	-0.412545384	1	-1.215482577e-16	-0.1022203715	0.75	1.445506085e-16	0.03947571559	v2.7.1	
6	Broyden	0	0.0009338603412	-202.3083854	-129.6	12.74343496	YY	11.5	0.5572130742	self-energy/D	sharp_wc_2_b_50	4	2	1.277468244	-24.79968288	1.914499575	21.68552775	0.005042939219	16.32431171	0.0592760336	9.031284128	0.07619060113	16.15661876	0.03841182996	-18.83900623	1.886609195	-4.569750416	1.535417621	-22.61489999	1.985019394	a248bdd	2x2_2C_8b_C2v_L	12.1	1.546600019	2	1.741826022	0.9999999999176202	1.0	-2.944426724	1.572037287	-3.29910838	0.09516769561	-1.87669354	0.142921095	1.758770993	-0.2193596712	3.206836565	-0.2477481125	2.693182436	-1.717504172	-0.1677782422	0.0832701866	1.124827819	-0.2232551339	sol_cdmft_3bandes_grille_patch_gen.py	R0:S0:1	uncorrelated	0.1353615161	-0.009725476999	0.1046316901	-0.0552769287	-1.625994117	1.202598636	-0.9693447064	1.231559146	0.9830230962	-0.7289959976	1.36181321	-0.08786912246	1.586222294	-2.996558937	1.100644295	-0.4674050854	2024-10-31@22:29	1.5	-0.4980015249	1	1.035727799e-16	-0.1592827408	0.75	9.214733052e-17	0.05896493991	v2.7.1	
3	Broyden	0	0.0006536625434	-401.0478519	-193.584	-1.21202156	YY	11.5	0.5153746689	self-energy/D	sharp_wc_2_b_50	0.001	2	1.316123511	-26.23454398	1.962172584	41.97673079	0.002457245691	85.62270525	0.0001744338494	-63.37665828	1.99764565	97.94803596	0.02748065819	-55.28090736	1.956020275	60.13380442	0.01835515772	-25.16846237	1.877943542	a248bdd	2x2_2C_8b_C2v_L	12.1	1.508290863	2	1.821679428	0.999999999951362	1.0	-2.014625158	1.061540258	3.28859165	-0.04147745488	0.2379436946	-0.004573637379	0.01664999239	-0.001349159554	-6.503974079	0.1097211495	4.335301085	-1.027643562	2.736284016	-0.5252677765	-1.305355746	0.1390107221	sol_cdmft_3bandes_grille_patch_gen.py	R0:S0:1	uncorrelated	0.5440686664	-0.008476595584	-0.5325144116	0.1829619544	-0.4280359897	0.06951346549	-3.493186368	0.08632271428	-5.96410849	0.8280189088	5.052887513	-0.1317189267	4.179104641	-0.2387522595	-3.677782933	1.65651631	2024-10-31@22:33	1.5	-0.2558653387	1	9.264002437e-17	-0.05257442096	1.5	1.342554435e-16	0.02069941247	v2.7.1	
3	Broyden	0	-0.0003526421781	-406.1269889	-177.6	2.357263739	YY	11.5	0.5267853503	self-energy/D	sharp_wc_2_b_50	1	2	1.309098219	-29.35341903	1.94304575	42.09539917	0.00189286896	85.60130035	0.001613528976	-63.37540907	1.999812442	97.94059578	0.008403512295	-55.57419695	1.994772179	60.16347191	0.03660605456	-25.29396323	1.866985786	a248bdd	2x2_2C_8b_C2v_L	12.1	1.520443163	2	1.780637487	0.9999999999037537	1.0	-2.756962401	1.300940877	-3.969302032	0.05085960946	4.141345405	-0.06728565791	0.263240853	-0.05803553195	-1.894635137	0.02476437006	-0.8918006338	0.2243934379	4.284172666	-0.8278744716	2.204232318	-0.2081267048	sol_cdmft_3bandes_grille_patch_gen.py	R0:S0:1	uncorrelated	-0.08310737506	0.00612992509	-0.0816863286	0.02263378662	-0.0456830988	0.007034178973	-0.6461580841	0.0141785295	-3.388750241	0.4869025672	-4.085835701	0.09800949084	4.689324525	-0.2606140326	3.840029206	-1.70263549	2024-10-31@22:38	1.5	-0.3277339693	1	-3.606497858e-16	-0.07075363495	1.5	1.564909334e-16	0.02600729985	v2.7.1	
4	Broyden	0	0.002988195492	-198.4406695	-161.6	5.980644107	YY	11.5	0.5361317926	self-energy/D	sharp_wc_2_b_50	2	2	1.302366169	-24.94617272	1.952535919	20.68628239	0.003294442429	16.998446	0.01374110981	5.099364002	0.05317140463	17.46248303	0.02154345784	-18.66669172	1.943105909	-5.801375295	1.773677906	-22.13139821	1.976658344	a248bdd	2x2_2C_8b_C2v_L	12.1	1.531465371	2	1.756185061	0.9999999999233162	1.0	-2.172591757	1.18349917	-2.549399512	0.0681998259	-1.715657044	0.1381401403	0.7735352185	-0.2109824595	2.577212373	-0.2128059714	-1.848506359	1.220043118	-0.02964309596	0.02302181858	0.09391850804	-0.01231180599	sol_cdmft_3bandes_grille_patch_gen.py	R0:S0:1	uncorrelated	-0.02111154366	-0.01108450796	-0.0164125879	0.02705234521	-0.641908441	0.4494636265	-0.4447073109	0.9988878106	-0.6617718984	0.4615637723	0.9862960559	-0.07861428109	1.266762739	-2.206957429	1.482209408	-0.7089051976	2024-10-31@22:42	1.5	-0.3801190475	1	-1.291590775e-16	-0.08748571694	1.5	1.330414094e-16	0.03098665653	v2.7.1	
4	Broyden	0	-0.001317046706	-198.8750654	-145.6	9.461495988	YY	11.5	0.5505122261	self-energy/D	sharp_wc_2_b_50	3	2	1.292658118	-24.55201593	1.931250325	20.73565279	0.00413357232	17.06797277	0.003892290451	4.708113339	0.02313529287	17.14409753	0.02805426856	-18.59125301	1.915756944	-5.853258551	1.704169483	-22.17143434	1.991463851	a248bdd	2x2_2C_8b_C2v_L	12.1	1.5448479	2	1.729333334	0.9999999999111007	1.0000000000000002	-2.58993392	1.416706812	-2.917720909	0.08119114602	-0.8437136565	0.0588854108	1.029023589	-0.2356873477	2.888452543	-0.2217614131	2.25140848	-1.485251159	0.02396199794	-0.01366890775	-0.141345435	0.02393530476	sol_cdmft_3bandes_grille_patch_gen.py	R0:S0:1	uncorrelated	0.01677160736	0.005284610319	0.01380288155	-0.01643415753	0.3625106917	-0.2659964069	0.08479133229	-0.2262936679	0.8313113166	-0.585021652	1.157292351	-0.08717074687	1.498427793	-2.492903116	0.9097169848	-0.4223381028	2024-10-31@22:47	1.5	-0.4457384477	1	-2.357769409e-16	-0.1111953779	1.5	-2.750179191e-16	0.03710712743	v2.7.1	
5	Broyden	0	0.005525522563	-128.9563409	-129.6	13.43683339	YY	11.5	0.1540334635	self-energy/D	sharp_wc_2_b_50	4	2	1.290436496	6.330598637	0.05683249393	-4.926110556	1.995355061	-5.323675639	1.990738995	-7.527627163	1.860031921	-6.992694781	1.901884289	-5.160700815	1.937293196	4.648873491	0.01241833547	-7.58165096	1.741448148	a248bdd	2x2_2C_8b_C2v_L	12.1	1.14872605	2	1.726557805	0.9999999999524534	1.0000000000000002	-1.075676426	0.7617838006	0.3361283071	-0.3026127814	-0.5793938401	0.3851056545	0.007779904375	0.03837574749	0.2761436688	-0.1274608065	0.3647083078	-0.2694964263	-0.2048713715	0.3342784226	-0.08982962159	0.03749684374	sol_cdmft_3bandes_grille_patch_gen.py	R0:S0:1	uncorrelated	0.0009782377963	-0.001662783767	-0.002517728155	0.001803899787	0.01706975922	-0.04229109713	1.609697071	-1.379581234	-1.249531339	1.144303768	0.7135611998	-0.8904485593	-0.5588667625	0.2769729523	-2.003930942	2.066500382	2024-10-31@22:52	1.5	-0.4166017085	1	-4.159376923e-16	-0.1084597455	1.5	-1.122311258e-16	0.03370719157	v2.7.1	
6	Broyden	0	-0.02180164589	-271.8494029	-161.6	2.162232446	YY	11.5	0.3255554254	self-energy/D	sharp_wc_2_b_50	2	2	1.239026948	-20.64079324	1.897410862	16.68930383	0.03808320568	16.34188115	0.05584138619	7.012579712	0.3036153078	6.543497233	0.3224730299	-23.15130355	1.954477307	-40.18139225	1.899221875	-12.00452578	1.218305492	a248bdd	2x2_2C_8b_C2v_L	12.1	1.286393574	2	1.681117377	0.9999999998532754	0.9999999999999998	-3.224480967	1.608045392	-3.509957356	0.4382034657	-0.5240378922	0.1422854834	-2.551036939	1.826265224	-2.4795938	1.856930135	2.923909875	-0.9433357516	-9.928817228	1.222627635	-0.6124319169	0.1011536054	sol_cdmft_3bandes_grille_patch_gen.py	R0:S0:1	uncorrelated	0.1359368076	-0.01049731714	0.09990387938	-0.06360744971	-2.456487744	1.006657204	0.2300192267	-0.2452536943	-0.1201806318	0.1880969044	0.3215479976	-0.04769828048	1.317873015	-0.2700051784	-6.445242492	3.265704401	2024-10-31@23:06	2.125	-0.6297221578	1	6.511707856e-16	-0.2347227381	-1.5	-2.454652908e-16	0.1229516156	v2.7.1	
30	Broyden	0	0.0237817848	-237.0668578	-145.6	4.678483931	YY	11.5	0.469485062	self-energy/D	sharp_wc_2_b_50	3	2	1.209487959	-19.07372503	1.833907987	16.84860073	0.05309934761	18.45937241	0.1333540791	9.008205203	0.2990539169	14.08804225	0.08233557173	-18.56854298	1.681077237	-20.60733375	1.879792285	-13.09416611	1.159000366	a248bdd	2x2_2C_8b_C2v_L	12.1	1.418021641	2	1.681273502	0.9999999998959114	1.0000000000000002	-3.528073437	2.071344259	3.843870489	-0.2474964766	-1.861400157	-0.235146152	3.568175024	-1.174008333	5.327474833	-0.7393555014	5.089405076	-2.599390979	-8.170172231	1.23532252	0.7301622456	-0.1197315622	sol_cdmft_3bandes_grille_patch_gen.py	R0:S0:1	uncorrelated	1.8076319	-0.1066126376	-1.470782482	0.9613234516	3.938971347	-1.755577269	1.020015669	-1.890231255	0.661130599	0.4815163648	0.924629345	-0.7662927795	1.054747215	-0.3520278831	7.572433011	-3.507782978	2024-10-31@23:36	2.125	-0.7116574467	1	-4.205423559e-17	-0.3046169409	-1.5	-1.574640619e-16	0.1680534785	v2.7.1	
5	Broyden	0	-0.0003706427932	-465.0125475	-129.6	7.430992639	YY	11.5	0.4870664702	self-energy/D	sharp_wc_2_b_50	4	2	1.182676589	-41.99690137	1.894863222	33.35114668	0.228329359	13.9068634	0.3672881977	-10.03570933	1.944179882	22.50495593	0.2629850874	-18.91818349	1.706972919	-26.700466	1.35208424	-55.00059152	1.628484584	a248bdd	2x2_2C_8b_C2v_L	12.1	1.417100858	2	1.680663471	0.9999999998555287	0.9999999999999998	5.492638798	-1.546761588	5.212219532	-0.1275368648	-0.4560848001	-0.04472402374	-0.3185231397	0.4158801359	-5.835366578	0.3945818107	4.752484775	-2.300358944	-11.65929674	0.6160757779	-19.05849507	1.176655842	sol_cdmft_3bandes_grille_patch_gen.py	R0:S0:1	uncorrelated	8.484691653	-0.2755836773	7.094726319	-2.356415783	-4.270037366	2.907409688	-4.523583244	0.5118373049	-5.713620281	2.277251859	5.913948016	-0.5302501895	-13.99287361	2.748280376	17.59561725	-2.268408246	2024-10-31@23:43	2.125	-0.7427239275	1	2.164461861e-16	-0.3680356271	-1.5	-4.604044211e-16	0.2049232238	v2.7.1	
12	Broyden	0	0.0004290491101	-437.2277653	-193.584	-4.150058054	YY	11.5	0.5536731749	self-energy/D	sharp_wc_2_b_50	0.001	2	1.272113967	-26.92029254	1.999018118	42.26140629	0.0007560352466	84.49828533	0.1698990921	-61.45888483	1.976401831	97.11207757	0.09619922286	-54.16637876	1.856074002	60.26790605	0.05099389562	-23.04545629	1.498650121	a248bdd	2x2_2C_8b_C2v_L	12.1	1.527274879	2	1.718929808	0.9999999999200208	1.0	0.2663746339	-0.1397991629	2.191839938	-0.01280092018	-1.885157204	-0.000434981034	-1.479708947	0.3378809557	-11.63817575	0.1876133078	8.078626043	-1.81008616	2.189770422	-0.3889219038	-1.160952487	0.0769399858	sol_cdmft_3bandes_grille_patch_gen.py	R0:S0:1	uncorrelated	1.559433338	-0.01317227192	0.3342913261	-0.1184100241	-14.27262707	2.137590279	-13.17588436	0.2601045945	-11.94100255	1.542570973	9.589831868	-0.2317328973	11.03114677	-0.6982103709	-7.936818086	3.095992125	2024-10-31@23:57	2.125	-0.5457695447	1	6.041922147e-16	-0.1669157317	-0.75	-2.025501632e-16	0.07726504589	v2.7.1	
7	Broyden	0	-0.000110827773	-460.0737988	-177.6	-0.2287482549	YY	11.5	0.5296159444	self-energy/D	sharp_wc_2_b_50	1	2	1.267648635	-28.62359227	1.807757963	41.91188371	0.0358226315	83.66044461	0.2335810945	-59.54976908	1.970796376	96.75944502	0.1792733342	-54.1530844	1.92859829	60.3802563	0.0718390925	-21.39260822	1.364075363	a248bdd	2x2_2C_8b_C2v_L	12.1	1.488791968	2	1.762009344	0.9999999999262625	1.0	-5.299358702	2.256643559	7.014914345	-0.1827405675	1.729744689	0.008102988066	-1.375357317	0.3175406621	-7.135226759	0.1089243732	-5.015930109	1.088790329	2.432878444	-0.3906558806	1.283958616	-0.1226289479	sol_cdmft_3bandes_grille_patch_gen.py	R0:S0:1	uncorrelated	-2.569793035	0.07394247212	2.835929767	-0.862698878	17.16654212	-2.461630941	-15.4086232	0.3183856244	-17.09469517	2.164981599	-13.62371319	0.2858247649	13.01361869	-0.8915986321	8.783597756	-3.308821063	2024-11-01@00:06	2.125	-0.5125559837	1	-2.339139428e-16	-0.191099924	-0.75	-3.178266062e-16	0.08482221912	v2.7.1	
12	Broyden	0	-0.0005255424615	-105.7012154	-161.6	3.005706505	YY	11.5	0.2451259448	self-energy/D	sharp_wc_2_b_50	2	2	1.25687418	-3.80959155	1.99129854	-4.870667455	1.958061225	-6.155417938	1.791264406	0.4433600492	0.01063143619	-3.813000797	1.959854797	9.697932498	0.1964321672	-0.4043410613	1.996110003	-4.962251206	1.448615541	a248bdd	2x2_2C_8b_C2v_L	12.1	1.23380677	2	1.667089895	0.9999999999033589	1.0	-0.3016229019	0.441569986	-0.01061175401	0.01345752412	0.000237905705	0.00160711651	-0.0006628113509	0.005956872815	0.8745866769	-0.746188954	-2.609974167	1.643675912	-0.3031570923	0.2238185967	1.077221621e-05	-0.0005881876279	sol_cdmft_3bandes_grille_patch_gen.py	R0:S0:1	uncorrelated	-0.03215380942	0.01704401233	1.139326594	-0.5083238076	-1.863449207	1.581004623	0.2227344168	-0.372332182	-0.00535405883	0.008962394943	0.004042733078	-0.0005124272296	0.0005019947513	-0.003788203548	-2.274753474	2.989512743	2024-11-01@00:17	2.125	-0.5899265173	1	-7.182048222e-16	-0.1897178114	-0.75	3.005066754e-16	0.09137937405	v2.7.1	
8	Broyden	0	4.573289058e-05	-99.9244143	-145.6	6.291797917	YY	11.5	0.2989945041	self-energy/D	sharp_wc_2_b_50	3	2	1.244499624	-2.961201721	1.995169362	-3.980571249	1.962390902	-4.69690279	1.730637371	0.4833805198	0.01683106454	-4.697590708	1.733342143	0.4771292476	0.01708635889	-0.6289583698	1.994456815	-4.206023422	1.36870483	a248bdd	2x2_2C_8b_C2v_L	12.1	1.290523552	2	1.665754539	0.9999999999060113	1.0	0.1571510864	-0.3021071676	-0.02428475745	0.04019085645	0.0002763950176	-0.0008567250493	-0.0004687424812	0.001306739091	-0.0004148125854	0.0003465909919	-0.0009115197335	0.003860557527	-0.3416000162	0.2666382037	-0.0005527149489	0.0005246238115	sol_cdmft_3bandes_grille_patch_gen.py	R0:S0:1	uncorrelated	0.1300373255	-0.06318009389	1.076341109	-0.4377643329	-1.743699939	1.780272369	0.204886385	-0.4388974753	1.742199474	-1.76614581	0.2043815968	-0.4430237245	0.001298780015	-0.005519541983	-2.28408597	3.174361685	2024-11-01@00:24	2.125	-0.6283160781	1	-4.487334099e-16	-0.2211730629	-0.75	-1.293453442e-17	0.1065175624	v2.7.1	
