CDMFT_iterations	CDMFT_method	D	D_ave	E0_1	E0_2	E_kin	GS_consistency	U	U_1_ave	convergence	dist_function	e	e_2_ave	e_ave	eb1_1	eb1_1_ave	eb2_1	eb2_1_ave	eb3_1	eb3_1_ave	eb4_1	eb4_1_ave	eb5_1	eb5_1_ave	eb6_1	eb6_1_ave	eb7_1	eb7_1_ave	eb8_1	eb8_1_ave	githash	model	mu	mu_1_ave	mu_2_ave	mu_ave	n_1	n_2	sb1_1	sb1_1_ave	sb2_1	sb2_1_ave	sb3_1	sb3_1_ave	sb4_1	sb4_1_ave	sb5_1	sb5_1_ave	sb6_1	sb6_1_ave	sb7_1	sb7_1_ave	sb8_1	sb8_1_ave	script	sector_1	sector_2	tb1_1	tb1_1_ave	tb2_1	tb2_1_ave	tb3_1	tb3_1_ave	tb4_1	tb4_1_ave	tb5_1	tb5_1_ave	tb6_1	tb6_1_ave	tb7_1	tb7_1_ave	tb8_1	tb8_1_ave	time	tpd	tpd_ave	tpp	tpp_2_ave	tpp_ave	tppp	tppp_ave	version	
3	Broyden	0	-1.183467813e-06	-91.15687923	-146.4	13.03781457	YY	11.5	0.7081267901	self-energy/D	sharp_wc_2_b_50	4	2	1.282436877	-0.1945724356	1.998816874	-4.444009702	1.997355053	-3.770621482	1.9537469	-0.00950532864	1.826896177	-3.757999928	1.953605158	-0.009735011007	1.829259046	0.03358910155	1.441135474	-3.162113645	1.485689882	a248bdd	2x2_2C_8b_C2v_L	13.15	1.707029137	2	1.83798117	0.9999999997860002	0.9999999999999998	3.232418324e-06	7.381581227e-05	0.0001687807038	-0.0005337896112	-0.0003990763638	0.0003557150587	-0.1009450669	1.775725416	2.434259318e-05	-0.0002949607433	-0.1010141256	1.776821674	0.001906794453	-0.03762627397	-0.000554935505	0.0003314629248	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	0.1129381243	-0.02290820216	-0.800790126	0.03793575623	1.124835101	-0.3355379695	-0.004623162792	0.06926523561	-1.12321553	0.3359923609	0.0004226417821	-0.006324720774	0.1562265881	-2.631769522	-1.429519392	2.605462616	2024-10-23@08:37	1.5	-0.3753142431	1	-6.789209079e-16	-0.1658963797	-0.75	1.923621907e-16	0.07325542923	v2.7.1	
4	Broyden	0	-4.13080357e-06	-125.6494611	-112	9.128042147	YY	10.25	0.1410971237	self-energy/D	sharp_wc_2_b_50	3	2	1.281164802	-1.082688884	1.995408228	-7.07471948	1.953331065	-6.795699576	1.868761196	1.005223862	0.003829376287	-6.758983513	1.868305418	1.007141566	0.003781255303	-7.590930662	1.961767152	-10.33113931	1.765695379	a248bdd	2x2_2C_8b_C2v_L	10	1.132149548	2	1.666585594	0.9999999999327682	1.0000000000000002	-0.1717738573	0.2961000055	0.003056991071	-0.003675316694	-0.00037026378	-0.0004439780923	-0.001011152139	0.004288160582	9.906632766e-05	0.0005940334528	0.0004628182695	-0.002397141467	-1.274531379	0.5000121669	-0.3736158686	0.1353527468	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	-0.005984244083	0.01214318259	-1.213404897	0.6754664937	1.556308212	-1.348113919	0.1925003579	-0.2349559937	-1.551874049	1.350292346	-0.1917226762	0.2336364319	0.5985310273	-0.5648759299	-2.751130393	2.012145693	2024-10-23@08:38	1.5	-0.4899248895	1	-6.110493551e-16	-0.1216107994	1.5	-1.849036169e-16	0.03712296259	v2.7.1	
2	Broyden	0	0.0003983475366	-635.5385547	-144	2.374938514	YY	14	0.06875942867	self-energy/D	sharp_wc_2_b_50	1	2	1.312361756	-30.86785374	1.967103785	-41.10346045	1.978277577	-50.18869945	1.930660034	58.94819655	0.04334391305	63.87650373	0.06113631723	-92.73370956	1.953134309	-8.148523808	1.87506115	-64.42746659	1.993423536	a248bdd	2x2_2C_8b_C2v_L	10	1.042877644	2	1.670423375	0.9999999999141176	1.0000000000000004	0.2279343748	-0.05915010284	-3.342286364	0.626316808	0.3303869678	-0.04452125346	-0.4115333955	0.04778682226	-6.395470196	0.6939242548	6.925615046	-0.5391719674	-0.2208686546	0.07854664712	2.611007214	-0.2747666014	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	-3.56066426	0.6590907382	-0.323764687	0.0428689393	-7.552229428	1.022769389	7.130064264	-0.8308866096	-6.375220316	0.6688972079	8.546140436	-0.673946462	2.144200909	-1.420429171	1.408869453	-0.1732558918	2024-10-23@08:40	1.5	-0.3246440645	1	2.611418737e-16	-0.04848769129	0.75	-2.811122991e-16	0.0196509381	v2.7.1	
3	Broyden	0	4.658052101e-06	-119.9883148	-96	12.50755082	YY	10.25	0.1932652893	self-energy/D	sharp_wc_2_b_50	4	2	1.266834726	-3.153287216	1.948556411	-6.076600784	1.983854243	-4.739847988	1.811207985	3.77440033	0.009303229363	-4.709803658	1.809802735	3.723354107	0.008924131883	-7.909242139	1.899025052	-9.502557408	1.73629273	a248bdd	2x2_2C_8b_C2v_L	10	1.181014196	2	1.667685108	0.9999999999283211	1.0000000000000004	-0.09011094634	0.132863058	0.1875893406	-0.2027867247	-0.02250991075	0.01946778778	-0.06996611628	0.08995700513	0.01042417716	-0.0087355995	0.03217232544	-0.04191038944	-1.475495598	0.5620969197	-0.8161275686	0.3014628909	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	-0.7686879916	0.6407294108	-0.6566584273	0.3440047418	1.448660182	-1.559254665	0.3824970208	-0.3729061997	-1.446544997	1.56550895	-0.3831665079	0.375217986	1.278178768	-1.126186047	-2.75900334	2.106374823	2024-10-23@08:40	1.5	-0.539693251	1	1.141829674e-17	-0.1559440541	1.5	2.981230107e-17	0.04488575391	v2.7.1	
2	Broyden	0	-2.800665259e-05	-704.7801451	-162.4	8.196106541	YY	10.25	0.4825681162	self-energy/D	sharp_wc_2_b_50	3	2	1.276953252	-30.03350394	1.747216954	31.31228126	0.02074807772	44.81585873	0.3532700958	-35.10164053	1.962657564	45.56106695	0.3576686751	-36.22879913	1.957104314	-69.86552447	1.565792053	-84.03329782	1.739984522	a248bdd	2x2_2C_8b_C2v_L	13.15	1.413457991	2	1.858975754	0.9999999998244684	1.0	-6.897015108	2.56587863	-8.011901067	0.255014588	-0.6184432896	0.02180222359	0.4895458035	-0.1376229989	1.69393488	-0.06728916899	-1.366552363	0.3614371668	-17.08229318	0.4984930074	23.94705318	-0.6984158157	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	-1.034014166	0.02880468853	-0.9265275708	0.3379719859	12.54663506	-2.90988323	-12.35349414	0.4349053748	12.8572604	-2.917021173	-12.7020911	0.4424103925	23.16009974	-2.742093088	19.87371096	-2.042240672	2024-10-23@08:41	2.75	-0.3529197646	1	-9.525821924e-17	-0.187815842	0.75	1.437834205e-16	0.07936126912	v2.7.1	
3	Broyden	0	0.03424345005	-408.6674763	-144.8	-2.450782041	YY	9	0.371915251	self-energy/D	sharp_wc_2_b_50	2	2	1.17616286	-14.01541757	1.928559589	-29.67248096	1.705014415	-20.65431286	1.444896616	-50.26231304	1.794253218	31.95922245	0.2908284833	-20.65473474	1.58954033	-3.980415822	0.9760563296	-0.4906995496	1.985621669	a248bdd	2x2_2C_8b_C2v_L	11.05	1.277818003	2	1.628985977	0.9999999997165533	1.0000000000000002	-1.16422428	0.7128795359	8.018357971	-2.679520016	3.240420834	-1.15007044	14.51470207	-1.823299876	-1.00392484	0.5389518585	-0.6667886823	-0.3906419343	0.03389582601	-0.06026189249	-0.4239980134	0.3333351713	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	6.287040157	-0.4479813538	1.904504513	-0.1053419818	-10.5296715	2.184085028	5.610513376	-0.3832539249	11.39278236	-2.155493855	10.49993558	-2.064470468	-3.204530536	3.802236422	-0.07656405534	0.2396150906	2024-10-23@08:41	3.375	-0.8270108828	1	2.641638525e-16	-0.3780913387	0	0.1680429395	v2.7.1	
8	Broyden	0	0.03789160001	-231.4603546	-176.784	-7.156300485	YY	10.25	0.3508206841	self-energy/D	sharp_wc_2_b_50	0.001	2	1.222970652	-5.994421347	1.951763544	4.588694505	0.05464377275	-4.427429545	1.624447582	0.3576437089	0.1585421591	-18.13230505	1.815853428	12.89548999	0.3066491536	84.29913161	0.1294839177	83.44099239	0.6907409966	a248bdd	2x2_2C_8b_C2v_L	11.05	1.278907198	2	1.673771336	0.9999999995083374	1.0	-0.664075668	0.9373816373	1.149050212	-0.2461375617	-0.005281027508	-0.3359145942	-0.09808008347	0.8011689554	4.850348488	-1.748438666	-5.249941197	1.831956812	-3.471061023	0.2313879874	-40.94661273	3.411915102	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	-1.214459147	0.2098149035	0.550113114	-0.9328092669	-2.027015835	1.93270257	-0.2748093742	0.9974754836	0.6278554657	-0.5025799862	-0.38602009	-0.3322885782	39.65460161	-1.13634187	-3.339628596	0.1539686099	2024-10-23@08:41	2.75	-0.6915266005	1	3.407428607e-16	-0.269690217	-1.5	-6.745151966e-18	0.1435120647	v2.7.1	
2	Broyden	0	0.0004919949992	-639.4262641	-128	6.133105437	YY	14	0.08572653929	self-energy/D	sharp_wc_2_b_50	2	2	1.30806513	-30.82661163	1.961648379	-41.08003234	1.972125551	-50.00781552	1.913013597	58.84413242	0.05728683358	63.57636505	0.08411475419	-92.52090937	1.93563209	-7.280541146	1.839891224	-64.43310087	1.992843049	a248bdd	2x2_2C_8b_C2v_L	10	1.052246383	2	1.671494278	0.9999999998842775	0.9999999999999998	0.247705981	-0.06481268543	-3.719531739	0.7156563899	0.3754116168	-0.05082581436	-0.4600738555	0.05229082348	-7.545158869	0.7999946652	8.34876105	-0.6457541233	-0.133316519	0.04547514172	3.030039677	-0.3199006918	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	-3.90912652	0.7002606497	-0.3474135775	0.04521664602	-8.534674135	1.137799618	8.20562477	-0.9537512397	-7.588716994	0.7834963326	9.979919286	-0.7773939538	2.253278337	-1.601338552	0.8591819981	-0.106138193	2024-10-23@08:42	1.5	-0.3536386848	1	-1.342623858e-16	-0.05897636415	0.75	-3.383494268e-16	0.02356348135	v2.7.1	
2	Broyden	0	-2.657313549e-05	-723.7471545	-146.4	11.0771167	YY	10.25	0.4696114447	self-energy/D	sharp_wc_2_b_50	4	2	1.258063335	-29.86714375	1.694350997	31.07502533	0.02755032926	44.52821799	0.4116715175	-34.58142945	1.956265845	45.24980184	0.4160766202	-35.70017655	1.950394715	-68.54413545	1.509089243	-82.95659714	1.712019905	a248bdd	2x2_2C_8b_C2v_L	13.15	1.390670685	2	1.830234328	0.999999999897596	1.0	-7.750342569	2.765314671	-8.859726668	0.3233196196	-0.6703642384	0.0192921594	0.5432877173	-0.153074563	1.8495122	-0.08478034291	-1.495134824	0.3679134726	-18.77879476	0.5636441273	26.44265611	-0.7667859142	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	-1.149747215	0.03861216753	-1.04967777	0.3666924959	13.94647055	-3.077187635	-13.50809159	0.503290647	14.26921912	-3.081334022	-13.87976646	0.5101112313	25.3525618	-2.831600474	21.78003088	-2.092651979	2024-10-23@08:43	2.75	-0.4258823359	1	-2.67202951e-17	-0.2428352626	0.75	-3.658396773e-17	0.0988407748	v2.7.1	
4	Broyden	0	0.02958286642	-414.7997983	-128.8	-0.1364886548	YY	9	0.3731093638	self-energy/D	sharp_wc_2_b_50	3	2	1.145827877	-13.61641566	1.923381836	-29.52982682	1.663250767	-19.85601116	1.360285346	-49.98574268	1.779395147	31.6844619	0.2952721089	-20.10085633	1.488449797	-3.513652072	0.9095976273	-0.3608819473	1.992348568	a248bdd	2x2_2C_8b_C2v_L	11.05	1.267908664	2	1.594388367	0.9999999997338291	0.9999999999999998	-1.241192256	0.760286301	8.762141122	-2.832078969	3.411638768	-1.386709216	15.76959279	-1.915032664	-1.03284382	0.6841475305	-0.7055320369	-0.589892311	0.01080879393	-0.04851133053	-0.4397256617	0.3560233716	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	6.69762853	-0.4711601145	2.016276786	-0.1055417323	-11.15695481	2.262546704	5.980707543	-0.2891795913	12.38512968	-2.096838788	11.21053347	-2.365737351	-3.246472467	3.84537241	0.001256838233	-0.01570143959	2024-10-23@08:46	3.375	-0.9041682482	1	-1.806657331e-16	-0.4314120107	0	0.1936230674	v2.7.1	
3	Broyden	0	0.0005643555099	-641.5675829	-112	9.809110815	YY	14	0.1036668602	self-energy/D	sharp_wc_2_b_50	3	2	1.302005118	-30.68078463	1.948749593	-41.04226489	1.956887294	-49.68402764	1.886965508	58.69973168	0.07856145188	63.20675006	0.1117622696	-92.24342746	1.914499612	-4.918882879	1.815017419	-64.48951893	1.99831478	a248bdd	2x2_2C_8b_C2v_L	10	1.060574504	2	1.672192638	0.9999999999178745	0.9999999999999999	0.2810026035	-0.06974281933	-4.584130051	0.8955529116	0.42666165	-0.05759806193	-0.5144438085	0.05686835349	-8.818551347	0.909306166	9.898876988	-0.7594590077	-0.006037702177	-0.003166257567	1.518934619	-0.1628038035	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	-4.627020862	0.7953360014	-0.3797643263	0.05098194003	-9.857498146	1.284961983	9.669586698	-1.113463008	-8.836156952	0.8949802813	11.48693863	-0.8811257958	1.882486193	-1.72383438	0.09849519767	-0.01171340847	2024-10-23@08:46	1.5	-0.3893931455	1	1.088227033e-16	-0.07405233593	0.75	-4.625426353e-17	0.02910707513	v2.7.1	
6	Broyden	0	0.002430649244	-102.447059	-144	-1.866367767	YY	10.25	0.3173885314	self-energy/D	sharp_wc_2_b_50	1	2	1.234921217	-4.183620107	1.962320367	-6.17346971	1.955508712	-2.956549058	1.720668625	3.965160182	0.004370033074	-2.966222086	1.717030827	3.943714967	0.000573869539	-7.948304759	1.994589793	-2.597837678	1.328461582	a248bdd	2x2_2C_8b_C2v_L	10	1.308242996	2	1.649483119	0.9999999999588084	1.0000000000000004	0.1157780627	-0.224946477	0.6964631637	-1.013279282	-0.002253565902	0.01530408189	-0.2274760331	0.2225481387	-0.001185758397	0.01530414471	0.08166114192	-0.08019645071	0.2588192104	-0.1298620103	0.01579046079	-0.008209674573	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	-1.266976392	0.4281939502	0.3004306277	-0.08086833588	1.500447995	-1.777854354	0.01025680887	-0.01209647689	-1.514031481	1.788773605	-0.007964839536	0.01105740781	0.3376798842	-0.2619318239	-2.004709476	3.256773393	2024-10-23@08:47	2.125	-0.671081926	1	-2.132889848e-16	-0.2411387179	-1.5	3.906545747e-17	0.1265706632	v2.7.1	
3	Broyden	0	0.0006490108926	-652.3270089	-96	13.32147876	YY	14	0.1347456299	self-energy/D	sharp_wc_2_b_50	4	2	1.292221558	-30.46104443	1.929224428	-40.94571959	1.927454599	-49.21308663	1.844474724	58.39924577	0.1155461205	62.54431013	0.1565037272	-91.77731137	1.879600936	-3.734683657	1.752994843	-64.49313845	1.998614287	a248bdd	2x2_2C_8b_C2v_L	10	1.075240611	2	1.67286325	0.9999999999370748	1.0000000000000004	0.3434141022	-0.0890408706	-5.840273415	1.17437844	0.5163184245	-0.06815187817	-0.6116691783	0.0652905861	-10.63715476	1.049848823	12.14309414	-0.916198366	-0.002120771389	-0.008188333033	1.356577654	-0.1489167694	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	-5.672145404	0.9031584856	-0.4488378292	0.05530060207	-11.83384357	1.484668841	11.87305241	-1.341787108	-10.67932096	1.045315814	13.72645273	-1.027935442	1.826334007	-1.976846923	0.05923766674	-0.006834480216	2024-10-23@08:51	1.5	-0.4387594643	1	4.970161925e-16	-0.09872957573	0.75	2.800592293e-17	0.03796728402	v2.7.1	
11	Broyden	0	0.03584091614	-210.9241631	-176.784	-6.341066004	YY	10.25	0.3131747326	self-energy/D	sharp_wc_2_b_50	0.001	2	1.238038323	-5.880117933	1.962266788	4.737351567	0.04201471112	-5.71783379	1.700593306	0.4599140122	0.08721038855	-18.30618567	1.871622142	13.194663	0.2992845923	86.2882219	0.118404454	85.5604447	0.5946780379	a248bdd	2x2_2C_8b_C2v_L	11.05	1.246612791	2	1.679720444	0.9999999995262663	1.0000000000000002	-0.5482648791	0.7496693672	1.129503142	-0.2800281879	-0.009752290516	-0.2414665638	-0.06765856427	0.5826140065	4.274602708	-1.454740632	-4.837970194	1.890827929	-3.137571052	0.2483449233	-36.63044441	3.258149403	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	-1.116601958	0.2348718067	0.4413418895	-0.6926802267	-2.20329486	1.772666424	-0.2859474513	0.8029981571	0.3736272954	-0.3331852273	-0.2138445546	-0.2571030923	35.19747587	-1.052252942	-2.991563684	0.1199900748	2024-10-23@08:51	2.75	-0.6508303167	1	-4.313326446e-16	-0.2382850394	-0.75	2.792885247e-17	0.115811061	v2.7.1	
4	Broyden	0	8.210085204e-05	-423.5224872	-112.8	2.006706204	YY	9	0.3153129533	self-energy/D	sharp_wc_2_b_50	4	2	1.106931698	-13.06230279	1.926384153	-29.36111893	1.618918441	-18.66456064	0.9571434239	-49.58024514	1.831324716	31.29081495	0.126817755	-19.24798947	1.012451073	-3.066776362	0.7882004184	-0.3624088671	1.98662204	a248bdd	2x2_2C_8b_C2v_L	11.05	1.154953343	2	1.564245206	0.9999999997277973	0.9999999999999998	-1.297838918	0.6834921611	9.594081656	-2.974320926	3.582163489	-0.5310634575	17.47576308	-1.389307479	-1.084009828	0.09647194032	-0.7673992129	0.2741879399	-0.003984768984	-0.01796587757	-0.5570409519	0.4604193641	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	7.159402342	-0.4853284016	2.146719594	-0.1711088637	-11.92102662	3.56443941	6.451777698	-0.8555025068	13.72295464	-1.328985581	12.10511131	-3.695530614	-3.313256704	3.864915136	0.02836761744	-0.09496860125	2024-10-23@08:53	3.375	-0.9669411989	1	-1.128282929e-15	-0.4953981782	0	0.2317604895	v2.7.1	
2	Broyden	0	0.0003280079577	-656.4673539	-144	2.491673691	YY	14	0.06667611451	self-energy/D	sharp_wc_2_b_50	1	2	1.314220615	-31.19056262	1.964732634	-41.26952207	1.976875856	-50.64628312	1.936817873	59.57854096	0.03864107918	64.27957125	0.05578342689	-92.96690501	1.957606637	-16.974817	1.873561099	-64.53326062	1.982357627	a248bdd	2x2_2C_8b_C2v_L	10	1.03971944	2	1.671011492	0.9999999999624348	0.9999999999999999	0.1780580046	-0.04004341512	-3.489751783	0.6448427374	0.2934930646	-0.03963945095	-0.3677698707	0.04242120948	-6.222690894	0.6765333015	6.695757445	-0.5207010012	0.0953433643	-0.02449967985	-5.131309085	0.5209349709	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	-3.693307124	0.6866138771	-0.2493487699	0.03727171395	-7.227716725	0.9787513598	6.786744938	-0.7851140815	-5.983247917	0.627541639	8.040845563	-0.6349011087	3.756874523	-1.422774943	0.264081961	-0.03291398531	2024-10-23@08:56	1.5	-0.3092581189	1	-5.672446511e-16	-0.04298071348	1.5	1.015603799e-16	0.0154701161	v2.7.1	
5	Broyden	0	-2.202056441e-05	-699.6281985	-162.4	8.969306029	YY	10.25	0.4800586022	self-energy/D	sharp_wc_2_b_50	3	2	1.289568044	-30.65346088	1.765973233	31.92798402	0.01966302317	46.07353662	0.3199720794	-36.1518181	1.962658497	46.74827544	0.3222960877	-37.39577125	1.957087409	-71.90547634	1.619305714	-85.77214966	1.781541539	a248bdd	2x2_2C_8b_C2v_L	13.15	1.415725821	2	1.877690855	0.9999999998488225	1.0000000000000002	-6.694835268	2.48251459	-7.865196561	0.2378373667	-0.575379615	0.0258990991	0.4541062851	-0.1197216015	1.708360888	-0.05953353912	-1.370179966	0.3700942859	-15.30188251	0.4897428977	21.38687123	-0.6054543042	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	-1.075596691	0.03266891865	-0.952705256	0.3417165619	12.08253079	-2.792203815	-11.99197566	0.4202615551	12.31451604	-2.793452533	-12.29488131	0.4260757867	20.9782629	-2.63387879	17.90361999	-1.905837474	2024-10-23@08:58	2.75	-0.3001368147	1	-5.712027895e-16	-0.1476439106	1.5	3.081866343e-16	0.06272312951	v2.7.1	
2	Broyden	0	0.0004227555577	-661.4557485	-128	6.276728698	YY	14	0.08308532979	self-energy/D	sharp_wc_2_b_50	2	2	1.310412153	-31.13727507	1.958876249	-41.24956695	1.97059223	-50.47198754	1.919683113	59.47258579	0.05202375008	64.02603354	0.07543033838	-92.78753621	1.942725694	-16.5242819	1.838794202	-64.50250077	1.975689382	a248bdd	2x2_2C_8b_C2v_L	10	1.047969665	2	1.672406693	0.9999999999261729	0.9999999999999999	0.1922695444	-0.04457406946	-3.867864835	0.7333768426	0.336715061	-0.04554556585	-0.4137785222	0.04682480972	-7.265577398	0.7747213187	7.981484444	-0.6178705038	0.08397971592	-0.02183131973	-6.058663598	0.6130823788	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	-4.0473919	0.7298671469	-0.2666192156	0.03865489059	-8.219475112	1.096329552	7.884897984	-0.9096591339	-7.047637037	0.7297876488	9.296126539	-0.7265092211	4.171894946	-1.594586954	0.2244731832	-0.02824437068	2024-10-23@08:59	1.5	-0.3359840346	1	-8.526236817e-16	-0.05182175005	1.5	-2.425747352e-17	0.0181442633	v2.7.1	
14	Broyden	0	0.008516800855	-71.24273887	-128	0.07544509791	YY	10.25	0.3260123168	self-energy/D	sharp_wc_2_b_50	2	2	1.186715299	-1.89687801	1.92120659	-5.781620551	1.966673932	-0.03202298354	0.8113070397	2.639459134	0.5463004238	-0.1786925493	1.196208547	3.018433255	0.4484472498	-0.3627327803	1.958084023	-2.382298549	1.101108654	a248bdd	2x2_2C_8b_C2v_L	10	1.29240147	2	1.601422464	0.9999999998288811	0.9999999999999999	-0.3283690377	1.097854848	-0.4093209382	0.652803018	-0.1738812558	1.999195182	-1.494865498	2.529510579	-0.2283323597	1.743825852	1.577450288	-2.273467268	-0.4548748641	0.5108761231	0.02027154035	0.0196065216	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	-0.59297053	0.2655112348	1.109205581	-0.2797162684	0.05615619003	-0.7935537731	0.006756666213	0.13367161	-0.1631640453	1.643717895	0.03223846504	0.2083247898	-0.07171025713	0.3395737603	-2.085084402	3.525260962	2024-10-23@08:59	2.125	-0.8135172271	1	7.082355462e-18	-0.3330145372	-1.5	3.039043916e-16	0.1910290582	v2.7.1	
3	Broyden	0	-3.153571709e-05	-712.2366537	-146.4	11.94357998	YY	10.25	0.4664767246	self-energy/D	sharp_wc_2_b_50	4	2	1.272660782	-30.54086545	1.723495621	31.72528297	0.02532543485	45.83211369	0.3686375902	-35.71129357	1.956988705	46.49061716	0.3713696898	-36.95058799	1.951074324	-71.31769421	1.595385483	-85.29467837	1.761126022	a248bdd	2x2_2C_8b_C2v_L	13.15	1.39319307	2	1.848631514	0.999999999850854	0.9999999999999999	-7.408982671	2.654518713	-8.597139405	0.293637552	-0.6190947631	0.02166320213	0.4940164909	-0.1344927518	1.849078088	-0.07630923367	-1.488603453	0.3764899902	-16.1394795	0.4862644124	22.61600737	-0.6542404787	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	-1.182205929	0.03772687839	-1.059256679	0.3711846433	13.2726404	-2.946482944	-13.00861469	0.4771093665	13.52104659	-2.946994264	-13.33865837	0.4824350454	22.14365495	-2.68430411	18.89535091	-1.976267596	2024-10-23@09:02	2.75	-0.3751430984	1	-5.153829365e-16	-0.1983201838	1.5	3.939689952e-17	0.08034260121	v2.7.1	
2	Broyden	0	0.000513208501	-668.6441663	-112	9.984707851	YY	14	0.1065735966	self-energy/D	sharp_wc_2_b_50	3	2	1.304917935	-30.99907631	1.943607545	-41.18251999	1.952492417	-50.22491434	1.896217912	59.31928665	0.07088741678	63.6848538	0.1006712724	-92.54639937	1.923451125	-15.7814158	1.785127781	-64.45924583	1.965231057	a248bdd	2x2_2C_8b_C2v_L	10	1.059544544	2	1.67418762	0.9999999999166453	1.0000000000000002	0.2321042582	-0.05562834697	-4.837653946	0.9397634783	0.3892034887	-0.05240535682	-0.4704974558	0.05212127329	-8.462103801	0.879597507	9.441810624	-0.7270945168	0.06480255558	-0.01774426059	-7.272231924	0.7378140041	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	-4.854995287	0.8353585882	-0.3096613747	0.04279480827	-9.447153534	1.236140903	9.235704446	-1.058622928	-8.241955108	0.8405743217	10.7329975	-0.8271376637	4.675600898	-1.813814492	0.1689535767	-0.02149483095	2024-10-23@09:02	1.5	-0.3697503693	1	-6.110493551e-16	-0.06467274942	1.5	-1.849036169e-16	0.02185363333	v2.7.1	
3	Broyden	0	0.04220961196	-402.4601467	-160.8	-4.352147632	YY	9	0.3487465851	self-energy/D	sharp_wc_2_b_50	1	2	1.211833781	-14.48860982	1.932050549	-30.06253813	1.773730703	-21.64078474	1.535503641	-50.7268664	1.823870107	32.57698008	0.2363094862	-21.48377285	1.642870718	-5.50189672	1.130029459	-0.4545182371	1.993414134	a248bdd	2x2_2C_8b_C2v_L	11.05	1.264493635	2	1.666967645	0.9999999997511066	1.0	-0.9267333792	0.5658011376	6.902669995	-2.374902374	2.955887551	-1.057760467	12.91100911	-1.69180924	-0.8151756318	0.4483636528	-0.5321343841	-0.3259770642	0.01015011365	-0.04679138605	0.3951980997	-0.2742014138	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	5.688908232	-0.4601002969	1.568087133	-0.09590795886	-9.634289373	2.048198091	5.084163214	-0.3639000084	10.03094378	-1.974436207	9.48802781	-1.958653286	-3.366085442	3.686968048	0.01760240377	-0.06799346435	2024-10-23@09:05	3.375	-0.7249992626	1	4.077811931e-16	-0.3077944419	0.75	-3.747027704e-17	0.1228230603	v2.7.1	
3	Broyden	0	0.0006166271358	-679.8284718	-96	13.56111829	YY	14	0.1392346185	self-energy/D	sharp_wc_2_b_50	4	2	1.296417397	-30.798063	1.923429737	-41.08445372	1.923480733	-49.80920011	1.859196405	59.07015488	0.1016573465	63.08720139	0.141956601	-92.12686524	1.891451893	-14.42603694	1.704594312	-64.41943905	1.950828995	a248bdd	2x2_2C_8b_C2v_L	10	1.075518741	2	1.676103535	0.9999999999135839	1.0000000000000004	0.276254981	-0.06962945968	-6.02490042	1.204012041	0.4629741337	-0.06131396909	-0.5506537487	0.05929057909	-10.21697944	1.017015296	11.60258713	-0.8834824622	0.03447062495	-0.01229150438	-8.663589431	0.8869243953	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	-5.863628606	0.9427292482	-0.3591411037	0.04566658702	-11.18861267	1.423055227	11.16875102	-1.259777283	-9.982388087	0.9907589869	12.83523399	-0.9651749098	5.154898894	-2.076836814	0.09041831527	-0.01156095125	2024-10-23@09:06	1.5	-0.4143451078	1	1.141829674e-17	-0.08459808294	1.5	2.981230107e-17	0.02721261152	v2.7.1	
