w	up_1	up_2	up_3	cumul_up_1	cumul_up_2	cumul_up_3	
-20	0.00185372	0.000480919	0.000488414	0	0	0
-19.975	0.00189281	0.000487042	0.000492735	4.73202e-05	1.2176e-05	1.23184e-05
-19.95	0.00194052	0.000493558	0.000497798	9.58332e-05	2.4515e-05	2.47633e-05
-19.925	0.00199592	0.000500469	0.000503506	0.000145731	3.70267e-05	3.7351e-05
-19.9	0.00205848	0.000507783	0.000509799	0.000197193	4.97213e-05	5.0096e-05
-19.875	0.00212796	0.000515519	0.000516643	0.000250392	6.26093e-05	6.3012e-05
-19.85	0.00220437	0.000523701	0.000524026	0.000305501	7.57018e-05	7.61127e-05
-19.825	0.00228786	0.000532363	0.00053195	0.000362698	8.90109e-05	8.94114e-05
-19.8	0.00237877	0.000541542	0.00054043	0.000422167	0.000102549	0.000102922
-19.775	0.00247755	0.000551283	0.000549493	0.000484106	0.000116331	0.00011666
-19.75	0.00258477	0.000561639	0.000559174	0.000548725	0.000130372	0.000130639
-19.725	0.00270116	0.00057267	0.000569518	0.000616254	0.000144689	0.000144877
-19.7	0.00282756	0.000584446	0.000580582	0.000686943	0.0001593	0.000159391
-19.675	0.00296497	0.000597047	0.000592432	0.000761067	0.000174227	0.000174202
-19.65	0.00311458	0.000610566	0.000605145	0.000838932	0.000189491	0.000189331
-19.625	0.00327773	0.000625111	0.000618813	0.000920875	0.000205118	0.000204801
-19.6	0.00345602	0.000640804	0.000633541	0.00100728	0.000221139	0.00022064
-19.575	0.00365129	0.000657791	0.000649454	0.00109856	0.000237583	0.000236876
-19.55	0.00386571	0.000676241	0.000666697	0.0011952	0.000254489	0.000253543
-19.525	0.00410181	0.00069635	0.000685439	0.00129775	0.000271898	0.000270679
-19.5	0.00436258	0.000718353	0.000705879	0.00140681	0.000289857	0.000288326
-19.475	0.00465153	0.000742526	0.000728254	0.0015231	0.00030842	0.000306533
-19.45	0.00497284	0.000769199	0.00075284	0.00164742	0.00032765	0.000325354
-19.425	0.00533152	0.000798767	0.000779972	0.00178071	0.000347619	0.000344853
-19.4	0.00573358	0.000831709	0.000810047	0.00192405	0.000368412	0.000365104
-19.375	0.00618627	0.000868606	0.000843546	0.0020787	0.000390127	0.000386193
-19.35	0.00669847	0.000910169	0.000881053	0.00224617	0.000412881	0.000408219
-19.325	0.00728102	0.000957279	0.000923281	0.00242819	0.000436813	0.000431301
-19.3	0.00794739	0.00101103	0.000971112	0.00262688	0.000462089	0.000455579
-19.275	0.00871438	0.00107281	0.00102564	0.00284474	0.000488909	0.00048122
-19.25	0.00960319	0.00114435	0.00108824	0.00308482	0.000517518	0.000508426
-19.225	0.0106408	0.00122793	0.00116067	0.00335083	0.000548216	0.000537443
-19.2	0.011862	0.00132646	0.00124514	0.00364738	0.000581378	0.000568571
-19.175	0.0133121	0.0014438	0.00134457	0.00398019	0.000617473	0.000602185
-19.15	0.0150509	0.00158509	0.00146275	0.00435646	0.0006571	0.000638754
-19.125	0.0171587	0.00175727	0.00160474	0.00478543	0.000701032	0.000678873
-19.1	0.0197439	0.00196988	0.00177737	0.00527902	0.000750279	0.000723307
-19.075	0.022956	0.00223613	0.00198993	0.00585292	0.000806183	0.000773055
-19.05	0.027003	0.00257463	0.00225531	0.006528	0.000870548	0.000829438
