GS_consistency	U	e	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	githash	model	mu	script	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	time	tpd	tpp	tppp	version	
NY	11.5	3.0461	-0.0055070215	-5.1818146	-5.1741833	-0.0019033867	-5.1791491	-0.0018119101	0.00064270906	-4.8979488	a248bdd	2x2_2C_8b_C2v_L	13	validity_data_2022.py	-0.052315483	1.0445455	-1.4824301	0.091036133	1.4831774	-0.090931486	0.11757245	-1.9149452	2024-08-15@09:31	1.9019	1	0.2229	v2.7.1	
NY	11.5	3.0461	-0.006576811	-5.1775247	-5.1759884	-0.0021952769	-5.1756052	-0.0021941606	0.00095599151	-4.8956529	a248bdd	2x2_2C_8b_C2v_L	12.99	validity_data_2022.py	-0.052550913	1.0443206	-1.4828848	0.091340266	1.4828062	-0.091267944	0.1178245	-1.9151274	2024-08-15@09:31	1.9019	1	0.2229	v2.7.1	
NY	11.5	3.0461	-0.0076555208	-5.1815502	-5.1784192	-0.0024249968	-5.1787941	-0.0024117256	0.0012095459	-4.8957126	a248bdd	2x2_2C_8b_C2v_L	12.98	validity_data_2022.py	-0.052802761	1.0449935	-1.4834351	0.09155711	1.4834957	-0.091602151	0.11805819	-1.9158081	2024-08-15@09:32	1.9019	1	0.2229	v2.7.1	
NY	11.5	3.0461	-0.0085514972	-5.188134	-5.1820284	-0.0024867064	-5.1790883	-0.0024244514	0.0015294979	-4.8964087	a248bdd	2x2_2C_8b_C2v_L	12.97	validity_data_2022.py	-0.053089511	1.0458917	-1.4841734	0.091917503	1.4837944	-0.091865434	0.11829708	-1.9166141	2024-08-15@09:32	1.9019	1	0.2229	v2.7.1	
NY	11.5	3.0461	-0.0092388558	-5.1850072	-5.1808861	-0.0024287228	-5.1759677	-0.0024198475	0.0018863622	-4.8942698	a248bdd	2x2_2C_8b_C2v_L	12.96	validity_data_2022.py	-0.053372401	1.0458763	-1.4842768	0.09213662	1.4836099	-0.092212	0.11853666	-1.9168638	2024-08-15@09:33	1.9019	1	0.2229	v2.7.1	
NY	11.5	3.0461	-0.0097607983	-5.179396	-5.1810978	-0.0022808487	-5.1819304	-0.0022835389	0.0022742977	-4.8937467	a248bdd	2x2_2C_8b_C2v_L	12.95	validity_data_2022.py	-0.053615625	1.045611	-1.484576	0.092509613	1.4847132	-0.092478476	0.1187668	-1.9174558	2024-08-15@09:34	1.9019	1	0.2229	v2.7.1	
NY	11.5	3.0461	-0.01081577	-5.1794645	-5.1820685	-0.0020478238	-5.1885296	-0.002204728	0.0026393213	-4.8914533	a248bdd	2x2_2C_8b_C2v_L	12.94	validity_data_2022.py	-0.054041146	1.0457151	-1.4850941	0.092874196	1.4858702	-0.09275187	0.1189417	-1.9176767	2024-08-15@09:34	1.9019	1	0.2229	v2.7.1	
NY	11.5	3.0461	-0.010686824	-5.1799277	-5.1852697	-0.0017819503	-5.1881543	-0.0017766234	0.0029862932	-4.8907357	a248bdd	2x2_2C_8b_C2v_L	12.93	validity_data_2022.py	-0.054195315	1.0462182	-1.4857572	0.093097395	1.4861792	-0.093041218	0.11919154	-1.9181945	2024-08-15@09:35	1.9019	1	0.2229	v2.7.1	
NY	11.5	3.0461	-0.011075172	-5.1820461	-5.1868938	-0.0013602662	-5.1855991	-0.0013836132	0.0034410308	-4.8902919	a248bdd	2x2_2C_8b_C2v_L	12.92	validity_data_2022.py	-0.05449697	1.0467584	-1.4863525	0.09332295	1.4861274	-0.093395362	0.11942692	-1.9187763	2024-08-15@09:36	1.9019	1	0.2229	v2.7.1	
NY	11.5	3.0461	-0.011059638	-5.1846637	-5.1888711	-0.00093656034	-5.1880545	-0.00093684226	0.003819065	-4.8902206	a248bdd	2x2_2C_8b_C2v_L	12.91	validity_data_2022.py	-0.054798478	1.0473357	-1.4869612	0.09362501	1.4868486	-0.093614866	0.11962954	-1.9194532	2024-08-15@09:36	1.9019	1	0.2229	v2.7.1	
