6	fixed_point	-97.37942936	-163.0448	5.161325336	NY	9.5	0.6587964029	self-energy	sharp_wc_2_b_50	2.0097	2	1.287326441	-0.2848065352	0.08588817995	-5.080782902	1.983135086	-4.395648874	1.952492563	-0.03396045462	0.09530194497	-4.396343331	1.952497327	-0.03397291012	0.09530237753	-0.01443789259	0.001427122449	-4.420724721	1.211513107	a248bdd	2x2_2C_8b_C2v_L	12.2	1.655610573	2	1.85304794	1.7313667824423151	2.0	new_boucle_param.py	R0:N14:S0:1	uncorrelated	0.1635993865	-1.319752354	1.169146864	-0.1518647472	-1.543061832	0.3015650703	-0.1151019543	1.305030186	1.543175381	-0.3015563938	0.1151056957	-1.305064111	0.1426970874	-0.1324700227	-2.027788741	3.623399906	2024-07-18@07:27	2.1394	-0.3421823567	1	1.037612477e-16	-0.1513780159	0.2577	-3.870337961e-16	0.06497780253	v2.7.1	
6	fixed_point	-97.35884907	-162.8848	5.151476838	NY	9.5	0.656960719	self-energy	sharp_wc_2_b_50	2.0097	2	1.287153215	-0.2831608887	0.0862399514	-5.072891511	1.982945489	-4.410946369	1.951264226	-0.03804760276	0.1000818134	-4.409771927	1.951257152	-0.03805270516	0.1000798707	-0.01423800911	0.001431437922	-4.417676477	1.211809369	a248bdd	2x2_2C_8b_C2v_L	12.19	1.653722673	2	1.852414442	1.7290575717724477	2.0	new_boucle_param.py	R0:N14:S0:1	uncorrelated	0.163769731	-1.321714406	1.168631611	-0.153633667	-1.54493167	0.3094052284	-0.1174610056	1.335616817	1.544729925	-0.309413409	0.1174517183	-1.335550791	0.1432293657	-0.1328088368	-2.027995202	3.622728868	2024-07-18@07:28	2.1394	-0.3433640756	1	8.080783389e-17	-0.151823497	0.2577	-1.209314613e-16	0.06512894803	v2.7.1	
3	fixed_point	-97.28744824	-162.7248	5.141198822	NY	9.5	0.6554435039	self-energy	sharp_wc_2_b_50	2.0097	2	1.286973787	-0.2789892359	0.08572575316	-5.046601446	1.98283551	-4.422840483	1.950147554	-0.04085103549	0.1045144654	-4.420791557	1.950157598	-0.0407438536	0.1043936014	-0.01392106183	0.001436391611	-4.414405176	1.212143798	a248bdd	2x2_2C_8b_C2v_L	12.18	1.652161332	2	1.851772311	1.754019296002714	2.0	new_boucle_param.py	R0:N14:S0:1	uncorrelated	0.1630585373	-1.316991527	1.166590951	-0.1544514168	-1.546603733	0.3164629714	-0.119443842	1.363128421	1.546297477	-0.3163525313	0.1193625325	-1.362272451	0.1437123081	-0.1331302707	-2.028225144	3.622149798	2024-07-18@07:29	2.1394	-0.3445963917	1	8.346796514e-16	-0.1522927402	0.2577	-1.328676073e-16	0.06528514334	v2.7.1	
6	fixed_point	-97.22443986	-162.5648	5.131887113	NY	9.5	0.6536548573	self-energy	sharp_wc_2_b_50	2.0097	2	1.286808882	-0.2744433198	0.08514863422	-5.022279965	1.982725986	-4.433426253	1.948839737	-0.04412278227	0.1096493587	-4.433394501	1.948855048	-0.04406193778	0.1095674188	-0.01352938945	0.001442526992	-4.412373922	1.212498978	a248bdd	2x2_2C_8b_C2v_L	12.17	1.650318078	2	1.851170511	1.7531025378019387	1.9999999999999993	new_boucle_param.py	R0:N14:S0:1	uncorrelated	0.1625355304	-1.31195355	1.164595579	-0.1553667607	-1.547781351	0.324682084	-0.1219102401	1.394119437	1.54780822	-0.3245957159	0.1218623633	-1.393613003	0.1443361	-0.1335285392	-2.028615041	3.621542479	2024-07-18@07:30	2.1394	-0.345710503	1	-1.184280348e-16	-0.1527186322	0.2577	2.736184912e-16	0.06542844438	v2.7.1	
3	fixed_point	-97.1510919	-162.4048	5.119390323	NY	9.5	0.6522957018	self-energy	sharp_wc_2_b_50	2.0097	2	1.28659341	-0.2719841729	0.0855256089	-5.011341286	1.982560887	-4.438472068	1.947875968	-0.0449076612	0.1131024304	-4.435717484	1.947906391	-0.04461883398	0.1128341827	-0.01309542125	0.001452995388	-4.408826394	1.21304059	a248bdd	2x2_2C_8b_C2v_L	12.16	1.648925237	2	1.850410352	1.7519207492462283	2.0	new_boucle_param.py	R0:N14:S0:1	uncorrelated	0.1624837954	-1.313797031	1.163852929	-0.1568050129	-1.548790428	0.3306700377	-0.1232160573	1.414107999	1.548445245	-0.3304238404	0.1230562087	-1.412359141	0.1448478669	-0.1339915596	-2.028725094	3.620343319	2024-07-18@07:30	2.1394	-0.3472156575	1	4.764734208e-16	-0.1532803104	0.2577	7.897879016e-17	0.06561952816	v2.7.1	
2	fixed_point	-97.06444828	-162.2448	5.101842538	NY	9.5	0.651059706	self-energy	sharp_wc_2_b_50	2.0097	2	1.286293702	-0.2698455348	0.08637178014	-5.004436922	1.982359062	-4.436180146	1.947043551	-0.04428982164	0.1157161568	-4.435302071	1.947045628	-0.04425755176	0.1156560834	-0.01253257613	0.001466923894	-4.405151032	1.213693599	a248bdd	2x2_2C_8b_C2v_L	12.15	1.647661804	2	1.849383075	1.720603174413156	2.0000000000000004	new_boucle_param.py	R0:N14:S0:1	uncorrelated	0.1628344622	-1.319085123	1.163365121	-0.1585854328	-1.548819699	0.3356997718	-0.1240450201	1.4285273	1.548717191	-0.3356602234	0.1239972534	-1.428116547	0.1454006587	-0.1345518568	-2.028705869	3.618860608	2024-07-18@07:31	2.1394	-0.3493319185	1	-2.453711025e-17	-0.1540728705	0.2577	8.631301677e-17	0.06590338587	v2.7.1	
2	fixed_point	-96.93082692	-162.0848	5.0825923	NY	9.5	0.6501444917	self-energy	sharp_wc_2_b_50	2.0097	2	1.28596653	-0.2662070048	0.08676407657	-4.985251105	1.982201953	-4.428516048	1.946358416	-0.0426674651	0.117689201	-4.429879666	1.946350085	-0.04270121978	0.1177569347	-0.01190572561	0.001482793697	-4.401795754	1.214480014	a248bdd	2x2_2C_8b_C2v_L	12.14	1.646729132	2	1.848276349	1.7188895244547955	1.9999999999999996	new_boucle_param.py	R0:N14:S0:1	uncorrelated	0.1626392715	-1.320761379	1.161798587	-0.159775144	-1.548230008	0.3396489915	-0.1243603776	1.438836704	1.548481018	-0.3397323221	0.1243987719	-1.439288905	0.1459271895	-0.1351244681	-2.028767015	3.617313478	2024-07-18@07:32	2.1394	-0.3516541772	1	-4.439960076e-17	-0.1549436992	0.2577	8.207555176e-17	0.06621320445	v2.7.1	
1	fixed_point	-96.79945683	-161.9248	5.063018027	NY	9.5	0.6493036584	self-energy	sharp_wc_2_b_50	2.0097	2	1.285634355	-0.2633717753	0.08752754736	-4.972172749	1.98202072	-4.420872135	1.945728108	-0.04058763839	0.1193777054	-4.420977541	1.945718996	-0.04062942091	0.1194126162	-0.01123288608	0.001498629421	-4.397132666	1.215214843	a248bdd	2x2_2C_8b_C2v_L	12.13	1.645875208	2	1.847150737	1.7172597222395436	1.9999999999999998	new_boucle_param.py	R0:N14:S0:1	uncorrelated	0.1627095054	-1.325154779	1.160711684	-0.1612312625	-1.547779539	0.3432600804	-0.1244918784	1.447398869	1.547808452	-0.3433111816	0.1245024366	-1.447597242	0.146359397	-0.1356729126	-2.028511622	3.615682652	2024-07-18@07:32	2.1394	-0.3540184327	1	3.413679324e-16	-0.155822992	0.2577	3.093948044e-16	0.06652440408	v2.7.1	
1	fixed_point	-96.60946174	-161.7648	5.041994727	NY	9.5	0.6487673044	self-energy	sharp_wc_2_b_50	2.0097	2	1.285278477	-0.257150992	0.08731884556	-4.938377401	1.981927744	-4.407416614	1.945194861	-0.03734340688	0.1206948745	-4.409330913	1.945206263	-0.03738376295	0.1207286177	-0.01028477954	0.00151822038	-4.393489847	1.216080696	a248bdd	2x2_2C_8b_C2v_L	12.12	1.64533247	2	1.845960607	1.7157868499731046	2.000000000000001	new_boucle_param.py	R0:N14:S0:1	uncorrelated	0.1619544056	-1.32225634	1.157790048	-0.1616491532	-1.546606717	0.3460794757	-0.1243388723	1.453599483	1.546890341	-0.3460754808	0.1243751074	-1.453898423	0.1469108398	-0.136324541	-2.028490106	3.61413517	2024-07-18@07:33	2.1394	-0.3565562312	1	7.441827578e-16	-0.1567726358	0.2577	1.963144945e-16	0.06685987998	v2.7.1	
1	fixed_point	-96.50018928	-161.6048	5.022566073	NY	9.5	0.6478947463	self-energy	sharp_wc_2_b_50	2.0097	2	1.284948426	-0.2550841493	0.08837095591	-4.936780227	1.981741234	-4.401118448	1.94458877	-0.03544418115	0.1222832311	-4.397211971	1.944595027	-0.03531317645	0.1221109614	-0.009639701298	0.001533634971	-4.390226198	1.216985753	a248bdd	2x2_2C_8b_C2v_L	12.11	1.644447608	2	1.844835479	1.7141762692288862	1.9999999999999998	new_boucle_param.py	R0:N14:S0:1	uncorrelated	0.1622540606	-1.328852089	1.157898898	-0.1632972012	-1.546332949	0.3495816133	-0.1243706871	1.461456526	1.545708848	-0.349430356	0.1242585954	-1.460278563	0.1472877619	-0.1368060093	-2.028574809	3.612276833	2024-07-18@07:33	2.1394	-0.3589059771	1	1.850676099e-16	-0.1576369295	0.2577	2.6707493e-16	0.06716420767	v2.7.1	
