model	E_kin	D	U	e	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	mu	sb1_1	sb2_1	sb3_1	sb4_1	sb5_1	sb6_1	sb7_1	sb8_1	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	tpd	tpp	tppp	ave_D	ave_e	ave_mu	ave_tpd	ave_tpp	ave_tppp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_sb1_1	ave_sb2_1	ave_sb3_1	ave_sb4_1	ave_sb5_1	ave_sb6_1	ave_sb7_1	ave_sb8_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	ave_tb5_1	ave_tb6_1	ave_tb7_1	ave_tb8_1	var_U_1	var_eb1_1	var_eb2_1	var_eb3_1	var_eb4_1	var_eb5_1	var_eb6_1	var_eb7_1	var_eb8_1	var_mu_1	var_sb1_1	var_sb2_1	var_sb3_1	var_sb4_1	var_sb5_1	var_sb6_1	var_sb7_1	var_sb8_1	var_tb1_1	var_tb2_1	var_tb3_1	var_tb4_1	var_tb5_1	var_tb6_1	var_tb7_1	var_tb8_1	E0_1	sector_1	E0_2	sector_2	githash	version	time
2x2_2C_8b_C2v_L	4.5754489	0	14	2.3	-0.006655534	-3.3502828	-4.1133163	-0.10235806	-4.113222	-0.1023468	0.14108001	-3.7537133	9.68	-0.0001012231	7.5002141e-06	0.011771903	-0.16264369	0.011773954	-0.16264057	1.0013529e-05	-2.0059213e-06	-0.11240159	-1.1061747	1.7476608	0.057892245	-1.7476438	-0.057886658	0.22749261	-2.3061557	2.1	1	0.2	0.014944047	1.2616748	1.6232482	-0.57702297	-0.17996495	0.075054427	0.13286514	0.22328417	1.9435328	1.8129628	1.5895992	1.8129636	1.589563	0.01635088	1.5799543	1.1067318	0.0012267946	4.0346355e-06	0.10029878	1.1126728	0.10029109	1.112766	-8.3073034e-05	-1.504432e-05	1.1223499	0.71594806	-1.5332836	-0.61372149	1.5332577	0.61370556	-0.28290523	2.4861338	0.028767242	0.20370457	0.055115051	0.17204346	0.34367566	0.17204236	0.34369619	0.01644145	0.33349266	0.035971659	3.9095669	5.4215332	5.1415007	5.0574868	5.1415093	5.0575177	4.3430231	6.0553592	5.2745865	2.7227311	3.3812171	5.0607481	3.3811484	5.0608312	3.7088256	3.2330264	-75.59905	R0:S0:1	-59.04	uncorrelated	b7fd39a	v1.0.3	2022-07-26@15:32
2x2_2C_8b_C2v_L	4.872033	0	14	2.3678889	-0.0067339178	-3.3388362	-4.0767534	-0.10155658	-4.0766922	-0.1015557	0.13943969	-3.7043985	9.6711111	-4.1157348e-05	-1.4415242e-08	0.011666805	-0.16253632	0.011667153	-0.16253739	6.0490555e-06	5.5828047e-06	-0.11212186	-1.1010285	1.7347143	0.057377514	-1.7347032	-0.057380505	0.22695502	-2.2868925	2.0811778	1	0.20912222	0.01478024	1.2616558	1.6232068	-0.5760753	-0.18020894	0.074952537	0.13214684	0.23054758	1.9433077	1.8138351	1.5829671	1.8138359	1.5829569	0.016671595	1.5797383	1.1061685	0.00050505907	1.3831336e-05	0.099561224	1.1160181	0.099559217	1.1160656	-5.4017363e-05	-2.0358374e-05	1.1260778	0.71924904	-1.528551	-0.61274659	1.528533	0.61275583	-0.28481932	2.4810466	0.028637449	0.20961153	0.055310538	0.17125405	0.34701809	0.17125321	0.34701976	0.016761495	0.33355231	0.03580615	3.9538125	5.4052673	5.1325137	5.0677986	5.1325227	5.0678163	4.336885	6.0564494	5.2742547	2.7341614	3.3785118	5.0801134	3.3784713	5.0801368	3.7148099	3.2393092	-75.232055	R0:S0:1	-58.425778	uncorrelated	b7fd39a	v1.0.3	2022-07-26@15:42
2x2_2C_8b_C2v_L	5.1768277	0	14	2.4357778	-0.005371329	-3.3240586	-4.0352974	-0.098875246	-4.0352751	-0.098873491	0.13646825	-3.6610976	9.6622222	-3.8806072e-06	-7.9055447e-06	0.010846902	-0.16156562	0.010846542	-0.16156341	-2.10532e-06	4.6821822e-07	-0.11144967	-1.0949762	1.7209985	0.053711691	-1.7209931	-0.053713623	0.22538181	-2.2694395	2.0623556	1	0.21824444	0.014345262	1.2618708	1.6233553	-0.57436584	-0.17976154	0.074597834	0.13146006	0.23060629	1.9436212	1.8152231	1.5837371	1.8152219	1.5837356	0.016754434	1.5818721	1.1059477	4.5821059e-05	1.8370558e-05	0.097370547	1.1112155	0.097368673	1.1112003	9.5271238e-06	-4.0227479e-06	1.1180985	0.71886009	-1.5220239	-0.59302196	1.5220283	0.59303668	-0.28499586	2.4710751	0.028513357	0.20970898	0.05501448	0.17010518	0.34794436	0.17010616	0.34794601	0.016841831	0.332395	0.03554996	3.9593037	5.3963461	5.1285497	5.0637631	5.1285528	5.0637733	4.3314168	6.0481869	5.275896	2.7433838	3.3826017	5.0800768	3.382606	5.0800676	3.7202001	3.2516672	-74.839399	R0:S0:1	-57.811556	uncorrelated	b7fd39a	v1.0.3	2022-07-26@15:57
2x2_2C_8b_C2v_L	5.4709619	0	14	2.5036667	-0.0061094412	-3.3095245	-3.9943834	-0.098004163	-3.9943777	-0.098007514	0.13482876	-3.6103651	9.6533333	-2.9095346e-07	1.9698181e-06	0.010787174	-0.16095892	0.01078506	-0.16096292	-7.4180561e-07	-1.04302e-05	-0.1111489	-1.0894664	1.7074592	0.053522942	-1.7074592	-0.053517018	0.22437192	-2.2501007	2.0435333	1	0.22736667	0.014193095	1.2617828	1.6232664	-0.57359043	-0.1802333	0.074570423	0.13073831	0.24035117	1.9432408	1.8158262	1.5752437	1.8158289	1.5752332	0.017125988	1.5808783	1.1053124	2.1553651e-06	-1.0349813e-05	0.096989894	1.1156961	0.09699036	1.1157531	1.1194872e-05	1.6293887e-05	1.1247067	0.72309364	-1.5179908	-0.5947003	1.5179735	0.59466078	-0.28669829	2.4676622	0.028381949	0.21754641	0.055350574	0.16951816	0.35179282	0.16951571	0.35179759	0.017213221	0.33284587	0.035403505	4.015481	5.3778967	5.1186777	5.0785718	5.1186745	5.0785551	4.3251954	6.0524447	5.276374	2.755218	3.3777806	5.1055133	3.3777551	5.1055643	3.7260151	3.2562134	-74.445476	R0:S0:1	-57.197333	uncorrelated	b7fd39a	v1.0.3	2022-07-26@16:08
2x2_2C_8b_C2v_L	5.7720557	0	14	2.5715556	-0.0053373467	-3.2954688	-3.9523866	-0.096442527	-3.952382	-0.096443265	0.1335575	-3.5669369	9.6444444	-1.1385244e-05	-2.4125863e-06	0.010223686	-0.16041231	0.010223593	-0.16041173	-2.0112766e-06	-7.8335813e-06	-0.11060273	-1.0837449	1.6936286	0.051025736	-1.6936275	-0.051027481	0.22372966	-2.2327025	2.0247111	1	0.23648889	0.013861968	1.2618961	1.6233235	-0.57218676	-0.18008067	0.074321142	0.13004175	0.24322	1.9433549	1.8169455	1.5741095	1.816945	1.5741058	0.017341791	1.5821753	1.1049541	0.00013251432	2.0493068e-06	0.095610808	1.1133791	0.095607781	1.1133716	1.4836654e-05	1.0341336e-05	1.1207976	0.72396616	-1.5123147	-0.5813324	1.5123178	0.5813427	-0.28797676	2.4595122	0.028255201	0.21996738	0.055238119	0.16857182	0.3531149	0.16857221	0.3531176	0.017428235	0.33212092	0.035183541	4.0346364	5.3667218	5.1134627	5.0786129	5.1134619	5.0786219	4.3199865	6.0474546	5.2777616	2.7651673	3.3798567	5.110729	3.3798599	5.1107311	3.7313678	3.266357	-74.058775	R0:S0:1	-56.583111	uncorrelated	b7fd39a	v1.0.3	2022-07-26@16:18
2x2_2C_8b_C2v_L	6.0692848	0	14	2.6394444	-0.0047583441	-3.2781094	-3.9110503	-0.094642875	-3.9110546	-0.094638434	0.13133027	-3.5188142	9.6355556	9.446031e-06	-5.5174712e-06	0.0097801229	-0.15976874	0.0097810287	-0.15976483	1.0494442e-07	8.9992857e-07	-0.11011818	-1.0776061	1.6799228	0.048893792	-1.6799239	-0.048892378	0.22261356	-2.2139384	2.0058889	1	0.24561111	0.01356421	1.261903	1.6232538	-0.57112562	-0.18023334	0.074182076	0.12931203	0.24942367	1.9432454	1.8178651	1.5677174	1.8178627	1.5677176	0.017658445	1.5823714	1.1044577	-0.00010939765	1.1306383e-05	0.09427713	1.1155876	0.094275742	1.1155518	1.1698783e-06	-1.9999254e-06	1.1208392	0.72637595	-1.5072208	-0.57196676	1.5072365	0.57197403	-0.28939109	2.4533925	0.028121741	0.22474902	0.055327003	0.16774938	0.35700887	0.16775142	0.35701323	0.017743534	0.33195401	0.034989348	4.0720929	5.3516127	5.1053732	5.0859926	5.1053732	5.085996	4.3139903	6.0469164	5.2807021	2.7760932	3.3781645	5.129936	3.3781859	5.1299185	3.7371129	3.2741178	-73.657013	R0:S0:1	-55.968889	uncorrelated	b7fd39a	v1.0.3	2022-07-26@16:29
2x2_2C_8b_C2v_L	6.3673166	0	14	2.7073333	-0.0041304832	-3.2619952	-3.869306	-0.09321838	-3.8693054	-0.093215661	0.12962672	-3.4714395	9.6266667	9.6253185e-06	2.8318653e-05	0.0093231094	-0.15920704	0.0093228606	-0.15920616	-3.105504e-06	-8.3946946e-06	-0.1096298	-1.0716512	1.6661611	0.046694821	-1.6661609	-0.046694464	0.22167645	-2.1954512	1.9870667	1	0.25473333	0.013255308	1.2619333	1.6232096	-0.56997226	-0.18031666	0.074016096	0.12858939	0.25463596	1.9432128	1.8188228	1.5636197	1.818822	1.5636245	0.017932254	1.5828342	1.1039958	-0.00011407119	-7.0601362e-05	0.09305227	1.1158747	0.09305689	1.1158431	3.665508e-05	3.1867954e-05	1.119647	0.72823585	-1.5020246	-0.56120062	1.5020349	0.5611958	-0.29069423	2.4467223	0.02798931	0.22884183	0.055347199	0.16691193	0.35968145	0.16691273	0.35968166	0.018016721	0.33165184	0.034787693	4.1035483	5.3379212	5.0984715	5.090415	5.0984691	5.0904136	4.3082553	6.045347	5.2832029	2.7867199	3.3780465	5.1433881	3.3780704	5.1433626	3.7427508	3.282646	-73.259542	R0:S0:1	-55.354667	uncorrelated	b7fd39a	v1.0.3	2022-07-26@16:39
2x2_2C_8b_C2v_L	6.6643479	0	14	2.7752222	-0.003532918	-3.248312	-3.8272826	-0.091782615	-3.8272917	-0.091782402	0.12819817	-3.4253329	9.6177778	1.5667189e-05	9.8859355e-09	0.008852935	-0.15867509	0.0088523058	-0.15867506	-9.4534232e-07	-6.542022e-06	-0.10916972	-1.066048	1.6523349	0.044504259	-1.6523369	-0.044501193	0.22092312	-2.1773268	1.9682444	1	0.26385556	0.01295203	1.2619356	1.6231297	-0.56889217	-0.1804763	0.073876381	0.12785653	0.26086325	1.9431467	1.8197471	1.5581124	1.8197473	1.5581092	0.018269091	1.5831575	1.1034993	-0.00017705254	-5.465056e-06	0.091905531	1.1173582	0.091904975	1.1173607	1.3660771e-05	1.2264951e-05	1.1191963	0.7304258	-1.4968656	-0.55076664	1.4968666	0.55075177	-0.29236309	2.4403281	0.027854475	0.23363803	0.055397091	0.16609252	0.36305623	0.16609228	0.36305982	0.018353089	0.33141886	0.034590833	4.1398875	5.3232664	5.0908788	5.0964383	5.0908756	5.0964316	4.3025548	6.0442882	5.2867303	2.7976688	3.3770227	5.1604441	3.3770264	5.1604556	3.7483514	3.2907978	-72.869122	R0:S0:1	-54.740444	uncorrelated	b7fd39a	v1.0.3	2022-07-26@16:49
2x2_2C_8b_C2v_L	6.961723	0	14	2.8431111	-0.002731389	-3.2313202	-3.7877602	-0.090783389	-3.7877755	-0.090787088	0.12663213	-3.3773044	9.6088889	-7.1131485e-06	-8.1113519e-08	0.0084299785	-0.15838447	0.0084303246	-0.15838545	-1.1837974e-06	1.6110517e-07	-0.10867567	-1.0599595	1.6390379	0.042287404	-1.6390407	-0.042289917	0.22010357	-2.158634	1.9494222	1	0.27297778	0.01264265	1.2619503	1.6230513	-0.56777167	-0.18058753	0.073718555	0.12712787	0.26581684	1.9431478	1.8207219	1.5546904	1.8207221	1.554696	0.018526563	1.5835895	1.1030255	7.8255029e-05	6.7836052e-08	0.090738451	1.1174421	0.090738761	1.1174357	5.6016932e-06	-5.3079657e-07	1.1173231	0.73199025	-1.491702	-0.5393752	1.4917022	0.53938701	-0.29364501	2.4335734	0.027720239	0.23750221	0.055387151	0.16524634	0.36541696	0.16524614	0.36541193	0.018610548	0.33113257	0.034388885	4.1691836	5.3101745	5.0842521	5.0993612	5.0842509	5.0993638	4.2968478	6.0428549	5.2897452	2.8081346	3.3776285	5.1722841	3.3776312	5.1722746	3.7540305	3.2995459	-72.480154	R0:S0:1	-54.126222	uncorrelated	b7fd39a	v1.0.3	2022-07-26@16:59
2x2_2C_8b_C2v_L	7.2565785	0	14	2.911	-0.002029047	-3.2120894	-3.7455393	-0.089462573	-3.7455483	-0.089465157	0.12528798	-3.3298151	9.6	-2.2459711e-05	1.4944617e-06	0.0079973203	-0.15788635	0.0079975635	-0.15788717	3.889912e-06	9.0858399e-06	-0.10819432	-1.0535861	1.6251393	0.040206906	-1.6251411	-0.040210555	0.21938877	-2.1401123	1.9306	1	0.2821	0.012348867	1.2618948	1.622888	-0.56686305	-0.18090226	0.073633133	0.12637948	0.27321121	1.9429964	1.8215532	1.5473059	1.8215531	1.5473178	0.018922322	1.5834599	1.1024714	0.00024482723	3.4148408e-06	0.089683567	1.1205598	0.089687103	1.1205523	-3.4412077e-05	-1.7924899e-05	1.1177633	0.73459234	-1.4867959	-0.52982585	1.4867951	0.5298449	-0.29554785	2.4279835	0.027581609	0.2429287	0.055514588	0.16449084	0.36961593	0.16449097	0.36960634	0.019006004	0.33112674	0.034200606	4.2113326	5.2943972	5.0757157	5.107628	5.0757187	5.1076309	4.291098	6.0435706	5.2948557	2.8192098	3.3754899	5.1945295	3.3754885	5.1945033	3.7596424	3.3069409	-72.075219	R0:S0:1	-53.512	uncorrelated	b7fd39a	v1.0.3	2022-07-26@17:08
