model	E_kin	D	U	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	mu	sb1_1	sb2_1	sb3_1	sb4_1	sb5_1	sb6_1	sb7_1	sb8_1	t	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	tp	tpp	ave_D	ave_mu	ave_t	ave_tp	ave_tpp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_sb1_1	ave_sb2_1	ave_sb3_1	ave_sb4_1	ave_sb5_1	ave_sb6_1	ave_sb7_1	ave_sb8_1	ave_t_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	ave_tb5_1	ave_tb6_1	ave_tb7_1	ave_tb8_1	ave_tp_1	E0_1	sector_1	n_1	githash	version	GS_consistency	method	iterations	dist_function	convergence	script	time	
2x2_2C_8b_C2v_L	-0.8376847	0	11.5	0.16760883	0.14146303	0.24733304	0.5938319	0.5938912	0.24732434	-0.30467324	0.56078387	2.1	0.16394906	0.0021907447	0.19282726	0.10371342	0.10372423	0.19283021	5.0379862e-05	4.3869737e-05	1	0.0021733926	-0.1501462	-0.16030734	0.27288056	-0.27288942	0.16030272	-0.2599212	-0.40815529	-0.4	0.001000001	0.0027633909	0.91143394	-0.78220968	0.13839552	-0.11681296	0.017684551	0.05545682	0.2296831	0.30549252	0.075010406	0.074999829	0.30549576	1.9040837	0.04021853	0.90706288	-0.35894052	-0.0052079632	-0.9567717	-0.10350834	-0.10354635	-0.95681698	-6.4407295e-05	-0.00013473019	-0.45225244	-0.01978425	1.4492754	1.014067	-0.85375353	0.85369537	-1.0140123	0.86763776	0.46953574	-0.0014570338	-10.763285	R0:S0:1	0.90706288	b8cfe21	v2.4.3	Y	Broyden	5	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-14@19:38
2x2_2C_8b_C2v_L	-0.8376847	0	11.5	0.16760883	0.14146303	0.24733304	0.5938319	0.5938912	0.24732434	-0.30467324	0.56078387	2.1	0.16394906	0.0021907447	0.19282726	0.10371342	0.10372423	0.19283021	5.0379862e-05	4.3869737e-05	1	0.0021733926	-0.1501462	-0.16030734	0.27288056	-0.27288942	0.16030272	-0.2599212	-0.40815529	-0.4	0.001000001	0.0027633909	0.91143394	-0.78220968	0.13839552	-0.11681296	0.017684551	0.05545682	0.2296831	0.30549252	0.075010406	0.074999829	0.30549576	1.9040837	0.04021853	0.90706288	-0.35894052	-0.0052079632	-0.9567717	-0.10350834	-0.10354635	-0.95681698	-6.4407295e-05	-0.00013473019	-0.45225244	-0.01978425	1.4492754	1.014067	-0.85375353	0.85369537	-1.0140123	0.86763776	0.46953574	-0.0014570338	-10.763285	R0:S0:1	0.90706288	b8cfe21	v2.4.3	Y	Broyden	5	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-14@19:38
