model	E_kin	D	U	e	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	mu	sb1_1	sb2_1	sb3_1	sb4_1	sb5_1	sb6_1	sb7_1	sb8_1	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	tpd	tpp	tppp	ave_D	ave_e	ave_mu	ave_tpd	ave_tpp	ave_tppp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_sb1_1	ave_sb2_1	ave_sb3_1	ave_sb4_1	ave_sb5_1	ave_sb6_1	ave_sb7_1	ave_sb8_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	ave_tb5_1	ave_tb6_1	ave_tb7_1	ave_tb8_1	var_U_1	var_eb1_1	var_eb2_1	var_eb3_1	var_eb4_1	var_eb5_1	var_eb6_1	var_eb7_1	var_eb8_1	var_mu_1	var_sb1_1	var_sb2_1	var_sb3_1	var_sb4_1	var_sb5_1	var_sb6_1	var_sb7_1	var_sb8_1	var_tb1_1	var_tb2_1	var_tb3_1	var_tb4_1	var_tb5_1	var_tb6_1	var_tb7_1	var_tb8_1	E0_1	sector_1	E0_2	sector_2	githash	version	iterations	dist_function	distance	diff_hybrid	time
2x2_2C_8b_C2v_L	7.6717004	0	14	2.8548	-0.012669196	-3.3375825	-3.6998697	-0.055080789	-3.6996425	-0.054957976	0.080395711	-3.2296578	9.4	-0.00042291491	5.2004531e-05	0.0050362823	-0.12753792	0.0050208949	-0.1275218	3.8828124e-05	-4.4462504e-06	-0.097540922	-1.0300915	1.5551035	0.035673981	-1.5550529	-0.03564637	0.17719301	-2.0344838	1.8226	1	0.3032	0.0099676323	1.2732302	1.6343131	-0.51768552	-0.15301145	0.062536299	0.11528982	0.26513042	1.950438	1.8537288	1.5614194	1.853767	1.5607297	0.016234252	1.6478311	1.0976798	0.0084085187	0.00019092297	0.061413621	0.96561183	0.061308474	0.96717978	-0.0010178803	-0.00031215808	0.98507939	0.71335524	-1.3599716	-0.44591481	1.3594582	0.44580306	-0.26869047	2.2260823	0.025494387	0.23830922	0.048476783	0.13707889	0.35940042	0.13703997	0.35979993	0.016222368	0.29402883	0.030244968	4.2208127	5.1809816	4.9715167	5.1989846	4.9717966	5.19992	4.236814	5.7694944	5.313605	2.9381602	3.4298523	5.1404675	3.4286159	5.1416227	3.7978696	3.5013538	-70.452918	R0:S0:1	-52.3616	uncorrelated	b7fd39a	v1.0.3	2	sharp_wc_2.0_b_50	 7.56e+01	 5.05e-03	2022-08-03@10:40
model	E_kin	D	U	e	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	mu	sb1_1	sb2_1	sb3_1	sb4_1	sb5_1	sb6_1	sb7_1	sb8_1	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	tpd	tpp	tppp	ave_D	ave_e	ave_mu	ave_tpd	ave_tpp	ave_tppp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_sb1_1	ave_sb2_1	ave_sb3_1	ave_sb4_1	ave_sb5_1	ave_sb6_1	ave_sb7_1	ave_sb8_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	ave_tb5_1	ave_tb6_1	ave_tb7_1	ave_tb8_1	var_U_1	var_eb1_1	var_eb2_1	var_eb3_1	var_eb4_1	var_eb5_1	var_eb6_1	var_eb7_1	var_eb8_1	var_mu_1	var_sb1_1	var_sb2_1	var_sb3_1	var_sb4_1	var_sb5_1	var_sb6_1	var_sb7_1	var_sb8_1	var_tb1_1	var_tb2_1	var_tb3_1	var_tb4_1	var_tb5_1	var_tb6_1	var_tb7_1	var_tb8_1	E0_1	sector_1	E0_2	sector_2	githash	version	iterations	dist_function	distance	diff_hybrid	time
2x2_2C_8b_C2v_L	7.6717004	0	14	2.8548	-0.012669196	-3.3375825	-3.6998697	-0.055080789	-3.6996425	-0.054957976	0.080395711	-3.2296578	9.4	-0.00042291491	5.2004531e-05	0.0050362823	-0.12753792	0.0050208949	-0.1275218	3.8828124e-05	-4.4462504e-06	-0.097540922	-1.0300915	1.5551035	0.035673981	-1.5550529	-0.03564637	0.17719301	-2.0344838	1.8226	1	0.3032	0.0099676323	1.2732302	1.6343131	-0.51768552	-0.15301145	0.062536299	0.11528982	0.26513042	1.950438	1.8537288	1.5614194	1.853767	1.5607297	0.016234252	1.6478311	1.0976798	0.0084085187	0.00019092297	0.061413621	0.96561183	0.061308474	0.96717978	-0.0010178803	-0.00031215808	0.98507939	0.71335524	-1.3599716	-0.44591481	1.3594582	0.44580306	-0.26869047	2.2260823	0.025494387	0.23830922	0.048476783	0.13707889	0.35940042	0.13703997	0.35979993	0.016222368	0.29402883	0.030244968	4.2208127	5.1809816	4.9715167	5.1989846	4.9717966	5.19992	4.236814	5.7694944	5.313605	2.9381602	3.4298523	5.1404675	3.4286159	5.1416227	3.7978696	3.5013538	-70.452918	R0:S0:1	-52.3616	uncorrelated	b7fd39a	v1.0.3	2	sharp_wc_2.0_b_50	 7.56e+01	 5.05e-03	2022-08-03@10:43
2x2_2C_8b_C2v_L	7.6536435	0	14	2.8548	-0.011124794	-3.3291558	-3.6908261	-0.056576715	-3.6894972	-0.056591641	0.083233169	-3.2226205	9.39	-6.5533714e-05	-3.3698312e-06	0.0050021935	-0.12916286	0.0050263567	-0.12913282	-1.0671779e-05	-9.8231965e-06	-0.097802833	-1.029559	1.5543187	0.034567649	-1.5540498	-0.034630276	0.17971765	-2.0342909	1.8226	1	0.3032	0.0099918405	1.2727357	1.6335583	-0.51958302	-0.15430456	0.063012219	0.11519507	0.26729966	1.9501811	1.8527018	1.5581519	1.8526911	1.5582047	0.016623946	1.6451928	1.0972404	0.0011367062	3.7224788e-05	0.062321935	0.97677301	0.062308113	0.97666686	-4.8399461e-05	-3.893734e-05	0.99096714	0.71442177	-1.3633135	-0.44399745	1.3632392	0.44438087	-0.27190719	2.2323913	0.0254758	0.23950929	0.048716722	0.1379456	0.36182451	0.13795496	0.36175243	0.0166122	0.29558955	0.030327752	4.2346704	5.1794803	4.971358	5.1946526	4.9715429	5.1949728	4.239748	5.7798999	5.3147402	2.9380373	3.4283339	5.1522659	3.4281591	5.151911	3.7960618	3.498475	-70.349756	R0:S0:1	-52.2816	uncorrelated	b7fd39a	v1.0.3	3	sharp_wc_2.0_b_50	 7.67e+01	 5.34e-03	2022-08-03@11:23
2x2_2C_8b_C2v_L	7.6276683	0	14	2.8548	-0.0073627967	-3.3212571	-3.6827769	-0.05763766	-3.6823249	-0.057639252	0.085166555	-3.2149156	9.38	0.00038279617	-2.6572231e-05	0.0047320877	-0.132294	0.0047465309	-0.13229615	-1.296081e-05	9.3816633e-06	-0.098257131	-1.0287079	1.5530903	0.031718109	-1.5529987	-0.031746237	0.1837369	-2.0331612	1.8226	1	0.3032	0.010040324	1.2720307	1.6323716	-0.52237211	-0.15606678	0.063671233	0.11502724	0.27280223	1.949766	1.8513764	1.5373674	1.8513605	1.5375238	0.017457384	1.6415344	1.0965704	-0.0051587189	-2.8582243e-05	0.062786601	1.0033153	0.062801583	1.0028255	0.00030361628	8.1543762e-05	0.99931194	0.71698975	-1.3676625	-0.43642256	1.367799	0.43654903	-0.27853672	2.2403599	0.025442474	0.24182881	0.049097238	0.13901042	0.37529167	0.13902606	0.37521991	0.017439908	0.29773508	0.030443148	4.2714299	5.1723642	4.9658244	5.2019465	4.9658019	5.2017863	4.2418494	5.793359	5.3233214	2.9392937	3.4211039	5.2039797	3.4214387	5.2035661	3.7949837	3.4924633	-70.250891	R0:S0:1	-52.2016	uncorrelated	b7fd39a	v1.0.3	1	sharp_wc_2.0_b_50	 7.83e+01	 4.60e-03	2022-08-03@11:44
2x2_2C_8b_C2v_L	7.693441	0	14	2.8548	-0.013572042	-3.3445926	-3.7081525	-0.053856864	-3.7069599	-0.053791768	0.078353444	-3.2370296	9.41	-0.00011744253	1.6705401e-05	0.0049915406	-0.12618204	0.004982831	-0.12617194	7.1641382e-05	-1.0834968e-05	-0.097128708	-1.0304927	1.555658	0.036287968	-1.5554104	-0.03625246	0.17517794	-2.0346921	1.8226	1	0.3032	0.0098975378	1.2738372	1.6351673	-0.51546855	-0.15135513	0.061933079	0.11541117	0.25697231	1.9509113	1.8549035	1.5714774	1.8549299	1.5712331	0.015672888	1.6514838	1.0982437	0.0028719732	0.0001014965	0.060466226	0.9498434	0.060437864	0.95077216	-0.00085746322	-0.00016804902	0.97368839	0.71045143	-1.3561374	-0.44365827	1.3557376	0.44343791	-0.26487187	2.2178442	0.025518981	0.23248568	0.048040996	0.13612357	0.35420614	0.13609773	0.35433674	0.015662228	0.29184685	0.030137761	4.1792208	5.1879592	4.97545	5.1901003	4.9757534	5.1905426	4.2348995	5.7552864	5.3079624	2.9366853	3.4357667	5.1075405	3.4349391	5.1078049	3.7992097	3.5064635	-70.547123	R0:S0:1	-52.4416	uncorrelated	b7fd39a	v1.0.3	2	sharp_wc_2.0_b_50	 7.44e+01	 5.86e-03	2022-08-03@11:49
2x2_2C_8b_C2v_L	7.7100182	0	14	2.8548	-0.015653573	-3.3586251	-3.7163024	-0.0521567	-3.7154346	-0.052094775	0.075410806	-3.2443045	9.42	0.00021017201	-4.5822473e-05	0.004987218	-0.12426173	0.0049836297	-0.12425544	7.4289469e-05	-3.540658e-06	-0.097016015	-1.0317982	1.5563184	0.037560128	-1.5561568	-0.037517834	0.17238841	-2.035032	1.8226	1	0.3032	0.00986423	1.2742824	1.6358887	-0.51368587	-0.1502234	0.061516801	0.11548971	0.25826185	1.9510428	1.8559083	1.5712688	1.8558713	1.5715209	0.015384674	1.653617	1.0986189	-0.0057617924	-0.00011858279	0.059547963	0.942142	0.059606183	0.94120995	0.00017423559	0.00023753242	0.97105429	0.7105351	-1.3522817	-0.44704477	1.3526286	0.4467005	-0.26190749	2.2124746	0.025533929	0.23394153	0.047915134	0.13524665	0.35307278	0.13528277	0.35301831	0.015374397	0.29056428	0.030066198	4.1813463	5.1863976	4.9743686	5.2016442	4.9742495	5.2009131	4.2314354	5.7469004	5.3093669	2.9379946	3.4334388	5.1063696	3.4342417	5.1057552	3.8013374	3.5081275	-70.656791	R0:S0:1	-52.5216	uncorrelated	b7fd39a	v1.0.3	3	sharp_wc_2.0_b_50	 7.34e+01	 5.67e-03	2022-08-03@13:00
model	E_kin	D	U	e	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	mu	sb1_1	sb2_1	sb3_1	sb4_1	sb5_1	sb6_1	sb7_1	sb8_1	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	tpd	tpp	tppp	ave_D	ave_e	ave_mu	ave_tpd	ave_tpp	ave_tppp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_sb1_1	ave_sb2_1	ave_sb3_1	ave_sb4_1	ave_sb5_1	ave_sb6_1	ave_sb7_1	ave_sb8_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	ave_tb5_1	ave_tb6_1	ave_tb7_1	ave_tb8_1	var_U_1	var_eb1_1	var_eb2_1	var_eb3_1	var_eb4_1	var_eb5_1	var_eb6_1	var_eb7_1	var_eb8_1	var_mu_1	var_sb1_1	var_sb2_1	var_sb3_1	var_sb4_1	var_sb5_1	var_sb6_1	var_sb7_1	var_sb8_1	var_tb1_1	var_tb2_1	var_tb3_1	var_tb4_1	var_tb5_1	var_tb6_1	var_tb7_1	var_tb8_1	E0_1	sector_1	E0_2	sector_2	githash	version	iterations	dist_function	distance	diff_hybrid	time
2x2_2C_8b_C2v_L	7.4806927	0	14	2.8548	0.0012695444	-3.2381297	-3.6176199	-0.070945596	-3.6201452	-0.070990898	0.10456892	-3.1604049	9.3	0.0028639332	2.3915494e-05	0.0045428954	-0.14415242	0.0045523192	-0.14422139	4.716432e-05	-1.1253744e-06	-0.10070039	-1.0216577	1.5482318	0.024798336	-1.5487411	-0.024725149	0.20130051	-2.0319135	1.8226	1	0.3032	0.0098074695	1.2679536	1.6262496	-0.53771249	-0.16665554	0.067614394	0.11421185	0.30743128	1.9471146	1.8428163	1.513705	1.8428831	1.5135329	0.020936068	1.6188299	1.0928137	-0.029020027	3.3588212e-05	0.070738037	1.0805468	0.070664049	1.0816194	-0.00042960527	-7.0840838e-05	1.0535541	0.72908367	-1.3964222	-0.42855655	1.3961782	0.42797871	-0.30213114	2.2940973	0.025280675	0.26687606	0.051560294	0.14617649	0.38886246	0.14611565	0.38888904	0.020965576	0.31053741	0.031138601	4.4382473	5.1518631	4.9624533	5.1754187	4.9622127	5.175196	4.2646516	5.8835238	5.3406279	2.9411834	3.4084914	5.3049659	3.4080411	5.3061252	3.7812285	3.4633241	-69.458249	R0:S0:1	-51.5616	uncorrelated	b7fd39a	v1.0.3	13	sharp_wc_2.0_b_50	 8.62e+01	 4.50e-03	2022-08-03@15:38
