w	up_1	up_2	up_3	cumul_up_1	cumul_up_2	cumul_up_3	
-20	0.000683012	0.000269352	0.000269494	0	0	0
-19.975	0.000710866	0.0002717	0.000271884	1.77717e-05	6.79249e-06	6.79709e-06
-19.95	0.000725171	0.000273865	0.000274104	3.59009e-05	1.36391e-05	1.36497e-05
-19.925	0.000733384	0.000276062	0.000276374	5.42355e-05	2.05407e-05	2.0559e-05
-19.9	0.000747627	0.000278633	0.000279043	7.29262e-05	2.75065e-05	2.75351e-05
-19.875	0.000776792	0.000281864	0.000282411	9.2346e-05	3.45531e-05	3.45954e-05
-19.85	0.000826561	0.000285998	0.000286734	0.00011301	4.1703e-05	4.17637e-05
-19.825	0.000902208	0.000291307	0.000292304	0.000135565	4.89857e-05	4.90713e-05
-19.8	0.00101012	0.000298139	0.00029948	0.000160818	5.64392e-05	5.65583e-05
-19.775	0.00115665	0.000306851	0.000308596	0.000189734	6.41104e-05	6.42732e-05
-19.75	0.00134173	0.000317525	0.000319594	0.000223278	7.20486e-05	7.2263e-05
-19.725	0.00154366	0.000329241	0.000331195	0.000261869	8.02796e-05	8.05429e-05
-19.7	0.00170289	0.000339188	0.00034014	0.000304442	8.87593e-05	8.90464e-05
-19.675	0.00174306	0.000343405	0.000342631	0.000348018	9.73444e-05	9.76122e-05
-19.65	0.00164366	0.000340362	0.000338165	0.00038911	0.000105853	0.000106066
-19.625	0.00146449	0.000332789	0.000330147	0.000425722	0.000114173	0.00011432
-19.6	0.00127924	0.000324566	0.000322188	0.000457703	0.000122287	0.000122375
-19.575	0.00112588	0.00031785	0.000315964	0.00048585	0.000130234	0.000130274
-19.55	0.0010118	0.000313133	0.00031171	0.000511145	0.000138062	0.000138067
-19.525	0.000931978	0.000310186	0.000309128	0.000534444	0.000145817	0.000145795
-19.5	0.000879276	0.000308632	0.000307845	0.000556426	0.000153532	0.000153491
-19.475	0.000847899	0.000308151	0.000307563	0.000577624	0.000161236	0.00016118
-19.45	0.000834034	0.000308518	0.000308075	0.000598475	0.000168949	0.000168882
-19.425	0.000835612	0.000309591	0.000309256	0.000619365	0.000176689	0.000176613
-19.4	0.000851701	0.000311287	0.000311035	0.000640658	0.000184471	0.000184389
-19.375	0.000881191	0.000313541	0.000313352	0.000662687	0.00019231	0.000192223
-19.35	0.00092006	0.000316222	0.000316086	0.000685689	0.000200215	0.000200125
-19.325	0.000957996	0.000319046	0.000318954	0.000709639	0.000208191	0.000208099
-19.3	0.000980829	0.000321636	0.000321581	0.000734159	0.000216232	0.000216138
-19.275	0.000983483	0.000323868	0.000323847	0.000758747	0.000224329	0.000224235
-19.25	0.000976559	0.000326054	0.000326066	0.00078316	0.00023248	0.000232386
-19.225	0.000974851	0.000328633	0.000328677	0.000807532	0.000240696	0.000240603
-19.2	0.000987443	0.00033191	0.00033199	0.000832218	0.000248994	0.000248903
-19.175	0.00101844	0.000336088	0.000336205	0.000857679	0.000257396	0.000257308
-19.15	0.00107059	0.00034137	0.00034153	0.000884444	0.00026593	0.000265846
-19.125	0.00114748	0.000348026	0.000348237	0.000913131	0.000274631	0.000274552
-19.1	0.0012538	0.000356389	0.000356662	0.000944476	0.000283541	0.000283469
-19.075	0.00139322	0.000366711	0.000367063	0.000979306	0.000292708	0.000292645
-19.05	0.0015614	0.000378725	0.000379177	0.00101834	0.000302177	0.000302125
-19.025	0.00173355	0.000390855	0.000391439	0.00106168	0.000311948	0.000311911
-19	0.00186165	0.000400043	0.000400804	0.00110822	0.000321949	0.000321931
-18.975	0.00191051	0.000404032	0.000405033	0.00115598	0.00033205	0.000332057
-18.95	0.00190307	0.000404217	0.00040555	0.00120356	0.000342155	0.000342195
-18.925	0.00189935	0.000404309	0.000406102	0.00125104	0.000352263	0.000352348
-18.9	0.00194788	0.000407259	0.000409686	0.00129974	0.000362444	0.00036259
-18.875	0.00207482	0.000414578	0.00041784	0.00135161	0.000372809	0.000373036
-18.85	0.00229307	0.00042697	0.000431207	0.00140894	0.000383483	0.000383816
-18.825	0.00260122	0.000444434	0.000449439	0.00147397	0.000394594	0.000395052
-18.8	0.00296194	0.000465196	0.000469881	0.00154802	0.000406224	0.000406799
-18.775	0.00327497	0.000484039	0.000486258	0.00162989	0.000418325	0.000418956
-18.75	0.00341101	0.000493389	0.000491453	0.00171517	0.00043066	0.000431242
-18.725	0.00333125	0.000489849	0.00048458	0.00179845	0.000442906	0.000443357
-18.7	0.00312207	0.000477861	0.00047161	0.0018765	0.000454852	0.000455147
-18.675	0.00287422	0.000463742	0.000458156	0.00194836	0.000466446	0.000466601
-18.65	0.00261383	0.000450517	0.000446102	0.0020137	0.000477709	0.000477753
-18.625	0.00235105	0.000439099	0.000435776	0.00207248	0.000488686	0.000488648
-18.6	0.00211363	0.000430168	0.0004277	0.00212532	0.00049944	0.00049934
-18.575	0.00192477	0.000424082	0.000422247	0.00217344	0.000510042	0.000509896
-18.55	0.00178938	0.000420694	0.00041932	0.00221817	0.00052056	0.000520379
-18.525	0.00170151	0.000419619	0.000418583	0.00226071	0.00053105	0.000530844
-18.5	0.00165306	0.000420494	0.00041971	0.00230204	0.000541563	0.000541337
-18.475	0.00163773	0.000423082	0.00042249	0.00234298	0.00055214	0.000551899
-18.45	0.00165193	0.000427295	0.000426852	0.00238428	0.000562822	0.00056257
-18.425	0.00169485	0.000433196	0.000432874	0.00242665	0.000573652	0.000573392
-18.4	0.00176854	0.000441012	0.000440791	0.00247086	0.000584677	0.000584412
-18.375	0.00187805	0.000451159	0.000451024	0.00251781	0.000595956	0.000595687
-18.35	0.00203163	0.000464258	0.000464202	0.0025686	0.000607563	0.000607292
-18.325	0.00224011	0.000481098	0.000481116	0.00262461	0.00061959	0.00061932
-18.3	0.00251273	0.00050234	0.000502433	0.00268743	0.000632149	0.000631881
-18.275	0.00284397	0.000527578	0.000527748	0.00275853	0.000645338	0.000645075
-18.25	0.00318725	0.000553461	0.000553715	0.00283821	0.000659175	0.000658918
-18.225	0.00343981	0.000572625	0.000572975	0.0029242	0.00067349	0.000673242
-18.2	0.00350512	0.000578142	0.000578606	0.00301183	0.000687944	0.000687707
-18.175	0.00340245	0.000571314	0.000571916	0.00309689	0.000702227	0.000702005
-18.15	0.00324826	0.000560304	0.000561078	0.0031781	0.000716234	0.000716032
-18.125	0.00314391	0.000552124	0.000553118	0.0032567	0.000730037	0.00072986
-18.1	0.00313595	0.000549811	0.000551091	0.00333509	0.000743783	0.000743637
-18.075	0.00323904	0.000554067	0.000555728	0.00341607	0.000757634	0.000757531
-18.05	0.0034577	0.000564902	0.000567078	0.00350251	0.000771757	0.000771708
-18.025	0.00378877	0.000582128	0.000585011	0.00359723	0.00078631	0.000786333
-18	0.00420664	0.000604992	0.000608854	0.0037024	0.000801435	0.000801554
-17.975	0.00465176	0.000631837	0.000637051	0.00381869	0.000817231	0.00081748
-17.95	0.00507202	0.000661588	0.00066862	0.00394549	0.000833771	0.000834196
-17.925	0.00550145	0.000696401	0.000705684	0.00408303	0.000851181	0.000851838
-17.9	0.00603753	0.00074046	0.000751923	0.00423397	0.000869692	0.000870636
-17.875	0.00670966	0.000794197	0.000806167	0.00440171	0.000889547	0.00089079
-17.85	0.00736708	0.00084798	0.00085607	0.00458589	0.000910746	0.000912192
-17.825	0.00769578	0.000881344	0.000880338	0.00477828	0.00093278	0.0009342
-17.8	0.00747987	0.000878003	0.000867431	0.00496528	0.00095473	0.000955886
-17.775	0.00685565	0.000844701	0.000829626	0.00513667	0.000975848	0.000976627
-17.75	0.00614725	0.000803254	0.0007887	0.00529035	0.000995929	0.000996344
-17.725	0.00558024	0.000770257	0.000758361	0.00542985	0.00101519	0.0010153
-17.7	0.00523177	0.000752011	0.000742941	0.00556065	0.00103399	0.00103388
-17.675	0.00510117	0.000748996	0.000742243	0.00568818	0.00105271	0.00105243
-17.65	0.00515444	0.000758996	0.000753985	0.00581704	0.00107169	0.00107128
-17.625	0.00531976	0.000776678	0.00077294	0.00595003	0.0010911	0.00109061
-17.6	0.0054698	0.000792207	0.000789401	0.00608678	0.00111091	0.00111034
-17.575	0.00547164	0.000795235	0.000793122	0.00622357	0.00113079	0.00113017
-17.55	0.00530865	0.000784523	0.000782937	0.00635629	0.0011504	0.00114974
-17.525	0.00508904	0.00076859	0.000767415	0.00648351	0.00116962	0.00116893
-17.5	0.00492383	0.000756073	0.000755229	0.00660661	0.00118852	0.00118781
-17.475	0.00486528	0.000750882	0.000750312	0.00672824	0.00120729	0.00120657
-17.45	0.00492646	0.000753724	0.000753391	0.0068514	0.00122613	0.0012254
-17.425	0.00510997	0.00076433	0.000764211	0.00697915	0.00124524	0.00124451
-17.4	0.00542176	0.000782532	0.000782617	0.00711469	0.0012648	0.00126407
-17.375	0.00587272	0.00080848	0.000808765	0.00726151	0.00128502	0.00128429
-17.35	0.00646782	0.000842207	0.000842702	0.00742321	0.00130607	0.00130536
-17.325	0.00717471	0.000882341	0.000883064	0.00760258	0.00132813	0.00132744
-17.3	0.00787645	0.000924186	0.000925162	0.00779949	0.00135124	0.00135056
-17.275	0.00838272	0.000960254	0.000961523	0.00800905	0.00137524	0.0013746
-17.25	0.00859165	0.000986884	0.000988497	0.00822385	0.00139991	0.00139931
-17.225	0.00862101	0.0010094	0.00101143	0.00843937	0.00142515	0.0014246
-17.2	0.00868042	0.00103684	0.0010394	0.00865638	0.00145107	0.00145059
-17.175	0.00890965	0.0010756	0.00107885	0.00887912	0.00147796	0.00147756
-17.15	0.00936777	0.00112915	0.00113328	0.00911332	0.00150619	0.00150589
-17.125	0.0100828	0.00120015	0.00120547	0.00936539	0.00153619	0.00153603
-17.1	0.0110873	0.00129205	0.00129897	0.00964257	0.00156849	0.0015685
-17.075	0.0124356	0.00141007	0.0014192	0.00995346	0.00160375	0.00160398
-17.05	0.0142159	0.00156202	0.00157421	0.0103089	0.0016428	0.00164334
-17.025	0.0165609	0.00175923	0.00177573	0.0107229	0.00168678	0.00168773
-17	0.0196607	0.00201765	0.00204017	0.0112144	0.00173722	0.00173873
-16.975	0.023766	0.00235806	0.0023888	0.0118085	0.00179617	0.00179845
-16.95	0.0291496	0.00280279	0.00284389	0.0125373	0.00186624	0.00186955
-16.925	0.0359441	0.00336186	0.00341328	0.0134359	0.00195029	0.00195488
-16.9	0.0437401	0.00399931	0.00405345	0.0145294	0.00205027	0.00205622
-16.875	0.0510772	0.00459129	0.00462579	0.0158063	0.00216505	0.00217186
-16.85	0.0556749	0.0049455	0.00492859	0.0171982	0.00228869	0.00229508
-16.825	0.0561447	0.00493995	0.0048612	0.0186018	0.00241219	0.00241661
-16.8	0.05353	0.0046522	0.00453939	0.0199401	0.00252849	0.00253009
-16.775	0.0502904	0.00428552	0.00417531	0.0211973	0.00263563	0.00263447
-16.75	0.0480727	0.00398961	0.00390117	0.0223991	0.00273537	0.002732
-16.725	0.0468582	0.00379348	0.00373001	0.0235706	0.00283021	0.00282525
-16.7	0.0456388	0.00365644	0.0036144	0.0247116	0.00292162	0.00291561
-16.675	0.0438458	0.00355385	0.0035286	0.0258077	0.00301046	0.00300383
-16.65	0.0420845	0.00351374	0.00350182	0.0268598	0.00309831	0.00309138
-16.625	0.0414166	0.00358395	0.00358357	0.0278952	0.00318791	0.00318096
