GS_consistency	U	e	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	githash	model	mu	script	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	time	tpd	tpp	tppp	version	
NY	11	3.3038	-0.12542904	-2.9890137	-3.2603312	0.052735844	-3.2603428	0.052722319	0.065868577	-2.982539	a248bdd	2x2_2C_8b_C2v_L	9.68	validity_data_2022.py	-0.17282886	1.0215888	-1.5512225	0.1654423	1.5512239	0.16545411	-0.21755462	-2.079599	2024-08-13@13:22	1.9469	1	0.292	v2.7.1	
NY	11	3.3038	-0.14098448	-3.0392589	-3.2603252	0.04545248	-3.2605139	0.045457852	0.054038659	-2.9747224	a248bdd	2x2_2C_8b_C2v_L	9.69	validity_data_2022.py	-0.17790623	1.0255249	-1.5492742	0.1631094	1.5493102	0.16311218	-0.21022031	-2.0739361	2024-08-13@13:23	1.9469	1	0.292	v2.7.1	
NY	11	3.3038	-0.14615919	-3.051083	-3.262437	0.041665248	-3.2624843	0.041665833	0.048896684	-2.9752984	a248bdd	2x2_2C_8b_C2v_L	9.7	validity_data_2022.py	-0.17855355	1.0261614	-1.5483017	0.16160855	1.5483263	0.16161219	-0.20634614	-2.0716992	2024-08-13@13:24	1.9469	1	0.292	v2.7.1	
NY	11	3.3038	-0.15754547	-3.088377	-3.2672363	0.03988607	-3.2675891	0.039868328	0.046083206	-2.9783865	a248bdd	2x2_2C_8b_C2v_L	9.71	validity_data_2022.py	-0.18246693	1.0294505	-1.5483924	0.16073726	1.5484603	0.160739	-0.20417893	-2.0705953	2024-08-13@13:25	1.9469	1	0.292	v2.7.1	
NY	11	3.3038	-0.16339053	-3.1080671	-3.2732581	0.037895711	-3.2725697	0.037896177	0.04381693	-2.9829164	a248bdd	2x2_2C_8b_C2v_L	9.72	validity_data_2022.py	-0.18386125	1.0311292	-1.5486034	0.15976057	1.5484563	0.15975525	-0.2020794	-2.0700093	2024-08-13@13:25	1.9469	1	0.292	v2.7.1	
NY	11	3.3038	-0.16975756	-3.1327392	-3.2791471	0.036923371	-3.2786456	0.036921857	0.042746368	-2.98901	a248bdd	2x2_2C_8b_C2v_L	9.73	validity_data_2022.py	-0.18583789	1.0334707	-1.5489442	0.15897625	1.5488825	0.15895712	-0.20078875	-2.0700184	2024-08-13@13:26	1.9469	1	0.292	v2.7.1	
NY	11	3.3038	-0.17714219	-3.1457454	-3.2818209	0.034009822	-3.2817269	0.034002553	0.039570106	-2.9894088	a248bdd	2x2_2C_8b_C2v_L	9.74	validity_data_2022.py	-0.1865835	1.034173	-1.5483768	0.15816841	1.5483505	0.15816056	-0.1982471	-2.0681624	2024-08-13@13:27	1.9469	1	0.292	v2.7.1	
NY	11	3.3038	-0.18255623	-3.16793	-3.2895817	0.033480542	-3.2893212	0.033474567	0.03919455	-2.9974161	a248bdd	2x2_2C_8b_C2v_L	9.75	validity_data_2022.py	-0.18832581	1.0363455	-1.549224	0.15745321	1.5491581	0.15743567	-0.19739686	-2.0688641	2024-08-13@13:28	1.9469	1	0.292	v2.7.1	
NY	11	3.3038	-0.18915199	-3.1816927	-3.2932817	0.031514473	-3.2920564	0.031563953	0.037602403	-2.9994274	a248bdd	2x2_2C_8b_C2v_L	9.76	validity_data_2022.py	-0.18898345	1.0372996	-1.5489978	0.15690996	1.5487267	0.1569408	-0.19593043	-2.0677127	2024-08-13@13:28	1.9469	1	0.292	v2.7.1	
NY	11	3.3038	-0.19161668	-3.1959086	-3.3025973	0.031108033	-3.3027229	0.031084444	0.037518371	-3.0096298	a248bdd	2x2_2C_8b_C2v_L	9.77	validity_data_2022.py	-0.18969603	1.0386703	-1.5500338	0.15616626	1.550043	0.15613643	-0.19518648	-2.0689649	2024-08-13@13:29	1.9469	1	0.292	v2.7.1	
NY	11	3.3038	-0.19859614	-3.2135672	-3.3075745	0.030020199	-3.3061725	0.030009141	0.036747658	-3.0137265	a248bdd	2x2_2C_8b_C2v_L	9.78	validity_data_2022.py	-0.19092694	1.0403492	-1.5503682	0.15569952	1.5500575	0.15568633	-0.19432942	-2.0686697	2024-08-13@13:30	1.9469	1	0.292	v2.7.1	
NY	11	3.3038	-0.2015936	-3.2239747	-3.3149927	0.028881702	-3.314666	0.02885501	0.036293534	-3.0214269	a248bdd	2x2_2C_8b_C2v_L	9.79	validity_data_2022.py	-0.19104298	1.0410444	-1.550798	0.15517216	1.5507277	0.15516714	-0.19362369	-2.0690993	2024-08-13@13:30	1.9469	1	0.292	v2.7.1	
NY	11	3.3038	-0.20861436	-3.2486619	-3.3221969	0.028381909	-3.3223713	0.028381212	0.03591936	-3.0288282	a248bdd	2x2_2C_8b_C2v_L	9.8	validity_data_2022.py	-0.19291528	1.0435784	-1.5516997	0.15450331	1.5517252	0.15451076	-0.19282896	-2.0697675	2024-08-13@13:31	1.9469	1	0.292	v2.7.1	
NY	11	3.3038	-0.21198513	-3.2572108	-3.329142	0.027287281	-3.3288123	0.027292824	0.03546697	-3.035696	a248bdd	2x2_2C_8b_C2v_L	9.81	validity_data_2022.py	-0.19283599	1.0443032	-1.5521704	0.15412837	1.5521066	0.15412554	-0.1923438	-2.0701188	2024-08-13@13:32	1.9469	1	0.292	v2.7.1	
NY	11	3.3038	-0.21702476	-3.2755157	-3.3378282	0.0266838	-3.3373094	0.026712641	0.035109623	-3.0442935	a248bdd	2x2_2C_8b_C2v_L	9.82	validity_data_2022.py	-0.19392987	1.0460485	-1.5531683	0.15351133	1.5530672	0.15351994	-0.19166681	-2.0709595	2024-08-13@13:33	1.9469	1	0.292	v2.7.1	
NY	11	3.3038	-0.21949296	-3.2780272	-3.3447152	0.025188726	-3.3433435	0.025204188	0.034633654	-3.0495989	a248bdd	2x2_2C_8b_C2v_L	9.83	validity_data_2022.py	-0.1930128	1.0461734	-1.5536794	0.15358904	1.5533485	0.15358872	-0.19185242	-2.0709125	2024-08-13@13:33	1.9469	1	0.292	v2.7.1	
NY	11	3.3038	-0.22597333	-3.3051199	-3.3527263	0.024622186	-3.3527527	0.024633665	0.034188747	-3.058244	a248bdd	2x2_2C_8b_C2v_L	9.84	validity_data_2022.py	-0.19469839	1.048982	-1.5545534	0.15294976	1.5545666	0.15295376	-0.19113506	-2.071819	2024-08-13@13:34	1.9469	1	0.292	v2.7.1	
NY	11	3.3038	-0.22807294	-3.3098784	-3.3620089	0.023941264	-3.3606486	0.023945996	0.033600997	-3.0676982	a248bdd	2x2_2C_8b_C2v_L	9.85	validity_data_2022.py	-0.19442055	1.0493229	-1.5553919	0.15223614	1.5551343	0.15223631	-0.19037225	-2.072594	2024-08-13@13:35	1.9469	1	0.292	v2.7.1	
NY	11	3.3038	-0.23259915	-3.3254938	-3.3694108	0.022820205	-3.3695715	0.022827031	0.03301991	-3.0750079	a248bdd	2x2_2C_8b_C2v_L	9.86	validity_data_2022.py	-0.19483787	1.051014	-1.5562123	0.15213466	1.5562501	0.15214217	-0.19038717	-2.0732699	2024-08-13@13:35	1.9469	1	0.292	v2.7.1	
NY	11	3.3038	-0.23423563	-3.3280471	-3.3785788	0.021799469	-3.3784889	0.021789815	0.032196752	-3.0839692	a248bdd	2x2_2C_8b_C2v_L	9.87	validity_data_2022.py	-0.19402663	1.051261	-1.5570901	0.15178849	1.5570544	0.15178131	-0.19008393	-2.0739981	2024-08-13@13:36	1.9469	1	0.292	v2.7.1	
NY	11	3.3038	-0.2390837	-3.3487397	-3.3871651	0.020979656	-3.3874517	0.020975542	0.031523556	-3.0926793	a248bdd	2x2_2C_8b_C2v_L	9.88	validity_data_2022.py	-0.19499755	1.0534296	-1.5580451	0.15124922	1.5580975	0.15124486	-0.18949887	-2.0748621	2024-08-13@13:37	1.9469	1	0.292	v2.7.1	
NY	11	3.3038	-0.2417365	-3.3552555	-3.3975839	0.020223132	-3.3963094	0.020233273	0.030746578	-3.1021799	a248bdd	2x2_2C_8b_C2v_L	9.89	validity_data_2022.py	-0.19477613	1.0540291	-1.559199	0.15056207	1.5589198	0.150545	-0.18871866	-2.0757228	2024-08-13@13:38	1.9469	1	0.292	v2.7.1	
NY	11	3.3038	-0.24477321	-3.3709722	-3.4058549	0.018919309	-3.4056406	0.018918708	0.029660421	-3.1108158	a248bdd	2x2_2C_8b_C2v_L	9.9	validity_data_2022.py	-0.19488849	1.055816	-1.5600016	0.15041733	1.5599545	0.15040894	-0.18865777	-2.0765236	2024-08-13@13:38	1.9469	1	0.292	v2.7.1	
