model	E_kin	U	e	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	mu	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	tpd	tpp	tppp	ave_e	ave_mu	ave_tpd	ave_tpp	ave_tppp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	ave_tb5_1	ave_tb6_1	ave_tb7_1	ave_tb8_1	ave_e_2	ave_mu_2	ave_tpp_2	ave_tppp_2	E0_1	sector_1	n_1	E0_2	sector_2	n_2	githash	version	GS_consistency	iterations	dist_function	convergence	script	time	
2x2_2C_8b_C2v_L	11.029454	11.5	3.3038	0.02389826	-5.2904416	-5.2485053	0.010271651	-5.244591	0.01015406	0.0043794041	-4.9050856	12.8	0.047149397	0.95252237	-1.3539651	0.082145431	1.3534668	-0.08212682	-0.10214224	-1.7421663	1.6769	1	0.292	1.2983033	1.819824	-0.3108475	-0.10457947	0.044485586	0.24037386	0.00070731879	1.953495	1.7871584	0.0012522236	1.786865	0.0012494551	0.00052754241	1.5207238	1.2370053	-0.11548513	-0.59051698	1.6309568	-0.12814724	-1.6323903	0.12799917	0.083278331	2.7694084	2	2	0	0	-98.662733	R0:N12:S0:1	1.577493	-151.9392	uncorrelated	2	8eae08f	v2.2.3	NY	5	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-19@10:23
2x2_2C_8b_C2v_L	8.1136985	11.5	3.3038	-0.0076930915	-4.6727127	-5.1797881	0.065142819	-5.1816164	0.065313727	0.062156643	-5.0443321	12.8	0.080743422	1.218427	-1.7844268	0.14050311	1.7847782	-0.1405954	-0.18308545	-2.3330741	2.2769	1	0.292	1.2579676	1.7063525	-0.56139731	-0.1973692	0.082560437	0.30271174	0.003844103	1.9517216	1.7233822	0.0072679805	1.7234496	0.0072794748	0.0017539809	1.3976921	1.2959022	-0.27141621	-0.51135423	1.78574	-0.29234648	-1.7855518	0.29257485	0.14571506	3.1108606	2	2	0	0	-100.83675	R0:N12:S0:1	1.3928182	-151.9392	uncorrelated	2	8eae08f	v2.2.3	NY	4	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-19@10:24
2x2_2C_8b_C2v_L	8.0723034	11.5	3.3038	-0.0066424621	-4.666285	-5.1892788	0.068710374	-5.1910885	0.068841411	0.066285653	-5.0581225	12.8	0.081870248	1.223299	-1.7939841	0.14250914	1.7943117	-0.14256489	-0.18608531	-2.3463513	2.2869	1	0.292	1.2574642	1.7052886	-0.56387677	-0.1983703	0.083073639	0.30331083	0.0039808308	1.9517429	1.7226283	0.0075367752	1.7227208	0.0075459046	0.001807658	1.3964165	1.2964051	-0.27616005	-0.50996499	1.7874859	-0.29742206	-1.7871663	0.29760526	0.14773833	3.1148684	2	2	0	0	-100.95592	R0:N12:S0:1	1.392713	-151.9392	uncorrelated	2	8eae08f	v2.2.3	NY	4	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-19@10:25
2x2_2C_8b_C2v_L	11.094851	11.5	3.3038	0.026135262	-5.3046461	-5.2632986	0.0097143758	-5.2660382	0.0097496182	0.0055691441	-4.9105722	12.8	0.047129728	0.94817797	-1.3483735	0.082006893	1.3487122	-0.082006356	-0.10159149	-1.7339407	1.6669	1	0.292	1.2993283	1.8230428	-0.30322142	-0.10165056	0.043332858	0.23873011	0.0006966891	1.9535868	1.7886475	0.0012276912	1.7888602	0.0012292836	0.00052005366	1.5236273	1.2354012	-0.11455326	-0.59179132	1.6273478	-0.12695763	-1.626295	0.12704497	0.082722218	2.7611517	2	2	0	0	-98.721375	R0:N12:S0:1	1.5827333	-151.9392	uncorrelated	2	8eae08f	v2.2.3	NY	4	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-19@10:25
2x2_2C_8b_C2v_L	8.0307714	11.5	3.3038	-0.0053333354	-4.6604948	-5.1978867	0.0724665	-5.1957564	0.072460164	0.070744977	-5.0719782	12.8	0.082995281	1.2283488	-1.8034352	0.14453789	1.8030596	-0.14453676	-0.18921362	-2.359708	2.2969	1	0.292	1.2569601	1.7042274	-0.56635483	-0.19936869	0.083589095	0.30395359	0.0041218322	1.9517631	1.7218862	0.0078240195	1.721779	0.0078189163	0.0018645943	1.3951407	1.2969504	-0.28096423	-0.50856719	1.7890218	-0.30274625	-1.7893917	0.30264766	0.14984984	3.1188929	2	2	0	0	-101.06548	R0:N12:S0:1	1.392715	-151.9392	uncorrelated	2	8eae08f	v2.2.3	NY	4	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-19@10:26
2x2_2C_8b_C2v_L	7.9881172	11.5	3.3038	-0.0040410536	-4.6518122	-5.2066339	0.076229437	-5.2055107	0.076255497	0.075327132	-5.0858669	12.8	0.08410447	1.232969	-1.8129181	0.1466232	1.8127256	-0.14662939	-0.19243406	-2.3731222	2.3069	1	0.292	1.2564404	1.7030815	-0.5689555	-0.20036613	0.084135833	0.30455724	0.0042636863	1.9517745	1.7211038	0.0081155475	1.7210387	0.0081129527	0.0019244391	1.3938525	1.2974535	-0.28570212	-0.50721123	1.7908169	-0.30804599	-1.7910554	0.3079953	0.15202582	3.1229166	2	2	0	0	-101.18025	R0:N12:S0:1	1.3927909	-151.9392	uncorrelated	2	8eae08f	v2.2.3	NY	4	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-19@10:27
2x2_2C_8b_C2v_L	11.155127	11.5	3.3038	0.028389141	-5.321063	-5.2797116	0.0086557925	-5.2829624	0.0087172873	0.0064767902	-4.9214439	12.8	0.047159722	0.94398735	-1.3428572	0.081799575	1.3432486	-0.081812093	-0.10120879	-1.7265215	1.6569	1	0.292	1.3002705	1.8259093	-0.2962621	-0.098919049	0.042252319	0.23699496	0.00068685425	1.9536767	1.7903339	0.0012029534	1.7905961	0.0012052574	0.00051406631	1.5269642	1.233705	-0.11367816	-0.59320119	1.6226658	-0.12575397	-1.6213512	0.12588165	0.082263635	2.751904	2	2	0	0	-98.788842	R0:N12:S0:1	1.5879849	-151.9392	uncorrelated	2	8eae08f	v2.2.3	NY	5	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-19@10:28
2x2_2C_8b_C2v_L	7.9450102	11.5	3.3038	-0.002543298	-4.6445535	-5.2138704	0.08035794	-5.212584	0.080068489	0.080277867	-5.1012782	12.8	0.085226629	1.2378311	-1.8222032	0.14881622	1.8219321	-0.14868673	-0.19578126	-2.3869631	2.3169	1	0.292	1.255914	1.7019183	-0.57158369	-0.201376	0.084679005	0.30517252	0.0044099281	1.9517905	1.7202479	0.0084268783	1.7202178	0.0084127743	0.0019871444	1.3926452	1.2979655	-0.29050701	-0.50583261	1.792799	-0.31360376	-1.7928371	0.31334284	0.15425797	3.126851	2	2	0	0	-101.2931	R0:N12:S0:1	1.3752866	-151.9392	uncorrelated	2	8eae08f	v2.2.3	NY	4	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-19@10:28
2x2_2C_8b_C2v_L	7.9015714	11.5	3.3038	-0.00094913171	-4.6373845	-5.2210829	0.0841695	-5.2238193	0.084460052	0.085469905	-5.1162752	12.8	0.086342054	1.242768	-1.8314445	0.15088105	1.8319575	-0.15102448	-0.19923874	-2.4007541	2.3269	1	0.292	1.2553835	1.7007383	-0.57422996	-0.20238814	0.085222484	0.30575572	0.0045582501	1.951798	1.7193909	0.0087277879	1.7195273	0.0087489923	0.0020528214	1.3914207	1.2984438	-0.29529145	-0.50451672	1.7948114	-0.31885573	-1.7943541	0.31925042	0.15656625	3.1307506	2	2	0	0	-101.41408	R0:N12:S0:1	1.3753215	-151.9392	uncorrelated	2	8eae08f	v2.2.3	NY	4	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-19@10:29
2x2_2C_8b_C2v_L	11.211923	11.5	3.3038	0.030410213	-5.3402443	-5.2994505	0.0072780134	-5.2960278	0.0072214493	0.0069181889	-4.9311152	12.8	0.047216271	0.9400173	-1.3376505	0.081555555	1.3372405	-0.081536803	-0.1008903	-1.7187612	1.6469	1	0.292	1.3011574	1.828549	-0.28974154	-0.096315883	0.041216437	0.23526119	0.00067816549	1.9537849	1.7923174	0.0011802189	1.7920441	0.0011776858	0.00050879117	1.5302632	1.2320114	-0.1128897	-0.59449992	1.6164525	-0.12464265	-1.6178286	0.12450138	0.081866641	2.7426655	2	2	0	0	-98.85794	R0:N12:S0:1	1.5931658	-151.9392	uncorrelated	2	8eae08f	v2.2.3	NY	5	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-19@10:30
2x2_2C_8b_C2v_L	7.8570233	11.5	3.3038	0.00076536086	-4.6278564	-5.2327436	0.088657937	-5.2317723	0.088463593	0.090906838	-5.1310689	12.8	0.087457352	1.2473463	-1.8415597	0.15324885	1.8413869	-0.153162	-0.20274099	-2.4145348	2.3369	1	0.292	1.2548359	1.6994923	-0.57697534	-0.20342878	0.085764618	0.3063354	0.0047097338	1.9518011	1.7187367	0.0090763168	1.718658	0.0090638183	0.002120688	1.3901696	1.298916	-0.30008743	-0.50320617	1.7961737	-0.32487187	-1.7964884	0.32463445	0.15890107	3.134697	2	2	0	0	-101.53258	R0:N12:S0:1	1.3754193	-151.9392	uncorrelated	2	8eae08f	v2.2.3	NY	4	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-19@10:31
2x2_2C_8b_C2v_L	7.8117915	11.5	3.3038	0.0025711437	-4.6198306	-5.2389566	0.0928957	-5.2403131	0.09259529	0.096590342	-5.1473374	12.8	0.088555016	1.2521761	-1.8507493	0.15546193	1.8509228	-0.1553356	-0.20632188	-2.4287254	2.3469	1	0.292	1.2542784	1.6982097	-0.57977405	-0.20448395	0.086304926	0.30693109	0.0048630851	1.9518096	1.7177818	0.0094097209	1.7179276	0.0094045811	0.0021907157	1.3890024	1.2994026	-0.30486407	-0.50186946	1.7985502	-0.3304598	-1.7979153	0.33038347	0.16125436	3.1385525	2	2	0	0	-101.64771	R0:N12:S0:1	1.3754931	-151.9392	uncorrelated	2	8eae08f	v2.2.3	NY	4	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-19@10:32
2x2_2C_8b_C2v_L	11.267171	11.5	3.3038	0.032548357	-5.3564745	-5.3164533	0.0055403613	-5.3152946	0.0055263505	0.0068500926	-4.9451478	12.8	0.047316346	0.93576147	-1.3320507	0.08122307	1.3319138	-0.081223352	-0.10063591	-1.711601	1.6369	1	0.292	1.3020213	1.8310733	-0.28339028	-0.093747225	0.04018731	0.23341066	0.00066988701	1.9538546	1.7940082	0.0011518652	1.7939161	0.0011512105	0.00050421262	1.5339407	1.2302008	-0.1121266	-0.5961704	1.6118072	-0.12321418	-1.6122738	0.12317668	0.081504583	2.7324513	2	2	0	0	-98.93632	R0:N12:S0:1	1.5981964	-151.9392	uncorrelated	2	8eae08f	v2.2.3	NY	5	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-19@10:32
2x2_2C_8b_C2v_L	7.7651042	11.5	3.3038	0.0045249934	-4.6133177	-5.2477772	0.096895528	-5.2479278	0.096994519	0.10254013	-5.1638015	12.8	0.089705396	1.2572074	-1.8603046	0.15755468	1.8603295	-0.15760205	-0.20995144	-2.4430083	2.3569	1	0.292	1.2536988	1.6968322	-0.58271113	-0.20556949	0.086847072	0.30750311	0.005024616	1.9518234	1.7170302	0.0097459023	1.7170587	0.009752228	0.0022619278	1.3878466	1.2998641	-0.30982009	-0.50052246	1.8001375	-0.33599977	-1.8000074	0.33611756	0.16361237	3.142377	2	2	0	0	-101.76987	R0:N12:S0:1	1.3755682	-151.9392	uncorrelated	2	8eae08f	v2.2.3	NY	4	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-19@10:34
2x2_2C_8b_C2v_L	11.321003	11.5	3.3038	0.034343235	-5.3759705	-5.3377648	0.0036096865	-5.3356474	0.0035602994	0.0062965655	-4.9568103	12.8	0.047438358	0.93171369	-1.3268987	0.080863694	1.3266456	-0.080854952	-0.10034023	-1.7039077	1.6269	1	0.292	1.3028642	1.8335106	-0.27718819	-0.091213904	0.039164813	0.23153445	0.00066256364	1.9539542	1.7959221	0.0011241844	1.795761	0.0011228173	0.00049918939	1.5374911	1.2283657	-0.11143768	-0.59764118	1.6062046	-0.1217958	-1.6070209	0.1217177	0.081120285	2.7224265	2	2	0	0	-99.026843	R0:N12:S0:1	1.6030873	-151.9392	uncorrelated	2	8eae08f	v2.2.3	NY	5	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-19@10:35
2x2_2C_8b_C2v_L	7.7159545	11.5	3.3038	0.0065575907	-4.6017964	-5.2564956	0.10125595	-5.2572671	0.10126491	0.10848758	-5.1791118	12.8	0.090813336	1.2616057	-1.86994	0.15981232	1.8700429	-0.15980517	-0.21347448	-2.457029	2.3669	1	0.292	1.2530808	1.6952908	-0.58589317	-0.20671152	0.087392806	0.30808187	0.0051862321	1.9518138	1.7162041	0.010103678	1.7163028	0.010107963	0.0023336387	1.3866246	1.3003308	-0.31466643	-0.49927329	1.8021036	-0.34178503	-1.8016665	0.34187577	0.16591914	3.1462684	2	2	0	0	-101.88308	R0:N12:S0:1	1.3756948	-151.9392	uncorrelated	2	8eae08f	v2.2.3	NY	4	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-19@10:35
2x2_2C_8b_C2v_L	11.37369	11.5	3.3038	0.035448478	-5.3946698	-5.3502343	0.00157686	-5.3544921	0.0016145856	0.0053283486	-4.9700722	12.8	0.047459981	0.92754179	-1.3206632	0.080436103	1.3211617	-0.080428344	-0.1000074	-1.6963832	1.6169	1	0.292	1.3036906	1.8358831	-0.27109549	-0.088707149	0.038145545	0.22970744	0.00065288785	1.9540526	1.7973907	0.0010942281	1.7977183	0.001096295	0.0004940035	1.5411811	1.22658	-0.11054188	-0.59913004	1.6024514	-0.120228	-1.6007785	0.1203497	0.080707259	2.7120746	2	2	0	0	-99.098192	R0:N12:S0:1	1.6078399	-151.9392	uncorrelated	2	8eae08f	v2.2.3	NY	5	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-19@10:37
2x2_2C_8b_C2v_L	7.661758	11.5	3.3038	0.0086280588	-4.5940153	-5.2644692	0.10546868	-5.2649586	0.10551256	0.11466523	-5.1953932	12.8	0.091944222	1.2665058	-1.8794106	0.16196315	1.8794883	-0.1619966	-0.21704542	-2.4713487	2.3769	1	0.292	1.2523836	1.6933985	-0.58960109	-0.20796463	0.087952049	0.30865895	0.0053538594	1.9518226	1.7153981	0.010462962	1.7154537	0.010469888	0.0024058584	1.3854548	1.3007945	-0.31962817	-0.49794308	1.8038844	-0.34747864	-1.8036457	0.34760425	0.16820863	3.1501107	2	2	0	0	-102.0013	R0:N12:S0:1	1.3757858	-151.9392	uncorrelated	2	8eae08f	v2.2.3	NY	4	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-19@10:37
2x2_2C_8b_C2v_L	11.425372	11.5	3.3038	0.036488246	-5.413838	-5.3713985	-0.00051774114	-5.3713839	-0.00048159162	0.0040519707	-4.9834677	12.8	0.047533305	0.92337764	-1.3153788	0.079992432	1.3153986	-0.08000803	-0.099646551	-1.6887746	1.6069	1	0.292	1.3045029	1.8381852	-0.2650973	-0.086214267	0.037122574	0.22780753	0.00064447141	1.9541507	1.7993984	0.0010667596	1.7993712	0.0010669736	0.0004885192	1.544926	1.2247218	-0.10974514	-0.60066366	1.5961481	-0.1187832	-1.5963098	0.11879257	0.080271114	2.7014705	2	2	0	0	-99.183885	R0:N12:S0:1	1.6124529	-151.9392	uncorrelated	2	8eae08f	v2.2.3	NY	5	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-19@10:39
2x2_2C_8b_C2v_L	7.6124615	11.5	3.3038	0.010978635	-4.585452	-5.2705428	0.10972642	-5.2704429	0.10962239	0.12117689	-5.2122699	12.8	0.093096402	1.2713421	-1.8885502	0.16410575	1.8885437	-0.16405738	-0.22059413	-2.4858263	2.3869	1	0.292	1.251765	1.6918783	-0.59274255	-0.2091121	0.088476977	0.30925781	0.005527934	1.9518268	1.7145547	0.010835415	1.7145102	0.010827784	0.0024787812	1.3843223	1.301279	-0.32469166	-0.49663181	1.8056596	-0.35327344	-1.8058741	0.35313404	0.17045993	3.1539163	2	2	0	0	-102.11099	R0:N12:S0:1	1.3758664	-151.9392	uncorrelated	2	8eae08f	v2.2.3	NY	4	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-19@10:39
2x2_2C_8b_C2v_L	11.476463	11.5	3.3038	0.036892399	-5.4341019	-5.390751	-0.0026072772	-5.3902904	-0.0026024961	0.0025663672	-4.9989631	12.8	0.047550367	0.91925616	-1.3098973	0.079541855	1.309827	-0.079537507	-0.099241788	-1.6814642	1.5969	1	0.292	1.3053079	1.8404575	-0.25913021	-0.083722986	0.036094781	0.22586452	0.00063455497	1.9542562	1.8012237	0.0010382376	1.8012101	0.0010380247	0.00048252119	1.5488359	1.2228202	-0.10881266	-0.60219212	1.5907598	-0.11725232	-1.5908118	0.11724173	0.079784904	2.6904307	2	2	0	0	-99.276397	R0:N12:S0:1	1.6169254	-151.9392	uncorrelated	2	8eae08f	v2.2.3	NY	5	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-19@10:41
2x2_2C_8b_C2v_L	7.565249	11.5	3.3038	0.013220801	-4.574385	-5.2776942	0.11355746	-5.2789415	0.11361593	0.12724054	-5.2245327	12.8	0.094216178	1.2757835	-1.8978881	0.16608718	1.8981065	-0.16611342	-0.22388543	-2.4992252	2.3969	1	0.292	1.2511812	1.6905191	-0.59563443	-0.21021033	0.088984872	0.30987941	0.0057058903	1.9518277	1.713675	0.011196302	1.7137571	0.011204351	0.002548219	1.3829298	1.3017889	-0.32976384	-0.49530278	1.8077822	-0.35871643	-1.8074742	0.35885427	0.17258558	3.1580527	2	2	0	0	-102.21407	R0:N12:S0:1	1.3758887	-151.9392	uncorrelated	2	8eae08f	v2.2.3	NY	4	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-19@10:41
2x2_2C_8b_C2v_L	11.526717	11.5	3.3038	0.036513348	-5.4512304	-5.4075129	-0.0047839884	-5.4092727	-0.00475493	0.00089743969	-5.0114963	12.8	0.047451315	0.91479799	-1.3040495	0.079065786	1.3042494	-0.079054134	-0.098805983	-1.6735922	1.5869	1	0.292	1.3061013	1.8426908	-0.25323067	-0.081245304	0.035063706	0.22398751	0.00062248043	1.9543588	1.8029461	0.0010100557	1.8030785	0.0010106154	0.0004765962	1.5525558	1.2209853	-0.10768358	-0.60367324	1.5857451	-0.11571092	-1.5850578	0.11574632	0.07930481	2.6797587	2	2	0	0	-99.3516	R0:N12:S0:1	1.6212996	-151.9392	uncorrelated	2	8eae08f	v2.2.3	NY	5	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-19@10:43
2x2_2C_8b_C2v_L	7.5188038	11.5	3.3038	0.015708658	-4.5655649	-5.2811031	0.11720184	-5.2828201	0.11741126	0.13357754	-5.2388461	12.8	0.09537479	1.2806033	-1.9065136	0.16791689	1.9068461	-0.16801459	-0.22712841	-2.5131356	2.4069	1	0.292	1.250611	1.6892259	-0.59842216	-0.21128777	0.089484254	0.31053204	0.0058928952	1.9518358	1.7127298	0.011558058	1.7128104	0.011574552	0.0026167462	1.3816647	1.3023293	-0.33501656	-0.49394885	1.809848	-0.36406562	-1.8095933	0.36433174	0.17462195	3.1620528	2	2	0	0	-102.30906	R0:N12:S0:1	1.3758543	-151.9392	uncorrelated	2	8eae08f	v2.2.3	NY	4	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-19@10:43
2x2_2C_8b_C2v_L	11.576115	11.5	3.3038	0.035782065	-5.4705169	-5.4270183	-0.006972848	-5.4265164	-0.0069978265	-0.00097590424	-5.0269005	12.8	0.047348854	0.91046283	-1.2984737	0.078585402	1.298401	-0.078591611	-0.098352213	-1.6661182	1.5769	1	0.292	1.3068829	1.844866	-0.24740437	-0.078779438	0.034029175	0.22204165	0.00061018728	1.9544728	1.8048369	0.00098291671	1.8048198	0.00098297048	0.00047032807	1.5564998	1.2190811	-0.10652434	-0.60514543	1.5798672	-0.11421151	-1.5799394	0.11421569	0.078787808	2.6685002	2	2	0	0	-99.438696	R0:N12:S0:1	1.6255	-151.9392	uncorrelated	2	8eae08f	v2.2.3	NY	4	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-19@10:45
2x2_2C_8b_C2v_L	7.4735237	11.5	3.3038	0.018178882	-4.5547417	-5.2883452	0.1210634	-5.28782	0.12098413	0.1399396	-5.2510048	12.8	0.096524608	1.2851428	-1.9158737	0.16987588	1.9157742	-0.16985419	-0.23033323	-2.5265741	2.4169	1	0.292	1.2500602	1.6880275	-0.60106138	-0.21234033	0.089970593	0.31117143	0.0060842354	1.9518353	1.7119161	0.011946304	1.7118909	0.011942428	0.0026858281	1.3802758	1.3028558	-0.34028545	-0.49262934	1.8116333	-0.36972202	-1.811714	0.36965914	0.17665657	3.1661822	2	2	0	0	-102.40579	R0:N12:S0:1	1.3758352	-151.9392	uncorrelated	2	8eae08f	v2.2.3	NY	4	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-19@10:45
2x2_2C_8b_C2v_L	11.62482	11.5	3.3038	0.033917017	-5.4780172	-5.4488674	-0.009172638	-5.447953	-0.0092225454	-0.0029045409	-5.0412303	12.8	0.047036331	0.90514113	-1.2931415	0.078112516	1.2930246	-0.078110949	-0.09787403	-1.6584344	1.5669	1	0.292	1.3076553	1.8470065	-0.24162564	-0.076321019	0.032989392	0.22007402	0.00059306915	1.9545105	1.8067711	0.00095589538	1.806721	0.00095556301	0.00046441257	1.5604067	1.2171555	-0.10492232	-0.60711398	1.5739198	-0.11269207	-1.5741679	0.11267239	0.078286783	2.6571391	2	2	0	0	-99.513106	R0:N12:S0:1	1.6295679	-151.9392	uncorrelated	2	8eae08f	v2.2.3	NY	4	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-19@10:47
2x2_2C_8b_C2v_L	7.4283608	11.5	3.3038	0.020873362	-4.5439936	-5.2894462	0.12449146	-5.2914793	0.12452616	0.14629074	-5.2641835	12.8	0.097694139	1.2897176	-1.9241125	0.17161573	1.9244799	-0.17162989	-0.23339479	-2.5402834	2.4269	1	0.292	1.2495125	1.6868474	-0.60366906	-0.21338702	0.090452888	0.31185323	0.0062837414	1.9518398	1.7108654	0.012318382	1.7109714	0.012327553	0.0027526578	1.3789444	1.3034242	-0.34568898	-0.49127067	1.8140171	-0.37499073	-1.8136586	0.37513536	0.17855868	3.1702896	2	2	0	0	-102.48967	R0:N12:S0:1	1.375767	-151.9392	uncorrelated	2	8eae08f	v2.2.3	NY	4	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-19@10:47
2x2_2C_8b_C2v_L	11.672906	11.5	3.3038	0.032139813	-5.5032488	-5.4713032	-0.011474591	-5.4694941	-0.011459901	-0.0049276229	-5.0556555	12.8	0.046854116	0.90117611	-1.2878044	0.077700931	1.2875981	-0.07767664	-0.097409418	-1.6506744	1.5569	1	0.292	1.3084199	1.8491125	-0.23588663	-0.073864032	0.031941716	0.21806492	0.00057956037	1.9546791	1.8087416	0.00093109546	1.8086137	0.00092971293	0.00045781514	1.5643144	1.2151882	-0.10362748	-0.60823131	1.567746	-0.11127825	-1.5684183	0.11119302	0.077751182	2.6458209	2	2	0	0	-99.62442	R0:N12:S0:1	1.6382993	-151.9392	uncorrelated	2	8eae08f	v2.2.3	NY	5	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-19@10:49
2x2_2C_8b_C2v_L	7.3841386	11.5	3.3038	0.023513116	-4.5349635	-5.295003	0.12793426	-5.2939729	0.12779039	0.1521403	-5.2728819	12.8	0.098869349	1.2945314	-1.9331544	0.17337288	1.9329422	-0.17331108	-0.23614476	-2.5528889	2.4369	1	0.292	1.2489817	1.6857426	-0.60615826	-0.21440906	0.090924587	0.31254933	0.0064922421	1.9518494	1.7100113	0.012714942	1.7099824	0.012705351	0.0028130467	1.3773889	1.3040106	-0.35124216	-0.48989415	1.8158653	-0.3805087	-1.8159178	0.38036648	0.18028555	3.1746343	2	2	0	0	-102.57401	R0:N12:S0:1	1.3756879	-151.9392	uncorrelated	2	8eae08f	v2.2.3	NY	4	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-19@10:49
2x2_2C_8b_C2v_L	11.720322	11.5	3.3038	0.029534533	-5.5097262	-5.490061	-0.013826572	-5.4868606	-0.013823389	-0.0071862992	-5.0745698	12.8	0.04649245	0.8956398	-1.2820151	0.077230418	1.2816807	-0.077215809	-0.096976904	-1.6435885	1.5469	1	0.292	1.3091756	1.8511789	-0.23019359	-0.071412969	0.030887511	0.21606615	0.00056178397	1.9547165	1.8106129	0.00090584424	1.8103584	0.00090395951	0.00045238353	1.5685663	1.2132305	-0.10192612	-0.61027516	1.5617577	-0.10982669	-1.5631289	0.10970472	0.077266974	2.6335237	2	2	0	0	-99.691511	R0:N12:S0:1	1.641594	-151.9392	uncorrelated	2	8eae08f	v2.2.3	NY	4	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-19@10:50
2x2_2C_8b_C2v_L	7.3401435	11.5	3.3038	0.026267946	-4.5221991	-5.2970564	0.13102657	-5.2963536	0.13108592	0.15809557	-5.282749	12.8	0.10004693	1.29882	-1.9415219	0.17497931	1.9414105	-0.17500303	-0.23888439	-2.5658233	2.4469	1	0.292	1.2484551	1.6846666	-0.6086029	-0.21542764	0.091392196	0.31326362	0.0067068009	1.9518498	1.7090426	0.013103012	1.7089877	0.01310183	0.0028751519	1.375883	1.3046125	-0.35683839	-0.48853462	1.8179427	-0.38578736	-1.8181591	0.38576434	0.18199458	3.1789609	2	2	0	0	-102.6461	R0:N12:S0:1	1.3755955	-151.9392	uncorrelated	2	8eae08f	v2.2.3	NY	4	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-19@10:51
2x2_2C_8b_C2v_L	11.766918	11.5	3.3038	0.027023791	-5.5390504	-5.5122181	-0.016343124	-5.5143391	-0.01634118	-0.0094692046	-5.0886184	12.8	0.046249331	0.89196313	-1.2765439	0.076841027	1.2767641	-0.076837885	-0.096518397	-1.635668	1.5369	1	0.292	1.3099199	1.8532089	-0.22456822	-0.068979504	0.029832137	0.21399924	0.00054755824	1.9549185	1.812429	0.00088096134	1.8125935	0.00088186693	0.00044575624	1.5724803	1.2112056	-0.1005318	-0.61117963	1.5565133	-0.10835102	-1.555623	0.10841151	0.076731457	2.6220191	2	2	0	0	-99.82142	R0:N12:S0:1	1.6447453	-151.9392	uncorrelated	2	8eae08f	v2.2.3	NY	5	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-19@10:52
