CDMFT_iterations	CDMFT_method	D	D_ave	E0_1	E_kin	GS_consistency	M	M_ave	U	U_1_ave	convergence	dist_function	eb1_1	eb1_1_ave	eb2_1	eb2_1_ave	eb3_1	eb3_1_ave	eb4_1	eb4_1_ave	eb5_1	eb5_1_ave	eb6_1	eb6_1_ave	eb7_1	eb7_1_ave	eb8_1	eb8_1_ave	githash	model	mu	mu_1_ave	mu_ave	n_1	sb1_1	sb1_1_ave	sb2_1	sb2_1_ave	sb3_1	sb3_1_ave	sb4_1	sb4_1_ave	sb5_1	sb5_1_ave	sb6_1	sb6_1_ave	sb7_1	sb7_1_ave	sb8_1	sb8_1_ave	script	sector_1	t	t_1_ave	t_ave	tbA1down_1	tbA1down_1_ave	tbA1up_1	tbA1up_1_ave	tbA2down_1	tbA2down_1_ave	tbA2up_1	tbA2up_1_ave	tbA3down_1	tbA3down_1_ave	tbA3up_1	tbA3up_1_ave	tbA4down_1	tbA4down_1_ave	tbA4up_1	tbA4up_1_ave	tbA5down_1	tbA5down_1_ave	tbA5up_1	tbA5up_1_ave	tbA6down_1	tbA6down_1_ave	tbA6up_1	tbA6up_1_ave	tbA7down_1	tbA7down_1_ave	tbA7up_1	tbA7up_1_ave	tbA8down_1	tbA8down_1_ave	tbA8up_1	tbA8up_1_ave	tbB1down_1	tbB1down_1_ave	tbB1up_1	tbB1up_1_ave	tbB2down_1	tbB2down_1_ave	tbB2up_1	tbB2up_1_ave	tbB3down_1	tbB3down_1_ave	tbB3up_1	tbB3up_1_ave	tbB4down_1	tbB4down_1_ave	tbB4up_1	tbB4up_1_ave	tbB5down_1	tbB5down_1_ave	tbB5up_1	tbB5up_1_ave	tbB6down_1	tbB6down_1_ave	tbB6up_1	tbB6up_1_ave	tbB7down_1	tbB7down_1_ave	tbB7up_1	tbB7up_1_ave	tbB8down_1	tbB8down_1_ave	tbB8up_1	tbB8up_1_ave	time	tp	tp_1_ave	tp_ave	trb1_1	trb1_1_ave	trb2_1	trb2_1_ave	trb3_1	trb3_1_ave	trb4_1	trb4_1_ave	trb5_1	trb5_1_ave	trb6_1	trb6_1_ave	trb7_1	trb7_1_ave	trb8_1	trb8_1_ave	version	
0	Broyden	0	-0.1982529712	-12.933631	-1.298339216	Y	0	0.0003650475929	4.840593742	0.1214449751	self-energy	sharp_wc_2_b_35	0.6372078814	0.06360265451	0.6346598237	0.06281739672	0.2342124602	0.1733592073	0.2350693586	0.1720112632	0.3828194618	0.6266935819	0.6922362639	0.076420207	0.6919968725	0.07642001716	0.3827303904	0.6267103162	586562c	2x2_2C_8b_C2v_L	2.429168861	1.001412469	1.001432914	1.0000032140712671	0.06473543791	-0.0666707663	0.395829255	-0.4088606135	-0.2143201608	1.517713167	0.06032283719	-0.4267958394	0.2327999731	-1.931710108	-0.2156620793	0.6538492058	-0.2155412976	0.6534175385	0.2328307532	-1.931944409	boucle_1bande_AF.py	R0:S0:1	1	-0.7226111233	-1.298331585	0.3992176563	-0.1037490563	0.3975187738	-0.1023088984	-0.06305802333	0.01648059429	-0.06697262635	0.01730532927	0.05704234848	-0.1010531057	0.06308763677	-0.1116064718	0.2140209724	-0.3794326909	0.2137413411	-0.3770673929	-0.232068982	0.4831843284	-0.2320118377	0.4835233319	-0.2167581142	0.1664058404	-0.2178139691	0.1680033476	0.2191017056	-0.1691535249	0.2190894755	-0.1694214831	0.2333489698	-0.4852622051	0.233036039	-0.4851338921	-0.3982620428	0.1025734091	-0.3986181241	0.1036757284	0.06283240641	-0.01618510634	0.06714177734	-0.01749553643	0.05719199008	-0.1011871916	0.06292299412	-0.111486915	0.2152925749	-0.3799591942	0.2122589736	-0.37645217	0.2335614329	-0.4857208223	0.2329405075	-0.4847799207	0.2189941049	-0.1690913867	0.2191029253	-0.169236015	0.217040291	-0.1670536159	0.2175498871	-0.1675212755	0.2319656752	-0.483358696	0.2319567804	-0.483226992	2024-12-18@09:31	-0.002272954803	0.0008955245323	0.00335744211	-0.002048762901	0.002111060184	0.0003289085778	-0.0003358300061	-0.0008364158707	0.005915744457	-0.002961755905	0.02094968635	-0.0001808804854	0.0006016422242	-0.0002996503095	0.001758807758	-0.0001245827037	0.0007317429602	-5.548929661e-05	0.0002176147107	v2.7.3	
3	Broyden	0	-0.1980996388	-12.91986629	-1.295156828	Y	0	-0.00844963283	4.860593742	0.1201905548	self-energy	sharp_wc_2_b_35	0.6383916936	0.06260905445	0.635266852	0.06225932596	0.2348665096	0.171031243	0.2362093193	0.170937341	0.3830531398	0.6215713842	0.6928959033	0.07564466044	0.692679582	0.07565316532	0.3830024431	0.6215852355	586562c	2x2_2C_8b_C2v_L	2.429168861	1.000196989	1.000282931	1.0000014351168878	0.06469464355	-0.06644790702	0.3954514793	-0.4075765493	-0.2138250208	1.507585082	0.06024070671	-0.4240851279	0.2328773334	-1.925384852	-0.2148661049	0.6495397435	-0.2147772945	0.6492250843	0.2329057954	-1.925592017	boucle_1bande_AF.py	R0:S0:1	1	-0.7218749232	-1.295152817	0.3995716428	-0.1051528124	0.3962304277	-0.09907994773	-0.06305345542	0.0166590214	-0.06674555491	0.01675847647	0.05715188028	-0.1010716577	0.06290360449	-0.111035278	0.2150728522	-0.3797647016	0.2127676408	-0.3749904457	-0.2321899726	0.4836921951	-0.2313374805	0.4776931595	-0.2173991743	0.1686068249	-0.2168525776	0.1643528466	0.2196356293	-0.1712131897	0.2180588233	-0.1656701023	0.2333801839	-0.4856153936	0.2322813169	-0.4791296897	-0.3969864272	0.09935697819	-0.398980568	0.1050923693	0.06263474348	-0.01572375546	0.06719424872	-0.01774841317	0.05696623357	-0.1005787929	0.06307090857	-0.1115670338	0.2143563287	-0.3779047727	0.2133236993	-0.3767775205	0.2327945793	-0.4797014613	0.2329690817	-0.4851396026	0.2179661661	-0.1653649669	0.2196601579	-0.1713438955	0.2161093146	-0.1634227627	0.2182020275	-0.1697168582	0.231316903	-0.4775423147	0.232092514	-0.4837310223	2024-12-18@09:37	-0.002272954803	0.0003290864286	0.001764690917	-0.002058400512	0.002117706352	0.0003296779907	-0.0003373128801	-0.0008393628206	0.005912245047	-0.002977294766	0.02095667071	-0.0001716785263	0.0005689766403	-0.0002868019504	0.00169634686	-0.000138779465	0.0008016888413	-7.48372699e-05	0.0002625542151	v2.7.3	
5	Broyden	0	-0.1981939363	-12.90833095	-1.292076525	Y	0	-0.001751683567	4.880593742	0.1189958233	self-energy	sharp_wc_2_b_35	0.6424339814	0.06137519977	0.6376543375	0.0614933439	0.2372005986	0.1686576105	0.2384553205	0.1697404071	0.3837242069	0.6165562419	0.6961743983	0.07476071499	0.6960769481	0.07476381806	0.3836833357	0.6165672278	586562c	2x2_2C_8b_C2v_L	2.429168861	0.9990208768	0.9991451133	1.0000017802327517	0.06471702939	-0.06613118341	0.3954133393	-0.4059086891	-0.2139929955	1.49948274	0.06007697305	-0.4204260096	0.2333938892	-1.920804033	-0.2139215223	0.6423913097	-0.2138771449	0.6422692989	0.2334110498	-1.920972968	boucle_1bande_AF.py	R0:S0:1	1	-0.7210642231	-1.292076018	0.3986509046	-0.101765992	0.3975102557	-0.100513236	-0.06274883324	0.01610135615	-0.06692375819	0.01700869135	0.0569092281	-0.1001710856	0.06303829966	-0.110951379	0.21534129	-0.3785411455	0.2133800419	-0.37507096	-0.2316387994	0.4787631781	-0.2313303133	0.4774833523	-0.2176527437	0.1665688659	-0.2181944137	0.1665607474	0.2191854765	-0.1683156224	0.2189353009	-0.1673563816	0.2324700524	-0.4800682147	0.2319099111	-0.478358165	-0.3982851298	0.1007933607	-0.3980383914	0.1017017212	0.06267936126	-0.01592740684	0.06699953462	-0.01718682236	0.056835973	-0.1000574176	0.06308401241	-0.1110672406	0.2150407935	-0.3781000815	0.2135283363	-0.375452615	0.2323764257	-0.4788796085	0.2320628026	-0.4796277356	0.2187949603	-0.1670259033	0.2192866287	-0.1685673133	0.2174723454	-0.1656196492	0.2183938157	-0.1675703062	0.2313736458	-0.4774002981	0.2315259935	-0.4787612665	2024-12-18@09:45	-0.002272954803	-0.0002526005352	0.0002231733811	-0.002120791351	0.002171348923	0.0003393120886	-0.0003454463064	-0.0008716265384	0.006103144894	-0.003101676567	0.0217018864	-0.0001568442338	0.0005170233484	-0.0002635008285	0.001542151903	-0.0001742986624	0.001012758019	-9.531643472e-05	0.0003266612913	v2.7.3	
11	Broyden	0	-0.198137558	-12.8963508	-1.288913112	Y	0	1.789887153e-05	4.900593742	0.1177941353	self-energy	sharp_wc_2_b_35	0.64552571	0.06016400466	0.6393755559	0.06074981529	0.2394452491	0.1661452129	0.2410485685	0.1684673516	0.3843436795	0.6113016017	0.7007657744	0.0738488963	0.7007285913	0.07385091132	0.3843247566	0.611305334	586562c	2x2_2C_8b_C2v_L	2.429168861	0.9978596069	0.9980122054	1.0000001548564403	0.06515706352	-0.06626011512	0.3952452459	-0.4041581529	-0.2135054844	1.487124516	0.06150286287	-0.4276489058	0.2335273475	-1.914186105	-0.2135165644	0.6376809692	-0.2134847628	0.6375437027	0.2335386482	-1.914271499	boucle_1bande_AF.py	R0:S0:1	1	-0.7203045598	-1.288916122	0.3984626374	-0.1003957221	0.3974501432	-0.09984056427	-0.06307958117	0.01602691881	-0.06733165642	0.01697488918	0.05806894001	-0.1019159431	0.06485941343	-0.1136836199	0.2150675072	-0.3769387342	0.2136808268	-0.3737691376	-0.2315464522	0.4758598153	-0.2315498086	0.4759052107	-0.2182704751	0.1658114208	-0.2186646226	0.1664208023	0.2189018509	-0.1665252447	0.2188699298	-0.1666465367	0.2318821143	-0.4763858234	0.2316836157	-0.4761300338	-0.3982477126	0.1001249018	-0.3978158203	0.1003116957	0.06295022072	-0.01587062896	0.06747127863	-0.01713811688	0.05815453798	-0.1019574064	0.06471734138	-0.1136206338	0.2155378445	-0.377119172	0.2130737351	-0.3735395287	0.232078537	-0.476536028	0.2315295945	-0.4760231352	0.2186078999	-0.1661853855	0.2191147097	-0.1669042322	0.2180557581	-0.1656053426	0.2189113526	-0.1666912472	0.2316718564	-0.4759415218	0.2313685328	-0.4757764388	2024-12-18@10:02	-0.002272954803	-0.000784753335	-0.001324295973	-0.002195410811	0.002237126911	0.0003536446127	-0.0003580882938	-0.0009540363198	0.006655299713	-0.003346286699	0.02325624852	-0.0001376856691	0.0004483549219	-0.0002323705244	0.001348569409	-0.0002114651241	0.00122593524	-0.0001142971478	0.0003935882963	v2.7.3	
8	Broyden	0	-0.1981924483	-12.88494445	-1.285685234	Y	0	0.0001274634502	4.920593742	0.1165989159	self-energy	sharp_wc_2_b_35	0.6506892495	0.05878194764	0.6420419148	0.05991478776	0.2431435223	0.1634479779	0.2436714751	0.1671060901	0.3858981825	0.6050771213	0.7037089265	0.07289815743	0.7036608315	0.07289961504	0.3858771673	0.6050809729	586562c	2x2_2C_8b_C2v_L	2.429168861	0.9967239844	0.996914553	1.0000021351014798	0.06473869059	-0.06547503634	0.3953620185	-0.4023375937	-0.2142924025	1.481483171	0.05980938943	-0.4132341579	0.2339559906	-1.90721086	-0.2128118473	0.6316701813	-0.2127797325	0.6315535678	0.2339683628	-1.907318232	boucle_1bande_AF.py	R0:S0:1	1	-0.7195213137	-1.28569153	0.3992425083	-0.09969442621	0.3976416798	-0.09840238223	-0.06254302026	0.01572083315	-0.06684568219	0.01665209633	0.05650090081	-0.09877503871	0.06342325021	-0.1104493393	0.2156910696	-0.3768425947	0.2149079096	-0.3740201933	-0.231416735	0.4728699932	-0.2313291768	0.4729718091	-0.2182428014	0.1648248044	-0.218958539	0.1658587516	0.2190256339	-0.1657047589	0.2191917444	-0.1661040089	0.2318173569	-0.473494147	0.2315097305	-0.4732526329	-0.3984474141	0.09868459125	-0.3985956831	0.09962235557	0.06240882389	-0.0155456397	0.0669951759	-0.0168399967	0.05676282948	-0.09887505138	0.06308955586	-0.1103228556	0.2166860341	-0.377223008	0.2137736751	-0.3735901072	0.2319261441	-0.47369448	0.2314437534	-0.4731064204	0.2189748325	-0.1656966375	0.2192025732	-0.1660439508	0.218308145	-0.1650000327	0.2189195778	-0.1657372503	0.2314259645	-0.4729698103	0.2312634947	-0.4728146945	2024-12-18@10:14	-0.002272954803	-0.001326222053	-0.002769898946	-0.002225961402	0.002251800184	0.0003557616533	-0.0003577643083	-0.0009244013241	0.006386160648	-0.003303901906	0.02282382003	-0.0001429924872	0.0004659524784	-0.0002426641908	0.001401968613	-0.0002013599998	0.001158284611	-0.0001091771328	0.0003700070889	v2.7.3	
6	Broyden	0	-0.1980069924	-12.87309282	-1.282598338	Y	0	0.002246372979	4.940593742	0.1154438955	self-energy	sharp_wc_2_b_35	0.6533655185	0.05778408861	0.6436205684	0.05929197693	0.2445103242	0.1613081504	0.2453372649	0.1660003864	0.386016591	0.6006127503	0.7080347096	0.07210673428	0.7079877896	0.07210751494	0.385994655	0.6006158336	586562c	2x2_2C_8b_C2v_L	2.429168861	0.9956030397	0.9958495269	1.0000019491534555	0.06511556613	-0.0655946529	0.3951133721	-0.4008488245	-0.2136992067	1.469847423	0.06113094701	-0.4200955415	0.2340476568	-1.901260539	-0.2124723272	0.627753091	-0.2124406664	0.6276382357	0.2340587725	-1.901357458	boucle_1bande_AF.py	R0:S0:1	1	-0.7187285404	-1.282607753	0.3984938445	-0.09779192465	0.3979894027	-0.09857885151	-0.06267786406	0.01549647246	-0.06733658242	0.01680571137	0.05766414794	-0.1004159378	0.06503832188	-0.1131007827	0.2157946745	-0.3754456319	0.214424669	-0.3725465836	-0.2311965696	0.469905188	-0.2313122227	0.4714869576	-0.2185701475	0.1637673607	-0.2194055027	0.1658568499	0.2187512138	-0.1639772576	0.219295245	-0.165743577	0.2312567398	-0.4700044661	0.2312184482	-0.4713634446	-0.3988299485	0.09887124934	-0.3978169266	0.09771649115	0.0627243452	-0.01565436352	0.06729277674	-0.01663673103	0.05782989045	-0.1005905578	0.06480986242	-0.1128896588	0.2164038569	-0.3760953031	0.2136708154	-0.3718497274	0.2315773269	-0.471722484	0.2309381969	-0.469695914	0.2189886516	-0.1652403064	0.2190218424	-0.1644144068	0.2188480586	-0.1651056596	0.2191503212	-0.1645669041	0.2314630722	-0.4715648631	0.2309915622	-0.4697763376	2024-12-18@10:24	-0.002272954803	-0.0018676107	-0.004141894152	-0.002312385692	0.002331445786	0.0003716561002	-0.0003736731642	-0.001023262031	0.007035017626	-0.003574733964	0.02456194994	-0.0001313701449	0.000425888445	-0.0002244725706	0.001287695224	-0.0002188667957	0.001252195053	-0.0001188852267	0.0004004611596	v2.7.3	
16	Broyden	0	-0.1979466958	-12.86143321	-1.279305074	Y	0	3.656852844e-05	4.960593742	0.1142721292	self-energy	sharp_wc_2_b_35	0.657787222	0.05652764945	0.6450366122	0.0585642031	0.2475673622	0.1586392703	0.2475347037	0.1647375848	0.3874386624	0.5943913066	0.7137643263	0.07112145133	0.7136633394	0.07112348841	0.3874108636	0.5943964896	586562c	2x2_2C_8b_C2v_L	2.429168861	0.9945224184	0.9947716172	1.0000024256507265	0.06284587372	-0.06299382399	0.3952778679	-0.3994094041	-0.2153552855	1.470898306	0.05549529369	-0.3789891212	0.2344967328	-1.894091176	-0.2118623478	0.6208424128	-0.2118429481	0.6208346011	0.2344959199	-1.89415233	boucle_1bande_AF.py	R0:S0:1	1	-0.7179817932	-1.279317656	0.3989472506	-0.09704711148	0.3986247835	-0.09746033042	-0.06016483977	0.01476261695	-0.06510485802	0.01604976878	0.05228954597	-0.09050702069	0.05927528818	-0.1028065547	0.2180501368	-0.3773935978	0.2157013195	-0.37403747	-0.2310316673	0.467667179	-0.2308863907	0.4676479598	-0.2191598033	0.1637888106	-0.2198845798	0.164738307	0.2195213103	-0.1641882146	0.2197216513	-0.1645678404	0.2312247297	-0.467956099	0.230785273	-0.4675197965	-0.3994785619	0.09775186523	-0.3982546007	0.09696719684	0.06022666508	-0.0148434745	0.06504129262	-0.01595940987	0.05214201451	-0.09045837187	0.05940448611	-0.1028489731	0.2174586136	-0.3771933842	0.2161396978	-0.3741841302	0.2312051082	-0.4679656772	0.2308280943	-0.4675420727	0.219554212	-0.1642181571	0.2196973414	-0.1645220103	0.2191805332	-0.1638341232	0.2198425157	-0.1646957401	0.2309804011	-0.4676396131	0.230900664	-0.4676401521	2024-12-18@10:46	-0.002272954803	-0.002390480888	-0.005535532818	-0.00245007113	0.002453560223	0.0003790549666	-0.000377310855	-0.0009150951202	0.006246552228	-0.003539097662	0.02416750603	-0.0001308006752	0.0004204342656	-0.0002248832649	0.001279686391	-0.0002235563056	0.001268868236	-0.0001200565545	0.0004025004651	v2.7.3	
9	Broyden	0	-0.1977691917	-12.84939802	-1.276049584	Y	0	0.0002607123216	4.980593742	0.1131105018	self-energy	sharp_wc_2_b_35	0.6610552264	0.05541332238	0.6475582508	0.05777406831	0.2498379195	0.156328405	0.2502224017	0.1632724379	0.3882158824	0.5888300018	0.7177363935	0.07023620292	0.7176757809	0.07023682492	0.3881902903	0.5888331187	586562c	2x2_2C_8b_C2v_L	2.429168861	0.9934441754	0.9937464158	1.0000024680799025	0.06477998141	-0.06456795856	0.3949694062	-0.3971798236	-0.2138858276	1.45194888	0.06058599175	-0.4110818362	0.234371874	-1.885584097	-0.2118101014	0.6185096468	-0.2117790777	0.6184050557	0.2343787238	-1.885653711	boucle_1bande_AF.py	R0:S0:1	1	-0.7172108763	-1.27606509	0.398881624	-0.09639069138	0.3979309112	-0.09609231038	-0.06202175986	0.01512754519	-0.06697965925	0.01632503331	0.05696865712	-0.09837301106	0.06501132237	-0.1121871499	0.2168919992	-0.3743375977	0.2148402098	-0.3705547459	-0.2312330551	0.465353266	-0.2309848022	0.4653610079	-0.2190065984	0.1625119655	-0.2196863905	0.1635146543	0.2188998667	-0.1624123172	0.2194043211	-0.1632238497	0.2311207925	-0.4652009494	0.2307769899	-0.4650740962	-0.3988282079	0.09639326589	-0.3981489475	0.09630549563	0.06200201815	-0.01510919937	0.06700511254	-0.01634217395	0.05700561469	-0.09839809859	0.06492636878	-0.1121434838	0.2170234006	-0.3744318498	0.2145588101	-0.3704092613	0.2310950902	-0.4653720887	0.2308380046	-0.4649379685	0.2190581345	-0.1626853283	0.2192228294	-0.1628936797	0.2191849022	-0.162841975	0.2195185258	-0.1632282327	0.2311634419	-0.4654843764	0.2310055271	-0.4651919683	2024-12-18@11:00	-0.002272954803	-0.002897610883	-0.006822000001	-0.002503508042	0.002495415465	0.0003987912379	-0.0003962525555	-0.001124421982	0.007628012429	-0.003959208768	0.02686211154	-0.0001271971931	0.000407481705	-0.000218846479	0.001238393432	-0.0002173618185	0.001226512002	-0.0001163707749	0.000388998323	v2.7.3	
7	Broyden	0	-0.1974418889	-12.83589336	-1.272853753	Y	0	0.004986103207	5.000593742	0.1119696038	self-energy	sharp_wc_2_b_35	0.6610750308	0.05462031398	0.6469929385	0.05733984359	0.250497151	0.1542027088	0.2510121267	0.1624041777	0.3882387328	0.5840082369	0.7165705375	0.06961939319	0.7165080547	0.06961942751	0.388217275	0.5840098112	586562c	2x2_2C_8b_C2v_L	2.429168861	0.9923919685	0.9927346949	1.0000025229767835	0.06268472279	-0.0623578657	0.3946973876	-0.3963204727	-0.2148422172	1.451791461	0.05526637196	-0.3732273225	0.23436008	-1.878403601	-0.2109140825	0.6145719376	-0.2108855776	0.614483211	0.2343684126	-1.878486843	boucle_1bande_AF.py	R0:S0:1	1	-0.7164650186	-1.272872099	0.3986159933	-0.09521182719	0.3974089623	-0.09591211546	-0.05990599119	0.01444647871	-0.0648108988	0.01579554862	0.05171171678	-0.08940872212	0.05972624683	-0.1025404951	0.2168058716	-0.3746086363	0.2175315293	-0.3732299456	-0.2303761389	0.4607674768	-0.2309538322	0.4645415244	-0.218294145	0.1604675215	-0.2194982534	0.1641666725	0.2185124812	-0.1607091636	0.2192739848	-0.1639337899	0.2304659579	-0.4609034473	0.2307915945	-0.4643241614	-0.3982786612	0.09620680673	-0.3979110887	0.09513539518	0.05985032166	-0.01458646929	0.06487813087	-0.01564634575	0.05232275553	-0.08985326165	0.05899075253	-0.102020461	0.2193519319	-0.3764650141	0.214853496	-0.3713369246	0.2311890782	-0.4647381644	0.2301034814	-0.4605371399	0.2190600107	-0.1635389406	0.218702314	-0.1610506758	0.2188565584	-0.1633377403	0.2189463881	-0.1613270401	0.2310590114	-0.4645559229	0.2302228211	-0.4607088879	2024-12-18@11:11	-0.002272954803	-0.003398267563	-0.008071497164	-0.002498382682	0.002486271205	0.0003857103285	-0.0003829523892	-0.0009379280229	0.006333987449	-0.003636679703	0.02455825678	-0.0001269326455	0.000406856174	-0.0002197587669	0.001240968977	-0.0002211152111	0.001245174315	-0.0001177936547	0.0003929932627	v2.7.3	
7	Broyden	0	-0.197308205	-12.82406452	-1.269560573	Y	0	-0.0003123013482	5.020593742	0.1108386157	self-energy	sharp_wc_2_b_35	0.6646656478	0.05351182152	0.6487129869	0.05661039181	0.2530868773	0.1519233653	0.2532896837	0.1609227853	0.3894412962	0.5780703142	0.7203799342	0.0687250899	0.7203243739	0.06872596683	0.3894188772	0.5780732713	586562c	2x2_2C_8b_C2v_L	2.429168861	0.9913691617	0.9917370687	1.0000010948253066	0.06456171412	-0.06389440914	0.3942384378	-0.3941405063	-0.2134768375	1.433152597	0.06026268901	-0.4044304681	0.2345198459	-1.870136769	-0.2105265156	0.6101290305	-0.2104962541	0.6100318773	0.2345304655	-1.870231941	boucle_1bande_AF.py	R0:S0:1	1	-0.7157162536	-1.26958167	0.3976190206	-0.09408737857	0.3977390301	-0.09502713108	-0.06151324201	0.01470615798	-0.06677036002	0.01612076023	0.05686836211	-0.09736093304	0.06476300898	-0.1114060706	0.2178627296	-0.3728503968	0.2141905549	-0.3683261738	-0.2308062949	0.4602852207	-0.230505792	0.4598539442	-0.2187537821	0.161211753	-0.2192445759	0.161734047	0.2186001618	-0.161058997	0.2189399259	-0.1614169322	0.2306606452	-0.460082123	0.2302820619	-0.4595413524	-0.3986549506	0.09533353402	-0.3968697138	0.09399763026	0.0616679454	-0.0148899899	0.06661206473	-0.01592772917	0.05650243176	-0.09721960151	0.06514537477	-0.1115573819	0.2164371487	-0.3723003315	0.2154478508	-0.3688180693	0.2305902903	-0.4598299785	0.2303889794	-0.4598408658	0.2185830007	-0.1608777399	0.2189291332	-0.1615450265	0.2187642306	-0.1610879488	0.2192508351	-0.161900259	0.2306888798	-0.4599782992	0.2305727602	-0.4601093789	2024-12-18@11:22	-0.002272954803	-0.003891164879	-0.009281747417	-0.002569687482	0.002542420949	0.0004090476574	-0.0004052086255	-0.001152165854	0.007738482129	-0.004089487009	0.02744241374	-0.0001256405824	0.000400042703	-0.0002177730226	0.001222935402	-0.0002147349699	0.001202895992	-0.0001133367456	0.0003775606888	v2.7.3	
