model	E_kin	D	U	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	mu	sb1_1	sb2_1	sb3_1	sb4_1	sb5_1	sb6_1	sb7_1	sb8_1	t	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	tp	ave_D	ave_mu	ave_t	ave_tp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_sb1_1	ave_sb2_1	ave_sb3_1	ave_sb4_1	ave_sb5_1	ave_sb6_1	ave_sb7_1	ave_sb8_1	ave_t_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	ave_tb5_1	ave_tb6_1	ave_tb7_1	ave_tb8_1	ave_tp_1	E0_1	sector_1	n_1	githash	version	script	time	
2x2_2C_8b_C2v_L	-1.6887039	0	7.8166925	0.36884167	0.42137504	0.88751089	0.30076345	0.30083017	0.88755878	0.95911286	0.17174794	1.3374075	-0.00095961187	-0.34576431	0.066948158	0.27084808	-0.27086043	-0.067023961	4.6874562e-06	-0.22992888	1.371862	-0.33384954	0.00098935554	0.500449	-0.14028071	-0.14035048	0.50042604	0.65251141	9.3171651e-06	-0.24314454	-0.029937986	0.82410568	-1.253001	-0.12437241	0.046730878	0.34736627	0.085858932	0.21486529	0.65096783	0.65100602	0.2148003	0.059136481	0.10791539	0.80697404	0.0018200373	0.60964973	0.18388681	-2.1647449	2.1647488	-0.18356695	-1.6432894e-05	1.1021666	-0.67038871	2.2438593	-0.0063046807	-1.4442127	1.3220113	1.3222624	-1.4439908	-0.35036051	-1.4273675e-05	-0.059974645	-9.8701489	R0:S0:1	0.80697404	817c5bc	v2.2.6	test2.py	2023-12-17@11:01
2x2_2C_8b_C2v_L	-1.6887124	0	7.8166925	0.36882101	0.42148388	0.8874259	0.30083347	0.30072694	0.8874276	0.95913712	0.17176973	1.3374075	-0.0011078283	-0.34579809	0.066971756	0.27086545	-0.27084482	-0.066931278	1.2485869e-05	-0.2299384	1.371862	-0.33385397	0.0011340378	0.50042307	-0.14029809	-0.14026231	0.50043822	0.65251338	1.9556235e-05	-0.24314454	-0.029936155	0.82410988	-1.2530054	-0.12436256	0.046730458	0.34738869	0.085865353	0.21484228	0.65095031	0.65098514	0.21489476	0.059135114	0.10791719	0.80697093	0.0021275797	0.6096883	0.18383209	-2.1647784	2.1647533	-0.18395938	-4.1915661e-05	1.1021963	-0.67038308	2.2439117	-0.0072005859	-1.4440994	1.3220076	1.3219856	-1.444317	-0.35035989	-2.8127625e-05	-0.059971752	-9.8701571	R0:S0:1	0.80697093	817c5bc	v2.2.6	test2.py	2023-12-17@11:01
2x2_2C_8b_C2v_L	-1.6887086	0	7.8166925	0.3688816	0.42149085	0.88740699	0.30079656	0.30076733	0.88747334	0.95908752	0.17176098	1.3374075	-0.0014330004	-0.34579646	0.066964154	0.27085284	-0.27085049	-0.066954796	1.4469175e-06	-0.22993081	1.371862	-0.33386442	0.001485795	0.50041381	-0.1403023	-0.1402764	0.50044172	0.65250606	1.1937383e-05	-0.24314454	-0.029937212	0.82410848	-1.2530033	-0.12436632	0.046730623	0.3473608	0.085853085	0.21485734	0.65096027	0.65096792	0.21486515	0.059136926	0.10791529	0.80697248	0.002705373	0.609635	0.18384362	-2.1647147	2.1647624	-0.18387118	-5.083288e-06	1.102169	-0.67038688	2.2438831	-0.0094794231	-1.4441641	1.3220865	1.3219851	-1.4442065	-0.35036101	-1.9769888e-05	-0.059973526	-9.8701444	R0:S0:1	0.80697248	817c5bc	v2.2.6	test2.py	2023-12-17@11:02
model	E_kin	D	U	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	mu	sb1_1	sb2_1	sb3_1	sb4_1	sb5_1	sb6_1	sb7_1	sb8_1	t	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	tp	ave_D	ave_mu	ave_t	ave_tp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_sb1_1	ave_sb2_1	ave_sb3_1	ave_sb4_1	ave_sb5_1	ave_sb6_1	ave_sb7_1	ave_sb8_1	ave_t_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	ave_tb5_1	ave_tb6_1	ave_tb7_1	ave_tb8_1	ave_tp_1	E0_1	sector_1	n_1	githash	version	script	time	
2x2_2C_8b_C2v_L	-1.6887046	0	7.8166925	0.3688246	0.42139516	0.88753457	0.30079802	0.30080112	0.88752167	0.9590817	0.17175482	1.3374075	-0.0011913948	-0.3457666	0.066976658	0.27085897	-0.27084937	-0.066990474	1.2428168e-06	-0.22992852	1.371862	-0.33384906	0.0012210664	0.50045063	-0.14029243	-0.14032765	0.5004296	0.65250266	-7.3645234e-06	-0.24314454	-0.029937402	0.82410673	-1.2530009	-0.12436938	0.046730805	0.3473729	0.085861959	0.21483783	0.65096992	0.65098283	0.21483978	0.059136402	0.10791464	0.80697396	0.0022705612	0.60965964	0.1837661	-2.164783	2.1646799	-0.18372858	-9.1053136e-06	1.1021599	-0.67038751	2.2438715	-0.00777067	-1.4441107	1.3219965	1.3222351	-1.4441349	-0.35035818	1.0878885e-05	-0.059972696	-9.8701458	R0:S0:1	0.80697396	817c5bc	v2.2.6	test2.py	2023-12-17@11:12
2x2_2C_8b_C2v_L	-1.6887082	0	7.8166925	0.36885403	0.42140446	0.88749993	0.30081234	0.3008211	0.8874648	0.95909931	0.17175897	1.3374075	-0.00096288548	-0.34576804	0.066987661	0.2708541	-0.27086825	-0.066968243	-7.2261742e-06	-0.22993041	1.371862	-0.33385787	0.0010075357	0.50042154	-0.14033015	-0.14028828	0.50044088	0.6525084	-1.5215055e-07	-0.24314454	-0.029938003	0.82410799	-1.2530031	-0.12436729	0.0467309	0.34736121	0.085853887	0.21483761	0.65097091	0.65093714	0.21484882	0.059135839	0.1079144	0.80697323	0.0017965452	0.60963464	0.1837477	-2.1646855	2.1647681	-0.18384747	2.31797e-05	1.1021655	-0.67038958	2.2438728	-0.0064491464	-1.4441224	1.3222352	1.321969	-1.4441368	-0.35035722	-2.4462487e-06	-0.059975387	-9.8701579	R0:S0:1	0.80697323	817c5bc	v2.2.6	test2.py	2023-12-17@11:12
2x2_2C_8b_C2v_L	-1.6887065	0	7.8166925	0.36888536	0.4214175	0.88749373	0.30078054	0.30077979	0.88739708	0.95909766	0.17175723	1.3374075	-0.0010548246	-0.34577654	0.06696878	0.27084715	-0.27084927	-0.066970403	1.1826924e-05	-0.22992828	1.371862	-0.33386762	0.0010878954	0.50043298	-0.1403002	-0.14029648	0.50041572	0.65250496	1.5977431e-05	-0.24314454	-0.029937616	0.82410741	-1.2530022	-0.12436914	0.046730687	0.34735885	0.085850743	0.21485137	0.65097468	0.65097157	0.21486075	0.059134956	0.10791177	0.80697329	0.0019994408	0.60962773	0.18380322	-2.1647272	2.1647217	-0.18380593	-4.1830559e-05	1.1021546	-0.67038878	2.2438814	-0.0069334353	-1.4441626	1.3220932	1.3220623	-1.4441747	-0.35035442	-2.1523169e-05	-0.059973993	-9.8701322	R0:S0:1	0.80697329	817c5bc	v2.2.6	test2.py	2023-12-17@11:13
2x2_2C_8b_C2v_L	-1.6887079	0	7.8166925	0.36885389	0.42141407	0.88750524	0.30078813	0.30076761	0.8874415	0.95909492	0.17175718	1.3374075	-0.0010095897	-0.34577303	0.066981998	0.27085414	-0.27084904	-0.066956463	-8.9203937e-07	-0.2299306	1.371862	-0.33385848	0.001042209	0.50043743	-0.14030265	-0.14028006	0.50043106	0.65250862	9.8473431e-07	-0.24314454	-0.029936156	0.82410806	-1.2530028	-0.12436643	0.046730628	0.34736606	0.085855426	0.21484303	0.65099991	0.65097587	0.21486426	0.059137197	0.10791664	0.8069726	0.0019107235	0.60964381	0.18373786	-2.1647742	2.1647624	-0.18385316	1.4738106e-06	1.1021733	-0.67038742	2.2438781	-0.0066452701	-1.4441341	1.3220853	1.3219937	-1.4441916	-0.35036219	-2.7651842e-06	-0.059974332	-9.8701403	R0:S0:1	0.8069726	817c5bc	v2.2.6	test2.py	2023-12-17@11:13
2x2_2C_8b_C2v_L	-1.6887039	0	7.8166925	0.36885864	0.42140917	0.88749673	0.30079119	0.30079893	0.8875434	0.95910066	0.17174001	1.3374075	-0.00085966838	-0.34577212	0.066962915	0.27085296	-0.27085013	-0.067006206	-8.4843897e-07	-0.22992422	1.371862	-0.33385812	0.00089007254	0.50043412	-0.14029616	-0.14033207	0.50043363	0.65250769	5.6952998e-06	-0.24314454	-0.02993795	0.82410642	-1.2530006	-0.12437064	0.046730787	0.34736312	0.085853869	0.2148426	0.65095509	0.65100287	0.21482996	0.059136552	0.10791372	0.80697416	0.0016266953	0.60963902	0.1838242	-2.164746	2.164706	-0.18364953	3.4158632e-06	1.1021522	-0.67038851	2.2438742	-0.0056754548	-1.4441195	1.3220273	1.322245	-1.4441065	-0.35035859	-1.0767064e-05	-0.059973494	-9.8701415	R0:S0:1	0.80697416	817c5bc	v2.2.6	test2.py	2023-12-17@11:14
2x2_2C_8b_C2v_L	-1.6887042	0	7.8166925	0.36881864	0.42139236	0.88749399	0.30079338	0.30081129	0.88750394	0.95914518	0.17177864	1.3374075	-0.00094146118	-0.3457666	0.066976393	0.27085102	-0.27085426	-0.066997483	-5.4159017e-06	-0.22993741	1.371862	-0.33384819	0.00097753943	0.50043033	-0.14030858	-0.14032719	0.50042627	0.65251972	-2.8080224e-06	-0.24314454	-0.029937872	0.82410679	-1.2530007	-0.12436946	0.046730688	0.34737537	0.08586207	0.21484335	0.65096939	0.65097806	0.21483147	0.059133693	0.10791334	0.806974	0.0017716009	0.60966378	0.18377388	-2.1647193	2.1647051	-0.1836986	1.6560722e-05	1.1021788	-0.67038639	2.243875	-0.0062429493	-1.4441318	1.3221107	1.3221943	-1.4440963	-0.35035752	1.8111975e-06	-0.059973319	-9.8701411	R0:S0:1	0.806974	817c5bc	v2.2.6	test2.py	2023-12-17@11:14
2x2_2C_8b_C2v_L	-1.6887084	0	7.8166925	0.36882359	0.42140181	0.88749349	0.30079514	0.30079783	0.88747272	0.95910971	0.17178279	1.3374075	-0.00070212353	-0.34576727	0.066989577	0.27085661	-0.27085518	-0.066974677	3.8616582e-06	-0.22994034	1.371862	-0.33384793	0.00071890414	0.50043536	-0.14030291	-0.14030956	0.5004231	0.65251384	-4.3532122e-06	-0.24314454	-0.029936319	0.82410827	-1.253003	-0.12436583	0.04673065	0.34737021	0.085858559	0.21483922	0.65099807	0.65097707	0.21484306	0.059136278	0.107918	0.80697262	0.00133644	0.60965442	0.18371036	-2.1647847	2.1647424	-0.1837833	-1.7169038e-05	1.1021952	-0.67038735	2.2438702	-0.0045766215	-1.4441159	1.3220715	1.3221153	-1.4441266	-0.35036384	7.9664656e-06	-0.059975805	-9.8701416	R0:S0:1	0.80697262	817c5bc	v2.2.6	test2.py	2023-12-17@11:15
2x2_2C_8b_C2v_L	-1.6887064	0	7.8166925	0.36884755	0.42141357	0.88748532	0.30078576	0.30081039	0.88753931	0.95911953	0.17174471	1.3374075	-0.001090693	-0.34577123	0.066962598	0.27085588	-0.27085685	-0.066988663	5.8666638e-06	-0.22992549	1.371862	-0.333854	0.0011326724	0.50043818	-0.14029063	-0.14032084	0.50043597	0.65251105	1.2117976e-05	-0.24314454	-0.029937672	0.82410733	-1.253002	-0.12436849	0.046730786	0.34736356	0.08585601	0.21485138	0.65096824	0.65097752	0.21483078	0.059135304	0.10791295	0.80697346	0.0020498888	0.60964109	0.18383114	-2.1647636	2.1647317	-0.18373737	-1.995983e-05	1.1021554	-0.67038883	2.2438678	-0.0072359854	-1.4441547	1.3220193	1.3221694	-1.4440992	-0.35035595	-1.8350988e-05	-0.059974172	-9.8701488	R0:S0:1	0.80697346	817c5bc	v2.2.6	test2.py	2023-12-17@11:15
2x2_2C_8b_C2v_L	-1.6887055	0	7.8166925	0.36885273	0.42142361	0.88746558	0.30077625	0.30078542	0.88750759	0.95912948	0.17177143	1.3374075	-0.00093173793	-0.34577626	0.066960549	0.27084976	-0.27085151	-0.066987438	-2.8336142e-06	-0.22993543	1.371862	-0.33385602	0.00096087676	0.50043375	-0.14029001	-0.14031067	0.50043308	0.65251766	-3.0253131e-06	-0.24314454	-0.029937111	0.82410667	-1.2530017	-0.12436998	0.046730702	0.34736615	0.085855332	0.2148586	0.65097555	0.6509997	0.21483822	0.059135377	0.107915	0.80697329	0.0017686728	0.60964514	0.18383601	-2.1647484	2.1647569	-0.18371491	6.5659078e-06	1.1021796	-0.67038686	2.243876	-0.0061214726	-1.4441773	1.3220351	1.3221245	-1.4441177	-0.35036108	3.284252e-06	-0.059974164	-9.8701465	R0:S0:1	0.80697329	817c5bc	v2.2.6	test2.py	2023-12-17@11:16
2x2_2C_8b_C2v_L	-1.6887092	0	7.8166925	0.36887974	0.42139419	0.88745443	0.30076118	0.30078746	0.88744327	0.95908208	0.17176058	1.3374075	-0.00098417469	-0.34577179	0.066949703	0.27085097	-0.27085326	-0.066960156	1.3415708e-05	-0.22992576	1.371862	-0.33386819	0.0010032833	0.50044378	-0.14025949	-0.14029408	0.50042867	0.65250679	-1.5924068e-06	-0.24314454	-0.029936069	0.82410906	-1.2530033	-0.12436402	0.046730617	0.34736205	0.085852698	0.21486698	0.65096931	0.65097142	0.21486593	0.059136148	0.10791274	0.80697249	0.001882385	0.6096355	0.18387618	-2.1648041	2.1647233	-0.18386285	-5.2283688e-05	1.102152	-0.67038872	2.2438835	-0.0063779873	-1.4441971	1.3218807	1.3220783	-1.4442085	-0.35035659	6.8358686e-06	-0.059974137	-9.870138	R0:S0:1	0.80697249	817c5bc	v2.2.6	test2.py	2023-12-17@11:16
2x2_2C_8b_C2v_L	-1.6887045	0	7.8166925	0.36888838	0.42140175	0.88749528	0.30079419	0.30078476	0.88753766	0.95907609	0.17173493	1.3374075	-0.001011945	-0.34577002	0.066977891	0.27085264	-0.27084822	-0.066976038	-2.3258233e-06	-0.22991749	1.371862	-0.33386834	0.0010380841	0.50043127	-0.14030576	-0.14030977	0.50043951	0.6525001	-9.2027164e-06	-0.24314454	-0.02993829	0.82410664	-1.253001	-0.12437069	0.046730842	0.3473549	0.08584878	0.21483831	0.65096844	0.65097683	0.21484407	0.05913567	0.10790968	0.80697419	0.0019289168	0.60961962	0.18376464	-2.1647377	2.164712	-0.18377796	3.5807617e-06	1.102126	-0.67039034	2.2438765	-0.0066055755	-1.4441091	1.3220799	1.3221459	-1.4441496	-0.3503518	1.2784559e-05	-0.059973208	-9.8701409	R0:S0:1	0.80697419	817c5bc	v2.2.6	test2.py	2023-12-17@11:16
2x2_2C_8b_C2v_L	-1.6887057	0	7.8166925	0.36883637	0.42140969	0.88744914	0.30077977	0.30078884	0.88749427	0.95910477	0.17177333	1.3374075	-0.00077683795	-0.34577337	0.066990884	0.27084502	-0.27085109	-0.066971961	7.1531984e-06	-0.22993671	1.371862	-0.33385217	0.00079950084	0.50041488	-0.14031762	-0.14030119	0.5004315	0.65250776	4.7852362e-06	-0.24314454	-0.029937142	0.82410743	-1.2530016	-0.12436848	0.046730565	0.34737156	0.085858554	0.21484479	0.65100047	0.65097355	0.2148427	0.059135394	0.1079153	0.80697334	0.0014725441	0.60965639	0.18370034	-2.1647132	2.1647493	-0.18378605	-2.6170557e-05	1.10218	-0.67038688	2.2438771	-0.0050955959	-1.4441351	1.3221758	1.3220688	-1.4441261	-0.35035977	-5.7679845e-06	-0.059974009	-9.8701234	R0:S0:1	0.80697334	817c5bc	v2.2.6	test2.py	2023-12-17@11:17
2x2_2C_8b_C2v_L	-1.6887026	0	7.8166925	0.368868	0.4214063	0.88747632	0.30079629	0.30076526	0.88747781	0.95910494	0.17176363	1.3374075	-0.0010153675	-0.34577454	0.066989715	0.27084928	-0.2708422	-0.066963879	7.6750954e-06	-0.22993286	1.371862	-0.33385829	0.0010404112	0.50042381	-0.14031405	-0.14030295	0.50042673	0.65251157	-6.3124835e-07	-0.24314454	-0.029938231	0.82410592	-1.2529999	-0.12437223	0.046730667	0.34736194	0.085854451	0.2148357	0.65098033	0.65097469	0.21485672	0.059136394	0.10791494	0.80697437	0.0019368026	0.60963859	0.18371355	-2.1647276	2.1646965	-0.18381924	-3.1657572e-05	1.1021706	-0.67038763	2.243868	-0.0066192026	-1.4440974	1.3221203	1.322125	-1.4441824	-0.35036224	3.5890289e-06	-0.059974118	-9.8701247	R0:S0:1	0.80697437	817c5bc	v2.2.6	test2.py	2023-12-17@11:17
2x2_2C_8b_C2v_L	-1.6887076	0	7.8166925	0.36879239	0.42144253	0.88746998	0.30075396	0.3008608	0.88752734	0.95910149	0.17177548	1.3374075	-0.00042346292	-0.34578583	0.06696444	0.27083983	-0.27086624	-0.067022577	1.8702302e-06	-0.22993744	1.371862	-0.33384324	0.00043011712	0.50043128	-0.14028507	-0.14035553	0.50041666	0.65250974	-5.1727501e-06	-0.24314454	-0.029936284	0.82410962	-1.2530018	-0.12436204	0.046730404	0.34739066	0.085867858	0.21486278	0.65097725	0.65097925	0.21480098	0.059136712	0.10791778	0.80697291	0.00080911753	0.60969791	0.18380953	-2.1647206	2.1647142	-0.18359963	-7.1992217e-06	1.1021883	-0.67038382	2.2438961	-0.0027350935	-1.4442017	1.3220476	1.3222732	-1.4439919	-0.35036422	7.2258909e-06	-0.059971847	-9.8701296	R0:S0:1	0.80697291	817c5bc	v2.2.6	test2.py	2023-12-17@11:18
2x2_2C_8b_C2v_L	-1.688707	0	7.8166925	0.36884957	0.4214248	0.88745786	0.30078341	0.3007876	0.8874695	0.95910731	0.17177991	1.3374075	-0.0016710418	-0.34577699	0.066959988	0.27085187	-0.27085246	-0.066963924	2.6170605e-06	-0.2299377	1.371862	-0.3338545	0.0017189687	0.5004372	-0.14027954	-0.14029695	0.50043113	0.65251124	-4.9108381e-06	-0.24314454	-0.02993679	0.82410841	-1.2530019	-0.12436541	0.046730594	0.34736709	0.08586144	0.21486021	0.65096089	0.65096363	0.2148575	0.059135467	0.10791538	0.80697317	0.0031743867	0.60964981	0.18385107	-2.1647553	2.1647182	-0.18384446	-1.557637e-05	1.1021817	-0.67038629	2.2438653	-0.010948884	-1.4441783	1.3219754	1.3220814	-1.4441818	-0.3503605	7.7367736e-06	-0.059973649	-9.8701385	R0:S0:1	0.80697317	817c5bc	v2.2.6	test2.py	2023-12-17@11:18
2x2_2C_8b_C2v_L	-1.688705	0	7.8166925	0.36886831	0.42142267	0.88752044	0.30078716	0.30080634	0.88750945	0.95906914	0.17176124	1.3374075	-0.001146344	-0.34577627	0.066993731	0.27084918	-0.27084959	-0.066993532	-2.4692739e-07	-0.22993041	1.371862	-0.3338625	0.0011734441	0.50043107	-0.14031332	-0.14033754	0.50042035	0.65249814	-1.373064e-05	-0.24314454	-0.029938308	0.82410631	-1.2530017	-0.12437187	0.046730844	0.34736362	0.085853802	0.21482664	0.65099072	0.65098248	0.21483319	0.059136027	0.10791347	0.80697372	0.0021845598	0.60963709	0.18367425	-2.1647576	2.1646755	-0.18371068	-5.0641631e-06	1.1021591	-0.67038813	2.2438825	-0.0074674408	-1.4440729	1.3221093	1.3222678	-1.44411	-0.35035651	2.0385506e-05	-0.059973117	-9.8701484	R0:S0:1	0.80697372	817c5bc	v2.2.6	test2.py	2023-12-17@11:19
2x2_2C_8b_C2v_L	-1.6887065	0	7.8166925	0.36886256	0.42139096	0.88745506	0.30077356	0.30077661	0.88745756	0.95911902	0.17175717	1.3374075	-0.0007826262	-0.34576982	0.066966902	0.27084976	-0.27085677	-0.066932569	4.7226046e-06	-0.22992907	1.371862	-0.33385665	0.0008039022	0.50043434	-0.140287	-0.14026605	0.50044352	0.65251351	-8.6109411e-06	-0.24314454	-0.029937021	0.82410768	-1.253002	-0.12436746	0.046730656	0.34736083	0.085854171	0.21486195	0.65098335	0.65094402	0.21487156	0.059135388	0.1079136	0.80697333	0.0014840013	0.60963829	0.18382008	-2.1647529	2.1647707	-0.18397439	-2.3519115e-05	1.1021632	-0.67038915	2.2438638	-0.005123199	-1.4441906	1.3220375	1.3219156	-1.4442166	-0.35035806	1.6126187e-05	-0.059975418	-9.8701297	R0:S0:1	0.80697333	817c5bc	v2.2.6	test2.py	2023-12-17@11:19
2x2_2C_8b_C2v_L	-1.6887059	0	7.8166925	0.36890029	0.42141732	0.88746479	0.30078878	0.30080054	0.88751162	0.95908456	0.17175409	1.3374075	-0.0011934423	-0.34577837	0.066964575	0.27085139	-0.27084935	-0.066996666	1.3180941e-05	-0.22992225	1.371862	-0.33387001	0.0012281091	0.50043306	-0.14029152	-0.14032804	0.50042182	0.65250153	5.5091818e-06	-0.24314454	-0.029937885	0.82410785	-1.2530016	-0.12436787	0.046730767	0.34735313	0.085849413	0.21485597	0.65095477	0.65098191	0.21482855	0.059134102	0.10790785	0.80697389	0.0022661217	0.60961989	0.18383316	-2.1647231	2.1647012	-0.18368781	-5.2748574e-05	1.1021299	-0.67039033	2.2438738	-0.0078231654	-1.4441701	1.3220322	1.3222084	-1.4440885	-0.35034931	-3.071266e-06	-0.059973657	-9.8701354	R0:S0:1	0.80697389	817c5bc	v2.2.6	test2.py	2023-12-17@11:20
2x2_2C_8b_C2v_L	-1.6887039	0	7.8166925	0.36884167	0.42137504	0.88751089	0.30076345	0.30083017	0.88755878	0.95911286	0.17174794	1.3374075	-0.00095961187	-0.34576431	0.066948158	0.27084808	-0.27086043	-0.067023961	4.6874562e-06	-0.22992888	1.371862	-0.33384954	0.00098935554	0.500449	-0.14028071	-0.14035048	0.50042604	0.65251141	9.3171651e-06	-0.24314454	-0.029937986	0.82410568	-1.253001	-0.12437241	0.046730878	0.34736627	0.085858932	0.21486529	0.65096783	0.65100602	0.2148003	0.059136481	0.10791539	0.80697404	0.0018200373	0.60964973	0.18388681	-2.1647449	2.1647488	-0.18356695	-1.6432894e-05	1.1021666	-0.67038871	2.2438593	-0.0063046807	-1.4442127	1.3220113	1.3222624	-1.4439908	-0.35036051	-1.4273683e-05	-0.059974645	-9.8701489	R0:S0:1	0.80697404	817c5bc	v2.2.6	test2.py	2023-12-17@11:20
2x2_2C_8b_C2v_L	-1.6887124	0	7.8166925	0.36882101	0.42148388	0.8874259	0.30083347	0.30072694	0.8874276	0.95913712	0.17176973	1.3374075	-0.0011078283	-0.34579809	0.066971756	0.27086545	-0.27084482	-0.066931278	1.2485869e-05	-0.2299384	1.371862	-0.33385397	0.0011340378	0.50042307	-0.14029809	-0.14026231	0.50043822	0.65251338	1.9556235e-05	-0.24314454	-0.029936155	0.82410988	-1.2530054	-0.12436256	0.046730458	0.34738869	0.085865353	0.21484228	0.65095031	0.65098514	0.21489476	0.059135114	0.10791719	0.80697093	0.0021275797	0.6096883	0.18383209	-2.1647784	2.1647533	-0.18395938	-4.191566e-05	1.1021963	-0.67038308	2.2439117	-0.0072005859	-1.4440994	1.3220076	1.3219856	-1.444317	-0.35035989	-2.8127623e-05	-0.059971752	-9.8701571	R0:S0:1	0.80697093	817c5bc	v2.2.6	test2.py	2023-12-17@11:21
2x2_2C_8b_C2v_L	-1.6887086	0	7.8166925	0.3688816	0.42149085	0.88740699	0.30079656	0.30076733	0.88747334	0.95908752	0.17176098	1.3374075	-0.0014330004	-0.34579646	0.066964154	0.27085284	-0.27085049	-0.066954796	1.4469175e-06	-0.22993081	1.371862	-0.33386442	0.001485795	0.50041381	-0.1403023	-0.1402764	0.50044172	0.65250606	1.1937383e-05	-0.24314454	-0.029937212	0.82410848	-1.2530033	-0.12436632	0.046730623	0.3473608	0.085853085	0.21485734	0.65096027	0.65096792	0.21486515	0.059136926	0.10791529	0.80697248	0.002705373	0.609635	0.18384362	-2.1647147	2.1647624	-0.18387118	-5.0832816e-06	1.102169	-0.67038688	2.2438831	-0.0094794231	-1.4441641	1.3220865	1.3219851	-1.4442065	-0.35036101	-1.9769888e-05	-0.059973526	-9.8701444	R0:S0:1	0.80697248	817c5bc	v2.2.6	test2.py	2023-12-17@11:21
model	E_kin	D	U	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	mu	sb1_1	sb2_1	sb3_1	sb4_1	sb5_1	sb6_1	sb7_1	sb8_1	t	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	tp	ave_D	ave_mu	ave_t	ave_tp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_sb1_1	ave_sb2_1	ave_sb3_1	ave_sb4_1	ave_sb5_1	ave_sb6_1	ave_sb7_1	ave_sb8_1	ave_t_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	ave_tb5_1	ave_tb6_1	ave_tb7_1	ave_tb8_1	ave_tp_1	E0_1	sector_1	n_1	githash	version	script	time	
2x2_2C_8b_C2v_L	-1.6887049	0	7.8166925	0.3688246	0.42139516	0.88753457	0.30079802	0.30080112	0.88752167	0.9590817	0.17175482	1.3374075	-0.0011913948	-0.3457666	0.066976658	0.27085897	-0.27084937	-0.066990474	1.2428168e-06	-0.22992852	1.371862	-0.33384906	0.0012210664	0.50045063	-0.14029243	-0.14032765	0.5004296	0.65250266	-7.3645234e-06	-0.24314454	-0.029937303	0.82410702	-1.2530011	-0.12436895	0.046730805	0.3473729	0.085861959	0.21483783	0.65096992	0.65098283	0.21483978	0.059136402	0.10791464	0.80697396	0.0022705612	0.60965964	0.1837661	-2.164783	2.1646799	-0.18372858	-9.1053136e-06	1.1021599	-0.67038751	2.2438715	-0.00777067	-1.4441107	1.3219965	1.3222351	-1.4441349	-0.35035818	1.0878885e-05	-0.059972696	-9.8701458	R0:S0:1	0.80697396	817c5bc	v2.2.6	test2.py	2023-12-17@11:25
2x2_2C_8b_C2v_L	-1.6887084	0	7.8166925	0.36885403	0.42140446	0.88749993	0.30081234	0.3008211	0.8874648	0.95909931	0.17175897	1.3374075	-0.00096288548	-0.34576804	0.066987661	0.2708541	-0.27086825	-0.066968243	-7.2261742e-06	-0.22993041	1.371862	-0.33385787	0.0010075357	0.50042154	-0.14033015	-0.14028828	0.50044088	0.6525084	-1.5215055e-07	-0.24314454	-0.02993788	0.82410825	-1.2530033	-0.12436687	0.0467309	0.34736121	0.085853887	0.21483761	0.65097091	0.65093714	0.21484882	0.059135839	0.1079144	0.80697323	0.0017965452	0.60963464	0.1837477	-2.1646855	2.1647681	-0.18384747	2.3179707e-05	1.1021655	-0.67038958	2.2438728	-0.0064491464	-1.4441224	1.3222352	1.321969	-1.4441368	-0.35035722	-2.4462393e-06	-0.059975387	-9.8701579	R0:S0:1	0.80697323	817c5bc	v2.2.6	test2.py	2023-12-17@11:25
