model	D	U	e	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	mu	sb1_1	sb2_1	sb3_1	sb4_1	sb5_1	sb6_1	sb7_1	sb8_1	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	tpd	tpp	tppp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_sb1_1	ave_sb2_1	ave_sb3_1	ave_sb4_1	ave_sb5_1	ave_sb6_1	ave_sb7_1	ave_sb8_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	ave_tb5_1	ave_tb6_1	ave_tb7_1	ave_tb8_1	var_U_1	var_eb1_1	var_eb2_1	var_eb3_1	var_eb4_1	var_eb5_1	var_eb6_1	var_eb7_1	var_eb8_1	var_mu_1	var_sb1_1	var_sb2_1	var_sb3_1	var_sb4_1	var_sb5_1	var_sb6_1	var_sb7_1	var_sb8_1	var_tb1_1	var_tb2_1	var_tb3_1	var_tb4_1	var_tb5_1	var_tb6_1	var_tb7_1	var_tb8_1	E0_1	sector_1	E0_2	sector_2	githash	version	distance	diff_param	diff_hybrid	time
2x2_2C_8b_C2v_L	0	14	3.4314	0.022981859	-2.9017273	-3.5734276	-0.17900341	-3.5710277	-0.17868169	0.21362864	-3.1436817	9.9	-0.0010033699	-3.9386099e-05	0.00051501206	-0.22370015	0.00035534334	-0.22335247	0.00037516656	-5.4041515e-05	-0.12552185	-1.0656028	1.6902536	-0.00012638785	-1.689676	0.00095849327	0.30237876	-2.2341338	2.0425	1	0.2353	0.14516672	0.13159874	1.9383514	1.7451861	1.7498699	1.7446458	1.7522657	0.014847296	1.479272	1.1122242	0.0064930641	-0.00030652407	-0.0086750794	1.1105886	-0.0078508767	1.1030728	-0.0016289278	-5.6975058e-05	1.2071619	0.6975188	-1.7691671	0.019254091	1.7717752	-0.021653238	-0.31787204	2.7153184	0.030986538	0.11815213	0.060413455	0.2281176	0.2396332	0.22856392	0.23783847	0.015087036	0.38079794	0.040391909	3.3925993	5.645436	5.4983342	4.6969208	5.5009439	4.695238	4.3354425	6.4576052	5.1044774	2.5931446	3.4697369	4.9436769	3.4731596	4.9359745	3.7462753	2.9143797	-72.812501	R0:S0:1	-51.7488	uncorrelated	b7fd39a	v1.0.3	 1.72e+02	 3.21e-02	 4.85e-02	2022-08-01@14:23
2x2_2C_8b_C2v_L	0	14	3.4314	0.011276373	-2.8013236	-3.544565	-0.16279386	-3.5439852	-0.16269318	0.20098238	-3.1467865	9.9	-2.5982859e-05	-1.4471338e-05	0.004649383	-0.21760903	0.0046398622	-0.21757012	2.2851758e-05	-1.5654976e-05	-0.12709322	-1.0506883	1.6882432	0.014660341	-1.6881149	-0.01463369	0.29452751	-2.2403945	2.0425	1	0.2353	0.14471161	0.32235601	1.9235295	1.7407667	1.5350431	1.7407525	1.5348798	0.022907774	1.445053	1.1082874	0.00022063892	5.1488263e-05	0.14022193	1.3180236	0.1401913	1.3182408	-9.6406817e-05	1.7446507e-05	1.3561136	0.78499527	-1.7723225	-0.48657259	1.7722951	0.48639831	-0.33387259	2.7892716	0.030889973	0.29013423	0.073679438	0.22942343	0.39607262	0.22943236	0.3961777	0.023488292	0.39257896	0.04135943	4.2956671	5.4638587	5.3580345	4.8846102	5.3580597	4.8845882	4.3298242	6.6048913	5.1738875	2.639977	3.2949419	5.3112888	3.2947829	5.3116276	3.7454447	2.81581	-72.465927	R0:S0:1	-51.7488	uncorrelated	b7fd39a	v1.0.3	 1.85e+02	 1.83e-03	 5.12e-03	2022-08-01@14:28
2x2_2C_8b_C2v_L	0	14	3.4314	-0.0068138361	-2.7913796	-3.5037234	-0.1540502	-3.5065834	-0.15424751	0.19802768	-3.1439935	9.9	-0.0032407075	0.000119557	-0.0007256374	-0.2114531	-0.00040766397	-0.21147038	-0.00049105985	0.00012031331	-0.13423583	-1.0457035	1.6844552	-0.002603379	-1.6851125	0.0014690943	0.28793557	-2.2451588	2.0425	1	0.2353	0.14259875	0.85282833	1.8923091	1.7492783	1.1118903	1.749596	1.1119364	0.048802903	1.3954713	1.101755	0.037795752	-0.0005677411	-0.072271478	1.7420085	-0.070998254	1.7436659	0.0018085598	-0.00053256749	1.5415269	0.98776873	-1.7157867	0.23155484	1.7147089	-0.21953469	-0.40043525	2.8858209	0.030466848	0.47270537	0.10070419	0.21862151	0.43705494	0.21837689	0.43707539	0.050085952	0.40496096	0.042279603	6.3027893	5.0631392	5.080044	4.9486972	5.0793584	4.9461266	4.3114043	6.8382084	5.2850503	2.7667602	2.9342809	6.5601332	2.9338051	6.5645279	3.7722044	2.6813138	-72.268475	R0:S0:1	-51.7488	uncorrelated	b7fd39a	v1.0.3	 2.11e+02	 5.05e-02	 6.21e-02	2022-08-01@14:31
2x2_2C_8b_C2v_L	0	14	3.4314	0.012804489	-2.8089301	-3.5443345	-0.16362041	-3.5448265	-0.16349688	0.20095947	-3.1453487	9.9	0.00020607309	1.5819652e-05	0.0040239625	-0.21819438	0.0040373046	-0.21812648	-1.6945136e-05	9.3136172e-07	-0.1267589	-1.0519478	1.6876335	0.012334415	-1.6877199	-0.01239226	0.29512221	-2.2391525	2.0425	1	0.2353	0.14480372	0.28736243	1.9261401	1.7406727	1.5734439	1.7406241	1.5735987	0.021454764	1.4503345	1.1089121	-0.0017812822	-1.168786e-05	0.13067399	1.281006	0.13061575	1.2801341	8.6010196e-05	1.1737708e-05	1.3303223	0.76904148	-1.7744532	-0.44668028	1.7747957	0.44710219	-0.33037854	2.7779217	0.030909251	0.26365208	0.071376259	0.2298663	0.37500199	0.22990477	0.37497133	0.021986147	0.39088814	0.041215806	4.130751	5.4975174	5.3852587	4.8563668	5.385394	4.8566056	4.3309921	6.5810969	5.1632438	2.6318069	3.3263088	5.2399341	3.3267092	5.2391973	3.7453121	2.8308575	-72.47662	R0:S0:1	-51.7488	uncorrelated	b7fd39a	v1.0.3	 1.83e+02	 2.66e-03	 4.42e-03	2022-08-01@14:36
2x2_2C_8b_C2v_L	0	14	3.4314	0.026828954	-2.9885424	-3.5928162	-0.19212225	-3.591117	-0.19134264	0.22812286	-3.1423248	9.9	-0.0019508412	-5.7742766e-05	0.00059756746	-0.22731488	0.00027334747	-0.22697244	0.0011786667	-0.00026399818	-0.12524301	-1.077228	1.6922002	0.0034916373	-1.6916057	-0.0014576312	0.30892713	-2.2313346	2.0425	1	0.2353	0.14502519	0.12843833	1.9395921	1.7501089	1.7590209	1.7501577	1.7586715	0.01511295	1.4862524	1.1128617	0.011823457	-0.00074374117	0.015031994	1.0981498	0.016884051	1.099102	-0.0049532641	-7.1517086e-05	1.1951924	0.69525695	-1.7543987	-0.053440758	1.753907	0.047958295	-0.32385238	2.6982278	0.030962594	0.1159031	0.059256378	0.22445832	0.2313367	0.22441341	0.23163962	0.015359542	0.37822137	0.040142798	3.3771884	5.6439264	5.4886238	4.6880514	5.4883616	4.6885474	4.3331391	6.4328585	5.1074716	2.5990861	3.4799497	4.9061791	3.4793028	4.9070417	3.7506665	2.939128	-73.109567	R0:S0:1	-51.7488	uncorrelated	b7fd39a	v1.0.3	 1.70e+02	 4.85e-02	 7.55e-02	2022-08-01@14:37
2x2_2C_8b_C2v_L	0	14	3.4314	0.010324299	-2.7991663	-3.5387858	-0.16147344	-3.5402636	-0.16174271	0.19957219	-3.1453935	9.9	-0.00022040458	-8.5589946e-06	0.0040042657	-0.21719436	0.0039551888	-0.21732891	2.9629189e-05	-2.3631681e-06	-0.12709355	-1.0502718	1.6872217	0.012353709	-1.6875988	-0.012225449	0.29398173	-2.2401109	2.0425	1	0.2353	0.14468941	0.32604202	1.9233643	1.740346	1.5351031	1.7404636	1.5350749	0.023201841	1.4447786	1.1082586	0.0020483389	-4.8394552e-05	0.1383676	1.3177451	0.1385128	1.318633	-0.00016375001	-2.6220784e-05	1.3543208	0.78585618	-1.7732563	-0.47269158	1.7728786	0.47199385	-0.33418987	2.78963	0.030885781	0.29452389	0.073839218	0.22974803	0.39662148	0.22965792	0.39657081	0.023811619	0.39263092	0.041357265	4.3012579	5.4631693	5.3606017	4.8818004	5.3601553	4.8812756	4.329708	6.6058412	5.1745167	2.6415547	3.2950821	5.31702	3.2948572	5.3179688	3.7460771	2.8151132	-72.433118	R0:S0:1	-51.7488	uncorrelated	b7fd39a	v1.0.3	 1.85e+02	 2.32e-03	 5.03e-03	2022-08-01@14:44
2x2_2C_8b_C2v_L	0	14	3.4314	-0.0082978322	-2.8018598	-3.5082122	-0.15898541	-3.5029557	-0.15745167	0.20585981	-3.1494758	9.9	-0.0084252637	0.00041620035	0.0017805946	-0.21059092	0.0025708932	-0.2097224	-0.0014641255	0.00046702725	-0.13457653	-1.0469695	1.6867888	0.0058135644	-1.6853598	-0.008810502	0.28736372	-2.2488457	2.0425	1	0.2353	0.14425099	0.51572851	1.912524	1.739843	1.4244569	1.7382184	1.4260493	0.029983007	1.4239244	1.1059049	0.099108587	-0.00013623113	0.15164677	1.4378619	0.15129436	1.4232659	0.006287962	-0.00067728379	1.4450852	0.85313505	-1.7627444	-0.46981248	1.7696927	0.4913501	-0.34593633	2.8339614	0.030792747	0.43253889	0.08346404	0.22901765	0.43855202	0.23027091	0.43818309	0.030943257	0.3984192	0.041847654	4.9775012	5.3367157	5.289113	4.9390885	5.2940599	4.9516993	4.3264248	6.6979726	5.1451195	2.6911808	3.1879174	5.6107568	3.1930693	5.5916181	3.7509318	2.7518618	-72.325483	R0:S0:1	-51.7488	uncorrelated	b7fd39a	v1.0.3	 1.90e+02	 1.70e-02	 8.01e-02	2022-08-01@14:45
2x2_2C_8b_C2v_L	0	14	3.4314	0.012641428	-2.8068147	-3.5446772	-0.16355491	-3.5418161	-0.16328345	0.20036469	-3.1442887	9.9	-0.00022380294	5.2997769e-06	0.00336267	-0.21823169	0.0033258693	-0.21812869	-9.907029e-06	1.3110043e-05	-0.12657018	-1.0516693	1.6878258	0.0098838858	-1.6871616	-0.0098459707	0.29493259	-2.2388065	2.0425	1	0.2353	0.14489252	0.2638312	1.9278048	1.7400691	1.6020657	1.7400348	1.6016196	0.020415512	1.4534648	1.1093162	0.0018705611	1.5588998e-06	0.12099732	1.2525829	0.12098116	1.2535466	0.00010867302	3.5750114e-05	1.3126646	0.75807927	-1.7780181	-0.40761167	1.7777162	0.40717465	-0.32724152	2.77143	0.030926885	0.24520554	0.069909847	0.23060066	0.35751473	0.23062218	0.3577819	0.020916027	0.38984921	0.0411352	4.0148428	5.5219417	5.4075293	4.8336447	5.4076946	4.8337482	4.3320909	6.5664675	5.1530916	2.6253889	3.3495173	5.1922634	3.3488383	5.1931418	3.7448839	2.839018	-72.461927	R0:S0:1	-51.7488	uncorrelated	b7fd39a	v1.0.3	 1.81e+02	 4.76e-03	 5.64e-03	2022-08-01@14:51
2x2_2C_8b_C2v_L	0	14	3.4314	0.017440912	-2.8424553	-3.5446823	-0.16702166	-3.5453582	-0.16676892	0.19991299	-3.1329664	9.9	-0.0046905484	-0.00028654408	0.00070780964	-0.220482	-0.00030332313	-0.22025441	0.0018469424	-0.00037942593	-0.12463227	-1.0574039	1.6855486	0.00018919182	-1.6857265	0.0037380628	0.29736101	-2.2321722	2.0425	1	0.2353	0.14517426	0.14110301	1.9369397	1.7399485	1.7339004	1.7392694	1.7370392	0.015023812	1.4714162	1.1114352	0.03333911	-0.0010321477	-0.033864824	1.1270276	-0.029748439	1.1167021	-0.008902295	-0.00052738315	1.217321	0.70239919	-1.7845214	0.0888039	1.7883267	-0.10085548	-0.31467023	2.7320736	0.030987723	0.12837968	0.061721268	0.23191603	0.25440886	0.23246679	0.25192588	0.01528751	0.38365113	0.040628788	3.4340602	5.6396785	5.5028888	4.7120761	5.5059132	4.7108382	4.3351401	6.4861329	5.1060023	2.592084	3.4547321	4.9876174	3.459337	4.9783459	3.7449883	2.8899991	-72.510342	R0:S0:1	-51.7488	uncorrelated	b7fd39a	v1.0.3	 1.73e+02	 1.90e-02	 5.93e-02	2022-08-01@14:52
2x2_2C_8b_C2v_L	0	14	3.4314	0.0080735021	-2.7909026	-3.5328008	-0.15941822	-3.5341279	-0.15959704	0.19762299	-3.1435517	9.9	0.0026124877	0.00014096105	0.0034443094	-0.21650718	0.0034945976	-0.21656921	-0.00011509963	1.7736598e-05	-0.127439	-1.0487904	1.6865022	0.010454777	-1.6868185	-0.010694615	0.29296621	-2.2400565	2.0425	1	0.2353	0.14452675	0.36788493	1.9205536	1.7404764	1.497527	1.7405037	1.4972042	0.02526244	1.4397384	1.1076351	-0.025383021	-4.749062e-05	0.14289115	1.3549366	0.14273458	1.3557953	0.00032674836	-0.000118713	1.3743454	0.80320454	-1.7703197	-0.48027704	1.7702107	0.48142599	-0.33903648	2.7996909	0.030853541	0.32643109	0.076331603	0.22929604	0.41539637	0.22926622	0.41532139	0.025971531	0.39413263	0.041466918	4.4735723	5.4283716	5.3363192	4.9005451	5.3359276	4.9009822	4.3280676	6.6286193	5.1866881	2.6529366	3.2646358	5.4017186	3.264075	5.4030804	3.7479728	2.8015924	-72.380686	R0:S0:1	-51.7488	uncorrelated	b7fd39a	v1.0.3	 1.87e+02	 7.56e-03	 9.04e-03	2022-08-01@14:58
