model	E_kin	U	e	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	mu	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	tpd	tpp	tppp	ave_e	ave_mu	ave_tpd	ave_tpp	ave_tppp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	ave_tb5_1	ave_tb6_1	ave_tb7_1	ave_tb8_1	var_U_1	var_eb1_1	var_eb2_1	var_eb3_1	var_eb4_1	var_eb5_1	var_eb6_1	var_eb7_1	var_eb8_1	var_mu_1	var_tb1_1	var_tb2_1	var_tb3_1	var_tb4_1	var_tb5_1	var_tb6_1	var_tb7_1	var_tb8_1	E0_1	sector_1	E0_2	sector_2	githash	version	time
2x2_2C_8b_C2v_L	20.358844	12	7	-4.4709394e-05	-1.9014072	-2.1929705	0.21446942	-2.192972	0.21446792	0.26889254	-1.4547125	11.6	0.12301623	-0.77640858	1.2250942	-0.23862649	-1.2250945	0.23862574	0.39667831	-1.5908299	1.5	1	1e-09	1.185053	1.6162007	-0.75746246	-0.37289583	0.14946943	0.32616574	0.11317747	1.9346215	1.5938582	0.19119667	1.5938572	0.19119557	0.022461016	1.1077857	1.3129617	-1.2394427	0.5522568	-2.097898	1.1229288	2.0979023	-1.1229237	-0.55691793	3.3318189	0.053999674	0.10360576	0.064647849	0.35693369	0.1881492	0.3569343	0.18814832	0.022249001	0.48872203	0.058575937	5.9010745	1.6454922	3.205633	5.0141291	3.2056338	5.0141285	4.386387	1.639581	-69.236694	R0:N12:S0:1	-36.8	uncorrelated	b7fd39a	v1.0.3	2022-07-05@10:25
2x2_2C_8b_C2v_L	18.620522	12	6.4455222	-0.009695043	-2.0437613	-2.3613825	0.21325746	-2.3613849	0.21325788	0.26637657	-1.6740041	11.311111	0.12521712	-0.81395714	1.2867775	-0.22742912	-1.2867781	0.22742922	0.3639019	-1.6834137	1.5710444	1	0.028633334	1.1964636	1.616947	-0.74145975	-0.34408899	0.13841561	0.29916064	0.11771145	1.9341024	1.625675	0.18112706	1.6256749	0.18112689	0.01698534	1.1789873	1.2846524	-1.2535333	0.58160603	-2.0423324	1.0787008	2.0423331	-1.0787003	-0.46988084	3.2762146	0.051649788	0.10726236	0.064990987	0.33178661	0.17821953	0.3317866	0.17821939	0.016898289	0.48009534	0.056480399	5.7756541	1.7667088	3.2440908	4.9716684	3.2440911	4.9716678	4.270955	1.7590967	-69.35049	R0:N12:S0:1	-38.924711	uncorrelated	b7fd39a	v1.0.3	2022-07-05@10:27
2x2_2C_8b_C2v_L	16.795293	12	5.8910444	-0.017000963	-2.1883551	-2.5325572	0.19941043	-2.5325376	0.19940817	0.24856343	-1.9018188	11.022222	0.12807489	-0.85190315	1.3460326	-0.21837626	-1.3460286	0.21837588	0.33843066	-1.7711735	1.6420889	1	0.057266667	1.2058789	1.6177421	-0.72622488	-0.32033353	0.12929896	0.27532752	0.12152977	1.9338692	1.6500107	0.17776042	1.6500092	0.17775998	0.013758957	1.2383352	1.2592417	-1.2649307	0.60637081	-1.9975876	1.0536402	1.9975899	-1.0536377	-0.40871696	3.2143269	0.049266348	0.11033359	0.065105961	0.31170587	0.17476458	0.31170705	0.17476426	0.013736798	0.46883422	0.054455513	5.6660839	1.876861	3.2720291	4.9280508	3.2720286	4.9280525	4.1662497	1.8951625	-69.522973	R0:N12:S0:1	-41.049422	uncorrelated	b7fd39a	v1.0.3	2022-07-05@10:30
2x2_2C_8b_C2v_L	14.893951	12	5.3365667	-0.022320698	-2.3177143	-2.7092983	0.18545606	-2.7092905	0.18545608	0.23016553	-2.1332199	10.733333	0.13060301	-0.8877226	1.4050856	-0.21193519	-1.4050839	0.21193456	0.31863069	-1.8559831	1.7131333	1	0.085900001	1.213587	1.6177812	-0.71306231	-0.30062071	0.12169674	0.25457352	0.12513736	1.9336226	1.6694139	0.1781057	1.6694118	0.17810218	0.011868498	1.2877981	1.236635	-1.2752288	0.62695725	-1.9603768	1.0423141	1.9603849	-1.0423012	-0.36521225	3.1530805	0.046944141	0.11323511	0.065247495	0.29532288	0.17489083	0.29532456	0.17488781	0.0118862	0.45652982	0.052587503	5.57099	1.9730744	3.2958199	4.8866654	3.295825	4.8866627	4.0727785	2.030052	-69.724286	R0:N12:S0:1	-43.174133	uncorrelated	b7fd39a	v1.0.3	2022-07-05@10:33
2x2_2C_8b_C2v_L	12.92604	12	4.7820889	-0.024882513	-2.437089	-2.8851361	0.17306263	-2.885144	0.17306709	0.21480827	-2.3672892	10.444444	0.132373	-0.92212707	1.4624417	-0.20761959	-1.4624441	0.20762058	0.30391809	-1.9385237	1.7841778	1	0.11453333	1.2197966	1.6170075	-0.70240536	-0.284501	0.11543545	0.23648541	0.12818473	1.9334785	1.6842606	0.18236547	1.684259	0.18236152	0.010868541	1.3287942	1.2163569	-1.2835734	0.64348883	-1.9318045	1.0436654	1.9318131	-1.0436524	-0.3349997	3.0961658	0.044732677	0.11568017	0.065308816	0.28242572	0.17878982	0.28242691	0.17878648	0.010915059	0.44423489	0.050941271	5.4906241	2.0561562	3.3150685	4.8490089	3.3150756	4.8490027	3.9891162	2.1551928	-69.930252	R0:N12:S0:1	-45.298844	uncorrelated	b7fd39a	v1.0.3	2022-07-05@10:35
2x2_2C_8b_C2v_L	10.90187	12	4.2276111	-0.025242151	-2.5350077	-3.0608802	0.16577299	-3.06088	0.1657755	0.20600857	-2.6003827	10.155556	0.13390574	-0.95297209	1.519029	-0.20481181	-1.5190294	0.20481229	0.29247089	-2.0189001	1.8552222	1	0.14316667	1.2247344	1.6155238	-0.69426963	-0.27151505	0.11032669	0.22070774	0.13262447	1.9330125	1.6954594	0.18960072	1.6954583	0.18959778	0.01039398	1.3619507	1.1979755	-1.298559	0.65797614	-1.9110419	1.0545949	1.9110474	-1.0545853	-0.31349438	3.0471163	0.042659171	0.11923565	0.065664358	0.2724377	0.18555357	0.27243865	0.18555109	0.010463862	0.43274951	0.049562306	5.4141429	2.1271355	3.3315393	4.8160228	3.3315442	4.8160192	3.9134685	2.2637695	-70.112068	R0:N12:S0:1	-47.423556	uncorrelated	b7fd39a	v1.0.3	2022-07-05@10:38
2x2_2C_8b_C2v_L	8.8245826	12	3.6731333	-0.021876289	-2.6153677	-3.23841	0.16063917	-3.2384118	0.16064093	0.20021404	-2.836586	9.8666667	0.133822	-0.98125573	1.5742847	-0.20483065	-1.5742857	0.20483052	0.28595615	-2.0976902	1.9262667	1	0.1718	1.2284569	1.6130444	-0.68922224	-0.26139918	0.10632425	0.20670122	0.13517859	1.932696	1.7029417	0.20187124	1.7029393	0.20186478	0.010508703	1.3887798	1.180805	-1.3050101	0.66860535	-1.9005601	1.0782917	1.9005725	-1.0782693	-0.3011535	3.0059705	0.040705931	0.12127715	0.065912188	0.26528923	0.19711575	0.26529116	0.19711049	0.01060402	0.42239178	0.048467834	5.3580568	2.1869002	3.3428116	4.7860165	3.3428221	4.7860094	3.8440065	2.356001	-70.288741	R0:N12:S0:1	-49.548267	uncorrelated	b7fd39a	v1.0.3	2022-07-05@10:41
2x2_2C_8b_C2v_L	6.699714	12	3.1186556	-0.016697989	-2.6855438	-3.4118865	0.15823144	-3.411887	0.15823076	0.1977607	-3.0723419	9.5777778	0.13355821	-1.0075739	1.6274076	-0.20645672	-1.6274063	0.20645551	0.28241888	-2.1745348	1.9973111	1	0.20043333	1.2310702	1.6096077	-0.68732315	-0.25396453	0.10336003	0.19417714	0.13903456	1.9320866	1.7066642	0.21908623	1.7066637	0.2190831	0.010972438	1.4089373	1.164368	-1.3178845	0.67823437	-1.9011417	1.1118058	1.9011441	-1.1117961	-0.2943636	2.975995	0.038871164	0.1243425	0.06643419	0.26106401	0.21337873	0.26106441	0.21337607	0.011095063	0.41371535	0.047707111	5.3044607	2.237823	3.3494283	4.7603808	3.349433	4.7603798	3.7788263	2.4267838	-70.442743	R0:N12:S0:1	-51.672978	uncorrelated	b7fd39a	v1.0.3	2022-07-05@10:43
2x2_2C_8b_C2v_L	4.5364027	12	2.5641778	-0.010973455	-2.7455178	-3.5861735	0.15915362	-3.5861777	0.15915302	0.19791403	-3.3052767	9.2888889	0.13358814	-1.0315906	1.6797189	-0.20965998	-1.6797204	0.20966001	0.28091364	-2.2489578	2.0683556	1	0.22906667	1.2327723	1.6056243	-0.68811522	-0.24885573	0.10132252	0.18284179	0.14542546	1.9309768	1.7071317	0.24105927	1.7071314	0.24105901	0.011662076	1.4228122	1.1481855	-1.3420374	0.68809908	-1.9126167	1.1529063	1.9126188	-1.1529043	-0.29103174	2.958665	0.037138583	0.12937	0.067411401	0.25937632	0.23415488	0.2593765	0.23415481	0.011813573	0.40695652	0.047302586	5.2477253	2.2808923	3.3522707	4.7383013	3.3522715	4.7383003	3.7158593	2.4741688	-70.589632	R0:N12:S0:1	-53.797689	uncorrelated	b7fd39a	v1.0.3	2022-07-05@10:46
2x2_2C_8b_C2v_L	2.3393801	12	2.0097	-0.0053120426	-2.7991965	-3.7556014	0.16236352	-3.7556004	0.1623606	0.20076531	-3.5374748	9	0.13401749	-1.053872	1.729957	-0.21369745	-1.7299565	0.21369627	0.28119143	-2.321917	2.1394	1	0.2577	1.2336746	1.601022	-0.69158357	-0.24574429	0.10009957	0.17246789	0.15507356	1.9292314	1.7042643	0.26812361	1.7042638	0.26812281	0.012520453	1.4310742	1.1318315	-1.3794824	0.69920703	-1.935944	1.1991349	1.9359465	-1.1991303	-0.2898506	2.9548412	0.035493367	0.13683789	0.068962951	0.26023298	0.25978045	0.26023331	0.25977999	0.012701688	0.40210527	0.047273805	5.185464	2.3170771	3.3508377	4.7192888	3.3508386	4.7192892	3.6523931	2.4970832	-70.71733	R0:N12:S0:1	-55.9224	uncorrelated	b7fd39a	v1.0.3	2022-07-05@10:49
