GS_consistency	U	e	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	githash	model	mu	script	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	time	tpd	tpp	tppp	version	
NY	11.5	4.0781	-0.23803891	-3.2711856	-3.3878644	0.034667546	-3.3877794	0.034659355	0.037227167	-3.1612264	a248bdd	2x2_2C_8b_C2v_L	11.1	validity_data_2022.py	-0.21386165	1.1179973	-1.6725589	-0.16332969	1.6725377	-0.16332958	-0.20444673	-2.2363161	2024-08-14@08:21	2.1719	1	0.1609	v2.7.1	
NY	11.5	4.0781	-0.24000578	-3.2784219	-3.392028	0.034676978	-3.3933599	0.034702787	0.037137411	-3.1688182	a248bdd	2x2_2C_8b_C2v_L	11.11	validity_data_2022.py	-0.21406526	1.1185374	-1.6724315	-0.16285618	1.6727341	-0.16288206	-0.2040142	-2.2366492	2024-08-14@08:22	2.1719	1	0.1609	v2.7.1	
NY	11.5	4.0781	-0.24667188	-3.2972086	-3.4011721	0.033500473	-3.4002829	0.033516232	0.037089578	-3.1750584	a248bdd	2x2_2C_8b_C2v_L	11.12	validity_data_2022.py	-0.21493169	1.1206482	-1.6737556	-0.16190147	1.6735595	-0.16189393	-0.20300785	-2.2373347	2024-08-14@08:23	2.1719	1	0.1609	v2.7.1	
NY	11.5	4.0781	-0.25123358	-3.3016573	-3.4050448	0.031790883	-3.4045832	0.031814928	0.037127324	-3.1784645	a248bdd	2x2_2C_8b_C2v_L	11.13	validity_data_2022.py	-0.21446373	1.1207283	-1.673569	-0.16151994	1.6734838	-0.16154084	-0.20270496	-2.2369666	2024-08-14@08:24	2.1719	1	0.1609	v2.7.1	
NY	11.5	4.0781	-0.25549361	-3.3205077	-3.4137486	0.031951018	-3.4135227	0.031986714	0.036901052	-3.1888361	a248bdd	2x2_2C_8b_C2v_L	11.14	validity_data_2022.py	-0.21573188	1.1227255	-1.6746161	-0.16058463	1.6745272	-0.16058117	-0.20174485	-2.2381983	2024-08-14@08:24	2.1719	1	0.1609	v2.7.1	
NY	11.5	4.0781	-0.25967354	-3.3223699	-3.417343	0.030164387	-3.4176768	0.030191265	0.036889624	-3.1911812	a248bdd	2x2_2C_8b_C2v_L	11.15	validity_data_2022.py	-0.21483223	1.1227251	-1.6744864	-0.16032733	1.6745783	-0.16034074	-0.20171693	-2.2376711	2024-08-14@08:25	2.1719	1	0.1609	v2.7.1	
NY	11.5	4.0781	-0.26390511	-3.3369452	-3.425684	0.030067835	-3.4259395	0.030059391	0.036563371	-3.2003728	a248bdd	2x2_2C_8b_C2v_L	11.16	validity_data_2022.py	-0.21551324	1.1243586	-1.6754469	-0.15949569	1.6755051	-0.15948925	-0.20076799	-2.2386443	2024-08-14@08:25	2.1719	1	0.1609	v2.7.1	
NY	11.5	4.0781	-0.26821884	-3.3471116	-3.4308802	0.028543308	-3.4308272	0.028522499	0.036237929	-3.206061	a248bdd	2x2_2C_8b_C2v_L	11.17	validity_data_2022.py	-0.21539765	1.1252036	-1.6755464	-0.15910612	1.6755644	-0.15912322	-0.20067146	-2.23883	2024-08-14@08:26	2.1719	1	0.1609	v2.7.1	
NY	11.5	4.0781	-0.27017546	-3.3571391	-3.4398716	0.028273421	-3.4402297	0.028309648	0.035854055	-3.2148545	a248bdd	2x2_2C_8b_C2v_L	11.18	validity_data_2022.py	-0.21523602	1.1263955	-1.676466	-0.15827394	1.6765533	-0.15829128	-0.19969349	-2.2394713	2024-08-14@08:26	2.1719	1	0.1609	v2.7.1	
NY	11.5	4.0781	-0.27443896	-3.3650603	-3.4462758	0.027177904	-3.4459102	0.027193531	0.035362019	-3.2215356	a248bdd	2x2_2C_8b_C2v_L	11.19	validity_data_2022.py	-0.21524565	1.1271418	-1.6770362	-0.15775123	1.6769505	-0.15773411	-0.19927349	-2.2400247	2024-08-14@08:27	2.1719	1	0.1609	v2.7.1	
NY	11.5	4.0781	-0.27797982	-3.3746286	-3.4537681	0.026514537	-3.4545383	0.026527632	0.034831559	-3.229386	a248bdd	2x2_2C_8b_C2v_L	11.2	validity_data_2022.py	-0.21531287	1.1279124	-1.6775537	-0.1571385	1.6777543	-0.15716875	-0.19862031	-2.240406	2024-08-14@08:27	2.1719	1	0.1609	v2.7.1	
