GS_consistency	U	e	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	githash	model	mu	script	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	time	tpd	tpp	tppp	version	Unnamed: 28
YY	11.5	4.0781	0.19489195	-3.2017606	-4.0506371	0.47349686	-4.0496576	0.47220926	0.64808176	-3.8569751	a248bdd	2x2_2C_8b_C2v_L	11.75	validity_data_2022.py	-0.042022658	1.1275936	-1.7450892	-0.12058178	1.7448317	-0.12033884	-0.1985812	-2.3242475	2024-08-14@08:45	2.1719	1	0.1609	v2.7.1	
YY	11.5	4.0781	0.20460438	-3.2190704	-4.0664785	0.47960131	-4.0655424	0.47899936	0.65395553	-3.8707602	a248bdd	2x2_2C_8b_C2v_L	11.76	validity_data_2022.py	-0.043918645	1.1291379	-1.7467526	-0.12269491	1.7465555	-0.12256326	-0.20121777	-2.3258624	2024-08-14@08:45	2.1719	1	0.1609	v2.7.1	
YY	11.5	4.0781	0.2160192	-3.240353	-4.0857174	0.48865982	-4.085165	0.48703265	0.65988196	-3.8870023	a248bdd	2x2_2C_8b_C2v_L	11.77	validity_data_2022.py	-0.046419619	1.131186	-1.7491016	-0.12593665	1.7489571	-0.12565811	-0.20491597	-2.3281611	2024-08-14@08:45	2.1719	1	0.1609	v2.7.1	
YY	11.5	4.0781	0.22849738	-3.263305	-4.1088465	0.49788241	-4.1075398	0.49586177	0.66511836	-3.9041491	a248bdd	2x2_2C_8b_C2v_L	11.78	validity_data_2022.py	-0.04933671	1.1334512	-1.7522618	-0.12968036	1.7519321	-0.12939938	-0.2089302	-2.3306836	2024-08-14@08:46	2.1719	1	0.1609	v2.7.1	
YY	11.5	4.0781	0.2385347	-3.2836139	-4.1300602	0.50465626	-4.1282734	0.50348259	0.67236451	-3.9216599	a248bdd	2x2_2C_8b_C2v_L	11.79	validity_data_2022.py	-0.051796708	1.135312	-1.7550079	-0.13287998	1.7545602	-0.13271032	-0.21310384	-2.3333664	2024-08-14@08:46	2.1719	1	0.1609	v2.7.1	
YY	11.5	4.0781	0.24602227	-3.3025758	-4.1482509	0.51209419	-4.1484919	0.51359053	0.67810491	-3.9382482	a248bdd	2x2_2C_8b_C2v_L	11.8	validity_data_2022.py	-0.053857193	1.1369916	-1.7571316	-0.13570787	1.7571759	-0.1358844	-0.21655905	-2.3358038	2024-08-14@08:47	2.1719	1	0.1609	v2.7.1	
YY	11.5	4.0781	0.25608001	-3.32232	-4.1647559	0.51742949	-4.1664243	0.51866318	0.68078339	-3.9521754	a248bdd	2x2_2C_8b_C2v_L	11.81	validity_data_2022.py	-0.05612264	1.1388679	-1.7588726	-0.13814897	1.7592966	-0.13836738	-0.21921389	-2.3373769	2024-08-14@08:47	2.1719	1	0.1609	v2.7.1	
YY	11.5	4.0781	0.26616088	-3.3435564	-4.1837066	0.52266372	-4.1851618	0.52441705	0.684771	-3.9675656	a248bdd	2x2_2C_8b_C2v_L	11.82	validity_data_2022.py	-0.058594783	1.1409388	-1.7611473	-0.14092811	1.7615062	-0.14113462	-0.22247252	-2.3394016	2024-08-14@08:47	2.1719	1	0.1609	v2.7.1	
YY	11.5	4.0781	0.27511872	-3.366496	-4.2078782	0.53229945	-4.2069953	0.53127559	0.68703755	-3.9841597	a248bdd	2x2_2C_8b_C2v_L	11.83	validity_data_2022.py	-0.061236799	1.1432416	-1.7645892	-0.1447015	1.7643701	-0.1445648	-0.22588566	-2.3417363	2024-08-14@08:48	2.1719	1	0.1609	v2.7.1	
YY	11.5	4.0781	0.28360067	-3.385943	-4.2281047	0.53804703	-4.2277611	0.53787005	0.69267887	-4.0015313	a248bdd	2x2_2C_8b_C2v_L	11.84	validity_data_2022.py	-0.063481315	1.144944	-1.7671212	-0.14773028	1.7669873	-0.14768768	-0.22975379	-2.3443556	2024-08-14@08:48	2.1719	1	0.1609	v2.7.1	
YY	11.5	4.0781	0.29291809	-3.4086049	-4.2456937	0.54199548	-4.2470054	0.54215352	0.69583818	-4.0172125	a248bdd	2x2_2C_8b_C2v_L	11.85	validity_data_2022.py	-0.065926671	1.1472755	-1.7690749	-0.15009639	1.7693064	-0.15023948	-0.23270736	-2.3464583	2024-08-14@08:49	2.1719	1	0.1609	v2.7.1	
