model	E_kin	D	U	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	mu	sb1_1	sb2_1	sb3_1	sb4_1	sb5_1	sb6_1	sb7_1	sb8_1	t	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	tp	ave_D	ave_mu	ave_t	ave_tp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_sb1_1	ave_sb2_1	ave_sb3_1	ave_sb4_1	ave_sb5_1	ave_sb6_1	ave_sb7_1	ave_sb8_1	ave_t_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	ave_tb5_1	ave_tb6_1	ave_tb7_1	ave_tb8_1	ave_tp_1	E0_1	sector_1	n_1	githash	version	GS_consistency	iterations	dist_function	convergence	script	time	
2x2_2C_8b_C2v_L	-1.0581529	0	4.7450858	0.337269	0.25125808	0.76236256	0.18028096	0.18026246	0.76235971	0.80736051	0.052613653	0.66900013	0.00019795044	-0.19767057	0.037126289	0.16064102	-0.16063719	-0.037123449	1.7125421e-06	-0.13034548	0.86277982	-0.23570264	-0.00020818205	0.38052778	-0.086329686	-0.086322368	0.38052883	0.48397169	-3.1704704e-07	-0.21156717	-0.031658904	0.81362903	-1.2471965	-0.084620864	0.046758076	0.34792144	0.058262528	0.22326746	0.63883738	0.63885651	0.2232737	0.056869107	0.095253878	0.79786014	-0.00043380693	0.54288697	0.22129332	-2.1179279	2.1179548	-0.2212868	-9.9421665e-06	1.0344307	-0.66460776	2.3900267	0.0024518128	-1.5077677	1.3479094	1.3478731	-1.5077909	-0.34454143	-1.463069e-07	-0.048710966	-5.7628126	R0:S0:1	0.79786014	817c5bc	v2.2.6	Y	3	sharp_wc_2.0_b_50	self-energy/D	boucle_1bande.py	2023-11-30@08:42
2x2_2C_8b_C2v_L	-1.0581529	0	4.7450858	0.337269	0.25125808	0.76236256	0.18028096	0.18026246	0.76235971	0.80736051	0.052613653	0.66900013	0.00019795044	-0.19767057	0.037126289	0.16064102	-0.16063719	-0.037123449	1.7125421e-06	-0.13034548	0.86277982	-0.23570264	-0.00020818205	0.38052778	-0.086329686	-0.086322368	0.38052883	0.48397169	-3.1704704e-07	-0.21156717	-0.031658904	0.81362903	-1.2471965	-0.084620864	0.046758076	0.34792144	0.058262528	0.22326746	0.63883738	0.63885651	0.2232737	0.056869107	0.095253878	0.79786014	-0.00043380692	0.54288697	0.22129332	-2.1179279	2.1179548	-0.2212868	-9.9421632e-06	1.0344307	-0.66460776	2.3900267	0.0024518128	-1.5077677	1.3479094	1.3478731	-1.5077909	-0.34454143	-1.4631054e-07	-0.048710966	-5.7628126	R0:S0:1	0.79786014	817c5bc	v2.2.6	Y	3	sharp_wc_2.0_b_50	self-energy/D	boucle_1bande.py	2023-11-30@08:42
2x2_2C_8b_C2v_L	-1.0581301	0	4.7450858	0.33837238	0.25004444	0.76201774	0.17990618	0.17993158	0.76199611	0.80914664	0.051053802	0.65900013	-0.00036241783	-0.19740655	0.036807603	0.16053021	-0.16053559	-0.036817026	-5.9212182e-06	-0.12974943	0.86277982	-0.23603318	0.00036940991	0.38103087	-0.085452852	-0.085464663	0.38102255	0.48438711	-1.8214505e-05	-0.21156717	-0.031648695	0.81194193	-1.2477782	-0.087101312	0.046442198	0.34919012	0.05831664	0.22385607	0.6408273	0.64081337	0.22384351	0.056788621	0.095002711	0.79590471	0.00083637013	0.54414103	0.22236881	-2.1266479	2.1266272	-0.22233228	2.4494391e-05	1.0325934	-0.66461727	2.3951267	-0.0043322136	-1.5073837	1.34086	1.3409042	-1.5073264	-0.34336337	6.689846e-05	-0.049545547	-5.7303137	R0:S0:1	0.79590471	817c5bc	v2.2.6	Y	4	sharp_wc_2.0_b_50	self-energy/D	boucle_1bande.py	2023-11-30@08:47
2x2_2C_8b_C2v_L	-1.0581967	0	4.7450858	0.3360957	0.25240806	0.76273861	0.18064872	0.18068515	0.76285704	0.80558712	0.054274548	0.67900013	0.00019026062	-0.19792233	0.037446785	0.16075461	-0.16076084	-0.037463281	1.0035994e-05	-0.13098375	0.86277982	-0.2353527	-0.00019400636	0.3800309	-0.087195203	-0.087216107	0.38004717	0.48357058	2.4219156e-05	-0.21156717	-0.031634896	0.81533887	-1.246646	-0.082169037	0.047074175	0.34667303	0.058222729	0.22265425	0.63689524	0.63689396	0.22262229	0.056952323	0.095529939	0.79980037	-0.00044999208	0.5416898	0.22013106	-2.1094167	2.1094066	-0.22005873	-3.9840724e-05	1.03646	-0.6645927	2.3849046	0.0022427268	-1.5080324	1.3547301	1.3548729	-1.5079508	-0.34573871	-8.412526e-05	-0.047891006	-5.7954309	R0:S0:1	0.79980037	817c5bc	v2.2.6	Y	5	sharp_wc_2.0_b_50	self-energy/D	boucle_1bande.py	2023-11-30@08:48
2x2_2C_8b_C2v_L	-1.0581336	0	4.7450858	0.33960465	0.24883972	0.76146656	0.17954702	0.17959374	0.76144825	0.8110436	0.049487803	0.64900013	-0.00013459444	-0.19714681	0.036467512	0.16043419	-0.16044055	-0.03646357	-3.5029962e-06	-0.12915766	0.86277982	-0.23639522	0.00012557744	0.38151897	-0.084513857	-0.084528564	0.38150924	0.48481211	-2.4586446e-05	-0.21156717	-0.031624089	0.8102795	-1.2483877	-0.089570252	0.046125847	0.35039612	0.058345268	0.22447779	0.64279102	0.64273785	0.22446731	0.056698244	0.094748297	0.79393005	0.00033518831	0.54528194	0.22357641	-2.1356214	2.1355577	-0.2236534	1.4604685e-05	1.0307736	-0.66464258	2.4001563	-0.0014560389	-1.5070177	1.3331421	1.3332066	-1.5069636	-0.34214954	8.7372635e-05	-0.050407789	-5.6978613	R0:S0:1	0.79393005	817c5bc	v2.2.6	Y	5	sharp_wc_2.0_b_50	self-energy/D	boucle_1bande.py	2023-11-30@08:53
2x2_2C_8b_C2v_L	-1.0581908	0	4.7450858	0.33495237	0.25368705	0.76322114	0.18102367	0.18106355	0.76327658	0.80387486	0.056008179	0.68900013	0.0004438613	-0.19820369	0.037760643	0.16086282	-0.16087506	-0.037770233	-1.5672324e-06	-0.13166792	0.86277982	-0.23500024	-0.0004611392	0.37955018	-0.088052139	-0.088067313	0.37955804	0.4831712	1.0304305e-06	-0.21156717	-0.031615287	0.81698791	-1.2460421	-0.079734071	0.047389986	0.34540684	0.058178173	0.22200606	0.63496002	0.63495057	0.2219824	0.057034093	0.095828565	0.8017274	-0.001017202	0.54047466	0.21896836	-2.1010383	2.101055	-0.21894097	1.3370971e-05	1.038686	-0.66457412	2.3797315	0.0053362892	-1.5081528	1.3613735	1.3614321	-1.5080815	-0.34694763	-1.1159833e-05	-0.047088062	-5.8281094	R0:S0:1	0.8017274	817c5bc	v2.2.6	Y	5	sharp_wc_2.0_b_50	self-energy/D	boucle_1bande.py	2023-11-30@08:54
2x2_2C_8b_C2v_L	-1.0581324	0	4.7450858	0.34078111	0.24762702	0.76088699	0.1792241	0.17924608	0.76092548	0.81296506	0.047999797	0.63900013	-0.00025689132	-0.19688631	0.036096306	0.16034769	-0.16035843	-0.036117751	-7.7991621e-06	-0.12861126	0.86277982	-0.23673556	0.00027616414	0.38200471	-0.083563088	-0.083568665	0.38201721	0.48524818	5.4754218e-06	-0.21156717	-0.031603125	0.80860357	-1.2489994	-0.09207042	0.045809777	0.35161324	0.058386223	0.22509035	0.64474116	0.64475037	0.22507037	0.056613846	0.09452925	0.79193734	0.00054434374	0.54646867	0.2249659	-2.144782	2.144831	-0.22485069	4.2259157e-05	1.0291954	-0.66466313	2.4051434	-0.003318096	-1.506552	1.3251529	1.3251376	-1.5064897	-0.34096436	-2.0057931e-05	-0.051289256	-5.6655329	R0:S0:1	0.79193734	817c5bc	v2.2.6	Y	5	sharp_wc_2.0_b_50	self-energy/D	boucle_1bande.py	2023-11-30@09:00
2x2_2C_8b_C2v_L	-1.0581853	0	4.7450858	0.33375631	0.25477697	0.76375331	0.18147699	0.18144116	0.76373613	0.80219186	0.057848817	0.69900013	0.0002710437	-0.19844562	0.038091089	0.16099759	-0.16099253	-0.03807114	-2.1497757e-06	-0.13239947	0.86277982	-0.23463361	-0.00027531271	0.37907056	-0.088924607	-0.088895286	0.37907971	0.48279155	1.0018187e-05	-0.21156717	-0.031591866	0.81863178	-1.2454409	-0.077308694	0.047705948	0.34415008	0.058141573	0.2212987	0.63302442	0.63302246	0.2213225	0.057118609	0.09615568	0.8036392	-0.00063553852	0.53928929	0.21772375	-2.0928566	2.0929178	-0.21781874	1.552047e-05	1.0411295	-0.66455363	2.3745183	0.003157832	-1.508025	1.3678932	1.3676949	-1.5081022	-0.3481788	-3.7696324e-05	-0.046305328	-5.8608923	R0:S0:1	0.8036392	817c5bc	v2.2.6	Y	5	sharp_wc_2.0_b_50	self-energy/D	boucle_1bande.py	2023-11-30@09:00
2x2_2C_8b_C2v_L	-1.0581311	0	4.7450858	0.3419646	0.24639466	0.76046624	0.17887665	0.17889822	0.76043159	0.81484348	0.046621696	0.62900013	0.00028096649	-0.19661844	0.035744837	0.16025607	-0.16026241	-0.035783889	-1.9033322e-06	-0.12812085	0.86277982	-0.23707294	-0.00026398738	0.38251162	-0.082614841	-0.082620232	0.38250638	0.48569072	4.6472713e-05	-0.21156717	-0.031568603	0.80692992	-1.2496187	-0.094602057	0.045493357	0.35281902	0.058422399	0.22563833	0.64680561	0.646829	0.22561466	0.056542194	0.094354427	0.78993	-0.00071192108	0.54763728	0.22606384	-2.1541998	2.1542606	-0.22585288	2.654896e-05	1.0279018	-0.66467678	2.4100787	0.003079351	-1.5058561	1.317007	1.3169734	-1.5057529	-0.33983481	-0.00017789634	-0.052191191	-5.6332873	R0:S0:1	0.78993	817c5bc	v2.2.6	Y	4	sharp_wc_2.0_b_50	self-energy/D	boucle_1bande.py	2023-11-30@09:05
2x2_2C_8b_C2v_L	-1.0581873	0	4.7450858	0.33262726	0.25602467	0.76410104	0.18188641	0.18187284	0.76406328	0.80055154	0.059743161	0.70900013	0.00038012501	-0.19871901	0.038385473	0.16112268	-0.1611252	-0.038369215	8.2442727e-06	-0.13315641	0.86277982	-0.23428556	-0.00039829958	0.37858812	-0.089729148	-0.089715437	0.37858422	0.48241611	-3.4898101e-07	-0.21156717	-0.031560414	0.82028132	-1.2448539	-0.074905436	0.048022238	0.34287011	0.05809174	0.22066321	0.63106565	0.6310583	0.22066968	0.05719815	0.096489041	0.80553573	-0.00086442756	0.53805188	0.21668053	-2.0848042	2.0848623	-0.2167518	-4.7052045e-05	1.0436614	-0.66453534	2.3693062	0.0045725871	-1.5080757	1.3738559	1.3737155	-1.5080789	-0.34939689	2.804638e-06	-0.045538057	-5.8937641	R0:S0:1	0.80553573	817c5bc	v2.2.6	Y	5	sharp_wc_2.0_b_50	self-energy/D	boucle_1bande.py	2023-11-30@09:07
