GS_consistency	U	e	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	githash	model	mu	script	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	time	tpd	tpp	tppp	version	
YY	11	2.9738	0.88219933	-2.1872889	-3.1927455	0.95989649	-3.192721	0.96829325	1.0352812	-3.0334458	a248bdd	2x2_2C_8b_C2v_L	9.68	validity_data_2022.py	-3.2729537e-06	0.93649468	-1.523804	6.718737e-06	1.5238018	1.4622071e-05	-1.1801674e-05	-2.0539334	2024-08-14@08:16	1.926	1	0.2481	v2.7.1	
YY	11	2.9738	0.93214199	-2.2024913	-3.2003708	0.99800773	-3.2008296	0.96478798	1.0641867	-3.0404421	a248bdd	2x2_2C_8b_C2v_L	9.69	validity_data_2022.py	8.4702996e-06	0.93873513	-1.5249349	-6.2594575e-05	1.5250428	-9.9024535e-06	-4.6139613e-05	-2.0546309	2024-08-14@08:16	1.926	1	0.2481	v2.7.1	
YY	11	2.9738	1.0411139	-2.2175437	-3.2091206	1.0768791	-3.2091656	0.95424129	1.1323003	-3.0478913	a248bdd	2x2_2C_8b_C2v_L	9.7	validity_data_2022.py	-1.6945882e-06	0.94082433	-1.5261461	-4.651162e-06	1.5261535	-4.6810674e-06	-1.5436362e-06	-2.0553135	2024-08-14@08:17	1.926	1	0.2481	v2.7.1	
YY	11	2.9738	1.3089604	-2.2353719	-3.2191279	1.2593176	-3.2191498	0.91711225	1.1858194	-3.0561721	a248bdd	2x2_2C_8b_C2v_L	9.71	validity_data_2022.py	-3.8227156e-07	0.9432417	-1.5275169	1.2381561e-07	1.5275215	2.7229336e-07	-1.9043042e-07	-2.0561665	2024-08-14@08:17	1.926	1	0.2481	v2.7.1	
YY	11	2.9738	1.7956175	-2.2549703	-3.2305912	1.6678146	-3.230585	0.65997914	1.2437539	-3.0653702	a248bdd	2x2_2C_8b_C2v_L	9.72	validity_data_2022.py	1.5423909e-07	0.94582114	-1.5290448	5.1262554e-08	1.5290437	-2.9306215e-09	-1.7989872e-07	-2.0571456	2024-08-14@08:17	1.926	1	0.2481	v2.7.1	
NY	11	2.9738	-60.580463	-1.9512904	-3.1122741	0.015426773	-3.1129075	0.015423857	0.037443939	-2.8623439	a248bdd	2x2_2C_8b_C2v_L	9.73	validity_data_2022.py	2.1491545	0.76617661	-1.4760113	-0.18002999	1.4761477	0.18004026	-0.25137504	-1.9663392	2024-08-14@08:19	1.926	1	0.2481	v2.7.1	
NY	11	2.9738	-0.51454637	-4.5394913	-4.6105514	0.49139245	-4.6878629	-0.28235861	0.59571124	-4.2220122	a248bdd	2x2_2C_8b_C2v_L	10.77	validity_data_2022.py	-0.11737169	1.1239413	-1.6266654	0.085881468	1.6259432	0.089292527	0.13530471	-2.1223253	2024-08-14@08:19	1.926	1	0.2481	v2.7.1	
NY	11	2.9738	-0.49550513	-4.521887	-4.6000518	0.49094804	-4.6806231	-0.26702068	0.60080691	-4.2130977	a248bdd	2x2_2C_8b_C2v_L	10.76	validity_data_2022.py	-0.11590972	1.1233514	-1.626215	0.084776476	1.6262306	0.088630078	0.13463752	-2.1222243	2024-08-14@08:20	1.926	1	0.2481	v2.7.1	
NY	11	2.9738	-0.50510724	-4.5306647	-4.5782127	0.45633946	-4.6802856	-0.28026537	0.55432907	-4.1917541	a248bdd	2x2_2C_8b_C2v_L	10.75	validity_data_2022.py	-0.11935207	1.1246487	-1.6240529	0.081830265	1.6274445	0.09278634	0.12942032	-2.1193398	2024-08-14@08:20	1.926	1	0.2481	v2.7.1	
NY	11	2.9738	-0.51639522	-4.5458906	-4.5506492	0.4115013	-4.6817374	-0.28895084	0.49999366	-4.1658778	a248bdd	2x2_2C_8b_C2v_L	10.74	validity_data_2022.py	-0.1240591	1.1262834	-1.6209209	0.077833574	1.6289176	0.097200786	0.12311222	-2.1153233	2024-08-14@08:20	1.926	1	0.2481	v2.7.1	
NY	11	2.9738	-0.51745854	-4.5471965	-4.5285491	0.38283163	-4.6784737	-0.29280067	0.45971527	-4.1459319	a248bdd	2x2_2C_8b_C2v_L	10.73	validity_data_2022.py	-0.12640313	1.1269594	-1.6187178	0.075164155	1.6297459	0.10021962	0.11859258	-2.1127869	2024-08-14@08:21	1.926	1	0.2481	v2.7.1	
NY	11	2.9738	-0.49583945	-4.5334507	-4.520404	0.39809277	-4.6697569	-0.27386783	0.49001774	-4.1407021	a248bdd	2x2_2C_8b_C2v_L	10.72	validity_data_2022.py	-0.1245855	1.1268851	-1.6186436	0.074656837	1.6298649	0.098588405	0.1197884	-2.1136212	2024-08-14@08:21	1.926	1	0.2481	v2.7.1	
YY	11	2.9738	-0.62051879	-4.5801661	-4.5075198	0.49625773	-4.5080563	0.49547841	0.67429653	-4.1379711	a248bdd	2x2_2C_8b_C2v_L	10.71	validity_data_2022.py	-0.14005731	1.128633	-1.6202145	0.074323831	1.6203138	0.074257018	0.12491481	-2.116558	2024-08-14@08:22	1.926	1	0.2481	v2.7.1	
YY	11	2.9738	-0.63862106	-4.6134081	-4.4743725	0.46228879	-4.4750225	0.46002415	0.64043601	-4.1096423	a248bdd	2x2_2C_8b_C2v_L	10.7	validity_data_2022.py	-0.14731887	1.1313889	-1.6165697	0.068992488	1.6166621	0.068961316	0.11786812	-2.1123597	2024-08-14@08:22	1.926	1	0.2481	v2.7.1	
