GS_consistency	U	e	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	githash	model	mu	script	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	time	tpd	tpp	tppp	version	
NY	11.5	3.4161	-0.00019915702	-2.4693395	-3.3070345	0.20038116	-3.3056339	0.20055119	0.24705214	-2.9734965	a248bdd	2x2_2C_8b_C2v_L	9.68	validity_data_2022.py	-0.13780126	1.0032468	-1.6444766	0.23111878	1.6441808	-0.23109801	0.31143699	-2.2047016	2024-08-14@08:20	2.0342	1	0.236	v2.7.1	
NY	11.5	3.4161	-0.00082346717	-2.4747101	-3.3092004	0.20071163	-3.309147	0.20090049	0.24784206	-2.979361	a248bdd	2x2_2C_8b_C2v_L	9.69	validity_data_2022.py	-0.1377846	1.0034319	-1.6438786	0.23031494	1.6439118	-0.23034985	0.31043987	-2.2044787	2024-08-14@08:21	2.0342	1	0.236	v2.7.1	
NY	11.5	3.4161	-0.0021303344	-2.4806458	-3.3093813	0.20018418	-3.3112277	0.20033802	0.24740803	-2.9847975	a248bdd	2x2_2C_8b_C2v_L	9.7	validity_data_2022.py	-0.13772406	1.0038931	-1.6433949	0.22873711	1.6438199	-0.22884378	0.30838344	-2.2046953	2024-08-14@08:21	2.0342	1	0.236	v2.7.1	
NY	11.5	3.4161	-0.0028038902	-2.4915323	-3.3156623	0.19896848	-3.3144866	0.1988122	0.24603501	-2.9900954	a248bdd	2x2_2C_8b_C2v_L	9.71	validity_data_2022.py	-0.13782432	1.0051234	-1.6438016	0.22796227	1.6435583	-0.22790556	0.30727173	-2.2043436	2024-08-14@08:22	2.0342	1	0.236	v2.7.1	
NY	11.5	3.4161	-0.0038823179	-2.4930561	-3.3225473	0.19816524	-3.3190113	0.19789572	0.24374799	-2.9963891	a248bdd	2x2_2C_8b_C2v_L	9.72	validity_data_2022.py	-0.13740938	1.0051285	-1.6445664	0.22726628	1.6436615	-0.22700593	0.3058998	-2.2042765	2024-08-14@08:23	2.0342	1	0.236	v2.7.1	
NY	11.5	3.4161	-0.0049859097	-2.4991259	-3.3211153	0.19771087	-3.3194947	0.19687607	0.24394549	-3.0038953	a248bdd	2x2_2C_8b_C2v_L	9.73	validity_data_2022.py	-0.13739066	1.0054935	-1.6433925	0.2258179	1.6429377	-0.22555999	0.30443086	-2.2049789	2024-08-14@08:24	2.0342	1	0.236	v2.7.1	
NY	11.5	3.4161	-0.0059074212	-2.5065031	-3.3233946	0.19684977	-3.3257617	0.19612351	0.24270973	-3.0073748	a248bdd	2x2_2C_8b_C2v_L	9.74	validity_data_2022.py	-0.13749134	1.0060569	-1.6430046	0.22473921	1.6434013	-0.22476777	0.30290731	-2.2040003	2024-08-14@08:25	2.0342	1	0.236	v2.7.1	
NY	11.5	3.4161	-0.0069734676	-2.5112311	-3.3283351	0.19577423	-3.3273758	0.19611942	0.241282	-3.014177	a248bdd	2x2_2C_8b_C2v_L	9.75	validity_data_2022.py	-0.13730608	1.0064201	-1.6430185	0.22392402	1.6430679	-0.22388335	0.30157224	-2.2042029	2024-08-14@08:25	2.0342	1	0.236	v2.7.1	
NY	11.5	3.4161	-0.008100812	-2.5200108	-3.3313598	0.1945102	-3.3293646	0.19498508	0.24078412	-3.0195489	a248bdd	2x2_2C_8b_C2v_L	9.76	validity_data_2022.py	-0.13743037	1.0072285	-1.6429141	0.22254527	1.6425688	-0.22253015	0.30011238	-2.2040458	2024-08-14@08:26	2.0342	1	0.236	v2.7.1	
NY	11.5	3.4161	-0.0092406313	-2.5273416	-3.3339088	0.19404345	-3.334797	0.19387152	0.23970611	-3.0253403	a248bdd	2x2_2C_8b_C2v_L	9.77	validity_data_2022.py	-0.13744453	1.0078486	-1.6426709	0.22153233	1.6428125	-0.22150907	0.29873828	-2.2039143	2024-08-14@08:27	2.0342	1	0.236	v2.7.1	
