D	D_ave	E0_1	E_kin	GS_consistency	U	U_1_ave	eb1_1	eb1_1_ave	eb2_1	eb2_1_ave	eb3_1	eb3_1_ave	eb4_1	eb4_1_ave	eb5_1	eb5_1_ave	eb6_1	eb6_1_ave	eb7_1	eb7_1_ave	eb8_1	eb8_1_ave	githash	model	mu	mu_1_ave	mu_ave	n_1	script	sector_1	t	t_1_ave	t_ave	tb1_1	tb1_1_ave	tb2_1	tb2_1_ave	tb3_1	tb3_1_ave	tb4_1	tb4_1_ave	tb5_1	tb5_1_ave	tb6_1	tb6_1_ave	tb7_1	tb7_1_ave	tb8_1	tb8_1_ave	time	tp	tp_1_ave	tp_ave	version	
0	0	-9.346427729	-1.303954087	N	5.724157012	0.04219295532	-0.449131499	0.6431331754	0.4711006593	0.1006388196	-0.2602294613	1.068841477	0.8087156052	0.1785100021	0.8087155556	0.1785099971	-0.2602294946	1.068841526	-0.1245733917	1.625353027	1.036158439	0.07572296981	a248bdd	2x2_2C_8b_C2v_L	1.000492659	0.7651122515	0.8951788223	0.8198689298021422	sol_cdmft.py	R0:N8:S0:1	1	-0.5594341558	-1.290074516	0.2922462354	-2.615836113	-0.2782822908	1.355764697	-0.2476434532	2.91151941	0.4244507083	-1.364051193	0.4244507047	-1.36405115	-0.2476434551	2.911519393	-0.2481000715	1.621612161	0.5393056168	-0.4544380284	2024-11-20@11:19	-0.1896554272	-0.01231693492	0.07318309411	v2.7.1	
D	D_ave	E0_1	E_kin	GS_consistency	U	U_1_ave	eb1_1	eb1_1_ave	eb2_1	eb2_1_ave	eb3_1	eb3_1_ave	eb4_1	eb4_1_ave	eb5_1	eb5_1_ave	eb6_1	eb6_1_ave	eb7_1	eb7_1_ave	eb8_1	eb8_1_ave	githash	model	mu	mu_1_ave	mu_ave	n_1	script	sector_1	t	t_1_ave	t_ave	tb1_1	tb1_1_ave	tb2_1	tb2_1_ave	tb3_1	tb3_1_ave	tb4_1	tb4_1_ave	tb5_1	tb5_1_ave	tb6_1	tb6_1_ave	tb7_1	tb7_1_ave	tb8_1	tb8_1_ave	time	tp	tp_1_ave	tp_ave	version	
0	0	-8.489579997	-1.260000536	N	5.724157012	0.04517495733	-0.299650861	1.845294597	0.2976477706	0.3044804312	-0.1672874749	1.023905268	0.6210469151	0.2443514882	0.6210469399	0.2443514649	-0.1672874984	1.023905339	-0.06022212848	0.097404337	0.8429421472	0.02478367508	a248bdd	2x2_2C_8b_C2v_L	1.000492659	0.7978808498	0.8604998325	0.810822600119678	sol_cdmft.py	R0:N8:S0:1	1	-0.6818157944	-1.263772039	0.2582859159	-0.7085797676	-0.2494922244	2.131001534	-0.1983276724	2.68447988	0.3950141055	-1.548827849	0.3950141117	-1.548827754	-0.1983276777	2.684479886	-0.177896249	0.2035525567	0.5106791332	-0.2256721127	2024-11-20@11:19	-0.1896554272	-0.04923924731	-0.0198860832	v2.7.1	
D	D_ave	E0_1	E_kin	GS_consistency	U	U_1_ave	eb1_1	eb1_1_ave	eb2_1	eb2_1_ave	eb3_1	eb3_1_ave	eb4_1	eb4_1_ave	eb5_1	eb5_1_ave	eb6_1	eb6_1_ave	eb7_1	eb7_1_ave	eb8_1	eb8_1_ave	githash	model	mu	mu_1_ave	mu_ave	n_1	script	sector_1	t	t_1_ave	t_ave	tb1_1	tb1_1_ave	tb2_1	tb2_1_ave	tb3_1	tb3_1_ave	tb4_1	tb4_1_ave	tb5_1	tb5_1_ave	tb6_1	tb6_1_ave	tb7_1	tb7_1_ave	tb8_1	tb8_1_ave	time	tp	tp_1_ave	tp_ave	version	
0	0	-8.900749507	-1.287333034	N	5.724157012	0.04324715765	-0.3662660802	0.6946622719	0.3825009761	0.1245977836	-0.2054952847	1.022853066	0.719664837	0.2149335812	0.7196648816	0.2149334952	-0.2054954613	1.022853388	-0.09066112822	1.521127019	0.9488323842	0.07654724633	a248bdd	2x2_2C_8b_C2v_L	1.000492659	0.7768730374	0.8795873659	0.8198636985005218	sol_cdmft.py	R0:N8:S0:1	1	-0.5823976627	-1.280467349	0.2762367105	-2.36811291	-0.2662562502	1.483010446	-0.2235842398	2.81412681	0.4147158363	-1.489354153	0.4147158698	-1.489353758	-0.2235842867	2.814126851	-0.2166492392	1.411092777	0.5315325233	-0.4354788676	2024-11-20@11:19	-0.1896554272	-0.01401539692	0.03620083887	v2.7.1	
D	D_ave	E0_1	E_kin	GS_consistency	U	U_1_ave	eb1_1	eb1_1_ave	eb2_1	eb2_1_ave	eb3_1	eb3_1_ave	eb4_1	eb4_1_ave	eb5_1	eb5_1_ave	eb6_1	eb6_1_ave	eb7_1	eb7_1_ave	eb8_1	eb8_1_ave	githash	model	mu	mu_1_ave	mu_ave	n_1	script	sector_1	t	t_1_ave	t_ave	tb1_1	tb1_1_ave	tb2_1	tb2_1_ave	tb3_1	tb3_1_ave	tb4_1	tb4_1_ave	tb5_1	tb5_1_ave	tb6_1	tb6_1_ave	tb7_1	tb7_1_ave	tb8_1	tb8_1_ave	time	tp	tp_1_ave	tp_ave	version	
0	0	-8.575635568	-1.267093754	N	5.724157012	0.0444113788	-0.316895618	1.464178938	0.3147055345	0.2373684114	-0.1751086959	1.023820595	0.6363526205	0.2349740351	0.6363524766	0.2349740913	-0.1751086423	1.023820463	-0.07204747286	0.5677772571	0.8577170111	0.04375776827	a248bdd	2x2_2C_8b_C2v_L	1.000492659	0.7923321102	0.8665034641	0.8138046745054882	sol_cdmft.py	R0:N8:S0:1	1	-0.6521669797	-1.267669645	0.2620462466	-1.226239753	-0.2521615342	1.911632909	-0.2047745258	2.715267984	0.3955411934	-1.528785073	0.3955411586	-1.528785264	-0.2047745079	2.715267934	-0.1913166083	0.5957083791	0.5111740819	-0.2971659168	2024-11-20@11:19	-0.1896554272	-0.03941202954	-0.003036512613	v2.7.1	
D	D_ave	E0_1	E_kin	GS_consistency	U	U_1_ave	eb1_1	eb1_1_ave	eb2_1	eb2_1_ave	eb3_1	eb3_1_ave	eb4_1	eb4_1_ave	eb5_1	eb5_1_ave	eb6_1	eb6_1_ave	eb7_1	eb7_1_ave	eb8_1	eb8_1_ave	githash	model	mu	mu_1_ave	mu_ave	n_1	script	sector_1	t	t_1_ave	t_ave	tb1_1	tb1_1_ave	tb2_1	tb2_1_ave	tb3_1	tb3_1_ave	tb4_1	tb4_1_ave	tb5_1	tb5_1_ave	tb6_1	tb6_1_ave	tb7_1	tb7_1_ave	tb8_1	tb8_1_ave	time	tp	tp_1_ave	tp_ave	version	
0	0	-8.512158432	-1.262069858	N	5.724157012	0.04527414303	-0.2993227606	1.89594271	0.2965142475	0.3141522687	-0.1747671993	1.026616441	0.6127139915	0.2461667735	0.612714176	0.2461668265	-0.174767107	1.026616167	-0.0534745606	0.03354766915	0.8271921823	0.02159584531	a248bdd	2x2_2C_8b_C2v_L	1.000492659	0.7972988249	0.8616027946	0.8088949839453293	sol_cdmft.py	R0:N8:S0:1	1	-0.6872615764	-1.265387024	0.2585440552	-0.6364305915	-0.2495917766	2.163345502	-0.1984579453	2.687271683	0.3962191449	-1.551326146	0.3962191769	-1.55132647	-0.1984579221	2.687271748	-0.1695616422	0.1391285393	0.5106234717	-0.2127843485	2024-11-20@11:20	-0.1896554272	-0.05164443152	-0.01749048522	v2.7.1	
D	D_ave	E0_1	E_kin	GS_consistency	U	U_1_ave	eb1_1	eb1_1_ave	eb2_1	eb2_1_ave	eb3_1	eb3_1_ave	eb4_1	eb4_1_ave	eb5_1	eb5_1_ave	eb6_1	eb6_1_ave	eb7_1	eb7_1_ave	eb8_1	eb8_1_ave	githash	model	mu	mu_1_ave	mu_ave	n_1	script	sector_1	t	t_1_ave	t_ave	tb1_1	tb1_1_ave	tb2_1	tb2_1_ave	tb3_1	tb3_1_ave	tb4_1	tb4_1_ave	tb5_1	tb5_1_ave	tb6_1	tb6_1_ave	tb7_1	tb7_1_ave	tb8_1	tb8_1_ave	time	tp	tp_1_ave	tp_ave	version	
0	0	-8.521823063	-1.266042508	N	5.724157012	0.04508655197	-0.2989450565	1.906555355	0.2907728167	0.3134637821	-0.1838924534	1.031963891	0.5872999515	0.2467383361	0.5873004047	0.2467379883	-0.1838927519	1.031964841	-0.04951344543	0.01926201236	0.7812338178	0.02057841581	a248bdd	2x2_2C_8b_C2v_L	1.000492659	0.7956838443	0.8650102407	0.8067821323222559	sol_cdmft.py	R0:N8:S0:1	1	-0.6907144405	-1.267927036	0.2573152962	-0.6163561377	-0.2469201736	2.159983456	-0.1987783358	2.691860054	0.3910428466	-1.546706637	0.3910429395	-1.546705286	-0.1987784045	2.691860174	-0.1624942613	0.1186432143	0.5018586955	-0.2069979007	2024-11-20@11:20	-0.1896554272	-0.05449891189	-0.009936584648	v2.7.1	
D	D_ave	E0_1	E_kin	GS_consistency	U	U_1_ave	eb1_1	eb1_1_ave	eb2_1	eb2_1_ave	eb3_1	eb3_1_ave	eb4_1	eb4_1_ave	eb5_1	eb5_1_ave	eb6_1	eb6_1_ave	eb7_1	eb7_1_ave	eb8_1	eb8_1_ave	githash	model	mu	mu_1_ave	mu_ave	n_1	sb1_1	sb1_1_ave	sb2_1	sb2_1_ave	sb3_1	sb3_1_ave	sb4_1	sb4_1_ave	sb5_1	sb5_1_ave	sb6_1	sb6_1_ave	sb7_1	sb7_1_ave	sb8_1	sb8_1_ave	script	sector_1	t	t_1_ave	t_ave	tb1_1	tb1_1_ave	tb2_1	tb2_1_ave	tb3_1	tb3_1_ave	tb4_1	tb4_1_ave	tb5_1	tb5_1_ave	tb6_1	tb6_1_ave	tb7_1	tb7_1_ave	tb8_1	tb8_1_ave	time	tp	tp_1_ave	tp_ave	version	
0	-0.0009265272542	-7.51087521	-1.274154681	Y	5.724157012	0.04700592627	0.4798793654	0.2733329054	0.429140829	0.05017025969	0.2568825235	0.7981847243	0.8346965408	0.163097121	0.8347055659	0.1630777324	0.2569388787	0.7981142132	0.1116087481	0.1775995942	1.065226057	0.06476126681	a248bdd	2x2_2C_8b_C2v_L	1.000492659	0.7900394618	0.8563092519	0.9999999997768398	-0.003782446603	0.005787735773	-0.2855152283	0.4844075713	0.2403768746	-2.842539437	9.030612088e-05	0.01516170358	-0.0001665708704	-0.01488777918	-0.2403948742	2.842510888	-0.2353906289	1.51718661	-1.532674998e-05	5.552072113e-05	sol_cdmft.py	R0:S0:1	1	-0.6643854476	-1.279197336	0.2838380591	-2.162892487	-0.003658059735	0.02967355931	-0.001253109996	0.02977314189	0.426862396	-1.243247893	0.4268710629	-1.243154047	-0.001369431375	0.03069863123	-7.221279283e-05	0.0002166383847	0.5413242436	-0.4165381808	2024-11-20@11:26	-0.1896554272	-0.09390717883	-0.02658851185	v2.7.1	
D	D_ave	E0_1	E_kin	GS_consistency	U	U_1_ave	eb1_1	eb1_1_ave	eb2_1	eb2_1_ave	eb3_1	eb3_1_ave	eb4_1	eb4_1_ave	eb5_1	eb5_1_ave	eb6_1	eb6_1_ave	eb7_1	eb7_1_ave	eb8_1	eb8_1_ave	githash	model	mu	mu_1_ave	mu_ave	n_1	sb1_1	sb1_1_ave	sb2_1	sb2_1_ave	sb3_1	sb3_1_ave	sb4_1	sb4_1_ave	sb5_1	sb5_1_ave	sb6_1	sb6_1_ave	sb7_1	sb7_1_ave	sb8_1	sb8_1_ave	script	sector_1	t	t_1_ave	t_ave	tb1_1	tb1_1_ave	tb2_1	tb2_1_ave	tb3_1	tb3_1_ave	tb4_1	tb4_1_ave	tb5_1	tb5_1_ave	tb6_1	tb6_1_ave	tb7_1	tb7_1_ave	tb8_1	tb8_1_ave	time	tp	tp_1_ave	tp_ave	version	
0	-0.02279178724	-7.337261719	-1.23418911	Y	5.724157012	0.04721122126	0.3044943045	0.3456527774	0.2967230008	0.08109391764	0.1893843567	0.7225338611	0.6748441465	0.2419719062	0.6748770602	0.2419157996	0.1894645322	0.7224736139	0.06807019845	0.1259331783	0.8685007932	0.06273494338	a248bdd	2x2_2C_8b_C2v_L	1.000492659	0.8085673709	0.8341375447	0.9999999997818636	-0.004298134417	0.01004386219	-0.2539003794	0.6028267113	0.200150881	-2.343803737	0.01986966461	0.2952917265	-0.01990336487	-0.2951468342	-0.2001819145	2.343828706	-0.1730851181	1.193239147	-3.201214665e-06	1.676351579e-05	sol_cdmft.py	R0:S0:1	1	-0.6617743559	-1.25092911	0.2541456444	-2.252760525	-0.004253003912	0.03813835738	-0.0518945866	0.9564097016	0.3979528026	-1.533348126	0.3979586971	-1.533157883	-0.05192759817	0.9565635015	-1.584454016e-06	-9.6686861e-08	0.5140063595	-0.3767117392	2024-11-20@11:30	-0.1896554272	-0.05830924556	-0.08826533836	v2.7.1	
D	D_ave	E0_1	E_kin	GS_consistency	U	U_1_ave	eb1_1	eb1_1_ave	eb2_1	eb2_1_ave	eb3_1	eb3_1_ave	eb4_1	eb4_1_ave	eb5_1	eb5_1_ave	eb6_1	eb6_1_ave	eb7_1	eb7_1_ave	eb8_1	eb8_1_ave	githash	model	mu	mu_1_ave	mu_ave	n_1	sb1_1	sb1_1_ave	sb2_1	sb2_1_ave	sb3_1	sb3_1_ave	sb4_1	sb4_1_ave	sb5_1	sb5_1_ave	sb6_1	sb6_1_ave	sb7_1	sb7_1_ave	sb8_1	sb8_1_ave	script	sector_1	t	t_1_ave	t_ave	tb1_1	tb1_1_ave	tb2_1	tb2_1_ave	tb3_1	tb3_1_ave	tb4_1	tb4_1_ave	tb5_1	tb5_1_ave	tb6_1	tb6_1_ave	tb7_1	tb7_1_ave	tb8_1	tb8_1_ave	time	tp	tp_1_ave	tp_ave	version	
0	-0.01418504869	-7.350329464	-1.248986598	Y	5.724157012	0.0468102353	0.3271032688	0.3315656481	0.3063823524	0.07580379123	0.1816223721	0.8346123983	0.6634506756	0.2320019592	0.6634532078	0.2319854731	0.1816747563	0.8345315996	0.0705470538	0.1456497142	0.8798501128	0.06771369445	a248bdd	2x2_2C_8b_C2v_L	1.000492659	0.8015112759	0.8424896167	0.9999999998612517	-0.004395942373	0.009532748282	-0.25702338	0.5835762996	0.2030832352	-2.593138709	0.00676034542	0.2306583738	-0.006770519118	-0.2307027558	-0.2031048092	2.59308961	-0.1863176195	1.289879448	1.060478172e-05	-3.893151552e-05	sol_cdmft.py	R0:S0:1	1	-0.6618320703	-1.261250318	0.2569763131	-2.230253655	-0.004286857544	0.03839525419	-0.02350589824	0.564169326	0.398929274	-1.487414504	0.3989323213	-1.487355065	-0.02353855446	0.5645140231	5.610565269e-06	-2.53794882e-05	0.5144618858	-0.3972119404	2024-11-20@11:30	-0.1896554272	-0.06816042175	-0.06466316317	v2.7.1	
D	D_ave	E0_1	E_kin	GS_consistency	U	U_1_ave	eb1_1	eb1_1_ave	eb2_1	eb2_1_ave	eb3_1	eb3_1_ave	eb4_1	eb4_1_ave	eb5_1	eb5_1_ave	eb6_1	eb6_1_ave	eb7_1	eb7_1_ave	eb8_1	eb8_1_ave	githash	model	mu	mu_1_ave	mu_ave	n_1	sb1_1	sb1_1_ave	sb2_1	sb2_1_ave	sb3_1	sb3_1_ave	sb4_1	sb4_1_ave	sb5_1	sb5_1_ave	sb6_1	sb6_1_ave	sb7_1	sb7_1_ave	sb8_1	sb8_1_ave	script	sector_1	t	t_1_ave	t_ave	tb1_1	tb1_1_ave	tb2_1	tb2_1_ave	tb3_1	tb3_1_ave	tb4_1	tb4_1_ave	tb5_1	tb5_1_ave	tb6_1	tb6_1_ave	tb7_1	tb7_1_ave	tb8_1	tb8_1_ave	time	tp	tp_1_ave	tp_ave	version	
0	-0.002103888322	-7.443149097	-1.262515283	Y	5.724157012	0.04699955606	0.3921831349	0.3088622558	0.3530328475	0.06428588305	0.2072298138	0.8621028911	0.7441647725	0.1981219894	0.7441619644	0.1980937965	0.2072851686	0.8620068796	0.08249622643	0.1638598181	0.9797485655	0.0679597689	a248bdd	2x2_2C_8b_C2v_L	1.000492659	0.7952765655	0.8490973937	0.9999999997966057	-0.003757142057	0.006997073518	-0.2709247514	0.5456781382	0.2192308023	-2.778776995	0.0006404533039	0.02728292794	-0.0006865607237	-0.02712055666	-0.2192496429	2.77875317	-0.2076271829	1.407484185	-1.349874067e-05	5.398165688e-05	sol_cdmft.py	R0:S0:1	1	-0.6611114256	-1.270976217	0.2713605454	-2.215901576	-0.003617753641	0.03116807772	-0.002581052436	0.0626901248	0.4171029296	-1.376191654	0.4171077735	-1.376062883	-0.002643742469	0.06327850184	-3.907772063e-05	0.0001261168523	0.5336548323	-0.4123420035	2024-11-20@11:30	-0.1896554272	-0.07909137896	-0.04461213691	v2.7.1	
D	D_ave	E0_1	E_kin	GS_consistency	U	U_1_ave	eb1_1	eb1_1_ave	eb2_1	eb2_1_ave	eb3_1	eb3_1_ave	eb4_1	eb4_1_ave	eb5_1	eb5_1_ave	eb6_1	eb6_1_ave	eb7_1	eb7_1_ave	eb8_1	eb8_1_ave	githash	model	mu	mu_1_ave	mu_ave	n_1	sb1_1	sb1_1_ave	sb2_1	sb2_1_ave	sb3_1	sb3_1_ave	sb4_1	sb4_1_ave	sb5_1	sb5_1_ave	sb6_1	sb6_1_ave	sb7_1	sb7_1_ave	sb8_1	sb8_1_ave	script	sector_1	t	t_1_ave	t_ave	tb1_1	tb1_1_ave	tb2_1	tb2_1_ave	tb3_1	tb3_1_ave	tb4_1	tb4_1_ave	tb5_1	tb5_1_ave	tb6_1	tb6_1_ave	tb7_1	tb7_1_ave	tb8_1	tb8_1_ave	time	tp	tp_1_ave	tp_ave	version	
0	-0.02872489748	-7.336652049	-1.225768471	Y	5.724157012	0.04757965466	0.2985985243	0.3442083911	0.3135495593	0.07971380733	0.2300760641	0.6272256027	0.7247578985	0.2156646258	0.7248486394	0.215564111	0.2302056612	0.6272023601	0.07952916485	0.1089849916	0.8175838397	0.0590308196	a248bdd	2x2_2C_8b_C2v_L	1.000492659	0.813386017	0.8304545831	0.999999999824724	-0.00207725738	0.00501591313	-0.255205722	0.5969746901	0.2046080766	-2.144337183	0.04421777767	0.2302930085	-0.04428100778	-0.2299904202	-0.2046442402	2.144433967	-0.1616358201	1.101891188	-2.196299619e-05	0.0001023916222	sol_cdmft.py	R0:S0:1	1	-0.6646968278	-1.24465865	0.2536210075	-2.259378456	-0.002108810053	0.01838280732	-0.09473063112	1.266977734	0.3936875829	-1.468262742	0.3936904384	-1.467891195	-0.09478264728	1.267070749	-2.031526394e-05	4.885347217e-05	0.5064557284	-0.3582947436	2024-11-20@11:32	-0.1896554272	-0.05296688598	-0.09960262781	v2.7.1	
