CDMFT_iterations	CDMFT_method	D	D_ave	E0_1	E_kin	GS_consistency	U	U_1_ave	convergence	dist_function	eb1_1	eb1_1_ave	eb2_1	eb2_1_ave	eb3_1	eb3_1_ave	eb4_1	eb4_1_ave	eb5_1	eb5_1_ave	eb6_1	eb6_1_ave	eb7_1	eb7_1_ave	eb8_1	eb8_1_ave	githash	model	mu	mu_1_ave	mu_ave	n_1	script	sector_1	t	t_1_ave	t_ave	tb1_1	tb1_1_ave	tb2_1	tb2_1_ave	tb3_1	tb3_1_ave	tb4_1	tb4_1_ave	tb5_1	tb5_1_ave	tb6_1	tb6_1_ave	tb7_1	tb7_1_ave	tb8_1	tb8_1_ave	time	tp	tp_1_ave	tp_ave	version	
4	Broyden	0	0	-9.418216695	-1.280749374	Y	5.724157012	0.04552261483	self-energy	sharp_wc_2_b_50	-0.3796937869	1.93923243	0.4067572969	0.2831084846	-0.2713998433	1.173476246	0.7004515731	0.1868827176	0.7004541272	0.1868770056	-0.2713995262	1.173474436	-0.114214848	1.834468068	0.8257302689	0.07595965776	a248bdd	2x2_2C_8b_C2v_L	1.000492659	0.7866302385	0.8690023377	0.7866302379836365	sol_cdmft.py	R0:N10:S0:1	1	-0.6704551853	-1.279724749	0.2767102417	-0.5249550974	-0.2710400821	2.154055165	-0.2243990565	2.793046964	0.4145101876	-1.323806903	0.4145068391	-1.32379209	-0.2244089377	2.793067981	-0.1890716957	1.354556935	0.5216026521	-0.4194010486	2024-11-20@16:43	-0.1896554272	-0.08890389091	0.005402561103	v2.7.1	
4	Broyden	0	0	-9.418216695	-1.280749374	Y	5.724157012	0.04552261483	self-energy	sharp_wc_2_b_50	-0.3796937869	1.93923243	0.4067572969	0.2831084846	-0.2713998433	1.173476246	0.7004515731	0.1868827176	0.7004541272	0.1868770056	-0.2713995262	1.173474436	-0.114214848	1.834468068	0.8257302689	0.07595965776	a248bdd	2x2_2C_8b_C2v_L	1.000492659	0.7866302385	0.8690023377	0.7866302379836365	sol_cdmft.py	R0:N10:S0:1	1	-0.6704551853	-1.279724749	0.2767102417	-0.5249550974	-0.2710400821	2.154055165	-0.2243990565	2.793046964	0.4145101876	-1.323806903	0.4145068391	-1.32379209	-0.2244089377	2.793067981	-0.1890716957	1.354556935	0.5216026521	-0.4194010486	2024-11-20@16:43	-0.1896554272	-0.08890389091	0.005402561103	v2.7.1	
