CDMFT_iterations	CDMFT_method	D	D_ave	E0_1	E_kin	GS_consistency	U	U_1_ave	convergence	dist_function	eb1_1	eb1_1_ave	eb2_1	eb2_1_ave	eb3_1	eb3_1_ave	eb4_1	eb4_1_ave	eb5_1	eb5_1_ave	eb6_1	eb6_1_ave	eb7_1	eb7_1_ave	eb8_1	eb8_1_ave	githash	model	mu	mu_1_ave	mu_ave	n_1	script	sector_1	t	t_1_ave	t_ave	tb1_1	tb1_1_ave	tb2_1	tb2_1_ave	tb3_1	tb3_1_ave	tb4_1	tb4_1_ave	tb5_1	tb5_1_ave	tb6_1	tb6_1_ave	tb7_1	tb7_1_ave	tb8_1	tb8_1_ave	time	tp	tp_1_ave	tp_ave	version	
2	Broyden	0	0	-16.65975481	-0.835324208	Y	7.730793758	0.03417880721	self-energy	sharp_wc_2_b_50	2.719634513	0.02069484187	-2.049481806	1.99014678	1.121712743	1.015937751e-11	0.4631387867	2.077499096e-11	1.120511705	1.31832273e-11	0.4645764023	1.841221235e-11	0.7916487518	0.0002026730641	0.743878754	0.001125111545	a248bdd	2x2_2C_8b_C2v_L	2.752740317	0.9969576485	0.9950663304	0.9969576484094923	sol_cdmft.py	R0:N6:S0:1	1	-0.5814307213	-0.8090830016	0.3200853704	-0.7041344263	-0.6297802025	0.2545314801	-4.658761892e-06	1.243552219e-05	-5.078714889e-06	1.766203269e-05	-5.304695691e-06	1.416566401e-05	-4.784465495e-06	1.662766155e-05	0.04589528623	-0.03320316517	-0.1065025337	0.07804381687	2024-11-20@19:49	0.2892873093	0.003042351487	-0.09070984304	v2.7.1	
2	Broyden	0	0	-16.65975481	-0.835324208	Y	7.730793758	0.03417880721	self-energy	sharp_wc_2_b_50	2.719634513	0.02069484187	-2.049481806	1.99014678	1.121712743	1.015937751e-11	0.4631387867	2.077499096e-11	1.120511705	1.31832273e-11	0.4645764023	1.841221235e-11	0.7916487518	0.0002026730641	0.743878754	0.001125111545	a248bdd	2x2_2C_8b_C2v_L	2.752740317	0.9969576485	0.9950663304	0.9969576484094923	sol_cdmft.py	R0:N6:S0:1	1	-0.5814307213	-0.8090830016	0.3200853704	-0.7041344263	-0.6297802025	0.2545314801	-4.658761892e-06	1.243552219e-05	-5.078714889e-06	1.766203269e-05	-5.304695691e-06	1.416566401e-05	-4.784465495e-06	1.662766155e-05	0.04589528623	-0.03320316517	-0.1065025337	0.07804381687	2024-11-20@19:49	0.2892873093	0.003042351487	-0.09070984304	v2.7.1	
