CDMFT_iterations	CDMFT_method	D	D_ave	E0_1	E_kin	GS_consistency	U	U_1_ave	convergence	dist_function	eb1_1	eb1_1_ave	eb2_1	eb2_1_ave	eb3_1	eb3_1_ave	eb4_1	eb4_1_ave	eb5_1	eb5_1_ave	eb6_1	eb6_1_ave	eb7_1	eb7_1_ave	eb8_1	eb8_1_ave	githash	model	mu	mu_1_ave	mu_ave	n_1	script	sector_1	t	t_1_ave	t_ave	tb1_1	tb1_1_ave	tb2_1	tb2_1_ave	tb3_1	tb3_1_ave	tb4_1	tb4_1_ave	tb5_1	tb5_1_ave	tb6_1	tb6_1_ave	tb7_1	tb7_1_ave	tb8_1	tb8_1_ave	time	tp	tp_1_ave	tp_ave	version	
3	Broyden	0	0	-16.0717485	-0.668053241	Y	11.05349917	0.02211591084	self-energy	sharp_wc_2_b_50	0.2631926508	5.91446636e-11	1.318398864	1.125301591e-10	1.297730905	7.735138794e-11	0.3154584712	5.167886305e-10	1.319486964	0.006465037283	-1.727241977	1.99076242	0.6266988038	4.499405451e-07	0.7120915714	7.395569694e-09	a248bdd	2x2_2C_8b_C2v_L	2.876000387	1.000693021	0.9974802878	1.000693020951398	sol_cdmft.py	R0:N6:S0:1	1	-0.4742466341	-0.6353772669	-9.810549175e-06	3.659934831e-05	-1.836738242e-05	5.100267873e-05	-1.119371309e-05	3.383706217e-05	-1.637426773e-05	8.443525002e-05	-0.1237259855	0.2964284466	0.4522098324	-0.3858906706	-0.002528925696	0.001932066925	-0.0003294417002	0.0002477936351	2024-11-20@21:17	0.373684317	0.0003755314048	-0.08744272262	v2.7.1	
3	Broyden	0	0	-16.0717485	-0.668053241	Y	11.05349917	0.02211591084	self-energy	sharp_wc_2_b_50	0.2631926508	5.91446636e-11	1.318398864	1.125301591e-10	1.297730905	7.735138794e-11	0.3154584712	5.167886305e-10	1.319486964	0.006465037283	-1.727241977	1.99076242	0.6266988038	4.499405451e-07	0.7120915714	7.395569694e-09	a248bdd	2x2_2C_8b_C2v_L	2.876000387	1.000693021	0.9974802878	1.000693020951398	sol_cdmft.py	R0:N6:S0:1	1	-0.4742466341	-0.6353772669	-9.810549175e-06	3.659934831e-05	-1.836738242e-05	5.100267873e-05	-1.119371309e-05	3.383706217e-05	-1.637426773e-05	8.443525002e-05	-0.1237259855	0.2964284466	0.4522098324	-0.3858906706	-0.002528925696	0.001932066925	-0.0003294417002	0.0002477936351	2024-11-20@21:17	0.373684317	0.0003755314048	-0.08744272262	v2.7.1	
