-15	0.00022353	0.00054825
-14.965	0.00022598	0.00055673
-14.93	0.00022329	0.00056774
-14.895	0.00021777	0.00058191
-14.86	0.00021402	0.00060038
-14.825	0.0002136	0.00062503
-14.79	0.00021664	0.00065877
-14.755	0.00022339	0.0007048
-14.72	0.00023475	0.00076224
-14.685	0.0002522	0.00081753
-14.65	0.00027637	0.00085062
-14.615	0.0003022	0.00086308
-14.58	0.00031694	0.00087655
-14.545	0.00031844	0.00089051
-14.51	0.00031962	0.00087853
-14.474	0.00032209	0.00084159
-14.439	0.00031338	0.00080656
-14.404	0.00029282	0.0007859
-14.369	0.00027319	0.00077899
-14.334	0.00026095	0.00078259
-14.299	0.00025504	0.00079432
-14.264	0.00025115	0.00081306
-14.229	0.00024619	0.00083867
-14.194	0.00024168	0.00087192
-14.159	0.00023983	0.00091457
-14.124	0.00024135	0.00096968
-14.089	0.0002465	0.0010423
-14.054	0.00025534	0.0011405
-14.019	0.00026598	0.0012771
-13.984	0.00027286	0.0014697
-13.949	0.00027324	0.0017344
-13.914	0.000273	0.0020636
-13.879	0.00027788	0.002415
-13.844	0.00028861	0.0027035
-13.809	0.0002995	0.0028282
-13.774	0.00030006	0.0028351
-13.739	0.00028981	0.0027558
-13.704	0.00027882	0.0025204
-13.669	0.00027285	0.0022165
-13.634	0.00027264	0.001985
-13.599	0.00027739	0.0018648
-13.564	0.00028429	0.0018461
-13.529	0.00028748	0.0019215
-13.493	0.00028475	0.0020996
-13.458	0.00028129	0.0024044
-13.423	0.0002808	0.0028572
-13.388	0.000282	0.0034261
-13.353	0.00028175	0.0040172
-13.318	0.00027988	0.0045014
-13.283	0.0002781	0.0045967
-13.248	0.00027747	0.0041658
-13.213	0.00027892	0.0034878
-13.178	0.00028314	0.0028841
-13.143	0.00029076	0.0024667
-13.108	0.00030274	0.0022145
-13.073	0.00031967	0.0020818
-13.038	0.00033825	0.0020234
-13.003	0.00034763	0.0019859
-12.968	0.00034112	0.0019376
-12.933	0.00032825	0.0019011
-12.898	0.00031883	0.001904
-12.863	0.00031529	0.0019535
-12.828	0.00031715	0.0020369
-12.793	0.00032295	0.002109
-12.758	0.00032909	0.0021265
