w	up_1	down_1	cumul_up_1	cumul_down_1	
-10	0.000881255	0.000847163	0	0
-9.9625	0.000886363	0.000851596	3.32386e-05	3.19349e-05
-9.925	0.000888097	0.00085301	6.65422e-05	6.39227e-05
-9.8875	0.000890944	0.000855277	9.99526e-05	9.59956e-05
-9.85	0.000898764	0.000861826	0.000133656	0.000128314
-9.8125	0.000913328	0.000874333	0.000167906	0.000161102
-9.775	0.000934763	0.000893321	0.00020296	0.000194601
-9.7375	0.000961258	0.000918308	0.000239007	0.000229038
-9.7	0.00098797	0.000946752	0.000276056	0.000264541
-9.6625	0.00100839	0.000973084	0.00031387	0.000301032
-9.625	0.0010204	0.000991598	0.000352135	0.000338217
-9.5875	0.001029	0.00100248	0.000390723	0.000375809
-9.55	0.00104036	0.00101119	0.000429736	0.000413729
-9.5125	0.00105675	0.00102198	0.000469364	0.000452053
-9.475	0.00107748	0.00103639	0.00050977	0.000490918
-9.4375	0.00110281	0.00105624	0.000551125	0.000530527
-9.4	0.0011357	0.00108439	0.000593714	0.000571191
-9.3625	0.00117929	0.00112257	0.000637937	0.000613288
-9.325	0.00123349	0.00116901	0.000684193	0.000657126
-9.2875	0.0012924	0.00121681	0.000732658	0.000702756
-9.25	0.00134512	0.0012569	0.0007831	0.00074989
-9.2125	0.00138372	0.00128656	0.000834989	0.000798136
-9.175	0.00140936	0.0013111	0.00088784	0.000847302
-9.1375	0.00142476	0.00133346	0.000941269	0.000897307
-9.1	0.00142829	0.00134834	0.000994829	0.000947869
-9.0625	0.00142285	0.00135186	0.00104819	0.000998564
-9.025	0.0014193	0.00135058	0.00110141	0.00104921
-8.9875	0.00142661	0.0013542	0.00115491	0.00109999
-8.95	0.00144586	0.00136604	0.00120913	0.00115122
-8.9125	0.00147307	0.00138394	0.00126437	0.00120312
-8.875	0.00150663	0.00140745	0.00132087	0.0012559
-8.8375	0.00155169	0.00144111	0.00137906	0.00130994
-8.8	0.0016167	0.00149141	0.00143968	0.00136587
-8.7625	0.00170923	0.0015641	0.00150378	0.00142452
-8.725	0.00183425	0.00166399	0.00157256	0.00148692
-8.6875	0.00199013	0.00179354	0.00164719	0.00155418
-8.65	0.0021597	0.00194725	0.00172818	0.0016272
-8.6125	0.00230505	0.00210308	0.00181462	0.00170607
-8.575	0.00238341	0.00222022	0.001904	0.00178932
-8.5375	0.00237841	0.00225918	0.00199319	0.00187404
-8.5	0.00231632	0.00222102	0.00208005	0.00195733
-8.4625	0.0022452	0.00215065	0.00216425	0.00203798
-8.425	0.00219673	0.00209205	0.00224662	0.00211643
-8.3875	0.00217332	0.00206044	0.00232812	0.0021937
-8.35	0.00216198	0.00204809	0.0024092	0.0022705
-8.3125	0.00215694	0.0020439	0.00249008	0.00234715
-8.275	0.00216754	0.00204948	0.00257136	0.002424
-8.2375	0.00220706	0.00207621	0.00265413	0.00250186
-8.2	0.00228485	0.00213464	0.00273981	0.00258191
-8.1625	0.00240715	0.00223188	0.00283008	0.00266561
-8.125	0.00257752	0.00237281	0.00292674	0.00275459
-8.0875	0.00279156	0.00255771	0.00303142	0.0028505
-8.05	0.00302823	0.00277465	0.00314498	0.00295455
-8.0125	0.00325453	0.00299599	0.00326702	0.0030669
-7.975	0.00345104	0.00319518	0.00339644	0.00318672
-7.9375	0.00361103	0.00336085	0.00353185	0.00331275
-7.9	0.00370682	0.00347218	0.00367086	0.00344296
-7.8625	0.00371006	0.00349542	0.00380998	0.00357404
-7.825	0.0036384	0.00343032	0.00394642	0.00370267
