w	up_1	down_1	cumul_up_1	cumul_down_1	
-10	0.00131903	0.000304497	0	0
-9.9625	0.00133877	0.000306402	5.02038e-05	1.14901e-05
-9.925	0.00135901	0.000308326	0.000101167	2.30523e-05
-9.8875	0.00137976	0.000310268	0.000152908	3.46873e-05
-9.85	0.00140105	0.000312229	0.000205447	4.63959e-05
-9.8125	0.0014229	0.000314209	0.000258806	5.81787e-05
-9.775	0.00144533	0.000316208	0.000313006	7.00366e-05
-9.7375	0.00146836	0.000318228	0.00036807	8.19701e-05
-9.7	0.00149202	0.000320267	0.00042402	9.39801e-05
-9.6625	0.00151632	0.000322326	0.000480882	0.000106067
-9.625	0.00154131	0.000324406	0.000538681	0.000118233
-9.5875	0.001567	0.000326507	0.000597444	0.000130477
-9.55	0.00159342	0.000328628	0.000657197	0.0001428
-9.5125	0.00162061	0.000330771	0.00071797	0.000155204
-9.475	0.0016486	0.000332936	0.000779792	0.000167689
-9.4375	0.00167743	0.000335122	0.000842696	0.000180256
-9.4	0.00170712	0.000337331	0.000906713	0.000192906
-9.3625	0.00173773	0.000339563	0.000971878	0.00020564
-9.325	0.00176929	0.000341817	0.00103823	0.000218458
-9.2875	0.00180185	0.000344094	0.0011058	0.000231361
-9.25	0.00183546	0.000346395	0.00117463	0.000244351
-9.2125	0.00187016	0.00034872	0.00124476	0.000257428
-9.175	0.00190602	0.000351069	0.00131623	0.000270593
-9.1375	0.00194308	0.000353443	0.0013891	0.000283847
-9.1	0.00198141	0.000355841	0.0014634	0.000297191
-9.0625	0.00202107	0.000358265	0.00153919	0.000310626
-9.025	0.00206215	0.000360714	0.00161652	0.000324153
-8.9875	0.0021047	0.000363189	0.00169545	0.000337773
-8.95	0.00214881	0.000365691	0.00177603	0.000351486
-8.9125	0.00219458	0.000368219	0.00185832	0.000365294
-8.875	0.00224209	0.000370775	0.0019424	0.000379198
-8.8375	0.00229145	0.000373358	0.00202833	0.000393199
-8.8	0.00234276	0.000375969	0.00211619	0.000407298
-8.7625	0.00239614	0.000378609	0.00220604	0.000421496
-8.725	0.00245173	0.000381277	0.00229798	0.000435794
-8.6875	0.00250966	0.000383975	0.00239209	0.000450193
-8.65	0.00257008	0.000386702	0.00248847	0.000464694
-8.6125	0.00263316	0.00038946	0.00258721	0.000479299
-8.575	0.00269907	0.000392248	0.00268843	0.000494008
-8.5375	0.00276803	0.000395067	0.00279223	0.000508823
-8.5	0.00284023	0.000397917	0.00289874	0.000523745
-8.4625	0.00291593	0.0004008	0.00300809	0.000538775
-8.425	0.00299537	0.000403715	0.00312041	0.000553915
-8.3875	0.00307885	0.000406664	0.00323587	0.000569164
-8.35	0.00316669	0.000409646	0.00335462	0.000584526
-8.3125	0.00325925	0.000412662	0.00347684	0.000600001
-8.275	0.00335691	0.000415712	0.00360273	0.00061559
-8.2375	0.00346011	0.000418798	0.00373248	0.000631295
-8.2	0.00356936	0.000421919	0.00386633	0.000647117
-8.1625	0.0036852	0.000425077	0.00400453	0.000663058
-8.125	0.00380825	0.000428272	0.00414734	0.000679118
-8.0875	0.00393922	0.000431504	0.00429506	0.000695299
-8.05	0.00407891	0.000434775	0.00444802	0.000711603
-8.0125	0.00422825	0.000438084	0.00460658	0.000728031
-7.975	0.00438826	0.000441432	0.00477114	0.000744585
-7.9375	0.00456017	0.000444821	0.00494214	0.000761266
-7.9	0.00474536	0.00044825	0.00512009	0.000778075
-7.8625	0.00494547	0.000451721	0.00530555	0.000795015
-7.825	0.00516239	0.000455234	0.00549914	0.000812086
-7.7875	0.00539836	0.000458789	0.00570158	0.000829291
-7.75	0.00565604	0.000462388	0.00591368	0.00084663
-7.7125	0.00593861	0.000466031	0.00613637	0.000864106
-7.675	0.00624988	0.000469719	0.00637074	0.000881721
-7.6375	0.00659449	0.000473453	0.00661804	0.000899475
-7.6	0.00698458	0.000477234	0.00687996	0.000917372
-7.5625	0.00741567	0.000481062	0.00715805	0.000935411
-7.525	0.00790174	0.000484938	0.00745436	0.000953597
-7.4875	0.0084431	0.000488863	0.00777098	0.000971929
-7.45	0.00907408	0.000492838	0.00811126	0.00099041
-7.4125	0.00980399	0.000496864	0.00847891	0.00100904
-7.375	0.0106574	0.000500941	0.00887856	0.00102783
-7.3375	0.011667	0.000505071	0.00931607	0.00104677
-7.3	0.0128773	0.000509255	0.00979897	0.00106587
-7.2625	0.0143496	0.000513493	0.0103371	0.00108512
-7.225	0.0161684	0.000517787	0.0109434	0.00110454
-7.1875	0.0184503	0.000522137	0.0116353	0.00112412
-7.15	0.0213508	0.000526545	0.0124359	0.00114386
