GS_consistency	U	e	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	githash	model	mu	script	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	time	tpd	tpp	tppp	version	
NY	11	2.9573	-0.2261915	-3.3910022	-3.4498875	0.02323725	-3.4501632	0.02454342	0.033885175	-3.152302	a248bdd	2x2_2C_8b_C2v_L	9.67	validity_data_2022.py	-0.19228174	1.0576036	-1.5725891	-0.15105233	1.5726207	0.15129912	-0.19006306	-2.0925156	2024-08-13@13:53	1.9665	1	0.2546	v2.7.1	
NY	11	2.9573	-0.22278611	-3.3776635	-3.4433422	0.023770485	-3.4430525	0.023817446	0.033979546	-3.1451105	a248bdd	2x2_2C_8b_C2v_L	9.66	validity_data_2022.py	-0.19148728	1.0568979	-1.5725843	-0.15181055	1.5725216	0.15181624	-0.19091081	-2.0927948	2024-08-13@13:54	1.9665	1	0.2546	v2.7.1	
NY	11	2.9573	-0.21870566	-3.36609	-3.4323612	0.024864297	-3.4328255	0.025059689	0.034752057	-3.1348274	a248bdd	2x2_2C_8b_C2v_L	9.65	validity_data_2022.py	-0.19146371	1.05536	-1.5709109	-0.15234631	1.570987	0.15233281	-0.19137418	-2.0910704	2024-08-13@13:54	1.9665	1	0.2546	v2.7.1	
NY	11	2.9573	-0.21595951	-3.3486031	-3.4236733	0.026752701	-3.4239733	0.026413456	0.035675475	-3.1269166	a248bdd	2x2_2C_8b_C2v_L	9.64	validity_data_2022.py	-0.19133429	1.0532504	-1.569929	-0.15247666	1.5700058	0.1524856	-0.19140689	-2.090395	2024-08-13@13:55	1.9665	1	0.2546	v2.7.1	
NY	11	2.9573	-0.21001524	-3.3387571	-3.4185546	0.026401291	-3.4167361	0.026777884	0.035806346	-3.1189966	a248bdd	2x2_2C_8b_C2v_L	9.63	validity_data_2022.py	-0.19035048	1.0529761	-1.5698399	-0.15300215	1.5694977	0.15302604	-0.19206043	-2.0898905	2024-08-13@13:56	1.9665	1	0.2546	v2.7.1	
NY	11	2.9573	-0.20787178	-3.3267508	-3.4076993	0.02756153	-3.4080537	0.027717816	0.036289388	-3.110727	a248bdd	2x2_2C_8b_C2v_L	9.62	validity_data_2022.py	-0.19035829	1.0514375	-1.5683498	-0.15351193	1.5684822	0.1535526	-0.1926149	-2.0890412	2024-08-13@13:57	1.9665	1	0.2546	v2.7.1	
NY	11	2.9573	-0.2027811	-3.3109472	-3.40079	0.028571041	-3.4010973	0.028528017	0.036705172	-3.1041227	a248bdd	2x2_2C_8b_C2v_L	9.61	validity_data_2022.py	-0.18959535	1.0499053	-1.5676772	-0.15384946	1.567726	0.15384932	-0.19303597	-2.0885551	2024-08-13@13:57	1.9665	1	0.2546	v2.7.1	
NY	11	2.9573	-0.1983691	-3.2939582	-3.3952776	0.029668678	-3.3937053	0.029698969	0.037052465	-3.0975642	a248bdd	2x2_2C_8b_C2v_L	9.6	validity_data_2022.py	-0.18901873	1.0484864	-1.5675652	-0.1540241	1.5672476	0.15407216	-0.19329128	-2.0883329	2024-08-13@13:58	1.9665	1	0.2546	v2.7.1	
NY	11	2.9573	-0.19475749	-3.2843348	-3.3855699	0.030294145	-3.3871413	0.030226133	0.03760026	-3.0899564	a248bdd	2x2_2C_8b_C2v_L	9.59	validity_data_2022.py	-0.18878264	1.0473885	-1.5662856	-0.15483547	1.5666941	0.15477776	-0.19430499	-2.0878137	2024-08-13@13:59	1.9665	1	0.2546	v2.7.1	
NY	11	2.9573	-0.18883979	-3.2621828	-3.3799048	0.030972552	-3.3788379	0.030997142	0.038076297	-3.0827795	a248bdd	2x2_2C_8b_C2v_L	9.58	validity_data_2022.py	-0.18707316	1.0452452	-1.565813	-0.15531935	1.5655919	0.15532591	-0.19500975	-2.087177	2024-08-13@14:00	1.9665	1	0.2546	v2.7.1	
