model	E_kin	D	U	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	mu	sb1_1	sb2_1	sb3_1	sb4_1	sb5_1	sb6_1	sb7_1	sb8_1	t	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	tp	ave_D	ave_mu	ave_t	ave_tp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_sb1_1	ave_sb2_1	ave_sb3_1	ave_sb4_1	ave_sb5_1	ave_sb6_1	ave_sb7_1	ave_sb8_1	ave_t_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	ave_tb5_1	ave_tb6_1	ave_tb7_1	ave_tb8_1	ave_tp_1	E0_1	sector_1	n_1	githash	version	GS_consistency	iterations	dist_function	convergence	script	time	
2x2_2C_8b_C2v_L	-1.0032547	0	8	0.21996622	0.26672463	0.78460625	0.26418591	0.26420789	0.78475748	0.76956728	0.26493648	1.8	0.00051549697	-0.21178567	0.07225356	0.20145073	-0.20145903	-0.072267651	-4.2669493e-06	-0.22737985	1	-0.18771634	-0.00050581791	0.33250934	-0.1488638	-0.14888089	0.33252625	0.46277712	-6.9998763e-06	-0.3	-0.0054785762	0.90552451	-0.97794448	0.084367461	0.033793611	0.21637895	0.050740823	0.099821483	0.34594028	0.34595749	0.099809679	0.039040163	0.083317141	0.89838229	-0.0010417656	0.39363768	0.033037955	-1.2652067	1.2652239	-0.032984652	1.9758362e-05	0.94222548	-0.5684164	1.6468882	0.0041556618	-1.043453	1.1485547	1.1486274	-1.0434207	-0.40170496	6.4284333e-06	-0.01684884	-9.5212786	R0:S0:1	0.89838229	817c5bc	v2.2.6	Y	26	sharp_wc_2.0_b_50	self-energy/D	sol_cdmft.py	2023-11-26@09:55
2x2_2C_8b_C2v_L	-1.0032547	0	8	0.21996622	0.26672463	0.78460625	0.26418591	0.26420789	0.78475748	0.76956728	0.26493648	1.8	0.00051549697	-0.21178567	0.07225356	0.20145073	-0.20145903	-0.072267651	-4.2669493e-06	-0.22737985	1	-0.18771634	-0.00050581791	0.33250934	-0.1488638	-0.14888089	0.33252625	0.46277712	-6.9998763e-06	-0.3	-0.0054785762	0.90552451	-0.97794448	0.084367461	0.033793611	0.21637895	0.050740823	0.099821483	0.34594028	0.34595749	0.099809679	0.039040163	0.083317141	0.89838229	-0.0010417656	0.39363768	0.033037955	-1.2652067	1.2652239	-0.032984652	1.9758362e-05	0.94222548	-0.5684164	1.6468882	0.0041556618	-1.043453	1.1485547	1.1486274	-1.0434207	-0.40170496	6.4284333e-06	-0.01684884	-9.5212786	R0:S0:1	0.89838229	817c5bc	v2.2.6	Y	26	sharp_wc_2.0_b_50	self-energy/D	sol_cdmft.py	2023-11-26@09:55
