CDMFT_iterations	CDMFT_method	D	D_ave	E0_1	E0_2	E_kin	GS_consistency	U	U_1_ave	convergence	dist_function	e	e_ave	eb1_1	eb1_1_ave	eb2_1	eb2_1_ave	eb3_1	eb3_1_ave	eb4_1	eb4_1_ave	eb5_1	eb5_1_ave	eb6_1	eb6_1_ave	eb7_1	eb7_1_ave	eb8_1	eb8_1_ave	githash	model	mu	mu_1_ave	mu_2_ave	mu_ave	n_1	n_2	sb1_1	sb1_1_ave	sb2_1	sb2_1_ave	sb3_1	sb3_1_ave	sb4_1	sb4_1_ave	sb5_1	sb5_1_ave	sb6_1	sb6_1_ave	sb7_1	sb7_1_ave	sb8_1	sb8_1_ave	script	sector_1	sector_2	tb1_1	tb1_1_ave	tb2_1	tb2_1_ave	tb3_1	tb3_1_ave	tb4_1	tb4_1_ave	tb5_1	tb5_1_ave	tb6_1	tb6_1_ave	tb7_1	tb7_1_ave	tb8_1	tb8_1_ave	time	tpd	tpd_ave	tpp	tpp_2_ave	tpp_ave	tppp	tppp_2_ave	tppp_ave	version	
4	Broyden	0	2.654702751e-07	-76.29543371	-160	-3.07567072	YY	9	0.5594348296	self-energy/D	sharp_wc_2_b_50	0	1.272566803	0.02836508065	0.007777734986	-3.922993517	1.992256482	-3.843058554	1.886461588	-0.03847269328	1.481437839	-3.844121707	1.886447116	-0.03839222447	1.481195695	0.1932802728	1.385179902	-3.378014326	1.585549835	586562c	2x2_2C_8b_C2v_L	10	1.556460363	2	1.767914984	0.9999999997916946	1.0	0.07438997688	-0.06140930362	-0.0001069367512	0.001343575807	0.0001826189457	-0.008153528937	-0.1003442121	2.594369026	-0.0001963408647	0.00822162483	-0.1003603906	2.594832986	0.001616229272	-0.1258965336	-0.0004338134085	-0.03844750491	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	0.001423655945	-0.06989912134	-0.7260537727	0.1086285201	1.117530312	-0.8544637188	0.00176163131	-0.03027324728	-1.117672881	0.854655218	0.001774108992	-0.03053692613	0.2344244452	-2.646692273	-1.477370293	2.384289929	2024-10-21@15:52	1.5	-0.4795870641	1	-3.283583553e-16	-0.1779422689	-1.5	-6.304054559e-17	0.08526713896	v2.7.3	
4	Broyden	0	2.654702751e-07	-76.29543371	-160	-3.07567072	YY	9	0.5594348296	self-energy/D	sharp_wc_2_b_50	0	1.272566803	0.02836508065	0.007777734986	-3.922993517	1.992256482	-3.843058554	1.886461588	-0.03847269328	1.481437839	-3.844121707	1.886447116	-0.03839222447	1.481195695	0.1932802728	1.385179902	-3.378014326	1.585549835	586562c	2x2_2C_8b_C2v_L	10	1.556460363	2	1.767914984	0.9999999997916946	1.0	0.07438997688	-0.06140930362	-0.0001069367512	0.001343575807	0.0001826189457	-0.008153528937	-0.1003442121	2.594369026	-0.0001963408647	0.00822162483	-0.1003603906	2.594832986	0.001616229272	-0.1258965336	-0.0004338134085	-0.03844750491	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	0.001423655945	-0.06989912134	-0.7260537727	0.1086285201	1.117530312	-0.8544637188	0.00176163131	-0.03027324728	-1.117672881	0.854655218	0.001774108992	-0.03053692613	0.2344244452	-2.646692273	-1.477370293	2.384289929	2024-10-21@15:52	1.5	-0.4795870641	1	-3.283583553e-16	-0.1779422689	-1.5	-6.304054559e-17	0.08526713896	v2.7.3	
