model	E_kin	U	e	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	mu	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	tpd	tpp	tppp	ave_e	ave_mu	ave_tpd	ave_tpp	ave_tppp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	ave_tb5_1	ave_tb6_1	ave_tb7_1	ave_tb8_1	var_U_1	var_eb1_1	var_eb2_1	var_eb3_1	var_eb4_1	var_eb5_1	var_eb6_1	var_eb7_1	var_eb8_1	var_mu_1	var_tb1_1	var_tb2_1	var_tb3_1	var_tb4_1	var_tb5_1	var_tb6_1	var_tb7_1	var_tb8_1	E0_1	sector_1	E0_2	sector_2	githash	version	time
2x2_2C_8b_C2v_L	8.3226998	11	3.5474	-0.22707801	-3.2545736	-3.3351367	0.031349434	-3.334575	0.031331959	0.03730805	-3.0626793	10.28	-0.20241532	1.0705456	-1.5960956	-0.15810027	1.5959787	0.1580811	0.19876367	-2.1308605	2.0385	1	0.2119	1.231459	1.6506193	-0.66398714	-0.26323874	0.10633402	0.26777009	0.20000904	1.9245544	1.6756484	0.11435023	1.6755867	0.1142883	0.0035975122	1.3056239	1.2465854	1.6953259	-0.67420874	1.9279079	0.8859136	-1.9280916	-0.88562172	-0.19980497	3.2484717	0.048315219	0.17090305	0.072991304	0.29665039	0.11359307	0.29670111	0.11353581	0.0036019516	0.45039054	0.054911074	5.1178803	1.8924251	3.3740315	4.9797107	3.3741403	4.9796695	3.9230507	1.8418347	-75.415089	R0:N12:S0:1	-53.8608	uncorrelated	b7fd39a	v1.0.3	2022-07-05@13:46
model	E_kin	U	e	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	mu	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	tpd	tpp	tppp	ave_e	ave_mu	ave_tpd	ave_tpp	ave_tppp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	ave_tb5_1	ave_tb6_1	ave_tb7_1	ave_tb8_1	var_U_1	var_eb1_1	var_eb2_1	var_eb3_1	var_eb4_1	var_eb5_1	var_eb6_1	var_eb7_1	var_eb8_1	var_mu_1	var_tb1_1	var_tb2_1	var_tb3_1	var_tb4_1	var_tb5_1	var_tb6_1	var_tb7_1	var_tb8_1	E0_1	sector_1	E0_2	sector_2	githash	version	time
2x2_2C_8b_C2v_L	9.6460084	12.277778	3.3199111	0.75615823	-3.8126725	-4.3595826	1.0664424	-4.3595871	1.1447946	0.95666422	-3.89343	10.28	-7.7034011e-09	1.0586443	-1.5972108	-1.0268048e-07	1.5972114	4.6738709e-09	1.2229216e-07	-2.0574052	1.812	0.88888889	0.18835556	1.2790701	1.6653105	-0.51060972	-0.131059	0.056588916	0.17378259	0	1.9584616	1.849495	0	1.8494951	0	0	1.6592903	1.1708145	2.5614331e-08	-0.61387618	1.4269343	1.9105021e-07	-1.4269339	-8.4718488e-09	-1.0550993e-07	2.3908805	0.035740668	0	0.041787018	0.1459867	0	0.14598663	0	0	0.29098276	0.035555368	5.7306784	2.4569021	3.5669439	4.59945	3.5669438	4.59945	3.8034533	3.2706871	-79.789716	R0:N12:S0:1	-55.680711	uncorrelated	b7fd39a	v1.0.3	2022-07-05@13:46
model	E_kin	U	e	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	mu	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	tpd	tpp	tppp	ave_e	ave_mu	ave_tpd	ave_tpp	ave_tppp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	ave_tb5_1	ave_tb6_1	ave_tb7_1	ave_tb8_1	var_U_1	var_eb1_1	var_eb2_1	var_eb3_1	var_eb4_1	var_eb5_1	var_eb6_1	var_eb7_1	var_eb8_1	var_mu_1	var_tb1_1	var_tb2_1	var_tb3_1	var_tb4_1	var_tb5_1	var_tb6_1	var_tb7_1	var_tb8_1	E0_1	sector_1	E0_2	sector_2	githash	version	time
2x2_2C_8b_C2v_L	8.5521406	12	3.5474	-0.17644076	-3.2648315	-3.4174405	0.034270039	-3.417504	0.03425171	0.040962415	-3.1182311	10.28	0.18896188	1.0741938	-1.6205114	-0.16080734	1.6205206	0.1608007	0.20381056	-2.1596943	2.0385	1	0.2119	1.2384892	1.6401737	-0.6471413	-0.24446532	0.098913618	0.21977044	0.20015719	1.9273468	1.7107845	0.13944141	1.7107876	0.1394436	0.0043268834	1.3816816	1.1965076	-1.6271525	-0.71009872	1.8523016	0.92730454	-1.8522967	-0.92730805	-0.20320666	3.0523952	0.042528585	0.17017674	0.070356628	0.26348114	0.13753143	0.26347837	0.13753332	0.0043409826	0.42504433	0.04955763	5.0013321	2.162715	3.3923572	4.8480239	3.3923549	4.8480232	3.8379457	2.2648659	-74.976489	R0:N12:S0:1	-53.8608	uncorrelated	b7fd39a	v1.0.3	2022-07-05@13:46
model	E_kin	U	e	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	mu	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	tpd	tpp	tppp	ave_e	ave_mu	ave_tpd	ave_tpp	ave_tppp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	ave_tb5_1	ave_tb6_1	ave_tb7_1	ave_tb8_1	var_U_1	var_eb1_1	var_eb2_1	var_eb3_1	var_eb4_1	var_eb5_1	var_eb6_1	var_eb7_1	var_eb8_1	var_mu_1	var_tb1_1	var_tb2_1	var_tb3_1	var_tb4_1	var_tb5_1	var_tb6_1	var_tb7_1	var_tb8_1	E0_1	sector_1	E0_2	sector_2	githash	version	time
2x2_2C_8b_C2v_L	9.0306623	14	3.5474	-0.027138886	-2.9595335	-3.538325	0.05223654	-3.5375569	0.052174734	0.091151692	-3.230092	10.28	-0.12887435	1.0590497	-1.6591112	-0.1637023	1.6589295	0.16366091	-0.2333613	-2.2181748	2.0385	1	0.2119	1.2510974	1.6248418	-0.60629838	-0.21007708	0.085390924	0.15256784	0.11541715	1.9420955	1.7648066	0.19027634	1.7647798	0.19022548	0.0091969262	1.5120108	1.1277979	1.1443291	-0.68441881	1.6925026	0.97177906	-1.6925258	-0.97160786	0.24889496	2.6561151	0.03227686	0.10511348	0.056912059	0.21384988	0.18294892	0.21387268	0.18290364	0.009305287	0.36822314	0.039288943	5.1620523	2.5710489	3.4827595	4.7116144	3.4827891	4.7116413	3.7638153	2.9896576	-73.688823	R0:N12:S0:1	-53.8608	uncorrelated	b7fd39a	v1.0.3	2022-07-05@13:47
model	E_kin	U	e	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	mu	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	tpd	tpp	tppp	ave_e	ave_mu	ave_tpd	ave_tpp	ave_tppp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	ave_tb5_1	ave_tb6_1	ave_tb7_1	ave_tb8_1	var_U_1	var_eb1_1	var_eb2_1	var_eb3_1	var_eb4_1	var_eb5_1	var_eb6_1	var_eb7_1	var_eb8_1	var_mu_1	var_tb1_1	var_tb2_1	var_tb3_1	var_tb4_1	var_tb5_1	var_tb6_1	var_tb7_1	var_tb8_1	E0_1	sector_1	E0_2	sector_2	githash	version	time
2x2_2C_8b_C2v_L	9.2757918	15	3.5474	-0.015914692	-3.0137825	-3.5677159	0.046850908	-3.5672564	0.04682688	0.08151642	-3.221649	10.28	0.12579564	1.0695355	-1.6675783	0.1643892	1.6674762	-0.16435899	0.23108866	-2.220312	2.0385	1	0.2119	1.2562533	1.6232364	-0.58009279	-0.19910446	0.080798095	0.12817971	0.11580134	1.9456323	1.7805539	0.21114241	1.7805147	0.21098141	0.010248273	1.5401233	1.1012506	-1.1035764	-0.68333925	1.6230992	-0.97710423	-1.623251	0.97658824	-0.25257561	2.522076	0.027943005	0.10532395	0.053432345	0.19971478	0.20060149	0.19974869	0.2004749	0.010378369	0.35126798	0.035452152	5.0362788	2.751735	3.547043	4.6955499	3.5472923	4.695378	3.7476548	3.2121484	-73.365748	R0:N12:S0:1	-53.8608	uncorrelated	b7fd39a	v1.0.3	2022-07-05@13:47
model	E_kin	U	e	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	mu	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	tpd	tpp	tppp	ave_e	ave_mu	ave_tpd	ave_tpp	ave_tppp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	ave_tb5_1	ave_tb6_1	ave_tb7_1	ave_tb8_1	var_U_1	var_eb1_1	var_eb2_1	var_eb3_1	var_eb4_1	var_eb5_1	var_eb6_1	var_eb7_1	var_eb8_1	var_mu_1	var_tb1_1	var_tb2_1	var_tb3_1	var_tb4_1	var_tb5_1	var_tb6_1	var_tb7_1	var_tb8_1	E0_1	sector_1	E0_2	sector_2	githash	version	time
