model	E_kin	D	U	e	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	mu	sb1_1	sb2_1	sb3_1	sb4_1	sb5_1	sb6_1	sb7_1	sb8_1	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	tpd	tpp	tppp	ave_D	ave_e	ave_mu	ave_tpd	ave_tpp	ave_tppp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_sb1_1	ave_sb2_1	ave_sb3_1	ave_sb4_1	ave_sb5_1	ave_sb6_1	ave_sb7_1	ave_sb8_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	ave_tb5_1	ave_tb6_1	ave_tb7_1	ave_tb8_1	ave_e_2	ave_mu_2	ave_tpp_2	ave_tppp_2	E0_1	sector_1	n_1	E0_2	sector_2	n_2	githash	version	GS_consistency	iterations	dist_function	convergence	script	time	
2x2_2C_8b_C2v_L	6.5909397	0	14	2.5348	-0.23927114	-5.0362294	-5.3260241	-0.22585462	-5.3240564	-0.22543414	0.20958158	-4.5495984	10.3	-5.3383275e-06	1.8506602e-05	2.2168497e-05	-0.00010234476	2.1813513e-05	-9.1465834e-05	-0.19262732	-5.4244835e-07	-0.17809422	-1.2760526	1.8927299	0.17997161	-1.8924847	-0.17980805	-1.3393219e-05	-2.4028823	2.0711	1	0.2056	4.9824776e-07	1.2885472	1.665616	-0.46930204	-0.10684713	0.046639771	0.14076917	1.9978026	1.965057	1.8822393	1.9957797	1.8822422	1.9957875	0.0057012137	1.7338283	1.1382411	3.2455048e-05	-2.8309707e-05	8.3614301e-05	0.00058974492	8.6668598e-05	0.00055262341	0.31118216	8.3553403e-06	0.14858122	0.59255018	-1.284269	-0.2421072	1.2841882	0.24187132	1.3567718e-05	2.1264167	2	2	0	0	-89.120873	R0:S0:1	1.1382411	-124.2432	uncorrelated	2	8eae08f	v2.2.3	YY	3	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-20@13:22
2x2_2C_8b_C2v_L	6.5918282	0	14	2.5348	-0.25787691	-5.0938825	-5.3651518	-0.24424221	-5.3642581	-0.24459995	0.22722801	-4.5707648	10.31	-1.0665246e-05	1.2820384e-05	5.7678609e-06	-2.2726195e-05	-9.8478126e-06	2.7797414e-05	-0.19547704	-1.2013165e-05	-0.18078666	-1.2803207	1.8966181	0.18274989	-1.896423	-0.18286648	-1.5923339e-05	-2.4048323	2.0711	1	0.2056	1.6281122e-06	1.2885612	1.6656739	-0.46919039	-0.10681491	0.0466258	0.14067833	1.9977427	1.9651325	1.882457	1.9956659	1.8824806	1.9956619	0.0058504641	1.7341052	1.1381511	5.755299e-05	-2.6708529e-05	-8.7983973e-06	7.2952198e-05	1.2623469e-05	-9.6536069e-05	0.31522994	1.5894367e-05	0.15060866	0.59197858	-1.283177	-0.24537226	1.2829746	0.24547078	1.521008e-05	2.1253126	2	2	0	0	-89.597175	R0:S0:1	1.1381511	-124.4032	uncorrelated	2	8eae08f	v2.2.3	YY	6	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-20@13:32
2x2_2C_8b_C2v_L	6.5926719	0	14	2.5348	-0.27921059	-5.1634442	-5.3971505	-0.26374623	-5.4025531	-0.26471761	0.24658362	-4.5939219	10.32	-4.7698393e-05	3.9718875e-05	-1.647138e-06	-2.3546699e-05	-1.7104567e-05	1.4241674e-05	-0.1986107	-1.2811352e-06	-0.18410699	-1.2855638	1.8992589	0.18553716	-1.9000338	-0.18580735	-1.184528e-05	-2.4071896	2.0711	1	0.2056	6.7848031e-07	1.2885746	1.6657276	-0.46908517	-0.10678283	0.046612119	0.14058658	1.9976687	1.9652317	1.8827002	1.9955539	1.8826616	1.9955394	0.006013723	1.7344165	1.1380604	0.00027130877	-5.2243588e-05	2.1388709e-05	9.7715182e-05	3.8929133e-05	-2.3917261e-05	0.31960081	2.1069433e-06	0.15307825	0.59121135	-1.2817706	-0.2485106	1.282224	0.24896334	2.1006355e-05	2.1240866	2	2	0	0	-90.092509	R0:S0:1	1.1380604	-124.5632	uncorrelated	2	8eae08f	v2.2.3	YY	7	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-20@13:44
2x2_2C_8b_C2v_L	6.5935038	0	14	2.5348	-0.29953522	-5.2252367	-5.437034	-0.28465378	-5.4403525	-0.28518481	0.26638337	-4.6169345	10.33	-1.3228124e-05	3.0809285e-06	1.2594727e-05	-1.7459977e-05	6.6582103e-06	-9.8794837e-06	-0.20179276	-1.5454084e-05	-0.18700275	-1.2900623	1.9030404	0.18865175	-1.9035217	-0.18881783	-2.1871732e-05	-2.4094576	2.0711	1	0.2056	5.8202489e-07	1.2885878	1.6657821	-0.46898064	-0.1067526	0.046599112	0.14049088	1.9976039	1.9653213	1.8829292	1.9954253	1.882903	1.9954161	0.0061810411	1.7347223	1.137965	7.4008619e-05	-6.8035567e-06	-1.0441219e-05	6.849122e-05	-5.9552252e-06	4.5829226e-05	0.32402182	8.9232977e-06	0.15520819	0.59051183	-1.2806533	-0.25211093	1.2809514	0.25239636	2.6438948e-05	2.1228979	2	2	0	0	-90.588484	R0:S0:1	1.137965	-124.7232	uncorrelated	2	8eae08f	v2.2.3	YY	7	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-20@13:56
2x2_2C_8b_C2v_L	6.594141	0	14	2.5348	-0.31792244	-5.2753368	-5.470207	-0.30348253	-5.47259	-0.30387341	0.28346764	-4.6346812	10.34	1.224532e-05	-1.3728055e-05	-4.5561582e-06	1.2060036e-05	-2.763784e-05	3.2187348e-05	-0.20396465	-1.7761486e-06	-0.18929869	-1.2934947	1.9059204	0.19115285	-1.9062431	-0.19131124	-5.9254676e-06	-2.4107269	2.0711	1	0.2056	1.6727461e-07	1.2885979	1.6658211	-0.46890112	-0.10672854	0.046588612	0.14041683	1.9975517	1.9653886	1.8831132	1.9953212	1.8831009	1.9953128	0.0062950456	1.7349373	1.1378923	-6.3791126e-05	1.7058198e-05	6.6801283e-06	-5.48895e-05	2.4065256e-05	-0.00011911963	0.32699399	-3.5083708e-08	0.15690434	0.59000276	-1.2797477	-0.25498522	1.2799136	0.25523439	3.5648785e-06	2.1220216	2	2	0	0	-91.01213	R0:S0:1	1.1378923	-124.8832	uncorrelated	2	8eae08f	v2.2.3	YY	6	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-20@14:06
2x2_2C_8b_C2v_L	6.5947721	0	14	2.5348	-0.33653326	-5.3261825	-5.50352	-0.32237729	-5.50448	-0.32267687	0.30105754	-4.6537916	10.35	3.6755345e-05	-2.9306762e-05	-1.0804874e-05	2.2345125e-05	2.8073482e-05	-4.2001085e-05	-0.20627561	1.4910997e-05	-0.19161674	-1.2969493	1.9088358	0.19364021	-1.9089262	-0.1937254	3.3791874e-05	-2.4122876	2.0711	1	0.2056	-1.3569801e-06	1.2886079	1.6658616	-0.46882202	-0.10670532	0.046578593	0.14034295	1.9974991	1.9654614	1.8832899	1.9952169	1.8832992	1.9952132	0.0064170754	1.7351612	1.137819	-0.0001881117	4.3642455e-05	6.9196629e-06	-6.1409669e-05	-2.8415478e-05	0.00013180249	0.33015041	-1.4292864e-05	0.15859653	0.58943393	-1.2788978	-0.25783895	1.2788519	0.25794018	-3.814464e-05	2.121139	2	2	0	0	-91.440701	R0:S0:1	1.137819	-125.0432	uncorrelated	2	8eae08f	v2.2.3	YY	6	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-20@14:15
2x2_2C_8b_C2v_L	6.5952809	0	14	2.5348	-0.35430903	-5.3690832	-5.5363005	-0.34061814	-5.5313835	-0.33983125	0.3191796	-4.6740765	10.36	-4.6716903e-06	-9.3236752e-06	-7.5086418e-07	-1.5915558e-05	7.3717513e-06	-5.0643197e-06	-0.20881275	-4.6801425e-08	-0.19362078	-1.2996092	1.9117026	0.1958695	-1.911019	-0.19562501	-2.1059334e-07	-2.4140418	2.0711	1	0.2056	-3.9164248e-08	1.2886159	1.6658972	-0.46875745	-0.10668802	0.046571209	0.14027823	1.997454	1.9655306	1.8834409	1.9951223	1.8834688	1.9951359	0.006553329	1.7353876	1.1377533	2.6022066e-05	1.481571e-05	3.1866004e-06	5.5155229e-05	1.935483e-06	2.8607254e-05	0.33364746	-6.0827394e-06	0.16002767	0.58886778	-1.2782344	-0.260414	1.2778795	0.26000823	2.2782311e-06	2.120298	2	2	0	0	-91.838008	R0:S0:1	1.1377533	-125.2032	uncorrelated	2	8eae08f	v2.2.3	YY	6	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-20@14:25
2x2_2C_8b_C2v_L	6.595732	0	14	2.5348	-0.37161341	-5.4134902	-5.5583811	-0.35695867	-5.5602714	-0.35789927	0.33504915	-4.6898611	10.37	-1.1834187e-05	-6.6583856e-08	2.4685793e-05	-3.4804357e-05	-9.5168331e-06	2.1584754e-05	-0.21051835	-2.0371675e-05	-0.19554142	-1.3024837	1.9130655	0.19752746	-1.913247	-0.19777025	-5.0076679e-05	-2.4149465	2.0711	1	0.2056	1.0941762e-06	1.2886232	1.6659233	-0.4687017	-0.10667002	0.046563428	0.14022228	1.9974095	1.9655896	1.8835893	1.9950548	1.8836014	1.995044	0.0066437539	1.7355599	1.1376988	6.1904606e-05	-3.7923826e-06	-2.7123658e-05	9.951565e-05	3.746096e-06	-5.930097e-05	0.33593856	1.2870435e-05	0.16143247	0.58841904	-1.2773558	-0.26219878	1.2773188	0.26249142	5.1773049e-05	2.1195888	2	2	0	0	-92.207375	R0:S0:1	1.1376988	-125.3632	uncorrelated	2	8eae08f	v2.2.3	YY	6	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-20@14:34
2x2_2C_8b_C2v_L	6.5961746	0	14	2.5348	-0.38765453	-5.4490579	-5.5882609	-0.37504485	-5.58808	-0.37487742	0.35150032	-4.707338	10.38	2.1139617e-05	-9.4907052e-07	-9.8545297e-06	3.4045952e-06	2.5947336e-05	-1.7723104e-05	-0.21241431	4.1034704e-07	-0.19701971	-1.3046077	1.9154545	0.19968083	-1.9154329	-0.1996675	1.1273779e-05	-2.4162194	2.0711	1	0.2056	2.9610295e-07	1.2886301	1.6659533	-0.46864566	-0.10665476	0.046556829	0.14016548	1.9973761	1.9656385	1.8837533	1.9949638	1.883753	1.9949642	0.0067455263	1.7357303	1.1376416	-0.00010548805	-4.0221583e-06	-5.2961357e-07	-1.0055781e-05	-2.4024791e-05	5.2267622e-05	0.33850738	8.4806109e-06	0.16247864	0.58802466	-1.2765316	-0.26461962	1.2765288	0.26460788	-1.6264432e-05	2.1189401	2	2	0	0	-92.575413	R0:S0:1	1.1376416	-125.5232	uncorrelated	2	8eae08f	v2.2.3	YY	6	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-20@14:44
2x2_2C_8b_C2v_L	6.5965742	0	14	2.5348	-0.40483035	-5.4917029	-5.6081859	-0.38987331	-5.6138884	-0.39148647	0.36745942	-4.7238824	10.39	-2.4644195e-05	1.1287654e-05	5.6312282e-06	-1.2528535e-05	5.0523597e-06	-3.195218e-06	-0.21418871	3.640559e-06	-0.19888851	-1.3072732	1.9166266	0.20088235	-1.9173346	-0.20138705	2.0316603e-05	-2.4172757	2.0711	1	0.2056	-3.1354151e-08	1.2886365	1.6659776	-0.46859605	-0.10663916	0.046550173	0.14011599	1.9973327	1.965699	1.8838709	1.9949154	1.8838573	1.9948899	0.0068410753	1.7359045	1.1375928	0.0001116289	-1.3115685e-05	-6.4809938e-06	3.8416879e-05	-4.3508219e-06	1.2661958e-05	0.34089754	-5.5567656e-06	0.16382856	0.58754962	-1.2758237	-0.2658762	1.2761008	0.26658517	-1.6771776e-05	2.1182485	2	2	0	0	-92.925939	R0:S0:1	1.1375928	-125.6832	uncorrelated	2	8eae08f	v2.2.3	YY	6	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-20@14:54
