GS_consistency	U	e	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	githash	model	mu	script	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	time	tpd	tpp	tppp	version	
NY	11	1.9906	-0.33513589	-4.4553834	-4.5002818	-0.26661803	-3.8591599	5.3148589	-0.032799264	-3.8100241	a248bdd	2x2_2C_8b_C2v_L	9.68	validity_data_2022.py	0.1881596	1.1686693	-1.6838881	-0.19646347	1.6051031	-0.00054769543	0.14209583	-2.1537866	2024-08-14@13:47	2.0219	1	0.2194	v2.7.1	
NY	11	1.9906	-0.34389156	-4.4759602	-4.512116	-0.27002696	-3.8747531	5.3824517	-0.029321396	-3.8129341	a248bdd	2x2_2C_8b_C2v_L	9.69	validity_data_2022.py	0.18876487	1.1700253	-1.6851802	-0.19546409	1.6068973	-0.00022206654	0.13876875	-2.1539708	2024-08-14@13:48	2.0219	1	0.2194	v2.7.1	
NY	11	1.9906	-0.34974707	-4.4957083	-4.5231607	-0.27175516	-3.8865275	5.5017806	-0.027602251	-3.8168772	a248bdd	2x2_2C_8b_C2v_L	9.7	validity_data_2022.py	0.18928718	1.171337	-1.6861803	-0.19472403	1.6080369	-0.00022819325	0.13659492	-2.1538545	2024-08-14@13:49	2.0219	1	0.2194	v2.7.1	
NY	11	1.9906	-0.35651092	-4.5153903	-4.5327813	-0.27241739	-3.9040692	5.8453109	-0.024508843	-3.8240013	a248bdd	2x2_2C_8b_C2v_L	9.71	validity_data_2022.py	0.18933268	1.1728811	-1.6874161	-0.19293926	1.610178	-0.0002374168	0.1338675	-2.1549794	2024-08-14@13:49	2.0219	1	0.2194	v2.7.1	
NY	11	1.9906	-0.36252708	-4.5350403	-4.5451405	-0.27163318	-3.9231502	6.37539	-0.023924767	-3.8360125	a248bdd	2x2_2C_8b_C2v_L	9.72	validity_data_2022.py	0.18945599	1.1744338	-1.6892513	-0.19095642	1.6127055	9.1697333e-06	0.13189517	-2.1567466	2024-08-14@13:50	2.0219	1	0.2194	v2.7.1	
NY	11	1.9906	-0.36655173	-4.5488961	-4.5590027	-0.26999648	-3.9464456	7.2586417	-0.025695866	-3.8560011	a248bdd	2x2_2C_8b_C2v_L	9.73	validity_data_2022.py	0.18889365	1.1755939	-1.6916181	-0.18839482	1.6160186	-0.0005100046	0.13063305	-2.1599697	2024-08-14@13:50	2.0219	1	0.2194	v2.7.1	
NY	11	1.9906	-0.37059211	-4.5605198	-4.5728331	-0.26693938	-3.9695216	8.6034441	-0.025392483	-3.8738193	a248bdd	2x2_2C_8b_C2v_L	9.74	validity_data_2022.py	0.18781599	1.1767827	-1.6940994	-0.18551883	1.6191223	0.0012713277	0.12889448	-2.1631532	2024-08-14@13:51	2.0219	1	0.2194	v2.7.1	
NY	11	1.9906	-0.37360571	-4.5775975	-4.5873793	-0.26247442	-3.9956306	10.480939	-0.031325857	-3.9031441	a248bdd	2x2_2C_8b_C2v_L	9.75	validity_data_2022.py	0.18696053	1.1784764	-1.6968618	-0.18227146	1.6229651	0.00039752178	0.1291528	-2.1678521	2024-08-14@13:51	2.0219	1	0.2194	v2.7.1	
NY	11	1.9906	-0.37575637	-4.5921281	-4.6075794	-0.25353465	-4.0313162	12.961394	-0.041370721	-3.9491612	a248bdd	2x2_2C_8b_C2v_L	9.76	validity_data_2022.py	0.18479916	1.1805108	-1.7014923	-0.17695065	1.6285058	0.00034688415	0.13101055	-2.1762575	2024-08-14@13:52	2.0219	1	0.2194	v2.7.1	
YY	11	1.9906	23.955328	-3.3177578	-4.1883483	20.37647	-4.1883544	36.602526	21.975837	-3.9369906	a248bdd	2x2_2C_8b_C2v_L	9.67	validity_data_2022.py	6.5559755e-06	1.0753495	-1.6718169	-3.2062877e-06	1.671818	-2.4341547e-05	2.2820249e-06	-2.2041841	2024-08-14@13:52	2.0219	1	0.2194	v2.7.1	
YY	11	1.9906	25.749728	-3.2979705	-4.1728765	22.678655	-4.1728561	38.034868	19.939644	-3.9247695	a248bdd	2x2_2C_8b_C2v_L	9.66	validity_data_2022.py	-8.0282967e-05	1.0736756	-1.6705727	-2.7493976e-05	1.6705825	3.3133159e-05	0.00010130715	-2.2034223	2024-08-14@13:53	2.0219	1	0.2194	v2.7.1	
YY	11	1.9906	25.676953	-3.2766861	-4.1564731	22.794413	-4.1564817	38.119099	19.800153	-3.9121361	a248bdd	2x2_2C_8b_C2v_L	9.65	validity_data_2022.py	1.1746074e-06	1.0717899	-1.6691689	-1.2900806e-06	1.6691701	1.4960152e-06	1.6790311e-08	-2.2025568	2024-08-14@13:53	2.0219	1	0.2194	v2.7.1	
YY	11	1.9906	24.493859	-3.2558833	-4.1403662	24.939879	-4.1403523	37.643895	19.282381	-3.8995984	a248bdd	2x2_2C_8b_C2v_L	9.64	validity_data_2022.py	-5.7583199e-07	1.0699583	-1.6678038	1.3162396e-07	1.6678018	-1.776596e-06	6.2717099e-07	-2.2017079	2024-08-14@13:53	2.0219	1	0.2194	v2.7.1	
YY	11	1.9906	23.199336	-3.2349788	-4.1241641	29.19703	-4.1241693	37.020551	19.208086	-3.8870152	a248bdd	2x2_2C_8b_C2v_L	9.63	validity_data_2022.py	1.2194431e-06	1.0681022	-1.6664153	6.4149014e-07	1.666416	8.6091399e-07	3.4399804e-07	-2.2008423	2024-08-14@13:54	2.0219	1	0.2194	v2.7.1	
YY	11	1.9906	21.470846	-3.2138978	-4.1078531	35.45081	-4.1078549	36.355484	19.125261	-3.8743592	a248bdd	2x2_2C_8b_C2v_L	9.62	validity_data_2022.py	4.8920329e-07	1.0662112	-1.6649996	-1.3248789e-06	1.6649998	-1.8698405e-06	-1.1051209e-06	-2.1999532	2024-08-14@13:54	2.0219	1	0.2194	v2.7.1	
YY	11	1.9906	19.568339	-3.1926567	-4.091434	43.726909	-4.0914334	35.686755	19.376294	-3.8616382	a248bdd	2x2_2C_8b_C2v_L	9.61	validity_data_2022.py	-3.1714848e-07	1.064287	-1.663557	-8.3012791e-08	1.6635569	-1.8233783e-06	-3.5039738e-07	-2.1990422	2024-08-14@13:54	2.0219	1	0.2194	v2.7.1	
YY	11	1.9906	17.403216	-3.1712601	-4.0749098	54.017202	-4.0749071	35.102073	19.836217	-3.848853	a248bdd	2x2_2C_8b_C2v_L	9.6	validity_data_2022.py	3.1419982e-07	1.0623299	-1.6620879	1.3419119e-06	1.6620875	1.7971179e-09	2.4528273e-07	-2.1981093	2024-08-14@13:55	2.0219	1	0.2194	v2.7.1	
YY	11	1.9906	15.052491	-3.149698	-4.0582742	66.302297	-4.0582758	34.591878	20.620017	-3.8360028	a248bdd	2x2_2C_8b_C2v_L	9.59	validity_data_2022.py	2.5992025e-07	1.0603383	-1.660591	-1.9605378e-06	1.6605913	1.8326705e-06	5.684826e-07	-2.1971543	2024-08-14@13:55	2.0219	1	0.2194	v2.7.1	
YY	11	1.9906	12.55506	-3.1279679	-4.0415309	80.619333	-4.0415316	34.171005	21.735109	-3.8230862	a248bdd	2x2_2C_8b_C2v_L	9.58	validity_data_2022.py	2.2841718e-07	1.0583114	-1.6590666	3.9735351e-07	1.6590667	1.2651204e-07	-1.1093925e-07	-2.1961766	2024-08-14@13:56	2.0219	1	0.2194	v2.7.1	
YY	11	1.9906	9.8943683	-3.1060666	-4.0246781	96.978203	-4.0246767	33.854113	23.21457	-3.8101033	a248bdd	2x2_2C_8b_C2v_L	9.57	validity_data_2022.py	-2.2124713e-07	1.0562483	-1.6575142	-2.8643897e-08	1.6575139	-1.1883751e-06	1.1858154e-06	-2.195176	2024-08-14@13:56	2.0219	1	0.2194	v2.7.1	
YY	11	1.9906	7.0652991	-3.0839911	-4.0077122	115.40861	-4.0077118	33.672066	25.109196	-3.7970533	a248bdd	2x2_2C_8b_C2v_L	9.56	validity_data_2022.py	7.7766559e-08	1.0541484	-1.6559329	-3.6392411e-06	1.6559328	1.1793399e-06	3.103201e-07	-2.1941522	2024-08-14@13:56	2.0219	1	0.2194	v2.7.1	
YY	11	1.9906	4.1024563	-3.0617354	-3.9906339	135.93308	-3.9906344	33.644407	27.464778	-3.7839349	a248bdd	2x2_2C_8b_C2v_L	9.55	validity_data_2022.py	-7.7731747e-08	1.0520103	-1.6543227	1.1187423e-06	1.6543227	2.1218873e-06	3.4880667e-07	-2.1931046	2024-08-14@13:57	2.0219	1	0.2194	v2.7.1	
YY	11	1.9906	1.0478837	-3.0392922	-3.9734422	158.55082	-3.9734438	33.81817	30.272289	-3.7707495	a248bdd	2x2_2C_8b_C2v_L	9.54	validity_data_2022.py	-3.3574207e-08	1.0498324	-1.652683	5.7330578e-07	1.6526833	4.8782103e-07	-4.3750046e-07	-2.1920335	2024-08-14@13:57	2.0219	1	0.2194	v2.7.1	
