w	up_1	up_2	up_3	cumul_up_1	cumul_up_2	cumul_up_3	
-30	5.44122e-05	5.83223e-05	5.83223e-05	0	0	0
-29.975	5.45431e-05	5.84506e-05	5.84506e-05	1.36358e-06	1.46126e-06	1.46126e-06
-29.95	5.4675e-05	5.85793e-05	5.85793e-05	2.73045e-06	2.92575e-06	2.92575e-06
-29.925	5.4808e-05	5.87084e-05	5.87084e-05	4.10065e-06	4.39346e-06	4.39346e-06
-29.9	5.49421e-05	5.8838e-05	5.8838e-05	5.4742e-06	5.86441e-06	5.86441e-06
-29.875	5.50768e-05	5.8968e-05	5.8968e-05	6.85112e-06	7.33861e-06	7.33861e-06
-29.85	5.52116e-05	5.90985e-05	5.90985e-05	8.23141e-06	8.81607e-06	8.81607e-06
-29.825	5.53454e-05	5.92294e-05	5.92294e-05	9.61505e-06	1.02968e-05	1.02968e-05
-29.8	5.54783e-05	5.93607e-05	5.93607e-05	1.1002e-05	1.17808e-05	1.17808e-05
-29.775	5.56112e-05	5.94924e-05	5.94924e-05	1.23923e-05	1.32681e-05	1.32681e-05
-29.75	5.57447e-05	5.96246e-05	5.96246e-05	1.37859e-05	1.47587e-05	1.47587e-05
-29.725	5.58794e-05	5.97572e-05	5.97572e-05	1.51829e-05	1.62527e-05	1.62527e-05
-29.7	5.60152e-05	5.98903e-05	5.98903e-05	1.65833e-05	1.77499e-05	1.77499e-05
-29.675	5.6152e-05	6.00239e-05	6.00239e-05	1.79871e-05	1.92505e-05	1.92505e-05
-29.65	5.62897e-05	6.01579e-05	6.01579e-05	1.93943e-05	2.07545e-05	2.07545e-05
-29.625	5.6428e-05	6.02924e-05	6.02924e-05	2.0805e-05	2.22618e-05	2.22618e-05
-29.6	5.65664e-05	6.04273e-05	6.04273e-05	2.22192e-05	2.37725e-05	2.37725e-05
-29.575	5.67048e-05	6.05627e-05	6.05627e-05	2.36368e-05	2.52865e-05	2.52865e-05
-29.55	5.68436e-05	6.06985e-05	6.06985e-05	2.50579e-05	2.6804e-05	2.6804e-05
-29.525	5.6983e-05	6.08349e-05	6.08349e-05	2.64825e-05	2.83249e-05	2.83249e-05
-29.5	5.71232e-05	6.09717e-05	6.09717e-05	2.79105e-05	2.98492e-05	2.98492e-05
-29.475	5.72641e-05	6.11089e-05	6.11089e-05	2.93421e-05	3.13769e-05	3.13769e-05
-29.45	5.74058e-05	6.12467e-05	6.12467e-05	3.07773e-05	3.29081e-05	3.29081e-05
-29.425	5.75483e-05	6.13849e-05	6.13849e-05	3.2216e-05	3.44427e-05	3.44427e-05
-29.4	5.76914e-05	6.15236e-05	6.15236e-05	3.36583e-05	3.59808e-05	3.59808e-05
-29.375	5.78352e-05	6.16627e-05	6.16627e-05	3.51042e-05	3.75223e-05	3.75223e-05
-29.35	5.79796e-05	6.18024e-05	6.18024e-05	3.65536e-05	3.90674e-05	3.90674e-05
