w	up_1	down_1	cumul_up_1	cumul_down_1	
-15	0.000249204	0.000240985	0	0
-14.965	0.000250577	0.000242294	8.77898e-06	8.48879e-06
-14.9299	0.000251962	0.000243613	1.76065e-05	1.70238e-05
-14.8949	0.00025336	0.00024494	2.64829e-05	2.56052e-05
-14.8599	0.000254769	0.000246274	3.54088e-05	3.42335e-05
-14.8248	0.000256191	0.000247619	4.43845e-05	4.29088e-05
-14.7898	0.000257628	0.000248974	5.34105e-05	5.16316e-05
-14.7548	0.00025908	0.000250342	6.24873e-05	6.04024e-05
-14.7197	0.000260549	0.000251724	7.16157e-05	6.92215e-05
-14.6847	0.000262034	0.000253121	8.0796e-05	7.80896e-05
-14.6496	0.000263536	0.000254532	9.0029e-05	8.70072e-05
-14.6146	0.000265057	0.000255959	9.93153e-05	9.59747e-05
-14.5796	0.000266598	0.000257401	0.000108656	0.000104993
-14.5445	0.000268159	0.000258857	0.000118051	0.000114062
-14.5095	0.000269742	0.000260326	0.000127501	0.000123182
-14.4745	0.000271344	0.000261808	0.000137008	0.000132355
-14.4394	0.000272961	0.000263304	0.000146571	0.00014158
-14.4044	0.000274583	0.000264815	0.000156191	0.000150857
-14.3694	0.000276203	0.000266344	0.000165868	0.000160189
-14.3343	0.00027782	0.000267891	0.000175601	0.000169574
-14.2993	0.000279441	0.000269457	0.000185391	0.000179015
-14.2643	0.000281071	0.000271037	0.000195239	0.000188511
-14.2292	0.000282717	0.000272626	0.000205144	0.000198062
-14.1942	0.000284383	0.000274217	0.000215107	0.000207669
-14.1592	0.000286072	0.000275811	0.000225129	0.000217332
-14.1241	0.000287787	0.000277415	0.000235212	0.000227052
-14.0891	0.000289527	0.000279037	0.000245356	0.000236828
-14.0541	0.000291294	0.000280681	0.000255561	0.000246661
-14.019	0.000293088	0.000282348	0.000265829	0.000256553
-13.984	0.00029491	0.000284036	0.000276162	0.000266505
-13.9489	0.00029676	0.00028574	0.000286559	0.000276516
-13.9139	0.000298638	0.000287455	0.000297021	0.000286587
-13.8789	0.000300541	0.000289183	0.000307551	0.000296718
-13.8438	0.000302473	0.000290931	0.000318148	0.000306911
-13.8088	0.000304434	0.000292704	0.000328814	0.000317166
-13.7738	0.000306417	0.000294505	0.000339549	0.000327484
-13.7387	0.000308405	0.000296336	0.000350354	0.000337866
-13.7037	0.000310383	0.000298196	0.000361229	0.000348313
-13.6687	0.000312345	0.000300082	0.000372172	0.000358827
-13.6336	0.000314293	0.000301991	0.000383183	0.000369407
-13.5986	0.000316243	0.000303922	0.000394262	0.000380055
-13.5636	0.000318219	0.000305872	0.000405411	0.000390771
-13.5285	0.000320231	0.000307834	0.000416631	0.000401556
-13.4935	0.000322287	0.000309801	0.000427922	0.00041241
-13.4585	0.000324389	0.00031177	0.000439287	0.000423333
-13.4234	0.00032654	0.000313739	0.000450727	0.000434325
-13.3884	0.000328741	0.000315704	0.000462245	0.000445385
-13.3534	0.000330987	0.00031767	0.000473841	0.000456515
-13.3183	0.000333272	0.00031965	0.000485517	0.000467714
-13.2833	0.000335596	0.000321664	0.000497275	0.000478983
-13.2482	0.000337953	0.000323721	0.000509115	0.000490325
-13.2132	0.000340322	0.000325826	0.000521038	0.00050174
-13.1782	0.000342667	0.000327981	0.000533043	0.000513231
-13.1431	0.000344987	0.000330184	0.00054513	0.000524799
-13.1081	0.000347318	0.000332432	0.000557298	0.000536446
-13.0731	0.000349703	0.00033472	0.00056955	0.000548173
-13.038	0.000352153	0.000337047	0.000581888	0.000559981
-13.003	0.000354643	0.000339425	0.000594313	0.000571873
-12.968	0.000357134	0.000341869	0.000606825	0.00058385
-12.9329	0.000359619	0.000344382	0.000619424	0.000595916
-12.8979	0.000362134	0.000346936	0.000632112	0.000608071
-12.8629	0.000364721	0.000349461	0.00064489	0.000620314
-12.8278	0.000367404	0.00035188	0.000657762	0.000632642
-12.7928	0.000370174	0.000354173	0.000670731	0.000645051
-12.7578	0.000372993	0.000356399	0.000683799	0.000657537
-12.7227	0.0003758	0.000358645	0.000696965	0.000670102
-12.6877	0.000378522	0.000360967	0.000710226	0.000682749
-12.6527	0.000381119	0.000363387	0.000723579	0.00069548
-12.6176	0.000383637	0.000365908	0.00073702	0.0007083
-12.5826	0.000386173	0.000368528	0.000750549	0.000721211
-12.5475	0.000388796	0.000371238	0.000764171	0.000734217
-12.5125	0.000391537	0.000374021	0.000777888	0.000747321
-12.4775	0.000394405	0.000376859	0.000791706	0.000760524
-12.4424	0.000397402	0.000379751	0.000805629	0.000773829
-12.4074	0.000400535	0.0003827	0.000819662	0.000787237
-12.3724	0.000403815	0.000385681	0.00083381	0.000800749
-12.3373	0.000407256	0.000388621	0.000848078	0.000814365
-12.3023	0.000410859	0.000391463	0.000862472	0.000828079
-12.2673	0.000414594	0.000394242	0.000876998	0.000841892
-12.2322	0.000418387	0.000397056	0.000891656	0.000855803
-12.1972	0.000422147	0.000399986	0.000906446	0.000869816
-12.1622	0.0004258	0.000403067	0.000921364	0.000883938
-12.1271	0.000429302	0.000406287	0.000936404	0.000898172
-12.0921	0.000432613	0.000409606	0.000951561	0.000912522
-12.0571	0.000435705	0.000412968	0.000966826	0.000926991
-12.022	0.000438637	0.000416331	0.000982193	0.000941577
-11.987	0.000441571	0.000419683	0.000997664	0.000956281
-11.952	0.000444654	0.000423031	0.00101324	0.000971102
-11.9169	0.00044796	0.000426396	0.00102894	0.00098604
-11.8819	0.000451511	0.000429839	0.00104476	0.0010011
-11.8468	0.000455312	0.000433428	0.00106071	0.00101628
-11.8118	0.00045937	0.000437157	0.0010768	0.0010316
-11.7768	0.0004637	0.000440901	0.00109305	0.00104705
-11.7417	0.000468308	0.000444477	0.00110945	0.00106262
-11.7067	0.000473171	0.000447822	0.00112603	0.00107831
-11.6717	0.000478218	0.000451071	0.00114279	0.00109411
-11.6366	0.000483389	0.000454419	0.00115972	0.00111003
-11.6016	0.000488738	0.000457995	0.00117684	0.00112608
-11.5666	0.000494401	0.000461858	0.00119417	0.00114226
-11.5315	0.000500392	0.000466039	0.0012117	0.00115859
