w	up_1	down_1	cumul_up_1	cumul_down_1	
-15	0.000252514	0.000223324	0	0
-14.965	0.000253903	0.000224458	8.89549e-06	7.86391e-06
-14.9299	0.000255303	0.000225602	1.784e-05	1.57679e-05
-14.8949	0.000256717	0.000226755	2.68341e-05	2.37122e-05
-14.8599	0.000258143	0.000227917	3.58782e-05	3.16973e-05
-14.8248	0.000259584	0.000229088	4.49727e-05	3.97234e-05
-14.7898	0.000261038	0.00023027	5.41182e-05	4.77909e-05
-14.7548	0.000262506	0.00023146	6.33151e-05	5.59002e-05
-14.7197	0.000263988	0.000232661	7.25639e-05	6.40514e-05
-14.6847	0.000265485	0.000233871	8.18652e-05	7.22451e-05
-14.6496	0.000266997	0.00023509	9.12195e-05	8.04815e-05
-14.6146	0.000268524	0.000236319	0.000100627	8.87609e-05
-14.5796	0.000270067	0.000237558	0.000110089	9.70838e-05
-14.5445	0.000271625	0.000238807	0.000119605	0.00010545
-14.5095	0.000273196	0.000240066	0.000129177	0.000113861
-14.4745	0.000274778	0.000241336	0.000138804	0.000122316
-14.4394	0.000276369	0.000242617	0.000148486	0.000130816
-14.4044	0.000277969	0.000243909	0.000158225	0.000139362
-14.3694	0.000279582	0.000245212	0.00016802	0.000147953
-14.3343	0.000281212	0.000246527	0.000177872	0.00015659
-14.2993	0.000282859	0.000247852	0.000187782	0.000165273
-14.2643	0.000284525	0.00024919	0.000197751	0.000174004
-14.2292	0.000286208	0.000250539	0.000207778	0.000182781
-14.1942	0.000287909	0.0002519	0.000217865	0.000191607
-14.1592	0.000289627	0.000253273	0.000228012	0.00020048
-14.1241	0.000291365	0.000254656	0.00023822	0.000209402
-14.0891	0.000293122	0.00025605	0.00024849	0.000218373
-14.0541	0.0002949	0.000257454	0.000258821	0.000227393
-14.019	0.0002967	0.00025887	0.000269216	0.000236462
-13.984	0.000298521	0.000260298	0.000279675	0.000245582
-13.9489	0.000300361	0.000261739	0.000290198	0.000254752
-13.9139	0.000302217	0.000263193	0.000300786	0.000263973
-13.8789	0.000304085	0.000264661	0.00031144	0.000273245
-13.8438	0.000305962	0.000266143	0.000322159	0.00028257
-13.8088	0.000307847	0.000267639	0.000332945	0.000291946
-13.7738	0.000309745	0.000269148	0.000343797	0.000301376
-13.7387	0.000311661	0.000270672	0.000354716	0.000310859
-13.7037	0.000313601	0.00027221	0.000365703	0.000320396
-13.6687	0.000315567	0.000273762	0.000376759	0.000329987
-13.6336	0.000317562	0.000275328	0.000387885	0.000339633
-13.5986	0.000319585	0.000276909	0.000399081	0.000349335
-13.5636	0.000321637	0.000278503	0.00041035	0.000359092
-13.5285	0.000323718	0.00028011	0.000421691	0.000368906
-13.4935	0.000325822	0.000281728	0.000433106	0.000378776
-13.4585	0.000327943	0.00028336	0.000444596	0.000388704
-13.4234	0.000330075	0.000285007	0.00045616	0.000398689
-13.3884	0.00033222	0.00028667	0.000467799	0.000408732
-13.3534	0.000334388	0.00028835	0.000479515	0.000418835
-13.3183	0.000336584	0.000290047	0.000491307	0.000428996
-13.2833	0.000338814	0.000291761	0.000503177	0.000439218
-13.2482	0.000341079	0.000293491	0.000515127	0.000449501
-13.2132	0.00034337	0.000295237	0.000527157	0.000459844
-13.1782	0.000345678	0.000296999	0.000539268	0.00047025
-13.1431	0.000348	0.000298778	0.00055146	0.000480717
-13.1081	0.000350346	0.000300574	0.000563734	0.000491248
-13.0731	0.000352729	0.00030239	0.000576092	0.000501842
-13.038	0.000355153	0.000304226	0.000588535	0.000512501
-13.003	0.000357607	0.000306083	0.000601064	0.000523225
-12.968	0.000360072	0.000307961	0.000613679	0.000534014
-12.9329	0.000362532	0.000309859	0.00062638	0.00054487
-12.8979	0.000364994	0.000311775	0.000639168	0.000555793
-12.8629	0.000367475	0.000313704	0.000652042	0.000566784
-12.8278	0.000369993	0.000315645	0.000665005	0.000577842
-12.7928	0.000372559	0.000317599	0.000678058	0.000588969
-12.7578	0.00037518	0.00031957	0.000691202	0.000600166
-12.7227	0.000377859	0.000321561	0.000704441	0.000611431
-12.6877	0.0003806	0.000323574	0.000717775	0.000622768
-12.6527	0.000383408	0.000325609	0.000731208	0.000634176
-12.6176	0.000386289	0.000327667	0.000744741	0.000645655
-12.5826	0.000389243	0.00032975	0.000758378	0.000657208
-12.5475	0.000392252	0.000331859	0.000772121	0.000668835
-12.5125	0.000395267	0.000333995	0.000785969	0.000680536
-12.4775	0.000398223	0.000336159	0.000799921	0.000692314
-12.4424	0.000401087	0.000338349	0.000813973	0.000704168
-12.4074	0.000403895	0.000340563	0.000828123	0.000716099
-12.3724	0.000406716	0.000342796	0.000842373	0.000728109
-12.3373	0.000409602	0.000345048	0.000856723	0.000740198
-12.3023	0.000412574	0.000347321	0.000871178	0.000752366
-12.2673	0.000415637	0.00034962	0.00088574	0.000764615
-12.2322	0.000418791	0.000351943	0.000900412	0.000776946
-12.1972	0.000422036	0.000354284	0.000915198	0.000789358
-12.1622	0.000425378	0.000356642	0.000930101	0.000801853
-12.1271	0.000428824	0.000359023	0.000945125	0.000814431
-12.0921	0.000432385	0.000361433	0.000960274	0.000827094
-12.0571	0.000436065	0.000363879	0.000975551	0.000839843
-12.022	0.000439845	0.000366362	0.000990961	0.000852678
-11.987	0.000443662	0.000368876	0.0010065	0.000865602
-11.952	0.000447432	0.000371411	0.00102218	0.000878614
-11.9169	0.000451114	0.00037396	0.00103799	0.000891716
-11.8819	0.000454757	0.000376528	0.00105392	0.000904908
-11.8468	0.00045843	0.000379126	0.00106998	0.00091819
-11.8118	0.000462145	0.000381764	0.00108617	0.000931566
-11.7768	0.000465867	0.000384449	0.00110249	0.000945035
-11.7417	0.000469605	0.000387183	0.00111894	0.0009586
-11.7067	0.000473433	0.000389968	0.00113553	0.000972262
-11.6717	0.000477434	0.000392805	0.00115226	0.000986024
-11.6366	0.000481655	0.000395691	0.00116913	0.000999887
-11.6016	0.000486105	0.000398625	0.00118616	0.00101385
-11.5666	0.000490752	0.000401601	0.00120336	0.00102792
-11.5315	0.000495527	0.000404598	0.00122072	0.0010421
-11.4965	0.000500341	0.000407582	0.00123825	0.00105638
-11.4615	0.000505072	0.000410531	0.00125594	0.00107076
-11.4264	0.000509587	0.000413467	0.0012738	0.00108525
-11.3914	0.000513873	0.00041643	0.0012918	0.00109984
-11.3564	0.00051812	0.000419456	0.00130995	0.00111453
-11.3213	0.000522571	0.00042256	0.00132826	0.00112934
-11.2863	0.000527389	0.00042575	0.00134674	0.00114425
-11.2513	0.000532652	0.00042903	0.0013654	0.00115928
-11.2162	0.00053837	0.000432406	0.00138426	0.00117443
-11.1812	0.000544459	0.000435878	0.00140334	0.0011897
-11.1461	0.000550693	0.000439441	0.00142263	0.0012051
-11.1111	0.00055678	0.000443066	0.00144214	0.00122062
-11.0761	0.000562622	0.00044671	0.00146185	0.00123627
-11.041	0.000568422	0.000450322	0.00148176	0.00125205
-11.006	0.000574365	0.000453882	0.00150189	0.00126795
-10.971	0.000580294	0.000457438	0.00152222	0.00128398
-10.9359	0.000585808	0.000461065	0.00154274	0.00130013
-10.9009	0.000590767	0.000464808	0.00156344	0.00131642
-10.8659	0.000595532	0.000468663	0.0015843	0.00133284
-10.8308	0.000600618	0.000472605	0.00160534	0.00134939
-10.7958	0.000606357	0.00047664	0.00162659	0.00136609
-10.7608	0.000612866	0.000480819	0.00164806	0.00138294
-10.7257	0.000620101	0.00048519	0.00166979	0.00139994
-10.6907	0.000627895	0.000489725	0.00169178	0.00141709
-10.6557	0.000636075	0.000494278	0.00171407	0.00143441
-10.6206	0.000644696	0.00049862	0.00173666	0.00145188
-10.5856	0.000654095	0.000502627	0.00175957	0.00146949
-10.5506	0.000664569	0.000506423	0.00178285	0.00148723
-10.5155	0.000675938	0.000510253	0.00180654	0.00150511
-10.4805	0.000687219	0.0005143	0.00183061	0.00152313
-10.4454	0.000696858	0.000518648	0.00185503	0.0015413
-10.4104	0.000703906	0.000523336	0.00187969	0.00155963
-10.3754	0.000709006	0.000528395	0.00190453	0.00157815
-10.3403	0.000713748	0.000533857	0.00192954	0.00159685
-10.3053	0.000719341	0.00053973	0.00195474	0.00161576
-10.2703	0.000726066	0.000545927	0.00198017	0.00163489
-10.2352	0.000733599	0.00055218	0.00200588	0.00165423
-10.2002	0.00074171	0.000558056	0.00203186	0.00167378
-10.1652	0.000750697	0.000563199	0.00205816	0.00169351
