CDMFT_iterations	CDMFT_method	D	D_ave	E0_1	E0_2	E_kin	GS_consistency	M	M_ave	U	U_1_ave	convergence	dist_function	e	e_2_ave	e_ave	eb1_1	eb1_1_ave	eb2_1	eb2_1_ave	eb3_1	eb3_1_ave	eb4_1	eb4_1_ave	eb5_1	eb5_1_ave	eb6_1	eb6_1_ave	eb7_1	eb7_1_ave	eb8_1	eb8_1_ave	githash	model	mu	mu_1_ave	mu_2_ave	mu_ave	n_1	n_2	sb1_1	sb1_1_ave	sb2_1	sb2_1_ave	sb3_1	sb3_1_ave	sb4_1	sb4_1_ave	sb5_1	sb5_1_ave	sb6_1	sb6_1_ave	sb7_1	sb7_1_ave	sb8_1	sb8_1_ave	script	sector_1	sector_2	tbA1down_1	tbA1down_1_ave	tbA1up_1	tbA1up_1_ave	tbA2down_1	tbA2down_1_ave	tbA2up_1	tbA2up_1_ave	tbA3down_1	tbA3down_1_ave	tbA3up_1	tbA3up_1_ave	tbA4down_1	tbA4down_1_ave	tbA4up_1	tbA4up_1_ave	tbA5down_1	tbA5down_1_ave	tbA5up_1	tbA5up_1_ave	tbA6down_1	tbA6down_1_ave	tbA6up_1	tbA6up_1_ave	tbA7down_1	tbA7down_1_ave	tbA7up_1	tbA7up_1_ave	tbA8down_1	tbA8down_1_ave	tbA8up_1	tbA8up_1_ave	tbB1down_1	tbB1down_1_ave	tbB1up_1	tbB1up_1_ave	tbB2down_1	tbB2down_1_ave	tbB2up_1	tbB2up_1_ave	tbB3down_1	tbB3down_1_ave	tbB3up_1	tbB3up_1_ave	tbB4down_1	tbB4down_1_ave	tbB4up_1	tbB4up_1_ave	tbB5down_1	tbB5down_1_ave	tbB5up_1	tbB5up_1_ave	tbB6down_1	tbB6down_1_ave	tbB6up_1	tbB6up_1_ave	tbB7down_1	tbB7down_1_ave	tbB7up_1	tbB7up_1_ave	tbB8down_1	tbB8down_1_ave	tbB8up_1	tbB8up_1_ave	time	tpd	tpd_ave	tpp	tpp_2_ave	tpp_ave	tppp	tppp_2_ave	tppp_ave	trb1_1	trb1_1_ave	trb2_1	trb2_1_ave	trb3_1	trb3_1_ave	trb4_1	trb4_1_ave	trb5_1	trb5_1_ave	trb6_1	trb6_1_ave	trb7_1	trb7_1_ave	trb8_1	trb8_1_ave	version	
2	Broyden	0	0.05065396191	-109.5994231	-90.91068576	-0.7558388917	YY	0	-0.0001481142768	10.74223647	0.4557263511	self-energy	sharp_wc_2_b_35	1.3251661	2	1.24912637	-0.1980446586	1.916360741	4.867017379	0.7135393831	1.848005757	0.0270701639	42.64627479	0.002117255921	-23.00978793	1.999991357	4.142891412	0.2103839003	-0.2122955408	1.489753018	4.962938666	0.3015151	a248bdd	2x2_2C_8b_C2v_L	12.68900182	1.448316003	2	1.7034181	0.9999866863789848	1.0	0.271835328	-0.3460805122	2.53714693	-3.390727377	0.7207835257	-0.2645757673	-2.481848323	0.07637910808	0.03255974467	-0.01465810985	1.775476006	-1.136383055	0.2018855355	-1.653537511	-1.930409782	1.723064512	boucle_AF.py	R0:S0:1	uncorrelated	-0.03335082995	0.1266299179	-0.03333705711	0.1267026464	-0.0009311848587	-0.03981731146	-0.0007351263315	-0.0398623111	-0.004400529892	-0.001917125365	-0.004412217451	-0.001934554531	-0.006424912475	0.0007645627911	-0.006387493585	0.0007668996419	0.0004545857085	0.0005596450923	0.0007722781768	0.0005512779558	0.01475789751	-0.181512438	0.01458406979	-0.1815702232	0.1089988889	-0.3658817331	0.1090800275	-0.3665564269	-0.01426569808	-0.1065470155	-0.01415599431	-0.106684772	-0.03335332307	0.1267199409	-0.03332859081	0.1266224896	-0.0009646393003	-0.03984665063	-0.0007767794092	-0.03981515169	0.004400718979	0.001937734343	0.004412029664	0.001909078196	0.005925353296	-0.0007490404426	0.005964955541	-0.0007469442361	-0.0005682608742	-0.0005540554511	-0.0002614431626	-0.000577822951	-0.01506208866	0.1816841719	-0.0151722846	0.1816113462	0.1093367155	-0.3667825619	0.1090469768	-0.3659736765	-0.01375556004	-0.1068173582	-0.01379727586	-0.1066808041	2025-01-19@22:35	2.7131637	-0.6095513438	1	-4.718447855e-16	-0.2212574472	-0.318924249	1.479114197e-31	0.1008897589	-1.076031235e-05	2.193640896e-05	-1.358479141e-05	-1.803655254e-05	-2.685626281e-05	6.492276263e-06	-0.0001427067131	5.177099194e-06	-0.0002224432573	0.000100133351	-6.807402451e-06	9.15430316e-07	-1.611408096e-05	-2.845432394e-06	-1.005091357e-05	0.0001443886389	v2.7.1	
1	Broyden	0	0.0008939681347	-110.1112866	-92.35068576	-0.7069670356	YY	0	-4.709057011e-07	10.74223647	0.5405327786	self-energy	sharp_wc_2_b_35	1.3251661	2	1.250475398	-0.1324421126	1.983117547	4.842587452	0.7290304909	1.879352295	0.02071973261	42.65152358	0.00120301893	-23.00979247	1.999992173	4.06916581	0.07610796239	-0.1149396824	1.048767528	4.535933631	0.2807392572	a248bdd	2x2_2C_8b_C2v_L	12.86900182	1.534920468	2	1.713730659	1.0000143237791856	1.0	0.2494616118	-0.245166539	2.499027481	-3.470693498	0.7489160573	-0.1862013584	-2.310447392	0.0465049102	0.02805504606	-0.01482194336	1.745227709	-0.4761214129	0.183800648	-2.848303513	-1.842638758	1.514507181	boucle_AF.py	R0:S0:1	uncorrelated	-0.0004302456023	0.001574322795	-8.887135964e-06	0.000987707461	-0.0001593532917	-0.0001888777234	6.424173278e-05	-0.0001854841524	0.0001788685884	3.577071638e-05	8.249545908e-05	9.26828035e-05	0.001559105483	-0.0001606330003	0.001579679294	-0.0001594690538	-4.480994535e-05	5.569701962e-06	0.0002503023332	-6.975675374e-06	-0.0004768871654	-0.001026743814	-0.000691960569	-0.001094509113	-0.001064583859	-0.0005258150997	-0.0005023710688	-0.001180502232	-0.001620407272	0.0002600893887	0.001399781104	-0.000776945235	-0.0002670033137	0.001699143634	5.461679738e-05	0.0010938345	-0.0001626197713	-0.0004262790184	3.145054983e-05	-0.0003877567908	0.0001221634533	-0.0001494267051	0.0002424570189	-0.000228289269	-0.002070944626	0.0001850113109	-0.002047122258	0.0001846852464	-5.974639468e-05	-4.955907321e-07	0.0002379426336	-1.312388851e-05	-0.0007611626535	0.001309907288	-0.0008995983584	0.001237199857	0.001081976416	-0.001778139508	0.001331918306	-0.001905529256	-0.001067480304	-0.0006285374243	0.001694040558	-0.00128121724	2025-01-19@22:39	2.7131637	-0.6035664076	1	-3.053113318e-16	-0.2234787969	-0.318924249	5.551115123e-17	0.09936535264	-8.504266885e-06	8.523833289e-06	-1.079135347e-05	1.258428069e-05	-2.825820816e-05	2.121694474e-06	-0.0001776396241	4.533861385e-06	-0.0001759141193	9.29527648e-05	-7.868202579e-06	4.109940692e-06	-6.665330186e-06	2.438937428e-05	2.300746389e-05	-0.0001644577096	v2.7.1	
1	Broyden	0	0.05123609153	-109.6004634	-90.75068576	-0.7583531422	YY	0	-0.0003136802945	10.74223647	0.4469860684	self-energy	sharp_wc_2_b_35	1.3251661	2	1.249027343	-0.2206846117	1.928475647	5.018830855	0.7032409305	1.914779923	0.02654786796	42.64365876	0.002346619108	-23.00978613	1.999990656	4.169145062	0.2184088887	-0.2204653185	1.511688059	5.06753557	0.2980618782	a248bdd	2x2_2C_8b_C2v_L	12.66900182	1.439345501	2	1.702526821	1.0000002792804563	1.0	0.2822813517	-0.3348084679	2.580175694	-3.379361467	0.717902179	-0.2672112863	-2.563786755	0.08199653895	0.03419559967	-0.01517285446	1.781977281	-1.179807701	0.2061973647	-1.611629636	-1.952481305	1.721320189	boucle_AF.py	R0:S0:1	uncorrelated	-0.03453126876	0.1226430795	-0.03457003782	0.122971629	-0.002156078649	-0.03895913666	-0.001701329409	-0.03905553668	-0.003134044969	-0.002974177142	-0.003184984513	-0.00303346647	-0.005924320886	0.0007620726047	-0.00587360195	0.000767063842	0.0007950182254	0.0005821812349	0.001122161678	0.0005742717841	0.01524157215	-0.18284187	0.01471747008	-0.1829226097	0.1082621785	-0.3594319998	0.1085882092	-0.3610505086	-0.01405248422	-0.1068077287	-0.01318652336	-0.1072515773	-0.03458575589	0.1228241326	-0.03457197799	0.1227998901	-0.002110700845	-0.03903551213	-0.001763982158	-0.03896927305	0.003122926424	0.003020412679	0.002995086705	0.003020983343	0.005395155067	-0.0007491924428	0.00544669791	-0.0007442334391	-0.0009102909527	-0.0005766534701	-0.0006041988937	-0.0006010911111	-0.01448413773	0.1828642115	-0.01512774034	0.1828201982	0.1086005761	-0.3609450217	0.1081459945	-0.3594215723	-0.01374877985	-0.1071188141	-0.01382269129	-0.1068425269	2025-01-19@22:41	2.7131637	-0.6098855105	1	-3.330669074e-16	-0.2210578029	-0.318924249	2.775557562e-17	0.1008892951	0.000173610496	-0.0001554566263	-0.0001897884643	9.543398051e-05	-3.252545138e-05	1.587688283e-05	-0.0001592140543	5.287363042e-06	-0.0002408528192	0.0001069671203	-5.521351714e-06	-8.913050673e-06	-4.935906182e-05	9.427114432e-05	1.212912993e-05	-1.996189051e-05	v2.7.1	
2	Broyden	0	0.05120629416	-109.4480581	-90.59068576	-0.766215701	YY	0	-0.0002222606115	10.74223647	0.4410584466	self-energy	sharp_wc_2_b_35	1.3251661	2	1.248860946	-0.2153323081	1.935025728	4.869694612	0.7137225897	1.85498221	0.02829972156	42.64611707	0.002259587314	-23.0097879	1.999991724	4.143922514	0.2374739139	-0.2209517209	1.558256093	4.966547826	0.3036225127	a248bdd	2x2_2C_8b_C2v_L	12.64900182	1.433317758	2	1.701222195	0.9999612602516565	1.0	0.2765197641	-0.3240113516	2.543425852	-3.389600761	0.7201343021	-0.2788983544	-2.487293278	0.08137798971	0.03254836341	-0.01415954786	1.778003521	-1.269555904	0.2044665516	-1.499704	-1.935019858	1.7403028	boucle_AF.py	R0:S0:1	uncorrelated	-0.03341580148	0.1168697613	-0.03323433697	0.1167255101	-0.0009948584237	-0.03823705181	-0.0009400703418	-0.03828127968	-0.004450976005	-0.001089670636	-0.004503277064	-0.001095846658	-0.006177342569	0.0005518502645	-0.006138887439	0.0005556442501	0.0004618599142	0.0005647395675	0.0007799329982	0.0005563145016	0.0157808199	-0.1841262961	0.01554341538	-0.1842000067	0.1061088065	-0.3466090365	0.1060967463	-0.347462199	-0.01102438915	-0.1074881959	-0.01102342222	-0.1076258183	-0.03341579756	0.1169903293	-0.03321798254	0.1166145846	-0.001031058616	-0.0382810264	-0.000992936683	-0.0382165868	0.004477664962	0.001114209361	0.004508136266	0.001060636798	0.005675562671	-0.0005375291418	0.005715784775	-0.0005341124138	-0.0005756692049	-0.0005591719992	-0.0002687076367	-0.0005831313964	-0.01604676632	0.1843187353	-0.01619220466	0.1842298667	0.1065597514	-0.3478847155	0.1059961694	-0.3465772993	-0.01050184525	-0.1077850305	-0.01068429419	-0.1075717383	2025-01-19@22:49	2.7131637	-0.6107906473	1	-2.220446049e-16	-0.2209886715	-0.318924249	-7.395570986e-32	0.1009322421	-7.45006641e-06	5.822275505e-05	-1.152584651e-05	-0.0001083022703	-3.002994706e-05	4.637381159e-06	-0.000159738648	6.652751144e-06	-0.0002223468164	9.663618795e-05	-7.191273031e-06	1.814231906e-06	-2.006524123e-05	-5.28870905e-05	-1.87265109e-05	0.000397982739	v2.7.1	
3	Broyden	0	0.00149714836	-110.2309642	-92.51068576	-0.6738911001	YY	0	-8.567767672e-07	10.74223647	0.5455666652	self-energy	sharp_wc_2_b_35	1.3251661	2	1.250991196	-0.133646883	1.984156223	4.842489821	0.7309045493	1.876665803	0.02010426636	42.65148332	0.001165790005	-23.00979241	1.999992078	4.069373197	0.07276588277	-0.1147482607	1.076433425	4.535997822	0.2745485535	a248bdd	2x2_2C_8b_C2v_L	12.88900182	1.540029299	2	1.716212271	1.000004590223957	1.0	0.2516976986	-0.2450650406	2.496609407	-3.476479354	0.7478321479	-0.1803677842	-2.31163436	0.04504281189	0.02814465332	-0.01494020235	1.74333733	-0.4573721047	0.1857188938	-2.854486605	-1.841167494	1.481563672	boucle_AF.py	R0:S0:1	uncorrelated	-0.0004509686863	0.00317200913	-0.0005939856628	0.003434541899	-0.0001824764591	-0.0006830883118	-9.131811619e-05	-0.0007010928742	0.0005256316438	-0.0005050786533	0.0004754605038	-0.000470676311	0.001484656251	-0.0001212649959	0.001506755848	-0.000120614433	-4.545888164e-05	7.976222437e-06	0.0002496243466	-4.380220886e-06	-0.0003562550875	-0.001959350012	-0.0005539724317	-0.001983243932	2.098548268e-05	-0.003822157727	0.0006396419383	-0.004362388313	-0.001865728389	-0.0003690639775	0.0007379739057	-0.001271074596	-0.000169397394	0.00321823422	-0.0003182888464	0.003460160071	-9.546911202e-05	-0.0008507348436	1.327993875e-05	-0.0008540940305	-0.0002767852307	0.0004301487106	-0.0001988135632	0.0003790109537	-0.001999742581	0.0001408813089	-0.001973507789	0.0001404418085	-6.047156774e-05	-3.051118544e-06	0.0002371897614	-1.556492535e-05	-0.0006719807268	0.002147258321	-0.0007988045336	0.002103047155	0.001359472381	-0.004781602261	0.001753358979	-0.004951061828	-0.0008204193209	-0.001273297015	0.001523219136	-0.001878293504	2025-01-19@22:52	2.7131637	-0.5999480086	1	-1.942890293e-16	-0.2231275656	-0.318924249	2.220446049e-16	0.09882210747	-6.301064343e-06	2.620370531e-06	-7.011205838e-06	7.135409496e-06	-2.956409314e-05	4.069861038e-06	-0.000176694448	4.062923655e-06	-0.0001766878798	9.379118208e-05	-5.660937666e-06	1.608075508e-06	-3.840055213e-06	1.488953433e-05	5.978957861e-06	-5.479898341e-05	v2.7.1	
2	Broyden	0	0.05235359361	-109.624853	-90.43068576	-0.7635544419	YY	0	-0.001110259178	10.74223647	0.4326672999	self-energy	sharp_wc_2_b_35	1.3251661	2	1.248806281	-0.2677745546	1.951411994	5.250675158	0.6906280694	1.909105529	0.02783234094	42.64412536	0.002396883288	-23.0097808	1.999988345	4.217951498	0.2342141258	-0.2501795589	1.559839432	5.294450454	0.2889096098	a248bdd	2x2_2C_8b_C2v_L	12.62900182	1.424454139	2	1.70110328	0.9999920127213839	1.0	0.3033801408	-0.3126132742	2.649019685	-3.368708671	0.7216731527	-0.2796689553	-2.530946151	0.08495120716	0.03894361098	-0.01679959555	1.79457247	-1.263766741	0.2169748235	-1.522229174	-1.998882704	1.706965189	boucle_AF.py	R0:S0:1	uncorrelated	-0.03231496763	0.1068729863	-0.032554727	0.1074538009	-0.001900654874	-0.03701101326	-0.001532138462	-0.03729324783	-0.003901177321	-0.0017736124	-0.004354210563	-0.001819597917	-0.003665870152	0.0004113748245	-0.003567017786	0.0004317396381	0.001686483995	0.0006453636512	0.002043218621	0.0006390795079	0.01714654233	-0.1858774345	0.0152515951	-0.1860966151	0.1129456467	-0.3503284183	0.1142820399	-0.3556784454	-0.01773219144	-0.1053143816	-0.01647300657	-0.1064001006	-0.03248060084	0.1074318706	-0.03232872062	0.1068884088	-0.001821492106	-0.037263492	-0.001753184589	-0.03700459446	0.004293632172	0.001859796048	0.003975906337	0.001728005584	0.003015435531	-0.0004111606837	0.003102315388	-0.0003900922083	-0.001814613467	-0.0006403791094	-0.00150633321	-0.0006661016421	-0.01565407646	0.1861962117	-0.01734832496	0.1859265924	0.1144301194	-0.3558491425	0.1129577293	-0.3503384175	-0.01609757631	-0.1064954223	-0.01754229848	-0.1053617604	2025-01-19@22:57	2.7131637	-0.610425334	1	-2.498001805e-16	-0.2210110455	-0.318924249	-7.395570986e-32	0.1009612582	-0.0001328693358	0.0001148723162	0.0001210031791	-5.084999537e-05	-3.953508183e-05	2.699977248e-06	-0.0002143365003	9.377044357e-06	-0.0002919671348	0.0001258752973	-7.337582727e-06	1.338113521e-05	6.406111142e-06	-3.066128956e-05	-4.622509249e-06	9.658646373e-05	v2.7.1	
1	Broyden	0	-0.000384593809	-110.3628828	-92.67068576	-0.6453250308	YY	0	2.272477968e-07	10.74223647	0.5514486382	self-energy	sharp_wc_2_b_35	1.3251661	2	1.251446684	-0.1342442154	1.985721251	4.843178381	0.7330485576	1.880434544	0.01924613363	42.65156786	0.001117198238	-23.00979248	1.999992087	4.069170377	0.06850478065	-0.1197375135	1.109410313	4.536589583	0.266921209	a248bdd	2x2_2C_8b_C2v_L	12.90900182	1.545990877	2	1.718451002	1.00000230123031	1.0	0.2512663878	-0.2414928511	2.494877296	-3.484197029	0.7484981555	-0.1729862247	-2.30895512	0.04322467553	0.02802939292	-0.014967111	1.741681859	-0.4339019879	0.1891410027	-2.860193125	-1.840935233	1.441928803	boucle_AF.py	R0:S0:1	uncorrelated	-0.0003200281036	-0.0002306873906	0.0005615194847	-0.001549714404	-1.385801893e-05	0.0002585069858	0.0003110226801	0.0002857015153	-9.955733376e-05	0.0004655167713	-0.0002228593235	0.0005383498923	0.001618736336	-0.0001922556178	0.001637842408	-0.000191113562	-4.411657117e-05	1.676693277e-06	0.0002510142551	-1.031921916e-05	-0.0006466933506	0.0004160340484	-0.0008720071316	0.0003491471372	-0.001949222689	0.002923680158	-0.001458548981	0.002265353388	-0.00145266082	0.001155508498	0.001817374927	2.57972219e-05	-0.0002704407657	-7.561157229e-05	0.0004522689789	-0.00140466974	-0.0001514910247	3.815716388e-05	0.0001030690102	0.0001091480765	0.0004016922727	-0.0005936645505	0.0005489491907	-0.0006881483359	-0.002120293795	0.0002202758155	-0.002098461567	0.000219672046	-5.942114943e-05	3.046310197e-06	0.000238273186	-8.926984964e-06	-0.000765866625	2.104996603e-05	-0.0009125621167	-3.999597411e-05	0.000558257981	0.001771478968	0.0007008407519	0.001617101218	-0.001269571482	0.0004356456794	0.001746516754	-0.000307823199	2025-01-19@23:00	2.7131637	-0.5968153202	1	-8.326672685e-16	-0.22285514	-0.318924249	-2.775557562e-17	0.09836273986	-9.170349569e-06	4.28540126e-06	-8.888431834e-06	5.59473593e-06	-2.925439515e-05	4.007410915e-06	-0.0001781126027	3.916164808e-06	-0.0001756367454	9.377703097e-05	-5.601471574e-06	1.262918317e-06	-3.849155845e-06	5.102616284e-06	2.535430665e-06	-2.323178712e-05	v2.7.1	
3	Broyden	0	0.05210251134	-109.4992831	-90.27068576	-0.7666491895	YY	0	0.0004348116796	10.74223647	0.4252451731	self-energy	sharp_wc_2_b_35	1.3251661	2	1.24870207	-0.2741651942	1.96022626	5.26855776	0.6903006918	2.047456498	0.02887878941	42.64866952	0.002331936855	-23.00979215	1.99999388	4.21601692	0.2498386513	-0.2387866205	1.599903202	5.09232357	0.2988327594	a248bdd	2x2_2C_8b_C2v_L	12.60900182	1.416865584	2	1.69997363	0.9999940433199921	1.0	0.3053969216	-0.2983711881	2.656114455	-3.369158492	0.7537271053	-0.2900706965	-2.457905794	0.08512476469	0.02832611764	-0.0120686706	1.795391139	-1.340465845	0.211322918	-1.417186897	-1.963289367	1.73534295	boucle_AF.py	R0:S0:1	uncorrelated	-0.02932528644	0.09703996071	-0.02868335365	0.0960932987	0.0005653893881	-0.03569850633	-0.001112813775	-0.03548139946	-0.003862929744	-0.00130224612	-0.003902044945	-0.0009961136468	-0.00401420784	0.0003598916984	-0.004060177604	0.0003552910229	-1.361369575e-05	0.0005095047828	0.0003001660961	0.0004982950379	0.0166329817	-0.1836564014	0.01687047759	-0.1834497878	0.1058397317	-0.3360089088	0.1052256334	-0.3338385177	-0.01061539271	-0.1077776129	-0.01167797412	-0.107252025	-0.02898519322	0.09679536294	-0.02868336472	0.09628624839	0.0001139928023	-0.03552300337	-0.001131604112	-0.0355659637	0.003868608992	0.001244942557	0.004889153256	0.0008893966192	0.00361457962	-0.0003362173801	0.003551609731	-0.0003413609413	-0.0001018243429	-0.0005027399857	0.0002189013237	-0.0005269937077	-0.01834426913	0.1838334245	-0.01714908612	0.1837596896	0.1056696734	-0.3343438438	0.1061381852	-0.3363521321	-0.01021885144	-0.1076105633	-0.01020094544	-0.1079022987	2025-01-19@23:07	2.7131637	-0.6108468654	1	-3.60822483e-16	-0.2207735332	-0.318924249	2.775557562e-17	0.1009214806	-3.524725609e-05	5.930230191e-05	2.556495585e-05	-0.0001574261317	1.057004553e-05	-7.420957445e-06	8.81423983e-05	-4.138868363e-06	-0.0001777704109	7.565551876e-05	-6.901253384e-06	-1.668564015e-05	6.076417408e-06	-5.055908125e-05	-7.489418452e-07	0.0001231314527	v2.7.1	
1	Broyden	0	0.001967823606	-110.4707275	-92.83068576	-0.6119325646	YY	0	-3.490280723e-07	10.74223647	0.554881249	self-energy	sharp_wc_2_b_35	1.3251661	2	1.251960809	-0.136807629	1.986205493	4.841660722	0.7348000396	1.869152433	0.01900183658	42.6513787	0.001099092272	-23.00979223	1.999991865	4.068946507	0.06721740759	-0.1149385446	1.126652419	4.536035498	0.2630104295	a248bdd	2x2_2C_8b_C2v_L	12.92900182	1.549491983	2	1.720739964	1.0000303246075473	1.0	0.2533178909	-0.2422296595	2.492253865	-3.488068279	0.7457820253	-0.1698903972	-2.314687739	0.04240965104	0.02838415611	-0.01519034505	1.740768034	-0.4256565424	0.1872768167	-2.85633296	-1.839081658	1.419185221	boucle_AF.py	R0:S0:1	uncorrelated	-0.0004661246927	0.004013317837	-0.0005199785202	0.004112115309	-0.0003419692726	-0.0009741994778	-0.0002595124996	-0.0009733017504	0.0005747230918	-0.0006571199626	0.0006112782933	-0.0006882132265	0.001459276333	-0.000110782079	0.001483275987	-0.0001111514915	-4.629009045e-05	1.077562676e-05	0.0002487742736	-1.210188947e-06	-0.000172451236	-0.003084689216	-0.000312531721	-0.003059795207	0.002361668776	-0.009754883835	0.002800979027	-0.01003554897	-0.002060262575	-0.001480342651	-0.0004442426891	-0.002034337404	-0.0003163702391	0.003978363118	-0.0003660223554	0.004073093574	-0.0002784668162	-0.0008989368489	-0.0001277326387	-0.000912520675	-0.0004205726846	0.0006433094094	-0.000456476399	0.0006726475584	-0.001958339052	0.0001267669197	-0.00192819991	0.0001258155506	-6.050585061e-05	-6.964578643e-06	0.0002371467528	-1.920201355e-05	-0.0009386596146	0.003558129539	-0.001037641062	0.003568277469	0.002001725218	-0.009799060928	0.002384918379	-0.009967627264	-0.0007137038339	-0.001874970929	0.0006597087743	-0.002283623909	2025-01-19@23:07	2.7131637	-0.5932203159	1	-2.498001805e-16	-0.2223194672	-0.318924249	-7.395570986e-32	0.0978610101	-2.737930479e-06	-4.200997323e-07	-2.949202001e-06	2.654891308e-05	-2.187675083e-05	-1.1898117e-06	-0.0001754742129	4.455342639e-06	-0.0001787676739	9.573803822e-05	-4.701488643e-06	6.355480832e-06	-1.248027329e-05	9.255635048e-05	4.916346791e-05	-0.0003435533281	v2.7.1	
1	Broyden	0	-0.002710208466	-110.6229273	-92.99068576	-0.5899461791	YY	0	3.556026067e-06	10.74223647	0.5618928804	self-energy	sharp_wc_2_b_35	1.3251661	2	1.252324197	-0.1348778121	1.986901625	4.844822671	0.7370037034	1.889896399	0.01778636173	42.65178025	0.001031075322	-23.00979268	1.999992167	4.068473434	0.06207176249	-0.1286722126	1.168267071	4.538214269	0.2528176597	a248bdd	2x2_2C_8b_C2v_L	12.94900182	1.556581334	2	1.722633906	1.0000069350749414	1.0	0.2518833093	-0.2384108486	2.491203863	-3.497333606	0.7504786142	-0.1602396209	-2.302233402	0.04002419648	0.02773357181	-0.01494742849	1.738685779	-0.3974730016	0.1948721702	-2.858590155	-1.840565104	1.368440166	boucle_AF.py	R0:S0:1	uncorrelated	0.0001137442091	-0.007647193876	0.002130424713	-0.0107512953	0.0003358249721	0.002214123964	0.0009412661113	0.00228610147	-0.0009071731953	0.001863538506	-0.001192382698	0.002042040179	0.001807097317	-0.0003022029406	0.001821076722	-0.0003000708606	-4.160063115e-05	-9.936540062e-06	0.0002536261447	-2.126676001e-05	-0.001208517051	0.004876009102	-0.00151151612	0.004751119941	-0.006585699723	0.01631759232	-0.006148505319	0.01537620688	-0.0007060887659	0.00409532194	0.004152243	0.00240108229	-6.536491666e-05	-0.007326881087	0.001597670665	-0.01043533597	-0.0001025026065	0.001794935727	0.0002836138988	0.001962005877	0.001346295703	-0.002095931553	0.001668514345	-0.002308509308	-0.002301890548	0.0003433256007	-0.002288508818	0.0003425384283	-5.829541884e-05	1.494514837e-05	0.0002394583078	3.967255986e-06	-0.0005697156088	-0.004312540183	-0.0007617268075	-0.004407522999	-0.001429302228	0.01448115385	-0.001601565354	0.01428067288	-0.001835308944	0.003342806406	0.002767023602	0.002203672607	2025-01-19@23:15	2.7131637	-0.590780662	1	-3.885780586e-16	-0.2222097109	-0.318924249	-7.395570986e-32	0.09749004776	-4.843878862e-06	-7.6755762e-05	-5.732565031e-06	6.157720111e-05	-2.933698404e-05	4.495841469e-06	-0.0001815221603	3.665625606e-06	-0.0001729292878	9.319422586e-05	-3.725494197e-06	4.842305904e-07	-2.671308371e-06	-1.047611978e-05	2.418861641e-06	-1.676976614e-05	v2.7.1	
4	Broyden	0	0.05318612487	-109.5328866	-90.11068576	-0.7713219105	YY	0	-0.007463629788	10.74223647	0.418630011	self-energy	sharp_wc_2_b_35	1.3251661	2	1.248578335	-0.2707806341	1.967270011	5.119013524	0.7003428011	2.008798931	0.02901844052	42.64404623	0.002418550426	-23.00973255	1.999962012	4.165684042	0.2657532249	-0.2980743075	1.627639361	5.785607196	0.2695210135	a248bdd	2x2_2C_8b_C2v_L	12.58900182	1.410044538	2	1.699149942	1.000016088271717	1.0	0.2997755574	-0.2856517807	2.621067679	-3.37931502	0.7444232644	-0.2936945478	-2.478539006	0.08754850601	0.07266916229	-0.02992707345	1.785961793	-1.412159193	0.2346424192	-1.41614198	-2.094688094	1.663437976	boucle_AF.py	R0:S0:1	uncorrelated	-0.02527816121	0.08502830029	-0.02545613575	0.0882202878	0.001182209999	-0.03483639489	0.002418027355	-0.03646591122	0.0002137965135	-0.002407269434	-0.0009084727665	-0.003086109799	0.01403958228	-0.001384713354	0.01302141405	-0.001181462382	0.006130068842	0.001101457035	0.007089253624	0.001082217626	0.02287400899	-0.1913823207	0.01225247402	-0.1928860804	0.1138444279	-0.3165677974	0.1239772697	-0.3524950256	-0.02506651591	-0.0983732528	-0.01715199713	-0.1047110276	-0.02522256575	0.08784061348	-0.02552270981	0.08540295363	0.001560507255	-0.03640726286	0.001928074217	-0.03486579869	0.0008131914289	0.003102095351	-0.0002828124178	0.002415268138	-0.01386476572	0.001210684617	-0.01498109465	0.001421807534	-0.006766951262	-0.001074156449	-0.006033813403	-0.001132290003	-0.01243965168	0.1929317568	-0.02292275667	0.1913972558	0.1239099203	-0.3524055496	0.1139892319	-0.3167343422	-0.01760226172	-0.1046220952	-0.02438314899	-0.09851784713	2025-01-19@23:20	2.7131637	-0.6113363395	1	-3.885780586e-16	-0.2208338529	-0.318924249	-1.110223025e-16	0.1009379792	-3.653996553e-06	-7.956488128e-06	-1.377436177e-05	8.563493566e-05	-4.553805126e-05	1.476947527e-05	-0.0002558144305	1.010578988e-05	-0.0006527199422	0.0002688471379	-9.713850538e-06	-5.194237974e-07	-1.094967541e-05	9.978148389e-05	2.089277886e-05	-0.0001903361758	v2.7.1	
