model	E_kin	D	U	e	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	mu	sb1_1	sb2_1	sb3_1	sb4_1	sb5_1	sb6_1	sb7_1	sb8_1	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	tpd	tpp	tppp	ave_D	ave_e	ave_mu	ave_tpd	ave_tpp	ave_tppp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_sb1_1	ave_sb2_1	ave_sb3_1	ave_sb4_1	ave_sb5_1	ave_sb6_1	ave_sb7_1	ave_sb8_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	ave_tb5_1	ave_tb6_1	ave_tb7_1	ave_tb8_1	ave_e_2	ave_mu_2	ave_tpp_2	ave_tppp_2	E0_1	sector_1	n_1	E0_2	sector_2	n_2	githash	version	GS_consistency	iterations	dist_function	convergence	script	time	
2x2_2C_8b_C2v_L	10.258468	0	14	3.4473	-1.134201	-5.9306349	-5.7930973	-1.0271896	-5.812021	-1.0489704	0.91066291	-4.8396818	11.39	4.9900405e-05	-3.865871e-05	4.0670449e-05	-0.00011651821	-1.3850626e-06	-6.8273148e-06	-0.17075617	-1.1940767e-05	-0.1971615	-1.2407192	1.7915136	0.18085437	-1.7929654	-0.18531616	-4.4597146e-05	-2.2505096	1.9316	1	0.2377	2.60339e-08	1.2869724	1.6661853	-0.47482463	-0.11132026	0.047964473	0.14499525	1.9970375	1.965177	1.8797791	1.9951472	1.8799721	1.9949463	0.0052638861	1.72238	1.1427062	-0.00011486117	4.0869726e-05	-3.2597121e-05	0.00017814721	-1.1030124e-07	1.3022193e-05	0.29732295	3.1198979e-06	0.17254321	0.59162484	-1.2950861	-0.25908729	1.2943579	0.26447121	3.4091455e-05	2.1594309	2	2	0	0	-102.56636	R0:S0:1	1.1427062	-127.0832	uncorrelated	2	8eae08f	v2.2.3	YY	3	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-20@14:33
2x2_2C_8b_C2v_L	10.258394	0	14	3.4473	-1.1245588	-5.922286	-5.7951671	-1.0215331	-5.8073286	-1.0365783	0.90914226	-4.8452352	11.4	-9.1850442e-06	1.2131459e-05	2.2517682e-05	-4.4851683e-05	-9.6841507e-05	0.00024138067	-0.16835258	-2.0426643e-05	-0.19392874	-1.2402779	1.7910748	0.17825996	-1.7920046	-0.18124219	-8.3854276e-05	-2.2500456	1.9316	1	0.2377	1.0466491e-06	1.2869711	1.6661821	-0.47483399	-0.11132306	0.047965641	0.14503651	1.997114	1.9650795	1.879625	1.9952533	1.8797472	1.995121	0.0051415361	1.7222098	1.1427479	2.0921626e-05	-1.8309104e-05	-7.9607072e-06	6.6273056e-05	7.9635902e-05	-0.00036571927	0.29384099	1.8891443e-05	0.17029952	0.59244015	-1.2959261	-0.25623212	1.2954786	0.25982915	6.2766842e-05	2.1600476	2	2	0	0	-102.53896	R0:S0:1	1.1427479	-127.2432	uncorrelated	2	8eae08f	v2.2.3	YY	3	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-20@14:37
2x2_2C_8b_C2v_L	10.258288	0	14	3.4473	-1.1273774	-5.9154512	-5.7980626	-1.0221988	-5.8086349	-1.0384851	0.89365224	-4.849805	11.41	5.1088454e-05	-8.1946985e-06	1.2844631e-05	-3.9313023e-05	1.7073307e-05	-5.2347664e-05	-0.16380439	-3.9816835e-05	-0.19219286	-1.2393862	1.7906052	0.17634633	-1.7912903	-0.17936302	-0.000176139	-2.2497472	1.9316	1	0.2377	1.0082527e-06	1.2869693	1.666178	-0.47484673	-0.11132777	0.047967639	0.14507381	1.9971582	1.9650189	1.8794978	1.9953356	1.8796345	1.9952057	0.0049198977	1.7219288	1.1427851	-0.00011816432	3.1444934e-06	-1.1534394e-05	6.0128193e-05	-1.437212e-05	8.0626051e-05	0.28743405	3.3329151e-05	0.16898148	0.59293017	-1.2966185	-0.25399977	1.2960163	0.25754811	0.00013370708	2.1611134	2	2	0	0	-102.59255	R0:S0:1	1.1427851	-127.4032	uncorrelated	2	8eae08f	v2.2.3	YY	5	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-20@14:44
2x2_2C_8b_C2v_L	10.258256	0	14	3.4473	-1.1436858	-5.9293072	-5.8038541	-1.0280121	-5.8120184	-1.0460353	0.89242068	-4.8559778	11.42	-4.1751261e-05	2.0899859e-05	3.7978396e-05	-9.8609323e-05	-6.0801073e-05	0.00016458429	-0.16147681	-2.2326348e-06	-0.19311797	-1.2394193	1.7902568	0.17544167	-1.7906404	-0.17839996	-1.3278127e-05	-2.2493865	1.9316	1	0.2377	5.0062438e-07	1.2869689	1.6661756	-0.47485135	-0.11132818	0.047967801	0.14509453	1.9971369	1.9650409	1.8794292	1.9953745	1.8795639	1.9952524	0.0048036005	1.7217788	1.1428067	9.5803164e-05	-2.4306018e-05	-2.6934389e-05	0.00014740872	4.7460874e-05	-0.00024696798	0.28401135	3.5078688e-06	0.16961589	0.59274623	-1.2969977	-0.25293726	1.2963432	0.25627881	9.6531486e-06	2.1616568	2	2	0	0	-102.74956	R0:S0:1	1.1428067	-127.5632	uncorrelated	2	8eae08f	v2.2.3	YY	5	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-20@14:51
2x2_2C_8b_C2v_L	10.258171	0	14	3.4473	-1.1294591	-5.9143676	-5.8028701	-1.028263	-5.8169199	-1.0489963	0.87320804	-4.8573138	11.43	-0.00025874213	0.00015142765	-1.3389684e-05	2.1949657e-05	-1.2040318e-05	4.8026622e-05	-0.15589651	2.9859425e-05	-0.18898927	-1.2386706	1.7893106	0.17321044	-1.7902958	-0.17708742	0.00010428439	-2.248575	1.9316	1	0.2377	3.6747217e-07	1.2869675	1.6661711	-0.47486215	-0.11133117	0.047968949	0.14514128	1.9972341	1.9649143	1.8793003	1.9954736	1.8794613	1.9953069	0.0045330446	1.7214243	1.1428545	0.0005930019	-0.0001610211	1.2156552e-05	-3.2482098e-05	1.2262016e-05	-7.3247627e-05	0.27588576	-8.005258e-06	0.16670549	0.59380415	-1.2975852	-0.25018809	1.2969384	0.25480961	-7.8823256e-05	2.1629459	2	2	0	0	-102.74664	R0:S0:1	1.1428545	-127.7232	uncorrelated	2	8eae08f	v2.2.3	YY	4	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-20@14:57
2x2_2C_8b_C2v_L	10.258235	0	14	3.4473	-1.1614212	-5.9513387	-5.8113319	-1.027257	-5.8201442	-1.0506544	0.89353618	-4.8693211	11.44	9.8656294e-05	-5.0167155e-05	-4.0676687e-06	3.0655213e-05	5.5663925e-05	-0.00014556599	-0.1576026	-6.668386e-06	-0.19296118	-1.2396985	1.7895037	0.17168428	-1.7898081	-0.17535379	-5.6352539e-05	-2.2487197	1.9316	1	0.2377	-5.5298211e-07	1.2869687	1.6661739	-0.47485495	-0.11132758	0.047967484	0.14513547	1.9971388	1.9650349	1.8792127	1.9955312	1.8793825	1.9953834	0.0046122227	1.721531	1.1428494	-0.00022223717	5.6173579e-05	-5.5613086e-06	-4.648716e-05	-5.1000743e-05	0.00021636313	0.27828608	2.1857597e-07	0.16956215	0.59280376	-1.2981306	-0.24860132	1.2972611	0.2526998	4.3164855e-05	2.1625413	2	2	0	0	-102.97354	R0:S0:1	1.1428494	-127.8832	uncorrelated	2	8eae08f	v2.2.3	YY	4	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-20@15:02
2x2_2C_8b_C2v_L	10.258149	0	14	3.4473	-1.1420333	-5.9140577	-5.8327328	-1.0591627	-5.8319675	-1.05088	0.90602885	-4.8796544	11.45	4.9683154e-05	-1.061837e-05	9.7828501e-07	-1.6548594e-06	3.116597e-05	-6.0419874e-05	-0.15794409	-9.0463236e-06	-0.18700002	-1.2375458	1.790184	0.17538055	-1.7903425	-0.17431742	-2.410539e-05	-2.2487443	1.9316	1	0.2377	4.4154078e-07	1.2869669	1.6661734	-0.47486323	-0.1113345	0.047970327	0.14514259	1.9972854	1.9648462	1.8794102	1.9953799	1.8793567	1.9954191	0.0046282481	1.7215142	1.1428542	-0.00011424656	8.1290533e-06	-8.8849539e-06	1.1088234e-06	-2.888622e-05	8.9379116e-05	0.27877297	1.1588573e-05	0.16514632	0.59435163	-1.2970893	-0.25279021	1.2974226	0.251719	1.6942154e-05	2.1626364	2	2	0	0	-103.05168	R0:S0:1	1.1428542	-128.0432	uncorrelated	2	8eae08f	v2.2.3	YY	5	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-20@15:09
2x2_2C_8b_C2v_L	10.258337	0	14	3.4473	-1.2148965	-6.0262203	-5.8203383	-1.0322391	-5.8178925	-1.0255378	0.9314744	-4.8927951	11.46	0.0001116473	-6.6719136e-05	-3.1009619e-05	7.9597032e-05	-3.5059984e-05	8.7859475e-05	-0.16060134	-1.0902095e-05	-0.19981833	-1.2421681	1.7887318	0.16877098	-1.7886648	-0.16771017	-6.7375295e-05	-2.2489586	1.9316	1	0.2377	-3.9369486e-07	1.2869707	1.666178	-0.47484421	-0.1113206	0.047964716	0.14514262	1.9969673	1.965256	1.8790359	1.9956536	1.8789823	1.9956958	0.0047523577	1.7217277	1.1428585	-0.00024625612	7.1994371e-05	3.2355241e-05	-0.00011953256	3.6314902e-05	-0.00013049848	0.28248353	8.003164e-07	0.17458353	0.59097343	-1.2990425	-0.24516033	1.299333	0.24396467	5.0873351e-05	2.1617871	2	2	0	0	-103.33056	R0:S0:1	1.1428585	-128.2032	uncorrelated	2	8eae08f	v2.2.3	YY	4	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-20@15:14
2x2_2C_8b_C2v_L	10.257941	0	14	3.4473	-1.0976034	-5.8544662	-5.8561087	-1.0896828	-5.8490084	-1.0733538	0.89452983	-4.8922207	11.47	-0.0004558483	0.00021753236	1.9971827e-05	-3.9010835e-05	-6.6308384e-05	0.00020675982	-0.15238573	1.1365114e-05	-0.17536036	-1.2343279	1.7902731	0.17698369	-1.7899827	-0.17434867	8.5567747e-05	-2.2481905	1.9316	1	0.2377	1.4275311e-06	1.2869629	1.6661675	-0.47488652	-0.11134658	0.04797534	0.14519758	1.9975579	1.9644964	1.8794722	1.9953151	1.8793386	1.9954224	0.0043671457	1.7211363	1.142907	0.0010414096	-0.00023834233	-1.3544229e-05	5.6124304e-05	4.8203211e-05	-0.00030822674	0.27079093	5.2224668e-06	0.15661379	0.5972224	-1.2967818	-0.25456624	1.2974769	0.25161875	-6.2443817e-05	2.1640704	2	2	0	0	-103.13422	R0:S0:1	1.142907	-128.3632	uncorrelated	2	8eae08f	v2.2.3	YY	5	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-20@15:21
2x2_2C_8b_C2v_L	10.258268	0	14	3.4473	-1.2087426	-5.9997044	-5.829788	-1.0322228	-5.8578837	-1.0811453	0.87170193	-4.8916844	11.48	-3.0190945e-05	1.4376321e-05	3.3846863e-06	-2.3330535e-05	-9.5730985e-07	2.0931034e-05	-0.14609816	-7.8378246e-06	-0.19429377	-1.2400353	1.7881361	0.16541097	-1.7899231	-0.1739272	-6.6063503e-06	-2.2470643	1.9316	1	0.2377	4.6965896e-07	1.2869697	1.6661733	-0.47485289	-0.11132336	0.047965364	0.14519609	1.9971052	1.9650616	1.8789001	1.9957917	1.8792742	1.9954382	0.0040685412	1.7208405	1.1429142	6.5676686e-05	-1.8205408e-05	-4.8696862e-06	3.3897636e-05	1.2360287e-06	-3.0317875e-05	0.26134471	7.5328314e-06	0.1705603	0.59259942	-1.2996167	-0.24119382	1.2979541	0.25121441	4.8607133e-06	2.1650148	2	2	0	0	-103.55111	R0:S0:1	1.1429142	-128.5232	uncorrelated	2	8eae08f	v2.2.3	YY	5	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-20@15:28
