CDMFT_iterations	CDMFT_method	D	D_1	D_1_ave	D_ave	E0_1	E0_2	E_kin	GS_consistency	U	U_1_ave	convergence	dist_function	e	e_2_ave	e_ave	eb1_1	eb1_1_ave	eb2_1	eb2_1_ave	eb3_1	eb3_1_ave	eb4_1	eb4_1_ave	eb5_1	eb5_1_ave	eb6_1	eb6_1_ave	eb7_1	eb7_1_ave	eb8_1	eb8_1_ave	githash	model	mu	mu_1_ave	mu_2_ave	mu_ave	n_1	n_2	sb1_1	sb1_1_ave	sb2_1	sb2_1_ave	sb3_1	sb3_1_ave	sb4_1	sb4_1_ave	sb5_1	sb5_1_ave	sb6_1	sb6_1_ave	sb7_1	sb7_1_ave	sb8_1	sb8_1_ave	script	sector_1	sector_2	tb1_1	tb1_1_ave	tb2_1	tb2_1_ave	tb3_1	tb3_1_ave	tb4_1	tb4_1_ave	tb5_1	tb5_1_ave	tb6_1	tb6_1_ave	tb7_1	tb7_1_ave	tb8_1	tb8_1_ave	time	tpd	tpd_ave	tpp	tpp_2_ave	tpp_ave	tppp	tppp_2_ave	tppp_ave	version	
1	Broyden	0	1e-09	0.1096290826	0.04403254303	-79.09769154	-106.7248	1.501031766	YY	9.5	0.2559611567	self-energy	sharp_wc_5_b_50	2.0097	2	1.207077307	0.177083542	0.1987437067	-3.976117081	1.931911626	-4.707298906	1.691618365	0.3427667217	0.4614541848	-4.707208427	1.691602506	0.3427386747	0.4613228414	0.4982151583	0.01195198711	-3.805444807	1.296119529	53e768a	2x2_2C_8b_C2v_L	8.68	1.212095681	2	1.605774661	0.9999999998247879	0.9999999999999999	3.337933907e-06	3.814765617e-06	-6.259234039e-05	0.000150766899	-0.02419213463	-0.3431715456	-0.1181869878	1.154805267	-0.02419909505	-0.3431708742	-0.1182910792	1.155219611	7.975046837e-05	-0.0003567125634	2.400271971e-05	-8.729729483e-05	run_cdmft.py	R0:S0:1	uncorrelated	-0.2061315883	1.682912328	1.294713853	-0.626983536	-1.953450695	1.976685541	-0.2921518418	1.627787806	1.953355581	-1.976780211	0.2920935811	-1.627295567	0.4101373539	-0.3536721051	-2.476615992	3.361177106	2024-12-04@08:35	2.1394	-0.7707395364	1	-6.405018982e-16	-0.3086441445	0.2577	-1.02824895e-16	0.1243498877	v2.7.9	
1	Broyden	0	1e-09	0.1090987145	0.04419243697	-79.28668213	-107.0448	1.528618415	YY	9.5	0.256735837	self-energy	sharp_wc_5_b_50	2.0097	2	1.207881817	0.1757332079	0.1949811974	-3.987903072	1.932636002	-4.72357234	1.693932813	0.3396475043	0.4598928954	-4.722377821	1.693826951	0.3398292474	0.4597000207	0.4964902163	0.01181371621	-3.820657194	1.298613241	53e768a	2x2_2C_8b_C2v_L	8.7	1.213573853	2	1.607170114	0.9999999998210095	0.9999999999999998	0.000113141929	-0.0003665056846	1.250932832e-05	-4.295237453e-05	-0.02420897721	-0.3401125204	-0.1193598309	1.155445447	-0.02422634943	-0.3402871095	-0.1193180384	1.155605721	-5.531229027e-05	0.0002082804639	-1.466901071e-05	7.792565148e-06	run_cdmft.py	R0:S0:1	uncorrelated	-0.2046682171	1.667291374	1.295026067	-0.6227639188	-1.953646231	1.967579325	-0.2900808583	1.623888747	1.953407565	-1.967959607	0.2900172339	-1.623204187	0.4076960471	-0.3514590148	-2.476619023	3.356775967	2024-12-04@08:49	2.1394	-0.7678548664	1	-1.573493762e-16	-0.3070810974	0.2577	1.82634386e-16	0.1237453737	v2.7.9	
1	Broyden	0	1e-09	0.1085505045	0.04430940724	-79.47379256	-107.3648	1.556818372	YY	9.5	0.2574998892	self-energy	sharp_wc_5_b_50	2.0097	2	1.208704456	0.1739207235	0.190741043	-3.997866802	1.933396721	-4.738360131	1.696067234	0.3370376254	0.457014394	-4.739191151	1.696191878	0.3372457526	0.4570666747	0.4952329188	0.0116934091	-3.836809654	1.301335365	53e768a	2x2_2C_8b_C2v_L	8.72	1.215068039	2	1.608568924	0.9999999998108116	0.9999999999999998	3.256410657e-05	-4.399079915e-05	-9.143322924e-05	0.0002599543566	-0.02411325236	-0.3373295591	-0.1201128642	1.153793188	-0.02421058197	-0.337201403	-0.120179941	1.15382522	-8.948056167e-05	0.000403805259	-2.333594791e-06	0.0001043032807	run_cdmft.py	R0:S0:1	uncorrelated	-0.2028119927	1.649449099	1.295022851	-0.6181971874	-1.953715726	1.959182577	-0.2880714776	1.617705651	1.953797159	-1.958667815	0.2881356476	-1.618156337	0.4055097392	-0.3494529696	-2.476841585	3.351931814	2024-12-04@08:52	2.1394	-0.7649197601	1	-9.737674694e-18	-0.3054535311	0.2577	-3.100963702e-16	0.123123703	v2.7.9	
1	Broyden	0	1e-09	0.108048291	0.04442701592	-79.66109343	-107.6848	1.584884061	YY	9.5	0.2582552737	self-energy	sharp_wc_5_b_50	2.0097	2	1.209520446	0.172134297	0.186772485	-4.007120296	1.934090514	-4.75501692	1.698380725	0.3346421182	0.4540993686	-4.75513217	1.698443038	0.3349774096	0.4540343081	0.493890414	0.01156832258	-3.852693623	1.304004109	53e768a	2x2_2C_8b_C2v_L	8.74	1.216543432	2	1.60996135	0.9999999997863009	0.9999999999999999	0.0001399101437	-0.0004615009799	-6.81170337e-05	0.0001244276228	-0.02412359381	-0.3343968306	-0.1210763741	1.152481219	-0.02414604784	-0.3344797582	-0.1211092168	1.152437006	1.157823516e-05	-0.0001010525989	4.492554612e-06	-6.838626054e-05	run_cdmft.py	R0:S0:1	uncorrelated	-0.2011043552	1.632473897	1.295052284	-0.6140246082	-1.953976253	1.95010367	-0.2861299281	1.611758277	1.953970895	-1.949784941	0.286206885	-1.611956072	0.4032385796	-0.3473880734	-2.476967563	3.347155993	2024-12-04@08:55	2.1394	-0.7619961959	1	1.602002296e-16	-0.303833793	0.2577	-2.911276456e-16	0.122506408	v2.7.9	
1	Broyden	0	1e-09	0.1074908753	0.04451576016	-79.84398147	-108.0048	1.613047675	YY	9.5	0.2590098339	self-energy	sharp_wc_5_b_50	2.0097	2	1.210336293	0.1702707061	0.1825557337	-4.018625657	1.934840683	-4.769667448	1.700538017	0.3320123064	0.4510569334	-4.768919549	1.700486183	0.3320282187	0.4510030792	0.4921856212	0.01144308257	-3.868574077	1.306670722	53e768a	2x2_2C_8b_C2v_L	8.76	1.218016091	2	1.611358926	0.9999999998305124	1.0	-0.0001183120735	0.0004479123081	-1.008034673e-05	0.0001064222615	-0.02402953065	-0.3315911503	-0.121932055	1.150842196	-0.02407207503	-0.3315879047	-0.1219498772	1.150937088	-5.021048212e-05	0.0002482251916	1.732264228e-05	5.869577805e-05	run_cdmft.py	R0:S0:1	uncorrelated	-0.1992487752	1.614422938	1.295265819	-0.6095452047	-1.953920732	1.941454577	-0.2839718123	1.605234899	1.953800096	-1.941659622	0.2839755517	-1.604956552	0.400928262	-0.3453058811	-2.477109537	3.342368152	2024-12-04@08:59	2.1394	-0.7590585872	1	2.348618028e-16	-0.3022108209	0.2577	2.122271301e-16	0.1218877486	v2.7.9	
1	Broyden	0	1e-09	0.1069363354	0.04460823279	-80.03229628	-108.3248	1.640537053	YY	9.5	0.2597629192	self-energy	sharp_wc_5_b_50	2.0097	2	1.211133076	0.1683609931	0.1785297622	-4.026276918	1.935512503	-4.785457788	1.702779541	0.3297367153	0.4483345316	-4.787162369	1.702692319	0.3298251135	0.4481870393	0.4910806021	0.01132335167	-3.884665439	1.309306963	53e768a	2x2_2C_8b_C2v_L	8.78	1.21946892	2	1.612715201	0.9999999998518982	1.0	-0.0001647321049	0.000538631576	0.0001270638593	-0.0002527696566	-0.02407209286	-0.3286813328	-0.1227486525	1.149022131	-0.02412704989	-0.3284346899	-0.1230678487	1.150337668	5.776993749e-05	-0.0001609451319	-6.68575055e-05	0.000122657534	run_cdmft.py	R0:S0:1	uncorrelated	-0.1973531045	1.596578948	1.295118625	-0.6054004181	-1.954081268	1.932463457	-0.2821605486	1.599742605	1.954429983	-1.933195994	0.2821855987	-1.59846602	0.3987434284	-0.3433079427	-2.477291792	3.337629807	2024-12-04@09:02	2.1394	-0.7562009159	1	6.607648328e-16	-0.3006068707	0.2577	4.236800099e-17	0.1212830863	v2.7.9	
1	Broyden	0	1e-09	0.1064521611	0.04468928738	-80.21813065	-108.6448	1.66849828	YY	9.5	0.2605006128	self-energy	sharp_wc_5_b_50	2.0097	2	1.211938235	0.1662296879	0.1744822083	-4.036305426	1.93620634	-4.801630807	1.704824749	0.327414416	0.4446844441	-4.802377912	1.704857753	0.3273274234	0.4449051798	0.4893877869	0.01118783573	-3.900261721	1.311919376	53e768a	2x2_2C_8b_C2v_L	8.8	1.220908947	2	1.614098724	0.9999999998096867	0.9999999999999998	0.0007398609119	-0.002520841818	-0.0002321241372	0.0001877170894	-0.02400130785	-0.3260388269	-0.123811285	1.148022026	-0.0239883278	-0.3258474256	-0.123880833	1.148234908	-9.047905919e-05	0.0002591302034	6.117392616e-06	-6.538514298e-05	run_cdmft.py	R0:S0:1	uncorrelated	-0.1955017759	1.578680555	1.295187381	-0.6011951205	-1.95432542	1.924523671	-0.2800266652	1.591317884	1.954495509	-1.924410559	0.2800493522	-1.591689872	0.3962615132	-0.3410854502	-2.477314387	3.332902619	2024-12-04@09:05	2.1394	-0.7532824986	1	5.200989817e-16	-0.2989900237	0.2577	8.191522333e-17	0.1206690901	v2.7.9	
1	Broyden	0	1e-09	0.1058070724	0.0447342188	-80.40829486	-108.9648	1.696208959	YY	9.5	0.261237062	self-energy	sharp_wc_5_b_50	2.0097	2	1.212736608	0.1644517785	0.170131992	-4.048108955	1.936949707	-4.817972939	1.706949869	0.3247622501	0.4417759053	-4.817469128	1.706872302	0.3245981931	0.4417176869	0.4880610878	0.01106288037	-3.916143605	1.314571339	53e768a	2x2_2C_8b_C2v_L	8.82	1.222346073	2	1.615457414	0.9999999997931377	0.9999999999999998	-0.0006580834765	0.002212360034	0.0001930417019	-0.0001594223492	-0.0240178363	-0.3227395872	-0.1247369668	1.146568597	-0.02401595111	-0.3227292172	-0.1247421772	1.146585247	3.215843712e-05	2.963921266e-05	-2.102073584e-05	0.0001778142713	run_cdmft.py	R0:S0:1	uncorrelated	-0.1934604755	1.559287199	1.295503604	-0.5967061159	-1.954573341	1.916079096	-0.277908783	1.584401173	1.954541354	-1.916478613	0.2779230001	-1.584031314	0.3939867476	-0.3390261617	-2.477409532	3.328058135	2024-12-04@09:08	2.1394	-0.7504002693	1	2.613602667e-16	-0.297367032	0.2577	6.756697901e-17	0.1200605116	v2.7.9	
1	Broyden	0	1e-09	0.1053147537	0.04479361413	-80.59292068	-109.2848	1.723992142	YY	9.5	0.2619719122	self-energy	sharp_wc_5_b_50	2.0097	2	1.21353493	0.1622845316	0.1658002686	-4.056278447	1.937655886	-4.833155307	1.708889542	0.322527167	0.4377741125	-4.83429341	1.709046956	0.3229064287	0.437776545	0.4871793291	0.01093472072	-3.932154231	1.317228839	53e768a	2x2_2C_8b_C2v_L	8.84	1.223778238	2	1.616816005	0.999999999799523	0.9999999999999998	-0.0007189027957	0.002400483182	0.0002253054274	-0.0001817309873	-0.02396068598	-0.3200378097	-0.1257786002	1.145100822	-0.02398572928	-0.3201090487	-0.1257045521	1.144289538	3.232275606e-05	1.022230036e-05	-3.673764852e-05	0.0001591785341	run_cdmft.py	R0:S0:1	uncorrelated	-0.191356056	1.539672941	1.295300954	-0.5923048173	-1.954638104	1.908488649	-0.2757990616	1.575106669	1.954894648	-1.907809365	0.2760219801	-1.5760901	0.3917156654	-0.3369283461	-2.477554262	3.323235694	2024-12-04@09:11	2.1394	-0.7475103632	1	7.437919942e-17	-0.2957355042	0.2577	-2.150738223e-16	0.1194492565	v2.7.9	
1	Broyden	0	1e-09	0.1047751751	0.04484233418	-80.77958899	-109.6048	1.751303826	YY	9.5	0.2627083214	self-energy	sharp_wc_5_b_50	2.0097	2	1.214317098	0.1607381814	0.1615790255	-4.066105673	1.938344359	-4.84864188	1.710886302	0.3200678099	0.4344271508	-4.849987571	1.71102375	0.3205945563	0.4342968562	0.4863753016	0.01080763787	-3.9479897	1.319774098	53e768a	2x2_2C_8b_C2v_L	8.86	1.225191466	2	1.618158252	0.9999999998061977	0.9999999999999998	-0.0001341714692	0.0004618729793	4.820662082e-05	-2.085212602e-05	-0.02395078389	-0.3172460096	-0.1266884216	1.143441685	-0.02392787822	-0.3173223605	-0.1268582097	1.143586058	-1.170170231e-05	5.593610093e-05	-9.906594105e-06	1.033761913e-05	run_cdmft.py	R0:S0:1	uncorrelated	-0.1893876232	1.520426659	1.29548466	-0.5880542572	-1.954778571	1.900510843	-0.2736928258	1.567337213	1.954959805	-1.899960682	0.2738548087	-1.567535918	0.3894959527	-0.3348640024	-2.477769987	3.318602538	2024-12-04@09:15	2.1394	-0.7446657909	1	3.415348784e-16	-0.2941347342	0.2577	5.141626226e-17	0.1188498112	v2.7.9	
