CDMFT_iterations	CDMFT_method	D	D_1	D_1_ave	D_ave	E0_1	E0_2	E_kin	GS_consistency	U	U_1_ave	convergence	dist_function	e	e_2_ave	e_ave	eb1_1	eb1_1_ave	eb2_1	eb2_1_ave	eb3_1	eb3_1_ave	eb4_1	eb4_1_ave	eb5_1	eb5_1_ave	eb6_1	eb6_1_ave	eb7_1	eb7_1_ave	eb8_1	eb8_1_ave	githash	model	mu	mu_1_ave	mu_2_ave	mu_ave	n_1	n_2	sb1_1	sb1_1_ave	sb2_1	sb2_1_ave	sb3_1	sb3_1_ave	sb4_1	sb4_1_ave	sb5_1	sb5_1_ave	sb6_1	sb6_1_ave	sb7_1	sb7_1_ave	sb8_1	sb8_1_ave	script	sector_1	sector_2	tb1_1	tb1_1_ave	tb2_1	tb2_1_ave	tb3_1	tb3_1_ave	tb4_1	tb4_1_ave	tb5_1	tb5_1_ave	tb6_1	tb6_1_ave	tb7_1	tb7_1_ave	tb8_1	tb8_1_ave	time	tpd	tpd_ave	tpp	tpp_2_ave	tpp_ave	tppp	tppp_2_ave	tppp_ave	version	
12	Broyden	0	1e-09	0.02717158594	-0.005864798462	-72.23360632	-92.8048	0.3167619227	NY	11	0.1726616795	self-energy	sharp_wc_5_b_50	2.0097	2	1.172852533	0.2686250919	0.442513261	-3.58428787	1.884267899	-4.056404347	1.593863012	-0.517375801	1.560325189	-4.056783014	1.594172283	-0.517706049	1.559480968	0.5985584632	0.01902792688	-3.110792525	1.234078618	53e768a	2x2_2C_8b_C2v_L	7.81	1.08365155	2	1.516598461	0.9999999997714096	1.0	-0.0001056586565	0.000498997271	7.980295568e-05	-0.0001090389613	-0.0002158977245	-0.1050192762	-0.3711618907	1.495552608	-0.0001937900691	-0.1051155666	0.3713005077	-1.497977427	1.783488085e-05	-7.144493275e-05	2.210930033e-05	-6.000291301e-05	run_cdmft.py	R0:S0:1	uncorrelated	-0.267778802	2.355445846	1.295688907	-0.9537752539	-1.959257087	2.380906225	0.0008250353788	-0.1645946196	1.959244218	-2.379578789	0.0008896130267	-0.1648583905	0.4903511438	-0.4295116118	-2.476523548	3.412902054	2024-12-04@17:03	2.1394	-0.9025185492	1	-1.860604714e-16	-0.3581557219	0.2577	-8.174988332e-17	0.1455548222	v2.7.9	
2	Broyden	0	1e-09	-0.05066271967	0.007573805189	-72.38329812	-93.1248	0.355850147	NY	11	0.1727683807	self-energy	sharp_wc_5_b_50	2.0097	2	1.173877442	0.2662648729	0.4302903612	-3.595294304	1.886586005	-4.070078417	1.589037992	-0.5124885495	1.581021565	-4.071334752	1.592707154	-0.5128396411	1.563437579	0.5935857553	0.01879533271	-3.126251679	1.233925474	53e768a	2x2_2C_8b_C2v_L	7.83	1.083856178	2	1.51954518	0.9999999998100672	1.0000000000000004	-0.009046341654	0.04725859248	0.003110164736	0.003136075427	-0.0001176594688	0.199041434	-0.3696002944	1.449605756	0.001837551339	0.1906579548	0.369789042	-1.489746044	0.004056922269	-0.01124975584	-0.0008962617597	0.00136254401	run_cdmft.py	R0:S0:1	uncorrelated	-0.2661345358	2.328290348	1.295767334	-0.9398953779	-1.959163215	2.399984224	0.0007010978231	0.3021712698	1.959413118	-2.383790064	-0.007550925869	0.3272304463	0.4880630271	-0.4270443349	-2.476561781	3.412901731	2024-12-04@16:52	2.1394	-0.8976937455	1	-4.842408139e-16	-0.3574045728	0.2577	-2.515214717e-16	0.1451524752	v2.7.9	
2	Broyden	0	1e-09	0.0009252290264	-8.761179411e-05	-72.53892409	-93.4448	0.3930592535	YY	11	0.173735268	self-energy	sharp_wc_5_b_50	2.0097	2	1.175228589	0.264848435	0.4294495117	-3.609299946	1.887076895	-4.084921184	1.601689322	-0.5074409237	1.56306293	-4.085468687	1.601298152	-0.507459642	1.564742748	0.5897639186	0.01888989136	-3.141891881	1.241403769	53e768a	2x2_2C_8b_C2v_L	7.85	1.087007702	2	1.520831597	0.9999999997174458	0.9999999999999998	0.004022106043	-0.0211802676	-0.001357434727	-0.001632651152	0.0003904633472	-0.005765714716	-0.3678871384	1.503798555	-0.0003585415471	-0.001364494405	0.3678230163	-1.499646503	-0.00171317318	0.0047774694	0.000417875954	-0.0005409528779	run_cdmft.py	R0:S0:1	uncorrelated	-0.2652315094	2.330710349	1.296405323	-0.9392997584	-1.959337777	2.353138119	-0.001613409271	-0.001663780111	1.95950247	-2.354992101	0.001739525912	-0.009688838067	0.4853782851	-0.425853545	-2.476817834	3.399507339	2024-12-04@16:48	2.1394	-0.8942829343	1	2.037889931e-16	-0.3547246546	0.2577	1.125034864e-16	0.1440295655	v2.7.9	
2	Broyden	0	1e-09	0.000792795583	-7.297475169e-06	-72.69297906	-93.7648	0.4346377569	YY	11	0.1742009151	self-energy	sharp_wc_5_b_50	2.0097	2	1.176463532	0.2623345644	0.4221680478	-3.620109592	1.888504969	-4.100096438	1.603438228	-0.5030443493	1.571013164	-4.100110369	1.604819003	-0.5025572203	1.564947994	0.5851214214	0.01879581607	-3.157425374	1.244472836	53e768a	2x2_2C_8b_C2v_L	7.87	1.088439653	2	1.523309756	0.9999999997718819	1.0	-0.001549384233	0.008053507493	0.000533167821	0.0005678224796	-0.0001457103887	-0.002179595122	-0.3662864051	1.491706552	0.000157514672	-0.003896967422	0.3663605633	-1.506184793	0.000861018105	-0.00247684556	-0.0002397029922	0.0002183190512	run_cdmft.py	R0:S0:1	uncorrelated	-0.2637887557	2.316024843	1.296571	-0.9315141975	-1.959733253	2.348020622	0.0007290339909	-0.00652135457	1.95966937	-2.341790416	-0.000570524799	-0.003423242482	0.4829538221	-0.4239867981	-2.476959699	3.393790701	2024-12-04@16:45	2.1394	-0.8896075601	1	-2.382060348e-16	-0.3531337324	0.2577	4.415123304e-16	0.1431922352	v2.7.9	
2	Broyden	0	1e-09	-0.0005322628591	-0.0001144453859	-72.84193689	-94.0848	0.4799715784	YY	11	0.1746534501	self-energy	sharp_wc_5_b_50	2.0097	2	1.177778407	0.2595024259	0.4149633891	-3.632754894	1.889962594	-4.113519431	1.606824884	-0.4967899425	1.569983618	-4.114035343	1.606180729	-0.4975211704	1.573290286	0.5813075518	0.01868675895	-3.172815582	1.24737805	53e768a	2x2_2C_8b_C2v_L	7.89	1.08981827	2	1.526080059	0.999999999791035	1.0000000000000002	0.0003808147799	-0.00198701093	-0.00010242787	-0.0002185477349	-2.845790773e-05	0.001858708989	-0.3645709064	1.499876251	-2.302409098e-05	0.002233438456	0.3647110323	-1.492390488	-0.0003061722137	0.0009012709752	9.42476785e-05	-7.421796303e-05	run_cdmft.py	R0:S0:1	uncorrelated	-0.2623735643	2.301256625	1.296899743	-0.9236418562	-1.95961129	2.335099783	-0.0002509439542	0.003721223955	1.959723738	-2.338078388	0.0001517146914	0.00282377549	0.4806732577	-0.4221243811	-2.477095502	3.388351023	2024-12-04@16:41	2.1394	-0.8844000945	1	1.752798883e-16	-0.3515508894	0.2577	-2.912452308e-16	0.142202998	v2.7.9	
5	Broyden	0	1e-09	-0.002653057572	-0.001190013583	-72.99357109	-94.4048	0.5346767925	YY	11	0.1751013381	self-energy	sharp_wc_5_b_50	2.0097	2	1.179308866	0.2559698567	0.4082233088	-3.645199933	1.891317335	-4.127963509	1.60927572	-0.4917224477	1.57406357	-4.127866777	1.608580161	-0.4919586273	1.577018599	0.5772123746	0.01854920323	-3.188069975	1.250270366	53e768a	2x2_2C_8b_C2v_L	7.91	1.091187578	2	1.52953251	0.9999999997914033	1.0	-4.941704674e-05	0.0003146987518	-7.331345591e-05	0.0002535796573	0.0002499741846	0.00990319498	-0.3629493861	1.496691341	0.0001284939251	0.01001660611	0.3629248278	-1.489509678	5.123153419e-05	-0.000152304581	1.02300729e-05	4.474116264e-06	run_cdmft.py	R0:S0:1	uncorrelated	-0.2609056243	2.287077612	1.297159516	-0.9163129347	-1.959757015	2.326465065	-0.0005443253004	0.01816821029	1.959808371	-2.329608227	-0.0005150756958	0.0180432868	0.4780529752	-0.4199718599	-2.477194035	3.382946225	2024-12-04@16:38	2.1394	-0.8779001763	1	2.734698281e-16	-0.3499343988	0.2577	-4.001748462e-16	0.1407939713	v2.7.9	
7	Broyden	0	1e-09	-0.0483903095	-0.00930827115	-73.12225751	-94.7248	0.5728931789	YY	11	0.1751534673	self-energy	sharp_wc_5_b_50	2.0097	2	1.180273776	0.2514369273	0.3971667664	-3.650699196	1.89312615	-4.140768744	1.605260869	-0.4848330849	1.584460723	-4.14124437	1.605318751	-0.4844490525	1.583829162	0.5697687843	0.01838463546	-3.203320975	1.249346482	53e768a	2x2_2C_8b_C2v_L	7.93	1.09111798	2	1.532413208	0.9999999997687531	0.9999999999999999	-0.0007131486844	0.003604779302	0.0002252256026	0.0002479936431	0.003429519694	0.1812930467	-0.3616216462	1.468294217	0.003502132073	0.1806865706	0.3614723417	-1.469293367	0.0003251572902	-0.0009268780883	-0.0001036899646	0.000142058122	run_cdmft.py	R0:S0:1	uncorrelated	-0.2586402577	2.25962891	1.297134992	-0.9045714681	-1.959345105	2.34190505	-0.01113658175	0.3384057315	1.959480556	-2.341730229	-0.01158121313	0.3396379384	0.4767376451	-0.4184522426	-2.476824944	3.384293627	2024-12-04@16:32	2.1394	-0.8731334588	1	5.280364912e-17	-0.3492267445	0.2577	1.661770638e-16	0.1403828197	v2.7.9	
3	Broyden	0	1e-09	-0.09702651527	-0.01539629891	-73.21463973	-95.0448	0.5811641623	YY	11	0.174371566	self-energy	sharp_wc_5_b_50	2.0097	2	1.18012117	0.2396297562	0.3814392621	-3.638938723	1.895325964	-4.153782113	1.589329605	-0.4732879916	1.595448906	-4.154595944	1.589915721	-0.4731158948	1.592627632	0.553266438	0.01801078147	-3.22012816	1.239325354	53e768a	2x2_2C_8b_C2v_L	7.95	1.087782917	2	1.53474735	0.9999999997820543	0.9999999999999998	-0.0008438367054	0.004245007553	0.0003015675578	0.0001367672292	0.009536650254	0.3599905178	-0.3605769453	1.405843981	0.009703353208	0.3594467193	0.3605810765	-1.412156093	0.0002742803031	-0.0007413109259	-4.824569698e-05	0.0001704700832	run_cdmft.py	R0:S0:1	uncorrelated	-0.2539487335	2.210173632	1.295643148	-0.8866468242	-1.958026921	2.40208483	-0.03246712293	0.739124718	1.958199797	-2.399564685	-0.03319106353	0.7420028108	0.4781069682	-0.417464784	-2.475527201	3.402779736	2024-12-04@16:25	2.1394	-0.871074626	1	2.980279544e-16	-0.3508750335	0.2577	6.758666958e-17	0.1415753187	v2.7.9	
2	Broyden	0	1e-09	-0.1030802159	-0.01711060524	-73.3759888	-95.3648	0.6092269177	YY	11	0.1747023817	self-energy	sharp_wc_5_b_50	2.0097	2	1.180940361	0.2347611664	0.3755971528	-3.648102922	1.896642908	-4.170319871	1.590632169	-0.4679165128	1.592032745	-4.170065758	1.590254608	-0.468301373	1.593908645	0.5493108082	0.01780280001	-3.23675658	1.240210541	53e768a	2x2_2C_8b_C2v_L	7.97	1.088505676	2	1.536510965	0.9999999998167012	0.9999999999999996	9.178648059e-05	-0.0005632604408	-2.903085052e-05	-8.051154819e-05	0.01142106921	0.37982568	-0.3586703417	1.40719123	0.01136580758	0.3798882906	0.3587094031	-1.402968637	-5.570674056e-05	0.0001041262446	4.175656927e-05	-0.0001286978222	run_cdmft.py	R0:S0:1	uncorrelated	-0.2519180529	2.192966279	1.295427089	-0.8789828791	-1.958268814	2.398175586	-0.03964908697	0.8113280458	1.958182376	-2.399842066	-0.03946942308	0.8102387188	0.4766348736	-0.415495629	-2.475718826	3.401591992	2024-12-04@16:21	2.1394	-0.8679387189	1	1.934051374e-16	-0.3497769059	0.2577	6.660233158e-17	0.1411905174	v2.7.9	
2	Broyden	0	1e-09	-0.1055025136	-0.01840489793	-73.53763559	-95.6848	0.6394835737	YY	11	0.1751552458	self-energy	sharp_wc_5_b_50	2.0097	2	1.18187009	0.2307296886	0.3711422689	-3.661141725	1.897776556	-4.185891609	1.593258909	-0.4624708414	1.589689753	-4.184899855	1.593104538	-0.4623445107	1.590107999	0.5454657922	0.01764682062	-3.253375179	1.2424356	53e768a	2x2_2C_8b_C2v_L	7.99	1.089705463	2	1.538174239	0.9999999997774812	1.0	-9.886042358e-05	0.0005331285	-4.052851413e-05	0.0002336113746	0.01266546452	0.3866300992	-0.3566233457	1.409353168	0.01261561196	0.3865813089	0.3565069026	-1.408220607	0.0001659439377	-0.0005614869134	-5.81531342e-05	1.680472129e-05	run_cdmft.py	R0:S0:1	uncorrelated	-0.2501820365	2.179697675	1.295856773	-0.8730550156	-1.958271757	2.389638774	-0.04440630933	0.8504499368	1.957985951	-2.390175675	-0.04440256318	0.8503345282	0.4747437844	-0.413539445	-2.475976726	3.397913819	2024-12-04@16:17	2.1394	-0.8647045449	1	8.174520238e-16	-0.3483335876	0.2577	3.95097554e-17	0.1406261622	v2.7.9	
