CDMFT_iterations	CDMFT_method	D	D_ave	E0_1	E0_2	E_kin	GS_consistency	U	U_1_ave	convergence	dist_function	e	e_2_ave	e_ave	eb1_1	eb1_1_ave	eb2_1	eb2_1_ave	eb3_1	eb3_1_ave	eb4_1	eb4_1_ave	eb5_1_ave	eb6_1_ave	eb7_1	eb7_1_ave	eb8_1	eb8_1_ave	githash	min_dist	model	mu	mu_1_ave	mu_2_ave	mu_ave	n_1	n_2	opt_method	sb1_1	sb1_1_ave	sb2_1	sb2_1_ave	sb3_1	sb3_1_ave	sb4_1	sb4_1_ave	sb5_1_ave	sb6_1_ave	sb7_1	sb7_1_ave	sb8_1	sb8_1_ave	script	sector_1	sector_2	tb1_1	tb1_1_ave	tb2_1	tb2_1_ave	tb3_1	tb3_1_ave	tb4_1	tb4_1_ave	tb5_1_ave	tb6_1_ave	tb7_1	tb7_1_ave	tb8_1	tb8_1_ave	time	tpd	tpd_ave	tpp	tpp_2_ave	tpp_ave	tppp	tppp_2_ave	tppp_ave	version	
2	Broyden	0	0.05085817305	-80.72404402	-108.0048	1.43693059	YY	8.5	0.3198883584	self-energy	sharp_wc_5_b_50	2.0097	2	1.202940408	0.1727492047	0.1724296003	-3.930384562	1.938452261	0.3570240911	0.5388628894	-4.745500086	1.698783569	0.5388487469	1.69878008	-3.870989115	1.241963663	0.5127479549	0.01123851305	26f4f61	231.7514507	2x2_2C_8b_C2v_L	8.76	1.284071503	2	1.624353948	1.284071503	2	PRAXIS	-7.095369871e-05	0.0002301900358	2.197600561e-05	-2.175928365e-05	0.1141767966	-1.205701244	0.02372389928	0.3884652785	1.205711753	-0.3884759236	4.342960953e-05	-2.028044478e-05	8.442413812e-05	-0.0003687515642	run_cdmft.py	R0:S0:1	uncorrelated	-0.2014324924	1.619023625	1.287876886	-0.5292133989	0.3040716596	-1.913120161	1.946267703	-1.865835968	-1.913085159	-1.865855735	2.46920457	-3.495918518	0.4258173399	-0.3617547051	2025-02-09@16:10	2.1394	-0.7703100008	1	4.54937064e-16	-0.3240135262	0.2577	-1.296557256e-16	0.1297720932	v2.9.1	
2	Broyden	0	0.05118885959	-81.20642951	-108.8048	1.494948156	YY	8.5	0.322906423	self-energy	sharp_wc_5_b_50	2.0097	2	1.20460757	0.1694198956	0.1652415525	-3.957558902	1.940068793	0.3521932588	0.5391595295	-4.783524778	1.704087429	0.5391458854	1.704081959	-3.91326296	1.246317779	0.5087121513	0.01100247265	26f4f61	231.7472961	2x2_2C_8b_C2v_L	8.81	1.288420169	2	1.627619994	1.288420169	2	PRAXIS	-8.957506943e-05	0.0002953997213	2.749032508e-05	-2.594204264e-05	0.1145822635	-1.202423618	0.02359250261	0.3835221859	1.202440097	-0.3835373609	-1.263091003e-05	3.370140303e-06	-1.055886099e-05	5.608101369e-05	run_cdmft.py	R0:S0:1	uncorrelated	-0.1977361105	1.585119185	1.288081527	-0.5190070521	0.3010112974	-1.918952213	1.946464493	-1.842319284	-1.918909087	-1.842350766	2.469691479	-3.489841188	0.4221126251	-0.3576064806	2025-02-09@16:12	2.1394	-0.7641261175	1	3.359453731e-16	-0.3209452367	0.2577	5.441550509e-17	0.1285714845	v2.9.1	
2	Broyden	0	0.05146441818	-81.70353924	-109.6048	1.5513778	YY	8.5	0.3259898963	self-energy	sharp_wc_5_b_50	2.0097	2	1.206217629	0.1667423316	0.1583865788	-3.987768039	1.941646281	0.3468895922	0.5406491062	-4.824375469	1.70937098	0.5406412712	1.70936393	-3.953519903	1.250296322	0.5035720396	0.0107516257	26f4f61	231.8159037	2x2_2C_8b_C2v_L	8.86	1.292775774	2	1.630831475	1.292775774	2	PRAXIS	-0.0001132942818	0.0003729664135	4.033581927e-05	-4.324693568e-05	0.1149342263	-1.199681426	0.02340908809	0.3784638004	1.199703245	-0.3784759533	-3.623679534e-05	-1.605291385e-05	-7.432385015e-05	0.000368920781	run_cdmft.py	R0:S0:1	uncorrelated	-0.1942065099	1.55226117	1.288655473	-0.5090351322	0.2978940778	-1.927035141	1.947089508	-1.818775849	-1.926993788	-1.818816813	2.469640309	-3.484290687	0.418120272	-0.3533180111	2025-02-09@16:13	2.1394	-0.7580905455	1	6.354425065e-17	-0.3179831495	0.2577	9.664753286e-17	0.1274056138	v2.9.1	
2	Broyden	0	0.05165624737	-82.18502902	-110.4048	1.606339045	YY	8.5	0.3291376658	self-energy	sharp_wc_5_b_50	2.0097	2	1.207778842	0.1635275106	0.1518796504	-4.015372326	1.943109333	0.341388826	0.5423770506	-4.861602065	1.71434504	0.5423496319	1.714334672	-3.995719716	1.254299833	0.4990838688	0.0105294745	26f4f61	231.9873696	2x2_2C_8b_C2v_L	8.91	1.297156107	2	1.633967724	1.297156107	2	PRAXIS	-0.000195238965	0.0006124748463	5.987020734e-05	-6.037175527e-05	0.114430997	-1.193938327	0.02297814078	0.373957771	1.193973821	-0.3739857873	4.834168485e-05	-3.488877162e-05	9.614043793e-05	-0.0004239299553	run_cdmft.py	R0:S0:1	uncorrelated	-0.1905415162	1.519746324	1.288810381	-0.4995640754	0.2947961261	-1.936144806	1.94718536	-1.795878448	-1.936063128	-1.795938105	2.470032379	-3.47877475	0.4145942144	-0.3493605819	2025-02-09@16:15	2.1394	-0.7522118574	1	8.988403797e-16	-0.3150854241	0.2577	2.827019402e-16	0.1262734996	v2.9.1	
2	Broyden	0	0.05182613752	-82.6772439	-111.2048	1.660189005	YY	8.5	0.3323833686	self-energy	sharp_wc_5_b_50	2.0097	2	1.209292167	0.1609472388	0.1456695198	-4.046413318	1.944548848	0.3364997917	0.5445587629	-4.899254284	1.719256095	0.5445866362	1.719271765	-4.037702971	1.258010159	0.4944025376	0.01029957148	26f4f61	232.1570486	2x2_2C_8b_C2v_L	8.96	1.301564343	2	1.637106056	1.301564343	2	PRAXIS	0.0002782508833	-0.0008711249588	-8.726298041e-05	8.679094582e-05	0.114529814	-1.19075543	0.02280969182	0.3693834249	1.190701213	-0.3693472379	-3.825910705e-06	4.558571784e-05	-6.95092602e-06	-1.712422754e-05	run_cdmft.py	R0:S0:1	uncorrelated	-0.1871291149	1.488606977	1.289370946	-0.4902022754	0.2918991336	-1.946375579	1.947240993	-1.77301305	-1.946478192	-1.772922311	2.470315108	-3.473841402	0.4111305165	-0.3453853038	2025-02-09@16:17	2.1394	-0.7464085364	1	3.408973912e-16	-0.3123086164	0.2577	1.334731605e-16	0.125172314	v2.9.1	
2	Broyden	0	0.05195478391	-83.17827013	-112.0048	1.712265354	YY	8.5	0.3357265862	self-energy	sharp_wc_5_b_50	2.0097	2	1.210749643	0.1579887896	0.1398808652	-4.076252631	1.945896521	0.3323185735	0.5470504641	-4.939156126	1.724231834	0.5470864195	1.724255128	-4.080095846	1.261595302	0.4898265217	0.01008056115	26f4f61	232.4233164	2x2_2C_8b_C2v_L	9.01	1.306025923	2	1.640166248	1.306025923	2	PRAXIS	0.0004235423538	-0.001306904754	-0.0001329146746	0.0001325618032	0.1142302296	-1.185975855	0.02259386497	0.3652147034	1.185891826	-0.3651641732	-2.083257837e-05	9.221847464e-05	-2.146139247e-05	1.638582618e-05	run_cdmft.py	R0:S0:1	uncorrelated	-0.1836550161	1.458536221	1.289704277	-0.4812380162	0.2893878643	-1.958799116	1.94771358	-1.749639311	-1.95894111	-1.7495042	2.470645141	-3.469162428	0.4078904642	-0.3415703003	2025-02-09@16:19	2.1394	-0.740791728	1	1.028009689e-16	-0.3096217022	0.2577	3.492305499e-16	0.124109759	v2.9.1	
2	Broyden	0	0.05198909843	-83.67632132	-112.8048	1.762998887	YY	8.5	0.3392197128	self-energy	sharp_wc_5_b_50	2.0097	2	1.212157794	0.1553280182	0.134390181	-4.107189289	1.94720133	0.327678066	0.5508396554	-4.977972253	1.729104887	0.5508300536	1.729104305	-4.121487021	1.264878778	0.4845562806	0.009862671047	26f4f61	232.698623	2x2_2C_8b_C2v_L	9.06	1.310584495	2	1.643207717	1.310584495	2	PRAXIS	-2.622615212e-05	6.883491556e-05	5.22702066e-06	-6.234434372e-06	0.1137687786	-1.180808518	0.02232267177	0.3608369837	1.180812848	-0.3608434829	5.337111045e-05	-6.793340403e-06	0.0001025501342	-0.0005136739365	run_cdmft.py	R0:S0:1	uncorrelated	-0.1802207332	1.429568267	1.290130177	-0.4724252115	0.2868323301	-1.974315578	1.947973469	-1.726208333	-1.974299263	-1.726211467	2.470712296	-3.465030929	0.4046283041	-0.3377834577	2025-02-09@16:20	2.1394	-0.7352863726	1	-2.431905158e-16	-0.3070527456	0.2577	-7.108033869e-17	0.1230779508	v2.9.1	
2	Broyden	0	0.05191692748	-84.16827771	-113.6048	1.811987895	YY	8.5	0.3428836142	self-energy	sharp_wc_5_b_50	2.0097	2	1.213508828	0.1535205418	0.1295397681	-4.136783844	1.948400711	0.3231747783	0.5556518803	-5.014828302	1.733872796	0.5557573126	1.733958951	-4.16447353	1.268081014	0.4784960978	0.009658734548	26f4f61	233.0989869	2x2_2C_8b_C2v_L	9.11	1.315261161	2	1.646203102	1.315261161	2	PRAXIS	0.001585435115	-0.004761744123	-0.0004776218342	0.0004583748928	0.1128169544	-1.173716465	0.02201365284	0.3565567751	1.173379751	-0.3563640934	5.558361166e-06	0.0003083920057	5.031759328e-05	-0.0005909008002	run_cdmft.py	R0:S0:1	uncorrelated	-0.1771847024	1.403423307	1.290321828	-0.464147582	0.2845037483	-1.993275888	1.947934913	-1.702677317	-1.993740866	-1.702176582	2.47100238	-3.461233571	0.401547751	-0.3341232968	2025-02-09@16:22	2.1394	-0.729945584	1	3.065951494e-16	-0.3046083052	0.2577	1.684602667e-17	0.1220844437	v2.9.1	
21	Broyden	0	0.05479682219	-85.98636781	-114.4048	1.920820229	YY	8.5	0.3411639478	self-energy	sharp_wc_5_b_50	2.0097	2	1.216873962	0.2622917891	0.01431600159	-4.848682025	1.972547923	0.3391633031	0.4377297189	-5.076331342	1.728116337	0.434621761	1.725639568	-4.196649766	1.28846687	0.5503676828	0.01344571266	26f4f61	241.7160747	2x2_2C_8b_C2v_L	9.16	1.317552288	2	1.648614568	1.317552288	2	PRAXIS	-0.2306049098	0.1694208355	0.005497769074	0.003184229125	0.1387715696	-1.229111676	0.02489028772	0.3516040435	1.235859756	-0.3560902911	-0.0007524797711	-0.01304027332	-0.00695313885	0.04043423225	run_cdmft.py	R0:S0:1	uncorrelated	-0.01263717894	0.1439754279	1.308738995	-0.3102784893	0.2694420322	-1.684824028	1.949856253	-1.749719718	-1.671720205	-1.764316039	2.472978317	-3.417752562	0.3943595066	-0.33975004	2025-02-09@16:33	2.1394	-0.7203525558	1	8.71755441e-17	-0.2949198039	0.2577	6.24958069e-16	0.1193786213	v2.9.1	
3	Broyden	0	0.0554168577	-86.50080216	-115.2048	1.967116228	YY	8.5	0.3442738082	self-energy	sharp_wc_5_b_50	2.0097	2	1.218104653	0.262128998	0.01121802735	-4.872568895	1.972794965	0.3401861729	0.435897014	-5.118994305	1.73153444	0.4355995047	1.731288399	-4.241316491	1.290627084	0.5529820232	0.01299232187	26f4f61	243.3817664	2x2_2C_8b_C2v_L	9.21	1.321444135	2	1.651463628	1.321444135	2	PRAXIS	-0.229285486	0.164289465	0.000496273711	0.0003933221012	0.1392239439	-1.234524735	0.02472868427	0.3553495275	1.235229341	-0.3558184895	-0.0001194095227	-0.001177809322	-0.0006395764371	0.003792111028	run_cdmft.py	R0:S0:1	uncorrelated	-0.001271057523	0.01420632128	1.308976047	-0.3074899442	0.2680055026	-1.685117501	1.950484615	-1.733994843	-1.683855442	-1.735445	2.473650612	-3.415782387	0.3927979326	-0.3363171588	2025-02-09@16:35	2.1394	-0.7152502747	1	-1.600847767e-16	-0.2926561782	0.2577	-2.090346365e-16	0.1185219406	v2.9.1	
2	Broyden	0	0.05589610108	-87.05437229	-116.0048	2.008215279	YY	8.5	0.3478278837	self-energy	sharp_wc_5_b_50	2.0097	2	1.219191299	0.2662586991	0.01130491026	-4.918330343	1.973019189	0.3375327544	0.442618501	-5.160000789	1.736039608	0.4426050112	1.736021861	-4.285903612	1.292353342	0.54712539	0.01280331206	26f4f61	242.993393	2x2_2C_8b_C2v_L	9.26	1.325678499	2	1.654173408	1.325678498	2	PRAXIS	-0.2291166696	0.16474572	5.223649989e-05	6.227153381e-07	0.1375373702	-1.235006817	0.02438825	0.3563512623	1.235064454	-0.3563783621	1.807560856e-05	-0.0001308569184	-3.032793099e-05	0.0002275601101	run_cdmft.py	R0:S0:1	uncorrelated	-0.0001004814652	0.00108937559	1.310561363	-0.3049534236	0.2670143086	-1.708337104	1.95111629	-1.710848611	-1.708260645	-1.710952964	2.474145741	-3.414803217	0.39105861	-0.3334756506	2025-02-09@16:37	2.1394	-0.710661282	1	1.612283168e-16	-0.2907638596	0.2577	-1.807815538e-16	0.1177685118	v2.9.1	
2	Broyden	0	0.05632398861	-87.60046723	-116.8048	2.046552892	YY	8.5	0.3518015512	self-energy	sharp_wc_5_b_50	2.0097	2	1.220199868	0.2702597854	0.01138601662	-4.961592157	1.97329537	0.3343900913	0.4526409241	-5.200771402	1.740801487	0.4526444553	1.740806101	-4.329143393	1.293717511	0.5395296718	0.01260780564	26f4f61	242.6832465	2x2_2C_8b_C2v_L	9.31	1.330283351	2	1.656842978	1.330283351	2	PRAXIS	-0.2287357277	0.164802473	-2.66078827e-05	3.255603781e-05	0.1354106674	-1.235032231	0.02405496794	0.3571202174	1.23501663	-0.3571116144	2.900898854e-05	-6.656452124e-06	4.795909919e-05	-0.0002328072297	run_cdmft.py	R0:S0:1	uncorrelated	3.267016255e-05	-0.0003351351067	1.311665571	-0.301834625	0.2663830929	-1.741171684	1.951687717	-1.685778993	-1.74119138	-1.68575198	2.47419184	-3.414724846	0.3893595907	-0.3306717775	2025-02-09@16:38	2.1394	-0.7063310982	1	4.724520966e-16	-0.2890943885	0.2577	1.77801055e-16	0.117065435	v2.9.1	
2	Broyden	0	0.05655075576	-88.14129314	-117.6048	2.082986093	YY	8.5	0.3562541102	self-energy	sharp_wc_5_b_50	2.0097	2	1.221149477	0.2726283055	0.01144500843	-5.006282619	1.973624888	0.3292523859	0.4668764711	-5.238787957	1.74570285	0.4668651581	1.745694856	-4.373224238	1.294905923	0.5294527522	0.01242151879	26f4f61	242.4386242	2x2_2C_8b_C2v_L	9.36	1.335324186	2	1.65954207	1.335324186	2	PRAXIS	-0.2279084333	0.1644303514	2.798471705e-05	-1.284106579e-05	0.1327053741	-1.233911235	0.02363390976	0.3567680213	1.233941408	-0.3567872692	3.091972017e-05	-3.744588866e-05	6.073409915e-05	-0.0002625908682	run_cdmft.py	R0:S0:1	uncorrelated	-6.017760401e-05	0.0005952699221	1.312898108	-0.2981336919	0.2656477415	-1.78477177	1.95181477	-1.659144076	-1.784730519	-1.659191125	2.474346916	-3.415351816	0.387655457	-0.3278685854	2025-02-09@16:40	2.1394	-0.7021471419	1	1.228024135e-17	-0.2876367138	0.2577	5.410736128e-17	0.1163946565	v2.9.1	
2	Broyden	0	0.0565055054	-88.67383442	-118.4048	2.117827241	YY	8.5	0.3612626518	self-energy	sharp_wc_5_b_50	2.0097	2	1.222050583	0.2734858374	0.01147852032	-5.051530398	1.974022287	0.322929517	0.4847334215	-5.274898983	1.750825278	0.4847270907	1.750815342	-4.415840612	1.295789767	0.5173202603	0.01223072713	26f4f61	242.3302391	2x2_2C_8b_C2v_L	9.41	1.340890167	2	1.662284513	1.340890167	2	PRAXIS	-0.2268281453	0.1636186256	2.448956951e-05	1.285073034e-05	0.1294156051	-1.229822956	0.0231439563	0.3551047066	1.229862571	-0.3551247759	1.351379313e-05	-7.158089723e-05	-1.566161469e-06	6.145243605e-05	run_cdmft.py	R0:S0:1	uncorrelated	-6.132931642e-05	0.0006410644816	1.314069122	-0.2937171071	0.2650132091	-1.838986782	1.95164787	-1.630644476	-1.838948963	-1.630702841	2.474066762	-3.416851714	0.3857844837	-0.3249815969	2025-02-09@16:42	2.1394	-0.6980809939	1	2.706806851e-16	-0.2863665425	0.2577	5.414821725e-16	0.1157484584	v2.9.1	
