GS_consistency	U	e	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	githash	model	mu	script	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	time	tpd	tpp	tppp	version	
NY	10.5	2.7745	-0.22751939	-3.6772107	-3.3232163	8.7271002	-3.8677497	-0.20855888	-0.0071840948	-3.2528642	a248bdd	2x2_2C_8b_C2v_L	9.68	validity_data_2022.py	-0.17738208	1.0722782	-1.4842602	0.0034092216	1.559124	-0.20259415	0.16496666	-2.0216004	2024-08-13@13:56	1.9139	1	0.273	v2.7.1	
NY	10.5	2.7745	-0.22971976	-3.6874179	-3.3307156	8.8091251	-3.8793656	-0.21242038	-0.0080058545	-3.2619093	a248bdd	2x2_2C_8b_C2v_L	9.69	validity_data_2022.py	-0.17710464	1.0731703	-1.4853345	0.0012574025	1.560367	-0.20222906	0.16404827	-2.0223711	2024-08-13@13:56	1.9139	1	0.273	v2.7.1	
NY	10.5	2.7745	-0.23125092	-3.6992829	-3.3369676	8.9874131	-3.8884009	-0.21461624	-0.0089812835	-3.2711506	a248bdd	2x2_2C_8b_C2v_L	9.7	validity_data_2022.py	-0.17682308	1.074274	-1.4861403	0.00037703336	1.5612873	-0.20154979	0.16334444	-2.0230884	2024-08-13@13:57	1.9139	1	0.273	v2.7.1	
NY	10.5	2.7745	-0.23306213	-3.7122617	-3.345032	9.4311632	-3.8972954	-0.21676732	-0.010040635	-3.2812759	a248bdd	2x2_2C_8b_C2v_L	9.71	validity_data_2022.py	-0.17658425	1.0755462	-1.4873706	-0.00013103871	1.5622596	-0.20071935	0.16251478	-2.024076	2024-08-13@13:57	1.9139	1	0.273	v2.7.1	
NY	10.5	2.7745	-0.23494434	-3.7255504	-3.3530586	10.308736	-3.9067345	-0.21871658	-0.011110985	-3.291372	a248bdd	2x2_2C_8b_C2v_L	9.72	validity_data_2022.py	-0.17637489	1.0767949	-1.4885221	4.4252259e-05	1.5633189	-0.19990639	0.16171508	-2.0250053	2024-08-13@13:58	1.9139	1	0.273	v2.7.1	
NY	10.5	2.7745	-0.23711862	-3.7386399	-3.3612975	11.648142	-3.9162019	-0.22068705	-0.012204898	-3.3015763	a248bdd	2x2_2C_8b_C2v_L	9.73	validity_data_2022.py	-0.17619756	1.0779941	-1.4897103	3.5757203e-05	1.5643786	-0.1990692	0.16088912	-2.0259546	2024-08-13@13:59	1.9139	1	0.273	v2.7.1	
NY	10.5	2.7745	-0.23897302	-3.7511262	-3.3698056	13.545222	-3.9258797	-0.22210545	-0.013592933	-3.3127428	a248bdd	2x2_2C_8b_C2v_L	9.74	validity_data_2022.py	-0.17589915	1.0791892	-1.4910072	-8.5630872e-05	1.5655837	-0.19805344	0.16009495	-2.0271073	2024-08-13@13:59	1.9139	1	0.273	v2.7.1	
NY	10.5	2.7745	-0.24107103	-3.7641562	-3.3780631	16.178832	-3.9348601	-0.22320119	-0.015142975	-3.323754	a248bdd	2x2_2C_8b_C2v_L	9.75	validity_data_2022.py	-0.17569824	1.0803983	-1.492284	0.00011459308	1.5666636	-0.19702036	0.15934964	-2.0281777	2024-08-13@14:00	1.9139	1	0.273	v2.7.1	
NY	10.5	2.7745	-0.24364532	-3.7790652	-3.387518	19.617362	-3.9454012	-0.22480446	-0.016622161	-3.3351928	a248bdd	2x2_2C_8b_C2v_L	9.76	validity_data_2022.py	-0.17558658	1.081773	-1.4936773	-3.5155667e-05	1.5679681	-0.1961039	0.15854372	-2.0293473	2024-08-13@14:00	1.9139	1	0.273	v2.7.1	
NY	10.5	2.7745	-0.24639305	-3.7944502	-3.3965308	23.941904	-3.9556847	-0.22602971	-0.018367935	-3.346812	a248bdd	2x2_2C_8b_C2v_L	9.77	validity_data_2022.py	-0.17551665	1.083182	-1.4950265	-7.1037964e-06	1.5692566	-0.19511373	0.15782135	-2.0305093	2024-08-13@14:01	1.9139	1	0.273	v2.7.1	
