1	Broyden	0	-2.448183518e-06	-150.3105169	-155.9024	8.895312323	YY	14	0.1346966493	self-energy/D	sharp_wc_2_b_50	3.0461	2	1.290255605	1.421323973	0.0008086204728	-7.23937377	1.962951975	-8.424675586	1.918702858	-8.218990668	1.957107912	-8.381143654	1.888937688	-7.667200648	1.987312969	1.81927942	0.000860914712	-6.64135268	1.737240508	a248bdd	2x2_2C_8b_C2v_L	12.79	1.130652016	2	1.667007417	0.9999999999144203	1.0	-0.0002151924785	0.0002633362317	5.88062781e-05	-2.590276067e-05	-0.3450939281	0.1770313959	-0.4908905633	0.2537525703	-0.142523359	0.07403485287	0.5478097498	-0.2940941416	-0.0003322993826	0.0006785379915	8.328023704e-05	-3.826507654e-05	sol_cdmft.py	R0:S0:1	uncorrelated	0.08222997258	-0.1195084751	-1.228531264	0.6191195061	1.621580642	-1.056678075	-1.113147824	0.7391561552	-1.906885635	1.248347044	-0.4554660871	0.319092795	0.1832327286	-0.1056827405	-2.254383076	2.100905417	2024-09-05@13:29	1.9019	-0.4584133917	1	6.918023385e-18	-0.1032348259	0.2229	9.64945931e-17	0.04462882606	v2.7.1	
1	Broyden	0	-1.699101758e-06	-150.3072779	-156.0624	8.895248533	YY	14	0.1346710899	self-energy/D	sharp_wc_2_b_50	3.0461	2	1.290252864	1.42210186	0.0008111743567	-7.247330148	1.962946715	-8.484505452	1.91789615	-8.284195738	1.957638125	-8.361528889	1.888574596	-7.509927063	1.987950792	1.852926042	0.0008915187918	-6.661276835	1.737279529	a248bdd	2x2_2C_8b_C2v_L	12.8	1.130610627	2	1.667017335	0.9999999999258977	1.0000000000000009	-0.0001342308798	0.0001737752644	3.644750986e-05	-1.10113446e-05	-0.3497117654	0.178386661	-0.5045893721	0.2591847987	-0.1344811458	0.07014657319	0.5354973526	-0.290703344	0.0002850086749	-0.0005529241938	-6.999533402e-05	4.489168641e-05	sol_cdmft.py	R0:S0:1	uncorrelated	0.08255593746	-0.1197364734	-1.22844415	0.6191050456	1.636407712	-1.06237881	-1.108333579	0.732763242	-1.905704938	1.250008914	-0.4317164897	0.3073015369	0.187351013	-0.1076002955	-2.256644333	2.100856878	2024-09-05@13:29	1.9019	-0.4584161064	1	3.613035899e-17	-0.1032433736	0.2229	4.141868327e-17	0.04463239477	v2.7.1	
2	Broyden	0	-3.162374033e-06	-150.8361316	-156.2224	8.895123038	YY	14	0.1346422468	self-energy/D	sharp_wc_2_b_50	3.0461	2	1.290246274	1.46785225	0.0008524155235	-7.277107012	1.962949184	-8.51920416	1.918006003	-8.323838018	1.957478531	-8.44209571	1.889513358	-7.561828037	1.986804216	1.805198695	0.0008631993518	-6.66196514	1.737153604	a248bdd	2x2_2C_8b_C2v_L	12.81	1.130534333	2	1.667035191	0.9999999999436897	0.9999999999999996	-0.0001041196162	0.0001418041094	2.928841886e-05	4.184417773e-06	-0.3543932748	0.1803097427	-0.5103025596	0.2612946483	-0.1476821374	0.07651444593	0.5470179779	-0.2953765966	8.354146701e-05	-0.0001496105727	-1.890035019e-05	1.672177294e-05	sol_cdmft.py	R0:S0:1	uncorrelated	0.08548964416	-0.1228465985	-1.230560536	0.6191502	1.638963565	-1.061184402	-1.113045255	0.7335145843	-1.909323148	1.244758097	-0.4637426849	0.3288320089	0.1837131857	-0.1058753851	-2.254583514	2.101119427	2024-09-05@13:30	1.9019	-0.4584191958	1	5.648193116e-17	-0.103260672	0.2229	-1.315124746e-16	0.0446387514	v2.7.1	
2	Broyden	0	-1.448156823e-06	-151.3392073	-156.3824	8.895143146	YY	14	0.1346684873	self-energy/D	sharp_wc_2_b_50	3.0461	2	1.290246632	1.546917766	0.0009170936124	-7.313996468	1.962964521	-8.378990354	1.916560398	-8.354545499	1.959306707	-8.508246508	1.888964328	-7.784602201	1.986857302	1.817812605	0.0008783945633	-6.676408589	1.737192313	a248bdd	2x2_2C_8b_C2v_L	12.82	1.130557561	2	1.667038011	0.9999999999590501	1.0000000000000004	-0.001214866854	0.001416722555	0.0003178346252	-0.0002200431814	-0.3354524104	0.1721732441	-0.500657283	0.2566012903	-0.1498412148	0.0767337196	0.5712247453	-0.303067035	0.0001758184361	-0.0003297647015	-3.908921954e-05	5.249888263e-05	sol_cdmft.py	R0:S0:1	uncorrelated	0.09006385368	-0.1275837577	-1.233532193	0.619062951	1.633721541	-1.070686846	-1.091564395	0.7168534849	-1.922587119	1.248890201	-0.4629871349	0.3219890501	0.1858087892	-0.1068486633	-2.255629849	2.100975734	2024-09-05@13:30	1.9019	-0.4584172092	1	-3.250636322e-17	-0.1032587064	0.2229	-1.269153559e-16	0.04463816365	v2.7.1	
3	Broyden	0	-2.289426426e-06	-152.6696386	-156.8624	8.894592951	YY	14	0.1345681178	self-energy/D	sharp_wc_2_b_50	3.0461	2	1.290224426	1.598258385	0.0009787631039	-7.375222682	1.962971114	-8.689521198	1.916842965	-8.31629113	1.958453477	-8.598790003	1.889213844	-7.911228321	1.986503975	1.807285183	0.0008876195983	-6.709104319	1.737013122	a248bdd	2x2_2C_8b_C2v_L	12.85	1.130312045	2	1.667092345	0.999999999921616	1.0000000000000002	0.001030133001	-0.001173950831	-0.0002835048311	0.0002250534543	-0.359548297	0.180734331	-0.5283808642	0.2697764723	-0.1558371669	0.07951186743	0.5891346734	-0.3094001615	-0.0001280050412	0.0002608627293	2.459711845e-05	-3.433220827e-05	sol_cdmft.py	R0:S0:1	uncorrelated	0.09448153384	-0.1320098729	-1.236863628	0.6189894001	1.670869621	-1.068729603	-1.089828555	0.7211066625	-1.932146477	1.246613474	-0.4716538419	0.3244142343	0.1874217668	-0.1075208002	-2.256314526	2.101482538	2024-09-05@13:30	1.9019	-0.4584490415	1	-3.293163266e-16	-0.103319168	0.2229	-3.379890778e-16	0.04466170506	v2.7.1	
3	Broyden	0	-6.000612276e-06	-152.6357041	-157.0224	8.894694472	YY	14	0.1346279448	self-energy/D	sharp_wc_2_b_50	3.0461	2	1.29023128	1.513292976	0.0009282466989	-7.362684448	1.962971791	-8.575097612	1.919470475	-8.55754347	1.955653783	-8.528484125	1.890232208	-7.816233931	1.985778302	1.816995874	0.0009128281857	-6.729869652	1.737181126	a248bdd	2x2_2C_8b_C2v_L	12.86	1.130419047	2	1.667072565	0.99999999992604	1.0000000000000002	-0.0002179715978	0.0002828984608	2.895411454e-05	1.909793887e-05	-0.3745897834	0.1887215791	-0.5238428413	0.2634553468	-0.1614764106	0.08252011434	0.567824571	-0.3004540874	-0.0002994011814	0.000639573365	5.415192094e-05	-2.434232347e-05	sol_cdmft.py	R0:S0:1	uncorrelated	0.09081421913	-0.1284269841	-1.234385999	0.6189143379	1.622297209	-1.050166995	-1.157870832	0.7505666879	-1.909459051	1.239993309	-0.4992142097	0.3467476715	0.1903436037	-0.108998346	-2.258553332	2.101118313	2024-09-05@13:31	1.9019	-0.4584510367	1	-4.953671283e-16	-0.1033009477	0.2229	1.431189907e-16	0.04465513079	v2.7.1	
3	Broyden	0	-7.033615246e-06	-152.5365378	-157.5024	8.894636244	YY	14	0.1344685734	self-energy/D	sharp_wc_2_b_50	3.0461	2	1.290222867	1.613678079	0.001017390899	-7.426421936	1.962971358	-8.718255293	1.916741894	-8.526092793	1.958268077	-8.650135928	1.888435152	-7.369851421	1.987854351	1.809303157	0.0009251047482	-6.761575708	1.737086462	a248bdd	2x2_2C_8b_C2v_L	12.89	1.130203051	2	1.66710356	0.99999999995085	0.9999999999999998	-0.0005024773013	0.0006096696746	0.0001153167824	-4.299054382e-05	-0.3687732477	0.1841742613	-0.5434907758	0.2728140617	-0.1372260868	0.07020411198	0.5635649036	-0.306347774	-0.000472748499	0.001008057908	9.464720006e-05	-4.425264483e-05	sol_cdmft.py	R0:S0:1	uncorrelated	0.09731539915	-0.1347269701	-1.238238555	0.6189673371	1.668999516	-1.069202345	-1.108459109	0.7223287719	-1.942002804	1.251329352	-0.4054119764	0.2954699334	0.1922620315	-0.1098265654	-2.259089293	2.101256721	2024-09-05@13:31	1.9019	-0.4584361175	1	-5.840176091e-17	-0.1033250608	0.2229	6.429379356e-17	0.04466391135	v2.7.1	
4	Broyden	0	-7.090847558e-06	-150.350275	-156.7024	8.895690027	YY	14	0.1346044216	self-energy/D	sharp_wc_2_b_50	3.0461	2	1.290259777	1.670199595	0.001019848223	-7.37857621	1.962990788	-8.465686196	1.918590145	-8.244010315	1.957248186	-8.482879535	1.889632358	-7.230619486	1.986894007	1.786043178	0.0008653918778	-6.691295533	1.737249716	a248bdd	2x2_2C_8b_C2v_L	12.84	1.130565289	2	1.667025057	0.9999999999183069	0.9999999999999999	-0.0003831391626	0.0004617583804	9.287771381e-05	-2.130202033e-05	-0.3454407949	0.1765172036	-0.492490587	0.2532333301	-0.1444209785	0.07490329914	0.5285027432	-0.2910560773	-0.0008865991783	0.001848801505	0.0001999905215	-9.636346711e-05	sol_cdmft.py	R0:S0:1	uncorrelated	0.09731975378	-0.1348068737	-1.238409822	0.6190176042	1.622139476	-1.057322501	-1.109164405	0.7377062479	-1.909233488	1.244941724	-0.4476299155	0.3296986118	0.184225039	-0.1060553427	-2.254554175	2.100564472	2024-09-05@13:31	1.9019	-0.4583593826	1	-7.054735635e-16	-0.1032231498	0.2229	9.849295655e-17	0.04462343004	v2.7.1	
4	Broyden	0	-6.398919013e-06	-152.7437543	-157.3424	8.894218104	YY	14	0.1344559322	self-energy/D	sharp_wc_2_b_50	3.0461	2	1.290213044	1.397977444	0.0008622820927	-7.350855436	1.962937657	-8.705036845	1.911364907	-8.667288755	1.963577997	-8.661338053	1.885987043	-7.433379414	1.99011606	1.795664455	0.0009175732615	-6.751428566	1.737027482	a248bdd	2x2_2C_8b_C2v_L	12.88	1.130143834	2	1.667106621	0.9999999999240436	0.9999999999999998	-0.0004038602736	0.0005173145474	4.224985416e-05	8.418215478e-06	-0.3453050497	0.1723934977	-0.5744580393	0.2863664918	-0.1072206483	0.05466434509	0.5796900619	-0.3137759966	-0.0005149339042	0.001096586781	7.779470098e-05	-3.60309783e-05	sol_cdmft.py	R0:S0:1	uncorrelated	0.08619409721	-0.1236377938	-1.230943819	0.6190763292	1.726115349	-1.105329079	-1.033385467	0.6637953993	-1.967353807	1.266021797	-0.3139913141	0.2272915394	0.1909312856	-0.1093030298	-2.258842553	2.10163272	2024-09-05@13:31	1.9019	-0.458480379	1	1.273090366e-16	-0.1033528376	0.2229	-5.432371734e-17	0.04467511799	v2.7.1	
6	Broyden	0	2.649364103e-06	-155.334095	-157.6624	8.89329608	YY	14	0.1345188756	self-energy/D	sharp_wc_2_b_50	3.0461	2	1.290183549	1.409980702	0.0009084422495	-7.392667158	1.962925473	-8.874469871	1.91408855	-8.912574902	1.960100723	-8.783813197	1.891971652	-8.069954545	1.983352419	1.740503625	0.0008962015465	-6.761587516	1.736727239	a248bdd	2x2_2C_8b_C2v_L	12.9	1.130015821	2	1.667160904	0.9999999999281759	0.9999999999999998	-0.0003397942049	0.0004508100539	4.70266018e-05	-3.54411812e-05	-0.3860675342	0.1898752317	-0.6017272544	0.2946036248	-0.1930856249	0.09659955376	0.6127747821	-0.3174314795	0.002803240756	-0.005872510356	-0.0007702986285	0.0004395839265	sol_cdmft.py	R0:S0:1	uncorrelated	0.08902303962	-0.1269908147	-1.233299769	0.6191640632	1.71711488	-1.085847192	-1.106517161	0.6971934931	-1.930637854	1.22925247	-0.5604122696	0.381171659	0.1879622942	-0.107939001	-2.256684338	2.102522992	2024-09-05@13:33	1.9019	-0.4585578523	1	-4.506263745e-19	-0.1034297582	0.2229	-1.32745937e-16	0.04470549247	v2.7.1	
5	Broyden	0	-5.167802704e-06	-155.0313265	-157.8224	8.893438524	YY	14	0.1344171875	self-energy/D	sharp_wc_2_b_50	3.0461	2	1.290186504	1.50155667	0.0009717928648	-7.435235497	1.962967752	-8.851946312	1.915518798	-8.780473693	1.95904089	-8.811865603	1.888711183	-7.953568064	1.986697468	1.811270822	0.0009541808093	-6.793588013	1.736928658	a248bdd	2x2_2C_8b_C2v_L	12.91	1.129933369	2	1.667159587	0.9999999998877497	0.9999999999999998	-0.0004757860214	0.0005922436234	8.953630253e-05	-3.405159884e-05	-0.3841927966	0.1895029157	-0.5812699221	0.2868875073	-0.1559187729	0.07802730294	0.6201197545	-0.3231547684	-2.264937245e-05	7.429933108e-05	-2.491556035e-05	1.94843205e-05	sol_cdmft.py	R0:S0:1	uncorrelated	0.09378561074	-0.1315709107	-1.236659601	0.6188101847	1.697954013	-1.076212136	-1.113615466	0.7101695035	-1.963881834	1.249537152	-0.4472667162	0.3081808746	0.1959465678	-0.1116180808	-2.261541217	2.1019481	2024-09-05@13:35	1.9019	-0.4585412216	1	-2.391427798e-16	-0.1034223253	0.2229	1.31752168e-16	0.04470288586	v2.7.1	
9	Broyden	0	-4.436140503e-06	-151.1313755	-156.5424	8.894994569	YY	14	0.13458708	self-energy/D	sharp_wc_2_b_50	3.0461	2	1.290240751	1.473198514	0.0008778234874	-7.31105308	1.962963273	-8.544437207	1.910966127	-8.366827185	1.964459094	-8.490129609	1.888789927	-7.483605487	1.987532135	1.828955417	0.0008957675432	-6.692511255	1.737184189	a248bdd	2x2_2C_8b_C2v_L	12.83	1.130445048	2	1.667050066	0.9999999999283183	1.0000000000000004	-0.0001779868308	0.0002332612261	3.516004459e-05	6.568823908e-06	-0.3212354827	0.1630177781	-0.5388894906	0.2748387125	-0.1401635435	0.07240908343	0.5503879397	-0.2982791838	-0.0001654959739	0.0003598056601	2.703355452e-05	-6.597576376e-06	sol_cdmft.py	R0:S0:1	uncorrelated	0.0871994232	-0.124735296	-1.231986476	0.6189997696	1.714069456	-1.109192335	-1.001331662	0.6584082932	-1.920742773	1.249172244	-0.4332966594	0.3103369915	0.1881142166	-0.1079307048	-2.256950937	2.101062797	2024-09-05@13:35	1.9019	-0.4584254442	1	-4.550340394e-16	-0.1032761711	0.2229	3.829134379e-18	0.0446449569	v2.7.1	
5	Broyden	0	-3.900768786e-06	-155.5092624	-158.3024	8.893192036	YY	14	0.1343184946	self-energy/D	sharp_wc_2_b_50	3.0461	2	1.290176138	1.482490117	0.0009839248067	-7.46784147	1.962955897	-8.997054082	1.917000065	-8.680665396	1.957597537	-8.949620124	1.888332025	-7.879629932	1.986947289	1.769053237	0.0009483012236	-6.821463435	1.736827925	a248bdd	2x2_2C_8b_C2v_L	12.94	1.129770303	2	1.667180317	0.9999999999145146	1.0	-0.0002216893948	0.0002826027887	3.85937538e-05	-6.3523878e-06	-0.3968049313	0.194210771	-0.5805197347	0.2874525645	-0.1527993933	0.07602473333	0.6337081837	-0.3305547081	-0.0002738023549	0.000594536909	5.565080604e-05	-3.114754125e-05	sol_cdmft.py	R0:S0:1	uncorrelated	0.09461283063	-0.1324274633	-1.236976931	0.6189055417	1.699749538	-1.065660265	-1.12240739	0.7235975104	-1.985792887	1.252546912	-0.4234913824	0.2949322112	0.1952030015	-0.1112927536	-2.261028157	2.102196466	2024-09-05@13:35	1.9019	-0.4585541507	1	-3.723544127e-16	-0.1034507291	0.2229	3.334885264e-16	0.04471368269	v2.7.1	
9	Broyden	0	-8.999337287e-06	-154.947465	-158.1424	8.893465888	YY	14	0.1343570494	self-energy/D	sharp_wc_2_b_50	3.0461	2	1.290185149	1.478607609	0.0009740815721	-7.454189292	1.962955282	-8.971421873	1.915119853	-8.799934509	1.959239462	-8.843726626	1.888766211	-7.673139769	1.986984438	1.742153465	0.0009188925688	-6.80092159	1.736812333	a248bdd	2x2_2C_8b_C2v_L	12.93	1.129862514	2	1.667163262	0.9999999999141184	1.0	-4.51276639e-05	8.960299623e-05	-7.63788762e-06	5.810692129e-05	-0.3909872301	0.1912915207	-0.5951319625	0.2924343502	-0.1507348191	0.07569976864	0.605276759	-0.3209915271	-0.0004394798947	0.0009652913169	9.230259748e-05	-5.503793274e-05	sol_cdmft.py	R0:S0:1	uncorrelated	0.09385001868	-0.1317077821	-1.236565997	0.6189705919	1.716728349	-1.079097093	-1.107069914	0.7062861096	-1.96603801	1.249182529	-0.4270090558	0.3029234808	0.1913308924	-0.1094931338	-2.25872251	2.10217277	2024-09-05@13:38	1.9019	-0.4585323578	1	-3.686784283e-16	-0.1034261174	0.2229	3.39248994e-16	0.04470370616	v2.7.1	
