w	up_1	up_2	up_3	cumul_up_1	cumul_up_2	cumul_up_3	
-20	0.00105271	0.000278906	0.000262082	0	0	0
-19.975	0.0010995	0.000281472	0.000266666	2.74874e-05	7.0368e-06	6.66664e-06
-19.95	0.00113966	0.000283093	0.000271839	5.59788e-05	1.41141e-05	1.34626e-05
-19.925	0.0011897	0.000284987	0.000277655	8.57212e-05	2.12388e-05	2.0404e-05
-19.9	0.00124191	0.000286866	0.000283251	0.000116769	2.84104e-05	2.74853e-05
-19.875	0.00127195	0.000287363	0.000287229	0.000148568	3.55945e-05	3.4666e-05
-19.85	0.00127189	0.000285923	0.000289249	0.000180365	4.27426e-05	4.18972e-05
-19.825	0.00126293	0.000283599	0.000290653	0.000211938	4.98326e-05	4.91635e-05
-19.8	0.00126682	0.000281661	0.000292946	0.000243609	5.68741e-05	5.64872e-05
-19.775	0.00128341	0.000280489	0.000296499	0.000275694	6.38863e-05	6.38996e-05
-19.75	0.00129579	0.000279797	0.000300393	0.000308089	7.08812e-05	7.14095e-05
-19.725	0.00128134	0.000279137	0.000302695	0.000340122	7.78597e-05	7.89768e-05
-19.7	0.00122335	0.000278177	0.000301645	0.000370706	8.48141e-05	8.6518e-05
-19.675	0.00113003	0.000276997	0.000297556	0.000398957	9.1739e-05	9.39569e-05
-19.65	0.00102935	0.000276008	0.000292463	0.000424691	9.86392e-05	0.000101268
-19.625	0.000943182	0.000275521	0.000288058	0.00044827	0.000105527	0.00010847
-19.6	0.000878666	0.000275616	0.000284952	0.000470237	0.000112418	0.000115594
-19.575	0.000834498	0.000276244	0.000283113	0.000491099	0.000119324	0.000122671
-19.55	0.000807059	0.000277331	0.000282318	0.000511276	0.000126257	0.000129729
-19.525	0.000793037	0.000278819	0.000282345	0.000531102	0.000133227	0.000136788
-19.5	0.000790102	0.000280677	0.000283033	0.000550854	0.000140244	0.000143864
-19.475	0.000796927	0.000282906	0.000284281	0.000570777	0.000147317	0.000150971
-19.45	0.000813082	0.000285531	0.000286041	0.000591104	0.000154455	0.000158122
-19.425	0.000838984	0.000288613	0.000288313	0.000612079	0.000161671	0.00016533
-19.4	0.000875947	0.000292252	0.000291145	0.000633978	0.000168977	0.000172608
-19.375	0.000926338	0.000296599	0.000294637	0.000657136	0.000176392	0.000179974
-19.35	0.000993837	0.000301872	0.000298954	0.000681982	0.000183939	0.000187448
-19.325	0.00108367	0.000308374	0.000304332	0.000709074	0.000191648	0.000195056
-19.3	0.00120237	0.000316475	0.000311058	0.000739133	0.00019956	0.000202833
-19.275	0.0013558	0.000326509	0.00031935	0.000773028	0.000207723	0.000210817
-19.25	0.00154281	0.000338428	0.000328999	0.000811598	0.000216183	0.000219042
-19.225	0.0017434	0.000351186	0.000338738	0.000855183	0.000224963	0.00022751
-19.2	0.00191393	0.000362608	0.000346104	0.000903031	0.000234028	0.000236163
-19.175	0.00201524	0.000371062	0.00034916	0.000953412	0.000243305	0.000244892
-19.15	0.00205323	0.000377384	0.000348624	0.00100474	0.000252739	0.000253607
-19.125	0.00206512	0.000383349	0.00034688	0.00105637	0.000262323	0.000262279
-19.1	0.00206405	0.000388353	0.000345441	0.00110797	0.000272032	0.000270915
-19.075	0.00202126	0.00038905	0.000344254	0.0011585	0.000281758	0.000279522
-19.05	0.00191558	0.000383438	0.000342962	0.00120639	0.000291344	0.000288096
-19.025	0.00177478	0.000373876	0.000341982	0.00125076	0.000300691	0.000296645
-19	0.00164505	0.000364286	0.00034209	0.00129189	0.000309798	0.000305198
-18.975	0.00155308	0.000356922	0.000343775	0.00133072	0.000318721	0.000313792
-18.95	0.00150546	0.000352287	0.00034724	0.00136835	0.000327528	0.000322473
-18.925	0.00150094	0.000350138	0.000352649	0.00140588	0.000336282	0.000331289
-18.9	0.0015383	0.000350117	0.000360285	0.00144433	0.000345035	0.000340296
-18.875	0.00161919	0.000351974	0.000370621	0.00148481	0.000353834	0.000349562
-18.85	0.00174823	0.000355604	0.000384292	0.00152852	0.000362724	0.000359169
-18.825	0.00193003	0.00036098	0.000401841	0.00157677	0.000371749	0.000369215
-18.8	0.00215974	0.000367959	0.000422905	0.00163076	0.000380948	0.000379788
-18.775	0.0024048	0.000375925	0.000444626	0.00169088	0.000390346	0.000390903
-18.75	0.0025954	0.000383608	0.000460814	0.00175577	0.000399936	0.000402424
-18.725	0.00266904	0.000389955	0.000465873	0.00182249	0.000409685	0.000414071
-18.7	0.00264534	0.000395582	0.000461332	0.00188863	0.000419574	0.000425604
-18.675	0.00261076	0.000402498	0.000454456	0.0019539	0.000429637	0.000436965
-18.65	0.00264185	0.000412638	0.000451497	0.00201994	0.000439953	0.000448253
-18.625	0.00277783	0.000427292	0.000455346	0.00208939	0.000450635	0.000459636
-18.6	0.00302912	0.000446988	0.000466524	0.00216512	0.00046181	0.000471299
-18.575	0.00337173	0.000470603	0.000483379	0.00224941	0.000473575	0.000483384
-18.55	0.00371726	0.000493509	0.000500718	0.00234234	0.000485913	0.000495902
-18.525	0.00391037	0.000507581	0.000509934	0.0024401	0.000498602	0.00050865
-18.5	0.00383953	0.000507415	0.000505227	0.00253609	0.000511288	0.000521281
-18.475	0.00356229	0.000496727	0.000489962	0.00262515	0.000523706	0.00053353
-18.45	0.00323432	0.000484044	0.000472317	0.002706	0.000535807	0.000545338
-18.425	0.00296786	0.000475342	0.000457876	0.0027802	0.00054769	0.000556785
-18.4	0.00280328	0.000472886	0.00044841	0.00285028	0.000559513	0.000567995
-18.375	0.00274473	0.000477209	0.000443804	0.0029189	0.000571443	0.00057909
-18.35	0.00278889	0.000488619	0.000443513	0.00298862	0.000583658	0.000590178
-18.325	0.00293604	0.000507745	0.000447118	0.00306202	0.000596352	0.000601356
-18.3	0.00318905	0.000535299	0.000454386	0.00314175	0.000609734	0.000612715
-18.275	0.00353967	0.000570742	0.000464982	0.00323024	0.000624003	0.00062434
-18.25	0.00393755	0.000609317	0.000477808	0.00332868	0.000639236	0.000636285
-18.225	0.00426245	0.000639397	0.000490431	0.00343524	0.000655221	0.000648546
-18.2	0.00437878	0.000647829	0.000500221	0.00354471	0.000671416	0.000661052
-18.175	0.00427765	0.000633614	0.000507308	0.00365165	0.000687257	0.000673734
-18.15	0.00409419	0.000609423	0.000514943	0.00375401	0.000702492	0.000686608
-18.125	0.00396987	0.000588252	0.000526717	0.00385325	0.000717199	0.000699776
-18.1	0.00398011	0.000576424	0.000545156	0.00395276	0.000731609	0.000713405
-18.075	0.0041569	0.000575704	0.000572305	0.00405668	0.000746002	0.000727712
-18.05	0.00452211	0.000586436	0.000610456	0.00416973	0.000760663	0.000742974
-18.025	0.00509891	0.000608763	0.000662166	0.0042972	0.000775882	0.000759528
-18	0.00589538	0.000641885	0.00072885	0.00444459	0.000791929	0.000777749
-17.975	0.00684937	0.000681265	0.000806763	0.00461582	0.000808961	0.000797918
-17.95	0.00774829	0.000715407	0.000881003	0.00480953	0.000826846	0.000819943
-17.925	0.00824064	0.000729012	0.000925577	0.00501555	0.000845071	0.000843083
-17.9	0.0080728	0.00071556	0.000919925	0.00521737	0.00086296	0.000866081
