# (0, 0)	(0.015625, 0)	(0.03125, 0)	(0.046875, 0)	(0.0625, 0)	(0.078125, 0)	(0.09375, 0)	(0.10938, 0)	(0.125, 0)	(0.14062, 0)	(0.15625, 0)	(0.17188, 0)	(0.1875, 0)	(0.20312, 0)	(0.21875, 0)	(0.23438, 0)	(0.25, 0)	(0.26562, 0)	(0.28125, 0)	(0.29688, 0)	(0.3125, 0)	(0.32812, 0)	(0.34375, 0)	(0.35938, 0)	(0.375, 0)	(0.39062, 0)	(0.40625, 0)	(0.42188, 0)	(0.4375, 0)	(0.45312, 0)	(0.46875, 0)	(0.48438, 0)	(0.5, 0)	(0.5, 0.015625)	(0.5, 0.03125)	(0.5, 0.046875)	(0.5, 0.0625)	(0.5, 0.078125)	(0.5, 0.09375)	(0.5, 0.10938)	(0.5, 0.125)	(0.5, 0.14062)	(0.5, 0.15625)	(0.5, 0.17188)	(0.5, 0.1875)	(0.5, 0.20312)	(0.5, 0.21875)	(0.5, 0.23438)	(0.5, 0.25)	(0.5, 0.26562)	(0.5, 0.28125)	(0.5, 0.29688)	(0.5, 0.3125)	(0.5, 0.32812)	(0.5, 0.34375)	(0.5, 0.35938)	(0.5, 0.375)	(0.5, 0.39062)	(0.5, 0.40625)	(0.5, 0.42188)	(0.5, 0.4375)	(0.5, 0.45312)	(0.5, 0.46875)	(0.5, 0.48438)	(0.5, 0.5)	(0.48438, 0.48438)	(0.46875, 0.46875)	(0.45312, 0.45312)	(0.4375, 0.4375)	(0.42188, 0.42188)	(0.40625, 0.40625)	(0.39062, 0.39062)	(0.375, 0.375)	(0.35938, 0.35938)	(0.34375, 0.34375)	(0.32812, 0.32812)	(0.3125, 0.3125)	(0.29688, 0.29688)	(0.28125, 0.28125)	(0.26562, 0.26562)	(0.25, 0.25)	(0.23438, 0.23438)	(0.21875, 0.21875)	(0.20312, 0.20312)	(0.1875, 0.1875)	(0.17188, 0.17188)	(0.15625, 0.15625)	(0.14062, 0.14062)	(0.125, 0.125)	(0.10938, 0.10938)	(0.09375, 0.09375)	(0.078125, 0.078125)	(0.0625, 0.0625)	(0.046875, 0.046875)	(0.03125, 0.03125)	(0.015625, 0.015625)	(0, 0)	
# nfreq = 2401, wmin=-15+0.05j, wmax=15+0.05j
0.295407	0.301581	0.322738	0.368952	0.467432	0.696908	1.32561	3.29763	5.74593	3.39061	1.86359	1.24362	0.951223	0.791746	0.694972	0.631314	0.586523	0.552887	0.525723	0.501755	0.478276	0.452911	0.426096	0.426832	0.644507	0.846167	0.774965	0.713984	0.678544	0.657782	0.645661	0.639262	0.637257	0.635265	0.629307	0.619445	0.605812	0.588634	0.568248	0.545093	0.519683	0.49257	0.46431	0.435425	0.406385	0.377592	0.349385	0.322037	0.295766	0.270742	0.247101	0.224946	0.204358	0.1854	0.16812	0.152552	0.138715	0.126615	0.116244	0.107578	0.100582	0.0952107	0.0914175	0.0891608	0.0884119	0.0892494	0.0917973	0.0961991	0.102903	0.112615	0.110059	0.119843	0.131836	0.144498	0.157937	0.172114	0.186938	0.202323	0.218233	0.234719	0.251973	0.27041	0.290803	0.314543	0.344177	0.384645	0.446504	0.555862	0.793298	1.5141	5.18242	3.99325	0.992546	0.494586	0.356044	0.307856	0.295407
0.283115	0.28873	0.307806	0.348812	0.434317	0.628778	1.15315	2.90078	6.26528	3.67368	1.8305	1.15662	0.858837	0.702744	0.610512	0.55104	0.50991	0.479577	0.455622	0.435132	0.415965	0.396865	0.381488	0.414759	0.707587	0.772186	0.663566	0.603943	0.57226	0.55427	0.543908	0.538473	0.536775	0.53513	0.530217	0.522099	0.510901	0.496821	0.48014	0.461213	0.440449	0.418288	0.395168	0.371505	0.347676	0.32401	0.300787	0.278237	0.256548	0.235871	0.216328	0.198014	0.181005	0.165358	0.151117	0.13831	0.126951	0.117042	0.108569	0.101505	0.0958144	0.091453	0.0883772	0.0865491	0.0859427	0.0866328	0.0887341	0.0923745	0.0979813	0.107108	0.105984	0.112152	0.121976	0.132507	0.143755	0.155682	0.16822	0.181306	0.194918	0.209116	0.224086	0.240221	0.258246	0.279474	0.306329	0.343577	0.401601	0.506777	0.74401	1.51756	5.99088	3.3675	0.877523	0.459112	0.337787	0.294457	0.283115
0.271597	0.276721	0.293987	0.33051	0.404922	0.569276	0.99902	2.447	6.52829	4.18329	1.86653	1.10535	0.792227	0.635093	0.54492	0.48804	0.44945	0.421559	0.400092	0.382398	0.3668	0.353075	0.34835	0.418227	0.741584	0.663081	0.555228	0.505569	0.480085	0.465758	0.457531	0.45322	0.451873	0.450469	0.44628	0.439383	0.429917	0.41808	0.404137	0.388402	0.371226	0.352973	0.333999	0.314638	0.295191	0.275916	0.257034	0.238726	0.221139	0.204393	0.188583	0.173783	0.160052	0.147434	0.135962	0.125655	0.116523	0.108562	0.101758	0.0960893	0.0915229	0.0880236	0.0855556	0.0840886	0.083602	0.0841677	0.0858893	0.0888678	0.0934493	0.101226	0.102932	0.105601	0.113545	0.122225	0.131553	0.141497	0.152008	0.16305	0.174625	0.186809	0.199793	0.21396	0.230008	0.249197	0.273874	0.308717	0.364129	0.467326	0.709981	1.56691	7.12205	2.77654	0.779695	0.427776	0.321086	0.281967	0.271597
0.260788	0.265483	0.281186	0.313915	0.379136	0.51892	0.870861	2.02694	6.23844	4.96319	1.97643	1.08739	0.748587	0.586242	0.495892	0.440184	0.403123	0.37688	0.357205	0.341622	0.328839	0.319624	0.325138	0.438123	0.7178	0.554594	0.465033	0.426474	0.406821	0.395754	0.389382	0.386036	0.384989	0.383759	0.380099	0.374098	0.365906	0.355729	0.343824	0.330484	0.316019	0.300743	0.284955	0.268927	0.252901	0.237082	0.221639	0.206711	0.19241	0.178824	0.166023	0.15406	0.142976	0.132803	0.123561	0.115262	0.107911	0.101503	0.0960248	0.0914575	0.087776	0.0849526	0.0829598	0.0817746	0.0813813	0.0818496	0.0832727	0.0857263	0.0894722	0.0958165	0.100638	0.100151	0.106583	0.113793	0.121594	0.129954	0.138842	0.148246	0.158189	0.168763	0.180169	0.192787	0.207302	0.224946	0.248034	0.281246	0.335213	0.438588	0.692545	1.67009	8.42631	2.27946	0.69835	0.400223	0.305792	0.270303	0.260788
0.250628	0.254946	0.269297	0.298817	0.356466	0.476537	0.767224	1.68069	5.449	6.03494	2.16829	1.09955	0.723911	0.552413	0.459933	0.404211	0.367853	0.342615	0.324169	0.310146	0.299585	0.294279	0.310409	0.474528	0.642327	0.463755	0.394704	0.365409	0.350366	0.341829	0.336885	0.334278	0.333461	0.332366	0.329115	0.323803	0.31659	0.307683	0.297335	0.285818	0.273417	0.260407	0.247044	0.233557	0.22014	0.206958	0.194144	0.181804	0.17002	0.158857	0.148363	0.138576	0.129523	0.121223	0.113689	0.106927	0.100937	0.0957132	0.0912452	0.0875168	0.0845084	0.0821986	0.0805669	0.0795956	0.0792732	0.0796669	0.0808615	0.082913	0.0860149	0.0911504	0.0984993	0.0956087	0.100844	0.106923	0.113551	0.120692	0.128331	0.136472	0.145157	0.154491	0.164685	0.176122	0.189483	0.205994	0.227975	0.260191	0.313686	0.419139	0.690237	1.83424	9.46653	1.88613	0.630888	0.375896	0.291735	0.25939	0.250628
0.241064	0.24505	0.258222	0.285008	0.336377	0.440598	0.683571	1.40892	4.4812	7.31989	2.45779	1.14015	0.714913	0.530339	0.433976	0.377244	0.340924	0.316185	0.29854	0.285668	0.276916	0.275221	0.30334	0.523089	0.547713	0.392915	0.340905	0.318597	0.306972	0.300301	0.296408	0.294345	0.293697	0.292711	0.289786	0.285025	0.278587	0.270682	0.261551	0.251453	0.240649	0.229384	0.217881	0.206336	0.19491	0.183737	0.172922	0.162546	0.152671	0.143344	0.134599	0.126459	0.118942	0.112059	0.105816	0.100215	0.0952533	0.0909254	0.0872209	0.0841269	0.0816277	0.0797069	0.0783486	0.0775395	0.0772708	0.0776074	0.0786274	0.0803724	0.0829852	0.0871844	0.095769	0.0917855	0.0960538	0.101265	0.106994	0.113203	0.119886	0.127061	0.134782	0.143168	0.152438	0.162981	0.175482	0.191176	0.212424	0.244142	0.297959	0.407169	0.701385	2.07068	9.65781	1.58139	0.574499	0.354259	0.278765	0.249158	0.241064
0.23205	0.235741	0.247877	0.272308	0.318414	0.409756	0.615367	1.19816	3.5936	8.50725	2.8712	1.20969	0.719421	0.517625	0.415718	0.357103	0.320271	0.295633	0.278462	0.266448	0.259247	0.261153	0.303843	0.568822	0.460109	0.33884	0.299619	0.282398	0.273258	0.267945	0.264816	0.26315	0.262625	0.261728	0.259073	0.254761	0.248953	0.241854	0.233695	0.224723	0.215175	0.205275	0.195221	0.18518	0.175291	0.165662	0.15638	0.147507	0.13909	0.131163	0.123748	0.116861	0.110512	0.104705	0.0994433	0.0947245	0.090545	0.0868981	0.0837749	0.0811643	0.0790536	0.0774298	0.0762805	0.0755954	0.0753679	0.0756604	0.0765456	0.0780547	0.0802944	0.0837877	0.0921716	0.0885347	0.0919855	0.0965216	0.101557	0.107047	0.112993	0.119422	0.1264	0.134056	0.142618	0.152482	0.164344	0.179463	0.200266	0.23188	0.286682	0.401192	0.724975	2.39787	8.81791	1.34512	0.526817	0.334862	0.266752	0.239548	0.23205
0.223543	0.226971	0.23819	0.260575	0.302216	0.382958	0.558965	1.03376	2.87813	9.05373	3.44826	1.31102	0.736297	0.512651	0.403528	0.342225	0.304406	0.279544	0.262598	0.251237	0.24545	0.251229	0.312599	0.586045	0.388966	0.297472	0.267519	0.253978	0.246644	0.242321	0.239752	0.238376	0.237941	0.237119	0.234689	0.230751	0.225463	0.219023	0.211656	0.203591	0.19505	0.186237	0.177328	0.168472	0.159786	0.151363	0.143273	0.135566	0.128278	0.121432	0.115044	0.109122	0.103671	0.0986931	0.0941858	0.090146	0.0865685	0.0834466	0.0807718	0.0785345	0.0767243	0.0753305	0.0743433	0.0737545	0.0735589	0.0738167	0.0745962	0.0759213	0.0778725	0.0808338	0.0881424	0.0857563	0.0884711	0.092472	0.0969637	0.101891	0.107259	0.113106	0.119504	0.126592	0.134606	0.143952	0.155342	0.170071	0.190655	0.222488	0.278854	0.400164	0.760824	2.84431	7.38282	1.15998	0.486011	0.317347	0.255587	0.230508	0.223543
0.215506	0.218696	0.2291	0.24969	0.287501	0.359408	0.511633	0.903816	2.33012	8.60132	4.24324	1.44971	0.76529	0.514402	0.396291	0.331515	0.292278	0.266917	0.249998	0.239149	0.234746	0.244975	0.331018	0.557806	0.33403	0.265422	0.242142	0.231278	0.225268	0.221675	0.219519	0.218357	0.217988	0.21723	0.21499	0.211367	0.206514	0.200624	0.19391	0.186589	0.178868	0.170934	0.162946	0.155037	0.14731	0.139844	0.132696	0.125909	0.119507	0.11351	0.107926	0.102759	0.0980116	0.0936807	0.0897631	0.086254	0.0831474	0.0804363	0.0781128	0.0761685	0.0745944	0.0733816	0.072522	0.0720091	0.0718386	0.0720689	0.0727641	0.0739431	0.0756677	0.0782237	0.0842562	0.0833897	0.0853893	0.0889565	0.0930141	0.0974931	0.102404	0.107788	0.113727	0.120367	0.127953	0.136904	0.147952	0.162436	0.182984	0.21531	0.273771	0.403412	0.809572	3.45176	5.90098	1.01281	0.450694	0.301431	0.245181	0.22199	0.215506
0.207904	0.21088	0.220552	0.239557	0.274052	0.338506	0.471363	0.799487	1.91569	7.39552	5.31717	1.63471	0.806951	0.522324	0.393268	0.324213	0.283146	0.25704	0.239989	0.229562	0.226609	0.242233	0.360897	0.495346	0.292087	0.240179	0.22173	0.212836	0.207809	0.204759	0.202911	0.201909	0.20159	0.200886	0.198809	0.195454	0.19097	0.185542	0.179374	0.172672	0.165628	0.158416	0.151181	0.144042	0.13709	0.130395	0.124005	0.117954	0.112261	0.10694	0.101997	0.097431	0.0932417	0.0894249	0.0859756	0.0828879	0.0801554	0.077771	0.0757273	0.0740165	0.0726307	0.0715625	0.070805	0.0703529	0.0702026	0.0704104	0.0710374	0.0720985	0.0736423	0.0758844	0.0807958	0.0814062	0.0826536	0.0858605	0.0895656	0.0936828	0.0982236	0.103236	0.108808	0.115091	0.122342	0.130992	0.141798	0.156155	0.176822	0.209884	0.27095	0.410561	0.872702	4.27756	4.65102	0.894048	0.419822	0.286891	0.235456	0.213953	0.207904
