# (0, 0)	(0.015625, 0)	(0.03125, 0)	(0.046875, 0)	(0.0625, 0)	(0.078125, 0)	(0.09375, 0)	(0.10938, 0)	(0.125, 0)	(0.14062, 0)	(0.15625, 0)	(0.17188, 0)	(0.1875, 0)	(0.20312, 0)	(0.21875, 0)	(0.23438, 0)	(0.25, 0)	(0.26562, 0)	(0.28125, 0)	(0.29688, 0)	(0.3125, 0)	(0.32812, 0)	(0.34375, 0)	(0.35938, 0)	(0.375, 0)	(0.39062, 0)	(0.40625, 0)	(0.42188, 0)	(0.4375, 0)	(0.45312, 0)	(0.46875, 0)	(0.48438, 0)	(0.5, 0)	(0.5, 0.015625)	(0.5, 0.03125)	(0.5, 0.046875)	(0.5, 0.0625)	(0.5, 0.078125)	(0.5, 0.09375)	(0.5, 0.10938)	(0.5, 0.125)	(0.5, 0.14062)	(0.5, 0.15625)	(0.5, 0.17188)	(0.5, 0.1875)	(0.5, 0.20312)	(0.5, 0.21875)	(0.5, 0.23438)	(0.5, 0.25)	(0.5, 0.26562)	(0.5, 0.28125)	(0.5, 0.29688)	(0.5, 0.3125)	(0.5, 0.32812)	(0.5, 0.34375)	(0.5, 0.35938)	(0.5, 0.375)	(0.5, 0.39062)	(0.5, 0.40625)	(0.5, 0.42188)	(0.5, 0.4375)	(0.5, 0.45312)	(0.5, 0.46875)	(0.5, 0.48438)	(0.5, 0.5)	(0.48438, 0.48438)	(0.46875, 0.46875)	(0.45312, 0.45312)	(0.4375, 0.4375)	(0.42188, 0.42188)	(0.40625, 0.40625)	(0.39062, 0.39062)	(0.375, 0.375)	(0.35938, 0.35938)	(0.34375, 0.34375)	(0.32812, 0.32812)	(0.3125, 0.3125)	(0.29688, 0.29688)	(0.28125, 0.28125)	(0.26562, 0.26562)	(0.25, 0.25)	(0.23438, 0.23438)	(0.21875, 0.21875)	(0.20312, 0.20312)	(0.1875, 0.1875)	(0.17188, 0.17188)	(0.15625, 0.15625)	(0.14062, 0.14062)	(0.125, 0.125)	(0.10938, 0.10938)	(0.09375, 0.09375)	(0.078125, 0.078125)	(0.0625, 0.0625)	(0.046875, 0.046875)	(0.03125, 0.03125)	(0.015625, 0.015625)	(0, 0)	
# nfreq = 2401, wmin=-15+0.05j, wmax=15+0.05j
0.0112067	0.0112171	0.0112482	0.0112993	0.0113695	0.0114575	0.0115617	0.0116805	0.0118119	0.0119541	0.012105	0.0122629	0.0124258	0.012592	0.0127597	0.0129272	0.0130931	0.0132559	0.0134141	0.0135666	0.0137122	0.0138497	0.0139783	0.0140969	0.0142049	0.0143016	0.0143864	0.0144589	0.0145187	0.0145654	0.0145989	0.0146191	0.0146259	0.0146136	0.0145771	0.0145165	0.0144325	0.0143256	0.014197	0.0140476	0.013879	0.0136926	0.0134903	0.0132739	0.0130455	0.0128075	0.0125621	0.0123117	0.012059	0.0118063	0.0115563	0.0113113	0.0110738	0.0108461	0.0106303	0.0104286	0.0102429	0.0100749	0.00992604	0.0097978	0.0096913	0.00960748	0.00954707	0.00951062	0.00949843	0.00952249	0.00959392	0.00971061	0.00986906	0.0100646	0.0102913	0.0105424	0.0108105	0.0110876	0.0113655	0.011636	0.0118911	0.0121235	0.0123264	0.0124944	0.0126228	0.0127087	0.0127505	0.0127483	0.0127037	0.0126201	0.0125026	0.0123576	0.0121927	0.0120168	0.0118389	0.0116685	0.0115146	0.0113855	0.0112879	0.0112273	0.0112067
0.0122263	0.0122343	0.0122581	0.0122968	0.0123489	0.0124126	0.0124858	0.0125663	0.0126519	0.0127406	0.0128305	0.01292	0.0130078	0.0130928	0.0131744	0.0132517	0.0133246	0.0133927	0.0134559	0.0135142	0.0135675	0.013616	0.0136597	0.0136987	0.0137332	0.0137632	0.013789	0.0138105	0.013828	0.0138415	0.013851	0.0138567	0.0138586	0.0138475	0.0138142	0.013759	0.0136825	0.0135852	0.0134681	0.0133322	0.0131789	0.0130095	0.0128256	0.0126291	0.0124218	0.0122058	0.0119832	0.0117562	0.0115271	0.0112981	0.0110715	0.0108494	0.0106342	0.0104278	0.0102322	0.0100494	0.009881	0.0097286	0.00959361	0.00947726	0.00938062	0.00930455	0.00924972	0.00921663	0.00920557	0.00922688	0.00929031	0.00939432	0.00953643	0.00971323	0.00992049	0.0101533	0.0104061	0.010673	0.0109478	0.0112243	0.0114961	0.0117573	0.0120023	0.0122259	0.0124235	0.0125914	0.0127268	0.0128275	0.0128928	0.0129229	0.0129194	0.012885	0.0128241	0.0127422	0.0126464	0.0125444	0.0124448	0.0123562	0.0122864	0.0122417	0.0122263
0.013466	0.0134706	0.0134838	0.0135045	0.0135305	0.0135595	0.0135885	0.013615	0.0136363	0.0136503	0.0136552	0.0136501	0.0136343	0.013608	0.0135715	0.0135258	0.0134721	0.0134117	0.0133462	0.0132772	0.0132063	0.013135	0.013065	0.0129974	0.0129337	0.0128749	0.012822	0.0127759	0.0127373	0.0127067	0.0126845	0.0126711	0.0126666	0.0126577	0.0126312	0.0125874	0.0125265	0.0124491	0.012356	0.0122479	0.012126	0.0119912	0.011845	0.0116887	0.0115239	0.011352	0.011175	0.0109944	0.0108121	0.0106298	0.0104494	0.0102726	0.0101012	0.00993679	0.00978099	0.00963526	0.009501	0.00937947	0.00927179	0.00917897	0.00910185	0.00904113	0.00899736	0.00897094	0.00896211	0.00897887	0.00902893	0.0091116	0.00922575	0.0093698	0.0095418	0.00973937	0.00995981	0.0102001	0.0104569	0.0107268	0.0110058	0.0112901	0.0115755	0.0118578	0.0121324	0.012395	0.012641	0.0128661	0.013066	0.0132372	0.0133766	0.0134825	0.0135545	0.0135941	0.0136049	0.0135926	0.0135648	0.0135301	0.0134974	0.0134743	0.013466
0.0147112	0.0147121	0.0147144	0.0147164	0.0147156	0.0147088	0.0146927	0.0146639	0.0146197	0.0145577	0.0144767	0.014376	0.014256	0.0141177	0.013963	0.0137942	0.0136139	0.0134254	0.0132317	0.013036	0.0128415	0.0126513	0.0124681	0.0122948	0.0121335	0.0119865	0.0118556	0.0117423	0.0116479	0.0115735	0.0115198	0.0114874	0.0114765	0.0114701	0.0114508	0.0114187	0.0113743	0.0113178	0.0112498	0.0111708	0.0110817	0.0109831	0.0108762	0.0107617	0.010641	0.0105151	0.0103852	0.0102527	0.0101189	0.00998501	0.00985244	0.00972248	0.00959639	0.0094754	0.00936069	0.00925336	0.00915443	0.00906485	0.00898546	0.008917	0.0088601	0.0088153	0.008783	0.0087635	0.00875698	0.00876925	0.00880613	0.00886773	0.00895425	0.00906594	0.00920303	0.00936567	0.00955391	0.00976756	0.0100061	0.0102688	0.0105541	0.0108601	0.0111842	0.0115229	0.0118719	0.0122262	0.0125797	0.0129257	0.0132569	0.013566	0.0138456	0.0140894	0.0142924	0.0144521	0.0145687	0.0146457	0.0146896	0.014709	0.0147137	0.0147123	0.0147112
0.0154903	0.0154882	0.0154816	0.0154684	0.0154459	0.0154105	0.0153587	0.0152869	0.0151923	0.0150726	0.0149269	0.0147551	0.0145581	0.014338	0.0140973	0.0138396	0.0135685	0.0132883	0.0130032	0.0127175	0.0124353	0.0121607	0.0118975	0.0116491	0.0114187	0.0112091	0.0110227	0.0108616	0.0107275	0.0106219	0.0105456	0.0104996	0.0104842	0.0104798	0.0104664	0.0104443	0.0104135	0.0103744	0.0103273	0.0102726	0.0102108	0.0101423	0.0100679	0.0099883	0.00990416	0.00981633	0.00972567	0.00963306	0.00953942	0.00944567	0.00935274	0.00926157	0.00917303	0.00908802	0.00900737	0.00893185	0.00886221	0.00879911	0.00874316	0.0086949	0.00865478	0.00862318	0.00860039	0.00858664	0.00858204	0.00859066	0.00861679	0.00866116	0.00872496	0.00880976	0.00891743	0.00904998	0.00920948	0.00939784	0.00961669	0.00986714	0.0101496	0.0104637	0.010808	0.0111796	0.0115748	0.0119879	0.0124123	0.0128396	0.0132607	0.0136656	0.014044	0.0143863	0.0146843	0.0149325	0.0151284	0.0152734	0.0153728	0.0154348	0.0154694	0.0154856	0.0154903
0.0153542	0.0153505	0.0153386	0.0153167	0.0152821	0.0152316	0.0151616	0.0150689	0.0149509	0.0148059	0.0146329	0.0144325	0.0142059	0.0139554	0.0136841	0.0133957	0.0130941	0.0127839	0.0124695	0.0121554	0.011846	0.0115454	0.0112577	0.0109864	0.010735	0.0105063	0.0103029	0.0101272	0.00998089	0.00986557	0.00978238	0.00973214	0.00971534	0.00971239	0.00970356	0.00968891	0.00966855	0.00964263	0.00961136	0.00957497	0.00953378	0.00948812	0.00943841	0.00938508	0.00932864	0.00926961	0.00920857	0.00914611	0.00908285	0.00901942	0.00895646	0.00889459	0.00883444	0.00877662	0.0087217	0.00867023	0.00862272	0.00857964	0.00854142	0.00850844	0.008481	0.00845938	0.00844379	0.00843437	0.00843122	0.00843711	0.00845511	0.00848625	0.00853219	0.00859512	0.00867767	0.00878275	0.00891336	0.00907245	0.00926265	0.00948613	0.00974428	0.0100376	0.0103654	0.0107257	0.011115	0.0115282	0.0119587	0.0123982	0.012837	0.0132648	0.0136704	0.0140432	0.0143739	0.0146554	0.0148837	0.015059	0.0151851	0.0152691	0.0153199	0.0153462	0.0153542
0.0143703	0.0143661	0.0143529	0.0143291	0.0142926	0.0142404	0.0141698	0.0140779	0.0139627	0.0138229	0.0136579	0.0134684	0.0132556	0.0130217	0.0127697	0.0125027	0.0122246	0.0119392	0.0116506	0.0113628	0.0110796	0.0108048	0.0105419	0.0102941	0.0100644	0.00985556	0.00966982	0.00950924	0.00937554	0.00927012	0.00919405	0.0091481	0.00913273	0.00913089	0.00912536	0.00911618	0.00910341	0.00908712	0.00906741	0.00904442	0.00901832	0.0089893	0.0089576	0.00892349	0.00888727	0.00884928	0.00880987	0.00876943	0.00872835	0.00868706	0.00864597	0.0086055	0.00856607	0.0085281	0.00849197	0.00845806	0.00842671	0.00839825	0.00837298	0.00835114	0.00833297	0.00831864	0.0083083	0.00830206	0.00829997	0.00830385	0.00831584	0.00833698	0.00836891	0.00841385	0.00847444	0.0085536	0.00865441	0.00877988	0.0089328	0.0091155	0.00932967	0.00957616	0.00985477	0.0101641	0.0105013	0.0108623	0.0112412	0.0116309	0.0120229	0.0124079	0.0127757	0.0131168	0.0134223	0.0136853	0.0139017	0.0140707	0.0141949	0.01428	0.0143331	0.0143615	0.0143703
0.0130382	0.0130343	0.0130222	0.0130007	0.0129681	0.012922	0.0128603	0.012781	0.0126824	0.0125636	0.0124243	0.012265	0.0120871	0.0118922	0.0116828	0.0114616	0.0112317	0.0109962	0.0107584	0.0105215	0.0102887	0.0100629	0.009847	0.00964362	0.00945515	0.00928375	0.00913134	0.00899956	0.00888984	0.00880331	0.00874086	0.00870314	0.00869052	0.00868948	0.00868635	0.00868114	0.00867386	0.00866454	0.00865321	0.00863993	0.00862476	0.00860779	0.00858915	0.00856896	0.0085474	0.00852464	0.0085009	0.00847641	0.0084514	0.00842615	0.0084009	0.00837594	0.00835153	0.00832794	0.00830542	0.00828423	0.0082646	0.00824673	0.00823084	0.00821709	0.00820562	0.00819658	0.00819005	0.0081861	0.00818478	0.0081872	0.00819478	0.00820841	0.00822951	0.00825999	0.00830215	0.00835851	0.00843175	0.00852452	0.00863927	0.00877813	0.00894269	0.00913384	0.00935165	0.00959519	0.00986239	0.01015	0.0104536	0.0107673	0.0110845	0.0113975	0.0116982	0.0119786	0.0122313	0.0124505	0.0126324	0.012776	0.0128829	0.0129573	0.0130045	0.0130301	0.0130382
0.0117806	0.0117773	0.011767	0.0117489	0.0117216	0.0116835	0.0116328	0.0115682	0.0114884	0.0113928	0.0112812	0.0111543	0.0110129	0.0108585	0.010693	0.0105187	0.0103378	0.0101528	0.00996624	0.00978063	0.00959839	0.00942183	0.00925311	0.00909427	0.00894714	0.00881338	0.00869446	0.00859168	0.0085061	0.00843861	0.00838992	0.0083605	0.00835067	0.0083502	0.00834881	0.00834649	0.00834321	0.00833896	0.00833373	0.00832752	0.0083203	0.00831211	0.00830297	0.00829292	0.00828202	0.00827035	0.00825802	0.00824513	0.00823183	0.00821824	0.00820453	0.00819086	0.00817738	0.00816425	0.00815165	0.00813972	0.00812861	0.00811846	0.00810939	0.00810152	0.00809494	0.00808974	0.00808598	0.00808371	0.00808295	0.00808431	0.00808865	0.00809669	0.00810958	0.0081289	0.00815649	0.00819444	0.00824493	0.00831016	0.00839216	0.00849274	0.00861329	0.00875465	0.00891704	0.0090999	0.00930176	0.00952026	0.00975202	0.00999273	0.0102372	0.0104795	0.0107134	0.0109326	0.0111312	0.0113046	0.0114495	0.0115649	0.0116517	0.0117129	0.0117522	0.0117738	0.0117806
0.0107598	0.010757	0.0107484	0.0107333	0.0107107	0.0106794	0.0106381	0.010586	0.010522	0.0104458	0.0103574	0.0102571	0.0101459	0.010025	0.00989564	0.0097597	0.00961895	0.0094753	0.00933069	0.00918701	0.00904611	0.00890976	0.0087796	0.00865716	0.00854382	0.00844085	0.00834936	0.00827031	0.00820452	0.00815265	0.00811523	0.00809263	0.00808507	0.00808504	0.00808493	0.00808472	0.00808438	0.00808387	0.00808312	0.0080821	0.00808074	0.008079	0.00807684	0.00807423	0.00807117	0.00806766	0.00806372	0.00805937	0.00805466	0.00804966	0.00804443	0.00803906	0.00803361	0.00802818	0.00802287	0.00801774	0.0080129	0.00800842	0.00800437	0.00800083	0.00799785	0.00799548	0.00799375	0.00799271	0.00799236	0.00799294	0.00799488	0.00799877	0.00800554	0.00801643	0.00803297	0.00805682	0.00808978	0.00813362	0.00819005	0.00826058	0.0083464	0.00844831	0.00856663	0.00870105	0.0088506	0.00901359	0.00918755	0.00936926	0.00955481	0.00973972	0.00991917	0.0100883	0.0102425	0.010378	0.0104922	0.010584	0.0106538	0.0107036	0.010736	0.0107541	0.0107598
