# (0, 0)	(0.015625, 0)	(0.03125, 0)	(0.046875, 0)	(0.0625, 0)	(0.078125, 0)	(0.09375, 0)	(0.10938, 0)	(0.125, 0)	(0.14062, 0)	(0.15625, 0)	(0.17188, 0)	(0.1875, 0)	(0.20312, 0)	(0.21875, 0)	(0.23438, 0)	(0.25, 0)	(0.26562, 0)	(0.28125, 0)	(0.29688, 0)	(0.3125, 0)	(0.32812, 0)	(0.34375, 0)	(0.35938, 0)	(0.375, 0)	(0.39062, 0)	(0.40625, 0)	(0.42188, 0)	(0.4375, 0)	(0.45312, 0)	(0.46875, 0)	(0.48438, 0)	(0.5, 0)	(0.5, 0.015625)	(0.5, 0.03125)	(0.5, 0.046875)	(0.5, 0.0625)	(0.5, 0.078125)	(0.5, 0.09375)	(0.5, 0.10938)	(0.5, 0.125)	(0.5, 0.14062)	(0.5, 0.15625)	(0.5, 0.17188)	(0.5, 0.1875)	(0.5, 0.20312)	(0.5, 0.21875)	(0.5, 0.23438)	(0.5, 0.25)	(0.5, 0.26562)	(0.5, 0.28125)	(0.5, 0.29688)	(0.5, 0.3125)	(0.5, 0.32812)	(0.5, 0.34375)	(0.5, 0.35938)	(0.5, 0.375)	(0.5, 0.39062)	(0.5, 0.40625)	(0.5, 0.42188)	(0.5, 0.4375)	(0.5, 0.45312)	(0.5, 0.46875)	(0.5, 0.48438)	(0.5, 0.5)	(0.48438, 0.48438)	(0.46875, 0.46875)	(0.45312, 0.45312)	(0.4375, 0.4375)	(0.42188, 0.42188)	(0.40625, 0.40625)	(0.39062, 0.39062)	(0.375, 0.375)	(0.35938, 0.35938)	(0.34375, 0.34375)	(0.32812, 0.32812)	(0.3125, 0.3125)	(0.29688, 0.29688)	(0.28125, 0.28125)	(0.26562, 0.26562)	(0.25, 0.25)	(0.23438, 0.23438)	(0.21875, 0.21875)	(0.20312, 0.20312)	(0.1875, 0.1875)	(0.17188, 0.17188)	(0.15625, 0.15625)	(0.14062, 0.14062)	(0.125, 0.125)	(0.10938, 0.10938)	(0.09375, 0.09375)	(0.078125, 0.078125)	(0.0625, 0.0625)	(0.046875, 0.046875)	(0.03125, 0.03125)	(0.015625, 0.015625)	(0, 0)	
# nfreq = 2401, wmin=-15+0.05j, wmax=15+0.05j
0.223448	0.218228	0.204506	0.186574	0.168383	0.152236	0.13897	0.128592	0.120782	0.11515	0.111351	0.109118	0.108262	0.108669	0.11029	0.113137	0.117283	0.122868	0.130107	0.139307	0.150892	0.165438	0.183723	0.206778	0.235954	0.272951	0.319742	0.37819	0.448981	0.529369	0.609859	0.672502	0.696602	0.702215	0.71912	0.747416	0.786987	0.83723	0.896912	0.964299	1.03751	1.11493	1.19553	1.27894	1.36539	1.45552	1.5503	1.6508	1.75814	1.87337	1.99727	2.13019	2.27169	2.42017	2.57241	2.72332	2.86612	2.99316	3.09761	3.17538	3.22653	3.25522	3.26819	3.27249	3.27329	3.26994	3.25216	3.19397	3.05138	2.78141	2.38056	1.90661	1.44635	1.06156	0.770242	0.561897	0.416894	0.316857	0.247729	0.199645	0.165935	0.142165	0.125405	0.113731	0.105895	0.101115	0.0989399	0.0991522	0.101702	0.106677	0.114379	0.125526	0.141336	0.162894	0.189061	0.213177	0.223448
0.184107	0.182019	0.175986	0.166926	0.156411	0.146006	0.136755	0.129134	0.123243	0.119001	0.116271	0.114922	0.114858	0.116032	0.118448	0.122162	0.127296	0.134041	0.142675	0.153591	0.167325	0.184612	0.206451	0.234192	0.269639	0.31512	0.373429	0.447353	0.538222	0.642745	0.748335	0.83086	0.86264	0.868144	0.884877	0.913409	0.954407	1.00827	1.07476	1.1528	1.24062	1.3361	1.4373	1.54281	1.65192	1.76452	1.88091	2.00158	2.12688	2.25684	2.39081	2.52716	2.66292	2.79357	2.91303	3.01432	3.09077	3.13785	3.15489	3.14588	3.11878	3.08366	3.05043	3.02711	3.01876	3.03486	3.07937	3.13438	3.15468	3.06455	2.79162	2.33911	1.81011	1.32644	0.949156	0.679808	0.495171	0.37015	0.285265	0.227074	0.186723	0.158468	0.138593	0.1247	0.11525	0.109276	0.106195	0.105654	0.107382	0.111081	0.116557	0.124075	0.134404	0.148091	0.16408	0.178234	0.184107
0.154207	0.154675	0.155094	0.153774	0.150161	0.144988	0.139382	0.134225	0.130025	0.127003	0.125227	0.124703	0.125428	0.127421	0.13074	0.135495	0.141861	0.150096	0.160562	0.173759	0.190376	0.211352	0.237969	0.271965	0.315659	0.372019	0.444507	0.536306	0.648225	0.7747	0.899095	0.993506	1.02915	1.03419	1.04958	1.07609	1.11477	1.16672	1.23271	1.31277	1.40601	1.51069	1.62449	1.74502	1.87013	1.99808	2.12752	2.2572	2.3857	2.51107	2.63053	2.74027	2.83545	2.91056	2.96021	2.98041	2.96995	2.93139	2.87111	2.79822	2.72285	2.65437	2.60032	2.5659	2.55411	2.57783	2.65007	2.76837	2.91171	3.01929	2.98192	2.69978	2.20163	1.64706	1.176	0.831307	0.595836	0.438566	0.33343	0.262344	0.213578	0.179679	0.155922	0.139308	0.127939	0.120643	0.116698	0.115584	0.116673	0.11908	0.122129	0.125971	0.131233	0.138085	0.145624	0.15179	0.154207
0.131152	0.133427	0.138764	0.144057	0.147026	0.147267	0.145622	0.143204	0.140886	0.139215	0.138496	0.138897	0.140526	0.143485	0.147898	0.153939	0.161851	0.171971	0.184763	0.20086	0.22112	0.246709	0.279199	0.320681	0.373847	0.441935	0.52826	0.634872	0.759827	0.893482	1.01659	1.10438	1.13625	1.14064	1.15407	1.17722	1.21113	1.25701	1.31598	1.38872	1.47517	1.57432	1.68426	1.80232	1.92545	2.05043	2.17402	2.293	2.40397	2.50328	2.58695	2.65083	2.69093	2.70417	2.68917	2.64703	2.58171	2.49973	2.4092	2.31853	2.23527	2.16536	2.11296	2.08063	2.06972	2.09193	2.16191	2.28664	2.46752	2.68176	2.85126	2.83164	2.51336	1.98088	1.43998	1.01512	0.719562	0.522905	0.392844	0.305896	0.246808	0.206011	0.177535	0.157655	0.144068	0.135384	0.130737	0.1293	0.1297	0.13018	0.12996	0.129608	0.129778	0.130432	0.13103	0.131193	0.131152
0.113116	0.11621	0.124219	0.1341	0.142815	0.148763	0.151943	0.153225	0.153629	0.153976	0.15483	0.156565	0.159441	0.163672	0.169474	0.1771	0.186875	0.199223	0.214709	0.234086	0.258354	0.288832	0.327229	0.375689	0.436715	0.512813	0.605568	0.713891	0.831722	0.94681	1.04304	1.10613	1.12793	1.1316	1.14277	1.16198	1.19006	1.22801	1.27682	1.33721	1.40939	1.49281	1.58598	1.68655	1.7914	1.89687	1.99899	2.09364	2.17671	2.24425	2.29267	2.31903	2.32152	2.29983	2.25559	2.19239	2.11553	2.03136	1.94638	1.86647	1.79633	1.73931	1.6975	1.67206	1.66353	1.68096	1.73689	1.84092	2.00447	2.23089	2.49088	2.68005	2.6225	2.24168	1.702	1.21468	0.858046	0.618058	0.459904	0.354973	0.284186	0.235591	0.201824	0.178375	0.162537	0.152732	0.147848	0.146225	0.144983	0.141749	0.136773	0.131492	0.126617	0.122097	0.117856	0.114468	0.113116
0.0988016	0.101834	0.110144	0.121642	0.133733	0.144343	0.152536	0.15843	0.162714	0.166198	0.169591	0.173445	0.178185	0.184161	0.191699	0.201145	0.212897	0.22745	0.245427	0.26762	0.29503	0.328901	0.370709	0.422068	0.484447	0.558557	0.643337	0.734738	0.825181	0.904913	0.965354	1.002	1.01412	1.01707	1.02606	1.04147	1.06392	1.09414	1.13288	1.18069	1.23777	1.30368	1.3773	1.45667	1.53912	1.62138	1.69978	1.77052	1.82992	1.87467	1.90212	1.91058	1.89959	1.87013	1.8246	1.76673	1.70108	1.63253	1.56571	1.5045	1.45184	1.40965	1.37905	1.36055	1.35437	1.36703	1.40813	1.48663	1.61584	1.80953	2.06912	2.3487	2.50493	2.35326	1.90902	1.40145	0.99418	0.712118	0.525607	0.40248	0.319977	0.263722	0.224947	0.198406	0.181057	0.171077	0.166525	0.163648	0.157864	0.148293	0.137521	0.127559	0.118879	0.111338	0.104989	0.100476	0.0988016
0.0872693	0.0897937	0.0969472	0.107544	0.119906	0.132345	0.143651	0.153323	0.161461	0.168516	0.175052	0.181615	0.188692	0.196712	0.206076	0.217186	0.230478	0.246449	0.265685	0.288879	0.316838	0.350458	0.39064	0.438109	0.49307	0.5547	0.620583	0.68645	0.746737	0.796144	0.831413	0.851929	0.858574	0.860928	0.868089	0.880348	0.898152	0.922041	0.952549	0.990076	1.03473	1.08616	1.14347	1.20511	1.26896	1.33238	1.3924	1.44595	1.49012	1.52236	1.54082	1.54449	1.53341	1.50874	1.47268	1.42823	1.37891	1.32828	1.27961	1.23553	1.19798	1.16814	1.14663	1.13369	1.12938	1.13822	1.16729	1.22398	1.3202	1.47126	1.69106	1.97281	2.23928	2.30462	2.03122	1.55889	1.11826	0.797245	0.583008	0.442388	0.349139	0.286363	0.243856	0.215654	0.198296	0.189114	0.183802	0.175667	0.161479	0.144783	0.129604	0.11716	0.107162	0.0991207	0.0928764	0.0887415	0.0872693
0.0778365	0.0797849	0.0854015	0.0940259	0.104671	0.116236	0.127765	0.138645	0.148656	0.157889	0.166628	0.175239	0.184109	0.193621	0.20415	0.216073	0.229785	0.245712	0.264325	0.286132	0.31167	0.341453	0.37588	0.41507	0.458637	0.505417	0.553292	0.599289	0.640105	0.672969	0.696362	0.710071	0.714549	0.716451	0.722234	0.732118	0.746442	0.76561	0.790017	0.819946	0.855453	0.896249	0.941611	0.990336	1.04076	1.09082	1.13822	1.18057	1.21564	1.2415	1.25679	1.26084	1.2538	1.23665	1.21112	1.17952	1.14449	1.10865	1.07435	1.04348	1.01735	0.996735	0.981971	0.973136	0.970198	0.976244	0.996393	1.03659	1.10655	1.21967	1.39184	1.63342	1.91884	2.1255	2.05398	1.68369	1.23758	0.881083	0.637522	0.478321	0.374294	0.305683	0.260534	0.231843	0.215056	0.205136	0.19412	0.175681	0.15289	0.132184	0.115957	0.103739	0.0944954	0.087454	0.0822669	0.0789787	0.0778365
0.0700233	0.0714937	0.0757634	0.082426	0.090872	0.100403	0.110373	0.120304	0.129941	0.139234	0.148286	0.157296	0.166513	0.176211	0.186674	0.198203	0.211107	0.225718	0.242385	0.26147	0.283327	0.308262	0.336464	0.3679	0.402174	0.438396	0.475102	0.510337	0.541938	0.567966	0.587083	0.598648	0.602504	0.604085	0.608887	0.617086	0.628949	0.644792	0.664919	0.68954	0.718681	0.752096	0.7892	0.829035	0.870286	0.911339	0.950392	0.985587	1.01517	1.03768	1.05204	1.05777	1.05497	1.04442	1.02745	1.00583	0.981552	0.956614	0.932782	0.911441	0.893523	0.879519	0.869588	0.863693	0.861742	0.865786	0.879568	0.907914	0.958621	1.04248	1.17325	1.36498	1.61711	1.8704	1.96103	1.74908	1.34924	0.972453	0.699642	0.519463	0.402906	0.327545	0.279229	0.249165	0.230381	0.214214	0.191769	0.163293	0.1367	0.116246	0.101531	0.0909569	0.0832182	0.0775021	0.0734156	0.0708887	0.0700233
0.0634978	0.0646175	0.0678762	0.0729885	0.0795352	0.0870426	0.0950718	0.103288	0.111494	0.119625	0.127721	0.135898	0.144317	0.153168	0.162662	0.173023	0.184495	0.197335	0.211818	0.228227	0.246838	0.267895	0.291557	0.317826	0.346455	0.376845	0.407971	0.438392	0.466379	0.490165	0.508223	0.519464	0.523275	0.524641	0.528789	0.535867	0.546097	0.559739	0.577042	0.59817	0.623135	0.651722	0.683442	0.717506	0.752841	0.788137	0.821938	0.852745	0.879148	0.899952	0.914301	0.921775	0.922452	0.916919	0.906223	0.891756	0.875097	0.85782	0.841309	0.82663	0.814458	0.805096	0.798568	0.794749	0.793495	0.796134	0.805462	0.825546	0.862785	0.925791	1.02552	1.17435	1.37908	1.61542	1.78089	1.71864	1.41839	1.05711	0.766322	0.56664	0.436489	0.35277	0.299211	0.264514	0.238568	0.211022	0.177775	0.145224	0.119717	0.101732	0.0892744	0.0804804	0.0741198	0.0694745	0.0661919	0.0641821	0.0634978
